"kingdom_final"	"phylum_final"	"class_final"	"order_final"	"family_final"	"genus_final"	"species_final"
"ASVp1_36"	"Bacteria"	"Bacillota_A"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Agathobacter"	"faecis"
"ASVp1_39"	"Bacteria"	"Bacillota_A"	"Clostridia"	"Oscillospirales"	"Oscillospiraceae"	"Flavonifractor"	"plautii"
"ASVp1_42"	"Bacteria"	"Bacillota_A"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Hungatella"	"effluvii"
"ASVp1_45"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"stercoris"
"ASVp1_46"	"Bacteria"	"Bacillota_A"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Hungatella"	"effluvii"
"ASVp1_50"	"Bacteria"	"Actinomycetota"	"Coriobacteriia"	"Coriobacteriales"	"Eggerthellaceae"	"Eggerthella"	"lenta"
"ASVp1_54"	"Bacteria"	"Bacillota"	"Bacilli"	"Lactobacillales"	"Enterococcaceae"	"Enterococcus_A"	"avium"
"ASVp1_56"	"Bacteria"	"Bacillota_A"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Eisenbergiella"	"tayi"
"ASVp1_61"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"uniformis"
"ASVp1_63"	"Bacteria"	"Bacillota_A"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Ruminococcus_B"	"gnavus"
"ASVp1_67"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"xylanisolvens"
"ASVp1_75"	"Bacteria"	"Bacillota_A"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Hungatella"	"hathewayi"
"ASVp1_77"	"Bacteria"	"Bacillota"	"Bacilli"	"Lactobacillales"	"Enterococcaceae"	"Enterococcus_A"	"avium"
"ASVp1_78"	"Bacteria"	"Bacillota"	"Bacilli"	"Lactobacillales"	"Enterococcaceae"	"Enterococcus_B"	"durans"
"ASVp1_85"	"Bacteria"	"Bacillota"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	"subtilis"
"ASVp1_91"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Phocaeicola"	"vulgatus"
"ASVp1_93"	"Bacteria"	"Bacillota"	"Bacilli"	"Staphylococcales"	"Staphylococcaceae"	"Staphylococcus"	"epidermidis"
"ASVp1_96"	"Bacteria"	"Bacillota_A"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"Sarcina"	"perfringens"
"ASVp1_103"	"Bacteria"	"Bacillota"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"sp001556435"
"ASVp1_104"	"Bacteria"	"Bacillota_A"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Agathobacter"	"faecis"
"ASVp1_110"	"Bacteria"	"Bacillota_A"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Enterocloster"	"citroniae"
"ASVp1_114"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Tannerellaceae"	"Parabacteroides"	"distasonis"
"ASVp1_120"	"Bacteria"	"Bacillota"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Limosilactobacillus"	"fermentum"
"ASVp1_122"	"Bacteria"	"Actinomycetota"	"Actinomycetes"	"Actinomycetales"	"Bifidobacteriaceae"	"Bifidobacterium"	"dentium"
"ASVp1_138"	"Bacteria"	"Bacillota_A"	"Clostridia"	"Oscillospirales"	"Ruminococcaceae"	"Faecalibacterium"	"longum"
"ASVp1_142"	"Bacteria"	"Bacillota_A"	"Clostridia"	"Oscillospirales"	"Acutalibacteraceae"	"Hydrogeniiclostridium"	"mannosilyticum"
"ASVp1_147"	"Bacteria"	"Bacillota_I"	"Bacilli_A"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Holdemania"	"filiformis"
"ASVp4_1"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Verrucomicrobiales"	"Akkermansiaceae"	"Akkermansia"	"muciniphila"
"ASVp4_2"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"uniformis"
"ASVp4_3"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Phocaeicola"	"vulgatus"
"ASVp4_4"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"uniformis"
"ASVp4_5"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"thetaiotaomicron"
"ASVp4_7"	"Bacteria"	"Bacillota_A"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Eisenbergiella"	"tayi"
"ASVp4_8"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Tannerellaceae"	"Parabacteroides"	"merdae"
"ASVp4_9"	"Bacteria"	"Bacillota_A"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Enterocloster"	"bolteae/clostridioformis"
"ASVp4_10"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Escherichia"	"coli"
"ASVp4_11"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"stercoris"
"ASVp4_13"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Tannerellaceae"	"Parabacteroides"	"distasonis"
"ASVp4_14"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Verrucomicrobiales"	"Akkermansiaceae"	"Akkermansia"	"massiliensis"
"ASVp4_16"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Tannerellaceae"	"Parabacteroides"	"distasonis"
"ASVp4_17"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Tannerellaceae"	"Parabacteroides"	"distasonis"
"ASVp4_18"	"Bacteria"	"Bacillota_A"	"Clostridia"	"Oscillospirales"	"Oscillospiraceae"	"Flavonifractor"	"plautii"
"ASVp4_19"	"Bacteria"	"Bacillota_A"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"Sarcina"	"perfringens"
"ASVp4_20"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Sutterella"	"wadsworthensis"
"ASVp4_21"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Tannerellaceae"	"Parabacteroides"	"distasonis"
"ASVp4_22"	"Bacteria"	"Bacillota_A"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Eisenbergiella"	"porci"
"ASVp4_26"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Rikenellaceae"	"Alistipes"	"finegoldii"
"ASVp4_28"	"Bacteria"	"Bacillota_A"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Enterocloster"	"citroniae"
"ASVp4_29"	"Bacteria"	"Bacillota_A"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Agathobacter"	"faecis"
"ASVp4_30"	"Bacteria"	"Bacillota"	"Bacilli"	"Lactobacillales"	"Enterococcaceae"	"Enterococcus"	"faecalis"
"ASVp4_33"	"Bacteria"	"Bacillota_A"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Enterocloster"	"sp005845215"
"ASVp4_34"	"Bacteria"	"Bacillota"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	"subtilis"
"ASVp4_40"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Rikenellaceae"	"Alistipes"	"finegoldii"
"ASVp4_45"	"Bacteria"	"Bacillota"	"Bacilli"	"Bacillales_B"	"DSM-18226"	"Cytobacillus"	"S5_Bg_092)"
"ASVp4_47"	"Bacteria"	"Bacillota_A"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Agathobacter"	"faecis"
"ASVp4_49"	"Bacteria"	"Bacillota_A"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"CHH4-2"	"sp018378255"
"ASVp4_62"	"Bacteria"	"Bacillota"	"Bacilli"	"Lactobacillales"	"Enterococcaceae"	"Enterococcus"	"faecalis"
"ASVp4_65"	"Bacteria"	"Bacillota"	"Bacilli"	"Staphylococcales"	"Staphylococcaceae"	"Staphylococcus"	"hominis"
"ASVp4_76"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Escherichia"	"coli"
"ASVp4_85"	"Bacteria"	"Bacillota_A"	"Clostridia"	"Oscillospirales"	"Oscillospiraceae"	"Pseudoflavonifractor_A"	"sp022772585"
"ASVp5_1"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Verrucomicrobiales"	"Akkermansiaceae"	"Akkermansia"	"muciniphila"
"ASVp5_3"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"uniformis"
"ASVp5_4"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Phocaeicola"	"vulgatus"
"ASVp5_6"	"Bacteria"	"Bacillota_A"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Eisenbergiella"	"tayi"
"ASVp5_7"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"uniformis"
"ASVp5_8"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Escherichia"	"coli"
"ASVp5_10"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"thetaiotaomicron"
"ASVp5_11"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Tannerellaceae"	"Parabacteroides"	"distasonis"
"ASVp5_12"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Tannerellaceae"	"Parabacteroides"	"merdae"
"ASVp5_14"	"Bacteria"	"Bacillota_A"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"Sarcina"	"perfringens"
"ASVp5_17"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"stercoris"
"ASVp5_18"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Tannerellaceae"	"Parabacteroides"	"distasonis"
"ASVp5_19"	"Bacteria"	"Bacillota_A"	"Clostridia"	"Oscillospirales"	"Oscillospiraceae"	"Flavonifractor"	"plautii"
"ASVp5_20"	"Bacteria"	"Bacillota"	"Bacilli"	"Lactobacillales"	"Enterococcaceae"	"Enterococcus_A"	"avium"
"ASVp5_21"	"Bacteria"	"Bacillota_A"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Eisenbergiella"	"tayi"
"ASVp5_25"	"Bacteria"	"Bacillota"	"Bacilli"	"Lactobacillales"	"Enterococcaceae"	"Enterococcus_A"	"avium"
"ASVp5_27"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Tannerellaceae"	"Parabacteroides"	"distasonis"
"ASVp5_29"	"Bacteria"	"Bacillota"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Limosilactobacillus"	"fermentum"
"ASVp5_30"	"Bacteria"	"Bacillota_A"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Enterocloster"	"bolteae/clostridioformis"
"ASVp5_31"	"Bacteria"	"Bacillota"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	"subtilis"
"ASVp5_35"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"stercoris"
"ASVp5_38"	"Bacteria"	"Bacillota_A"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Alitiscatomonas"	"sp900066535"
"ASVp5_39"	"Bacteria"	"Bacillota"	"Bacilli"	"Lactobacillales"	"Enterococcaceae"	"Enterococcus"	"faecalis"
"ASVp5_42"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Salmonella"	"diarizonae/houtenae/enterica"
"ASVp5_47"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	"sp000803065/sp022662475/alpina/echinoides_A/sp000251145/alpina_A/sp029911635/sp030854225/phytovorans/sp000797515/echinoides"
"ASVp5_49"	"Bacteria"	"Actinomycetota"	"Coriobacteriia"	"Coriobacteriales"	"Coriobacteriaceae"	"Collinsella"	"sp902362275/sp902472315"
"ASVp5_51"	"Bacteria"	"Bacillota"	"Bacilli"	"Staphylococcales"	"Staphylococcaceae"	"Staphylococcus"	"hominis"
"ASVp5_52"	"Bacteria"	"Bacillota"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	"subtilis"
"ASVp5_54"	"Bacteria"	"Bacillota"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	"subtilis"
"ASVp5_55"	"Bacteria"	"Bacillota"	"Bacilli"	"Lactobacillales"	"Enterococcaceae"	"Enterococcus_A"	"avium"
"ASVp5_57"	"Bacteria"	"Bacillota"	"Bacilli"	"Staphylococcales"	"Staphylococcaceae"	"Staphylococcus"	"capitis"
"ASVp5_58"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Salmonella"	"diarizonae/houtenae/enterica"
"ASVp5_67"	"Bacteria"	"Bacillota"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	"subtilis"
"ASVp5_71"	"Bacteria"	"Bacillota"	"Bacilli"	"Lactobacillales"	"Enterococcaceae"	"Enterococcus"	"faecalis"
