Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
073R_S2_week21_S27_L001_R1_001	(1.0, 3.5293545946171094)	(2.0, 1.4245152691098169)	(3.0, 0.8288846156516186)	(4.0, 0.5720275739505307)	(5.0, 0.4581774257370756)	(6.0, 0.35404619261501297)	(7.0, 0.2429728772848128)	(8.0, 0.2665759567924803)	(9.0, 0.2499149594929503)	('>10', 4.350602919839776)	('>50', 3.1968288568473233)	('>100', 20.404168026157766)	('>500', 12.642225909239215)	('>1k', 39.796874674589894)	('>5k', 11.682830148074613)	('>10k+', 0.0)
073R_S2_week21_S27_L001_R2_001	(1.0, 9.54258620330582)	(2.0, 2.1187234899235676)	(3.0, 1.3662017785614617)	(4.0, 0.841380363626266)	(5.0, 0.5831349054835507)	(6.0, 0.47483842303660556)	(7.0, 0.417913348929878)	(8.0, 0.37764927212268046)	(9.0, 0.2998979513915404)	('>10', 11.180223396205458)	('>50', 7.257252740386952)	('>100', 9.63699852133649)	('>500', 11.812647085366786)	('>1k', 44.090552520322944)	('>5k', 0.0)	('>10k+', 0.0)
096R_0_M_S5_week5_S4_L001_R1_001	(1.0, 3.968822534888386)	(2.0, 1.5435901844475648)	(3.0, 0.8625383270768261)	(4.0, 0.5425490252266193)	(5.0, 0.3581969796830673)	(6.0, 0.35533140384560274)	(7.0, 0.34100352465828004)	(8.0, 0.21396299586401885)	(9.0, 0.18053127776026592)	('>10', 4.917328137089148)	('>50', 4.6193082499928355)	('>100', 14.854189949470346)	('>500', 14.977409710481322)	('>1k', 52.26523769951572)	('>5k', 0.0)	('>10k+', 0.0)
096R_0_M_S5_week5_S4_L001_R2_001	(1.0, 9.86808799228205)	(2.0, 2.1147949680488294)	(3.0, 1.2379287617846806)	(4.0, 0.8596727512393616)	(5.0, 0.5683392077638002)	(6.0, 0.4986101957188297)	(7.0, 0.43461233534878835)	(8.0, 0.39735984946174935)	(9.0, 0.45562655815686165)	('>10', 13.33543475561414)	('>50', 4.63459132112598)	('>100', 20.556685866024775)	('>500', 22.04678530150634)	('>1k', 22.991470135923812)	('>5k', 0.0)	('>10k+', 0.0)
1067R_0_M_S2_week5_S34_L001_R1_001	(1.0, 3.312532695613183)	(2.0, 1.4323792442019778)	(3.0, 0.7435916598161573)	(4.0, 0.4334504147672072)	(5.0, 0.36120867897267267)	(6.0, 0.23167177341005904)	(7.0, 0.29208081110031636)	(8.0, 0.22918067907231648)	(9.0, 0.15693894327778193)	('>10', 4.371870562738211)	('>50', 3.02854794111053)	('>100', 14.272102234511621)	('>500', 23.47358194454824)	('>1k', 47.66086241685973)	('>5k', 0.0)	('>10k+', 0.0)
1067R_0_M_S2_week5_S34_L001_R2_001	(1.0, 8.867050295194678)	(2.0, 2.022768602246967)	(3.0, 1.0537329048651072)	(4.0, 0.6526667164885533)	(5.0, 0.47642179209326657)	(6.0, 0.4147672072341379)	(7.0, 0.3618314525571083)	(8.0, 0.29394913185362326)	(9.0, 0.3923473581944548)	('>10', 11.336347557482002)	('>50', 4.794733826570012)	('>100', 10.242757143213014)	('>500', 16.28739755374536)	('>1k', 42.803228458261714)	('>5k', 0.0)	('>10k+', 0.0)
1067R_0_M_S2_week9_S62_L001_R1_001	(1.0, 3.605577330540266)	(2.0, 1.438149373060509)	(3.0, 0.8427219197733534)	(4.0, 0.5306026902276669)	(5.0, 0.34813298680095794)	(6.0, 0.3313265667484979)	(7.0, 0.2689027208393606)	(8.0, 0.2689027208393606)	(9.0, 0.22688667070821056)	('>10', 4.337256832109866)	('>50', 3.9405052730142915)	('>100', 11.880938518514073)	('>500', 15.475711721877758)	('>1k', 56.504384674945825)	('>5k', 0.0)	('>10k+', 0.0)
1067R_0_M_S2_week9_S62_L001_R2_001	(1.0, 9.781336470531743)	(2.0, 2.1752309382183994)	(3.0, 1.2586808160717393)	(4.0, 0.7778971567138647)	(5.0, 0.6122338733396157)	(6.0, 0.4717802200440568)	(7.0, 0.2941123509180507)	(8.0, 0.24009171503514343)	(9.0, 0.21608254353162906)	('>10', 9.966207091108803)	('>50', 8.377400166863742)	('>100', 7.184144343139079)	('>500', 20.51703750832818)	('>1k', 38.12776480615595)	('>5k', 0.0)	('>10k+', 0.0)
1067R_L_M_S2_week5_S35_L001_R1_001	(1.0, 3.7424069634836035)	(2.0, 1.3778015686457048)	(3.0, 0.9006912281518376)	(4.0, 0.48719559972381904)	(5.0, 0.36074196476365583)	(6.0, 0.27928410175250773)	(7.0, 0.23894306483270106)	(8.0, 0.26687147500795183)	(9.0, 0.2234272814020062)	('>10', 5.279245312293931)	('>50', 3.112466156197392)	('>100', 17.68411416513448)	('>500', 23.560717139510167)	('>1k', 42.48609397910024)	('>5k', 0.0)	('>10k+', 0.0)
1067R_L_M_S2_week5_S35_L001_R2_001	(1.0, 9.114746976361705)	(2.0, 2.0108455326180557)	(3.0, 0.9100006982102544)	(4.0, 0.5771871436218493)	(5.0, 0.44995771949015134)	(6.0, 0.32583145204459235)	(7.0, 0.4453029844609429)	(8.0, 0.5027113831545139)	(9.0, 0.432890357716387)	('>10', 12.884306560849023)	('>50', 3.4088176197236644)	('>100', 15.69343915097633)	('>500', 19.58867658125228)	('>1k', 33.655285839520246)	('>5k', 0.0)	('>10k+', 0.0)
1067R_L_M_S2_week9_S63_L001_R1_001	(1.0, 3.627889007284442)	(2.0, 1.4668585920899309)	(3.0, 0.8730114220552221)	(4.0, 0.5882389596146537)	(5.0, 0.4143844365929498)	(6.0, 0.3177985904697811)	(7.0, 0.2791642520205136)	(8.0, 0.22931349273113613)	(9.0, 0.16263810218159386)	('>10', 4.3768966656073385)	('>50', 2.975467195084715)	('>100', 15.627589902728706)	('>500', 18.0740159148549)	('>1k', 44.65194822998647)	('>5k', 6.334785236697636)	('>10k+', 0.0)
1067R_L_M_S2_week9_S63_L001_R2_001	(1.0, 9.751431651493341)	(2.0, 2.099963235065024)	(3.0, 1.2319368889387396)	(4.0, 0.8275226042036652)	(5.0, 0.6542912156730787)	(6.0, 0.4598732544445068)	(7.0, 0.3533172564634625)	(8.0, 0.25922394830476264)	(9.0, 0.23554483764230832)	('>10', 10.261155665227225)	('>50', 7.877666236703868)	('>100', 8.486468634525389)	('>500', 11.468167174521277)	('>1k', 46.033437396793346)	('>5k', 0.0)	('>10k+', 0.0)
1067R_R_M_S2_diabetes_S8_L001_R1_001	(1.0, 4.415241767720331)	(2.0, 1.534324420315592)	(3.0, 0.7762950936120554)	(4.0, 0.5357958293165559)	(5.0, 0.47186564513673956)	(6.0, 0.3957582830179106)	(7.0, 0.3338576284945964)	(8.0, 0.38155157542239587)	(9.0, 0.28311938708204376)	('>10', 5.911005124562382)	('>50', 5.211832157897407)	('>100', 22.92962605916079)	('>500', 24.69430209548937)	('>1k', 32.12542493277183)	('>5k', 0.0)	('>10k+', 0.0)
1067R_R_M_S2_diabetes_S8_L001_R2_001	(1.0, 9.77320006088589)	(2.0, 2.1614490841747425)	(3.0, 1.1446547262671876)	(4.0, 0.7549850322187833)	(5.0, 0.6849662590694606)	(6.0, 0.5723273631335938)	(7.0, 0.46882135065198643)	(8.0, 0.40590593130042113)	(9.0, 0.45664417271297375)	('>10', 13.197016591404942)	('>50', 3.7860875742046782)	('>100', 20.581460246587856)	('>500', 13.258917245928256)	('>1k', 32.75356436145923)	('>5k', 0.0)	('>10k+', 0.0)
1067R_S2_week27_S30_L001_R1_001	(1.0, 3.7983020547598194)	(2.0, 1.4706840273002961)	(3.0, 0.9749071775460132)	(4.0, 0.5761144122692105)	(5.0, 0.35826210310710954)	(6.0, 0.32135025005971035)	(7.0, 0.26344930410300577)	(8.0, 0.2895047297835228)	(9.0, 0.2605542568051706)	('>10', 4.570555921457367)	('>50', 3.9177227557955225)	('>100', 17.638799423885587)	('>500', 15.256175497767194)	('>1k', 50.30361808536047)	('>5k', 0.0)	('>10k+', 0.0)
1067R_S2_week27_S30_L001_R2_001	(1.0, 9.873558809267047)	(2.0, 2.3059051727257596)	(3.0, 1.231118863404431)	(4.0, 0.8337736217765459)	(5.0, 0.6405292146460443)	(6.0, 0.4516273784622956)	(7.0, 0.3495769612136038)	(8.0, 0.3010849189748638)	(9.0, 0.30615125174607544)	('>10', 12.053529424536974)	('>50', 6.465364377890524)	('>100', 9.947382515361845)	('>500', 15.70201278163382)	('>1k', 39.53838470836018)	('>5k', 0.0)	('>10k+', 0.0)
1075R_RL_M_NS6_Pellet_week9_S3_L001_R1_001	(1.0, 3.6839093036174186)	(2.0, 1.4274412106317438)	(3.0, 0.8509098254414463)	(4.0, 0.5824229467907822)	(5.0, 0.4713249280387833)	(6.0, 0.3282441463127241)	(7.0, 0.28279495682327)	(8.0, 0.3164610231117545)	(9.0, 0.2272459474472705)	('>10', 5.4698941202215225)	('>50', 3.178076657632939)	('>100', 20.27118016395374)	('>500', 18.031545104112308)	('>1k', 35.91832612318414)	('>5k', 8.960223542680156)	('>10k+', 0.0)
1075R_RL_M_NS6_Pellet_week9_S3_L001_R2_001	(1.0, 9.344858350026092)	(2.0, 2.060363256855253)	(3.0, 1.0554311781439898)	(4.0, 0.7911525577793862)	(5.0, 0.74486171663272)	(6.0, 0.6261888329658122)	(7.0, 0.6362886528523575)	(8.0, 0.5925227666773276)	(9.0, 0.6059891931927214)	('>10', 10.9019139158685)	('>50', 4.635817327924318)	('>100', 21.033716565387916)	('>500', 16.620095274967596)	('>1k', 30.35080041072601)	('>5k', 0.0)	('>10k+', 0.0)
1152R_0_M_S2_week5_S36_L001_R1_001	(1.0, 3.453428826563155)	(2.0, 1.4457626397924905)	(3.0, 0.7617589707141946)	(4.0, 0.5491468178035341)	(5.0, 0.40092577406010244)	(6.0, 0.27700326207788895)	(7.0, 0.24663009737636601)	(8.0, 0.20410766679423398)	(9.0, 0.1858837679733202)	('>10', 4.625832984041939)	('>50', 2.811340124772961)	('>100', 18.41464229523931)	('>500', 17.942643315777644)	('>1k', 48.68089345701286)	('>5k', 0.0)	('>10k+', 0.0)
1152R_0_M_S2_week5_S36_L001_R2_001	(1.0, 8.641165357583267)	(2.0, 1.991264677831842)	(3.0, 1.1025458786652815)	(4.0, 0.6366215321439203)	(5.0, 0.5376050152169555)	(6.0, 0.3936362145317369)	(7.0, 0.3784496321809755)	(8.0, 0.34503915100930027)	(9.0, 0.41003772347055933)	('>10', 10.329305851693912)	('>50', 6.1906584294644)	('>100', 11.690023630322138)	('>500', 14.076139449273779)	('>1k', 43.277507456611936)	('>5k', 0.0)	('>10k+', 0.0)
1152R_L_M_S2_diabetes_S9_L001_R1_001	(1.0, 3.4816671889689754)	(2.0, 1.5029771231588844)	(3.0, 0.8254465684738326)	(4.0, 0.5039172673143215)	(5.0, 0.322782826700094)	(6.0, 0.2820432466311501)	(7.0, 0.29395173926668755)	(8.0, 0.260733312441241)	(9.0, 0.2707615167659041)	('>10', 4.100908806016922)	('>50', 3.76997806330304)	('>100', 14.791601378878095)	('>500', 15.771231588843623)	('>1k', 53.821999373237226)	('>5k', 0.0)	('>10k+', 0.0)
1152R_L_M_S2_diabetes_S9_L001_R2_001	(1.0, 9.645252272015043)	(2.0, 2.133500470072078)	(3.0, 1.154497022876841)	(4.0, 0.6844249451582576)	(5.0, 0.5860231902225008)	(6.0, 0.4099028517706048)	(7.0, 0.26324036352240676)	(8.0, 0.2807897210905672)	(9.0, 0.1974302726418051)	('>10', 9.533061736132874)	('>50', 8.100282043246631)	('>100', 7.912879974929489)	('>500', 21.230335318082105)	('>1k', 37.86837981823879)	('>5k', 0.0)	('>10k+', 0.0)
1152R_L_M_S2_week5_S37_L001_R1_001	(1.0, 3.450735461596557)	(2.0, 1.4325617080451225)	(3.0, 0.8091875756740233)	(4.0, 0.5562415335003656)	(5.0, 0.422575733963101)	(6.0, 0.29850030569308417)	(7.0, 0.18041885946509703)	(8.0, 0.2637352098493113)	(9.0, 0.21578335351307287)	('>10', 4.476905187192059)	('>50', 3.0131747725283815)	('>100', 16.760971984127934)	('>500', 16.796935876380115)	('>1k', 48.22158552812976)	('>5k', 3.100686910342017)	('>10k+', 0.0)
1152R_L_M_S2_week5_S37_L001_R2_001	(1.0, 8.72484026037858)	(2.0, 2.0175743553472314)	(3.0, 1.0897059352410179)	(4.0, 0.7120850665931405)	(5.0, 0.5844132490979057)	(6.0, 0.41718115012527424)	(7.0, 0.31887984463598545)	(8.0, 0.25894002421568746)	(9.0, 0.2643346080535143)	('>10', 9.763597348262344)	('>50', 7.1190524713187955)	('>100', 10.586571082633037)	('>500', 14.186556697076135)	('>1k', 37.4294208614551)	('>5k', 6.526847045566251)	('>10k+', 0.0)
1152R_L_M_S2_week9_S64_L001_R1_001	(1.0, 3.5618337810902156)	(2.0, 1.434599718679795)	(3.0, 0.847960428513336)	(4.0, 0.6159712546747819)	(5.0, 0.4166472231295873)	(6.0, 0.315985254021479)	(7.0, 0.2753204850440313)	(8.0, 0.25065496943475973)	(9.0, 0.24598852053570835)	('>10', 4.571786649956335)	('>50', 3.6344970568040162)	('>100', 15.363949682348158)	('>500', 15.937922896931479)	('>1k', 52.52688207883632)	('>5k', 0.0)	('>10k+', 0.0)
1152R_L_M_S2_week9_S64_L001_R2_001	(1.0, 9.872205963721694)	(2.0, 2.1305672401954574)	(3.0, 1.1899444692581014)	(4.0, 0.7226329437959562)	(5.0, 0.5666402234562387)	(6.0, 0.49997666775550476)	(7.0, 0.35931656522695604)	(8.0, 0.3733159119241102)	(9.0, 0.31798516069250105)	('>10', 11.211476797749437)	('>50', 7.015005966388236)	('>100', 9.536221642989993)	('>500', 11.071483330777896)	('>1k', 45.133227116067914)	('>5k', 0.0)	('>10k+', 0.0)
1152R_R_M_S2_week5_S38_L001_R1_001	(1.0, 3.9067316381079458)	(2.0, 1.5708000101341935)	(3.0, 0.838604521539384)	(4.0, 0.5844051650606785)	(5.0, 0.4264806479127784)	(6.0, 0.36483097009568366)	(7.0, 0.26602258236143606)	(8.0, 0.22970838857876377)	(9.0, 0.1596135494168616)	('>10', 5.429394228576737)	('>50', 3.2826342147266723)	('>100', 25.12435500080229)	('>500', 13.617822668502082)	('>1k', 44.19859641418449)	('>5k', 0.0)	('>10k+', 0.0)
1152R_R_M_S2_week5_S38_L001_R2_001	(1.0, 9.639307158963272)	(2.0, 2.0707535617467974)	(3.0, 1.1071606523042623)	(4.0, 0.7769548437222894)	(5.0, 0.6291645201881582)	(6.0, 0.44083742219895117)	(7.0, 0.4197245188369324)	(8.0, 0.3378064537922997)	(9.0, 0.36483097009568366)	('>10', 13.761390411363807)	('>50', 4.3273006730793595)	('>100', 13.537593635726411)	('>500', 21.362880137825034)	('>1k', 31.22429504015674)	('>5k', 0.0)	('>10k+', 0.0)
1152R_R_M_S2_week9_S65_L001_R1_001	(1.0, 3.726617345053661)	(2.0, 1.4727742977684979)	(3.0, 0.804268811383497)	(4.0, 0.577423762018921)	(5.0, 0.4081492365461123)	(6.0, 0.33511200474312375)	(7.0, 0.23457840332018662)	(8.0, 0.30933415822442195)	(9.0, 0.24746732657953754)	('>10', 5.0696431486780265)	('>50', 3.651002328598802)	('>100', 19.32822931972263)	('>500', 16.67998522070133)	('>1k', 47.155414636661256)	('>5k', 0.0)	('>10k+', 0.0)
1152R_R_M_S2_week9_S65_L001_R2_001	(1.0, 9.375402778851855)	(2.0, 2.105190799027316)	(3.0, 1.183203155208414)	(4.0, 0.7492760721435998)	(5.0, 0.6444461629675458)	(6.0, 0.4279122522104504)	(7.0, 0.3428453586987343)	(8.0, 0.38494917467928064)	(9.0, 0.34026757404686414)	('>10', 12.763471072959899)	('>50', 3.770439684135454)	('>100', 13.718110655702489)	('>500', 15.623952774985177)	('>1k', 38.570532484382916)	('>5k', 0.0)	('>10k+', 0.0)
1152R_S2_week28_S31_L001_R1_001	(1.0, 3.6671576837446445)	(2.0, 1.3627405479212489)	(3.0, 0.7667937930060335)	(4.0, 0.5542439345938347)	(5.0, 0.4237544645559659)	(6.0, 0.31882478761829813)	(7.0, 0.24483591285455805)	(8.0, 0.20447834480160892)	(9.0, 0.27846721956534903)	('>10', 4.235526767157012)	('>50', 3.411559752742633)	('>100', 19.689784826899665)	('>500', 11.361328033039396)	('>1k', 43.31779566963295)	('>5k', 10.162708261866808)	('>10k+', 0.0)
1152R_S2_week28_S31_L001_R2_001	(1.0, 9.85464549239596)	(2.0, 2.312488649433985)	(3.0, 1.2228343120043585)	(4.0, 0.8690329654068379)	(5.0, 0.6053635207942369)	(6.0, 0.5488629255201082)	(7.0, 0.4755466768905839)	(8.0, 0.3766706351608585)	(9.0, 0.4600762758036201)	('>10', 9.588285543246498)	('>50', 7.930934748538719)	('>100', 11.189135742680147)	('>500', 7.167504086203766)	('>1k', 47.39861842592032)	('>5k', 0.0)	('>10k+', 0.0)
1174R_0_M_S2_diabetes_S10_L001_R1_001	(1.0, 3.56443028104553)	(2.0, 1.3723429501305218)	(3.0, 0.7851645930094585)	(4.0, 0.5559887446180968)	(5.0, 0.41360138319151096)	(6.0, 0.3620707190561752)	(7.0, 0.2800284774722853)	(8.0, 0.29291114350611924)	(9.0, 0.15255788724277047)	('>10', 4.295352069702004)	('>50', 3.115571075024579)	('>100', 19.650811946977658)	('>500', 19.2236498626979)	('>1k', 42.40770247821813)	('>5k', 3.5278163881072655)	('>10k+', 0.0)
1174R_0_M_S2_diabetes_S10_L001_R2_001	(1.0, 10.043733261009594)	(2.0, 2.042241583889887)	(3.0, 1.1635081533715292)	(4.0, 0.8353391870359698)	(5.0, 0.5424280435298505)	(6.0, 0.504458080482761)	(7.0, 0.5505644641827983)	(8.0, 0.5098823609180595)	(9.0, 0.37224124487235993)	('>10', 10.402413804793706)	('>50', 6.159270434281453)	('>100', 13.326100959419602)	('>500', 10.079669118893447)	('>1k', 43.46814930331898)	('>5k', 0.0)	('>10k+', 0.0)
1174R_0_M_S2_week5_S39_L001_R1_001	(1.0, 3.8895917548677756)	(2.0, 1.5413336624803284)	(3.0, 0.7567809423889901)	(4.0, 0.5801215786712747)	(5.0, 0.3895763261023853)	(6.0, 0.32863270281112106)	(7.0, 0.23760298700897953)	(8.0, 0.28388928317955997)	(9.0, 0.3471472212793532)	('>10', 4.6695158453420555)	('>50', 3.2847841515721914)	('>100', 19.93936495201654)	('>500', 20.97694942450705)	('>1k', 42.77470916777239)	('>5k', 0.0)	('>10k+', 0.0)
1174R_0_M_S2_week5_S39_L001_R2_001	(1.0, 9.283488135279415)	(2.0, 2.050482920356713)	(3.0, 1.0460702934551176)	(4.0, 0.7374949856512482)	(5.0, 0.5361495973092234)	(6.0, 0.45823433208874625)	(7.0, 0.3996050236060111)	(8.0, 0.3147468139599469)	(9.0, 0.3471472212793532)	('>10', 11.89557811583917)	('>50', 5.032091832011602)	('>100', 14.310951337673961)	('>500', 20.578887277440057)	('>1k', 33.00907211404943)	('>5k', 0.0)	('>10k+', 0.0)
1174R_S2_week14_S21_L001_R1_001	(1.0, 3.484134279995567)	(2.0, 1.4330327745939848)	(3.0, 0.7452031216382733)	(4.0, 0.4928902536820075)	(5.0, 0.34554475456542855)	(6.0, 0.3246816750444971)	(7.0, 0.28295551600263397)	(8.0, 0.18776771568838382)	(9.0, 0.18776771568838382)	('>10', 4.446443822898534)	('>50', 3.51868875545211)	('>100', 15.434767018079162)	('>500', 20.664880265482687)	('>1k', 48.45124233118835)	('>5k', 0.0)	('>10k+', 0.0)
1174R_S2_week14_S21_L001_R2_001	(1.0, 8.748150031620606)	(2.0, 2.08891583703327)	(3.0, 1.126606294130303)	(4.0, 0.6597948898494599)	(5.0, 0.44008058364464964)	(6.0, 0.3403289846851957)	(7.0, 0.22818993226018866)	(8.0, 0.2347096446104798)	(9.0, 0.14669352788154985)	('>10', 13.106577737790209)	('>50', 6.47146647889895)	('>100', 3.5428116911481866)	('>500', 22.62666171168528)	('>1k', 40.23901265476167)	('>5k', 0.0)	('>10k+', 0.0)
2402R_R_F_S5_Pellet_week9_S5_L001_R1_001	(1.0, 3.994212878177423)	(2.0, 1.629917222181525)	(3.0, 0.9312504578419164)	(4.0, 0.54208482895026)	(5.0, 0.4257929821991063)	(6.0, 0.4010695187165776)	(7.0, 0.3717676360706175)	(8.0, 0.21243864918321)	(9.0, 0.22251117134275875)	('>10', 4.843967474910263)	('>50', 3.396271335433301)	('>100', 15.685664053915463)	('>500', 14.952201303933776)	('>1k', 52.3908504871438)	('>5k', 0.0)	('>10k+', 0.0)
2402R_R_F_S5_Pellet_week9_S5_L001_R2_001	(1.0, 10.304190169218371)	(2.0, 2.106072815178375)	(3.0, 1.2279320196322614)	(4.0, 0.7728371547871951)	(5.0, 0.6684491978609626)	(6.0, 0.46150465167387006)	(7.0, 0.5320123067907112)	(8.0, 0.41022635704344)	(9.0, 0.47798696066222257)	('>10', 13.008204527140869)	('>50', 4.1251556662515565)	('>100', 18.885063365321223)	('>500', 21.533221009449857)	('>1k', 25.487143798989088)	('>5k', 0.0)	('>10k+', 0.0)
2404R_0_F_S2_week5_S40_L001_R1_001	(1.0, 3.4762646552430927)	(2.0, 1.4853379246262743)	(3.0, 0.8977617446913175)	(4.0, 0.6231040419775354)	(5.0, 0.4680112595993551)	(6.0, 0.34844633926375335)	(7.0, 0.2678254215517477)	(8.0, 0.2295646470443552)	(9.0, 0.22136590964991393)	('>10', 4.353529556448307)	('>50', 3.316389276051488)	('>100', 18.313929654833156)	('>500', 11.836927113224563)	('>1k', 54.16154245579514)	('>5k', 0.0)	('>10k+', 0.0)
2404R_0_F_S2_week5_S40_L001_R2_001	(1.0, 8.981033587494194)	(2.0, 2.1289388100899127)	(3.0, 1.102730179552349)	(4.0, 0.705091415921948)	(5.0, 0.628569866907163)	(6.0, 0.43863245060260725)	(7.0, 0.4543466972752863)	(8.0, 0.32794949577765026)	(9.0, 0.28900549315405427)	('>10', 11.235003142849335)	('>50', 5.141974802547074)	('>100', 13.089284250225466)	('>500', 12.85152086578667)	('>1k', 42.625918941816295)	('>5k', 0.0)	('>10k+', 0.0)
2404R_0_F_S2_week9_S66_L001_R1_001	(1.0, 3.62502391429118)	(2.0, 1.4187870671513296)	(3.0, 0.7874497799885212)	(4.0, 0.514252917543524)	(5.0, 0.32140807346470246)	(6.0, 0.3076334417447867)	(7.0, 0.2999808685670557)	(8.0, 0.3183470441936101)	(9.0, 0.23416873923856898)	('>10', 4.506600344365793)	('>50', 3.2661182322555957)	('>100', 19.198775588291564)	('>500', 19.145972833365217)	('>1k', 46.05548115553855)	('>5k', 0.0)	('>10k+', 0.0)
