Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
2446R_0_F_S2_week5_S42_L001_R1_001	2446R_0_F_S2_week5_S42_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	144568.0	0.0	301.0	50.0	5.25496652094516	301.0	301	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
2446R_0_F_S2_week5_S42_L001_R2_001	2446R_0_F_S2_week5_S42_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	144568.0	0.0	301.0	52.0	12.658402966078247	301.0	301	pass	fail	fail	pass	fail	fail	pass	pass	fail	fail	pass
2446R_L_F_S2_diabetes_S12_L001_R1_001	2446R_L_F_S2_diabetes_S12_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	161123.0	0.0	301.0	51.0	5.467872370797465	301.0	301	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
2446R_L_F_S2_diabetes_S12_L001_R2_001	2446R_L_F_S2_diabetes_S12_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	161123.0	0.0	301.0	53.0	12.149724123806037	301.0	301	pass	fail	fail	pass	fail	fail	pass	pass	fail	fail	pass
2446R_RL_F_S2_Pellet_week9_S69_L001_R1_001	2446R_RL_F_S2_Pellet_week9_S69_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	164015.0	0.0	301.0	50.0	5.161113312806755	301.0	301	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
2446R_RL_F_S2_Pellet_week9_S69_L001_R2_001	2446R_RL_F_S2_Pellet_week9_S69_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	164015.0	0.0	301.0	52.0	11.414199920738957	301.0	301	pass	fail	fail	pass	fail	fail	pass	pass	fail	fail	pass
2446R_RL_F_S2_week5_S44_L001_R1_001	2446R_RL_F_S2_week5_S44_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	139966.0	0.0	301.0	51.0	5.597073575011073	301.0	301	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
2446R_RL_F_S2_week5_S44_L001_R2_001	2446R_RL_F_S2_week5_S44_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	139966.0	0.0	301.0	53.0	12.52804252461312	301.0	301	pass	fail	fail	pass	fail	fail	pass	pass	fail	fail	pass
2446R_R_F_S2_Pellet_week9_S68_L001_R1_001	2446R_R_F_S2_Pellet_week9_S68_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	125662.0	0.0	301.0	51.0	5.391446897232258	301.0	301	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
2446R_R_F_S2_Pellet_week9_S68_L001_R2_001	2446R_R_F_S2_Pellet_week9_S68_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	125662.0	0.0	301.0	53.0	11.494326049243208	301.0	301	pass	fail	fail	pass	fail	fail	pass	pass	fail	fail	pass
2446R_R_F_S2_week5_S43_L001_R1_001	2446R_R_F_S2_week5_S43_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	154798.0	0.0	301.0	50.0	5.049160841871342	301.0	301	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
2446R_R_F_S2_week5_S43_L001_R2_001	2446R_R_F_S2_week5_S43_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	154798.0	0.0	301.0	52.0	12.226256153180273	301.0	301	pass	fail	fail	pass	fail	fail	pass	pass	fail	fail	pass
2446R_S2_week15_S24_L001_R1_001	2446R_S2_week15_S24_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	128466.0	0.0	301.0	50.0	5.462145626080052	301.0	301	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
2446R_S2_week15_S24_L001_R2_001	2446R_S2_week15_S24_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	128466.0	0.0	301.0	52.0	11.205299456665577	301.0	301	pass	fail	fail	pass	fail	fail	pass	pass	fail	fail	pass
2453R_0_F_S2_Pellet_week9_S70_L001_R1_001	2453R_0_F_S2_Pellet_week9_S70_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	135622.0	0.0	301.0	51.0	5.533025615313149	301.0	301	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
2453R_0_F_S2_Pellet_week9_S70_L001_R2_001	2453R_0_F_S2_Pellet_week9_S70_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	135622.0	0.0	301.0	53.0	11.88155314034596	301.0	301	pass	fail	fail	pass	fail	fail	pass	pass	fail	fail	pass
2453R_0_F_S2_week5_S45_L001_R1_001	2453R_0_F_S2_week5_S45_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	121393.0	0.0	301.0	50.0	5.522558961389866	301.0	301	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
2453R_0_F_S2_week5_S45_L001_R2_001	2453R_0_F_S2_week5_S45_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	121393.0	0.0	301.0	53.0	13.070770143253728	301.0	301	pass	fail	fail	pass	fail	fail	pass	pass	fail	fail	pass
2453R_L_F_S2_Pellet_week9_S71_L001_R1_001	2453R_L_F_S2_Pellet_week9_S71_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	136656.0	0.0	301.0	51.0	5.719470787963939	301.0	301	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
2453R_L_F_S2_Pellet_week9_S71_L001_R2_001	2453R_L_F_S2_Pellet_week9_S71_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	136656.0	0.0	301.0	52.0	11.980447254419857	301.0	301	pass	fail	fail	pass	fail	fail	pass	pass	fail	fail	pass
2453R_L_F_S2_diabetes_S13_L001_R1_001	2453R_L_F_S2_diabetes_S13_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	186066.0	0.0	301.0	50.0	5.058957574194103	301.0	301	pass	pass	fail	pass	fail	fail	warn	pass	fail	fail	pass
2453R_L_F_S2_diabetes_S13_L001_R2_001	2453R_L_F_S2_diabetes_S13_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	186066.0	0.0	301.0	52.0	11.603946986553158	301.0	301	pass	fail	fail	pass	fail	fail	pass	pass	fail	fail	pass
2453R_L_F_S2_week5_S46_L001_R1_001	2453R_L_F_S2_week5_S46_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	158541.0	0.0	301.0	50.0	5.273714685791058	301.0	301	pass	pass	fail	pass	fail	fail	warn	pass	fail	fail	pass
2453R_L_F_S2_week5_S46_L001_R2_001	2453R_L_F_S2_week5_S46_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	158541.0	0.0	301.0	52.0	12.28515021350944	301.0	301	pass	fail	fail	pass	fail	fail	pass	pass	fail	fail	pass
2453R_R_F_S2_Pellet_week9_S72_L001_R1_001	2453R_R_F_S2_Pellet_week9_S72_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	117469.0	0.0	301.0	51.0	5.782802271237518	301.0	301	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
2453R_R_F_S2_Pellet_week9_S72_L001_R2_001	2453R_R_F_S2_Pellet_week9_S72_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	117469.0	0.0	301.0	53.0	12.161506439996936	301.0	301	pass	fail	fail	pass	fail	fail	pass	pass	fail	fail	pass
2453R_R_F_S2_diabetes_S14_L001_R1_001	2453R_R_F_S2_diabetes_S14_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	144939.0	0.0	301.0	50.0	5.6789407957830536	301.0	301	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
2453R_R_F_S2_diabetes_S14_L001_R2_001	2453R_R_F_S2_diabetes_S14_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	144939.0	0.0	301.0	52.0	12.216173700660278	301.0	301	pass	fail	fail	pass	fail	fail	pass	pass	fail	fail	pass
2453R_R_F_S2_week5_S47_L001_R1_001	2453R_R_F_S2_week5_S47_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	112806.0	0.0	301.0	50.0	5.915465489424322	301.0	301	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
2453R_R_F_S2_week5_S47_L001_R2_001	2453R_R_F_S2_week5_S47_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	112806.0	0.0	301.0	52.0	13.420385440490753	301.0	301	pass	fail	fail	pass	fail	fail	pass	pass	fail	fail	pass
2453R_S2_week21_S28_L001_R1_001	2453R_S2_week21_S28_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	123241.0	0.0	301.0	51.0	5.879536842446913	301.0	301	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
2453R_S2_week21_S28_L001_R2_001	2453R_S2_week21_S28_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	123241.0	0.0	301.0	52.0	12.714112998109394	301.0	301	pass	fail	fail	pass	fail	fail	pass	pass	fail	fail	pass
