Sample	fastqc-percent_duplicates	fastqc-percent_gc	fastqc-avg_sequence_length	fastqc-median_sequence_length	fastqc-percent_fails	fastqc-total_sequences
2404R_0_F_S2_week5_S40_L001_R2_001	88.4158672897707	53.0	301.0	301	54.54545454545454	0.146364
2404R_0_F_S2_week9_S66_L001_R1_001	94.6485555768127	51.0	301.0	301	45.45454545454545	0.13067499999999999
2404R_0_F_S2_week9_S66_L001_R2_001	88.01836617562655	53.0	301.0	301	54.54545454545454	0.13067499999999999
2404R_L_F_S2_diabetes_S11_L001_R1_001	94.35381297351103	50.0	301.0	301	45.45454545454545	0.144664
2404R_L_F_S2_diabetes_S11_L001_R2_001	87.55668307249903	52.0	301.0	301	54.54545454545454	0.144664
2404R_L_F_S2_week5_S41_L001_R1_001	94.3467636382393	50.0	301.0	301	45.45454545454545	0.15509699999999998
2404R_L_F_S2_week5_S41_L001_R2_001	86.99330096649194	52.0	301.0	301	54.54545454545454	0.15509699999999998
2404R_L_F_S2_week9_S67_L001_R1_001	94.68381174413521	51.0	301.0	301	45.45454545454545	0.13726
2404R_L_F_S2_week9_S67_L001_R2_001	88.05332944776337	53.0	301.0	301	54.54545454545454	0.13726
2404R_S2_week14_S22_L001_R1_001	94.8568072172356	50.0	301.0	301	45.45454545454545	0.17535799999999999
2404R_S2_week14_S22_L001_R2_001	89.22946201484962	52.0	301.0	301	54.54545454545454	0.17535799999999999
2446R_0_F_S2_week5_S42_L001_R1_001	94.74503347905484	50.0	301.0	301	45.45454545454545	0.144568
2446R_0_F_S2_week5_S42_L001_R2_001	87.34159703392176	52.0	301.0	301	54.54545454545454	0.144568
2446R_L_F_S2_diabetes_S12_L001_R1_001	94.53212762920253	51.0	301.0	301	45.45454545454545	0.161123
2446R_L_F_S2_diabetes_S12_L001_R2_001	87.85027587619396	53.0	301.0	301	54.54545454545454	0.161123
2446R_RL_F_S2_Pellet_week9_S69_L001_R1_001	94.83888668719325	50.0	301.0	301	45.45454545454545	0.164015
2446R_RL_F_S2_Pellet_week9_S69_L001_R2_001	88.58580007926105	52.0	301.0	301	54.54545454545454	0.164015
2446R_RL_F_S2_week5_S44_L001_R1_001	94.40292642498892	51.0	301.0	301	45.45454545454545	0.139966
2446R_RL_F_S2_week5_S44_L001_R2_001	87.47195747538689	53.0	301.0	301	54.54545454545454	0.139966
2446R_R_F_S2_Pellet_week9_S68_L001_R1_001	94.60855310276774	51.0	301.0	301	45.45454545454545	0.125662
2446R_R_F_S2_Pellet_week9_S68_L001_R2_001	88.50567395075679	53.0	301.0	301	54.54545454545454	0.125662
2446R_R_F_S2_week5_S43_L001_R1_001	94.95083915812866	50.0	301.0	301	45.45454545454545	0.154798
2446R_R_F_S2_week5_S43_L001_R2_001	87.77374384681973	52.0	301.0	301	54.54545454545454	0.154798
2446R_S2_week15_S24_L001_R1_001	94.53785437391994	50.0	301.0	301	45.45454545454545	0.128466
2446R_S2_week15_S24_L001_R2_001	88.79470054333443	52.0	301.0	301	54.54545454545454	0.128466
2453R_0_F_S2_Pellet_week9_S70_L001_R1_001	94.46697438468685	51.0	301.0	301	45.45454545454545	0.135622
2453R_0_F_S2_Pellet_week9_S70_L001_R2_001	88.11844685965404	53.0	301.0	301	54.54545454545454	0.135622
2453R_0_F_S2_week5_S45_L001_R1_001	94.47744103861014	50.0	301.0	301	45.45454545454545	0.121393
2453R_0_F_S2_week5_S45_L001_R2_001	86.92922985674628	53.0	301.0	301	54.54545454545454	0.121393
2453R_L_F_S2_Pellet_week9_S71_L001_R1_001	94.28052921203606	51.0	301.0	301	45.45454545454545	0.136656
2453R_L_F_S2_Pellet_week9_S71_L001_R2_001	88.01955274558014	52.0	301.0	301	54.54545454545454	0.136656
2453R_L_F_S2_diabetes_S13_L001_R1_001	94.9410424258059	50.0	301.0	301	45.45454545454545	0.18606599999999998
2453R_L_F_S2_diabetes_S13_L001_R2_001	88.39605301344685	52.0	301.0	301	54.54545454545454	0.18606599999999998
2453R_L_F_S2_week5_S46_L001_R1_001	94.72628531420894	50.0	301.0	301	45.45454545454545	0.158541
2453R_L_F_S2_week5_S46_L001_R2_001	87.71484978649056	52.0	301.0	301	54.54545454545454	0.158541
2453R_R_F_S2_Pellet_week9_S72_L001_R1_001	94.21719772876249	51.0	301.0	301	45.45454545454545	0.11746899999999999
2453R_R_F_S2_Pellet_week9_S72_L001_R2_001	87.83849356000306	53.0	301.0	301	54.54545454545454	0.11746899999999999
2453R_R_F_S2_diabetes_S14_L001_R1_001	94.32105920421695	50.0	301.0	301	45.45454545454545	0.14493899999999998
2453R_R_F_S2_diabetes_S14_L001_R2_001	87.78382629933972	52.0	301.0	301	54.54545454545454	0.14493899999999998
2453R_R_F_S2_week5_S47_L001_R1_001	94.08453451057568	50.0	301.0	301	45.45454545454545	0.11280599999999999
2453R_R_F_S2_week5_S47_L001_R2_001	86.57961455950925	52.0	301.0	301	54.54545454545454	0.11280599999999999
2453R_S2_week21_S28_L001_R1_001	94.12046315755309	51.0	301.0	301	45.45454545454545	0.12324099999999999
2453R_S2_week21_S28_L001_R2_001	87.2858870018906	52.0	301.0	301	54.54545454545454	0.12324099999999999
2475R_RL_M_S5_Pellet_week9_S6_L001_R1_001	94.53677648046516	51.0	301.0	301	45.45454545454545	0.128642
2475R_RL_M_S5_Pellet_week9_S6_L001_R2_001	87.34705617139036	53.0	301.0	301	54.54545454545454	0.128642
3795R_L_F_S2_week5_S48_L001_R1_001	94.66220282876918	51.0	301.0	301	45.45454545454545	0.15950399999999998
3795R_L_F_S2_week5_S48_L001_R2_001	87.51880830574783	53.0	301.0	301	54.54545454545454	0.15950399999999998
3795R_L_F_S2_week9_S73_L001_R1_001	94.87908333087867	52.0	301.0	301	45.45454545454545	0.135796
3795R_L_F_S2_week9_S73_L001_R2_001	86.55556864708828	54.0	301.0	301	54.54545454545454	0.135796
3880R_0_F_S2_week5_S49_L001_R1_001	94.74155883509668	52.0	301.0	301	45.45454545454545	0.155103
3880R_0_F_S2_week5_S49_L001_R2_001	86.87130487482511	54.0	301.0	301	54.54545454545454	0.155103
3880R_0_F_S2_week9_S74_L001_R1_001	95.51077110451396	53.0	301.0	301	45.45454545454545	0.157644
3880R_0_F_S2_week9_S74_L001_R2_001	87.58405013828627	55.0	301.0	301	54.54545454545454	0.157644
3880R_L_F_S2_week5_S50_L001_R1_001	94.37260899775575	52.0	301.0	301	45.45454545454545	0.125209
3880R_L_F_S2_week5_S50_L001_R2_001	86.29810956081431	54.0	301.0	301	54.54545454545454	0.125209
3880R_L_F_S2_week9_S75_L001_R1_001	95.28773661658622	52.0	301.0	301	45.45454545454545	0.18436999999999998
3880R_L_F_S2_week9_S75_L001_R2_001	88.02191245864294	54.0	301.0	301	54.54545454545454	0.18436999999999998
3880R_R_F_S2_week5_S51_L001_R1_001	94.6327850942142	51.0	301.0	301	45.45454545454545	0.151941
3880R_R_F_S2_week5_S51_L001_R2_001	86.99429383773965	53.0	301.0	301	54.54545454545454	0.151941
3880R_R_F_S2_week9_S76_L001_R1_001	94.08516236444854	51.0	301.0	301	45.45454545454545	0.134543
3880R_R_F_S2_week9_S76_L001_R2_001	86.80273221200657	53.0	301.0	301	54.54545454545454	0.134543
3880R_S2_week15_S25_L001_R1_001	94.52688568967639	51.0	301.0	301	45.45454545454545	0.121905
3880R_S2_week15_S25_L001_R2_001	86.78643205774989	53.0	301.0	301	54.54545454545454	0.121905
3909R_0_M_S2_diabetes_S15_L001_R1_001	94.34083364072298	50.0	301.0	301	45.45454545454545	0.13555
3909R_0_M_S2_diabetes_S15_L001_R2_001	87.56842493544818	52.0	301.0	301	54.54545454545454	0.13555
3909R_L_M_S2_diabetes_S16_L001_R1_001	94.52403344084098	50.0	301.0	301	45.45454545454545	0.173321
3909R_L_M_S2_diabetes_S16_L001_R2_001	87.97433663549137	51.0	301.0	301	54.54545454545454	0.173321
3909R_L_M_S2_week5_S52_L001_R1_001	94.21803176353274	51.0	301.0	301	45.45454545454545	0.123349
3909R_L_M_S2_week5_S52_L001_R2_001	86.65088488759535	53.0	301.0	301	54.54545454545454	0.123349
3909R_L_M_S2_week9_S77_L001_R1_001	94.42945952372864	51.0	301.0	301	45.45454545454545	0.14718499999999998
3909R_L_M_S2_week9_S77_L001_R2_001	86.76155858273601	53.0	301.0	301	54.54545454545454	0.14718499999999998
3909R_S2_week21_S29_L001_R1_001	94.4031131131862	50.0	301.0	301	45.45454545454545	0.136969
3909R_S2_week21_S29_L001_R2_001	87.18177105768459	52.0	301.0	301	54.54545454545454	0.136969
3918R_0_M_S2_diabetes_S17_L001_R1_001	95.11114672283144	50.0	301.0	301	45.45454545454545	0.174724
3918R_0_M_S2_diabetes_S17_L001_R2_001	89.2041162061308	52.0	301.0	301	54.54545454545454	0.174724
3918R_0_M_S2_week5_S53_L001_R1_001	94.6064200398142	50.0	301.0	301	45.45454545454545	0.144672
3918R_0_M_S2_week5_S53_L001_R2_001	86.87928555629286	52.0	301.0	301	54.54545454545454	0.144672
3918R_0_M_S2_week9_S78_L001_R1_001	94.39261836806506	50.0	301.0	301	45.45454545454545	0.127885
3918R_0_M_S2_week9_S78_L001_R2_001	86.59655158931852	52.0	301.0	301	54.54545454545454	0.127885
3918R_L_M_S2_week5_S54_L001_R1_001	94.34350837333724	50.0	301.0	301	45.45454545454545	0.13644499999999998
3918R_L_M_S2_week5_S54_L001_R2_001	86.53669976913775	52.0	301.0	301	54.54545454545454	0.13644499999999998
3918R_L_M_S2_week9_S79_L001_R1_001	94.67658521960726	50.0	301.0	301	45.45454545454545	0.160104
3918R_L_M_S2_week9_S79_L001_R2_001	87.29138559936041	52.0	301.0	301	54.54545454545454	0.160104
3918R_RL_M_S2_week5_S55_L001_R1_001	94.38566639762077	51.0	301.0	301	45.45454545454545	0.137523
3918R_RL_M_S2_week5_S55_L001_R2_001	86.5309802723908	53.0	301.0	301	54.54545454545454	0.137523
3918R_RL_M_S2_week9_S80_L001_R1_001	94.61827626272982	51.0	301.0	301	45.45454545454545	0.14631
3918R_RL_M_S2_week9_S80_L001_R2_001	86.7746565511585	53.0	301.0	301	54.54545454545454	0.14631
3918R_RR_M_S2_week5_S56_L001_R1_001	94.50147461061586	51.0	301.0	301	45.45454545454545	0.149531
3918R_RR_M_S2_week5_S56_L001_R2_001	86.66430372297383	53.0	301.0	301	54.54545454545454	0.149531
3918R_RR_M_S2_week9_S81_L001_R1_001	94.41244465342267	50.0	301.0	301	45.45454545454545	0.127605
3918R_RR_M_S2_week9_S81_L001_R2_001	86.85474707103954	52.0	301.0	301	54.54545454545454	0.127605
3918R_S2_week29_S32_L001_R1_001	93.9956973825744	50.0	301.0	301	45.45454545454545	0.13945
3918R_S2_week29_S32_L001_R2_001	87.31875224094658	51.0	301.0	301	54.54545454545454	0.13945
3969R_R_F_S2_Pellet_week9_S82_L001_R1_001	94.63332262276703	51.0	301.0	301	45.45454545454545	0.146273
3969R_R_F_S2_Pellet_week9_S82_L001_R2_001	87.27311260451347	53.0	301.0	301	54.54545454545454	0.146273
3969R_R_F_S2_diabetes_S18_L001_R1_001	94.50070417812353	50.0	301.0	301	45.45454545454545	0.14911
3969R_R_F_S2_diabetes_S18_L001_R2_001	88.83106431493528	52.0	301.0	301	54.54545454545454	0.14911
3969R_R_F_S2_week5_S57_L001_R1_001	94.83743945360142	51.0	301.0	301	45.45454545454545	0.172182
3969R_R_F_S2_week5_S57_L001_R2_001	87.29309683939087	53.0	301.0	301	54.54545454545454	0.172182
3969R_S2_week18_S26_L001_R1_001	94.59436973391622	51.0	301.0	301	45.45454545454545	0.132214
3969R_S2_week18_S26_L001_R2_001	87.29484018333913	53.0	301.0	301	54.54545454545454	0.132214
3980R_0_F_S2_diabetes_S19_L001_R1_001	94.86659808167364	51.0	301.0	301	45.45454545454545	0.162329
3980R_0_F_S2_diabetes_S19_L001_R2_001	89.10299453578843	53.0	301.0	301	54.54545454545454	0.162329
3980R_0_F_S2_week5_S58_L001_R1_001	94.8044017806726	51.0	301.0	301	45.45454545454545	0.152302
3980R_0_F_S2_week5_S58_L001_R2_001	87.15249963887538	53.0	301.0	301	54.54545454545454	0.152302
3980R_L_F_S2_Pellet_week9_S83_L001_R1_001	94.57810864577485	51.0	301.0	301	45.45454545454545	0.144267
3980R_L_F_S2_Pellet_week9_S83_L001_R2_001	87.52590682553875	53.0	301.0	301	54.54545454545454	0.144267
3980R_L_F_S2_week5_S59_L001_R1_001	94.80620551361362	51.0	301.0	301	45.45454545454545	0.176037
3980R_L_F_S2_week5_S59_L001_R2_001	87.92128927441391	52.0	301.0	301	54.54545454545454	0.176037
3980R_R_F_S2_Pellet_week9_S84_L001_R1_001	94.5934037026076	51.0	301.0	301	45.45454545454545	0.152055
3980R_R_F_S2_Pellet_week9_S84_L001_R2_001	88.00499819144389	53.0	301.0	301	54.54545454545454	0.152055
3980R_R_F_S2_diabetes_S20_L001_R1_001	95.13473885322018	50.0	301.0	301	45.45454545454545	0.180052
3980R_R_F_S2_diabetes_S20_L001_R2_001	89.59134027947482	52.0	301.0	301	54.54545454545454	0.180052
3980R_R_F_S2_week5_S60_L001_R1_001	95.12566918646695	50.0	301.0	301	45.45454545454545	0.192211
3980R_R_F_S2_week5_S60_L001_R2_001	88.44186857151776	52.0	301.0	301	54.54545454545454	0.192211
3980R_S2_week14_S23_L001_R1_001	95.18404653095139	50.0	301.0	301	45.45454545454545	0.180525
3980R_S2_week14_S23_L001_R2_001	89.44301343304251	52.0	301.0	301	54.54545454545454	0.180525
NS6_defined_inocula_S86_L001_R1_001	93.82296841266847	51.0	301.0	301	45.45454545454545	0.19083599999999998
NS6_defined_inocula_S86_L001_R2_001	86.96891571820831	52.0	301.0	301	54.54545454545454	0.19083599999999998
Negative_extraction_S85_L001_R1_001	94.3442504689078	54.0	301.0	301	45.45454545454545	0.27724
Negative_extraction_S85_L001_R2_001	86.95534554898283	55.0	301.0	301	54.54545454545454	0.27724
Negtive_Control_S90_L001_R1_001	64.92553146348709	46.0	301.0	301	45.45454545454545	0.023566999999999998
Negtive_Control_S90_L001_R2_001	59.82093605465269	49.0	301.0	301	54.54545454545454	0.023566999999999998
Positive_Control_S89_L001_R1_001	94.92602493489733	53.0	301.0	301	36.36363636363637	0.173572
Positive_Control_S89_L001_R2_001	86.73345931371419	55.0	301.0	301	54.54545454545454	0.173572
S2_defined_inocula_S88_L001_R1_001	93.011971135798	52.0	301.0	301	45.45454545454545	0.143846
S2_defined_inocula_S88_L001_R2_001	85.60752471393018	53.0	301.0	301	54.54545454545454	0.143846
S5_defined_inocula_S87_L001_R1_001	94.49019149608897	53.0	301.0	301	45.45454545454545	0.21822899999999998
S5_defined_inocula_S87_L001_R2_001	86.98889698436047	54.0	301.0	301	54.54545454545454	0.21822899999999998
