Pathways	Object ID	Names	Enzymes of pathway	Reactions of pathway	Ontology - pathway type	Ontology -  all instances of class	Species	Taxonomic-Range
HTTPS://vibrio.biocyc.org/pathway?orgid=META&id=TREDEGLOW-PWY	TREDEGLOW-PWY	trehalose degradation I (low osmolarity)	HTTPS://vibrio.biocyc.org/gene?orgid=META&id=MONOMER-5946 // HTTPS://vibrio.biocyc.org/gene?orgid=META&id=TRE6PHYDRO-MONOMER // HTTPS://vibrio.biocyc.org/gene?orgid=META&id=BSU24850-MONOMER // HTTPS://vibrio.biocyc.org/gene?orgid=META&id=GLUCOKIN-MONOMER	HTTPS://vibrio.biocyc.org/reaction?orgid=META&id=GLUCOKIN-RXN // HTTPS://vibrio.biocyc.org/reaction?orgid=META&id=TRE6PHYDRO-RXN	HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=PATHWAY&object=Carbohydrates-Degradation		HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-78057 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-1423 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-511145	HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-2
HTTPS://vibrio.biocyc.org/pathway?orgid=META&id=PWY-5985	PWY-5985	trehalose biosynthesis VII	HTTPS://vibrio.biocyc.org/gene?orgid=META&id=MONOMER-14091	HTTPS://vibrio.biocyc.org/reaction?orgid=META&id=RXN-9613	HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=PATHWAY&object=Carbohydrates-Biosynthesis // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=PATHWAY&object=Metabolic-Regulators		HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-2271	HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-28221 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-183924
HTTPS://vibrio.biocyc.org/pathway?orgid=META&id=PWY-5983	PWY-5983	trehalose biosynthesis VI	HTTPS://vibrio.biocyc.org/gene?orgid=META&id=MONOMER-14090	HTTPS://vibrio.biocyc.org/reaction?orgid=META&id=RXN-9603	HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=PATHWAY&object=Carbohydrates-Biosynthesis // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=PATHWAY&object=Metabolic-Regulators		HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-2265 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-53953	HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-188708 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-2157
HTTPS://vibrio.biocyc.org/pathway?orgid=META&id=PWY-2661	PWY-2661	trehalose biosynthesis V	HTTPS://vibrio.biocyc.org/gene?orgid=META&id=MONOMER-5701 // HTTPS://vibrio.biocyc.org/gene?orgid=META&id=MONOMER-6021 // HTTPS://vibrio.biocyc.org/gene?orgid=META&id=MONOMER-5702 // HTTPS://vibrio.biocyc.org/gene?orgid=META&id=MONOMER-6022 // HTTPS://vibrio.biocyc.org/gene?orgid=META&id=MONOMER-5703	HTTPS://vibrio.biocyc.org/reaction?orgid=META&id=RXN-4301 // HTTPS://vibrio.biocyc.org/reaction?orgid=META&id=3.2.1.141-RXN // HTTPS://vibrio.biocyc.org/reaction?orgid=META&id=5.4.99.15-RXN	HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=PATHWAY&object=Carbohydrates-Biosynthesis // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=PATHWAY&object=Metabolic-Regulators		HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-83332 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-104027 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-7 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-29448 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-375 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-1704 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-82115 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-384 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-386 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-387 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-398 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-394 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-2285 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=ORG-6005	HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-2157 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-2
HTTPS://vibrio.biocyc.org/pathway?orgid=META&id=PWY-2622	PWY-2622	trehalose biosynthesis IV	HTTPS://vibrio.biocyc.org/gene?orgid=META&id=MONOMER-5647 // HTTPS://vibrio.biocyc.org/gene?orgid=META&id=MONOMER-5661 // HTTPS://vibrio.biocyc.org/gene?orgid=META&id=MONOMER-6023 // HTTPS://vibrio.biocyc.org/gene?orgid=META&id=MONOMER-6161	HTTPS://vibrio.biocyc.org/reaction?orgid=META&id=5.4.99.16-RXN	HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=PATHWAY&object=Carbohydrates-Biosynthesis // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=PATHWAY&object=Metabolic-Regulators		HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-272 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-1718 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-1769 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-1765 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-1772 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-1773 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-316 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-271 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=ORG-5944 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=ORG-5925	HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-2
HTTPS://vibrio.biocyc.org/pathway?orgid=META&id=TREHALOSESYN-PWY	TREHALOSESYN-PWY	trehalose biosynthesis III	HTTPS://vibrio.biocyc.org/gene?orgid=META&id=MONOMER-5601	HTTPS://vibrio.biocyc.org/reaction?orgid=META&id=2.4.1.36-RXN // HTTPS://vibrio.biocyc.org/reaction?orgid=META&id=TREHALOSEPHOSPHA-RXN	HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=PATHWAY&object=Carbohydrates-Biosynthesis // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=PATHWAY&object=Metabolic-Regulators		HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-1894 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-1896 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-1911 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-1912 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-1927	HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-201174
HTTPS://vibrio.biocyc.org/pathway?orgid=META&id=PWY-881	PWY-881	trehalose biosynthesis II // trehalose biosynthesis 2	HTTPS://vibrio.biocyc.org/gene?orgid=META&id=MONOMER-553 // HTTPS://vibrio.biocyc.org/gene?orgid=META&id=MONOMER-6001 // HTTPS://vibrio.biocyc.org/gene?orgid=META&id=MONOMER-554 // HTTPS://vibrio.biocyc.org/gene?orgid=META&id=MONOMER-6002	HTTPS://vibrio.biocyc.org/reaction?orgid=META&id=TREHALOSEPHOSPHA-RXN // HTTPS://vibrio.biocyc.org/reaction?orgid=META&id=RXN-761	HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=PATHWAY&object=Carbohydrates-Biosynthesis // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=PATHWAY&object=Metabolic-Regulators		HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-1772 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-1773 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-4932	HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-4751 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-201174
HTTPS://vibrio.biocyc.org/pathway?orgid=META&id=TRESYN-PWY	TRESYN-PWY	trehalose biosynthesis I // trehalose biosynthesis	HTTPS://vibrio.biocyc.org/gene?orgid=META&id=YBR126C-MONOMER // HTTPS://vibrio.biocyc.org/gene?orgid=META&id=MONOMER-5983 // HTTPS://vibrio.biocyc.org/gene?orgid=META&id=MONOMER-6001 // HTTPS://vibrio.biocyc.org/gene?orgid=META&id=MONOMER-17100 // HTTPS://vibrio.biocyc.org/gene?orgid=META&id=TREHALOSE6PSYN-MONOMER // HTTPS://vibrio.biocyc.org/gene?orgid=META&id=YDR074W-MONOMER // HTTPS://vibrio.biocyc.org/gene?orgid=META&id=MONOMER-6002 // HTTPS://vibrio.biocyc.org/gene?orgid=META&id=MONOMER-17102 // HTTPS://vibrio.biocyc.org/complex?orgid=META&id=CPLX3O-4031 // HTTPS://vibrio.biocyc.org/gene?orgid=META&id=TREHALOSEPHOSPHASYN-MONOMER	HTTPS://vibrio.biocyc.org/reaction?orgid=META&id=TREHALOSEPHOSPHA-RXN // HTTPS://vibrio.biocyc.org/reaction?orgid=META&id=TREHALOSE6PSYN-RXN	HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=PATHWAY&object=Carbohydrates-Biosynthesis // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=PATHWAY&object=Metabolic-Regulators		HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-83332 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-375 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-511145 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-1052 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-29058 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-1772 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-1773 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-7380 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-4932	HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-6656 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-2 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-4751
HTTPS://vibrio.biocyc.org/pathway?orgid=META&id=PWY-5410	PWY-5410	traumatin and (<i>Z</i>)-3-hexen-1-yl acetate biosynthesis // 13-lipoxygenase and 13-hydroperoxide lyase pathway // 13-LOX and 13-HPL pathway	HTTPS://vibrio.biocyc.org/gene?orgid=META&id=AT3G45140-MONOMER // HTTPS://vibrio.biocyc.org/gene?orgid=META&id=MONOMER-1583 // HTTPS://vibrio.biocyc.org/gene?orgid=META&id=AT3G03480-MONOMER // HTTPS://vibrio.biocyc.org/gene?orgid=META&id=AT1G54870-MONOMER // HTTPS://vibrio.biocyc.org/gene?orgid=META&id=AT3G04000-MONOMER // HTTPS://vibrio.biocyc.org/gene?orgid=META&id=AT2G24190-MONOMER // HTTPS://vibrio.biocyc.org/gene?orgid=META&id=AT3G61220-MONOMER // HTTPS://vibrio.biocyc.org/gene?orgid=META&id=AT2G37770-MONOMER	HTTPS://vibrio.biocyc.org/reaction?orgid=META&id=RXN-23336 // HTTPS://vibrio.biocyc.org/reaction?orgid=META&id=RXN-23335 // HTTPS://vibrio.biocyc.org/reaction?orgid=META&id=RXN-23334 // HTTPS://vibrio.biocyc.org/reaction?orgid=META&id=RXN-12299 // HTTPS://vibrio.biocyc.org/reaction?orgid=META&id=RXN-1346 // HTTPS://vibrio.biocyc.org/reaction?orgid=META&id=RXN-11852 // HTTPS://vibrio.biocyc.org/reaction?orgid=META&id=RXN-1349 // HTTPS://vibrio.biocyc.org/reaction?orgid=META&id=RXN-1347 // HTTPS://vibrio.biocyc.org/reaction?orgid=META&id=RXN-1345 // HTTPS://vibrio.biocyc.org/reaction?orgid=META&id=RXN-1321 // HTTPS://vibrio.biocyc.org/reaction?orgid=META&id=HYDROHEX-RXN // HTTPS://vibrio.biocyc.org/reaction?orgid=META&id=LIPOXYGENASE-RXN	HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=PATHWAY&object=SECONDARY-METABOLITE-BIOSYNTHESIS		HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=ORG-5993	HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-3193
HTTPS://vibrio.biocyc.org/pathway?orgid=META&id=PWY-2681	PWY-2681	<i>trans</i>-zeatin biosynthesis // <i>trans</i>-cytokinin biosynthesis // AMP-dependent cytokinin biosynthesis	HTTPS://vibrio.biocyc.org/gene?orgid=META&id=AT5G38450-MONOMER // HTTPS://vibrio.biocyc.org/gene?orgid=META&id=AT1G67110-MONOMER // HTTPS://vibrio.biocyc.org/gene?orgid=META&id=MONOMER-15646 // HTTPS://vibrio.biocyc.org/gene?orgid=META&id=AT4G24650-MONOMER // HTTPS://vibrio.biocyc.org/gene?orgid=META&id=AT5G19040-MONOMER // HTTPS://vibrio.biocyc.org/gene?orgid=META&id=AT3G63110-MONOMER // HTTPS://vibrio.biocyc.org/gene?orgid=META&id=AT1G68460-MONOMER // HTTPS://vibrio.biocyc.org/gene?orgid=META&id=AT3G23630-MONOMER // HTTPS://vibrio.biocyc.org/gene?orgid=META&id=AT3G19160-MONOMER	HTTPS://vibrio.biocyc.org/reaction?orgid=META&id=RXN-4307 // HTTPS://vibrio.biocyc.org/reaction?orgid=META&id=RXN-4305 // HTTPS://vibrio.biocyc.org/reaction?orgid=META&id=RXN-4303 // HTTPS://vibrio.biocyc.org/reaction?orgid=META&id=RXN-4317 // HTTPS://vibrio.biocyc.org/reaction?orgid=META&id=RXN-4313 // HTTPS://vibrio.biocyc.org/reaction?orgid=META&id=RXN-4314 // HTTPS://vibrio.biocyc.org/reaction?orgid=META&id=RXN-4308 // HTTPS://vibrio.biocyc.org/reaction?orgid=META&id=RXN-4312 // HTTPS://vibrio.biocyc.org/reaction?orgid=META&id=RXN-4306 // HTTPS://vibrio.biocyc.org/reaction?orgid=META&id=RXN-4310 // HTTPS://vibrio.biocyc.org/reaction?orgid=META&id=RXN-4304	HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=PATHWAY&object=HORMONE-SYN		HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-39947 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=ORG-5993	HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-3193
HTTPS://vibrio.biocyc.org/pathway?orgid=META&id=PWY-6475	PWY-6475	<i>trans</i>-lycopene biosynthesis II (oxygenic phototrophs and green sulfur bacteria)	HTTPS://vibrio.biocyc.org/gene?orgid=META&id=AT1G10830-MONOMER // HTTPS://vibrio.biocyc.org/gene?orgid=META&id=MONOMER-15661 // HTTPS://vibrio.biocyc.org/gene?orgid=META&id=SYNPCC7942_1979-MONOMER // HTTPS://vibrio.biocyc.org/gene?orgid=META&id=SYNPCC7942_1984-MONOMER // HTTPS://vibrio.biocyc.org/gene?orgid=META&id=AT5G17230-MONOMER // HTTPS://vibrio.biocyc.org/gene?orgid=META&id=GBWI-61910-MONOMER // HTTPS://vibrio.biocyc.org/gene?orgid=META&id=AT1G06820-MONOMER // HTTPS://vibrio.biocyc.org/gene?orgid=META&id=MONOMER-12167 // HTTPS://vibrio.biocyc.org/gene?orgid=META&id=MONOMER-20344 // HTTPS://vibrio.biocyc.org/gene?orgid=META&id=MONOMER-15665 // HTTPS://vibrio.biocyc.org/gene?orgid=META&id=AT3G04870-MONOMER // HTTPS://vibrio.biocyc.org/gene?orgid=META&id=PCC7120DELTA_RS13735-MONOMER // HTTPS://vibrio.biocyc.org/gene?orgid=META&id=AT4G14210-MONOMER // HTTPS://vibrio.biocyc.org/gene?orgid=META&id=SYNPCC7942_0970-MONOMER	HTTPS://vibrio.biocyc.org/reaction?orgid=META&id=RXN-12244 // HTTPS://vibrio.biocyc.org/reaction?orgid=META&id=RXN-12243 // HTTPS://vibrio.biocyc.org/reaction?orgid=META&id=RXN-11357 // HTTPS://vibrio.biocyc.org/reaction?orgid=META&id=RXN-8042 // HTTPS://vibrio.biocyc.org/reaction?orgid=META&id=RXNARA-8002 // HTTPS://vibrio.biocyc.org/reaction?orgid=META&id=2.5.1.32-RXN // HTTPS://vibrio.biocyc.org/reaction?orgid=META&id=RXN-11356 // HTTPS://vibrio.biocyc.org/reaction?orgid=META&id=RXN-11354	HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=PATHWAY&object=SECONDARY-METABOLITE-BIOSYNTHESIS		HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-4072 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-1097 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-103690 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-4081 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-4113 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-1140 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-1111708 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-4577 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=ORG-5993 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=ORG-6001	HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-191410 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-1117 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-2763 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-33090
HTTPS://vibrio.biocyc.org/pathway?orgid=META&id=PWY-5942	PWY-5942	<i>trans</i>-lycopene biosynthesis I	HTTPS://vibrio.biocyc.org/gene?orgid=META&id=MONOMER-16379 // HTTPS://vibrio.biocyc.org/gene?orgid=META&id=MONOMER-20341 // HTTPS://vibrio.biocyc.org/gene?orgid=META&id=MONOMER-17247 // HTTPS://vibrio.biocyc.org/gene?orgid=META&id=MONOMER-16380 // HTTPS://vibrio.biocyc.org/gene?orgid=META&id=MONOMER-16128 // HTTPS://vibrio.biocyc.org/gene?orgid=META&id=MONOMER-15564 // HTTPS://vibrio.biocyc.org/gene?orgid=META&id=MONOMER-20342 // HTTPS://vibrio.biocyc.org/gene?orgid=META&id=MONOMER-15840 // HTTPS://vibrio.biocyc.org/gene?orgid=META&id=MONOMER-16371	HTTPS://vibrio.biocyc.org/reaction?orgid=META&id=RXN-12412 // HTTPS://vibrio.biocyc.org/reaction?orgid=META&id=RXNARA-8002 // HTTPS://vibrio.biocyc.org/reaction?orgid=META&id=RXN-8024 // HTTPS://vibrio.biocyc.org/reaction?orgid=META&id=RXN-8023 // HTTPS://vibrio.biocyc.org/reaction?orgid=META&id=2.5.1.32-RXN // HTTPS://vibrio.biocyc.org/reaction?orgid=META&id=RXN-8022	HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=PATHWAY&object=Super-Pathways // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=PATHWAY&object=SECONDARY-METABOLITE-BIOSYNTHESIS		HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-1911 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-251221 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-34 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-5141 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-553 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-66269 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-28068 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-264483	HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-4751 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-2157 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-2
HTTPS://vibrio.biocyc.org/pathway?orgid=META&id=PWY-8003	PWY-8003	<i>trans</i>-caffeate degradation (aerobic)	HTTPS://vibrio.biocyc.org/gene?orgid=META&id=MONOMER-15120 // HTTPS://vibrio.biocyc.org/gene?orgid=META&id=MONOMER-15133 // HTTPS://vibrio.biocyc.org/gene?orgid=META&id=MONOMER-15132	HTTPS://vibrio.biocyc.org/reaction?orgid=META&id=RXN-1126 // HTTPS://vibrio.biocyc.org/reaction?orgid=META&id=RXN-19743 // HTTPS://vibrio.biocyc.org/reaction?orgid=META&id=RXN-19744 // HTTPS://vibrio.biocyc.org/reaction?orgid=META&id=RXN-19745	HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=PATHWAY&object=AROMATIC-COMPOUNDS-DEGRADATION		HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-258594 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-502559	HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-2
HTTPS://vibrio.biocyc.org/pathway?orgid=META&id=PWY-5159	PWY-5159	<i>trans</i>-4-hydroxy-L-proline degradation II // 4-hydroxyproline degradation II	HTTPS://vibrio.biocyc.org/gene?orgid=META&id=MONOMER-18032 // HTTPS://vibrio.biocyc.org/gene?orgid=META&id=G1G01-1345-MONOMER // HTTPS://vibrio.biocyc.org/gene?orgid=META&id=MONOMER-15828 // HTTPS://vibrio.biocyc.org/gene?orgid=META&id=G1G01-1342-MONOMER // HTTPS://vibrio.biocyc.org/complex?orgid=META&id=CPLX-8680 // HTTPS://vibrio.biocyc.org/gene?orgid=META&id=MONOMER-18709 // HTTPS://vibrio.biocyc.org/gene?orgid=META&id=MONOMER-13203 // HTTPS://vibrio.biocyc.org/gene?orgid=META&id=G1G01-1343-MONOMER	HTTPS://vibrio.biocyc.org/reaction?orgid=META&id=25-DIOXOVALERATE-DEHYDROGENASE-RXN // HTTPS://vibrio.biocyc.org/reaction?orgid=META&id=RXN-8003 // HTTPS://vibrio.biocyc.org/reaction?orgid=META&id=4-HYDROXYPROLINE-EPIMERASE-RXN // HTTPS://vibrio.biocyc.org/reaction?orgid=META&id=3.5.4.22-RXN	HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=PATHWAY&object=Amino-Acid-Degradation		HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-222 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-192 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-287 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-208964 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-303 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-306 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=ORG-6168	HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-1224
HTTPS://vibrio.biocyc.org/pathway?orgid=META&id=HYDROXYPRODEG-PWY	HYDROXYPRODEG-PWY	<i>trans</i>-4-hydroxy-L-proline degradation I // 4-hydroxyproline degradation	HTTPS://vibrio.biocyc.org/gene?orgid=META&id=MONOMER-12108 // HTTPS://vibrio.biocyc.org/gene?orgid=META&id=HS04858-MONOMER // HTTPS://vibrio.biocyc.org/gene?orgid=META&id=MONOMER-12109 // HTTPS://vibrio.biocyc.org/gene?orgid=META&id=G66-31234-MONOMER // HTTPS://vibrio.biocyc.org/gene?orgid=META&id=MONOMER-12107 // HTTPS://vibrio.biocyc.org/gene?orgid=META&id=HS14757-MONOMER // HTTPS://vibrio.biocyc.org/gene?orgid=META&id=MONOMER66-34410	HTTPS://vibrio.biocyc.org/reaction?orgid=META&id=RXN66-545 // HTTPS://vibrio.biocyc.org/reaction?orgid=META&id=RXN-14472 // HTTPS://vibrio.biocyc.org/reaction?orgid=META&id=RXN-14471 // HTTPS://vibrio.biocyc.org/reaction?orgid=META&id=4OH2OXOGLUTARALDOL-RXN // HTTPS://vibrio.biocyc.org/reaction?orgid=META&id=4-HYDROXYGLUTAMATE-AMINOTRANSFERASE-RXN	HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=PATHWAY&object=Amino-Acid-Degradation		HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-9913 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-9606 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-10090 // HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-10116	HTTPS://vibrio.biocyc.org/META/NEW-IMAGE?type=ORGANISM&object=TAX-33208
