	feature	metadata	value	coef	stderr	N	N.not.0	pval	qval	Pathways	Names	Level 1	Level 1.1	Level 2.1	Level 1.2	Level 2.2	Level 1.3	Level 2.3
25	PWY-5484	Week_and_consortia	NS1_w5w6	0.237853468760106	0.016562692082412	45	45	7.69679334808955e-18	9.11773981235224e-17	PWY-5484	glycolysis II (from fructose 6-phosphate)	Generation of precursor metabolites and energy						
26	GALLATE-DEGRADATION-II-PWY	Week_and_consortia	NS1_w5w6	1.59062174762558	0.115231278433023	45	33	2.11056413223104e-17	2.40760649158207e-16	GALLATE-DEGRADATION-II-PWY	gallate degradation I	Degradation/utilization/assimilation						
27	GLYCOCAT-PWY	Week_and_consortia	NS1_w5w6	0.1711525501051	0.0123567156382787	45	45	2.86265181524394e-17	3.14891699676833e-16	GLYCOCAT-PWY	glycogen degradation I // glycogen catabolism I	Degradation/utilization/assimilation	Degradation/utilization/assimilation	Carbohydrate degradation	Glycan pathways			
28	X1CMET2-PWY	Week_and_consortia	NS1_w5w6	0.133056132848879	0.0100042978042096	45	45	7.76043695622526e-17	8.24211925005993e-16									
29	X3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	Week_and_consortia	NS1_w5w6	1.78119644929869	0.133062641270103	45	33	8.223795808363081e-17	8.44309702991942e-16									
30	GALACTARDEG-PWY	Week_and_consortia	NS1_w5w6	-1.0591752594699	0.0800313210968201	45	45	9.209852039865461e-17	8.86448258837051e-16	GALACTARDEG-PWY	D-galactarate degradation I // D-galactarate catabolism	Degradation/utilization/assimilation						
31	GLUCARGALACTSUPER-PWY	Week_and_consortia	NS1_w5w6	-1.0591752594699	0.0800313210968201	45	45	9.209852039865461e-17	8.86448258837051e-16	GLUCARGALACTSUPER-PWY	superpathway of D-glucarate and D-galactarate degradation // D-glucarate and D-galactarate catabolism super-pathway // aldarate catabolism	Superpathways						
32	HOMOSER-METSYN-PWY	Week_and_consortia	NS1_w5w6	0.625636995422891	0.0470218595916116	45	45	1.09893187608629e-16	1.02566975101387e-15	HOMOSER-METSYN-PWY	L-methionine biosynthesis I // L-methionine biosynthesis from L-homoserine // L-methionine biosynthesis by transsulfuration	Biosynthesis						
33	GLUCARDEG-PWY	Week_and_consortia	NS1_w5w6	-1.39558410043958	0.105338427035039	45	45	1.3027871024421399e-16	1.1801718457417102e-15	GLUCARDEG-PWY	<i>D</i>-glucarate degradation I // <i>D</i>-glucarate catabolism	Degradation/utilization/assimilation						
34	PWY-7316	Week_and_consortia	NS1_w5w6	5.94966785450449	0.449485001920343	45	44	1.36866608798849e-16	1.2044261574298701e-15	PWY-7316	dTDP-<i>N</i>-acetylviosamine biosynthesis // dTDP-4-acetamido-4,6-dideoxy-&alpha;-D-glucose biosynthesis	Biosynthesis						
35	PWY-6545	Week_and_consortia	NS1_w5w6	-1.51097569319812	0.115629402739901	45	45	1.43001205846418e-16	1.22345476113046e-15	PWY-6545	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis III	Metabolic clusters	Biosynthesis	Nucleoside and nucleotide biosynthesis				
36	P108-PWY	Week_and_consortia	NS1_w5w6	0.248023330068457	0.0190618343634109	45	45	1.65797227734274e-16	1.3093729780040102e-15	P108-PWY	pyruvate fermentation to propanoate I // succinate-propionate fermentation pathway // pyruvate fermentation to propionate I // succinate-propanoate fermentation pathway // pyruvic acid fermentation to propanoic acid I	Generation of precursor metabolites and energy						
37	PWY-6519	Week_and_consortia	NS1_w5w6	-0.69727031110033	0.0535111841912888	45	45	1.57721089249163e-16	1.3093729780040102e-15	PWY-6519	8-amino-7-oxononanoate biosynthesis I // 7-keto-8-aminopelargonate biosynthesis I	Biosynthesis						
38	PWY-7254	Week_and_consortia	NS1_w5w6	0.397765945107635	0.0305624134306879	45	45	1.64327901124969e-16	1.3093729780040102e-15	PWY-7254	TCA cycle VII (acetate-producers) // tricarboxylic acid cycle // citric acid cycle // Krebs cycle // Szent-Gyorgyi-Krebs cycle // TCA cycle VII (acetic acid-producers)	Generation of precursor metabolites and energy						
39	PWY-7210	Week_and_consortia	NS1_w5w6	-1.36409979966079	0.106612299218042	45	45	2.9517608612311597e-16	2.272855863148e-15	PWY-7210	pyrimidine deoxyribonucleotides biosynthesis from CTP	Metabolic clusters	Biosynthesis	Nucleoside and nucleotide biosynthesis				
40	PWY-6071	Week_and_consortia	NS1_w5w6	1.90237709512955	0.150426618067639	45	33	5.76564803386278e-16	4.22814189149937e-15	PWY-6071	superpathway of phenylethylamine degradation	Degradation/utilization/assimilation	Degradation/utilization/assimilation	Aromatic compound degradation	Superpathways			
41	PWY-6470	Week_and_consortia	NS1_w5w6	1.25336851483817	0.0989279614468812	45	45	5.69869560080812e-16	4.22814189149937e-15	PWY-6470	peptidoglycan biosynthesis V (&beta;-lactam resistance) // penicillin resistance // &beta;-lactam resistance	Detoxification	Superpathways		Biosynthesis	Cell structure biosynthesis		
42	PWY-7198	Week_and_consortia	NS1_w5w6	-1.47235584930039	0.117592459584272	45	45	6.17751289014661e-16	4.42482318643059e-15	PWY-7198	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis IV	Metabolic clusters	Biosynthesis	Nucleoside and nucleotide biosynthesis				
43	PWY-5347	Week_and_consortia	NS1_w5w6	0.405579039464826	0.032292377763612	45	45	7.73960484221023e-16	5.41772338954716e-15	PWY-5347	superpathway of L-methionine biosynthesis (transsulfuration)	Superpathways	Biosynthesis	Amino acid biosynthesis				
44	PWY0-321	Week_and_consortia	NS1_w5w6	1.9252250575417	0.154466318786502	45	33	9.40728427580287e-16	6.43876345988286e-15	PWY0-321	phenylacetate degradation I (aerobic)	Degradation/utilization/assimilation						
45	SULFATE-CYS-PWY	Week_and_consortia	NS1_w5w6	0.272001096325363	0.022101052746999	45	45	1.1057938520352202e-15	7.40401100927933e-15	SULFATE-CYS-PWY	superpathway of sulfate assimilation and cysteine biosynthesis	Degradation/utilization/assimilation	Superpathways					
46	KETOGLUCONMET-PWY	Week_and_consortia	NS1_w5w6	1.87286653353256	0.152527746034865	45	33	1.1949471970753502e-15	7.830717802110801e-15	KETOGLUCONMET-PWY	ketogluconate metabolism	Degradation/utilization/assimilation	Superpathways					
47	GLYCOLYSIS	Week_and_consortia	NS1_w5w6	0.163185768614981	0.0135998572858197	45	45	3.57173673776146e-15	2.29186440673027e-14	GLYCOLYSIS	glycolysis I (from glucose 6-phosphate) // Embden-Meyerhof pathway // Embden-Meyerhof-Parnas pathway // EMP pathway // glycolysis (plastidic)	Generation of precursor metabolites and energy						
48	PWY-6507	Week_and_consortia	NS1_w5w6	-0.393762195516383	0.0335660187895996	45	45	7.420730053893891e-15	4.6644588910190203e-14	PWY-6507	4-deoxy-L-<i>threo</i>-hex-4-enopyranuronate degradation // 5-dehydro-4-deoxy-D-glucuronate degradation	Degradation/utilization/assimilation						
49	PWY-7221	Week_and_consortia	NS1_w5w6	-0.12408093817792	0.0106237954346957	45	45	8.5389725975099e-15	5.2600071200661e-14	PWY-7221	guanosine ribonucleotides <i>de novo</i> biosynthesis	Biosynthesis						
50	BIOTIN-BIOSYNTHESIS-PWY	Week_and_consortia	NS1_w5w6	-0.505033452724255	0.0436737914302269	45	45	8.77137244326005e-15	5.2972210049492105e-14	BIOTIN-BIOSYNTHESIS-PWY	superpathway of biotin biosynthesis I // vitamin H biosynthesis	Superpathways	Biosynthesis	Cofactor, carrier, and vitamin biosynthesis				
51	PWY0-1241	Week_and_consortia	NS1_w5w6	0.36945007647929	0.0319940162203984	45	45	9.185911437748451e-15	5.4408860054356204e-14	PWY0-1241	ADP-L-<i>glycero</i>-&beta;-D-<i>manno</i>-heptose biosynthesis	Biosynthesis						
52	RHAMCAT-PWY	Week_and_consortia	NS1_w5w6	-0.612217726010293	0.0537419794391218	45	45	1.4306103526485e-14	8.28915569345311e-14	RHAMCAT-PWY	L-rhamnose degradation I // rhamnose catabolism // rhamnose degradation	Degradation/utilization/assimilation						
53	TEICHOICACID-PWY	Week_and_consortia	NS1_w5w6	0.563444232528228	0.0494844473039494	45	45	1.45329353067035e-14	8.28915569345311e-14	TEICHOICACID-PWY	poly(glycerol phosphate) wall teichoic acid biosynthesis // major teichoic acid biosynthesis // glycerol teichoic acid biosynthesis	Biosynthesis						
54	PWY-7242	Week_and_consortia	NS1_w5w6	-0.360347751104207	0.0318617940135503	45	45	2.45818099625902e-14	1.37658135790505e-13	PWY-7242	D-fructuronate degradation	Degradation/utilization/assimilation	Degradation/utilization/assimilation	Carbohydrate degradation				
55	P122-PWY	Week_and_consortia	NS1_w5w6	-1.66565717002498	0.149615138984388	45	45	3.00919322978945e-14	1.6550562763841999e-13	P122-PWY	heterolactic fermentation // lactate heterofermentation // glucose fermentation to lactate // phosphoketolase pathway // lactic acid heterofermentation // glucose fermentation to lactic acid	Generation of precursor metabolites and energy						
56	P124-PWY	Week_and_consortia	NS1_w5w6	-1.66503701101495	0.150309149599229	45	45	3.5335936508270304e-14	1.90938042886794e-13	P124-PWY	Bifidobacterium shunt // Bifidum fermentation // Bifidum pathway // fructose 6-phosphate pathway // Bifidum shunt // glucose fermentation to lactate (Bifidobacteria) // glucose fermentation to lactic acid (Bifidobacteria)	Degradation/utilization/assimilation	Generation of precursor metabolites and energy					
57	PWY0-1061	Week_and_consortia	NS1_w5w6	0.142947999967324	0.0130354099534198	45	45	4.88156263113397e-14	2.59227808687804e-13	PWY0-1061	superpathway of L-alanine biosynthesis	Superpathways	Biosynthesis	Amino acid biosynthesis				
58	GLYCOLYSIS-E-D	Week_and_consortia	NS1_w5w6	-0.692604286577479	0.0632663855611685	45	45	5.15478497277975e-14	2.69097249426468e-13	GLYCOLYSIS-E-D	superpathway of glycolysis and the Entner-Doudoroff pathway	Superpathways	Generation of precursor metabolites and energy					
59	RIBOSYN2-PWY	Week_and_consortia	NS1_w5w6	0.179530969526418	0.0169077240271419	45	45	1.3543260841749e-13	6.95220723209782e-13	RIBOSYN2-PWY	flavin biosynthesis I (bacteria and plants) // riboflavin, FMN and FAD biosynthesis // vitamin B<sub>2</sub> biosynthesis	Biosynthesis						
60	PWY-6572	Week_and_consortia	NS1_w5w6	-0.572985726236833	0.0546996279433465	45	45	2.0704923804356098e-13	1.04542893962978e-12	PWY-6572	chondroitin sulfate degradation I (bacterial)	Degradation/utilization/assimilation	Degradation/utilization/assimilation	Carbohydrate degradation				
61	FUC-RHAMCAT-PWY	Week_and_consortia	NS1_w5w6	-0.458062906799942	0.0440794543852689	45	45	2.65443797481705e-13	1.31865628426395e-12	FUC-RHAMCAT-PWY	superpathway of fucose and rhamnose degradation // fucose and rhamnose catabolism	Superpathways						
62	PWY-5941	Week_and_consortia	NS1_w5w6	0.233871700905143	0.0225152596531116	45	45	3.46190071641345e-13	1.69248479469102e-12	PWY-5941	glycogen degradation II // glycogenolysis II	Degradation/utilization/assimilation	Degradation/utilization/assimilation	Carbohydrate degradation	Glycan pathways			
63	PWY-6588	Week_and_consortia	NS1_w5w6	1.94334514796381	0.188231138189983	45	45	4.05087327622029e-13	1.94948276418102e-12	PWY-6588	pyruvate fermentation to acetone // acetone fermentation // pyruvic acid fermentation to acetone	Generation of precursor metabolites and energy						
64	PWY-6749	Week_and_consortia	NS1_w5w6	-1.28217871859377	0.130192152599356	45	45	1.36981184117884e-12	6.4908007243551095e-12	PWY-6749	CMP-legionaminate biosynthesis I // CMP-legionaminic acid biosynthesis I // 5,7-diacetamido-3,5,7,9-tetradeoxy-D-<i>glycero</i>-D-<i>galacto</i>-nonulosonic acid biosynthesis I // CMP-<i>N</i>, <i>N</i>-diacetyllegionaminate biosynthesis I	Biosynthesis						
65	PYRIDNUCSYN-PWY	Week_and_consortia	NS1_w5w6	0.155673980082782	0.0159955704354754	45	45	2.34685350226514e-12	1.0951983010570598e-11	PYRIDNUCSYN-PWY	NAD <i>de novo</i> biosynthesis I // nicotinamide adenine dinucleotide biosynthesis	Biosynthesis						
66	P125-PWY	Week_and_consortia	NS1_w5w6	-1.65369791609704	0.172559674328882	45	45	3.09103435828271e-12	1.4209531079866798e-11	P125-PWY	superpathway of (<i>R,R</i>)-butanediol biosynthesis (from pyruvate) // butylene glycol fermentation // butanediol fermentation	Superpathways	Biosynthesis	Other biosynthesis				
67	PWY-6700	Week_and_consortia	NS1_w5w6	0.145086041871856	0.0155846465732876	45	45	7.23079877614885e-12	3.27512650449095e-11	PWY-6700	queuosine biosynthesis I (<i>de novo</i>)	Macromolecule modification						
68	PWY-5022	Week_and_consortia	NS1_w5w6	1.07126883663386	0.117804083385466	45	45	1.42229816523767e-11	6.348809201350759e-11	PWY-5022	4-aminobutanoate degradation V // GABA degradation // 4-aminobutyrate degradation V // 4-aminobutanoic acid degradation V	Degradation/utilization/assimilation	Generation of precursor metabolites and energy					
69	GLYCOGENSYNTH-PWY	Week_and_consortia	NS1_w5w6	-0.47441220597122	0.0526698682854608	45	45	1.86719219825622e-11	8.215645672327389e-11	GLYCOGENSYNTH-PWY	glycogen biosynthesis I (from ADP-D-Glucose)	Glycan pathways	Biosynthesis	Carboxylic acid biosynthesis				
70	PWY-6892	Week_and_consortia	NS1_w5w6	0.235333763243585	0.026399363813477	45	45	2.50468062278905e-11	1.0865375096042601e-10	PWY-6892	thiazole component of thiamine diphosphate biosynthesis I // (<i>R,Z</i>)-2-(2-carboxy-4-methylthiazol-5(2<i>H</i>)-ylidene)ethyl phosphate biosynthesis	Biosynthesis						
71	PWY-7332	Week_and_consortia	NS1_w5w6	-0.969435180428694	0.108117144778597	45	45	2.5911472802397697e-11	1.1084352254359e-10	PWY-7332	superpathway of UDP-<I>N</i>-acetylglucosamine-derived O-antigen building blocks biosynthesis	Superpathways	Biosynthesis	Carbohydrate biosynthesis				
72	POLYISOPRENSYN-PWY	Week_and_consortia	NS1_w5w6	0.135348594456433	0.0152298609313094	45	45	2.7311345441312597e-11	1.15231430081155e-10	POLYISOPRENSYN-PWY	polyisoprenoid biosynthesis (<i>E. coli</i>)	Superpathways	Biosynthesis	Polyprenyl biosynthesis				
73	DTDPRHAMSYN-PWY	Week_and_consortia	NS1_w5w6	-0.157016158866322	0.0177701946136691	45	45	3.2121181871058e-11	1.33693567787647e-10	DTDPRHAMSYN-PWY	dTDP-L-rhamnose biosynthesis	Biosynthesis						
74	PWY-6467	Week_and_consortia	NS1_w5w6	0.231153502884273	0.0263167900450475	45	45	3.7946150617238796e-11	1.55832191868127e-10	PWY-6467	Kdo transfer to lipid IV<sub>A</sub> (four Kdo residues)	Glycan pathways	Biosynthesis	Cell structure biosynthesis				
75	THISYN-PWY	Week_and_consortia	NS1_w5w6	0.211191920954955	0.0241045863141788	45	45	4.0700538215087793e-11	1.64944286450619e-10	THISYN-PWY	superpathway of thiamine diphosphate biosynthesis I // superpathway of thiamine diphosphate biosynthesis (E .coli) // superpathway of vitamin B<sub>1</sub> biosynthesis (E .coli)	Superpathways	Biosynthesis	Cofactor, carrier, and vitamin biosynthesis				
76	NAGLIPASYN-PWY	Week_and_consortia	NS1_w5w6	0.223486066058672	0.0263104678490925	45	45	9.569948400310719e-11	3.82797936012429e-10	NAGLIPASYN-PWY	lipid IV<sub>A</sub> biosynthesis (<i>E. coli</i>) // lipid-A-precursor biosynthesis (<i>E. coli</i>)	Glycan pathways	Biosynthesis	Cell structure biosynthesis	Biosynthesis	Fatty acid and lipid biosynthesis		
77	PWY-7315	Week_and_consortia	NS1_w5w6	-0.416526518464367	0.0493133728035953	45	45	1.28312351241088e-10	5.06669284387885e-10	PWY-7315	dTDP-<i>N</i>-acetylthomosamine biosynthesis // dTDP-4-acetamido-&alpha;-D-fucose biosynthesis // dTDP-4-acetamido-4,6-dideoxy-&alpha;-D-galactose biosynthesis	Biosynthesis						
78	RUMP-PWY	Week_and_consortia	NS1_w5w6	1.39066478458672	0.166672316183291	45	45	1.5538112217476201e-10	6.05789691516793e-10	RUMP-PWY	formaldehyde oxidation I // dissimilatory RUMP cycle	Degradation/utilization/assimilation	Generation of precursor metabolites and energy					
79	PWY-1861	Week_and_consortia	NS1_w5w6	1.39340329383915	0.167814894036534	45	45	1.77094850525038e-10	6.81815174521396e-10	PWY-1861	formaldehyde assimilation II (assimilatory RuMP Cycle) // ribulose monophosphate cycle // formaldehyde assimilation // assimilatory RuMP pathway	Degradation/utilization/assimilation						
80	PWY-6897	Week_and_consortia	NS1_w5w6	0.1982168205255	0.0238977484380786	45	45	1.8223139144046702e-10	6.92929241526713e-10	PWY-6897	thiamine diphosphate salvage II // thiamin salvage II	Superpathways	Biosynthesis	Cofactor, carrier, and vitamin biosynthesis				
81	PWY-1622	Week_and_consortia	NS1_w5w6	-3.97076650343889	0.481629081301417	45	45	2.1418191269414401e-10	8.04488159875567e-10	PWY-1622	formaldehyde assimilation I (serine pathway)	Degradation/utilization/assimilation						
82	FERMENTATION-PWY	Week_and_consortia	NS1_w5w6	-0.456581585821076	0.0559166174681198	45	45	2.76752916933359e-10	1.02698672789728e-09	FERMENTATION-PWY	mixed acid fermentation // fermentation	Superpathways	Generation of precursor metabolites and energy					
83	PWY-7237	Week_and_consortia	NS1_w5w6	1.62647250622941	0.198715449616739	45	45	3.00177006043471e-10	1.1006490221594e-09	PWY-7237	<i>myo</i>-, <i>chiro</i>- and <i>scyllo</i>-inositol degradation	Degradation/utilization/assimilation						
84	GLUCONEO-PWY	Week_and_consortia	NS1_w5w6	0.103761874183281	0.0128999220670467	45	45	4.73979652859277e-10	1.7174792127136201e-09	GLUCONEO-PWY	gluconeogenesis I	Biosynthesis						
85	PYRIDOXSYN-PWY	Week_and_consortia	NS1_w5w6	0.252237400473186	0.0321126115180933	45	45	7.620086108650401e-10	2.7290540947259604e-09	PYRIDOXSYN-PWY	pyridoxal 5'-phosphate biosynthesis I // vitamin B<sub>6</sub> biosynthesis // deoxyxylulose-dependent pyridoxal 5'-phosphate biosynthesis	Biosynthesis						
86	REDCITCYC	Week_and_consortia	NS1_w5w6	1.5624703056095	0.198020234615542	45	45	7.72316755568218e-10	2.7341788587932304e-09	REDCITCYC	TCA cycle VI (Helicobacter) // Krebs cycle // tricarboxylic acid cycle // TCA cycle // citric acid cycle	Generation of precursor metabolites and energy						
87	PWY-5180	Week_and_consortia	NS1_w5w6	1.05566184722431	0.13478805475615	45	45	9.44587329890217e-10	3.2689089618672704e-09	PWY-5180	toluene degradation I (aerobic) (<I>via</I> <i>o</I>-cresol)	Degradation/utilization/assimilation	Superpathways					
88	PWY-5182	Week_and_consortia	NS1_w5w6	1.05566184722431	0.13478805475615	45	45	9.44587329890217e-10	3.2689089618672704e-09									
89	PANTO-PWY	Week_and_consortia	NS1_w5w6	0.152362922528217	0.0197730185409257	45	45	1.243153045416e-09	4.2543459776458806e-09	PANTO-PWY	phosphopantothenate biosynthesis I // vitamin B<sub>5</sub> biosynthesis	Biosynthesis						
90	TRPSYN-PWY	Week_and_consortia	NS1_w5w6	0.130556265933919	0.0170347651745948	45	45	1.42490328398129e-09	4.82274957655206e-09	TRPSYN-PWY	L-tryptophan biosynthesis	Biosynthesis						
91	PWY-7371	Week_and_consortia	NS1_w5w6	-1.90949229461432	0.252297132392986	45	45	1.95285816234019e-09	6.537829500008471e-09	PWY-7371	5,8-dihydroxy-2-naphthoate biosynthesis II // modified futalosine pathway // 1,4-dihydroxy-6-naphthoate biosynthesis II	Biosynthesis						
92	PWY-7374	Week_and_consortia	NS1_w5w6	-1.90090856018067	0.251475140382812	45	45	2.0143166052399703e-09	6.6710700474614206e-09	PWY-7374	5,8-dihydroxy-2-naphthoate biosynthesis I // futalosine pathway // 1,4-dihydroxy-6-naphthoate biosynthesis I	Biosynthesis						
93	PWY-6353	Week_and_consortia	NS1_w5w6	-0.467219677342182	0.0626241980165186	45	45	2.7871695535651702e-09	9.132427898915662e-09	PWY-6353	purine nucleotides degradation II (aerobic) // purine nucleotides catabolism	Degradation/utilization/assimilation	Superpathways					
94	PWY0-1297	Week_and_consortia	NS1_w5w6	-0.608930482754847	0.0818743969321493	45	45	3.01054558239173e-09	9.760505677648991e-09	PWY0-1297	superpathway of purine deoxyribonucleosides degradation	Degradation/utilization/assimilation	Superpathways					
95	PWY-6317	Week_and_consortia	NS1_w5w6	-0.5632367730343	0.0760967108763143	45	45	3.3889206861834e-09	1.08727872015051e-08	PWY-6317	D-galactose degradation I (Leloir pathway) // Leloir pathway	Degradation/utilization/assimilation						
