pathway	sequence	Plate1_1174R_0_M_S2_week9_S56_L001	Plate1_160R_0_F_S2_week10_S49_L001	Plate1_160R_L_F_S2_week10_S50_L001	Plate1_2446R_0_F_S2_week9_S55_L001	Plate1_3795R_R_F_S2_week10_S51_L001	Plate1_3896R_0_M_S2_week10_S52_L001	Plate1_3896R_L_M_S2_week10_S53_L001	Plate1_3909R_R_M_S2_week10_S54_L001	Plate2_073R_0_M_S2_week5_S52_L001	Plate2_073R_0_M_S2_week9_S55_L001	Plate2_1067R_R_M_S2_week5_S56_L001	Plate2_1067R_R_M_S2_week9_S59_L001	Plate2_1152R_0_M_S2_week9_S60_L001	Plate2_2404R_R_F_S2_week5_S35_L001	Plate2_2404R_R_F_S2_week9_S38_L001	Plate2_2446R_L_F_S2_week5_S39_L001	Plate2_2446R_L_F_S2_week9_S42_L001	Plate2_3795R_0_F_S2_week5_S43_L001	Plate2_3795R_0_F_S2_week9_S46_L001	Plate2_3909R_0_M_S2_week5_S61_L001	Plate2_3909R_0_M_S2_week9_S64_L001	Plate2_3918R_R_M_S2_week5_S65_L001	Plate2_3918R_R_M_S2_week9_S68_L001	Plate2_3969R_0_F_S2_week5_S47_L001	Plate2_3969R_0_F_S2_week9_S50_L001	Plate2_3980R_0_F_S2_week9_S51_L001	Plate3_073R_R_M_S2_Pellet_week9_S61_L001	Plate3_073R_R_M_S2_week5_S33_L001	Plate3_1067R_0_M_S2_week5_S34_L001	Plate3_1067R_0_M_S2_week9_S62_L001	Plate3_1067R_L_M_S2_week5_S35_L001	Plate3_1067R_L_M_S2_week9_S63_L001	Plate3_1152R_0_M_S2_week5_S36_L001	Plate3_1152R_L_M_S2_week5_S37_L001	Plate3_1152R_L_M_S2_week9_S64_L001	Plate3_1152R_R_M_S2_week5_S38_L001	Plate3_1152R_R_M_S2_week9_S65_L001	Plate3_1174R_0_M_S2_week5_S39_L001	Plate3_2404R_0_F_S2_week5_S40_L001	Plate3_2404R_0_F_S2_week9_S66_L001	Plate3_2404R_L_F_S2_week5_S41_L001	Plate3_2404R_L_F_S2_week9_S67_L001	Plate3_2446R_0_F_S2_week5_S42_L001	Plate3_2446R_RL_F_S2_Pellet_week9_S69_L001	Plate3_2446R_RL_F_S2_week5_S44_L001	Plate3_2446R_R_F_S2_Pellet_week9_S68_L001	Plate3_2446R_R_F_S2_week5_S43_L001	Plate3_2453R_0_F_S2_Pellet_week9_S70_L001	Plate3_2453R_0_F_S2_week5_S45_L001	Plate3_2453R_L_F_S2_Pellet_week9_S71_L001	Plate3_2453R_L_F_S2_week5_S46_L001	Plate3_2453R_R_F_S2_Pellet_week9_S72_L001	Plate3_2453R_R_F_S2_week5_S47_L001	Plate3_3795R_L_F_S2_week5_S48_L001	Plate3_3795R_L_F_S2_week9_S73_L001	Plate3_3880R_0_F_S2_week5_S49_L001	Plate3_3880R_0_F_S2_week9_S74_L001	Plate3_3880R_L_F_S2_week5_S50_L001	Plate3_3880R_L_F_S2_week9_S75_L001	Plate3_3880R_R_F_S2_week5_S51_L001	Plate3_3880R_R_F_S2_week9_S76_L001	Plate3_3909R_L_M_S2_week5_S52_L001	Plate3_3909R_L_M_S2_week9_S77_L001	Plate3_3918R_0_M_S2_week5_S53_L001	Plate3_3918R_0_M_S2_week9_S78_L001	Plate3_3918R_L_M_S2_week5_S54_L001	Plate3_3918R_L_M_S2_week9_S79_L001	Plate3_3918R_RL_M_S2_week5_S55_L001	Plate3_3918R_RL_M_S2_week9_S80_L001	Plate3_3918R_RR_M_S2_week5_S56_L001	Plate3_3918R_RR_M_S2_week9_S81_L001	Plate3_3969R_R_F_S2_Pellet_week9_S82_L001	Plate3_3969R_R_F_S2_week5_S57_L001	Plate3_3980R_0_F_S2_week5_S58_L001	Plate3_3980R_L_F_S2_Pellet_week9_S83_L001	Plate3_3980R_L_F_S2_week5_S59_L001	Plate3_3980R_R_F_S2_Pellet_week9_S84_L001	Plate3_3980R_R_F_S2_week5_S60_L001	Plate5_048R_S2_R_Female_week5_S61_L001	Plate5_048R_S2_R_Female_week9_S75_L001	Plate5_1050R_S2_L_Male_week5_S68_L001	Plate5_1050R_S2_L_Male_week9_S82_L001	Plate5_1050R_S2_RR_Male_week5_S70_L001	Plate5_1050R_S2_RR_Male_week9_S84_L001	Plate5_1050R_S2_R_Male_week5_S69_L001	Plate5_1050R_S2_R_Male_week9_S83_L001	Plate5_1127R_S2_0_Female_week5_S62_L001	Plate5_1127R_S2_0_Female_week9_S76_L001	Plate5_1127R_S2_R_Female_week5_S63_L001	Plate5_1127R_S2_R_Female_week9_S77_L001	Plate5_2514R_S2_L_Male_week5_S71_L001	Plate5_2514R_S2_L_Male_week9_S85_L001	Plate5_2514R_S2_R_Male_week5_S72_L001	Plate5_2514R_S2_R_Male_week9_S86_L001	Plate5_3995R_S2_0_Female_week5_S64_L001	Plate5_3995R_S2_0_Female_week9_S78_L001	Plate5_3995R_S2_L_Female_week5_S65_L001	Plate5_3995R_S2_L_Female_week9_S79_L001	Plate5_3995R_S2_RR_Female_week5_S67_L001	Plate5_3995R_S2_RR_Female_week9_S81_L001	Plate5_3995R_S2_R_Female_week5_S66_L001	Plate5_3995R_S2_R_Female_week9_S80_L001	Plate5_3997R_S2_L_Male_week5_S73_L001	Plate5_3997R_S2_L_Male_week9_S87_L001	Plate5_3997R_S2_R_Male_week5_S74_L001	Plate5_3997R_S2_R_Male_week9_S88_L001	Taxa
GLUCONEO-PWY	ASVp3_9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	604.3660273972603	221.68109589041092	256.25424657534245	725.7336986301369	393.9550684931506	557.9704109589042	194.8142465753424	409.5517808219178	411.80054794520544	175.83780821917807	413.11561643835614	244.4186301369863	82.09972602739725	445.8082191780821	429.8432876712329	344.1665753424657	304.7145205479452	829.2427397260274	176.78465753424658	350.18958904109587	81.35013698630137	326.88657534246573	179.23068493150683	453.3172602739726	312.6049315068493	293.64164383561643	49.40712328767123	249.67890410958904	225.626301369863	142.77698630136985	173.9704109589041	114.59506849315068	330.26630136986296	204.96657534246577	344.1665753424657	161.37205479452052	467.598904109589	288.0	503.6712328767123	210.9764383561644	713.8980821917808	258.1347945205479	481.49917808219175	96.18410958904109	638.557808219178	470.9786301369863	294.19397260273973	263.01369863013696	340.22136986301365	419.6909589041096	394.9019178082192	245.91780821917808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Alistipes_finegoldii
GLUCONEO-PWY	ASVp5_10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	393.5255813953488	169.67441860465115	180.68837209302328	283.3860465116279	218.7906976744186	295.5906976744186	108.65116279069768	317.0232558139535	171.75813953488372	273.26511627906973	186.04651162790697	310.47441860465113	242.0093023255814	377.4511627906977	319.4046511627907	380.72558139534885	587.0139534883721	273.5627906976744	239.3302325581396	489.07906976744187	249.74883720930237	385.1906976744186	295.5906976744186	430.4372093023256	226.53023255813952	395.6093023255814	413.4697674418605	230.10232558139532	Bacteroides_thetaiotaomicron
GLUCONEO-PWY	ASVp5_12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	533.0643478260869	593.4886956521739	765.815652173913	642.3791304347826	487.15130434782606	791.4573913043479	490.1426086956522	490.3373913043478	536.64	723.0747826086957	592.695652173913	587.1304347826086	345.4469565217391	796.0208695652174	506.24	1198.1078260869565	823.6521739130435	470.8591304347826	458.1426086956522	969.1408695652176	535.0539130434782	1075.2834782608695	491.1304347826087	827.2278260869566	582.1634782608695	1332.8695652173913	1072.695652173913	498.88	Parabacteroides_merdae
GLUCONEO-PWY	ASVp5_13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	273.5342465753424	655.4695890410959	527.5265753424657	536.1665753424656	258.1347945205479	624.0920547945205	242.7221917808219	455.94739726027393	423.83342465753424	453.3172602739726	533.1682191780822	834.6871232876713	153.11342465753424	857.0432876712329	71.19780821917809	1565.4969863013698	337.4071232876712	490.7046575342465	213.79068493150683	611.8882191780822	177.15287671232878	1022.557808219178	250.9939726027397	829.0586301369862	173.0235616438356	1040.7846575342464	286.1194520547945	488.0745205479452	Phocaeicola_vulgatus
GLUCONEO-PWY	ASVp5_15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	414.6086956521739	435.8817391304348	574.8034782608695	480.0	377.0434782608696	579.9791304347826	356.36869565217387	384.9878260869565	388.1739130434783	524.3269565217391	466.28173913043474	422.5530434782608	285.6208695652174	583.151304347826	400.695652173913	921.8365217391304	613.5652173913044	330.3373913043478	340.8695652173913	702.8034782608695	395.1304347826087	763.8260869565217	388.3686956521738	639.8052173913044	420.5773913043478	992.4034782608696	826.0313043478261	371.2834782608696	Alistipes_finegoldii
GLUCONEO-PWY	ASVp5_16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	229.9387012987013	576.0	451.8607792207792	464.6774025974025	213.90545454545452	522.2150649350649	217.64571428571423	382.9277922077922	347.3080519480519	405.1948051948052	444.7293506493506	596.3096103896104	138.3896103896104	720.6233766233767	66.25246753246753	1291.461818181818	303.3225974025974	410.5433766233766	174.90701298701296	530.7553246753247	145.33402597402596	890.8924675324675	205.0036363636364	680.9018181818182	139.63636363636363	847.9667532467532	242.0446753246753	416.9516883116883	Parabacteroides_distasonis
GLUCONEO-PWY	ASVp5_18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	293.51724137931035	572.6896551724138	582.0689655172414	918.0689655172414	628.9655172413793	938.4827586206897	750.8965517241379	872.2758620689655	664.2758620689655	770.7586206896551	676.9655172413793	689.6551724137931	284.13793103448273	1264.551724137931	355.8620689655172	1132.1379310344828	465.1034482758621	987.5862068965516	320.0	818.2068965517241	487.7241379310345	1216.0	384.5517241379311	1056.551724137931	346.48275862068965	907.5862068965516	491.0344827586207	1046.6206896551723	Parabacteroides_distasonis
GLUCONEO-PWY	ASVp5_19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	209.89217391304348	219.6313043478261	278.6643478260869	249.0434782608696	166.3582608695652	281.44695652173914	182.45565217391305	184.05565217391305	208.29217391304348	274.88	213.2730434782609	199.5547826086957	141.91304347826087	274.6852173913044	182.45565217391305	445.4121739130434	301.5095652173913	173.5095652173913	162.5878260869565	366.3165217391305	206.1078260869565	383.0121739130435	206.7060869565217	309.6626086956522	201.7391304347826	479.20695652173913	401.8921739130435	188.2295652173913	Flavonifractor_plautii
GLUCONEO-PWY	ASVp5_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4189.058630136986	1455.215342465753	6126.154520547945	2688.5654794520547	5321.148493150685	4423.140821917807	4437.422465753424	2028.7693150684927	3090.976438356164	3041.0038356164378	3490.573150684931	2808.6049315068494	3058.4679452054797	2677.663561643836	5579.270136986301	1414.448219178082	5947.12109589041	1769.700821917808	3494.5183561643835	2521.7358904109587	4725.6065753424655	2578.4679452054797	3287.671232876712	2044.931506849315	6054.956712328767	2751.123287671233	7652.3835616438355	1636.878904109589	Phocaeicola_dorei
GLUCONEO-PWY	ASVp5_21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	181.66260869565212	196.77217391304347	255.59652173913045	226.5878260869565	169.93391304347827	268.32695652173913	179.28347826086957	167.94434782608695	178.49043478260867	240.0973913043478	197.3704347826087	216.64	127.40173913043476	280.055652173913	167.94434782608695	425.335652173913	274.4904347826087	160.0	153.83652173913043	330.93565217391307	185.83652173913043	361.1408695652174	170.14260869565217	282.0313043478261	192.9878260869565	466.88	339.07478260869567	182.8591304347826	Eisenbergiella_tayi
GLUCONEO-PWY	ASVp5_24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	426.1714285714286	94.62857142857143	339.42857142857144	303.7714285714286	245.4857142857143	294.1714285714286	201.6	218.05714285714285	309.6	239.65714285714287	218.74285714285716	526.2857142857143	226.28571428571428	352.45714285714286	142.28571428571428	396.0	420.6857142857143	266.4	316.1142857142857	338.74285714285713	282.85714285714283	321.6	399.4285714285714	382.2857142857143	397.0285714285714	394.2857142857143	480.3428571428572	202.97142857142856	Enterococcus_B_durans
GLUCONEO-PWY	ASVp5_25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.956521739130435	0.0	0.0	0.0	10.72695652173913	0.0	0.0	0.0	12.716521739130435	9.335652173913044	0.0	0.0	0.0	8.15304347826087	0.0	0.0	6.956521739130435	10.532173913043476	0.0	0.0	7.5547826086956515	Enterococcus_A_avium
GLUCONEO-PWY	ASVp5_26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	91.61290322580643	177.4193548387097	354.83870967741933	239.03225806451613	200.96774193548387	240.96774193548387	174.51612903225805	207.4193548387097	253.8709677419355	174.51612903225805	231.61290322580643	188.06451612903223	174.19354838709677	322.5806451612903	300.64516129032256	486.4516129032258	299.6774193548387	240.0	217.74193548387095	203.54838709677415	147.74193548387098	419.0322580645161	136.1290322580645	400.0	95.48387096774194	280.96774193548384	248.38709677419357	191.29032258064515	Flavonifractor_plautii
GLUCONEO-PWY	ASVp5_33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	185.48387096774192	94.51612903225806	103.87096774193547	100.32258064516128	105.80645161290322	150.32258064516128	56.774193548387096	162.5806451612903	81.93548387096774	143.2258064516129	86.12903225806451	158.38709677419354	112.58064516129032	176.7741935483871	130.6451612903226	127.09677419354838	261.93548387096774	126.77419354838707	104.51612903225806	288.7096774193548	103.5483870967742	207.0967741935484	129.03225806451613	226.4516129032258	103.2258064516129	207.4193548387097	149.3548387096774	128.06451612903226	Ruminococcus_B_gnavus
GLUCONEO-PWY	ASVp5_36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109.71428571428572	47.45142857142857	103.4057142857143	100.11428571428571	76.25142857142858	157.44	65.28	78.17142857142858	75.97714285714285	52.38857142857143	111.90857142857142	165.94285714285715	125.89714285714284	178.55999999999997	184.86857142857144	202.42285714285717	176.3657142857143	160.45714285714286	122.88	163.2	115.74857142857144	137.6914285714286	120.41142857142856	216.68571428571428	59.52	85.85142857142857	191.7257142857143	96.82285714285712	Escherichia_coli
GLUCONEO-PWY	ASVp5_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	486.4083116883117	1256.901818181818	954.6514285714286	964.9870129870128	487.118961038961	1120.4696103896104	474.6514285714285	835.1501298701298	771.5657142857143	857.5916883116884	934.7033766233768	1641.0888311688311	291.7402597402597	1676.347012987013	126.45818181818184	3043.860779220779	663.0981818181818	894.9942857142858	413.2114285714286	1193.678961038961	305.45454545454544	1894.890389610389	465.038961038961	1465.2966233766233	311.86285714285714	1919.463896103896	489.7994805194805	936.1371428571427	Phocaeicola_vulgatus
GLUCONEO-PWY	ASVp5_44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	97.248	48.88533333333333	20.981333333333332	46.4	49.781333333333336	32.0	16.714666666666666	22.218666666666664	43.552	198.752	17.418666666666663	313.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Holdemania_filiformis
GLUCONEO-PWY	ASVp5_5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1251.2582781456954	1974.0397350993376	3697.748344370861	4968.476821192054	2756.026490066225	7091.12582781457	2820.0	3861.8543046357618	2657.880794701987	3764.105960264901	2708.741721854305	8998.013245033113	1884.635761589404	5331.655629139073	1649.8013245033114	9358.807947019868	2312.582781456954	2967.019867549669	2409.9337748344374	4555.629139072848	1792.450331125828	5250.198675496689	1608.4768211920532	6832.847682119206	1434.8344370860927	6807.814569536425	2492.9801324503314	2752.8476821192057	Hungatella_effluvii
GLUCONEO-PWY	ASVp5_6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1231.8857142857144	266.0571428571429	926.7428571428572	792.3428571428572	677.4857142857143	822.5142857142857	506.4	589.3714285714286	853.7142857142857	644.5714285714286	647.3142857142857	1360.1142857142856	610.6285714285715	970.9714285714284	358.9714285714286	1059.7714285714285	1076.2285714285715	690.8571428571429	811.5428571428572	933.6	820.1142857142858	957.2571428571428	1086.857142857143	998.4	1108.1142857142856	1063.8857142857144	1279.2	487.2	Eisenbergiella_tayi
GLUCONEO-PWY	ASVp5_61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.314666666666668	6.581333333333333	0.0	9.248	9.418666666666669	4.981333333333334	0.0	0.0	8.181333333333333	44.448	0.0	63.114666666666665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_fermentum
