Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
1152R_R_M_S2_week5_S38_L001_R2_001	1152R_R_M_S2_week5_S38_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	95198.0	0.0	50-301	52.0	6.5043383264354295	261.5623647555621	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
1152R_R_M_S2_week9_S65_L001_R1_001	1152R_R_M_S2_week9_S65_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	94313.0	0.0	54-301	49.0	2.517150339825899	279.083975697942	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
1152R_R_M_S2_week9_S65_L001_R2_001	1152R_R_M_S2_week9_S65_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	94313.0	0.0	50-301	52.0	6.6406539925567	261.0197639773944	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
1152R_S2_week28_S31_L001_R1_001	1152R_S2_week28_S31_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	120176.0	0.0	52-301	50.0	2.373185993875649	278.7534532685395	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
1152R_S2_week28_S31_L001_R2_001	1152R_S2_week28_S31_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	120176.0	0.0	50-301	52.0	6.557881773399014	260.1994324990015	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
1174R_0_M_S2_diabetes_S10_L001_R1_001	1174R_0_M_S2_diabetes_S10_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	119295.0	0.0	54-301	50.0	2.297665451192422	278.8609832767509	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
1174R_0_M_S2_diabetes_S10_L001_R2_001	1174R_0_M_S2_diabetes_S10_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	119295.0	0.0	50-301	53.0	6.9919108093381945	258.972144683348	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
1174R_0_M_S2_week5_S39_L001_R1_001	1174R_0_M_S2_week5_S39_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	104545.0	0.0	57-301	49.0	2.574011191353006	279.45116457028075	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
1174R_0_M_S2_week5_S39_L001_R2_001	1174R_0_M_S2_week5_S39_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	104545.0	0.0	50-301	52.0	6.017504423932278	262.9233535797982	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
1174R_S2_week14_S21_L001_R1_001	1174R_S2_week14_S21_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	124070.0	0.0	52-301	49.0	2.3656000644797293	279.20751994841623	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
1174R_S2_week14_S21_L001_R2_001	1174R_S2_week14_S21_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	124070.0	0.0	50-301	52.0	5.784637704521641	262.2513178044652	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
2402R_R_F_S5_Pellet_week9_S5_L001_R1_001	2402R_R_F_S5_Pellet_week9_S5_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	88628.0	0.0	55-301	50.0	2.7260008123843478	278.4363180936047	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
2402R_R_F_S5_Pellet_week9_S5_L001_R2_001	2402R_R_F_S5_Pellet_week9_S5_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	88628.0	0.0	50-301	53.0	7.446856523897639	259.61794241097624	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
2404R_0_F_S2_week5_S40_L001_R1_001	2404R_0_F_S2_week5_S40_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	118644.0	0.0	54-301	49.0	2.278244158996662	279.47969555982604	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
2404R_0_F_S2_week5_S40_L001_R2_001	2404R_0_F_S2_week5_S40_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	118644.0	0.0	50-301	52.0	6.001146286369306	261.53612487778565	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
2404R_0_F_S2_week9_S66_L001_R1_001	2404R_0_F_S2_week9_S66_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	105658.0	0.0	66-301	50.0	2.344356319445759	279.2726816710519	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
2404R_0_F_S2_week9_S66_L001_R2_001	2404R_0_F_S2_week9_S66_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	105658.0	0.0	50-301	52.0	6.434912642677318	260.37109352817583	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
2404R_L_F_S2_diabetes_S11_L001_R1_001	2404R_L_F_S2_diabetes_S11_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	116390.0	0.0	55-301	49.0	2.6153449609072945	279.3389981957213	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
2404R_L_F_S2_diabetes_S11_L001_R2_001	2404R_L_F_S2_diabetes_S11_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	116390.0	0.0	50-301	52.0	6.720508634762437	262.55598419108173	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
2404R_L_F_S2_week5_S41_L001_R1_001	2404R_L_F_S2_week5_S41_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	125210.0	0.0	54-301	49.0	2.612411149269228	279.13131539014455	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
2404R_L_F_S2_week5_S41_L001_R2_001	2404R_L_F_S2_week5_S41_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	125210.0	0.0	50-301	52.0	7.434709687724622	261.1933152304129	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
2404R_L_F_S2_week9_S67_L001_R1_001	2404R_L_F_S2_week9_S67_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	110382.0	0.0	52-301	50.0	2.3608921744487326	279.22191118117087	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
2404R_L_F_S2_week9_S67_L001_R2_001	2404R_L_F_S2_week9_S67_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	110382.0	0.0	50-300	53.0	6.2265586780453335	260.16318783859685	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
2404R_S2_week14_S22_L001_R1_001	2404R_S2_week14_S22_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	141510.0	0.0	54-301	49.0	2.3058441099568934	278.78283513532614	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
2404R_S2_week14_S22_L001_R2_001	2404R_S2_week14_S22_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	141510.0	0.0	50-301	52.0	5.728923750971663	262.66462440816906	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
2446R_0_F_S2_week5_S42_L001_R1_001	2446R_0_F_S2_week5_S42_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	116737.0	0.0	54-301	49.0	2.3925576295433326	279.4655935992873	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
2446R_0_F_S2_week5_S42_L001_R2_001	2446R_0_F_S2_week5_S42_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	116737.0	0.0	50-301	52.0	6.9026958033871	260.86539828846037	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
2446R_L_F_S2_diabetes_S12_L001_R1_001	2446R_L_F_S2_diabetes_S12_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	129887.0	0.0	61-301	50.0	2.437503368312456	278.6900613610292	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
2446R_L_F_S2_diabetes_S12_L001_R2_001	2446R_L_F_S2_diabetes_S12_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	129887.0	0.0	50-301	53.0	6.66194461339472	261.2923233271998	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
2446R_RL_F_S2_Pellet_week9_S69_L001_R1_001	2446R_RL_F_S2_Pellet_week9_S69_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	132285.0	0.0	54-301	49.0	2.2950447896586916	279.2756775144574	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
2446R_RL_F_S2_Pellet_week9_S69_L001_R2_001	2446R_RL_F_S2_Pellet_week9_S69_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	132285.0	0.0	50-301	52.0	6.182106814831614	262.5890312582681	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
2446R_RL_F_S2_week5_S44_L001_R1_001	2446R_RL_F_S2_week5_S44_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	112688.0	0.0	57-301	50.0	2.545967627431492	278.6020516825217	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
2446R_RL_F_S2_week5_S44_L001_R2_001	2446R_RL_F_S2_week5_S44_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	112688.0	0.0	50-301	53.0	6.861422689194946	259.9642552889394	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
2446R_R_F_S2_Pellet_week9_S68_L001_R1_001	2446R_R_F_S2_Pellet_week9_S68_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	101510.0	0.0	54-301	50.0	2.3948379470002954	278.8090040390109	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
2446R_R_F_S2_Pellet_week9_S68_L001_R2_001	2446R_R_F_S2_Pellet_week9_S68_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	101510.0	0.0	50-301	53.0	6.224017338193281	260.8222047088957	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
2446R_R_F_S2_week5_S43_L001_R1_001	2446R_R_F_S2_week5_S43_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	124342.0	0.0	60-301	49.0	2.185906612407714	279.4809316240691	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
2446R_R_F_S2_week5_S43_L001_R2_001	2446R_R_F_S2_week5_S43_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	124342.0	0.0	50-301	52.0	6.685592961348538	260.8080616364543	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
2446R_S2_week15_S24_L001_R1_001	2446R_S2_week15_S24_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	103977.0	0.0	53-301	49.0	2.3774488588822527	279.1280090789309	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
2446R_S2_week15_S24_L001_R2_001	2446R_S2_week15_S24_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	103977.0	0.0	50-301	52.0	5.812823989920847	261.85798782423035	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
2453R_0_F_S2_Pellet_week9_S70_L001_R1_001	2453R_0_F_S2_Pellet_week9_S70_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	109003.0	0.0	54-301	50.0	2.5072704420979237	278.74391530508336	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
2453R_0_F_S2_Pellet_week9_S70_L001_R2_001	2453R_0_F_S2_Pellet_week9_S70_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	109003.0	0.0	50-301	53.0	6.738346651009605	260.78122620478337	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
2453R_0_F_S2_week5_S45_L001_R1_001	2453R_0_F_S2_week5_S45_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	97910.0	0.0	56-301	49.0	2.495148605862527	278.86581554488816	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
2453R_0_F_S2_week5_S45_L001_R2_001	2453R_0_F_S2_week5_S45_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	97910.0	0.0	50-301	52.0	7.18006332346032	260.02290879379024	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
2453R_L_F_S2_Pellet_week9_S71_L001_R1_001	2453R_L_F_S2_Pellet_week9_S71_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	110116.0	0.0	54-301	49.0	2.6290457335900324	279.18107268698463	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
2453R_L_F_S2_Pellet_week9_S71_L001_R2_001	2453R_L_F_S2_Pellet_week9_S71_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	110116.0	0.0	50-301	52.0	6.412328816884013	262.4398452540957	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
2453R_L_F_S2_diabetes_S13_L001_R1_001	2453R_L_F_S2_diabetes_S13_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	149930.0	0.0	54-301	49.0	2.286400320149403	279.2657640232108	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
2453R_L_F_S2_diabetes_S13_L001_R2_001	2453R_L_F_S2_diabetes_S13_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	149930.0	0.0	50-301	51.0	6.452344427399454	262.57124658173814	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
2453R_L_F_S2_week5_S46_L001_R1_001	2453R_L_F_S2_week5_S46_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	126854.0	0.0	53-301	49.0	2.4106453087801722	279.01751619972566	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
2453R_L_F_S2_week5_S46_L001_R2_001	2453R_L_F_S2_week5_S46_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	126854.0	0.0	50-301	51.0	6.868526022041086	261.7961278319958	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
2453R_R_F_S2_Pellet_week9_S72_L001_R1_001	2453R_R_F_S2_Pellet_week9_S72_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	95110.0	0.0	54-301	49.0	2.50762275260225	279.2600462622227	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
2453R_R_F_S2_Pellet_week9_S72_L001_R2_001	2453R_R_F_S2_Pellet_week9_S72_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	95110.0	0.0	50-301	52.0	6.652297339922196	261.12772579118916	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
2453R_R_F_S2_diabetes_S14_L001_R1_001	2453R_R_F_S2_diabetes_S14_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	116452.0	0.0	54-301	49.0	2.6208223130560233	278.9159138529179	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
2453R_R_F_S2_diabetes_S14_L001_R2_001	2453R_R_F_S2_diabetes_S14_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	116452.0	0.0	50-301	51.0	6.763301617833957	262.44941263353144	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
2453R_R_F_S2_week5_S47_L001_R1_001	2453R_R_F_S2_week5_S47_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	91188.0	0.0	54-301	49.0	2.816160021055402	278.8075952976269	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
