Sample	Unique Reads	Duplicate Reads
2446R_0_F_S2_week5_S42_L001_R2_001	8058.0	108679.0
2446R_L_F_S2_diabetes_S12_L001_R1_001	3167.0	126720.0
2446R_L_F_S2_diabetes_S12_L001_R2_001	8653.0	121234.0
2446R_RL_F_S2_Pellet_week9_S69_L001_R1_001	3036.0	129249.0
2446R_RL_F_S2_Pellet_week9_S69_L001_R2_001	8178.0	124107.0
2446R_RL_F_S2_week5_S44_L001_R1_001	2869.0	109819.0
2446R_RL_F_S2_week5_S44_L001_R2_001	7732.0	104956.0
2446R_R_F_S2_Pellet_week9_S68_L001_R1_001	2431.0	99079.0
2446R_R_F_S2_Pellet_week9_S68_L001_R2_001	6318.0	95192.0
2446R_R_F_S2_week5_S43_L001_R1_001	2718.0	121624.0
2446R_R_F_S2_week5_S43_L001_R2_001	8313.0	116029.0
2446R_S2_week15_S24_L001_R1_001	2472.0	101505.0
2446R_S2_week15_S24_L001_R2_001	6044.0	97933.0
2453R_0_F_S2_Pellet_week9_S70_L001_R1_001	2733.0	106270.0
2453R_0_F_S2_Pellet_week9_S70_L001_R2_001	7345.0	101658.0
2453R_0_F_S2_week5_S45_L001_R1_001	2443.0	95467.0
2453R_0_F_S2_week5_S45_L001_R2_001	7030.0	90880.0
2453R_L_F_S2_Pellet_week9_S71_L001_R1_001	2895.0	107221.0
2453R_L_F_S2_Pellet_week9_S71_L001_R2_001	7061.0	103055.0
2453R_L_F_S2_diabetes_S13_L001_R1_001	3428.0	146502.0
2453R_L_F_S2_diabetes_S13_L001_R2_001	9674.0	140256.0
2453R_L_F_S2_week5_S46_L001_R1_001	3059.0	123795.0
2453R_L_F_S2_week5_S46_L001_R2_001	8713.0	118141.0
2453R_R_F_S2_Pellet_week9_S72_L001_R1_001	2385.0	92725.0
2453R_R_F_S2_Pellet_week9_S72_L001_R2_001	6327.0	88783.0
2453R_R_F_S2_diabetes_S14_L001_R1_001	3052.0	113400.0
2453R_R_F_S2_diabetes_S14_L001_R2_001	7876.0	108576.0
2453R_R_F_S2_week5_S47_L001_R1_001	2568.0	88620.0
2453R_R_F_S2_week5_S47_L001_R2_001	6657.0	84531.0
2453R_S2_week21_S28_L001_R1_001	2617.0	96583.0
2453R_S2_week21_S28_L001_R2_001	6410.0	92790.0
2475R_RL_M_S5_Pellet_week9_S6_L001_R1_001	2589.0	101095.0
2475R_RL_M_S5_Pellet_week9_S6_L001_R2_001	7552.0	96132.0
3795R_L_F_S2_week5_S48_L001_R1_001	3114.0	125555.0
3795R_L_F_S2_week5_S48_L001_R2_001	9092.0	119577.0
3795R_L_F_S2_week9_S73_L001_R1_001	2568.0	106972.0
3795R_L_F_S2_week9_S73_L001_R2_001	8386.0	101154.0
3880R_0_F_S2_week5_S49_L001_R1_001	3083.0	122063.0
3880R_0_F_S2_week5_S49_L001_R2_001	9191.0	115955.0
3880R_0_F_S2_week9_S74_L001_R1_001	2546.0	124623.0
3880R_0_F_S2_week9_S74_L001_R2_001	8911.0	118258.0
3880R_L_F_S2_week5_S50_L001_R1_001	2587.0	98503.0
3880R_L_F_S2_week5_S50_L001_R2_001	7354.0	93736.0
3880R_L_F_S2_week9_S75_L001_R1_001	3208.0	145286.0
3880R_L_F_S2_week9_S75_L001_R2_001	9805.0	138689.0
3880R_R_F_S2_week5_S51_L001_R1_001	2865.0	119124.0
3880R_R_F_S2_week5_S51_L001_R2_001	8287.0	113702.0
3880R_R_F_S2_week9_S76_L001_R1_001	2848.0	105441.0
3880R_R_F_S2_week9_S76_L001_R2_001	7789.0	100500.0
3880R_S2_week15_S25_L001_R1_001	2431.0	96339.0
3880R_S2_week15_S25_L001_R2_001	6900.0	91870.0
3909R_0_M_S2_diabetes_S15_L001_R1_001	2869.0	106882.0
3909R_0_M_S2_diabetes_S15_L001_R2_001	7363.0	102388.0
3909R_L_M_S2_diabetes_S16_L001_R1_001	3444.0	136378.0
3909R_L_M_S2_diabetes_S16_L001_R2_001	9278.0	130544.0
3909R_L_M_S2_week5_S52_L001_R1_001	2607.0	96391.0
3909R_L_M_S2_week5_S52_L001_R2_001	7017.0	91981.0
3909R_L_M_S2_week9_S77_L001_R1_001	2964.0	115319.0
3909R_L_M_S2_week9_S77_L001_R2_001	8672.0	109611.0
3909R_S2_week21_S29_L001_R1_001	2775.0	107786.0
3909R_S2_week21_S29_L001_R2_001	7429.0	103132.0
3918R_0_M_S2_diabetes_S17_L001_R1_001	3220.0	138719.0
3918R_0_M_S2_diabetes_S17_L001_R2_001	8194.0	133745.0
3918R_0_M_S2_week5_S53_L001_R1_001	2863.0	113743.0
3918R_0_M_S2_week5_S53_L001_R2_001	8187.0	108419.0
3918R_0_M_S2_week9_S78_L001_R1_001	2601.0	99833.0
3918R_0_M_S2_week9_S78_L001_R2_001	7781.0	94653.0
3918R_L_M_S2_week5_S54_L001_R1_001	2916.0	106340.0
3918R_L_M_S2_week5_S54_L001_R2_001	8056.0	101200.0
3918R_L_M_S2_week9_S79_L001_R1_001	3136.0	125975.0
3918R_L_M_S2_week9_S79_L001_R2_001	9164.0	119947.0
3918R_RL_M_S2_week5_S55_L001_R1_001	2977.0	107939.0
3918R_RL_M_S2_week5_S55_L001_R2_001	7931.0	102985.0
3918R_RL_M_S2_week9_S80_L001_R1_001	2730.0	115057.0
3918R_RL_M_S2_week9_S80_L001_R2_001	8674.0	109113.0
3918R_RR_M_S2_week5_S56_L001_R1_001	3019.0	117364.0
3918R_RR_M_S2_week5_S56_L001_R2_001	8790.0	111593.0
3918R_RR_M_S2_week9_S81_L001_R1_001	2669.0	100956.0
3918R_RR_M_S2_week9_S81_L001_R2_001	7465.0	96160.0
3918R_S2_week29_S32_L001_R1_001	3014.0	109765.0
3918R_S2_week29_S32_L001_R2_001	7403.0	105376.0
3969R_R_F_S2_Pellet_week9_S82_L001_R1_001	2865.0	115905.0
3969R_R_F_S2_Pellet_week9_S82_L001_R2_001	8004.0	110766.0
3969R_R_F_S2_diabetes_S18_L001_R1_001	3025.0	118354.0
3969R_R_F_S2_diabetes_S18_L001_R2_001	7014.0	114365.0
3969R_R_F_S2_week5_S57_L001_R1_001	3337.0	136297.0
3969R_R_F_S2_week5_S57_L001_R2_001	10006.0	129628.0
3969R_S2_week18_S26_L001_R1_001	2545.0	104191.0
3969R_S2_week18_S26_L001_R2_001	6922.0	99814.0
3980R_0_F_S2_diabetes_S19_L001_R1_001	2974.0	128312.0
3980R_0_F_S2_diabetes_S19_L001_R2_001	7215.0	124071.0
3980R_0_F_S2_week5_S58_L001_R1_001	2879.0	120553.0
3980R_0_F_S2_week5_S58_L001_R2_001	8596.0	114836.0
3980R_L_F_S2_Pellet_week9_S83_L001_R1_001	2824.0	113767.0
3980R_L_F_S2_Pellet_week9_S83_L001_R2_001	7609.0	108982.0
3980R_L_F_S2_week5_S59_L001_R1_001	3305.0	138670.0
3980R_L_F_S2_week5_S59_L001_R2_001	9010.0	132965.0
3980R_R_F_S2_Pellet_week9_S84_L001_R1_001	3014.0	119922.0
3980R_R_F_S2_Pellet_week9_S84_L001_R2_001	7840.0	115096.0
3980R_R_F_S2_diabetes_S20_L001_R1_001	3076.0	142698.0
3980R_R_F_S2_diabetes_S20_L001_R2_001	7749.0	138025.0
3980R_R_F_S2_week5_S60_L001_R1_001	3394.0	152176.0
3980R_R_F_S2_week5_S60_L001_R2_001	9548.0	146022.0
3980R_S2_week14_S23_L001_R1_001	3203.0	142981.0
3980R_S2_week14_S23_L001_R2_001	7988.0	138196.0
NS6_defined_inocula_S86_L001_R1_001	4830.0	149032.0
NS6_defined_inocula_S86_L001_R2_001	11582.0	142280.0
Negative_extraction_S85_L001_R1_001	5758.0	210467.0
Negative_extraction_S85_L001_R2_001	17556.0	198669.0
Negtive_Control_S90_L001_R1_001	1177.0	363.0
Negtive_Control_S90_L001_R2_001	1245.0	295.0
Positive_Control_S89_L001_R1_001	3557.0	137091.0
Positive_Control_S89_L001_R2_001	10081.0	130567.0
S2_defined_inocula_S88_L001_R1_001	3931.0	112508.0
S2_defined_inocula_S88_L001_R2_001	9591.0	106848.0
S5_defined_inocula_S87_L001_R1_001	4929.0	171735.0
S5_defined_inocula_S87_L001_R2_001	13347.0	163317.0
