Sample	Top overrepresented sequence	Sum of remaining overrepresented sequences
1152R_L_M_S2_week5_S37_L001_R1_001	27.247072417394396	65.11417757334696
1152R_L_M_S2_week5_S37_L001_R2_001	36.630891273915076	50.76106037375286
1152R_L_M_S2_week9_S64_L001_R1_001	31.92311813333993	60.22632676441741
1152R_L_M_S2_week9_S64_L001_R2_001	29.96150961435436	55.87864401750612
1152R_R_M_S2_week5_S38_L001_R1_001	28.66761906762747	63.54860396226812
1152R_R_M_S2_week5_S38_L001_R2_001	26.844051345616503	60.03907645118595
1152R_R_M_S2_week9_S65_L001_R1_001	31.89274013126504	60.814521858068346
1152R_R_M_S2_week9_S65_L001_R2_001	30.58751179582878	56.142843510438645
1152R_S2_week28_S31_L001_R1_001	35.199207828518176	57.02136865929969
1152R_S2_week28_S31_L001_R2_001	31.063606710158435	55.337172147516966
1174R_0_M_S2_diabetes_S10_L001_R1_001	37.380443438534726	55.25126786537575
1174R_0_M_S2_diabetes_S10_L001_R2_001	32.731464017771074	53.328303784735326
1174R_0_M_S2_week5_S39_L001_R1_001	25.025587067769862	66.98933473623798
1174R_0_M_S2_week5_S39_L001_R2_001	32.8939691042135	54.623367927686644
1174R_S2_week14_S21_L001_R1_001	23.64794067864915	69.02555009268961
1174R_S2_week14_S21_L001_R2_001	28.611267832675104	58.940920448134115
2402R_R_F_S5_Pellet_week9_S5_L001_R1_001	29.92056686374509	61.90368732229092
2402R_R_F_S5_Pellet_week9_S5_L001_R2_001	26.346075732274226	58.88996705330143
2404R_0_F_S2_week5_S40_L001_R1_001	30.106031489160852	62.604935774249014
2404R_0_F_S2_week5_S40_L001_R2_001	30.623546070597758	56.471460840834766
2404R_0_F_S2_week9_S66_L001_R1_001	34.611671619754304	58.20193454352723
2404R_0_F_S2_week9_S66_L001_R2_001	30.341289821878135	56.435859092543865
2404R_L_F_S2_diabetes_S11_L001_R1_001	15.374173038920869	76.72738207749806
2404R_L_F_S2_diabetes_S11_L001_R2_001	34.51928859867686	51.89277429332417
2404R_L_F_S2_week5_S41_L001_R1_001	21.90719591086974	70.12459068764477
2404R_L_F_S2_week5_S41_L001_R2_001	32.70425684849453	52.60043127545723
2404R_L_F_S2_week9_S67_L001_R1_001	37.402837419144426	55.49364932688301
2404R_L_F_S2_week9_S67_L001_R2_001	33.050678552662575	53.94810748129224
2404R_S2_week14_S22_L001_R1_001	27.65246272348244	64.64066143735424
2404R_S2_week14_S22_L001_R2_001	30.59501095328952	56.549360469224794
2446R_0_F_S2_week5_S42_L001_R1_001	26.387520666112714	65.94738600443733
2446R_0_F_S2_week5_S42_L001_R2_001	34.46722118951146	51.535502882547945
2446R_L_F_S2_diabetes_S12_L001_R1_001	24.34346778353492	67.7950834186639
2446R_L_F_S2_diabetes_S12_L001_R2_001	25.38129297004319	60.879841708562054
2446R_RL_F_S2_Pellet_week9_S69_L001_R1_001	22.326794421136185	70.01398495672223
2446R_RL_F_S2_Pellet_week9_S69_L001_R2_001	31.90913557848585	54.83690516687456
2446R_RL_F_S2_week5_S44_L001_R1_001	32.79852335652421	59.425138435325856
2446R_RL_F_S2_week5_S44_L001_R2_001	28.90103649013205	57.1462799943206
2446R_R_F_S2_Pellet_week9_S68_L001_R1_001	40.82060880701409	51.90818638557777
2446R_R_F_S2_Pellet_week9_S68_L001_R2_001	36.29691655994483	50.909270022657864
2446R_R_F_S2_week5_S43_L001_R1_001	32.24172041627125	60.34163838445578
2446R_R_F_S2_week5_S43_L001_R2_001	32.302037927651156	53.85388686043332
2446R_S2_week15_S24_L001_R1_001	31.331929176644834	61.589582311472725
2446R_S2_week15_S24_L001_R2_001	32.573549919693775	55.11988228165845
2453R_0_F_S2_Pellet_week9_S70_L001_R1_001	34.64950505949378	57.55713145509756
2453R_0_F_S2_Pellet_week9_S70_L001_R2_001	30.537691623166335	55.61865269763217
2453R_0_F_S2_week5_S45_L001_R1_001	31.185782861811866	61.113267286283325
2453R_0_F_S2_week5_S45_L001_R2_001	31.467674394852413	54.44183433765703
2453R_L_F_S2_Pellet_week9_S71_L001_R1_001	19.84452758908787	72.19840895056123
2453R_L_F_S2_Pellet_week9_S71_L001_R2_001	26.561989175051764	59.82055287151731
2453R_L_F_S2_diabetes_S13_L001_R1_001	19.44640832388448	72.68592009604482
2453R_L_F_S2_diabetes_S13_L001_R2_001	37.17468151804175	49.03554992329754
2453R_L_F_S2_week5_S46_L001_R1_001	28.496539328677063	63.70157819225251
2453R_L_F_S2_week5_S46_L001_R2_001	36.40720828669179	49.43714821763603
2453R_R_F_S2_Pellet_week9_S72_L001_R1_001	29.394385448428135	63.11954578908632
2453R_R_F_S2_Pellet_week9_S72_L001_R2_001	27.554410682367784	59.329197771002
2453R_R_F_S2_diabetes_S14_L001_R1_001	19.964448871638098	72.00820939099371
2453R_R_F_S2_diabetes_S14_L001_R2_001	34.201215951636726	51.81791639473775
2453R_R_F_S2_week5_S47_L001_R1_001	31.66096416195113	60.43997017151379
2453R_R_F_S2_week5_S47_L001_R2_001	31.473439487651884	54.50388208974864
2453R_S2_week21_S28_L001_R1_001	28.51310483870968	63.79233870967742
2453R_S2_week21_S28_L001_R2_001	30.923387096774192	55.741935483870975
2475R_RL_M_S5_Pellet_week9_S6_L001_R1_001	30.626711932410018	61.35276416804908
2475R_RL_M_S5_Pellet_week9_S6_L001_R2_001	26.690714092820496	58.65032213263376
3795R_L_F_S2_week5_S48_L001_R1_001	30.350744934677348	61.94032750701412
3795R_L_F_S2_week5_S48_L001_R2_001	30.15955669197709	55.41117130000234
3795R_L_F_S2_week9_S73_L001_R1_001	48.49187511411356	43.75114113565821
3795R_L_F_S2_week9_S73_L001_R2_001	41.847726857768855	42.744203030856305
3880R_0_F_S2_week5_S49_L001_R1_001	41.62098668754894	50.195771339075954
3880R_0_F_S2_week5_S49_L001_R2_001	36.116216259409015	49.325587713550576
3880R_0_F_S2_week9_S74_L001_R1_001	62.678797505681416	29.944404689822207
3880R_0_F_S2_week9_S74_L001_R2_001	54.54631238745292	31.154605289024836
3880R_L_F_S2_week5_S50_L001_R1_001	38.91284993570086	53.152636264714616
3880R_L_F_S2_week5_S50_L001_R2_001	34.12899396577308	51.728163023048765
3880R_L_F_S2_week9_S75_L001_R1_001	45.9432704351691	46.72848734629008
3880R_L_F_S2_week9_S75_L001_R2_001	40.1221598179051	45.9183536035126
3880R_R_F_S2_week5_S51_L001_R1_001	35.02446941937388	57.29614965283755
3880R_R_F_S2_week5_S51_L001_R2_001	30.865897744878634	55.431227405749695
3880R_R_F_S2_week9_S76_L001_R1_001	27.396134418084937	64.5162481877199
3880R_R_F_S2_week9_S76_L001_R2_001	23.862072786709636	61.41898069055952
3880R_S2_week15_S25_L001_R1_001	34.46795585704161	58.379062468360836
3880R_S2_week15_S25_L001_R2_001	29.963551685734537	56.028146198238325
3909R_0_M_S2_diabetes_S15_L001_R1_001	28.970123279058964	63.00534847062896
3909R_0_M_S2_diabetes_S15_L001_R2_001	31.29903144390484	55.1247824621188
3909R_L_M_S2_diabetes_S16_L001_R1_001	17.944243395173864	74.15428187266667
3909R_L_M_S2_diabetes_S16_L001_R2_001	39.244181888400966	46.404714565662054
3909R_L_M_S2_week5_S52_L001_R1_001	32.042061455786985	60.04767773086325
3909R_L_M_S2_week5_S52_L001_R2_001	28.165215458898157	57.82339037152265
3909R_L_M_S2_week9_S77_L001_R1_001	31.421252420043455	60.32565964677933
3909R_L_M_S2_week9_S77_L001_R2_001	27.400387206952814	57.88490315599029
3909R_S2_week21_S29_L001_R1_001	29.502265717567678	62.928157306826094
3909R_S2_week21_S29_L001_R2_001	31.511111513101365	54.753484501768256
3918R_0_M_S2_diabetes_S17_L001_R1_001	20.46935655457626	72.05630587787711
3918R_0_M_S2_diabetes_S17_L001_R2_001	35.894997146661595	51.17057327443479
3918R_0_M_S2_week5_S53_L001_R1_001	24.418983585750304	67.78124624804897
3918R_0_M_S2_week5_S53_L001_R2_001	32.82764180230863	53.054731317427915
3918R_0_M_S2_week9_S78_L001_R1_001	25.788312474373743	66.16553097604312
3918R_0_M_S2_week9_S78_L001_R2_001	29.895347247984066	54.95343343030635
3918R_L_M_S2_week5_S54_L001_R1_001	24.707109907007396	67.46082595006224
3918R_L_M_S2_week5_S54_L001_R2_001	30.65735520246028	54.71369993409972
3918R_L_M_S2_week9_S79_L001_R1_001	24.115683404202585	67.74171062109347
3918R_L_M_S2_week9_S79_L001_R2_001	29.19425920332117	56.09436841167678
3918R_RL_M_S2_week5_S55_L001_R1_001	27.202567708896826	64.85989397381803
3918R_RL_M_S2_week5_S55_L001_R2_001	28.44314616466515	57.25864618269681
3918R_RL_M_S2_week9_S80_L001_R1_001	35.6872999567015	56.872999567015036
3918R_RL_M_S2_week9_S80_L001_R2_001	30.81239865180368	54.21056653111124
3918R_RR_M_S2_week5_S56_L001_R1_001	32.07761893290581	60.311671913808425
3918R_RR_M_S2_week5_S56_L001_R2_001	27.99896995422942	57.29048121412491
3918R_RR_M_S2_week9_S81_L001_R1_001	20.167913148371532	72.14957780458383
3918R_RR_M_S2_week9_S81_L001_R2_001	32.079131483715315	53.347165259348614
3918R_S2_week29_S32_L001_R1_001	20.431995318277338	71.5620815932044
3918R_S2_week29_S32_L001_R2_001	36.59014532847427	49.67768822209809
3969R_R_F_S2_Pellet_week9_S82_L001_R1_001	31.12823103477309	61.486907468215875
3969R_R_F_S2_Pellet_week9_S82_L001_R2_001	27.13058853245769	58.67053969857707
3969R_R_F_S2_diabetes_S18_L001_R1_001	18.45871196829765	73.59839840499592
3969R_R_F_S2_diabetes_S18_L001_R2_001	33.03372082485438	54.143632753606475
3969R_R_F_S2_week5_S57_L001_R1_001	32.764226477791944	59.21265594339487
3969R_R_F_S2_week5_S57_L001_R2_001	28.472291848690144	56.70037383445292
3969R_S2_week18_S26_L001_R1_001	33.5397616549243	59.26866286913506
3969R_S2_week18_S26_L001_R2_001	29.38558686853545	57.26840053964922
3980R_0_F_S2_diabetes_S19_L001_R1_001	30.41146809256128	62.07668753713267
3980R_0_F_S2_diabetes_S19_L001_R2_001	27.35554438401657	60.18692015904209
3980R_0_F_S2_week5_S58_L001_R1_001	37.32743534901808	55.49047248687537
3980R_0_F_S2_week5_S58_L001_R2_001	32.547475533087045	53.290880808866426
3980R_L_F_S2_Pellet_week9_S83_L001_R1_001	31.577909101045538	60.80915336518257
3980R_L_F_S2_Pellet_week9_S83_L001_R2_001	27.92496847955674	58.53110445917781
3980R_L_F_S2_week5_S59_L001_R1_001	24.525444620531783	67.73586899101954
3980R_L_F_S2_week5_S59_L001_R2_001	29.34671597112168	56.74097552385983
3980R_R_F_S2_Pellet_week9_S84_L001_R1_001	30.68100475043925	61.872844406845836
3980R_R_F_S2_Pellet_week9_S84_L001_R2_001	27.520010411921653	58.92984967788117
3980R_R_F_S2_diabetes_S20_L001_R1_001	28.76233073113175	63.732901614828435
3980R_R_F_S2_diabetes_S20_L001_R2_001	35.76906718619233	51.94273327205126
3980R_R_F_S2_week5_S60_L001_R1_001	31.704056051938036	60.52002314070836
3980R_R_F_S2_week5_S60_L001_R2_001	35.60969338561419	50.70257761779264
3980R_S2_week14_S23_L001_R1_001	30.60252832047283	61.901439282000766
3980R_S2_week14_S23_L001_R2_001	34.427844360531935	53.10157062332404
NS6_defined_inocula_S86_L001_R1_001	22.568275467626833	67.85626080513707
NS6_defined_inocula_S86_L001_R2_001	14.303076783091342	70.51578687395198
Negative_extraction_S85_L001_R1_001	61.7352295063013	28.077696843565725
Negative_extraction_S85_L001_R2_001	55.82240721470691	25.47901491501907
Negtive_Control_S90_L001_R1_001	10.909090909090908	17.922077922077925
Negtive_Control_S90_L001_R2_001	9.025974025974026	15.714285714285715
Positive_Control_S89_L001_R1_001	18.38277117342586	73.47776008190661
Positive_Control_S89_L001_R2_001	14.986348899380012	69.84813150560265
S2_defined_inocula_S88_L001_R1_001	9.10347907488041	81.4890200018894
S2_defined_inocula_S88_L001_R2_001	16.202475115725832	67.8776011473819
S5_defined_inocula_S87_L001_R1_001	21.40051170583707	69.6361454512521
S5_defined_inocula_S87_L001_R2_001	18.45310872616945	65.49551691346285
