Sample	fastqc-percent_duplicates	fastqc-percent_gc	fastqc-avg_sequence_length	fastqc-median_sequence_length	fastqc-percent_fails	fastqc-total_sequences
1067R_L_M_S2_week5_S35_L001_R1_001	97.5577614897751	49.0	279.556943883342	282	45.45454545454545	0.103962
1067R_L_M_S2_week5_S35_L001_R2_001	94.1584425078394	52.0	262.6626074911987	277	45.45454545454545	0.103962
1067R_L_M_S2_week9_S63_L001_R1_001	97.54538303746318	49.0	278.5983851813008	282	45.45454545454545	0.12967399999999998
1067R_L_M_S2_week9_S63_L001_R2_001	93.38109412835264	52.0	260.0563644215494	277	45.45454545454545	0.12967399999999998
1067R_R_M_S2_diabetes_S8_L001_R1_001	97.12313721574598	48.0	279.48061705898505	282	45.45454545454545	0.080122
1067R_R_M_S2_diabetes_S8_L001_R2_001	92.90332243328923	51.0	263.0208057711989	277	45.45454545454545	0.080122
1067R_S2_week27_S30_L001_R1_001	97.37940213676751	49.0	278.8995647325443	282	45.45454545454545	0.11119599999999999
1067R_S2_week27_S30_L001_R2_001	93.31720565487967	51.0	262.44758804273533	277	45.45454545454545	0.11119599999999999
1075R_RL_M_NS6_Pellet_week9_S3_L001_R1_001	97.51330299590757	48.0	279.78865158126024	282	45.45454545454545	0.09603099999999999
1075R_RL_M_NS6_Pellet_week9_S3_L001_R2_001	93.2698816007331	50.0	264.80938446959834	277	45.45454545454545	0.09603099999999999
1152R_0_M_S2_week5_S36_L001_R1_001	97.74530522610874	49.0	279.21124038295216	282	45.45454545454545	0.132967
1152R_0_M_S2_week5_S36_L001_R2_001	94.32265148495492	52.0	262.6925176923598	277	45.45454545454545	0.132967
1152R_L_M_S2_diabetes_S9_L001_R1_001	97.63097879206292	48.0	279.44063484183255	282	45.45454545454545	0.128914
1152R_L_M_S2_diabetes_S9_L001_R2_001	93.23812774407745	51.0	262.6947499883643	277	45.45454545454545	0.128914
1152R_L_M_S2_week5_S37_L001_R1_001	97.68978364405336	49.0	279.38490767282184	282	45.45454545454545	0.135009
1152R_L_M_S2_week5_S37_L001_R2_001	94.34185869090209	52.0	263.234021435608	277	45.45454545454545	0.135009
1152R_L_M_S2_week9_S64_L001_R1_001	97.53974729866727	49.0	279.0273388884768	282	45.45454545454545	0.12132899999999999
1152R_L_M_S2_week9_S64_L001_R2_001	93.17145942025402	52.0	260.2018890784561	277	45.45454545454545	0.12132899999999999
1152R_R_M_S2_week5_S38_L001_R1_001	97.38965104308915	50.0	278.9040736149919	282	45.45454545454545	0.09519799999999999
1152R_R_M_S2_week5_S38_L001_R2_001	93.49566167356457	52.0	261.5623647555621	277	45.45454545454545	0.09519799999999999
1152R_R_M_S2_week9_S65_L001_R1_001	97.4828496601741	49.0	279.083975697942	282	45.45454545454545	0.094313
1152R_R_M_S2_week9_S65_L001_R2_001	93.35934600744329	52.0	261.0197639773944	277	45.45454545454545	0.094313
1152R_S2_week28_S31_L001_R1_001	97.62681400612435	50.0	278.7534532685395	282	45.45454545454545	0.12017599999999999
1152R_S2_week28_S31_L001_R2_001	93.44211822660098	52.0	260.1994324990015	277	45.45454545454545	0.12017599999999999
1174R_0_M_S2_diabetes_S10_L001_R1_001	97.70233454880758	50.0	278.8609832767509	282	45.45454545454545	0.119295
1174R_0_M_S2_diabetes_S10_L001_R2_001	93.0080891906618	53.0	258.972144683348	277	45.45454545454545	0.119295
1174R_0_M_S2_week5_S39_L001_R1_001	97.42598880864699	49.0	279.45116457028075	282	45.45454545454545	0.104545
1174R_0_M_S2_week5_S39_L001_R2_001	93.98249557606772	52.0	262.9233535797982	277	45.45454545454545	0.104545
1174R_S2_week14_S21_L001_R1_001	97.63439993552026	49.0	279.20751994841623	282	45.45454545454545	0.12407
1174R_S2_week14_S21_L001_R2_001	94.21536229547836	52.0	262.2513178044652	277	45.45454545454545	0.12407
2402R_R_F_S5_Pellet_week9_S5_L001_R1_001	97.27399918761566	50.0	278.4363180936047	282	45.45454545454545	0.088628
2402R_R_F_S5_Pellet_week9_S5_L001_R2_001	92.55314347610236	53.0	259.61794241097624	277	45.45454545454545	0.088628
2404R_0_F_S2_week5_S40_L001_R1_001	97.72175584100334	49.0	279.47969555982604	282	45.45454545454545	0.118644
2404R_0_F_S2_week5_S40_L001_R2_001	93.9988537136307	52.0	261.53612487778565	277	45.45454545454545	0.118644
2404R_0_F_S2_week9_S66_L001_R1_001	97.65564368055423	50.0	279.2726816710519	282	45.45454545454545	0.105658
2404R_0_F_S2_week9_S66_L001_R2_001	93.56508735732268	52.0	260.37109352817583	277	45.45454545454545	0.105658
2404R_L_F_S2_diabetes_S11_L001_R1_001	97.3846550390927	49.0	279.3389981957213	282	45.45454545454545	0.11639
2404R_L_F_S2_diabetes_S11_L001_R2_001	93.27949136523756	52.0	262.55598419108173	277	45.45454545454545	0.11639
2404R_L_F_S2_week5_S41_L001_R1_001	97.38758885073076	49.0	279.13131539014455	282	45.45454545454545	0.12521
2404R_L_F_S2_week5_S41_L001_R2_001	92.56529031227538	52.0	261.1933152304129	277	45.45454545454545	0.12521
2404R_L_F_S2_week9_S67_L001_R1_001	97.63910782555126	50.0	279.22191118117087	282	45.45454545454545	0.110382
2404R_L_F_S2_week9_S67_L001_R2_001	93.77344132195466	53.0	260.16318783859685	277	45.45454545454545	0.110382
2404R_S2_week14_S22_L001_R1_001	97.6941558900431	49.0	278.78283513532614	282	45.45454545454545	0.14151
2404R_S2_week14_S22_L001_R2_001	94.27107624902834	52.0	262.66462440816906	277	45.45454545454545	0.14151
2446R_0_F_S2_week5_S42_L001_R1_001	97.60744237045667	49.0	279.4655935992873	282	45.45454545454545	0.116737
2446R_0_F_S2_week5_S42_L001_R2_001	93.0973041966129	52.0	260.86539828846037	277	45.45454545454545	0.116737
2446R_L_F_S2_diabetes_S12_L001_R1_001	97.56249663168754	50.0	278.6900613610292	282	45.45454545454545	0.129887
2446R_L_F_S2_diabetes_S12_L001_R2_001	93.33805538660528	53.0	261.2923233271998	277	45.45454545454545	0.129887
2446R_RL_F_S2_Pellet_week9_S69_L001_R1_001	97.70495521034131	49.0	279.2756775144574	282	45.45454545454545	0.13228499999999999
2446R_RL_F_S2_Pellet_week9_S69_L001_R2_001	93.81789318516839	52.0	262.5890312582681	277	45.45454545454545	0.13228499999999999
2446R_RL_F_S2_week5_S44_L001_R1_001	97.4540323725685	50.0	278.6020516825217	282	45.45454545454545	0.112688
2446R_RL_F_S2_week5_S44_L001_R2_001	93.13857731080506	53.0	259.9642552889394	277	45.45454545454545	0.112688
2446R_R_F_S2_Pellet_week9_S68_L001_R1_001	97.6051620529997	50.0	278.8090040390109	282	45.45454545454545	0.10150999999999999
2446R_R_F_S2_Pellet_week9_S68_L001_R2_001	93.77598266180672	53.0	260.8222047088957	277	45.45454545454545	0.10150999999999999
2446R_R_F_S2_week5_S43_L001_R1_001	97.81409338759228	49.0	279.4809316240691	282	45.45454545454545	0.124342
2446R_R_F_S2_week5_S43_L001_R2_001	93.31440703865147	52.0	260.8080616364543	277	45.45454545454545	0.124342
2446R_S2_week15_S24_L001_R1_001	97.62255114111775	49.0	279.1280090789309	282	45.45454545454545	0.103977
2446R_S2_week15_S24_L001_R2_001	94.18717601007916	52.0	261.85798782423035	277	45.45454545454545	0.103977
2453R_0_F_S2_Pellet_week9_S70_L001_R1_001	97.49272955790208	50.0	278.74391530508336	282	45.45454545454545	0.10900299999999999
2453R_0_F_S2_Pellet_week9_S70_L001_R2_001	93.2616533489904	53.0	260.78122620478337	277	45.45454545454545	0.10900299999999999
2453R_0_F_S2_week5_S45_L001_R1_001	97.50485139413748	49.0	278.86581554488816	282	45.45454545454545	0.09791
2453R_0_F_S2_week5_S45_L001_R2_001	92.81993667653968	52.0	260.02290879379024	277	45.45454545454545	0.09791
2453R_L_F_S2_Pellet_week9_S71_L001_R1_001	97.37095426640997	49.0	279.18107268698463	282	45.45454545454545	0.11011599999999999
2453R_L_F_S2_Pellet_week9_S71_L001_R2_001	93.58767118311599	52.0	262.4398452540957	277	45.45454545454545	0.11011599999999999
2453R_L_F_S2_diabetes_S13_L001_R1_001	97.7135996798506	49.0	279.2657640232108	282	45.45454545454545	0.14992999999999998
2453R_L_F_S2_diabetes_S13_L001_R2_001	93.54765557260055	51.0	262.57124658173814	277	45.45454545454545	0.14992999999999998
2453R_L_F_S2_week5_S46_L001_R1_001	97.58935469121982	49.0	279.01751619972566	282	45.45454545454545	0.126854
2453R_L_F_S2_week5_S46_L001_R2_001	93.13147397795892	51.0	261.7961278319958	277	45.45454545454545	0.126854
2453R_R_F_S2_Pellet_week9_S72_L001_R1_001	97.49237724739776	49.0	279.2600462622227	282	45.45454545454545	0.09511
2453R_R_F_S2_Pellet_week9_S72_L001_R2_001	93.3477026600778	52.0	261.12772579118916	277	45.45454545454545	0.09511
2453R_R_F_S2_diabetes_S14_L001_R1_001	97.37917768694398	49.0	278.9159138529179	282	45.45454545454545	0.116452
2453R_R_F_S2_diabetes_S14_L001_R2_001	93.23669838216604	51.0	262.44941263353144	277	45.45454545454545	0.116452
2453R_R_F_S2_week5_S47_L001_R1_001	97.1838399789446	49.0	278.8075952976269	282	45.45454545454545	0.09118799999999999
2453R_R_F_S2_week5_S47_L001_R2_001	92.69969732859587	52.0	260.69589200333377	277	45.45454545454545	0.09118799999999999
2453R_S2_week21_S28_L001_R1_001	97.36189516129032	49.0	278.8854737903226	282	45.45454545454545	0.0992
2453R_S2_week21_S28_L001_R2_001	93.53931451612902	52.0	261.9026915322581	277	45.45454545454545	0.0992
2475R_RL_M_S5_Pellet_week9_S6_L001_R1_001	97.50395432274989	50.0	278.49033602098683	282	45.45454545454545	0.103684
2475R_RL_M_S5_Pellet_week9_S6_L001_R2_001	92.7163303884881	53.0	260.2952625284518	277	45.45454545454545	0.103684
3795R_L_F_S2_week5_S48_L001_R1_001	97.57983663508693	49.0	278.97808329900755	282	45.45454545454545	0.128669
3795R_L_F_S2_week5_S48_L001_R2_001	92.93458408785332	52.0	259.61385415290397	277	45.45454545454545	0.128669
3795R_L_F_S2_week9_S73_L001_R1_001	97.65565090377945	51.0	278.39273324812854	282	45.45454545454545	0.10954
3795R_L_F_S2_week9_S73_L001_R2_001	92.34434909622055	54.0	255.74161949972614	277	45.45454545454545	0.10954
3880R_0_F_S2_week5_S49_L001_R1_001	97.53727646109344	51.0	278.2311140587793	282	45.45454545454545	0.125146
3880R_0_F_S2_week5_S49_L001_R2_001	92.65577805123615	54.0	257.5496859667908	277	45.45454545454545	0.125146
3880R_0_F_S2_week9_S74_L001_R1_001	97.99793974946725	52.0	278.476562684302	282	45.45454545454545	0.127169
3880R_0_F_S2_week9_S74_L001_R2_001	92.99278912313535	55.0	253.57256878641806	272	45.45454545454545	0.127169
3880R_L_F_S2_week5_S50_L001_R1_001	97.44188347017509	50.0	278.71675734494016	282	45.45454545454545	0.10109
3880R_L_F_S2_week5_S50_L001_R2_001	92.72529429221485	53.0	258.1479770501533	277	45.45454545454545	0.10109
3880R_L_F_S2_week9_S75_L001_R1_001	97.83964335259337	51.0	278.7616940751815	282	45.45454545454545	0.148494
3880R_L_F_S2_week9_S75_L001_R2_001	93.39703961102805	53.0	257.5281425512142	277	45.45454545454545	0.148494
3880R_R_F_S2_week5_S51_L001_R1_001	97.65142758773332	50.0	278.8833747305085	282	45.45454545454545	0.121989
3880R_R_F_S2_week5_S51_L001_R2_001	93.20676454434417	53.0	259.5180385116691	277	45.45454545454545	0.121989
3880R_R_F_S2_week9_S76_L001_R1_001	97.37000064641838	50.0	278.94253340597845	282	45.45454545454545	0.108289
3880R_R_F_S2_week9_S76_L001_R2_001	92.80721033530645	52.0	259.98352556584695	277	45.45454545454545	0.108289
3880R_S2_week15_S25_L001_R1_001	97.53973878708109	49.0	278.94621848739496	282	45.45454545454545	0.09877
3880R_S2_week15_S25_L001_R2_001	93.0150855522932	52.0	259.9857952819682	277	45.45454545454545	0.09877
3909R_0_M_S2_diabetes_S15_L001_R1_001	97.3859008118377	49.0	278.61751601352154	282	45.45454545454545	0.109751
3909R_0_M_S2_diabetes_S15_L001_R2_001	93.29117730134577	52.0	260.7886852967171	277	45.45454545454545	0.109751
3909R_L_M_S2_diabetes_S16_L001_R1_001	97.5368683039865	48.0	279.6023944729728	282	45.45454545454545	0.139822
3909R_L_M_S2_diabetes_S16_L001_R2_001	93.36442047746421	51.0	262.8600148760567	277	45.45454545454545	0.139822
3909R_L_M_S2_week5_S52_L001_R1_001	97.36661346693873	50.0	278.7060849714136	282	45.45454545454545	0.09899799999999999
3909R_L_M_S2_week5_S52_L001_R2_001	92.91197801975798	53.0	260.3529162205297	277	45.45454545454545	0.09899799999999999
3909R_L_M_S2_week9_S77_L001_R1_001	97.49414539705622	50.0	278.9544651386928	282	45.45454545454545	0.118283
3909R_L_M_S2_week9_S77_L001_R2_001	92.66927622735304	52.0	259.4031179459432	277	45.45454545454545	0.118283
3909R_S2_week21_S29_L001_R1_001	97.49007335317155	49.0	278.95770660540336	282	45.45454545454545	0.11056099999999999
3909R_S2_week21_S29_L001_R2_001	93.28063241106719	52.0	261.21139461473757	277	45.45454545454545	0.11056099999999999
3918R_0_M_S2_diabetes_S17_L001_R1_001	97.73141983528136	49.0	279.29229457724796	282	45.45454545454545	0.14193899999999998
3918R_0_M_S2_diabetes_S17_L001_R2_001	94.22780208399382	51.0	263.449052057574	277	45.45454545454545	0.14193899999999998
3918R_0_M_S2_week5_S53_L001_R1_001	97.54472325609316	49.0	279.1089566574619	282	45.45454545454545	0.116606
3918R_0_M_S2_week5_S53_L001_R2_001	92.9797780560177	52.0	261.11378488242457	277	45.45454545454545	0.116606
3918R_0_M_S2_week9_S78_L001_R1_001	97.46080402991194	49.0	278.9794892320909	282	45.45454545454545	0.102434
3918R_0_M_S2_week9_S78_L001_R2_001	92.4038893336197	52.0	260.2926567350684	277	45.45454545454545	0.102434
3918R_L_M_S2_week5_S54_L001_R1_001	97.33195430914549	49.0	278.74952405359886	282	45.45454545454545	0.10925599999999999
3918R_L_M_S2_week5_S54_L001_R2_001	92.62649190891118	52.0	261.0569945815333	277	45.45454545454545	0.10925599999999999
3918R_L_M_S2_week9_S79_L001_R1_001	97.57108224705873	49.0	279.02692257050137	282	45.45454545454545	0.129111
3918R_L_M_S2_week9_S79_L001_R2_001	92.90223141328005	52.0	260.17491925552434	277	45.45454545454545	0.129111
3918R_RL_M_S2_week5_S55_L001_R1_001	97.3159868729489	50.0	278.59926430812504	282	45.45454545454545	0.110916
3918R_RL_M_S2_week5_S55_L001_R2_001	92.84954379891089	52.0	260.0471167369902	277	45.45454545454545	0.110916
3918R_RL_M_S2_week9_S80_L001_R1_001	97.6822569553516	50.0	279.1117355905151	282	45.45454545454545	0.11778699999999999
3918R_RL_M_S2_week9_S80_L001_R2_001	92.63585964495233	53.0	258.057807737696	277	45.45454545454545	0.11778699999999999
3918R_RR_M_S2_week5_S56_L001_R1_001	97.4921708214615	50.0	278.7473148201989	282	45.45454545454545	0.12038299999999999
3918R_RR_M_S2_week5_S56_L001_R2_001	92.6983045778889	53.0	258.9427161642425	277	45.45454545454545	0.12038299999999999
3918R_RR_M_S2_week9_S81_L001_R1_001	97.42533172496984	49.0	279.2394306393245	282	45.45454545454545	0.103625
3918R_RR_M_S2_week9_S81_L001_R2_001	92.79613992762364	51.0	261.7879855247286	277	45.45454545454545	0.103625
3918R_S2_week29_S32_L001_R1_001	97.32751664760283	49.0	279.519165802144	282	45.45454545454545	0.11277899999999999
3918R_S2_week29_S32_L001_R2_001	93.43672137543336	51.0	262.9303859761126	277	45.45454545454545	0.11277899999999999
3969R_R_F_S2_Pellet_week9_S82_L001_R1_001	97.58777469057843	50.0	279.06593415845754	282	45.45454545454545	0.11877
3969R_R_F_S2_Pellet_week9_S82_L001_R2_001	93.26176643933653	52.0	260.2413993432685	277	45.45454545454545	0.11877
3969R_R_F_S2_diabetes_S18_L001_R1_001	97.50862999365623	49.0	279.4536781486089	282	45.45454545454545	0.121379
3969R_R_F_S2_diabetes_S18_L001_R2_001	94.22140567973044	51.0	263.05348536402505	277	45.45454545454545	0.121379
3969R_R_F_S2_week5_S57_L001_R1_001	97.61018090149963	50.0	278.6532363178023	282	45.45454545454545	0.13963399999999998
3969R_R_F_S2_week5_S57_L001_R2_001	92.8341234942779	53.0	259.49901886360055	277	45.45454545454545	0.13963399999999998
3969R_S2_week18_S26_L001_R1_001	97.61654924299205	50.0	279.23867298755806	282	45.45454545454545	0.106736
3969R_S2_week18_S26_L001_R2_001	93.51484035377005	52.0	260.51358491980216	277	45.45454545454545	0.106736
3980R_0_F_S2_diabetes_S19_L001_R1_001	97.73471657297807	50.0	279.02502170833145	282	45.45454545454545	0.13128599999999999
3980R_0_F_S2_diabetes_S19_L001_R2_001	94.50436451716101	53.0	261.9868150450162	277	45.45454545454545	0.13128599999999999
3980R_0_F_S2_week5_S58_L001_R1_001	97.66754164236178	50.0	278.9393431200985	282	45.45454545454545	0.123432
3980R_0_F_S2_week5_S58_L001_R2_001	93.03584159699268	53.0	258.92829250113425	277	45.45454545454545	0.123432
3980R_L_F_S2_Pellet_week9_S83_L001_R1_001	97.57871533823365	50.0	279.1985916580182	282	45.45454545454545	0.116591
3980R_L_F_S2_Pellet_week9_S83_L001_R2_001	93.47376727191636	53.0	260.5598030722783	277	45.45454545454545	0.116591
3980R_L_F_S2_week5_S59_L001_R1_001	97.6721253741856	49.0	279.1537312907202	282	45.45454545454545	0.141975
3980R_L_F_S2_week5_S59_L001_R2_001	93.65381229089628	52.0	261.440147913365	277	45.45454545454545	0.141975
3980R_R_F_S2_Pellet_week9_S84_L001_R1_001	97.54831782390838	50.0	278.8948233227045	282	45.45454545454545	0.12293599999999999
3980R_R_F_S2_Pellet_week9_S84_L001_R2_001	93.62269798919763	52.0	261.58807834971043	277	45.45454545454545	0.12293599999999999
3980R_R_F_S2_diabetes_S20_L001_R1_001	97.88988434151494	49.0	279.3779549165146	282	45.45454545454545	0.145774
3980R_R_F_S2_diabetes_S20_L001_R2_001	94.68423724395296	52.0	263.0205557918422	277	45.45454545454545	0.145774
3980R_R_F_S2_week5_S60_L001_R1_001	97.81834543935206	49.0	279.2747187761137	282	45.45454545454545	0.15556999999999999
3980R_R_F_S2_week5_S60_L001_R2_001	93.86256990422318	51.0	262.9846628527351	277	45.45454545454545	0.15556999999999999
3980R_S2_week14_S23_L001_R1_001	97.8089257374268	49.0	278.9355675039676	282	45.45454545454545	0.14618399999999998
3980R_S2_week14_S23_L001_R2_001	94.535653696711	52.0	262.03728178186395	277	45.45454545454545	0.14618399999999998
NS6_defined_inocula_S86_L001_R1_001	96.86082333519647	50.0	278.4288518282617	282	45.45454545454545	0.153862
NS6_defined_inocula_S86_L001_R2_001	92.47247533504049	51.0	264.64178939569223	277	45.45454545454545	0.153862
Negative_extraction_S85_L001_R1_001	97.33703318302695	53.0	276.2713793502139	282	45.45454545454545	0.216225
Negative_extraction_S85_L001_R2_001	91.8806798473812	55.0	258.6631333102093	277	45.45454545454545	0.216225
Negtive_Control_S90_L001_R1_001	23.636363636363626	50.0	200.84967532467533	217	45.45454545454545	0.00154
Negtive_Control_S90_L001_R2_001	19.155844155844164	56.0	120.86915584415584	67	45.45454545454545	0.00154
Positive_Control_S89_L001_R1_001	97.47099141118252	52.0	277.74799499459647	282	45.45454545454545	0.140648
Positive_Control_S89_L001_R2_001	92.83246117968261	54.0	261.5681915135658	277	45.45454545454545	0.140648
S2_defined_inocula_S88_L001_R1_001	96.6239833732684	51.0	278.61129003169043	282	45.45454545454545	0.116439
S2_defined_inocula_S88_L001_R2_001	91.76392789357517	52.0	260.7515437267582	277	45.45454545454545	0.116439
S5_defined_inocula_S87_L001_R1_001	97.20995788615677	52.0	278.08408617488567	282	45.45454545454545	0.176664
S5_defined_inocula_S87_L001_R2_001	92.44498030158945	54.0	260.98754132137844	277	45.45454545454545	0.176664
