pathway	Plate1_1136R_RL_F_S5_week10_S58_L001	Plate1_1136R_R_F_S5_week10_S57_L001	Plate1_2518R_L_M_S5_week10_S61_L001	Plate1_2518R_R_M_S5_week10_S62_L001	Plate1_3752R_0_F_S5_week10_S59_L001	Plate1_3752R_L_F_S5_week10_S60_L001	Plate1_3893R_RL_M_S5_week10_S64_L001	Plate1_3893R_R_M_S5_week10_S63_L001	Plate2_096R_0_M_S5_week9_S74_L001	Plate2_1060R_L_M_S5_week9_S75_L001	Plate2_1076R_0_M_S5_week9_S76_L001	Plate2_1136R_0_F_S5_week9_S69_L001	Plate2_2402R_0_F_S5_week9_S70_L001	Plate2_2433R_0_F_S5_week9_S71_L001	Plate2_2475R_0_M_S5_week9_S77_L001	Plate2_2518R_0_M_S5_week9_S78_L001	Plate2_3924R_L_F_S5_week9_S72_L001	Plate2_3929R_0_F_S5_week9_S73_L001	Plate3_096R_0_M_S5_week5_S4_L001	Plate3_2402R_R_F_S5_Pellet_week9_S5_L001	Plate3_2475R_RL_M_S5_Pellet_week9_S6_L001	Plate4_1060R_L_M_S5_week5_S12_L001	Plate4_1076R_0_M_S5_week5_S13_L001	Plate4_1136R_0_F_S5_week5_S14_L001	Plate4_2402R_0_F_S5_week5_S15_L001	Plate4_2402R_R_F_S5_week5_S16_L001	Plate4_2433R_0_F_S5_week5_S17_L001	Plate4_2475R_0_M_S5_week5_S18_L001	Plate4_2475R_RL_M_S5_week5_S19_L001	Plate4_2518R_0_M_S5_week5_S20_L001	Plate4_3924R_L_F_S5_week5_S21_L001	Plate4_3929R_0_F_S5_week5_S22_L001
GLYCOCAT-PWY	20152.966218260433	20992.36267444797	22693.96529692598	20373.698114167866	20216.26309659838	18212.0138458271	18778.431249682766	22643.75404596909	24669.7930714143	23665.95651469132	19360.483231781793	29695.292055846086	26142.040539079073	26094.313822971675	25569.909596273726	21957.533973154335	25171.81370372409	25345.029029415058	12558.85961518085	14160.141096727328	16953.00060084771	15161.033665518913	15923.254871237754	13118.514973338668	16402.90424591692	13859.881970937331	21072.967632675874	24540.736238698733	24383.42943725401	16720.614812814114	18992.89918597115	20622.011273359065
GLYCOGENSYNTH-PWY	10573.543213477575	11302.845123635021	11833.990423256044	11908.533942148983	10394.19330181664	10751.84488419171	10908.109845183095	12557.826710734975	13147.129501520867	11980.958079156922	11201.007742297887	19204.28446521212	14192.29363250105	14151.440121530133	14939.373422588738	12060.03601255118	14099.92726661908	13838.735782821588	7608.03996264234	8499.254877576152	10553.163499836563	7888.956147358714	9804.07643929342	8240.065853669985	7529.308948150077	7708.052112237892	12747.970586042646	14848.471592567032	14675.134277836989	9625.478584902678	11265.784315520843	12411.950271666235
GLYCOL-GLYOXDEG-PWY	598.3111292946363	550.7447450905169	510.14377140061083	590.719292326414	1350.5968831805274	480.84698607220844	731.2967123349255	445.244406578758	1063.2575145637225	771.9709138353422	2369.1665363551897	551.9913178364809	2345.7826415985032	669.3312151279263	493.8097371588243	344.5659793535683	618.6868133630987	483.984379944696	846.1018170804762	692.4082949804194	1246.2329256118458	1570.2244877942608	1422.9523009254854	375.96547060602654	357.0727005597009	1426.241426694879	934.7394814525614	974.6354819564069	2322.4317272523963	574.1460578718228	432.7198089467166	1279.4797340254543
GLYCOLYSIS	17587.343757105962	18483.914113826188	19845.24855681199	18140.67883269369	18114.83531866132	16398.145628153354	17007.888518124768	19792.48826804534	20916.967626502144	20868.07487669629	17761.18406614953	28635.88796540895	23363.773642905002	23672.302144140387	22905.199992377533	19619.11723744933	22849.28848520308	21538.67711951908	11432.46678784167	12391.549838615014	14950.997567310005	14028.017135560714	15126.848804237494	12048.48254990183	13003.064323179964	13106.150747183423	19082.932716496565	22081.061300994334	22413.598844275402	14991.592429621312	16999.448619174706	19825.015013195232
GLYCOLYSIS-E-D	8246.193534156238	8878.042552687495	9338.996489457175	9397.85358651511	8451.543276904229	8334.481414845734	8655.859854814265	9829.829761806703	10138.91546154033	8205.241607791406	9734.522520671977	15174.252097213553	11582.935142275153	11440.255003719154	12013.951720427129	9740.16944451899	11400.183448714353	11010.214756421481	6438.920253060364	6669.740997231219	7912.8505675878805	6331.5058410891415	8083.2607218831445	6881.352303384473	4758.189646376058	6694.270732618664	10765.41531906383	12538.516977485779	12856.289292317164	7935.901605143466	9309.00169884868	10144.202613983533
GLYCOLYSIS-TCA-GLYOX-BYPASS	1070.5441470187131	984.3692969159277	910.9687408156544	1053.8537321048186	2385.852440478456	860.3271279888173	1293.8884869956883	798.2235903693257	1947.824497456229	1354.7038040853756	4143.1006416711725	976.2750683318438	4206.1577340912945	1187.8466095791878	883.685720792391	615.5799244736248	1101.7517285099516	881.6426451987227	1619.6151739927022	1322.1316201031987	2492.653246902409	2681.6583548320705	2453.4128893297643	666.8213079040676	642.6203291636822	2486.410619066858	1666.984197271774	1738.7867949340284	4076.7929406047074	1025.9283067952165	776.013440060435	2184.1758750040003
GLYOXYLATE-BYPASS	624.8914121148966	570.721846720503	525.5166165822957	612.0827193197746	1482.4206623587215	497.83218032928824	764.2507874984051	457.5098903002871	1160.6576873474967	803.3844286055038	2746.781719189096	558.9393793648509	2687.710462209802	688.1540314245724	505.5951688744496	350.7682524767587	636.1612647500991	503.7353689181051	981.5681139937731	784.6559020790828	1526.1361856203553	1773.7918277702113	1551.5588756382479	385.9472156807897	374.4072805439068	1610.4579352427897	985.4169450542082	1021.8129806768756	2584.50325422861	599.4085881623779	445.17506294716105	1336.782800605095
GOLPDLCAT-PWY	741.5873777507942	823.2301569002378	729.4487494634157	694.6069109389991	796.9194581411418	716.4424416384085	703.4714919070684	639.7765379726048	903.6945162103808	850.9292932354128	632.9233584776197	1542.8749343084794	813.063527665574	807.6606171934204	910.4543915128768	629.3824918262178	813.5507207167309	1008.3502947228003	592.1149246981469	707.493550965643	701.9550007572897	464.14896452351525	726.2579285795642	572.3258389462685	364.57056918756047	575.0474685436003	815.7756653152724	1047.551783771135	1026.7031235892978	664.1792507625993	543.5161419099244	807.4363709835523
HCAMHPDEG-PWY	159.29	145.14	133.29	156.0	388.14	126.71	196.14000000000001	115.86	299.14000000000004	204.86	754.15	141.43	716.8500000000001	174.86	128.0	88.57	161.56999999999996	127.57000000000001	259.71	204.0	407.86000000000007	476.28999999999996	413.14	98.29000000000002	94.86	433.56999999999994	253.85999999999999	262.29	691.71	153.29	113.0	347.86
HEME-BIOSYNTHESIS-II	210.85928449627554	192.43858922781763	176.79908829024683	206.73046576976077	508.4850272303814	168.04095179628467	259.4624105244284	153.82461981250427	393.76851231688323	270.8988809923597	972.6098217026363	188.06194829225305	932.7779727290048	231.88599859671604	169.9577230031103	117.70057371034957	214.3482010207572	169.25595767662938	341.2585826945755	268.84163252899924	534.1218655881655	618.8066580796806	540.5742396129366	130.3403880199008	125.5950763048832	564.8604701330763	335.12386713348985	346.4225515306876	900.0837230440355	202.87921384508715	150.02729725345046	459.0445485112743
HEMESYN2-PWY	246.13317786423363	224.42828747210015	205.60207960788665	243.2598319644899	551.7463441530338	200.81270880706455	299.2077026776431	180.84128543513137	435.9728090274618	312.44229627301263	1061.2032878969635	223.7878551407534	987.8210102228072	283.36821401786375	222.0963136442227	143.2268700594422	253.38797713335404	194.67690809169162	390.649493472414	315.04702150063633	598.0757936016863	677.2075679737853	585.4181515798524	155.13567444986938	139.02134207417464	637.8494492205108	391.81311750551504	399.3764572302509	968.5901291026171	246.41974830913443	172.6422137986759	521.482965173052
HEXITOLDEGSUPER-PWY	3804.8291107831883	3998.3485282093275	3646.047386829543	3975.7002133113238	5113.903293256049	3754.2865103394624	4336.081751565608	3555.0965401323565	5312.182752962206	4676.621658648526	7200.095444718804	5276.03639898725	7311.405448129828	5423.378569380361	6330.893094222973	3392.4953175890864	4653.348697359051	3714.9973087865733	3934.169141775526	3939.925676646785	5316.968994935387	4884.606538231222	4568.917386094846	2544.4952144054514	1964.722658465404	5210.3336334972755	5165.316842974992	5598.852441535546	7682.120761869426	3903.923149329499	2930.6208336206687	5992.2293669119435
HISDEG-PWY	6537.478643531123	6657.906519218045	8111.898345670881	7139.3629437290965	6729.176038726669	6380.7146587402585	6903.1491227362785	7653.865037910474	7268.96930243886	7797.28709142584	5495.19543361194	13644.718383654515	6472.222487550889	9429.163643522868	8322.92959456835	8259.792837091658	8781.523389935206	6672.958140952847	1966.146211918862	2418.930925836964	2335.113120863639	4273.017444377536	5543.284380949587	4652.903236132195	3872.096371720682	3526.4679832326956	6316.224169528053	7632.384311049288	7377.057515904558	4881.010741651302	5816.835080772671	8086.060096629081
HISTSYN-PWY	17407.24268644581	18060.82036262328	19469.039582467245	17203.518388146706	17434.809493983255	15449.441236480387	15716.752851865322	19333.706453850627	21501.176884160875	20381.011043020146	16187.734783191661	23914.31636715772	22890.919247735015	22092.142479480688	21443.13272914765	18477.4481737296	21364.436939483025	22170.605895536064	10909.301484029274	12334.004851439764	14691.473572316929	13230.362941292657	13310.898960928273	10793.619949036482	14907.38228521768	11999.092659698465	17658.60172284764	20395.812117096317	20284.26330868928	14254.60889257041	16166.795926274155	16875.88136268319
HOMOSER-METSYN-PWY	8619.967866292393	9314.797797800744	10041.71144647403	9571.812096408086	9003.673156595389	8634.101973126697	9104.285051305733	9988.557754752366	9489.30007670335	10443.731622946254	9160.416545726539	13394.35620804343	11111.443640301486	12831.329624124666	12293.218467998433	10546.285964046243	12323.636600313483	10015.80957388978	5653.726949179249	5841.067450967511	7097.852839587688	7013.675301610423	7654.980012024786	6371.308157864159	5270.87298393231	6826.845607338186	10419.760497537269	12134.076557358561	12240.5717423024	7890.042239124671	9079.988924494959	10450.880210811962
HSERMETANA-PWY	15074.688945184958	16114.409320342853	16485.97620252866	14135.601209768978	15123.549178879619	12713.435374992705	12922.36029844624	16549.94538202121	19439.79496220365	19346.070218447367	13907.517530968657	16340.601101275784	21356.80563099492	18328.910525172178	18582.28937673702	15203.896742638259	17846.90494883473	20055.54155852667	10700.48621428323	11937.60257251326	14538.098372584012	12312.851132012314	10189.48022745586	8471.912177608994	14781.657129098126	11369.838836628747	15013.122343572959	17522.391575391466	17539.917058997344	12296.403330097095	13724.918260124861	13502.682713099633
ILEUSYN-PWY	20353.79244104061	21240.628139117125	22751.48567850355	20455.798754058764	20444.473804300673	18636.209456410958	18810.294502890083	22835.068071334415	25185.75422805478	23108.238199621886	19145.79527607387	29938.18200090824	26653.25767232214	26063.1556901493	25483.76695594639	21834.475216958886	25405.734876802035	26280.79658804205	13439.73336232301	14991.644431667908	17979.9163408578	15315.989786069187	16141.367589715011	12940.399281776903	16659.85139162712	14264.027840753815	21035.07968284279	24146.55763870428	24006.461896589703	16845.01053869584	19440.60369729236	20477.668927320065
KDO-NAGLIPASYN-PWY	2172.138309782832	2012.577875047183	1891.9074455440484	2126.5679885607788	4392.001128430608	1748.884575560991	2535.8570891748627	1663.5519850510786	3770.754486305503	2766.3131218038225	6347.233386236985	2033.6365260067707	7155.8012170355105	2435.5666698395576	1831.2278724460568	1300.179791951226	2260.250291409	1828.7407307782962	2674.0622996674942	2374.2592874372467	3948.415489622564	4555.544947044246	4154.16923591277	1333.9851928364376	1352.6132556841285	4030.4478761262226	3150.927659610584	3336.550471298948	6634.229103333578	2021.3147186678395	1587.789794196391	4002.832250125696
LACTOSECAT-PWY	475.14551898553395	430.4748851443171	384.8201675381703	491.4980160807532	482.8332711525528	474.27405754928617	506.58866721639	378.19175565629996	507.7693194305718	481.9325247066593	1033.9767891868182	506.8716440144045	578.5297279441238	774.4477606878638	1096.4028367767917	388.7190820416011	529.2515458937681	331.0834105759488	603.4300316173677	615.9036365300825	743.9593764917654	648.831083152634	481.5689078630068	336.3743889346573	126.41230976969983	873.5595321774776	726.6350755330922	652.6381272013073	740.7941926583427	636.7973875048323	281.6033042646116	744.9684220460825
LPSSYN-PWY	612.707798607491	560.7501131311672	518.2012167867757	600.6166023978502	1418.748264076663	489.4587594447096	745.3740886862745	451.7033073107578	1125.7195661963074	785.6857956780118	2503.4069207365396	552.6683499489428	2507.2008335355154	676.8941134856972	498.70179952516355	347.31794576395566	626.0623882144451	496.619826713187	915.7700154847682	747.4731097706324	1404.3329606634252	1646.5977973831525	1462.0791040447157	378.25655573782205	368.0316380874985	1485.9851869515232	953.0286149035348	991.4878115142578	2405.2496045455923	584.4614886789115	438.1813632881286	1283.4270680010682
MET-SAM-PWY	11667.632779933143	12453.326869084303	13322.46164640327	12235.093489875107	12050.228094409124	10984.531198333854	11463.313879898806	13249.945275129512	13492.468939297953	14243.281395391701	11886.514848071713	16593.723753974802	15413.736157453195	16153.367612184033	15623.828421243006	13348.182319781077	15549.374169824781	14027.814937722884	7557.119853456833	8067.005253655851	9757.542193599604	9456.299866979994	9622.516966465975	7891.01343415249	8210.603372825632	8927.19312788444	13045.967839993855	15180.942452966983	15356.740874870551	10178.296734145597	11563.538622466775	12851.148540122576
METHGLYUT-PWY	337.4978525016826	307.84097187151195	283.4324840715134	332.5785741529684	775.4468647730656	272.58170902266767	411.80989312916165	247.9979232930922	606.2380222455788	429.27928758698476	1451.0836962627764	306.3865942549252	1380.9319336601593	380.8915465696827	290.4483166432816	193.74691149720573	345.77460795150864	268.0739238031923	515.8464375166355	416.2863173278926	778.939406237907	933.5164545186692	819.9748224640953	210.8136949852491	194.57316581934384	860.7643509286822	533.5376062963178	549.1311966259848	1355.6317049633356	330.26711683456585	238.342337567802	720.5580329457306
NAD-BIOSYNTHESIS-II	2666.276020176359	2998.03658183264	2846.1009987003476	3086.2862255024716	2886.3823454672624	3049.833836389242	2930.6408335969036	3219.3258190990996	3481.8733356045786	1721.267160344208	3402.667729869679	5735.136819352693	4142.352490728917	3438.1710578954853	3602.9712882028894	2797.652156507395	3604.9184656484786	3804.1591432683986	2991.478669064471	2907.880802036345	3946.105623589733	2306.8609741371774	3283.1759445077587	2062.7485528613474	1294.6358600949447	2573.9400356122296	3362.1455164964436	3468.3199270850787	3881.7317072130404	2581.882685807316	3328.8613026578446	3728.7382270998087
NAGLIPASYN-PWY	14284.67980104185	14746.423982347207	16199.587014317494	13801.725470228797	14496.899980781294	12236.360218956075	12680.051995448994	15702.465997698908	17334.894357923502	17653.105681819572	12776.988081190526	19159.96982222252	18769.02000313362	18206.041436287964	16842.678659394893	15209.294768847634	17410.65011551577	17301.46907645988	7516.758999642773	8743.203032439138	10059.248882057549	11121.975048706958	10584.684560997663	8421.247368086943	12884.685375801668	9451.185392011947	13593.213889107821	15783.252392495287	15904.482123014455	11190.132658417497	12614.455777162548	13689.566826783255
NONOXIPENT-PWY	18090.599877577224	19091.222265699173	20420.533030956176	19363.675679063213	18999.436960626	18305.293618314863	19026.953119284088	20902.239487114584	22096.10472468524	21782.811235953475	19110.369805015358	34852.20629770978	22435.787295695427	25314.010195770177	25581.83469035223	21291.61536869712	24319.641893652893	22414.60094349649	12602.580277983032	13457.191684594382	15819.826590557996	14043.667630376107	16175.849358792673	12887.818165753668	11662.171672905706	14125.76194343939	20101.173915464242	23633.68231560344	23853.013777493612	15182.705294407335	17255.421395782076	22791.73104875796
OANTIGEN-PWY	3914.382819699102	3455.8292314818987	4465.923418338209	4979.980134356681	4197.5920499042095	3390.807835006813	3825.7031031257657	4129.690818972411	4903.379071402719	2838.8629176588647	6691.914456908931	4035.3367772301863	6494.567403863293	5503.027651209254	6429.167750112047	4496.666060177991	5284.006083037384	5529.288013302803	3645.821692898396	3945.6171949203836	5772.572955536334	3259.0066032240643	4554.503592163757	4493.119180271418	1289.5214400871364	3519.91276196182	7234.374807906556	8682.595790765652	9369.841512003417	4932.1690641567875	5003.69014281227	4160.20758380109
P105-PWY	1823.006578461334	1745.781039881074	1596.911457759147	1796.0030765983365	3752.4930053731277	1517.7613326655664	2196.3343574140126	1435.476363180605	3220.244027078928	2460.747236305869	5877.968233889741	1811.5791632269425	6231.9112715630135	2101.180603918137	1645.1724224900256	1138.0314556865944	1934.364296655607	1562.8895363463234	2526.6329314513255	2156.8339323963723	3738.8533821728433	4124.534082531177	3538.4163044374372	1110.023876945255	1170.4795456704294	3825.369491760461	2684.4591009497744	2868.3636303378535	5946.9694407405495	1711.1547187137269	1322.6455190037432	3583.3498155179077
P108-PWY	20135.510780630164	20998.94982485885	22764.542872162325	19926.037482273983	20377.166341129483	17996.445541662073	18445.794288255835	22478.314812898578	24835.2057286389	24273.60673717575	18077.328688589903	29012.780234142447	25948.7029153394	25816.30923680584	24715.3134911359	21747.281805214705	24900.913376375014	25137.20576806505	11392.574569571298	13154.528219609361	15120.19910770609	15225.165156071698	15246.438806389091	12346.336422942988	17193.024730997025	13570.752998475142	19887.23211044177	23200.582247061247	22993.546390875203	16068.954623149462	18352.904119610368	19971.237301677604
P122-PWY	1991.2384730144029	1769.3300915331783	2194.0085624380636	2511.2256696506583	1824.201257888184	1760.43718102584	1908.1343377478067	1985.4677522173197	2226.675056183851	1631.7176079085011	3201.358141255465	2278.856958709333	2633.2921145150463	3007.2762386117233	3748.214119474124	2245.9177818338344	2595.5162308843037	2640.6494034607445	1792.3901882829514	2017.720410022465	2693.268469262963	1457.8697999582732	2073.62568317614	2371.939577260048	593.9892295037408	1864.6595161670143	3816.719947643745	4465.91355100286	4577.823082969718	2699.3358577759545	2292.871669714673	2130.8205047092874
P124-PWY	2354.51616033875	2077.953044689503	2585.3387063558466	2985.629767079921	2146.589516575349	2085.352823464848	2244.023398241747	2339.5257309806866	2671.2074173716633	1883.2779107520103	3814.0637629758603	2645.088832061468	3109.9502122276135	3529.937479969078	4472.445225592749	2637.104535755341	3049.1980195410115	3214.271828888377	2245.1872589299437	2564.94264860585	3516.1968233144826	1694.1670783342488	2444.781019784401	2822.348193224316	687.7526918973283	2197.19023935607	4615.935399614395	5389.313987954108	5512.832658566644	3242.0114505923825	2739.143293272046	2465.1635949868655
P125-PWY	1773.4102733252996	1942.8269914241205	1828.566070889827	2046.7071809190638	1885.4977614693187	2101.9529002498375	1955.1965886932219	2128.3550713857835	2223.735610680114	1066.5611178433765	2372.2932621235923	3886.0104431088043	2806.315286841473	2268.5641936080237	2296.862789411395	1842.7407841261613	2446.6715869004015	2714.842623833471	2204.9437399858616	2160.5068986500837	2926.840089007987	1451.0183552817623	2059.585558504757	1331.9175477104604	775.1143148419588	1650.9843127311813	2178.7795737858573	2206.4140610445506	2564.973115169905	1663.1020609154723	2261.7688577647104	2180.4395460160845
P161-PWY	5576.259978480455	6224.2090585951	5494.013985282062	5838.629619665169	6124.380833927701	5971.02865405807	6190.679656096281	6321.302466986065	7257.215603925273	6892.837320402341	7986.501353122242	10448.706326276448	8374.602921326767	7329.393247471014	8550.34268814414	5797.755898653171	7052.908488221437	7253.135472971158	6221.476615517021	6173.867321432127	7875.2026730437665	5666.294195743899	5358.733689364407	3583.693996515387	3577.8826273800146	6480.243018553362	6364.386149786795	7121.502168322743	7948.909779386368	4958.406150564521	5235.103286005589	7924.818299658393
P163-PWY	541.6996032997711	621.9542684722185	508.50773734857864	486.24125098467607	571.00446815169	502.29304158414936	501.60510848635727	419.8906751396237	638.3856724652375	710.6296232780536	342.6065993156125	1122.6950251800458	566.4441050483053	555.2831586280646	611.2283234043373	390.7210835537199	558.7813319843491	688.6905118608237	382.4828425437732	494.2138858078173	448.0156308257998	358.1616826110542	511.18780736414425	400.2533046397802	265.9108294524563	425.8652332783145	559.4286146759717	742.0713677544877	698.1977985430408	474.66564646412496	340.59850959163447	568.3449712814764
P164-PWY	3578.3045788017544	3275.5101073961914	2966.7527549946926	3458.2031022404935	2891.4641420793805	2813.1713199358123	3704.191291163835	4015.7706973381914	3983.8885509324805	3670.7704274900057	4534.716236656053	4980.146390966424	4193.736007161695	3341.6505624229058	4707.868245986014	3287.2955789047305	3262.8033744327786	3227.3561252349423	2163.922123077238	2025.5762995420946	2413.006352993672	3206.2210902678326	4210.315980602759	2295.551208690621	2320.7246148496124	3145.6522994626857	3487.9864086442976	4236.077317003324	3093.675913006852	2899.6909728896026	2100.3062667197073	6447.16355127361
P221-PWY	587.8090852996139	315.7602219301454	674.4934872155243	876.4090798217859	335.10198837296883	432.6276570611911	521.1947079560819	701.5460509976833	563.318775445816	105.17661697487918	1166.4507831929336	398.8146099218541	845.6380566128315	836.5093988873746	987.4850306559788	845.7805636924764	889.2175882242418	1158.3318475638307	431.47383483336193	594.4779717854102	912.8445507470482	8.654756978087223	539.3361882874038	1012.6185964418323	41.680370376822644	12.987586023304214	1507.6416405619395	1929.4428226882512	1938.2069185491114	897.2083215421912	966.1388053138432	138.76411778443722
P23-PWY	1473.0227929561856	1325.4871323025397	1425.717898136591	1443.9466218909154	2743.738204775802	1254.2878111254547	1593.6924582254942	1326.921030209079	2375.8118358835873	2056.0465444682563	4745.456635669853	1323.9790169629255	4648.139854624665	1530.1233829566345	1324.5768316716924	1035.7748327279821	1417.1969947936254	1321.5735592896456	1877.9627899772358	1605.9627994208365	2787.7431250627474	3241.209945346032	2769.7668614984773	908.7600920182311	1240.1809098678557	3091.9558328400312	2027.3118025524643	2240.8751899028593	4575.009110244613	1273.1995518142194	1244.3730090471777	3259.654788345644
P4-PWY	6760.699373248821	6310.5703761985305	7724.98688651041	7021.687684390143	7092.612600775747	6572.578051306478	6698.580304960335	7677.793212922877	9406.03804642473	5772.335942788382	7212.561272300259	7724.929226834435	6844.79359659902	7383.525556941685	8014.317567889368	7002.8975464023715	6842.22903722969	8129.212234440937	3567.970194772704	4356.96004904576	5264.854888507624	4120.934380739623	4792.012333362091	3026.4925991026394	3800.2361308718096	4008.4306801114035	5602.395742444598	6582.036050417848	7289.568317676217	4375.2150509312705	4945.881930013128	4707.773818592456
P42-PWY	20460.834050921298	21073.161152093664	22435.3956009087	19872.018718262505	20799.408424034536	18377.556093810657	18746.36116274901	22163.55738332943	25529.900577032164	24147.243534385467	19676.77641572083	33546.234318954776	27946.870123444936	26573.602143749456	24609.941209252243	22261.055697099506	25476.45782459664	26040.689514592807	11987.537000340664	13797.478082032761	15942.004015471362	16313.471123286636	16615.611347267964	13166.694476458408	17782.680498228074	14439.074037777009	20038.31994263983	23346.337053472198	23637.703628845662	16493.821668904224	18460.277319054556	21556.736040698583
P441-PWY	9833.106018606319	10554.155397776924	10697.576308368298	10814.688015012292	10218.659729993607	10123.391061870107	10270.738719368139	11507.141695165654	12507.095891863011	9861.426384864892	11562.047377722238	17821.20162587355	13691.965722866202	13242.493815551714	14128.595421299862	11058.053544475659	13130.096361127195	13441.837181787305	8489.666336699276	8927.262581420393	11205.148173785466	7736.480562515091	9401.041209145094	7126.794971578551	5825.033831254599	8248.633352989458	11913.754478977775	13467.711198537369	14177.572802988709	9055.179209400341	10323.889942417041	11972.71627224767
P461-PWY	6207.826394963701	6630.132515345384	7153.571570512984	7255.904647503225	6274.320094848604	6148.247807499175	6631.153924682085	7505.589853053238	7598.9300243176995	5943.791707668583	7652.811607255619	11264.551169510069	8328.78819990056	8488.282078013282	8902.770854727647	7387.748455212721	8362.752211660605	7501.712603019978	2768.4835760935566	3014.7314392054277	3646.299451296245	4834.442330524294	5942.6337489254565	4835.047686795853	3354.950358185559	4846.658461627479	7684.433560329292	8865.641629310421	9589.710331195376	5861.595658611504	6605.772219264785	7646.38604143972
P562-PWY	1692.7437665047255	1970.2041874117479	1848.5455016413748	2018.6212483925758	1588.2123679544704	2108.986042298752	1851.3459838452156	2140.548727528697	2077.9071238841375	903.4028257725695	1471.4536555017953	4044.1574691537307	2126.7295521274696	2240.148157103499	2353.126903656819	1869.4610289022796	2425.397068087981	2722.3821817545427	2070.653767181211	2075.357287941187	2697.236737064719	990.8218877351308	1736.2929645769354	1335.800411827692	734.9644445617316	1272.7178013700432	2076.707936485728	2095.512906095161	1942.5039335375875	1641.8393733705573	2335.740441745469	1974.2890135095759
PANTO-PWY	15551.846029417313	16130.743672325023	17475.87828876213	15309.908775820215	15666.670261105255	13520.470665374312	14029.055111694217	17149.440263192024	18741.37802460351	19043.204288117446	14655.144485399293	21514.884179333694	20676.579696921122	20131.179276001636	19172.532007833343	16703.746244940463	19322.07482086202	19179.23293818147	9035.992019134448	10305.971126631963	12146.497532297672	12204.543110949167	11944.462013143062	9802.668732772596	13558.753567642292	10787.079522040154	15806.579773432775	18365.53795755813	18430.06801774606	12777.977497732092	14272.234978285547	15486.70317300498
PANTOSYN-PWY	14945.405077565818	15402.845267632287	16815.12950474622	14639.913752715729	15030.075581542198	12888.050215444731	13348.634216147795	16450.37734470161	18175.932554923824	18096.684028843694	13977.914989544328	20512.907417006234	19770.377579010732	19094.629868540902	18164.00273570964	15928.273481381586	18315.656694070676	18475.019812525745	8522.963601996373	9805.20065562074	11560.382203758103	11577.168090690013	11299.64375021954	9247.678065001905	13122.45051132708	10145.831587268296	14989.555300237022	17435.346866513566	17509.70809130785	12147.262702092396	13565.053397528916	14560.968506868692
PENTOSE-P-PWY	8833.136358734117	9408.692900591443	10351.570989011414	9649.02248350861	9462.930298576555	8664.430566456416	9625.635863956002	10135.265299839299	9441.189420588478	11886.675081543752	9721.20920061467	19246.042280632522	11042.983797402827	13449.079955319867	12672.452263875351	11056.784116336577	12528.08038891784	9062.8089779146	4634.344337929486	4782.483122743482	5385.212034719994	7610.491144680906	8625.057908371187	6932.02100761803	5630.860447968542	7158.550214018424	10012.768452178127	11846.87478109268	12195.11403183534	7609.261004063881	8332.513597317988	13093.234225286917
PEPTIDOGLYCANSYN-PWY	13753.097609717326	14269.03649091759	15778.387270467312	14373.578981193079	14054.577234943732	13156.944478823792	13471.10171721753	15675.457705806206	16693.934810895968	15502.068717716998	13180.743300549095	22940.029133640895	16720.287422859237	18374.046904962037	17845.288142070578	15563.952777414475	17719.343784978664	16917.295377180668	8380.254040034697	9279.81603348064	10941.942776692238	9994.506862004908	11536.041694516312	9306.326650834353	9390.219219285424	9406.287347671521	14532.65771854242	16925.19600683902	16827.43177035534	11326.720447469526	13132.589593240156	15098.435951100244
PHOSLIPSYN-PWY	17793.80398062157	18353.9833692949	19843.862167808602	17410.428896311674	17739.57796246819	15612.366294826154	15877.760180568339	19728.909412042707	22162.2782586565	20603.715954222764	16448.019976089865	22942.36016110723	23212.010872181276	22047.18080919278	21394.92082028671	18587.024101101255	21369.749173743963	22587.451037824314	11400.345472281344	12816.7195594951	15511.434029127073	13364.78783505322	13220.715253874137	10562.8073105128	15401.495395978587	11993.515937104712	17446.92482317521	20140.171246727332	20068.331417551584	14239.36006441673	16207.265305381901	16467.034335499036
POLYAMINSYN3-PWY	609.2807970476747	536.616354511406	579.9480563086621	668.5060270879196	984.7746261940702	469.25329449918155	681.392494493028	510.4125072156111	973.2578382529737	449.4025323001107	1997.764688148498	492.990729722008	1830.372011857003	731.6553762750943	597.5694589004004	431.4511308460147	699.5440036100161	577.3576353129856	660.6966379141819	570.5169854890162	997.0645939062385	862.840486517418	1155.1462632629896	480.7348219798172	206.18223968184643	805.9362002900247	1076.7859113268332	1168.0684817618219	2314.4700291452723	661.0176403832905	544.1511531617492	790.8856672553619
POLYAMSYN-PWY	718.4954399631882	636.5766855421807	722.412302000393	798.8781784057384	1260.3976346795953	554.7957202948314	745.2662309107824	630.4957016430285	1041.4349345929224	769.9993256768634	2157.8720325640684	609.1525406849718	2156.756560128015	872.0980603258012	799.6695210740802	573.2479443533674	909.5168561064811	791.4007445548293	694.6688670226226	620.5076500282698	1051.0485878104346	1444.4759075237625	1312.1671207219788	628.3926257305832	349.21705015610866	1317.3891604477667	1214.8175098200002	1382.8409706207613	2375.790087982367	789.3870568332749	730.655305648649	1195.816334305637
