pathway	Plate1_1136R_RL_F_S5_week10_S58_L001	Plate1_1136R_R_F_S5_week10_S57_L001	Plate1_2518R_L_M_S5_week10_S61_L001	Plate1_2518R_R_M_S5_week10_S62_L001	Plate1_3752R_0_F_S5_week10_S59_L001	Plate1_3752R_L_F_S5_week10_S60_L001	Plate1_3893R_RL_M_S5_week10_S64_L001	Plate1_3893R_R_M_S5_week10_S63_L001	Plate2_096R_0_M_S5_week9_S74_L001	Plate2_1060R_L_M_S5_week9_S75_L001	Plate2_1076R_0_M_S5_week9_S76_L001	Plate2_1136R_0_F_S5_week9_S69_L001	Plate2_2402R_0_F_S5_week9_S70_L001	Plate2_2433R_0_F_S5_week9_S71_L001	Plate2_2475R_0_M_S5_week9_S77_L001	Plate2_2518R_0_M_S5_week9_S78_L001	Plate2_3924R_L_F_S5_week9_S72_L001	Plate2_3929R_0_F_S5_week9_S73_L001	Plate3_096R_0_M_S5_week5_S4_L001	Plate3_2402R_R_F_S5_Pellet_week9_S5_L001	Plate3_2475R_RL_M_S5_Pellet_week9_S6_L001	Plate4_1060R_L_M_S5_week5_S12_L001	Plate4_1076R_0_M_S5_week5_S13_L001	Plate4_1136R_0_F_S5_week5_S14_L001	Plate4_2402R_0_F_S5_week5_S15_L001	Plate4_2402R_R_F_S5_week5_S16_L001	Plate4_2433R_0_F_S5_week5_S17_L001	Plate4_2475R_0_M_S5_week5_S18_L001	Plate4_2475R_RL_M_S5_week5_S19_L001	Plate4_2518R_0_M_S5_week5_S20_L001	Plate4_3924R_L_F_S5_week5_S21_L001	Plate4_3929R_0_F_S5_week5_S22_L001
ASPASN-PWY	9468.566373626374	10015.909084249082	11344.093992673992	10538.279523809526	9854.087435897434	9493.457912087912	10183.476886446888	11164.982161172158	10833.237069597071	11123.904432234429	9297.938424908425	20109.883406593406	10955.185970695968	13615.625641025643	12752.56846153846	11723.303992673995	13022.217765567766	10686.254945054947	4982.338315018314	5391.648827838826	6354.898681318681	6868.340695970696	8762.386666666665	7269.8637362637355	5573.182197802198	6362.611758241757	10368.329267399267	12329.207032967031	12378.303479853479	7828.365091575092	9347.511684981686	12432.895384615384
AST-PWY	176.98888888888888	161.26666666666665	148.1	173.33333333333334	431.26666666666665	140.7888888888889	217.93333333333334	128.73333333333335	332.3777777777778	227.62222222222223	837.9444444444445	157.14444444444445	796.5	194.28888888888892	142.22222222222223	98.41111111111111	179.5222222222222	141.74444444444444	288.56666666666666	226.66666666666669	453.1777777777778	529.2111111111111	459.0444444444444	109.21111111111112	105.4	481.74444444444447	282.0666666666667	291.4333333333334	768.5666666666667	170.32222222222222	125.55555555555556	386.5111111111111
BIOTIN-BIOSYNTHESIS-PWY	5956.308273837209	6856.3463337209305	7513.475366860464	6674.254576744185	6031.4562244186045	4784.452233139536	6555.77328488372	6883.084315116279	4363.946291860465	9891.74098255814	6712.1941168604635	13860.456102906976	7879.616080813953	9711.46360116279	7765.995348837209	7796.681073837209	8672.384345930233	3497.7039226744187	1140.6263424418603	919.1789860465117	1247.1662406976743	6233.987611046511	5904.219812790698	5369.529643604651	4245.7387081395345	4979.178615697674	6440.826952325582	7747.960145930232	8237.61130988372	5354.300101744186	5862.676611627907	10935.371682558138
BRANCHED-CHAIN-AA-SYN-PWY	19352.612218672803	20161.50547986884	21614.616024669805	19246.467088452067	19416.716857003026	17438.9111916699	17642.397697065724	21582.259116844696	23943.460417727703	22338.31607845071	18074.276594533258	27532.77925649	25492.992408948732	24622.80089234395	23979.52906177198	20585.92406361712	23938.653296834615	24855.501682748858	12555.672022170562	14066.751169518371	16837.477689939577	14691.294528012295	15072.176816502475	12099.185564499609	16349.09317087513	13490.810716760992	19766.80450988583	22715.873902832966	22609.064714498058	15930.846376600797	18253.919994066528	19064.580980111703
CALVIN-PWY	10824.483224031475	11871.838009829518	12266.10236451721	12117.718216936666	11154.087379902752	11101.40663393267	11907.346958274291	12671.455117519132	12156.710882934856	13157.16905151252	12100.614190420652	24181.704704824613	13921.816797738444	16007.474091385844	16084.610996031515	13163.491800533426	15428.634230989264	12779.442918158555	8069.280687151275	8189.891204307026	10051.826947064166	8980.419858365885	11036.901744693378	9001.671896302601	6405.479838295735	9264.042037204097	13307.769050614867	15515.833716693343	15492.070813563972	10068.192044524354	11418.458909319204	16248.11919187908
COA-PWY	14703.710000000003	15125.824285714285	16466.07142857143	14282.225714285712	14787.715714285712	12606.389999999998	13129.601428571426	16143.901428571427	18085.094285714287	18089.41571428571	13817.134285714284	19274.082857142857	19308.282857142858	18606.695714285714	17937.348571428567	15574.104285714286	17788.177142857145	18111.482857142862	8390.08142857143	9668.615714285716	11328.320000000002	11435.865714285716	10917.73142857143	8897.095714285713	13039.50285714286	10102.884285714283	14550.198571428571	17051.225714285712	17059.007142857143	11812.09142857143	13025.092857142858	14182.975714285714
COBALSYN-PWY	6886.295898101897	7544.972231768233	8144.242116883117	7848.494525474524	7251.11983916084	7080.398065934065	7549.640631368631	8126.386954045955	7491.57715984016	8291.16731436006	7265.60206093906	16212.231866133863	8916.195592407592	10542.852538461537	9886.23323976024	8719.907919080919	10237.631453546452	8080.340131868133	4516.983122877124	4611.348541458541	5656.351254745254	5517.280536463537	7190.576477522478	5989.550388611388	4015.2334651162782	5341.151305694306	8574.260310689313	10028.59736163836	10143.568597402596	6371.661940059939	7584.170889110889	10232.448197802198
COLANSYN-PWY	8492.955555555554	8759.64183006536	8870.145098039216	7287.607189542485	8432.190849673203	6317.592810457516	6249.6418300653595	8791.861437908496	11018.962745098039	10496.200653594773	8012.046405228759	5622.321568627451	13355.575163398695	9428.306535947713	9076.510457516339	7504.944444444445	9263.782352941178	11548.593464052288	5889.2411764705885	6779.2555555555555	8323.168627450981	7387.374509803922	5469.380392156863	4062.301960784314	9821.6	6307.11568627451	7820.13660130719	8720.054248366014	9163.03202614379	6842.196732026144	7379.974509803922	5882.580392156863
COMPLETE-ARO-PWY	12213.482177717693	12890.613920864565	12840.704979503556	11431.639242440408	12037.63085456119	10256.860405601483	10124.356125196276	13217.076541322893	15820.243822611947	14231.581455288624	12188.475994269551	12332.8694481561	18301.121340476162	14310.252508313391	14768.12396232813	11599.51538274903	14126.709801891353	17030.47977059171	9901.403595321708	10907.452955354987	13675.782115684946	10159.726951425266	8842.167050863634	6969.2187145016815	12188.252477385107	9626.573314941925	12645.132161343292	14230.448479395896	14460.556000676572	10484.228303596841	11603.88369897176	10382.677877919692
DAPLYSINESYN-PWY	4863.249951408764	5060.135463230169	5305.193304174063	5162.898887295583	5030.350728209034	5296.127492573086	5200.567218809476	5808.742964742559	7040.5521897055105	4410.400130894637	5020.255071805752	8026.809696215189	5288.896278788573	5505.987228376024	6312.528471510559	5065.253768162148	5485.2511716862045	6530.954919076662	4071.9063285958528	4383.68593521492	5399.9937873918325	3179.036896480211	3823.5034566770128	2498.478883889419	2760.0278604345726	3606.4523225034395	4375.454139144545	5000.438063342541	5045.753883680983	3429.9971328352726	4290.5709462189725	4839.594424774208
DTDPRHAMSYN-PWY	25012.922227654697	25943.936983957232	28868.48650572957	25801.389504965624	25940.90888311688	23827.24217723453	24345.193540106946	28443.010603514133	30591.85704660046	29348.679081741782	23157.047026737975	42900.498652406415	31086.545732620325	33853.231628724214	32170.861874713533	28627.919054239883	32574.559485103135	30945.48810389611	14547.471729564553	16321.744209320092	18847.169038961038	18472.59296409473	20830.393185637895	16603.871948051947	18908.5916210848	16832.362620320855	25931.976899923604	30253.687595110776	30229.506870893816	20199.50902521008	23480.057199388848	27467.286062643238
ECASYN-PWY	170.66785714285712	155.50714285714284	142.81071428571428	167.14285714285714	415.8642857142857	135.76071428571427	210.14999999999998	124.13571428571429	320.5071428571428	219.49285714285716	808.0178571428571	151.53214285714287	768.0535714285713	187.35000000000002	137.14285714285714	94.89642857142856	173.11071428571427	136.68214285714285	278.26071428571424	218.57142857142856	436.99285714285713	510.3107142857143	442.65	105.31071428571428	101.63571428571429	464.5392857142857	271.99285714285713	281.02500000000003	741.1178571428571	164.2392857142857	121.07142857142857	372.70714285714286
ENTBACSYN-PWY	171.81842696629215	156.55550561797753	143.77348314606743	168.26966292134836	418.6678651685394	136.6759550561798	211.56674157303374	124.97258426966295	322.6678651685394	220.97258426966297	813.465168539326	152.55370786516858	773.2314606741575	188.6130337078652	138.0674157303371	95.53617977528091	174.2777528089888	137.603595505618	280.13662921348316	220.04494382022474	439.93887640449447	513.7510112359552	445.63415730337084	106.02067415730339	102.32089887640451	467.6710112359551	273.8265168539327	282.91955056179785	746.1141573033709	165.3465168539326	121.88764044943822	375.21977528089894
FAO-PWY	318.58	290.28	266.58	312.0	776.28	253.42	392.28	231.72	598.28	409.72	1508.3	282.86	1433.7	349.72	256.0	177.14	323.14	255.14	519.42	408.0	815.72	952.58	826.28	196.58	189.72	867.14	507.72	524.58	1383.42	306.58	226.0	695.72
FASYN-ELONG-PWY	20598.414862226433	21095.294387772803	23811.561079780317	20635.38385948037	20674.257468275762	17956.004009957163	19317.323071345327	22922.28825711501	23700.027589102472	25372.005403271294	19068.336673135647	31283.80447476422	25104.721726700765	27101.97633498876	24777.74638202544	22843.197883982742	25444.075143809983	22792.31257862254	9227.604640339738	10812.99807171434	12157.236935539819	15746.706898973838	15752.320830177772	12857.289280494966	16555.932973117502	13335.985636941758	19468.582266657035	22778.380249910057	22835.639861107094	15995.14918586501	17919.771841884667	21784.86070429253
FASYN-INITIAL-PWY	207.7695652173913	189.31304347826085	173.85652173913041	203.47826086956522	506.2695652173913	165.27391304347825	255.83478260869563	151.12173913043478	390.18260869565216	267.20869565217396	983.6739130434783	184.47391304347826	935.0217391304348	228.07826086956524	166.95652173913044	115.52608695652174	210.74347826086955	166.39565217391305	338.75217391304346	266.0869565217391	531.9913043478261	621.2478260869566	538.8782608695652	128.20434782608697	123.7304347826087	565.5260869565218	331.12173913043483	342.11739130434785	902.2304347826088	199.94347826086957	147.3913043478261	453.7304347826087
FERMENTATION-PWY	308.91045284479424	281.04702877048123	276.7582402270675	300.5350148367953	697.1649490388338	252.59866855889564	364.2900812798349	246.35386143723395	550.5636459811637	424.02472971229525	1342.0922848664686	269.63198813056385	1266.0391691394661	334.57050445103863	269.52962198426013	193.89243452457748	307.21177396464975	260.27727519029804	483.41776286930724	380.4635143852406	741.9573061540448	873.8525635401885	743.7557889304605	199.0667165527029	224.8867733195717	816.526894594246	480.8015585085796	518.3883653722102	1251.600626266746	296.33352083602114	248.96555283189267	726.0271165010968
FOLSYN-PWY	4997.7825	5325.262279411763	6140.4141176470575	5577.789044117646	5617.369852941176	4824.965955882352	5483.887279411763	5670.757058823529	4870.419044117647	6908.702867647057	5513.404852941175	12346.437132352938	6665.497279411764	8195.953676470584	6867.06463235294	6586.893749999999	7627.73007352941	4715.153823529411	1972.9919117647055	1992.7124999999999	2208.188602941176	4579.691911764706	5537.913970588234	4380.023602941175	3059.0887499999994	3895.321323529411	5935.038088235293	6997.171764705881	7556.679264705881	4443.203161764705	4987.208161764705	8175.971470588234
FUC-RHAMCAT-PWY	2228.9117865402404	2614.007948862709	2310.8078257468574	2487.2338970903447	2394.652939543995	2613.823064113147	2565.4759131178025	2764.1074301254084	3037.989031874082	2237.3166190953834	2707.8649109288917	4945.633505224917	3305.7891505503967	2891.1750165387675	3256.0493465867994	2442.754946977731	3007.9285578390673	3283.7315624813364	2729.3604740781493	2649.5856433744725	3493.3002672498237	1950.3111869456386	2321.83676205311	1522.3513667850323	1329.2186482423683	2288.4103398949774	2565.0022381237413	2811.031617549177	2976.0451752870435	1955.6189806551668	2535.306118721772	3159.495017140992
FUCCAT-PWY	9793.372987012988	10384.194285714286	10185.502857142856	8943.178571428572	9627.240000000002	8234.34012987013	8072.400000000001	10639.846233766233	12692.872857142858	11572.517272727271	9385.406883116882	9961.966493506492	14691.035844155846	11257.398051948052	11359.542467532467	9183.8487012987	11261.010519480522	13676.079220779224	7831.095714285714	8619.213116883115	10626.08	8153.41	6857.062857142857	5104.7127272727275	10111.439999999999	7576.821428571428	9375.341428571428	10442.203246753246	10584.83857142857	7981.087142857143	9085.895714285714	8152.874285714286
GALACT-GLUCUROCAT-PWY	3624.113092352571	4386.584347528529	3795.7640755682546	3974.0180309796497	3901.665541732496	4222.568910259043	4188.062036539874	4486.299558506385	5011.824018746917	4231.1734456552995	4072.473973757788	8133.480502628061	5127.932624454591	4725.100223163511	5458.03237446914	4017.863329155486	4909.929724267567	5301.603436804698	4337.835882770316	4255.149848527294	5475.46649409452	3133.0847721078017	3510.475228958689	2430.9012473530033	2356.1115173253156	3745.8881950944	4086.608537724338	4633.851358670193	4714.79646162727	3126.6873423366023	4001.9116200425096	5213.416474540073
GALACTARDEG-PWY	699.4808602150538	579.7533333333333	495.24333333333334	618.1096774193549	1025.4766666666667	558.3209384164222	760.8012512218963	589.3530498533725	1011.9930303030303	769.0169892473119	2066.243137829912	831.5481720430108	1809.810713587488	636.6370967741937	663.6309384164222	440.12591397849457	711.1005460131266	721.5787096774194	797.6372043010753	741.589247311828	1087.9866666666667	1204.0148484848485	1232.6733333333334	394.68849462365597	382.4790909090909	1174.8645454545454	800.8748484848485	913.2128543499512	1667.2993939393941	572.4842424242424	444.81419913419916	1265.7624242424242
GALACTUROCAT-PWY	7661.538938597635	9051.285430028907	8809.681745476744	8586.501198752938	7712.19208851535	7800.993890119543	8581.705436592392	9285.058517046558	8192.96923143684	9926.83031033379	7936.36195673087	17719.421431177518	9979.851555931991	11105.532917782702	10813.299589709808	9208.24656963809	10806.541486058226	8437.159907918169	5726.251764563938	5562.416536619579	7108.004185814186	6706.617801224541	7418.666709329319	6051.545034458296	4980.787575266923	6772.406251630817	8539.169635091157	9819.231729486295	9699.327392156958	6842.629655127481	8365.164546677153	12063.53020496412
GLCMANNANAUT-PWY	4372.292348955392	4546.506027667984	4728.963297571993	4830.552922077923	5084.381444099379	5398.564330886505	4902.451915584415	5177.597677865612	6145.9915824393	3993.272984189723	4831.107936194241	10776.99513692829	5945.496939582158	6330.903176171656	6547.146325522303	5283.492348955394	6567.304995765105	6973.353754940712	4556.847720214569	4686.770892151327	5525.137154150198	3159.6193986448334	4977.719339356296	3222.4316840767933	2243.6618195934498	3634.5199534161493	5450.162987012986	6111.577477413891	6405.005822981367	3773.164330886505	4781.781914172784	5738.095306324112
GLUCARDEG-PWY	690.518431372549	579.7533333333333	495.24333333333334	613.0	1025.4766666666667	549.6564705882353	750.412324929972	580.1984033613445	1011.1109523809524	762.144817927171	2043.911344537815	819.2521568627451	1802.4821288515407	631.3088235294118	658.3547058823528	433.5680392156862	639.39162464986	706.2223529411765	793.7298039215686	732.4700280112045	1087.9866666666667	1202.6652380952382	1232.6733333333334	393.43156862745104	378.53000000000003	1172.8385714285714	799.6280952380952	910.6494397759104	1665.7409523809526	569.5761904761905	385.8666666666667	1258.2819047619048
GLUCARGALACTSUPER-PWY	699.4808602150538	579.7533333333333	495.24333333333334	618.1096774193549	1025.4766666666667	558.3209384164222	760.8012512218963	589.3530498533725	1011.9930303030303	769.0169892473119	2066.243137829912	831.5481720430108	1809.810713587488	636.6370967741937	663.6309384164222	440.12591397849457	711.1005460131266	721.5787096774194	797.6372043010753	741.589247311828	1087.9866666666667	1204.0148484848485	1232.6733333333334	394.68849462365597	382.4790909090909	1174.8645454545454	800.8748484848485	913.2128543499512	1667.2993939393941	572.4842424242424	444.81419913419916	1265.7624242424242
GLUCONEO-PWY	10495.378146837285	11035.540368632186	12469.176688824024	11749.486797365393	10996.887065158824	10815.70929705871	11333.900170304187	12473.577729868191	12482.983841001194	11733.893870797268	10540.294741005608	22167.277072467485	12277.292177330948	15013.349274383892	14445.492639469672	12972.482472739497	14467.065994112489	12510.265335395652	6269.40975164246	6708.383826758032	8055.317132324654	7478.425385315175	9824.82536934469	8004.300223714473	6048.222134147316	7183.750751735256	11771.574710235682	13882.112543409006	13936.073605194588	8760.236444375614	10564.34097772916	13498.997930977679
GLUCOSE1PMETAB-PWY	21082.06466666667	21221.82133333333	24149.855460317467	21160.75095238095	22428.308952380954	19251.136920634923	19940.821492063496	23280.0139047619	25614.13196825397	24909.110412698417	20812.15285714286	34103.903777777785	27532.07142857143	28152.35041269841	25629.050793650797	23531.76368253968	26911.832412698415	25233.768126984138	10996.275650793652	12547.220317460318	14280.78707936508	16508.337206349206	18220.724984126984	13509.763714285713	16467.565412698415	14250.89923809524	21275.68184126984	24838.332920634915	25949.469301587305	16601.3006984127	18761.960634920633	22841.841682539685
GLUCUROCAT-PWY	3623.169564838262	4383.877909417235	3777.6812177081747	3951.3785406105735	3900.1550357275196	4188.202222397209	4184.323854679922	4475.456750126595	5045.301844852649	4299.959248004345	4097.359763195427	8060.885330424577	5118.380071827539	4692.234324082923	5470.979508109851	3997.224615034835	4865.868909146902	5255.194907764969	4318.195251736648	4229.259581207008	5438.512426024989	3167.2126238469486	3537.4091655607663	2413.585604824551	2388.8119945110325	3785.9332523536696	4068.4802601669717	4638.360984261355	4696.829114321029	3116.3308649121072	3941.3574814171416	5298.491756591628
GLUTORN-PWY	17258.546527482176	17917.469861491165	19267.823011384753	17045.539900003372	17288.791119556765	15296.302153305629	15589.231789466574	19180.641180365525	21397.668412215804	20059.34740312827	16230.267136583223	23537.058295665684	22801.222894496812	21714.748416269726	21116.89941218202	18197.21749940881	21037.08477855478	21940.0310046958	10913.368494983279	12298.347849396983	14765.096684909295	13191.661045910614	13215.64847234891	10600.375229553056	14808.76230836796	11980.244129590214	17383.34917469005	20028.550630721933	20034.544086348436	14081.522906996384	16027.129485828182	16695.38589811155
GLYCOCAT-PWY	18726.320103248472	19652.789798904083	21280.029785449045	18892.918444594743	18907.17751191037	16884.46974165415	17342.45222553976	21089.61499899366	23055.389674211066	22065.460803165584	17276.94612760824	27823.18226673844	24499.08929296998	24207.80778355552	23329.39238931089	20405.616515247395	23456.621576930385	23562.151085238533	11531.930040614581	12917.357864121808	15558.32099890925	14224.81829862613	14886.753730303157	12122.383181116844	15642.729918158628	12862.948091289505	19363.299177572262	22525.826127645476	22390.939835539102	15453.179753527114	17817.74368532558	19275.122604386346
GLYCOGENSYNTH-PWY	3519.6142521367515	3877.8999816849814	3732.3626800976804	4076.2707417582415	3547.154819902321	3811.0136935286923	3849.057399267399	4224.252933455434	4664.667686202687	3322.291662975268	4634.4410714285705	6702.29246947497	4961.108943833944	4661.08032967033	5571.967704517703	3928.136086691087	4704.720992063492	5150.4252045177045	4057.6244993894998	4073.537652625153	5491.260686813187	2812.5142063492062	3672.6493253968256	2980.3107875457877	1890.499802510151	3423.9515476190477	4934.271645299145	5664.91728937729	5731.741608669107	3593.7273015873016	4160.642338217338	4732.543623321123
GLYCOL-GLYOXDEG-PWY	182.04571428571427	165.8742857142857	152.33142857142855	178.28571428571428	443.5885714285714	144.81142857142856	224.15999999999997	132.41142857142856	341.8742857142857	234.12571428571428	861.8857142857142	161.6342857142857	819.2571428571429	199.84	146.28571428571428	101.22285714285712	184.65142857142854	145.7942857142857	296.8114285714285	233.14285714285714	466.12571428571425	544.3314285714285	472.15999999999997	112.33142857142857	108.41142857142856	495.5085714285714	290.1257142857143	299.76	790.5257142857142	175.1885714285714	129.14285714285714	397.5542857142857
GLYCOLYSIS	8759.512846473637	9521.93339111366	10372.378053456527	9984.756552300207	9342.109247623577	9069.099001559029	9648.395483700626	10358.426448865093	9661.561757106063	10616.496965985067	9468.201518802978	20594.93714633472	11415.78142553563	13552.047594279798	12802.555932513042	11214.292267011959	13078.71355603938	10319.09084236449	5805.76967799143	5900.616389235333	7238.458582750681	7112.678081104662	9178.858497008949	7605.98279300529	5132.157288132461	6905.838775768949	11013.436593236822	12895.824960698701	13138.80003164798	8107.351968554111	9580.487039993282	13078.636575035558
GLYCOLYSIS-E-D	203.68229508196723	185.58885245901638	170.43639344262294	199.47540983606558	496.31016393442627	162.02262295081968	250.80196721311475	148.1488524590164	382.50688524590163	261.952131147541	964.3229508196721	180.8449180327869	916.627868852459	223.5914754098361	163.672131147541	113.25344262295081	206.5977049180328	163.12229508196722	332.0881967213115	260.8524590163935	521.5259016393443	609.0265573770492	528.2773770491804	125.68229508196723	121.29639344262296	554.4009836065574	324.60786885245903	335.38721311475416	884.4816393442624	196.01016393442623	144.49180327868854	444.80459016393445
GLYCOLYSIS-TCA-GLYOX-BYPASS	234.05877551020407	213.2669387755102	195.85469387755103	229.22448979591837	570.3281632653061	186.1861224489796	288.2057142857143	170.24326530612245	439.5526530612245	301.01877551020414	1108.1387755102041	207.81551020408165	1053.330612244898	256.9371428571429	188.08163265306123	130.14367346938775	237.40897959183673	187.44979591836736	381.614693877551	299.7551020408163	599.3044897959185	699.8546938775511	607.0628571428572	144.4261224489796	139.3861224489796	637.0824489795918	373.01877551020414	385.40571428571434	1016.3902040816328	225.24244897959184	166.04081632653063	511.14122448979595
