pathway	sequence	Plate1_1136R_RL_F_S5_week10_S58_L001	Plate1_1136R_R_F_S5_week10_S57_L001	Plate1_2518R_L_M_S5_week10_S61_L001	Plate1_2518R_R_M_S5_week10_S62_L001	Plate1_3752R_0_F_S5_week10_S59_L001	Plate1_3752R_L_F_S5_week10_S60_L001	Plate1_3893R_RL_M_S5_week10_S64_L001	Plate1_3893R_R_M_S5_week10_S63_L001	Plate2_096R_0_M_S5_week9_S74_L001	Plate2_1060R_L_M_S5_week9_S75_L001	Plate2_1076R_0_M_S5_week9_S76_L001	Plate2_1136R_0_F_S5_week9_S69_L001	Plate2_2402R_0_F_S5_week9_S70_L001	Plate2_2433R_0_F_S5_week9_S71_L001	Plate2_2475R_0_M_S5_week9_S77_L001	Plate2_2518R_0_M_S5_week9_S78_L001	Plate2_3924R_L_F_S5_week9_S72_L001	Plate2_3929R_0_F_S5_week9_S73_L001	Plate3_096R_0_M_S5_week5_S4_L001	Plate3_2402R_R_F_S5_Pellet_week9_S5_L001	Plate3_2475R_RL_M_S5_Pellet_week9_S6_L001	Plate4_1060R_L_M_S5_week5_S12_L001	Plate4_1076R_0_M_S5_week5_S13_L001	Plate4_1136R_0_F_S5_week5_S14_L001	Plate4_2402R_0_F_S5_week5_S15_L001	Plate4_2402R_R_F_S5_week5_S16_L001	Plate4_2433R_0_F_S5_week5_S17_L001	Plate4_2475R_0_M_S5_week5_S18_L001	Plate4_2475R_RL_M_S5_week5_S19_L001	Plate4_2518R_0_M_S5_week5_S20_L001	Plate4_3924R_L_F_S5_week5_S21_L001	Plate4_3929R_0_F_S5_week5_S22_L001	Taxa
1CMET2-PWY	ASVp1_29	213.95230769230767	217.89384615384617	210.0	190.6153846153846	204.97076923076924	177.33692307692306	148.26	209.27846153846156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_fermentum
1CMET2-PWY	ASVp1_3	2892.668333333333	3242.831666666667	3598.0000000000005	3242.33	2694.335	2254.1633333333334	3083.336666666667	3291.831666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Phocaeicola_vulgatus
1CMET2-PWY	ASVp1_30	695.5	636.0	898.0	743.0	658.0	713.5	681.0	877.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Enterococcus_faecalis
1CMET2-PWY	ASVp1_36	6.43	0.0	10.43	0.0	10.0	12.86	7.86	8.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Agathobacter_faecis
1CMET2-PWY	ASVp1_37	121.67	109.5	97.5	129.33	122.17	122.83	131.67	94.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Alistipes_onderdonkii
1CMET2-PWY	ASVp1_41	257.38461538461536	172.84615384615384	283.2307692307692	351.07692307692304	184.15384615384613	177.69230769230768	215.65384615384613	326.30769230769226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Staphylococcus_hominis
1CMET2-PWY	ASVp1_45	21.5	16.0	30.0	28.25	17.0	21.5	17.25	31.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_stercoris
1CMET2-PWY	ASVp1_54	91.84	0.0	0.0	52.35999999999999	0.0	57.4	86.24	77.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Enterococcus_A_avium
1CMET2-PWY	ASVp1_55	10.4	13.2	12.4	0.0	12.8	9.8	8.0	9.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Escherichia_coli
1CMET2-PWY	ASVp1_57	69.33500000000001	91.665	96.005	92.995	76.66166666666666	62.335	92.66833333333336	85.50500000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Enterocloster_citroniae
1CMET2-PWY	ASVp1_65	110.89105263157896	127.84578947368422	100.57894736842108	88.78578947368422	116.05263157894738	104.63526315789476	101.31947368421054	77.36842105263159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Phocaeicola_dorei
1CMET2-PWY	ASVp1_69	19.384615384615383	26.276923076923072	22.184615384615384	18.52307692307692	20.46153846153846	13.784615384615384	18.307692307692307	27.56923076923077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Collinsella_sp902362275/sp902472315
1CMET2-PWY	ASVp1_70	31.83	25.83	24.5	34.83	32.67	29.67	30.33	23.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacillus_subtilis
1CMET2-PWY	ASVp1_72	0.0	0.0	0.0	0.0	0.0	5.635000000000001	7.385000000000001	5.833333333333334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_uniformis
1CMET2-PWY	ASVp1_74	0.0	90.335	82.67	0.0	68.83333333333334	64.83166666666668	76.49833333333333	81.83000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Akkermansia_massiliensis
1CMET2-PWY	ASVp1_75	12.49230769230769	10.553846153846154	10.338461538461535	8.184615384615384	7.323076923076923	12.276923076923076	8.399999999999999	11.415384615384614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Hungatella_hathewayi
1CMET2-PWY	ASVp1_83	35.17	30.17	28.0	35.0	37.17	35.5	40.17	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Enterocloster_sp005845215
1CMET2-PWY	ASVp1_87	39.30769230769231	46.30769230769231	43.61538461538461	39.57692307692307	35.26923076923077	51.96153846153846	39.84615384615385	45.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Hungatella_hathewayi
1CMET2-PWY	ASVp1_88	0.0	21.954545454545453	0.0	0.0	0.0	18.772727272727277	19.40909090909091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Enterocloster_alcoholdehydrogenati
1CMET2-PWY	ASVp1_9	191.148	174.16799999999998	159.94799999999998	187.2	465.768	152.052	235.368	139.03199999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Escherichia_coli
1CMET2-PWY	ASVp1_95	17.04	18.96	16.56	12.239999999999998	9.839999999999998	5.28	10.32	22.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Escherichia_coli
1CMET2-PWY	ASVp1_98	0.0	11.165	17.838333333333335	0.0	11.001666666666669	8.003333333333334	11.666666666666668	13.498333333333337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Enterococcus_faecalis
1CMET2-PWY	ASVp2_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10091.124615384617	9714.567692307692	6748.0	5162.413846153846	11845.432307692306	8727.74	8450.615384615385	7015.798461538461	8589.538461538461	10765.27846153846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Akkermansia_muciniphila
1CMET2-PWY	ASVp2_10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	260.9793103448276	110.64827586206896	241.57241379310344	114.41379310344828	171.47586206896554	86.02758620689654	212.02758620689656	92.6896551724138	73.28275862068966	115.57241379310344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Enterocloster_bolteae/clostridioformis
1CMET2-PWY	ASVp2_108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.032	0.0	24.852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Parabacteroides_distasonis
1CMET2-PWY	ASVp2_11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Parabacteroides_merdae
1CMET2-PWY	ASVp2_112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.5	0.0	0.0	68.38461538461539	0.0	43.88461538461538	44.42307692307692	0.0	35.26923076923077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Phocaeicola_vulgatus
1CMET2-PWY	ASVp2_114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.86	0.0	0.0	7.57	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Enterocloster_citroniae
1CMET2-PWY	ASVp2_117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.29	0.0	0.0	0.0	0.0	7.86	10.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Sutterella_wadsworthensis
1CMET2-PWY	ASVp2_118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.64	18.0	37.2	6.96	12.72	18.48	20.16	8.64	6.72	26.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Eisenbergiella_porci
1CMET2-PWY	ASVp2_12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.86	0.0	0.0	0.0	0.0	1.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_xylanisolvens
1CMET2-PWY	ASVp2_125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.76	26.04	0.0	0.0	0.0	0.0	0.0	33.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Salmonella_diarizonae/houtenae/enterica
1CMET2-PWY	ASVp2_14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	358.968	245.832	879.948	169.716	835.3679999999999	209.832	153.6	106.284	193.884	153.08399999999995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Escherichia_coli
1CMET2-PWY	ASVp2_141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3016666666666667	6.801666666666667	3.3016666666666667	0.0	7.385000000000001	0.0	5.635000000000001	0.0	6.218333333333334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Phocaeicola_nan
1CMET2-PWY	ASVp2_146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Alistipes_nan
1CMET2-PWY	ASVp2_15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_stercoris
1CMET2-PWY	ASVp2_16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	547.0	273.71	315.43	1071.57	420.43	624.57	591.86	517.86	637.43	662.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Parabacteroides_distasonis
1CMET2-PWY	ASVp2_18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	254.29	130.71	130.57	520.43	203.0	312.29	290.57	243.43	300.43	311.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Akkermansia_massiliensis
1CMET2-PWY	ASVp2_19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	298.0	141.14	168.43	542.71	223.0	326.14	308.29	283.29	342.0	349.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Phocaeicola_vulgatus
1CMET2-PWY	ASVp2_22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1412.5	570.0	517.5	749.0	427.0	726.5	807.5	933.5	715.5	1116.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Akkermansia_muciniphila
1CMET2-PWY	ASVp2_25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	247.69230769230768	225.07692307692307	157.58615384615385	125.64461538461538	281.79846153846154	211.07692307692307	200.6630769230769	157.23076923076923	204.97076923076924	282.5092307692307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Parabacteroides_distasonis
1CMET2-PWY	ASVp2_26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.14	0.0	6.0	8.71	0.0	10.71	0.0	8.14	0.0	13.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Eisenbergiella_porci
1CMET2-PWY	ASVp2_27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.20684210526316	57.83842105263158	25.42105263157895	111.63157894736842	48.266842105263166	46.42105263157895	49.736842105263165	35.73315789473684	51.58263157894738	65.95105263157896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Enterococcus_A_avium
1CMET2-PWY	ASVp2_29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.769230769230768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Eisenbergiella_tayi
1CMET2-PWY	ASVp2_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.57	0.0	0.0	0.0	4.29	5.14	0.0	5.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_uniformis
1CMET2-PWY	ASVp2_30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	124.67	127.83	263.5	130.67	148.17	212.0	309.17	102.5	140.17	82.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Sutterella_wadsworthensis
1CMET2-PWY	ASVp2_39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.001666666666667	4.001666666666667	4.328333333333333	5.670000000000001	7.665000000000001	5.670000000000001	2.671666666666667	2.671666666666667	7.338333333333334	2.998333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bifidobacterium_longum
1CMET2-PWY	ASVp2_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	327.3316666666667	771.6683333333333	450.4966666666666	1066.3333333333337	585.5033333333333	772.6716666666666	615.8366666666667	601.1716666666666	676.5033333333334	261.83500000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Phocaeicola_vulgatus
1CMET2-PWY	ASVp2_43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.25	48.0	44.25	23.25	22.0	17.75	21.25	23.25	18.75	26.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Phocaeicola_vulgatus
1CMET2-PWY	ASVp2_47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.671666666666669	20.49833333333333	0.0	32.32833333333333	0.0	19.168333333333333	14.665	14.665	14.338333333333331	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Agathobacter_faecis
1CMET2-PWY	ASVp2_48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1149.0	437.5	413.0	703.5	327.0	634.5	696.0	692.5	572.0	888.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Enterocloster_citroniae
1CMET2-PWY	ASVp2_5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.29	2.86	2.57	0.0	0.0	3.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_uniformis
