pathway	Plate1_1136R_RL_F_S5_week10_S58_L001	Plate1_1136R_R_F_S5_week10_S57_L001	Plate1_2518R_L_M_S5_week10_S61_L001	Plate1_2518R_R_M_S5_week10_S62_L001	Plate1_3752R_0_F_S5_week10_S59_L001	Plate1_3752R_L_F_S5_week10_S60_L001	Plate1_3893R_RL_M_S5_week10_S64_L001	Plate1_3893R_R_M_S5_week10_S63_L001	Plate2_096R_0_M_S5_week9_S74_L001	Plate2_1060R_L_M_S5_week9_S75_L001	Plate2_1076R_0_M_S5_week9_S76_L001	Plate2_1136R_0_F_S5_week9_S69_L001	Plate2_2402R_0_F_S5_week9_S70_L001	Plate2_2433R_0_F_S5_week9_S71_L001	Plate2_2475R_0_M_S5_week9_S77_L001	Plate2_2518R_0_M_S5_week9_S78_L001	Plate2_3924R_L_F_S5_week9_S72_L001	Plate2_3929R_0_F_S5_week9_S73_L001	Plate3_096R_0_M_S5_week5_S4_L001	Plate3_2402R_R_F_S5_Pellet_week9_S5_L001	Plate3_2475R_RL_M_S5_Pellet_week9_S6_L001	Plate4_1060R_L_M_S5_week5_S12_L001	Plate4_1076R_0_M_S5_week5_S13_L001	Plate4_1136R_0_F_S5_week5_S14_L001	Plate4_2402R_0_F_S5_week5_S15_L001	Plate4_2402R_R_F_S5_week5_S16_L001	Plate4_2433R_0_F_S5_week5_S17_L001	Plate4_2475R_0_M_S5_week5_S18_L001	Plate4_2475R_RL_M_S5_week5_S19_L001	Plate4_2518R_0_M_S5_week5_S20_L001	Plate4_3924R_L_F_S5_week5_S21_L001	Plate4_3929R_0_F_S5_week5_S22_L001
FASYN-ELONG-PWY	0.014195110953234495	0.001946616946370425	0.805839246439973	0.8009847603235335	0.010936006356859663	0.0015281463725835133	0.9626588995773201	0.8009441511587471	0.004330534773608923	0.8008954427314285	3.3637425055058587e-06	1.0	3.3031999999918165e-12	0.8008758648929823	0.0	0.8835574696724104	1.9274629133664638e-07	1.3927599999854516e-11	0.0	0.0	0.0	4.346119457388069e-06	2.2079999999996343e-13	0.20764184780872705	0.015237335161265231	0.0	0.0	0.0	0.0	0.0	0.0	1.0
GALACTUROCAT-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3399999999996715e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GLUCOSE1PMETAB-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999989919	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.60670081876e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2676419287370735
GLUTORN-PWY	1.0	1.0	0.9997638335943275	0.9999997101720313	1.0	1.0	0.8983630489675241	0.9999999999999994	1.0	0.9994292787774671	1.0	0.6194767785090165	0.9999999999997886	0.9999999999979796	1.0	0.916890913665438	0.9999999999999968	1.0	0.999999999998138	1.0	1.0	0.9999995321012691	0.9999982986168744	0.9962334951217915	0.9999998611091914	0.9999919684376827	0.9999999982830416	0.9999999999897827	0.9999999999978764	0.9999999985893826	0.9999999999998561	0.6786750264048456
GLYCOCAT-PWY	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999995921	1.0	1.0	1.0	1.0	0.9999999999935125	1.0	1.0	1.0	0.9999999999999771	1.0	1.0	1.0	1.0	1.0	0.9999999999999705	1.0	1.0	1.0	0.9999999999173403	1.0	1.0	1.0	1.0	1.0	0.9999999881365863
HISTSYN-PWY	1.0	0.9999999999999999	0.9996656912414316	0.9999995689632019	1.0	1.0	0.873168692943044	0.9999999999999991	1.0	0.9991492503747508	0.9999999999999999	0.5727690081459016	0.9999999999995745	0.9999999999968919	1.0	0.89099347328456	0.9999999999999678	1.0	0.9999999999950548	1.0	1.0	0.9999993300511272	0.9999974724622996	0.9948569858766375	0.9999997813621572	0.999985707470064	0.9999999971575984	0.9999999999815715	0.9999999999948723	0.9999999976949258	0.9999999999980356	0.6141927157231433
ILEUSYN-PWY	1.0	1.0	0.999867279572186	0.9999998664952378	1.0	1.0	0.9214949605707842	1.0	1.0	0.9997997318569726	1.0	0.6887111481371716	0.9999999999999196	0.9999999999988707	1.0	0.9408319154091392	0.9999999999999984	1.0	0.9999999999992424	1.0	1.0	0.9999998434738809	0.9999992045671667	0.9975626176699319	0.9999999671381279	0.9999981031741142	0.9999999992897188	0.9999999999961648	0.9999999999994351	0.9999999991885264	0.9999999999999605	0.8440400454903515
NAGLIPASYN-PWY	1.2664784314286732e-05	1.2066666666665346e-13	0.0	0.0	6.681190016227725e-05	1.3999999999994753e-13	0.0	0.0	3.4891987271116187e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3333333333332744e-16	0.0	0.0	0.0	4.3346833330725205e-11	0.0	0.0	0.0022756063808249995	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NONOXIPENT-PWY	0.0	0.0	0.0	0.0	0.0	2.786706041151876e-05	0.0	0.0	0.0	0.0	0.0	0.9999999999999867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.130666666633612e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9157133314983545e-09
P108-PWY	1.0	1.0	0.9999999996853655	0.9999999999950505	1.0	1.0	0.9999880706692585	1.0	1.0	1.0	0.9989540393644365	0.999999999998837	0.9999999999936575	1.0	1.0	0.9999997970565258	1.0	1.0	0.92656596434816	0.9999999985154258	0.8550790884994527	0.9999998373124815	0.9885712596699607	0.998989162440405	1.0	0.9999999008692823	0.9999999995994001	1.0	0.9999999987329825	0.9999999989773528	1.0	0.9996298144225957
P42-PWY	1.0	0.9999999993336883	1.323431702797766e-06	0.00309905146394504	1.0	0.9999999999999043	0.08772310991098067	0.628502362534011	1.0	0.9999999999997742	1.0	1.0	1.0	0.999999999999999	0.979133787286738	0.9855489108221608	0.9999999999937482	1.0	0.9363892271900852	0.9999999987275078	0.8731560266807047	1.0	1.0	0.9999999987142013	1.0	1.0	0.12260053890238896	0.8747707565707254	0.9999826363767833	0.9999615432855807	0.7788925036796175	1.0
PANTO-PWY	0.10093095752021256	1.3735024896745392e-07	3.9999999999999615e-16	1.399999999999999e-15	0.09807694146243259	7.936881278294528e-07	0.0	1.188649572935547e-08	0.16142075811855386	2.1999999999999975e-15	0.015121146561066025	0.0	5.160877304266928e-07	2.826829999600452e-10	8.66159999996249e-12	0.0	8.103479999671668e-11	6.465097245591246e-06	0.0	4.0199999999991917e-13	0.0	3.372972899517316e-06	2.4599999999999698e-14	9.399999999999956e-15	0.010932588890866561	0.0	1.6285999999986738e-12	4.037599999991848e-12	3.2864251119704105e-07	1.1204398392307232e-07	1.1897399999929227e-11	0.0
PANTOSYN-PWY	0.01241274466327144	8.253582350565335e-10	0.0	0.0	0.011291686368996539	1.423092540184856e-09	0.0	1.2894871377202615e-10	0.035371979626721596	0.0	1.0333372765247077e-06	0.0	1.523903367515084e-09	2.6999885384467666e-15	0.0	0.0	4.9036808106919644e-14	5.52344922172368e-07	0.0	0.0	0.0	2.1530224176610042e-10	0.0	0.0	0.006634802388364988	0.0	0.0	0.0	4.7470152363531186e-11	3.5500000089417267e-12	1.6858161079711905e-13	0.0
PHOSLIPSYN-PWY	0.003476170676442728	5.770049999733652e-11	0.0	0.0	0.001808144708685613	1.7489399997552966e-10	0.0	6.024999999997096e-13	0.007361499023864504	0.0	6.12744946996349e-09	0.0	2.509999999999496e-13	0.0	0.0	0.0	0.0	1.148799999989442e-11	0.5103931010868504	0.4690480495303452	0.9745813394495916	3.41163005688623e-08	0.0	0.0	0.042452264441974995	0.0	0.0	0.0	0.0	0.0	0.0	0.0
POLYISOPRENSYN-PWY	3.039501993367669e-05	2.895999999999371e-13	0.0	0.0	0.0001603336800917473	3.3599999999991526e-13	0.0	0.0	8.373668084711932e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.999999999999995e-16	0.0	0.0	0.0	1.0403239999188295e-10	0.0	0.0	0.005444119826797313	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1269	3.592217406631645e-05	5.399999999998542e-13	0.0	0.0	0.00017905403064959202	8.14799999999668e-13	0.0	0.0	8.837162988997212e-05	0.0	2e-16	0.0	0.0	0.0	0.0	0.0	0.0	1.1999999999999992e-15	0.0	0.0	0.0	1.1259239999366147e-10	0.0	0.0	0.0036320114976924867	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-2942	1.0	1.0	0.9998646527607705	0.9999998383103127	1.0	1.0	0.938491068180715	0.9999999999999997	1.0	0.9996801751991494	1.0	0.7208301079008937	0.9999999999998828	0.9999999999988765	1.0	0.9433884721520681	0.9999999999999982	1.0	0.9999999999989656	1.0	1.0	0.9999997400562062	0.9999990547863538	0.9977858841489672	0.9999999211530924	0.9999955380048703	0.9999999990460906	0.9999999999943237	0.9999999999988202	0.9999999992154089	0.9999999999999197	0.7898680396572437
PWY-5097	1.0	1.0	0.9998839858374895	0.9999998614088362	1.0	1.0	0.9468106844428819	0.9999999999999998	1.0	0.9997258519307922	1.0	0.912927769553987	0.9999999999998995	0.999999999999037	1.0	0.9510802011942863	0.9999999999999984	1.0	0.9999999999991134	1.0	1.0	0.9999997771910256	0.9999991898167653	0.9996559793461061	0.9999999324169356	0.999996175430308	0.9999999991823634	0.9999999999951346	0.9999999999989887	0.9999999993274934	0.9999999999999313	0.9948811813398292
PWY-5100	0.0	0.0	0.0	0.0	0.0	0.6911875971152326	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2e-16	0.0	0.0	0.0	0.6110605099785951	4.366100083029524e-05	0.02418739718271075	0.0	0.0016437065284230932	1.5050465988674175e-09	0.0	0.0	0.0	0.0	0.0	0.0	8.399999999999963e-15	0.0001341258938770324
PWY-5101	1.0	1.0	0.9998425433342267	0.9999998067813355	1.0	1.0	0.9298659627414987	0.9999999999999997	1.0	0.99961944678838	1.0	0.7153160269343495	0.9999999999998593	0.9999999999986529	1.0	0.9430152934789562	0.9999999999999979	1.0	0.9999999999987587	1.0	1.0	0.9999996880674643	0.9999988657439397	0.997485840219971	0.9999999074061233	0.9999946456107871	0.9999999988553612	0.9999999999931888	0.9999999999985842	0.9999999990595881	0.9999999999999041	0.7600866321648208
PWY-5103	1.0	1.0	0.9997894676529778	0.9999997533794469	1.0	1.0	0.9013060293598633	0.9999999999999997	1.0	0.9995393908676851	1.0	0.6334010721488582	0.999999999999827	0.9999999999982012	1.0	0.9211633117431131	0.9999999999999971	1.0	0.9999999999984557	1.0	1.0	0.9999996254570497	0.9999985475713762	0.9965143603982349	0.9999998942613766	0.9999938868876943	0.9999999985712487	0.9999999999916543	0.9999999999983583	0.9999999987349988	0.9999999999998883	0.71965709717552
PWY-5104	1.0	1.0	0.9998425433342267	0.9999998067813355	1.0	1.0	0.9298659627414987	0.9999999999999997	1.0	0.99961944678838	1.0	0.7153160269343495	0.9999999999998593	0.9999999999986529	1.0	0.9430152934789562	0.9999999999999979	1.0	0.9999999999987587	1.0	1.0	0.9999996880674643	0.9999988657439397	0.997485840219971	0.9999999074061233	0.9999946456107871	0.9999999988553612	0.9999999999931888	0.9999999999985842	0.9999999990595881	0.9999999999999041	0.7600866321648208
PWY-5659	1.0	1.0	0.9988561359612625	0.9999988800907064	1.0	1.0	0.9970235088950643	1.0	1.0	0.9999999049485356	1.0	1.0	1.0	0.9999999999997804	1.0	0.9887174184295985	0.99999999999998	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999996080553	1.0	0.9999920757731867	0.9999999999998881	0.9999999999979936	0.9999999885137306	0.9999999268999242	1.0
PWY-5667	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999993032	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999991604	1.0	0.9999999829865168	1.0	0.9999999984007906	1.0	1.0	1.0	1.0	1.0	0.9968893808258531
PWY-5686	1.0	1.0	0.9998687826683483	0.9999998389844411	1.0	1.0	0.9408637246615967	0.9999999999999997	1.0	0.9996828522083816	1.0	0.7509464291003057	0.9999999999998826	0.9999999999988775	1.0	0.9520574121830286	0.9999999999999982	1.0	0.9999999999989656	1.0	1.0	0.9999997400562066	0.9999990547864377	0.9979039885653678	0.9999999228384349	0.9999955380050073	0.9999999990461342	0.9999999999943238	0.9999999999988202	0.9999999992163237	0.9999999999999201	0.7917450004176306
PWY-5913	0.18481654068449213	0.027937177388518263	0.0	0.0	0.22361696489689067	1.3431145309802166e-08	0.0	6.898497482053654e-08	0.007600168521808416	0.20473191413069516	0.9995672681611011	0.0	0.945562943908171	3.599999999999994e-15	3.9577599999216807e-11	0.0	1.1221414510399247e-07	0.00614856523565817	0.24859977268274472	0.6683517335958582	0.5375653944160101	0.9883507146854692	2.1549891367801088e-08	0.0	0.778096256986019	0.957736800152519	0.014181763681810696	1.5938640072979875e-08	0.9999696140550783	0.6681871648761479	0.0001758351608824612	0.0
PWY-5973	1.0	1.0	0.9996716737874263	0.9999994748310752	1.0	1.0	0.9106840268497205	0.9999999999999986	1.0	0.9991447604915905	1.0	0.6602285182063233	0.9999999999996945	0.9999999999969458	1.0	0.9256154886296366	0.999999999999995	1.0	0.9999999999974818	1.0	1.0	0.9999992457496129	0.9999980051010147	0.9967815311040287	0.999999690253544	0.9999823947796573	0.9999999977228612	0.9999999999850694	0.9999999999956696	0.9999999986424271	0.9999999999997154	0.600100716088244
PWY-5989	0.010684249240782099	0.0014606735527505435	0.756855376369362	0.7511543712475793	9.509987877671547e-07	0.0011465478026540397	0.9508239618955098	0.7511067536837733	0.0	0.7510496406674885	4.763339999848738e-11	1.0	0.0	0.7510266851831849	0.0	0.8505442931234165	1.4455972546832253e-07	0.0	0.0	0.0	0.0	0.0	1.6559999999998172e-13	0.16425809969088676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
PWY-6121	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999961972	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PWY-6122	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999952462	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PWY-6123	1.0	1.0	0.9998687826683483	0.9999998389844411	1.0	1.0	0.9408637246615967	0.9999999999999997	1.0	0.9996828522083816	1.0	0.7509464291003057	0.9999999999998828	0.9999999999988773	1.0	0.9520574121830286	0.9999999999999982	1.0	0.9999999999989656	1.0	1.0	0.9999997400562067	0.9999990547864377	0.997903988565368	0.9999999228384349	0.9999955380050073	0.9999999990461342	0.999999999994324	0.9999999999988202	0.9999999992163234	0.9999999999999201	0.7917450004176306
PWY-6125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.077399999978895e-12	0.0	0.0	9.333333333333329e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.11609999994064e-12	0.0	0.0	1.3999999999999987e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6163	1.0	1.0	0.9998416962661558	0.999999806764871	1.0	1.0	0.9290293306347357	0.9999999999999997	1.0	0.9996187489158173	1.0	0.7038113502869086	0.9999999999998593	0.9999999999986529	1.0	0.9409194139235961	0.9999999999999979	1.0	0.9999999999987587	1.0	1.0	0.9999996880672679	0.999998865691325	0.9974736331830263	0.9999999011465285	0.9999946456107709	0.9999999988553612	0.9999999999931888	0.9999999999985842	0.9999999990595881	0.9999999999999041	0.7594076742381108
PWY-621	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9990065480066284	1.437744493444643e-06	0.989349018989374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6277	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999952462	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PWY-6282	0.0106842492407821	0.0014606735527505435	0.7568553763693618	0.7511543712475793	9.509987877671547e-07	0.00114654780265404	0.9508239618955098	0.7511067536837733	0.0	0.7510496406674886	4.763339999848738e-11	1.0	0.0	0.7510266851831849	0.0	0.8505442931234165	1.4455972546832253e-07	0.0	0.0	0.0	0.0	0.0	1.6559999999998172e-13	0.16425809969088676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
PWY-6467	7.598928210599999e-06	7.239999999999999e-14	0.0	0.0	4.00882406443e-05	8.4e-14	0.0	0.0	2.0935485012800005e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-16	0.0	0.0	0.0	2.6008100000000004e-11	0.0	0.0	0.0013666099485072	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6519	0.013027595721024441	0.0017846883762259855	0.7918621061430327	0.7867506361044211	1.1623316060763117e-06	0.0014009792499814642	0.9593853287393436	0.7867078958855102	0.0	0.786656631786498	5.821859999753498e-11	1.0	0.0	0.7866360268484176	0.0	0.8743023804121829	1.7668410322985965e-07	0.0	0.0	0.0	0.0	0.0	2.023999999999702e-13	0.19368987071271832	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
PWY-6700	1.0	1.0	0.9998857072583601	0.9999999128561494	1.0	1.0	0.9324092461895074	1.0	1.0	0.9997056000944922	1.0	0.7088248849610337	0.9999999999999252	0.9999999999992291	1.0	0.940774032721761	0.9999999999999991	1.0	0.9999999999994096	1.0	1.0	0.9999997703730265	0.999999179724718	0.9976367299287533	0.9999999251001567	0.9999954906495564	0.9999999992837199	0.9999999999969804	0.9999999999994271	0.9999999994365001	0.9999999999999338	0.7747157478422474
PWY-6703	1.0131878615499232e-05	9.653333333333093e-14	0.0	0.0	5.345027322566718e-05	1.1199999999999685e-13	0.0	0.0	2.791378522077746e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.666666666666667e-16	0.0	0.0	0.0	3.467746666568765e-11	0.0	0.0	0.0018211543325813064	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6737	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999999605	1.0	1.0	1.0	0.999999999889787	1.0	1.0	1.0	1.0	1.0	0.999999984182115
PWY-6897	0.9999998874055835	0.8694946121967164	0.5676678722618704	0.0305461962116684	0.999999874464434	0.9991753216680591	6.3642021614989775e-09	0.9962486482402385	1.0	0.00037377187043335046	0.012674735873058129	0.0	1.032666831285293e-05	0.004101680247500755	9.331535655826881e-05	1.468402946376418e-07	0.0054048305331064915	0.9982185978285112	5.939999999999882e-14	6.19175833722071e-09	1.7051392353958267e-07	1.1712483964156564e-05	4.173749999994194e-12	0.0	0.9933333403349237	0.0	0.0	0.0	0.0	4.0031122494658364e-10	4.678724788942546e-07	0.0
PWY-6969	0.36104288524745687	0.06699074679772983	0.0	0.0	0.4186020303908591	1.3086761354936853e-07	0.0	1.72462299858018e-07	0.018766919228059568	0.5575266881179531	0.9998268623110801	0.0	0.9774899490183019	3.59999999999593e-14	3.9577599984847346e-10	0.0	1.1220948548841963e-06	0.015228220448146037	0.44315156158642616	0.8343851690531947	0.6916657753124167	0.9953074868245129	2.1548758766419306e-07	0.0	0.8635745377709836	0.982654882392955	0.12483328099179827	1.593863781737407e-07	0.9999951266589359	0.8341744948014268	0.0004394621325410611	0.0
PWY-7111	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PWY-7197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.472799999996985e-12	0.0	0.0	5.333333333333333e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7208	1.0	1.0	0.9998279103959488	0.9999998692690493	1.0	1.0	0.9008496196810807	1.0	1.0	0.9995572835740357	1.0	0.6076835776650666	0.9999999999998876	0.9999999999988436	1.0	0.9111942310454202	0.9999999999999987	1.0	0.9999999999991145	1.0	1.0	0.9999996555584422	0.9999987694142385	0.9964361081642946	0.9999998850603032	0.9999932359888398	0.9999999989255788	0.9999999999954707	0.9999999999991407	0.9999999991547495	0.9999999999999005	0.6952151615715326
PWY-7219	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PWY-7220	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9068999999949115e-12	0.0	0.0	5.999999999999999e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7221	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
