	Naive	MinPath	Total families	Families found
PWY-8189	Yes	Yes	2	2
PWY-6588	Yes	No	5	1
PWY-8195	Yes	No	6	1
PWY-8275	Yes	Yes	1	1
PWY0-1329	Yes	Yes	2	1
TRYPDEG-PWY	Yes	Yes	1	1
ASPARAGINE-BIOSYNTHESIS	Yes	Yes	1	1
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	Yes	Yes	4	1
PYRUVDEHYD-PWY	Yes	No	3	1
PWY0-1477	Yes	No	5	1
PWY-8586	Yes	Yes	4	1
PWY-6471	Yes	Yes	5	3
PWY-7991	Yes	Yes	5	4
PWY-7003	Yes	Yes	6	6
PWY-6147	Yes	Yes	5	3
PWY-6467	Yes	Yes	4	4
PWY-8279	Yes	Yes	9	6
PWY0-823	Yes	Yes	2	2
PWY-4101	Yes	Yes	2	1
GLNSYN-PWY	Yes	Yes	1	1
PWY-5485	Yes	Yes	4	2
PWY-6661	Yes	Yes	2	1
PWY-5855	Yes	Yes	8	5
PWY0-1546	Yes	No	3	1
PWY-6611	Yes	No	3	1
PWY1-3	Yes	No	3	1
PWY-5188	Yes	No	6	2
PWY-1341	Yes	No	4	1
PWY-8198	Yes	No	6	1
PWY-8246	Yes	Yes	2	2
PWY-6893	Yes	Yes	2	1
PWY-7315	Yes	Yes	4	3
PWY-7997	Yes	Yes	1	1
PWY-6892	Yes	No	6	2
PWY-8560	Yes	Yes	6	4
PWY-7197	Yes	Yes	4	1
PWY2PN3-2	Yes	Yes	2	1
PWY-1269	Yes	Yes	4	4
KDOSYN-PWY	Yes	Yes	2	2
PWY-7102	Yes	No	6	2
PWY-5143	Yes	Yes	1	1
PWY1YI0-8	Yes	Yes	2	1
PWY-5856	Yes	Yes	8	5
PWY-6389	Yes	Yes	2	1
RIBITOLUTIL-PWY	Yes	Yes	2	1
SALVPURINE2-PWY	Yes	Yes	2	1
PWY-8049	Yes	No	7	1
XYLCAT-PWY	Yes	Yes	2	2
PWY-5057	Yes	No	3	1
PWY-5973	Yes	Yes	5	4
PWY-6834	Yes	No	4	1
PWY-8047	Yes	No	7	1
VALDEG-PWY	Yes	No	8	1
PWY-6703	Yes	Yes	4	3
PWY-5663	Yes	Yes	3	2
PWY0-1295	Yes	Yes	2	1
PWY-6599	Yes	Yes	2	1
PWY2G6Z-2	Yes	Yes	6	6
PWY1YI0-2	Yes	No	3	1
PWY-7111	Yes	Yes	5	3
PWY-7539	Yes	Yes	5	3
PWY-5783	Yes	Yes	1	1
PWY-1801	Yes	Yes	3	1
PWY0-43	Yes	No	3	1
PEPTIDOGLYCANSYN-PWY	Yes	Yes	4	2
PWY-4361	Yes	No	7	1
PWY-5484	Yes	Yes	11	9
PWY-8294	Yes	Yes	2	2
PWY-8075	Yes	No	3	1
RUMP-PWY	Yes	No	6	1
GLYCLEAV-PWY	Yes	Yes	3	3
PWY-6672	Yes	No	8	1
PWY0-1301	Yes	Yes	1	1
PWY-5892	Yes	Yes	2	2
PWY0-1353	Yes	Yes	2	1
PWY-7318	Yes	No	5	2
PWY2B4Q-7	Yes	Yes	2	1
PWY-8184	Yes	No	3	1
GLUDEG-II-PWY	Yes	No	3	1
PWY-5994	Yes	No	5	1
PWY-8185	Yes	No	3	1
PWY-7805	Yes	Yes	8	2
PWY-6897	Yes	No	3	1
ARGSYN-PWY	Yes	Yes	4	3
PWY0-1182	Yes	Yes	2	1
KDO-NAGLIPASYN-PWY	Yes	No	3	1
PWY-7347	Yes	No	3	1
PWY0-1261	Yes	Yes	13	6
PWY-8199	Yes	No	7	1
NAD-BIOSYNTHESIS-II	Yes	Yes	3	2
PWY-7216	Yes	No	5	1
PWY2B4Q-6	Yes	Yes	2	2
PWY-6163	Yes	Yes	5	5
PWY-6906-1	Yes	No	8	1
PWY-7336	Yes	Yes	2	1
SALVADEHYPOX-PWY	Yes	Yes	4	2
PWY0-1533	Yes	No	5	1
PWY-5101	Yes	Yes	7	4
PWY-8284-1	Yes	Yes	2	1
PWY-7820	Yes	Yes	6	2
PWY185E-1	Yes	No	8	1
PWY-5046	Yes	No	3	1
SERDEG-PWY	Yes	Yes	1	1
PWY-43	Yes	No	3	1
ILEUDEG-PWY	Yes	No	6	1
DAPLYSINESYN-PWY	Yes	Yes	9	8
PWY3O-1743	Yes	Yes	2	1
PWY0-662	Yes	Yes	1	1
PWY-7220	Yes	Yes	3	2
ANAGLYCOLYSIS-PWY	Yes	Yes	11	10
PWY-5120	Yes	Yes	1	1
PWY-7953	Yes	Yes	8	6
PWY-4981	Yes	Yes	2	1
PWY-6470	Yes	No	7	2
PWY-8431	Yes	No	4	1
PWY-1861	Yes	Yes	8	5
PWY490-4	Yes	Yes	4	2
PWY-5151	Yes	Yes	2	1
CYSTSYN-PWY	Yes	Yes	2	1
PWY-6122	Yes	Yes	5	4
METHIONINE-DEG1-PWY	Yes	No	3	1
PWY-7657	Yes	No	5	2
PWY-7328	Yes	Yes	2	1
PWY-5437	Yes	Yes	6	4
PWY-8291	Yes	Yes	2	2
PYRIDNUCSAL-PWY	Yes	No	7	1
PWY0-501	Yes	Yes	2	2
PWY-6613	Yes	Yes	2	2
PWY-8280	Yes	Yes	6	4
PWY-8352	Yes	Yes	5	4
P121-PWY	Yes	Yes	2	1
PWY-7187	Yes	Yes	7	3
PWY-4381	Yes	Yes	3	2
HISTSYN-PWY	Yes	Yes	9	8
PWY-8566	Yes	Yes	1	1
HISDEG-PWY	Yes	Yes	4	3
PWY-8188	Yes	Yes	2	2
PWY-8012	Yes	No	17	1
PWY-8040	Yes	Yes	9	1
ALANINE-VALINESYN-PWY	Yes	Yes	1	1
PWY-7396	Yes	Yes	8	1
ALACAT2-PWY	Yes	Yes	3	2
PWY-6896	Yes	Yes	2	1
PWY-5669	Yes	Yes	2	2
PWY-7675	Yes	Yes	2	1
PWY-7356	Yes	Yes	7	3
PWY0-1466	Yes	Yes	2	2
PWY-7210	Yes	Yes	8	3
GLUTORN-PWY	Yes	Yes	5	4
GLUTSYN-PWY	Yes	Yes	2	1
PWY-7698	Yes	Yes	7	1
PWY-5493	Yes	Yes	2	2
PWY-8014	Yes	No	5	1
PWY-8285	Yes	Yes	2	1
MANNCAT-PWY	Yes	Yes	2	1
PWY-6385	Yes	Yes	4	2
PWY-2201	Yes	Yes	13	6
PWY-7374	Yes	Yes	6	5
PWY-6277	Yes	Yes	5	4
ECASYN-PWY	Yes	Yes	5	1
PWY-7684	Yes	Yes	2	1
PWY-8283	Yes	Yes	6	6
PWY-5123	Yes	Yes	2	2
PWY-8377	Yes	No	8	2
PWY-8551	Yes	Yes	1	1
PWY0-1264	Yes	Yes	3	1
PWY-5941	Yes	Yes	6	3
AMMASSIM-PWY	Yes	Yes	3	2
PWY-6901	Yes	Yes	8	6
PWY66-21	Yes	No	3	1
PWY-8582	Yes	Yes	2	1
PWY-8346	Yes	No	3	1
GLUTAMINEFUM-PWY	Yes	Yes	1	1
PWY-6556	Yes	Yes	2	1
PWY2O6K-7	Yes	Yes	2	1
HOMOSER-METSYN-PWY	Yes	No	5	1
PWY-6753	Yes	Yes	2	1
PWY-5491	Yes	Yes	2	1
PWY-6873	Yes	No	4	1
PWY-5482	Yes	No	3	1
PWY-7177	Yes	Yes	2	1
GLUAMCAT-PWY	Yes	Yes	2	1
PWY-5849	Yes	Yes	1	1
PWY2O6K-6	Yes	Yes	2	1
PWY-8489	Yes	No	6	1
PWY-8192	Yes	No	6	1
PWY-7371	Yes	Yes	5	3
TYRFUMCAT-PWY	Yes	No	5	1
PWY0-1517	Yes	Yes	2	1
PWY-6978	Yes	No	5	2
PWY-8173	Yes	Yes	11	6
PWY0-1584	Yes	No	3	1
PWY-8193	Yes	No	8	1
PWY0-1591	Yes	Yes	2	1
PWY-6700	Yes	Yes	4	3
ASPARTATESYN-PWY	Yes	Yes	1	1
PWY-5104	Yes	Yes	6	3
PPGPPMET-PWY	Yes	Yes	4	2
PWY-4984	Yes	No	5	2
PWY-6749	Yes	No	9	1
PWY-8378	Yes	Yes	2	1
