Unnamed: 0	Pathways	Naive	MinPath	Total families	Families found	Ontology - pathway type	Names	Common-Name-Taxa	Classification	Level 1	Level 1.1	Level 1.2	Level 1.3	Level 2	Level 2.1	Level 2.2	Level 2.3
10	PWY-6890	Yes	Yes	2	1	Cofactor-Biosynthesis	4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis I // HMP-PP biosynthesis	Bacillus subtilis,Escherichia coli,Pyrobaculum calidifontis,Salmonella enterica,Arabidopsis thaliana	Bacteria	Biosynthesis				Cofactor, carrier, and vitamin biosynthesis			
11	PWY-7174	Yes	Yes	4	2	NUCLEO-DEG // Amino-Acid-Biosynthesis	<i>S</i>-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation II // MTA-isoprenoid shunt	Rhodospirillum rubrum	Bacteria	Biosynthesis	Degradation/utilization/assimilation			Amino acid biosynthesis	Nucleoside and nucleotide degradation		
12	COA-PWY	Yes	Yes	4	4	Cofactor-Biosynthesis	coenzyme A biosynthesis I (bacteria) // CoA biosynthesis	Escherichia coli	Bacteria	Biosynthesis				Cofactor, carrier, and vitamin biosynthesis			
13	FASYN-ELONG-PWY	Yes	Yes	5	3	Lipid-Biosynthesis	fatty acid elongation -- saturated	Bacillus subtilis,Brassica napus,Escherichia coli,Spinacia oleracea,Streptococcus pneumoniae,Vibrio cholerae,Arabidopsis thaliana	Bacteria	Biosynthesis				Fatty acid and lipid biosynthesis			
14	PWY-4861	Yes	Yes	1	1	Carbohydrates-Biosynthesis	UDP-&alpha;-D-galacturonate biosynthesis I (from UDP-D-glucuronate) // UDP-galacturonic acid biosynthesis // UDP-GalA biosynthesis // UDP-D-galacturonate biosynthesis I (from UDP-D-glucuronate)	Escherichia coli O113,Streptococcus pneumoniae,Vibrio cholerae O139,Arabidopsis thaliana	Bacteria	Biosynthesis				Carbohydrate biosynthesis			
15	PWY0-1221	Yes	Yes	4	1	AMINE-DEG	putrescine degradation II	Escherichia coli	Bacteria	Degradation/utilization/assimilation				Amide, amidine, amine, and polyamine degradation			
16	GLYCOGENSYNTH-PWY	Yes	Yes	4	4	Glycan-Pathways // Carbohydrates-Biosynthesis	glycogen biosynthesis I (from ADP-D-Glucose)	Escherichia coli	Bacteria	Biosynthesis	Glycan pathways			Carboxylic acid biosynthesis			
17	PWY-5344	Yes	Yes	2	1	Amino-Acid-Biosynthesis	L-homocysteine biosynthesis	Corynebacterium glutamicum,Agrobacterium fabrum,Leptospira meyeri,Saccharomyces cerevisiae,[Brevibacterium] flavum	Bacteria	Biosynthesis				Amino acid biosynthesis			
18	PWY-7165	Yes	Yes	6	1	Cofactor-Biosynthesis // Carboxylate-Biosynthesis	L-ascorbate biosynthesis VIII (engineered pathway)	Gluconobacter oxydans,Pantoea agglomerans,Pseudomonas fluorescens,Corynebacterium sp. SHS 0007	Bacteria	Biosynthesis	Biosynthesis			Cofactor, carrier, and vitamin biosynthesis	Carboxylic acid biosynthesis		
19	PWY-6637	Yes	No	4	1	Noncarbon-Nutrients	sulfolactate degradation II // 3-sulfolactate degradation II	Roseovarius nubinhibens	Bacteria	Degradation/utilization/assimilation				Inorganic nutrient metabolism			
20	ANAPHENOXI-PWY	Yes	Yes	3	1	Amino-Acid-Degradation	L-phenylalanine degradation II (anaerobic) // anaerobic L-phenylalanine oxidation	Aromatoleum aromaticum,Aromatoleum evansii,Saccharomyces cerevisiae,Thauera aromatica	Bacteria	Degradation/utilization/assimilation				Amino acid degradation			
21	P3-PWY	Yes	No	11	3	AROMATIC-COMPOUNDS-DEGRADATION	gallate degradation III (anaerobic)	Eubacterium oxidoreducens	Bacteria	Degradation/utilization/assimilation				Aromatic compound degradation			
22	PWY-6121	Yes	Yes	5	5	Nucleotide-Biosynthesis	5-aminoimidazole ribonucleotide biosynthesis I	Bacillus subtilis,Escherichia coli,Homo sapiens,Saccharomyces cerevisiae,Salmonella enterica,Arabidopsis thaliana	Bacteria	Biosynthesis				Nucleoside and nucleotide biosynthesis			
23	PWY-6952	Yes	Yes	2	2	Alcohol-Degradation // Carbohydrates-Degradation	glycerophosphodiester degradation	Deinococcus radiodurans,Escherichia coli,Pseudomonas putida,Saccharomyces cerevisiae,Synechocystis	Bacteria	Degradation/utilization/assimilation	Degradation/utilization/assimilation			Alcohol degradation	Carbohydrate degradation		
24	PWY-6759	Yes	Yes	1	1	Energy-Metabolism	hydrogen production III	Caldanaerobacter subterraneus,Methanosarcina barkeri,Pyrococcus furiosus	Bacteria	Generation of precursor metabolites and energy							
25	PWY-2301	Yes	Yes	2	1	Cyclitols-Biosynthesis	<i>myo</i>-inositol biosynthesis	Archaeoglobus fulgidus,Bacteroides thetaiotaomicron,Homo sapiens,Methanocaldococcus jannaschii,Mycobacterium tuberculosis,Mycolicibacterium smegmatis,Novosphingobium aromaticivorans,Pantoea agglomerans,Pseudomonas syringae,Saccharolobus solfataricus,Thermotoga maritima,Thermotoga neapolitana,Arabidopsis thaliana	Bacteria	Biosynthesis				Cyclitol biosynthesis			
26	PWY-6823	Yes	Yes	6	4	Cofactor-Biosynthesis	molybdopterin biosynthesis	Escherichia coli,Homo sapiens,Staphylococcus aureus,Thermus thermophilus,Arabidopsis thaliana	Bacteria	Biosynthesis				Cofactor, carrier, and vitamin biosynthesis			
27	RIBOKIN-PWY	Yes	Yes	2	2	Carbohydrates-Degradation	ribose phosphorylation // ribose catabolism	Escherichia coli	Bacteria	Degradation/utilization/assimilation				Carbohydrate degradation			
28	PWY-5686	Yes	Yes	6	5	Nucleotide-Biosynthesis	UMP biosynthesis I // uridine-5'-phosphate biosynthesis I // <i>de novo</i> biosynthesis of uridine-5'-phosphate I // <i>de novo</i> biosynthesis of uridine-5'-monophosphate I	Escherichia coli,Homo sapiens,Arabidopsis thaliana	Bacteria	Biosynthesis				Nucleoside and nucleotide biosynthesis			
29	PWY-8139	Yes	Yes	5	3	Carbohydrates-Biosynthesis	CDP-6-deoxy-D-gulose biosynthesis	Yersinia enterocolitica (type O:8)	Bacteria	Biosynthesis				Carbohydrate biosynthesis			
30	PWY0-1296	Yes	Yes	4	2	NUCLEO-DEG	purine ribonucleosides degradation	Escherichia coli,Homo sapiens,Mycoplasmoides pneumoniae	Bacteria	Degradation/utilization/assimilation				Nucleoside and nucleotide degradation			
31	PWY-5677	Yes	No	7	1	Energy-Metabolism	succinate fermentation to butanoate // succinate fermentation to butyrate // succinic acid fermentation to butanoic acid	Clostridium kluyveri	Bacteria	Generation of precursor metabolites and energy							
32	PWY0-1312	Yes	Yes	2	1	Energy-Metabolism	acetate and ATP formation from acetyl-CoA I // acetic acid formation from acetyl-CoA I // phosphotransacetylase (Pta)-acetate kinase (AckA) // Pta-AckA	Anaerotignum propionicum,Chlamydomonas reinhardtii,Clostridium acetobutylicum,Clostridium kluyveri,Escherichia coli,Methanosarcina thermophila,Mycoplasmoides pneumoniae,Syntrophotalea acetylenica,Thermotoga maritima	Bacteria	Generation of precursor metabolites and energy							
33	PWY-6538	Yes	No	5	1	SECONDARY-METABOLITE-DEGRADATION	caffeine degradation III (bacteria, via demethylation) // caffeine degradation (bacteria)	Serratia marcescens,Pseudomonas putida	Bacteria	Degradation/utilization/assimilation				Secondary metabolite degradation			
34	PWY1YI0-3	Yes	No	3	1	Energy-Metabolism	succinate to cytochrome <i>c</i> oxidase via plastocyanin (thylakoid membrane)	Parasynechococcus marenigrum	Bacteria	Generation of precursor metabolites and energy							
35	PWY-5971	Yes	Yes	9	6	Lipid-Biosynthesis	palmitate biosynthesis II (type II fatty acid synthase) // palmitate biosynthesis II (bacteria and plant cytoplasm)	Brassica napus,Escherichia coli,Spinacia oleracea,Arabidopsis thaliana	Bacteria	Biosynthesis				Fatty acid and lipid biosynthesis			
36	PWY-7308	Yes	Yes	2	1	Other-Degradation	acrylonitrile degradation I	Pseudomonas chlororaphis,Rhodococcus N-774	Bacteria	Degradation/utilization/assimilation				Other degradation			
37	P221-PWY	Yes	No	5	1	Other-Degradation	octane oxidation	Ectopseudomonas oleovorans	Bacteria	Degradation/utilization/assimilation				Other degradation			
38	PWY-6910	Yes	Yes	2	2	Cofactor-Biosynthesis	hydroxymethylpyrimidine salvage // HMP salvage	Saccharomyces cerevisiae,Bacillus subtilis,Escherichia coli,Pyrococcus furiosus,Arabidopsis thaliana	Bacteria	Biosynthesis				Cofactor, carrier, and vitamin biosynthesis			
39	NAD-BIOSYNTHESIS-III	Yes	Yes	2	1	Cofactor-Biosynthesis	NAD biosynthesis from nicotinamide I (amidated pathway) // nicotinamide adenine dinucleotide biosynthesis // amidated NAD salvage pathway	Aggregatibacter actinomycetemcomitans,Chromobacterium violaceum,Deinococcus radiodurans,Mycoplasmoides genitalium,Mycoplasmoides pneumoniae,Pasteurella multocida,Shewanella putrefaciens,Synechococcus elongatus,Synechocystis sp. PCC 6803,[Haemophilus] ducreyi	Bacteria	Biosynthesis				Cofactor, carrier, and vitamin biosynthesis			
40	HOMOSERSYN-PWY	Yes	Yes	3	3	Amino-Acid-Biosynthesis	L-homoserine biosynthesis	Escherichia coli,Methanocaldococcus jannaschii	Bacteria	Biosynthesis				Amino acid biosynthesis			
41	PWY-7385	Yes	No	9	4	Energy-Metabolism	1,3-propanediol biosynthesis (engineered) // 1,3-PDO biosynthesis	Escherichia coli,Klebsiella pneumoniae,Saccharomyces cerevisiae	Bacteria	Generation of precursor metabolites and energy							
42	P142-PWY	Yes	Yes	1	1	Super-Pathways // Energy-Metabolism	pyruvate fermentation to acetate I // acetate fermentation // pyruvic acid fermentation to acetic acid I	Clostridium pasteurianum,Clostridium acetobutylicum,Anaerotignum propionicum	Bacteria	Generation of precursor metabolites and energy	Superpathways						
43	PWY-8187	Yes	Yes	4	2	Amino-Acid-Degradation // Energy-Metabolism	L-arginine degradation XIII (reductive Stickland reaction) // L-arginine fermentation	Acetoanaerobium sticklandii,Alkaliphilus metalliredigens,Alkaliphilus oremlandii,Caldanaerobacter subterraneus,Clostridioides difficile,Clostridium sporogenes,Cutibacterium acnes,Fervidobacterium nodosum,Natranaerobius thermophilus,Petrotoga mobilis,Thermoanaerobacter pseudethanolicus,Thermosipho melanesiensis	Bacteria	Degradation/utilization/assimilation	Generation of precursor metabolites and energy			Amino acid degradation			
44	PWY-6902	Yes	Yes	4	2	Polymer-Degradation // Carbohydrates-Degradation // Glycan-Pathways	chitin degradation II (Vibrio)	Nepenthes alata,Nepenthes rafflesiana,Serratia marcescens,Vibrio cholerae,Vibrio cholerae non-O1,Vibrio cholerae O1,Vibrio furnissii	Bacteria	Degradation/utilization/assimilation	Degradation/utilization/assimilation	Glycan pathways		Polymeric compound degradation	Carbohydrate degradation		
45	PWY-7586	Yes	Yes	3	2	Carbohydrates-Degradation	&beta;-1,4-D-mannosyl-<i>N</i>-acetyl-D-glucosamine degradation	Alistipes finegoldii,Bacteroides fragilis,Bacteroides helcogenes,Phocaeicola salanitronis,Bacteroides thetaiotaomicron,Phocaeicola vulgatus,Parabacteroides distasonis,Prevotella dentalis,Prevotella denticola,Prevotella melaninogenica	Bacteria	Degradation/utilization/assimilation				Carbohydrate degradation			
46	PWY-8595	Yes	Yes	6	3	SECONDARY-METABOLITE-BIOSYNTHESIS	koreenceine B biosynthesis	Pseudomonas koreensis	Bacteria	Biosynthesis				Secondary metabolite biosynthesis			
47	FERMENTATION-PWY	Yes	Yes	16	10	Super-Pathways // Energy-Metabolism	mixed acid fermentation // fermentation	Escherichia coli	Bacteria	Generation of precursor metabolites and energy	Superpathways						
48	PWY-7247	Yes	Yes	2	1	CARBOXYLATES-DEG // Carbohydrates-Degradation	&beta;-D-glucuronide and D-glucuronate degradation // D-glucuronate catabolism // D-glucuronate degradation // glucuronic acid degradation // glucuronate degradation // &beta;-D-glucuronide degradation	Aquifex aeolicus,Bacillus subtilis,Clostridium acetobutylicum,Deinococcus radiodurans,Escherichia coli,Haemophilus influenzae,Pseudomonas aeruginosa,Thermotoga maritima	Bacteria	Degradation/utilization/assimilation	Degradation/utilization/assimilation			Carboxylic acid degradation	Carbohydrate degradation		
49	PWY-6638	Yes	No	4	1	Noncarbon-Nutrients	sulfolactate degradation III	Bilophila wadsworthia,Roseovarius nubinhibens,Ruegeria pomeroyi	Bacteria	Degradation/utilization/assimilation				Inorganic nutrient metabolism			
50	PWY-6587	Yes	Yes	3	3	Energy-Metabolism	pyruvate fermentation to ethanol III // pyruvic acid fermentation to ethanol III	Clostridium acetobutylicum,Clostridium pasteurianum	Bacteria	Generation of precursor metabolites and energy							
51	PWY-6983	Yes	Yes	3	1	Cofactor-Biosynthesis	<i>threo</i>-tetrahydrobiopterin biosynthesis	Chlorobaculum tepidum	Bacteria	Biosynthesis				Cofactor, carrier, and vitamin biosynthesis			
52	PWY-7663	Yes	Yes	4	4	Lipid-Biosynthesis	gondoate biosynthesis (anaerobic) // <i>cis</i>-11-icosenoate biosynthesis // (11<i>Z</i>)-icos-11-enoate biosynthesis // (11<i>Z</i>)-icosenoate biosynthesis // gondoic acid biosynthesis // 11-eicosenoic acid biosynthesis	Aerococcus viridans	Bacteria	Biosynthesis				Fatty acid and lipid biosynthesis			
53	PWY-7821	Yes	No	9	1	SECONDARY-METABOLITE-BIOSYNTHESIS	tunicamycin biosynthesis	Streptomyces chartreusis,Streptomyces clavuligerus,Streptomyces lysosuperificus	Bacteria	Biosynthesis				Secondary metabolite biosynthesis			
54	PWY-2942	Yes	Yes	7	5	Amino-Acid-Biosynthesis	L-lysine biosynthesis III	Brevibacterium,Corynebacterium glutamicum,Lysinibacillus sphaericus,Paenibacillus macerans,Proteus vulgaris,Sporosarcina globispora,Sporosarcina pasteurii	Bacteria	Biosynthesis				Amino acid biosynthesis			
55	PWY-8228	Yes	Yes	5	1	Glycan-Pathways // Cell-Structure-Biosynthesis // Carbohydrates-Biosynthesis	<i>Porphyromonas gingivalis</i> O-LPS antigen biosynthesis	Porphyromonas gingivalis	Bacteria	Biosynthesis	Biosynthesis	Glycan pathways		Cell structure biosynthesis	Carbohydrate biosynthesis		
56	PWY-6151	Yes	Yes	4	4	Cofactor-Biosynthesis	<i>S</i>-adenosyl-L-methionine salvage I // SAM cycle // activated methyl cycle // AMC // <i>S</i>-adenosyl-L-methionine cycle I	Aliivibrio fischeri,Bacillus subtilis,Escherichia coli,Salmonella enterica	Bacteria	Biosynthesis				Cofactor, carrier, and vitamin biosynthesis			
57	PWY-622	Yes	Yes	7	6	Glycan-Pathways // Carbohydrates-Biosynthesis	starch biosynthesis	Chlamydomonas reinhardtii,Hordeum vulgare,Manihot esculenta,Nicotiana tabacum,Oryza sativa,Pisum sativum,Solanum tuberosum,Triticum aestivum,Zea mays,Arabidopsis thaliana	Bacteria	Biosynthesis	Glycan pathways			Carboxylic acid biosynthesis			
58	HEME-BIOSYNTHESIS-II-1	Yes	Yes	4	1	Cofactor-Biosynthesis // Tetrapyrrole-Biosynthesis	heme <i>b</i> biosynthesis V (aerobic)	Escherichia coli	Bacteria	Biosynthesis	Biosynthesis			Cofactor, carrier, and vitamin biosynthesis	Tetrapyrrole biosynthesis		
59	PWY-7872	Yes	Yes	2	1	CARBOXYLATES-DEG	D-erythronate degradation I	Heliomicrobium modesticaldum	Bacteria	Degradation/utilization/assimilation				Carboxylic acid degradation			
60	PWY-1722	Yes	Yes	3	3	C1-COMPOUNDS	formate assimilation into 5,10-methylenetetrahydrofolate	Homo sapiens,Methylorubrum extorquens,Saccharomyces cerevisiae,Arabidopsis thaliana,Hyphomicrobium zavarzinii	Bacteria	Degradation/utilization/assimilation				C1 Compound utilization and assimilation			
61	P161-PWY	Yes	Yes	5	4	Energy-Metabolism	acetylene degradation (anaerobic) // acetylene fermentation	Mycobacterium lacticola,Syntrophotalea acetylenica,Rhodococcus opacus,Rhodococcus rhodochrous,Rhodococcus ruber	Bacteria	Generation of precursor metabolites and energy							
62	PWY-7818	Yes	Yes	9	1	Cell-Structure-Biosynthesis	teichoic acid biosynthesis (<i>S. pneumoniae</i>)	Streptococcus pneumoniae	Bacteria	Biosynthesis				Cell structure biosynthesis			
63	PWY-5384	Yes	Yes	4	3	Carbohydrates-Degradation	sucrose degradation IV (sucrose phosphorylase)	Bifidobacterium adolescentis,Bifidobacterium animalis,Bifidobacterium bifidum,Bifidobacterium longum	Bacteria	Degradation/utilization/assimilation				Carbohydrate degradation			
64	PWY-7664	Yes	Yes	6	4	Lipid-Biosynthesis	oleate biosynthesis IV (anaerobic) // <i>cis</i>-7-hexadecenoate biosynthesis // <i>cis</i>-9-octadecenoate biosynthesis // (7<i>Z</i>)-hexadec-7-enoate biosynthesis // (9<i>Z</i>)-octadec-9-enoate biosynthesis // (7<i>Z</i>)-hexadecenoate biosynthesis // (9<i>Z</i>)-octadecenoate biosynthesis	Aerococcus viridans,Clostridium beijerinckii,Cereibacter sphaeroides	Bacteria	Biosynthesis				Fatty acid and lipid biosynthesis			
65	CODH-PWY	Yes	No	12	5	C1-COMPOUNDS	reductive acetyl coenzyme A pathway I (homoacetogenic bacteria) // Wood pathway // acetate synthesis // acetyl-CoA pathway // carbon monoxide dehydrogenase pathway // carbon fixation // CO<SUB>2</SUB> fixation // Ljungdahl-Wood pathway // Wood-Ljungdahl pathway // reductive acetyl CoA pathway	Acetitomaculum ruminis,Acetobacterium carbinolicum,Acetobacterium woodii,Blautia producta,Clostridium autoethanogenum,Clostridium formicaceticum,Eubacterium limosum,Neomoorella thermoacetica,Sporomusa malonica,Sporomusa termitida,Syntrophococcus sucromutans,[Butyribacterium] methylotrophicum	Bacteria	Degradation/utilization/assimilation				C1 Compound utilization and assimilation			
66	PWY-7013	Yes	Yes	5	3	Alcohol-Degradation // Energy-Metabolism	(<i>S</i>)-propane-1,2-diol degradation // propylene glycol degradation // L-1,2-propanediol degradation	Citrobacter freundii,Klebsiella oxytoca,Listeria innocua,Salmonella enterica	Bacteria	Degradation/utilization/assimilation	Generation of precursor metabolites and energy			Alcohol degradation			
67	DARABITOLUTIL-PWY	Yes	Yes	2	1	Alcohol-Degradation // Carbohydrates-Degradation	D-arabinitol degradation I // D-arabitol utilization // D-arabitol degradation	Escherichia coli,Klebsiella aerogenes,Klebsiella pneumoniae,Pseudomonas fluorescens	Bacteria	Degradation/utilization/assimilation	Degradation/utilization/assimilation			Alcohol degradation	Carbohydrate degradation		
68	GALLATE-DEGRADATION-II-PWY	Yes	Yes	4	1	AROMATIC-COMPOUNDS-DEGRADATION	gallate degradation I	Comamonas testosteroni,Pseudomonas putida,Sphingomonas sp. SYK6	Bacteria	Degradation/utilization/assimilation				Aromatic compound degradation			
69	PWY-7440	Yes	No	6	2	Carbohydrates-Biosynthesis	dTDP-&beta;-L-4-<i>epi</i>-vancosamine biosynthesis	Amycolatopsis orientalis	Bacteria	Biosynthesis				Carbohydrate biosynthesis			
70	GLUTDEG-PWY	Yes	Yes	2	2	Amino-Acid-Degradation	L-glutamate degradation II // L-glutamate - L-aspartate pathway // L-aspartate degradation	Escherichia coli,Klebsiella aerogenes	Bacteria	Degradation/utilization/assimilation				Amino acid degradation			
71	PWY-5530	Yes	No	3	1	Carbohydrates-Biosynthesis	sorbitol biosynthesis II	Zymomonas mobilis	Bacteria	Biosynthesis				Carbohydrate biosynthesis			
72	PWY-7514	Yes	No	3	1	Amino-Acid-Degradation	L-tyrosine degradation IV (to 4-methylphenol)	Clostridioides difficile	Bacteria	Degradation/utilization/assimilation				Amino acid degradation			
73	PWY-7962	Yes	Yes	3	3	Cofactor-Biosynthesis	adenosylcobinamide-GDP biosynthesis from cobyrinate <i>a,c</i>-diamide	Acidianus ambivalens,Propionibacterium freudenreichii,Pseudomonas denitrificans (nom. rej.),Salmonella enterica	Bacteria	Biosynthesis				Cofactor, carrier, and vitamin biosynthesis			
74	PWY-7181	Yes	Yes	3	3	NUCLEO-DEG	pyrimidine deoxyribonucleosides degradation	Escherichia coli,Geobacillus stearothermophilus,Homo sapiens	Bacteria	Degradation/utilization/assimilation				Nucleoside and nucleotide degradation			
75	PWY-5886	Yes	Yes	1	1	AROMATIC-COMPOUNDS-BIOSYN	3-(4-hydroxyphenyl)pyruvate biosynthesis // 4-hydroxyphenylpyruvic acid biosynthesis // 4-hydroxyphenylpyruvate biosynthesis	Bacillus subtilis,Anchusa officinalis,Homo sapiens,Pseudomonas aeruginosa,Arabidopsis thaliana	Bacteria	Biosynthesis				Aromatic compound biosynthesis			
76	PWY-5189	Yes	Yes	4	2	Tetrapyrrole-Biosynthesis	uroporphyrinogen-III II (from glycine) // tetrapyrrole biosynthesis II (from glycine) // Shemin pathway	Cereibacter sphaeroides,Euglena gracilis,Homo sapiens,Plasmodium falciparum,Rhodobacter capsulatus,Saccharomyces cerevisiae,Streptomyces nodosus	Bacteria	Biosynthesis				Tetrapyrrole biosynthesis			
77	PHESYN	Yes	No	3	1	Amino-Acid-Biosynthesis	L-phenylalanine biosynthesis I	Bacillus subtilis,Escherichia coli,Saccharomyces cerevisiae	Bacteria	Biosynthesis				Amino acid biosynthesis			
78	PWY-5921	Yes	Yes	3	1	Aminoacyl-tRNAs-Charging	glutaminyl-tRNA<sup>gln</sup> biosynthesis via transamidation	Bacillus subtilis,Deinococcus radiodurans,Geobacillus stearothermophilus,Helicobacter pylori,Methanothermobacter thermautotrophicus,Arabidopsis thaliana	Bacteria	Macromolecule modification				Aminoacyl-tRNAs-charging			
79	PWY-5661	Yes	Yes	3	2	Carbohydrates-Biosynthesis	GDP-&alpha;-D-glucose biosynthesis // GDP-glucose biosynthesis	Homo sapiens,Sus scrofa,Arabidopsis thaliana	Bacteria	Biosynthesis				Carbohydrate biosynthesis			
80	SERSYN-PWY	Yes	Yes	3	2	Amino-Acid-Biosynthesis	L-serine biosynthesis I	Escherichia coli,Homo sapiens,Methanocaldococcus jannaschii,Rattus norvegicus,Arabidopsis thaliana	Bacteria	Biosynthesis				Amino acid biosynthesis			
81	TAURINEDEG-PWY	Yes	Yes	1	1	Noncarbon-Nutrients	taurine degradation III	Chromohalobacter israelensis,Klebsiella oxytoca,Achromobacter superficialis	Bacteria	Degradation/utilization/assimilation				Inorganic nutrient metabolism			
82	PWY-7193	Yes	Yes	3	2	Nucleotide-Biosynthesis	pyrimidine ribonucleosides salvage I	Escherichia coli,Homo sapiens,Arabidopsis thaliana	Bacteria	Biosynthesis				Nucleoside and nucleotide biosynthesis			
83	PWY-6627	Yes	Yes	9	2	SECONDARY-METABOLITE-BIOSYNTHESIS	salinosporamide A biosynthesis	Salinispora tropica	Bacteria	Biosynthesis				Secondary metabolite biosynthesis			
84	PWY-7905	Yes	Yes	7	1	Glycan-Pathways // Cell-Structure-Biosynthesis // Carbohydrates-Biosynthesis	<i>Escherichia coli</i> serotype O:9a O antigen biosynthesis // polymannose O-polysaccharide biosynthesis	Escherichia coli,Klebsiella pneumoniae	Bacteria	Biosynthesis	Biosynthesis	Glycan pathways		Cell structure biosynthesis	Carbohydrate biosynthesis		
85	PWY-8430	Yes	Yes	3	1	Metabolic-Regulators	1-(<i>sn</i>-glycero-3-phospho)-1D-myo-inositol biosynthesis // GPI biosynthesis	Aquifex aeolicus	Bacteria	Biosynthesis				Metabolic regulators			
