Unnamed: 0	Pathways	Naive	MinPath	Total families	Families found	Ontology - pathway type	Names	Common-Name-Taxa	Classification	Level 1	Level 1.1	Level 1.2	Level 1.3	Level 2	Level 2.1	Level 2.2	Level 2.3
10	PWY-6890	Yes	Yes	2	2	Cofactor-Biosynthesis	4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis I // HMP-PP biosynthesis	Bacillus subtilis,Escherichia coli,Pyrobaculum calidifontis,Salmonella enterica,Arabidopsis thaliana	Bacteria	Biosynthesis				Cofactor, carrier, and vitamin biosynthesis			
11	PWY-7174	Yes	Yes	4	1	NUCLEO-DEG // Amino-Acid-Biosynthesis	<i>S</i>-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation II // MTA-isoprenoid shunt	Rhodospirillum rubrum	Bacteria	Biosynthesis	Degradation/utilization/assimilation			Amino acid biosynthesis	Nucleoside and nucleotide degradation		
12	COA-PWY	Yes	Yes	4	4	Cofactor-Biosynthesis	coenzyme A biosynthesis I (bacteria) // CoA biosynthesis	Escherichia coli	Bacteria	Biosynthesis				Cofactor, carrier, and vitamin biosynthesis			
13	FASYN-ELONG-PWY	Yes	Yes	5	1	Lipid-Biosynthesis	fatty acid elongation -- saturated	Bacillus subtilis,Brassica napus,Escherichia coli,Spinacia oleracea,Streptococcus pneumoniae,Vibrio cholerae,Arabidopsis thaliana	Bacteria	Biosynthesis				Fatty acid and lipid biosynthesis			
14	GLYCOGENSYNTH-PWY	Yes	Yes	4	4	Glycan-Pathways // Carbohydrates-Biosynthesis	glycogen biosynthesis I (from ADP-D-Glucose)	Escherichia coli	Bacteria	Biosynthesis	Glycan pathways			Carboxylic acid biosynthesis			
15	PWY-5344	Yes	Yes	2	1	Amino-Acid-Biosynthesis	L-homocysteine biosynthesis	Corynebacterium glutamicum,Agrobacterium fabrum,Leptospira meyeri,Saccharomyces cerevisiae,[Brevibacterium] flavum	Bacteria	Biosynthesis				Amino acid biosynthesis			
16	PWY-6637	Yes	No	4	1	Noncarbon-Nutrients	sulfolactate degradation II // 3-sulfolactate degradation II	Roseovarius nubinhibens	Bacteria	Degradation/utilization/assimilation				Inorganic nutrient metabolism			
17	ANAPHENOXI-PWY	Yes	Yes	3	1	Amino-Acid-Degradation	L-phenylalanine degradation II (anaerobic) // anaerobic L-phenylalanine oxidation	Aromatoleum aromaticum,Aromatoleum evansii,Saccharomyces cerevisiae,Thauera aromatica	Bacteria	Degradation/utilization/assimilation				Amino acid degradation			
18	P3-PWY	Yes	No	11	2	AROMATIC-COMPOUNDS-DEGRADATION	gallate degradation III (anaerobic)	Eubacterium oxidoreducens	Bacteria	Degradation/utilization/assimilation				Aromatic compound degradation			
19	PWY-6121	Yes	Yes	5	5	Nucleotide-Biosynthesis	5-aminoimidazole ribonucleotide biosynthesis I	Bacillus subtilis,Escherichia coli,Homo sapiens,Saccharomyces cerevisiae,Salmonella enterica,Arabidopsis thaliana	Bacteria	Biosynthesis				Nucleoside and nucleotide biosynthesis			
20	PWY-922	Yes	No	7	1	SECONDARY-METABOLITE-BIOSYNTHESIS	mevalonate pathway I (eukaryotes and bacteria) // isoprenoid pathway // MVA pathway // isopentenyl diphosphate biosynthesis // dimethylallyl diphosphate biosynthesis	Catharanthus roseus,Homo sapiens,Nicotiana tabacum,Saccharolobus shibatae,Saccharolobus solfataricus,Saccharomyces cerevisiae,Arabidopsis thaliana	Bacteria	Biosynthesis				Secondary metabolite biosynthesis			
21	PWY-6952	Yes	Yes	2	1	Alcohol-Degradation // Carbohydrates-Degradation	glycerophosphodiester degradation	Deinococcus radiodurans,Escherichia coli,Pseudomonas putida,Saccharomyces cerevisiae,Synechocystis	Bacteria	Degradation/utilization/assimilation	Degradation/utilization/assimilation			Alcohol degradation	Carbohydrate degradation		
22	PWY-6823	Yes	Yes	6	3	Cofactor-Biosynthesis	molybdopterin biosynthesis	Escherichia coli,Homo sapiens,Staphylococcus aureus,Thermus thermophilus,Arabidopsis thaliana	Bacteria	Biosynthesis				Cofactor, carrier, and vitamin biosynthesis			
23	RIBOKIN-PWY	Yes	Yes	2	1	Carbohydrates-Degradation	ribose phosphorylation // ribose catabolism	Escherichia coli	Bacteria	Degradation/utilization/assimilation				Carbohydrate degradation			
24	PWY-7290	Yes	Yes	8	1	Glycan-Pathways // Cell-Structure-Biosynthesis // Carbohydrates-Biosynthesis	<i>Escherichia coli</i> serotype O:86 <i>O</i> antigen biosynthesis // &alpha;-D-galactosyl-(1&rarr;3)-&alpha;-L-fucosyl-(1&rarr;2)-&beta;-D-galactosaminyl-(1&rarr;3)-<i>N</i>-acetyl-&alpha;-D-galactosaminyl-(1&rarr;3)-<i>N</i>-acetyl-&alpha;-D-galactosaminyl-diphospho-<i>ditrans,octacis</i>-undecaprenol biosynthesis // &alpha;-D-Gal-(1&rarr;3)-&alpha;-L-Fuc-(1&rarr;2)-&beta;-D-Gal-(1&rarr;3)-&alpha;-D-GalNAc-(1&rarr;3)-&alpha;-D-GalNAc-diphospho-ditrans,octacis-undecaprenol biosynthesis	Escherichia coli	Bacteria	Biosynthesis	Biosynthesis	Glycan pathways		Cell structure biosynthesis	Carbohydrate biosynthesis		
25	PWY-5686	Yes	Yes	6	5	Nucleotide-Biosynthesis	UMP biosynthesis I // uridine-5'-phosphate biosynthesis I // <i>de novo</i> biosynthesis of uridine-5'-phosphate I // <i>de novo</i> biosynthesis of uridine-5'-monophosphate I	Escherichia coli,Homo sapiens,Arabidopsis thaliana	Bacteria	Biosynthesis				Nucleoside and nucleotide biosynthesis			
26	PWY-8139	Yes	No	5	1	Carbohydrates-Biosynthesis	CDP-6-deoxy-D-gulose biosynthesis	Yersinia enterocolitica (type O:8)	Bacteria	Biosynthesis				Carbohydrate biosynthesis			
27	PWY0-1296	Yes	No	4	1	NUCLEO-DEG	purine ribonucleosides degradation	Escherichia coli,Homo sapiens,Mycoplasmoides pneumoniae	Bacteria	Degradation/utilization/assimilation				Nucleoside and nucleotide degradation			
28	PWY0-1312	Yes	Yes	2	1	Energy-Metabolism	acetate and ATP formation from acetyl-CoA I // acetic acid formation from acetyl-CoA I // phosphotransacetylase (Pta)-acetate kinase (AckA) // Pta-AckA	Anaerotignum propionicum,Chlamydomonas reinhardtii,Clostridium acetobutylicum,Clostridium kluyveri,Escherichia coli,Methanosarcina thermophila,Mycoplasmoides pneumoniae,Syntrophotalea acetylenica,Thermotoga maritima	Bacteria	Generation of precursor metabolites and energy							
29	PWY-5971	Yes	No	9	1	Lipid-Biosynthesis	palmitate biosynthesis II (type II fatty acid synthase) // palmitate biosynthesis II (bacteria and plant cytoplasm)	Brassica napus,Escherichia coli,Spinacia oleracea,Arabidopsis thaliana	Bacteria	Biosynthesis				Fatty acid and lipid biosynthesis			
30	P221-PWY	Yes	Yes	5	1	Other-Degradation	octane oxidation	Ectopseudomonas oleovorans	Bacteria	Degradation/utilization/assimilation				Other degradation			
31	PWY-6910	Yes	Yes	2	2	Cofactor-Biosynthesis	hydroxymethylpyrimidine salvage // HMP salvage	Saccharomyces cerevisiae,Bacillus subtilis,Escherichia coli,Pyrococcus furiosus,Arabidopsis thaliana	Bacteria	Biosynthesis				Cofactor, carrier, and vitamin biosynthesis			
32	HOMOSERSYN-PWY	Yes	Yes	3	3	Amino-Acid-Biosynthesis	L-homoserine biosynthesis	Escherichia coli,Methanocaldococcus jannaschii	Bacteria	Biosynthesis				Amino acid biosynthesis			
33	PWY-7385	Yes	No	9	4	Energy-Metabolism	1,3-propanediol biosynthesis (engineered) // 1,3-PDO biosynthesis	Escherichia coli,Klebsiella pneumoniae,Saccharomyces cerevisiae	Bacteria	Generation of precursor metabolites and energy							
34	P142-PWY	Yes	Yes	1	1	Super-Pathways // Energy-Metabolism	pyruvate fermentation to acetate I // acetate fermentation // pyruvic acid fermentation to acetic acid I	Clostridium pasteurianum,Clostridium acetobutylicum,Anaerotignum propionicum	Bacteria	Generation of precursor metabolites and energy	Superpathways						
35	PWY-8187	Yes	Yes	4	3	Amino-Acid-Degradation // Energy-Metabolism	L-arginine degradation XIII (reductive Stickland reaction) // L-arginine fermentation	Acetoanaerobium sticklandii,Alkaliphilus metalliredigens,Alkaliphilus oremlandii,Caldanaerobacter subterraneus,Clostridioides difficile,Clostridium sporogenes,Cutibacterium acnes,Fervidobacterium nodosum,Natranaerobius thermophilus,Petrotoga mobilis,Thermoanaerobacter pseudethanolicus,Thermosipho melanesiensis	Bacteria	Degradation/utilization/assimilation	Generation of precursor metabolites and energy			Amino acid degradation			
36	PWY-7586	Yes	No	3	1	Carbohydrates-Degradation	&beta;-1,4-D-mannosyl-<i>N</i>-acetyl-D-glucosamine degradation	Alistipes finegoldii,Bacteroides fragilis,Bacteroides helcogenes,Phocaeicola salanitronis,Bacteroides thetaiotaomicron,Phocaeicola vulgatus,Parabacteroides distasonis,Prevotella dentalis,Prevotella denticola,Prevotella melaninogenica	Bacteria	Degradation/utilization/assimilation				Carbohydrate degradation			
37	PWY-8595	Yes	No	6	1	SECONDARY-METABOLITE-BIOSYNTHESIS	koreenceine B biosynthesis	Pseudomonas koreensis	Bacteria	Biosynthesis				Secondary metabolite biosynthesis			
38	FERMENTATION-PWY	Yes	Yes	16	8	Super-Pathways // Energy-Metabolism	mixed acid fermentation // fermentation	Escherichia coli	Bacteria	Generation of precursor metabolites and energy	Superpathways						
39	ARG-GLU-PWY	Yes	Yes	2	1	Amino-Acid-Degradation	L-arginine degradation VII (arginase 3 pathway)	Agrobacterium tumefaciens,Brucella melitensis,Rhizobiaceae,Sinorhizobium meliloti Rm2011	Bacteria	Degradation/utilization/assimilation				Amino acid degradation			
40	PWY-6638	Yes	No	4	1	Noncarbon-Nutrients	sulfolactate degradation III	Bilophila wadsworthia,Roseovarius nubinhibens,Ruegeria pomeroyi	Bacteria	Degradation/utilization/assimilation				Inorganic nutrient metabolism			
41	PWY-6587	Yes	Yes	3	3	Energy-Metabolism	pyruvate fermentation to ethanol III // pyruvic acid fermentation to ethanol III	Clostridium acetobutylicum,Clostridium pasteurianum	Bacteria	Generation of precursor metabolites and energy							
42	PWY-8204	Yes	No	3	1	Glycan-Pathways // Cell-Structure-Biosynthesis // Carbohydrates-Biosynthesis	<i>Salmonella enterica</i> serotype O:54 O antigen biosynthesis // group O:54 <i>Salmonella</i> O antigen biosynthesis	Salmonella enterica	Bacteria	Biosynthesis	Biosynthesis	Glycan pathways		Cell structure biosynthesis	Carbohydrate biosynthesis		
43	PWY-6983	Yes	No	3	1	Cofactor-Biosynthesis	<i>threo</i>-tetrahydrobiopterin biosynthesis	Chlorobaculum tepidum	Bacteria	Biosynthesis				Cofactor, carrier, and vitamin biosynthesis			
44	PWY-7663	Yes	No	4	1	Lipid-Biosynthesis	gondoate biosynthesis (anaerobic) // <i>cis</i>-11-icosenoate biosynthesis // (11<i>Z</i>)-icos-11-enoate biosynthesis // (11<i>Z</i>)-icosenoate biosynthesis // gondoic acid biosynthesis // 11-eicosenoic acid biosynthesis	Aerococcus viridans	Bacteria	Biosynthesis				Fatty acid and lipid biosynthesis			
45	PWY-7821	Yes	Yes	9	1	SECONDARY-METABOLITE-BIOSYNTHESIS	tunicamycin biosynthesis	Streptomyces chartreusis,Streptomyces clavuligerus,Streptomyces lysosuperificus	Bacteria	Biosynthesis				Secondary metabolite biosynthesis			
46	PWY-2942	Yes	Yes	7	5	Amino-Acid-Biosynthesis	L-lysine biosynthesis III	Brevibacterium,Corynebacterium glutamicum,Lysinibacillus sphaericus,Paenibacillus macerans,Proteus vulgaris,Sporosarcina globispora,Sporosarcina pasteurii	Bacteria	Biosynthesis				Amino acid biosynthesis			
47	PWY-6151	Yes	Yes	4	3	Cofactor-Biosynthesis	<i>S</i>-adenosyl-L-methionine salvage I // SAM cycle // activated methyl cycle // AMC // <i>S</i>-adenosyl-L-methionine cycle I	Aliivibrio fischeri,Bacillus subtilis,Escherichia coli,Salmonella enterica	Bacteria	Biosynthesis				Cofactor, carrier, and vitamin biosynthesis			
48	PWY-622	Yes	Yes	7	5	Glycan-Pathways // Carbohydrates-Biosynthesis	starch biosynthesis	Chlamydomonas reinhardtii,Hordeum vulgare,Manihot esculenta,Nicotiana tabacum,Oryza sativa,Pisum sativum,Solanum tuberosum,Triticum aestivum,Zea mays,Arabidopsis thaliana	Bacteria	Biosynthesis	Glycan pathways			Carboxylic acid biosynthesis			
49	PWY-1722	Yes	Yes	3	3	C1-COMPOUNDS	formate assimilation into 5,10-methylenetetrahydrofolate	Homo sapiens,Methylorubrum extorquens,Saccharomyces cerevisiae,Arabidopsis thaliana,Hyphomicrobium zavarzinii	Bacteria	Degradation/utilization/assimilation				C1 Compound utilization and assimilation			
50	P161-PWY	Yes	Yes	5	4	Energy-Metabolism	acetylene degradation (anaerobic) // acetylene fermentation	Mycobacterium lacticola,Syntrophotalea acetylenica,Rhodococcus opacus,Rhodococcus rhodochrous,Rhodococcus ruber	Bacteria	Generation of precursor metabolites and energy							
51	PWY-5384	Yes	Yes	4	3	Carbohydrates-Degradation	sucrose degradation IV (sucrose phosphorylase)	Bifidobacterium adolescentis,Bifidobacterium animalis,Bifidobacterium bifidum,Bifidobacterium longum	Bacteria	Degradation/utilization/assimilation				Carbohydrate degradation			
52	PWY-7664	Yes	No	6	1	Lipid-Biosynthesis	oleate biosynthesis IV (anaerobic) // <i>cis</i>-7-hexadecenoate biosynthesis // <i>cis</i>-9-octadecenoate biosynthesis // (7<i>Z</i>)-hexadec-7-enoate biosynthesis // (9<i>Z</i>)-octadec-9-enoate biosynthesis // (7<i>Z</i>)-hexadecenoate biosynthesis // (9<i>Z</i>)-octadecenoate biosynthesis	Aerococcus viridans,Clostridium beijerinckii,Cereibacter sphaeroides	Bacteria	Biosynthesis				Fatty acid and lipid biosynthesis			
53	CODH-PWY	Yes	No	12	3	C1-COMPOUNDS	reductive acetyl coenzyme A pathway I (homoacetogenic bacteria) // Wood pathway // acetate synthesis // acetyl-CoA pathway // carbon monoxide dehydrogenase pathway // carbon fixation // CO<SUB>2</SUB> fixation // Ljungdahl-Wood pathway // Wood-Ljungdahl pathway // reductive acetyl CoA pathway	Acetitomaculum ruminis,Acetobacterium carbinolicum,Acetobacterium woodii,Blautia producta,Clostridium autoethanogenum,Clostridium formicaceticum,Eubacterium limosum,Neomoorella thermoacetica,Sporomusa malonica,Sporomusa termitida,Syntrophococcus sucromutans,[Butyribacterium] methylotrophicum	Bacteria	Degradation/utilization/assimilation				C1 Compound utilization and assimilation			
54	PWY-7013	Yes	No	5	2	Alcohol-Degradation // Energy-Metabolism	(<i>S</i>)-propane-1,2-diol degradation // propylene glycol degradation // L-1,2-propanediol degradation	Citrobacter freundii,Klebsiella oxytoca,Listeria innocua,Salmonella enterica	Bacteria	Degradation/utilization/assimilation	Generation of precursor metabolites and energy			Alcohol degradation			
55	PWY-7440	Yes	No	6	2	Carbohydrates-Biosynthesis	dTDP-&beta;-L-4-<i>epi</i>-vancosamine biosynthesis	Amycolatopsis orientalis	Bacteria	Biosynthesis				Carbohydrate biosynthesis			
56	GLUTDEG-PWY	Yes	Yes	2	1	Amino-Acid-Degradation	L-glutamate degradation II // L-glutamate - L-aspartate pathway // L-aspartate degradation	Escherichia coli,Klebsiella aerogenes	Bacteria	Degradation/utilization/assimilation				Amino acid degradation			
57	PWY-7514	Yes	No	3	1	Amino-Acid-Degradation	L-tyrosine degradation IV (to 4-methylphenol)	Clostridioides difficile	Bacteria	Degradation/utilization/assimilation				Amino acid degradation			
58	PWY-5886	Yes	Yes	1	1	AROMATIC-COMPOUNDS-BIOSYN	3-(4-hydroxyphenyl)pyruvate biosynthesis // 4-hydroxyphenylpyruvic acid biosynthesis // 4-hydroxyphenylpyruvate biosynthesis	Bacillus subtilis,Anchusa officinalis,Homo sapiens,Pseudomonas aeruginosa,Arabidopsis thaliana	Bacteria	Biosynthesis				Aromatic compound biosynthesis			
59	PHESYN	Yes	No	3	1	Amino-Acid-Biosynthesis	L-phenylalanine biosynthesis I	Bacillus subtilis,Escherichia coli,Saccharomyces cerevisiae	Bacteria	Biosynthesis				Amino acid biosynthesis			
60	PWY-5661	Yes	Yes	3	2	Carbohydrates-Biosynthesis	GDP-&alpha;-D-glucose biosynthesis // GDP-glucose biosynthesis	Homo sapiens,Sus scrofa,Arabidopsis thaliana	Bacteria	Biosynthesis				Carbohydrate biosynthesis			
61	PWY-8221	Yes	No	5	1	Glycan-Pathways // Cell-Structure-Biosynthesis // Carbohydrates-Biosynthesis	<i>Escherichia coli</i> serotype O:111/<i>Salmonella enterica</i> serotype O:35 O antigen biosynthesis // <i>Salmonella enterica</i> Group O O antigen biosynthesis	Escherichia coli O111,Salmonella enterica	Bacteria	Biosynthesis	Biosynthesis	Glycan pathways		Cell structure biosynthesis	Carbohydrate biosynthesis		
62	SERSYN-PWY	Yes	No	3	1	Amino-Acid-Biosynthesis	L-serine biosynthesis I	Escherichia coli,Homo sapiens,Methanocaldococcus jannaschii,Rattus norvegicus,Arabidopsis thaliana	Bacteria	Biosynthesis				Amino acid biosynthesis			
63	PWY-6627	Yes	Yes	9	2	SECONDARY-METABOLITE-BIOSYNTHESIS	salinosporamide A biosynthesis	Salinispora tropica	Bacteria	Biosynthesis				Secondary metabolite biosynthesis			
64	PWY-7905	Yes	No	7	1	Glycan-Pathways // Cell-Structure-Biosynthesis // Carbohydrates-Biosynthesis	<i>Escherichia coli</i> serotype O:9a O antigen biosynthesis // polymannose O-polysaccharide biosynthesis	Escherichia coli,Klebsiella pneumoniae	Bacteria	Biosynthesis	Biosynthesis	Glycan pathways		Cell structure biosynthesis	Carbohydrate biosynthesis		
65	PWY-6707	Yes	Yes	1	1	AROMATIC-COMPOUNDS-BIOSYN	gallate biosynthesis	Escherichia coli,Juglans regia,Arabidopsis thaliana	Bacteria	Biosynthesis				Aromatic compound biosynthesis			
66	PWY-8457	Yes	No	3	1	Cofactor-Biosynthesis	thiamine diphosphate salvage V // thiamin salvage V	Arabidopsis thaliana,Escherichia coli,Ostreococcus sp. RCC422,Ostreococcus tauri	Bacteria	Biosynthesis				Cofactor, carrier, and vitamin biosynthesis			
67	PWY-3461	Yes	No	4	1	Amino-Acid-Biosynthesis	L-tyrosine biosynthesis II // pretyrosine pathway	Synechocystis sp. PCC 6803,Nicotiana sylvestris,Sorghum bicolor,Arabidopsis thaliana	Bacteria	Biosynthesis				Amino acid biosynthesis			
68	PWY-5870	Yes	No	9	1	Cofactor-Biosynthesis	ubiquinol-8 biosynthesis (late decarboxylation) // ubiquinone-8 biosynthesis (eukaryotic) // ubiquinol-8 biosynthesis (eukaryotic)	Citeromyces matritensis,Clavispora fructus,Clavispora lusitaniae,Gaillardinia entomophila,Hyphopichia burtonii,Hyphopichia fennica,Hyphopichia homilentoma,Isabelozyma gotoi,Isabelozyma rhagii,Komagataella pastoris,Kuraishia capsulata,Metahyphopichia silvanorum,Nakazawaea anatomiae,Nakazawaea ernobii,Nakazawaea holstii,Nakazawaea ishiwadae,Nakazawaea populi,Ogataea methanolica,Soucietia sequanensis,Starmerella lactis-condensi,Starmerella stellata,Wickerhamiella galacta,Xanthomonas campestris,[Candida] incommunis,[Candida] karawaiewii	Bacteria	Biosynthesis				Cofactor, carrier, and vitamin biosynthesis			
69	PWY-1281	Yes	Yes	2	1	Noncarbon-Nutrients	sulfoacetaldehyde degradation I	Rhodococcus opacus,Paracoccus denitrificans,Castellaniella denitrificans,Bilophila wadsworthia,Desulfonispora thiosulfatigenes,Achromobacter xylosoxidans	Bacteria	Degradation/utilization/assimilation				Inorganic nutrient metabolism			
70	PWY0-901	Yes	Yes	3	3	Amino-Acid-Biosynthesis	L-selenocysteine biosynthesis I (bacteria)	Escherichia coli	Bacteria	Biosynthesis				Amino acid biosynthesis			
71	PWY-7221	Yes	Yes	4	3	Nucleotide-Biosynthesis	guanosine ribonucleotides <i>de novo</i> biosynthesis	Glycine max,Saccharomyces cerevisiae,Escherichia coli,Homo sapiens,Salmonella enterica,Arabidopsis thaliana	Bacteria	Biosynthesis				Nucleoside and nucleotide biosynthesis			
72	PWY-6322	Yes	Yes	20	1	SECONDARY-METABOLITE-BIOSYNTHESIS	phosphinothricin tripeptide biosynthesis // PTT biosynthesis // bialaphos biosynthesis	Streptomyces hygroscopicus,Streptomyces viridochromogenes	Bacteria	Biosynthesis				Secondary metabolite biosynthesis			
73	PWY-8585	Yes	No	4	1	AROMATIC-COMPOUNDS-BIOSYN	skatole biosynthesis	Clostridium scatologenes,Enterobacter cloacae,Escherichia coli,Lacticaseibacillus casei,Lactobacillus acidophilus,Limosilactobacillus reuteri,Tractidigestivibacter scatoligenes	Bacteria	Biosynthesis				Aromatic compound biosynthesis			
74	PWY8J2-29	Yes	Yes	3	2	Cofactor-Biosynthesis	coenzyme A salvage // CoA salvage	Bacillus subtilis	Bacteria	Biosynthesis				Cofactor, carrier, and vitamin biosynthesis			
75	PWY-6969	Yes	No	9	2	Energy-Metabolism	TCA cycle V (2-oxoglutarate synthase) // citric acid cycle // tricarboxylic acid cycle // Szent-Gyorgyi-Krebs cycle // Krebs cycle // TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase) // reversed TCA cycle	Desulfurella acetivorans,Halobacterium salinarum,Hippea maritima,Mycobacterium tuberculosis,Mycobacterium tuberculosis variant bovis,Mycolicibacterium smegmatis,Pyrobaculum islandicum,Thermosulfidibacter takaii	Bacteria	Generation of precursor metabolites and energy							
76	PWY-7814	Yes	Yes	6	3	Carbohydrates-Biosynthesis	dTDP-L-daunosamine biosynthesis	Streptomyces peucetius	Bacteria	Biosynthesis				Carbohydrate biosynthesis			
77	P23-PWY	Yes	No	9	2	C1-COMPOUNDS	reductive TCA cycle I // reductive tricarboxylic acid cycle // reductive tricarboxylic acid pathway // reductive citric acid cycle // reverse citric acid cycle // carbon fixation // CO<SUB>2</SUB> fixation // reductive carboxylic acid cycle	Aquifex pyrophilus,Candidatus Arcobacter sulfidicus,Chlorobaculum tepidum,Chlorobaculum thiosulfatiphilum,Chlorobium limicola,Desulfobacter hydrogenophilus,Pyrobaculum islandicum,Pyrobaculum neutrophilum,Sulfurimonas denitrificans,Thermoproteus tenax	Bacteria	Degradation/utilization/assimilation				C1 Compound utilization and assimilation			
78	PWY-7180	Yes	No	3	1	Carbohydrates-Degradation	2-deoxy-&alpha;-D-ribose 1-phosphate degradation	Escherichia coli	Bacteria	Degradation/utilization/assimilation				Carbohydrate degradation			
79	GLUTSYNIII-PWY	Yes	Yes	1	1	Amino-Acid-Biosynthesis	L-glutamate biosynthesis III	Escherichia coli,Saccharomyces cerevisiae	Bacteria	Biosynthesis				Amino acid biosynthesis			
80	PWY-6953	Yes	No	5	2	Carbohydrates-Biosynthesis	dTDP-3-acetamido-&alpha;-D-fucose biosynthesis // dTDP-3-acetamido-3,6-dideoxy-&alpha;-D-galactose biosynthesis	Shewanella denitrificans,Aneurinibacillus thermoaerophilus	Bacteria	Biosynthesis				Carbohydrate biosynthesis			
81	PWY-5108	Yes	No	3	1	Amino-Acid-Biosynthesis	L-isoleucine biosynthesis V	Bacteroides fragilis,Clostridium sporogenes,Methanobacterium bryantii,Methanobrevibacter ruminantium,Methanobrevibacter smithii,Methanospirillum hungatei,Xylanibacter ruminicola	Bacteria	Biosynthesis				Amino acid biosynthesis			
