	Naive	MinPath	Total families	Families found
PWY-6336	Yes	Yes	4	1
PWY-8585	Yes	No	4	1
PWY8J2-29	Yes	Yes	3	2
PWY-6969	Yes	Yes	9	5
PWY-7814	Yes	Yes	6	3
P23-PWY	Yes	Yes	9	5
PWY-8589	Yes	No	5	1
ARABCAT-PWY	Yes	Yes	3	3
PWY-5386	Yes	Yes	3	1
PWY-7180	Yes	Yes	3	3
GLUTSYNIII-PWY	Yes	Yes	1	1
PWY0-1336	Yes	Yes	2	1
PWY-7401	Yes	No	12	1
PWY-6961	Yes	Yes	5	2
PWY-6953	Yes	No	5	2
PWY-5108	Yes	No	3	1
PWY-6973	Yes	No	5	2
PWY-6907	Yes	Yes	3	3
PWY-1361	Yes	No	7	1
PWY-7218	Yes	Yes	4	3
PWY-5523	Yes	No	3	1
PWY-7184	Yes	No	9	4
PWY-5154	Yes	Yes	9	8
PWY-7948	Yes	No	6	1
PWY-5766	Yes	Yes	1	1
PWY-7686	Yes	Yes	1	1
TCA	Yes	No	10	4
PWY-8561	Yes	Yes	3	2
THIOREDOX-PWY	Yes	Yes	2	1
PWY-8535	Yes	No	8	1
PWY-5741	Yes	No	11	1
UDPNAGSYN-PWY	Yes	Yes	5	3
PWY-3161	Yes	Yes	2	1
PWY-7222	Yes	Yes	3	2
PWY-6605	Yes	Yes	2	1
PWY4FS-7	Yes	Yes	2	1
PWY-6559	Yes	Yes	4	2
PWY-6502	Yes	Yes	1	1
PWY-7970	Yes	Yes	3	3
PWY-8171	Yes	Yes	3	1
PWY-8271	Yes	Yes	4	1
PWY-6986	Yes	No	7	1
PWY-6891	Yes	No	4	1
PWY-7977	Yes	Yes	4	2
P281-PWY	Yes	No	6	1
PWY0-1586	Yes	Yes	4	2
PWY-5645	Yes	Yes	7	1
PWY-5989	Yes	Yes	6	4
PWY0-1337	Yes	No	13	3
PWY-6497	Yes	No	3	1
PWY-8175	Yes	No	11	5
PWY-6696	Yes	No	5	1
PWY-7274	Yes	No	6	1
PWY-7965	Yes	Yes	3	3
PWY-5481	Yes	Yes	1	1
P641-PWY	Yes	Yes	2	1
PWY-7176	Yes	Yes	3	2
SUCSYN-PWY	Yes	Yes	7	5
PWY-6974	Yes	No	5	2
GLUCARDEG-PWY	Yes	Yes	4	2
PWY-7587	Yes	Yes	3	2
PWY-5743	Yes	No	13	2
ARGSPECAT-PWY	Yes	Yes	2	1
P162-PWY	Yes	No	10	2
PWY-8106	Yes	Yes	5	3
P163-PWY	Yes	Yes	10	4
PWY-5807	Yes	Yes	1	1
PWY-5162	Yes	No	3	1
PWY-6754	Yes	Yes	2	2
PWY-6562	Yes	No	6	2
PWY-8488	Yes	Yes	3	1
PWY-6458	Yes	No	3	1
P105-PWY	Yes	No	9	4
PWY-6282	Yes	Yes	6	4
VALSYN-PWY	Yes	Yes	4	4
P321-PWY	Yes	No	8	1
PWY-6886	Yes	Yes	5	4
PWY-8282	Yes	Yes	2	1
TRNA-CHARGING-PWY	Yes	Yes	21	21
PWY-8427	Yes	Yes	2	2
GALACTUROCAT-PWY	Yes	Yes	5	3
GALACTITOLCAT-PWY	Yes	Yes	4	1
PWY0-1241	Yes	Yes	5	2
PWY-5857	Yes	No	8	1
PWY-7246	Yes	Yes	3	1
PWY-5022	Yes	No	7	1
PWY-6771	Yes	Yes	3	1
PWY-7344	Yes	Yes	1	1
PWY-8581	Yes	No	4	1
PWY-8136	Yes	Yes	2	2
PWY-7183	Yes	Yes	1	1
IDNCAT-PWY	Yes	Yes	3	1
PWYG-321	Yes	No	24	5
DARABCATK12-PWY	Yes	Yes	4	3
PWY-6104	Yes	No	3	1
PWY-8164	Yes	Yes	2	1
PWY-7509	Yes	Yes	1	1
PWY-2722	Yes	No	3	1
PWY-8010	Yes	Yes	3	2
PWY-7303	Yes	Yes	4	1
PWY-7569	Yes	Yes	7	1
TEICHOICACID-PWY	Yes	Yes	11	1
PWY-7622	Yes	Yes	1	1
PWY-6608	Yes	Yes	4	3
PWY-8135	Yes	Yes	2	1
PWY-8090	Yes	Yes	5	1
PWY0-1479	Yes	Yes	5	1
PWY-5695	Yes	Yes	4	4
PWY-7301	Yes	Yes	5	3
PWY-7963	Yes	Yes	3	2
PWY-5084	Yes	No	3	1
PWY-5097	Yes	Yes	7	7
PWY-6386	Yes	Yes	8	6
PWY-7769	Yes	No	21	1
PWY-5676	Yes	No	6	1
PWY-8203	Yes	Yes	4	3
PYRIDOXSYN-PWY	Yes	Yes	7	3
TRPSYN-PWY	Yes	Yes	6	4
PLPSAL-PWY	Yes	Yes	3	1
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	Yes	Yes	8	2
PWY-7480	Yes	No	5	1
PWY-7167	Yes	Yes	1	1
P108-PWY	Yes	No	7	2
PWY-7199	Yes	No	5	2
PWY-8419	Yes	No	5	1
FASYN-INITIAL-PWY	Yes	No	3	1
PWY0-1576	Yes	Yes	2	1
PWY-6478	Yes	Yes	4	4
PWY-8452	Yes	Yes	1	1
PWY-7892	Yes	Yes	4	2
PWY-8197	Yes	No	6	1
PANTO-PWY	Yes	Yes	4	2
PWY-7589	Yes	Yes	2	1
PWY-7560	Yes	Yes	8	7
PWY-6534	Yes	Yes	2	1
PWY-7688	Yes	No	6	2
PWY-8296	Yes	No	7	2
PWY-6620	Yes	Yes	2	1
PWY-7413	Yes	Yes	4	2
PWY-8263	Yes	Yes	1	1
PWY-6545	Yes	No	9	3
PWY-6614	Yes	Yes	3	3
PWY-7870	Yes	Yes	2	1
PWY-3982	Yes	Yes	3	2
PWY0-1581	Yes	Yes	2	1
PWY2PN3-13	Yes	Yes	5	4
TYRSYN	Yes	No	3	1
PWY-7969	Yes	Yes	3	3
PWY-5667	Yes	Yes	4	4
PWY-7779	Yes	No	10	1
PWY-7378	Yes	Yes	2	1
ASPARAGINESYN-PWY	Yes	Yes	1	1
BSUBPOLYAMSYN-PWY	Yes	Yes	2	2
PWY-8325	Yes	Yes	4	2
PWY-5329	Yes	Yes	2	1
PWY-I9	Yes	Yes	6	3
PWY0-1299	Yes	Yes	1	1
PWY-6808	Yes	No	5	2
PWY-7863	Yes	Yes	2	1
PWY-7179	Yes	Yes	2	1
SUCROSEUTIL2-PWY	Yes	No	4	1
PWY-5938	Yes	Yes	2	2
PWY-7343	Yes	Yes	2	1
N2FIX-PWY	Yes	Yes	1	1
PWY2DDB-8	Yes	Yes	3	1
PWY-5739	Yes	Yes	2	2
PWY-8402	Yes	No	3	1
LCYSDEG-PWY	Yes	Yes	1	1
PWY-6642	Yes	No	3	1
PWY-40	Yes	Yes	2	2
PWY-7822	Yes	No	5	2
PWY-7975	Yes	Yes	3	2
PWY-8179	Yes	No	15	3
PWY-8183	Yes	Yes	2	1
PWY-3641	Yes	No	3	1
CALVIN-PWY	Yes	Yes	11	7
PWY-1042	Yes	Yes	7	7
PWY-7789	Yes	No	6	1
PWY-6863	Yes	No	9	2
PWY-6317	Yes	Yes	5	5
PWY-7242	Yes	Yes	4	2
PWY-5177	Yes	No	4	1
PWY-5644	Yes	No	9	1
PWY-7570	Yes	No	8	1
PWY-7153	Yes	No	5	2
PWY-5443	Yes	Yes	2	1
PWY-701	Yes	Yes	1	1
PWY-6148	Yes	Yes	11	3
PWY-7124	Yes	Yes	8	4
PWY-6644	Yes	No	5	1
PWY-8511	Yes	Yes	5	3
PWY-5392	Yes	No	10	4
PWY-6942	Yes	No	6	2
PWY-7219	Yes	Yes	3	3
PWY-6871	Yes	Yes	3	2
PWY-5265	Yes	Yes	5	3
PWY-5497	Yes	Yes	17	10
PWY-7316	Yes	Yes	4	2
PWY0-1300	Yes	Yes	2	1
PWY-5981	Yes	Yes	5	3
PWY-6713	Yes	Yes	7	1
PWY-6876	Yes	No	5	1
PWY-7185	Yes	No	5	2
PWY2PN3-7	Yes	No	4	1
P122-PWY	Yes	Yes	18	14
PWY-5796	Yes	Yes	2	1
GLYSYN-PWY	Yes	Yes	1	1
PWY-5507	Yes	Yes	5	3
PWY-8504	Yes	No	9	2
PWY-3781	Yes	No	4	1
PWY-7790	Yes	Yes	6	6
PWY-7852	Yes	Yes	3	2
PWY0-1391	Yes	Yes	1	1
PWY-7807	Yes	No	7	3
PWY-5122	Yes	Yes	1	1
PWY-6153	Yes	Yes	3	2
SAM-PWY	Yes	Yes	1	1
PWY0-862	Yes	Yes	6	4
PWY-5738	Yes	Yes	2	1
COBALSYN-PWY	Yes	Yes	5	5
DHGLUCONATE-PYR-CAT-PWY	Yes	No	5	1
PWY-5419	Yes	No	4	1
PWY0-1315	Yes	Yes	1	1
PWY-5429	Yes	No	3	1
PWY-8086	Yes	Yes	13	6
PWY-8131	Yes	Yes	4	3
PWY-3162	Yes	No	7	1
PWY-8015	Yes	Yes	2	1
PWY-8225	Yes	Yes	3	2
PWY-3462	Yes	No	4	1
ASPASN-PWY	Yes	Yes	3	2
PWY-8303	Yes	Yes	9	6
PWY-7085	Yes	No	3	1
PWY-8362	Yes	Yes	10	5
CRNFORCAT-PWY	Yes	Yes	4	1
PWY-5025	Yes	Yes	2	1
PWY-5494	Yes	No	3	1
PWY-7787	Yes	No	4	1
PWY-7967	Yes	Yes	4	3
ARGDEG-V-PWY	Yes	No	3	1
PWY-7966	Yes	Yes	3	3
PWY-6387	Yes	Yes	8	7
PWY-5486	Yes	Yes	2	1
PWY-5659	Yes	Yes	4	4
PWY-6583	Yes	No	8	1
PWY-6397	Yes	No	9	2
PWY-5939	Yes	Yes	2	1
PWY-621	Yes	Yes	4	2
PWY-8165	Yes	Yes	1	1
LARABITOLUTIL-PWY	Yes	Yes	2	1
PWY-6679	Yes	Yes	3	1
PWY-6120	Yes	No	4	1
PWY-7562	Yes	Yes	7	3
PWY-7793	Yes	Yes	2	1
PWY0-1608	Yes	Yes	3	2
GLYCOCAT-PWY	Yes	Yes	7	5
PWY0-1582	Yes	Yes	2	2
PWY-5785	Yes	Yes	2	2
BGALACT-PWY	Yes	Yes	1	1
PWY-5654	Yes	No	4	1
PWY-2161	Yes	Yes	3	3
ASPARTATE-DEG1-PWY	Yes	Yes	1	1
PWY-4261	Yes	Yes	2	2
PWY-7206	Yes	No	3	1
PWY-5940	Yes	No	11	2
P101-PWY	Yes	No	5	2
PWY-8004	Yes	Yes	7	6
PWY-8016	Yes	No	5	1
PWY-7226	Yes	Yes	2	1
CENTFERM-PWY	Yes	Yes	7	3
PWY-7104	Yes	No	6	2
PWY0-1324	Yes	Yes	3	2
GLYOXYLATE-BYPASS	Yes	No	6	1
PWY-6894	Yes	Yes	2	1
PWY0-1587	Yes	Yes	3	2
PWY-7254	Yes	Yes	9	5
GLUCONEO-PWY	Yes	Yes	13	11
GLUCOSE1PMETAB-PWY	Yes	Yes	5	3
PWY-5833	Yes	Yes	3	3
PROSYN-PWY	Yes	Yes	3	3
PWY1A0-6120	Yes	No	13	5
PWY-8174	Yes	No	12	5
ARGDEG-III-PWY	Yes	No	3	1
P184-PWY	Yes	No	7	1
PWY-6854	Yes	Yes	2	1
PWY0-321	Yes	Yes	9	2
PWY-7456	Yes	No	7	2
PWY-7581	Yes	Yes	2	1
PWY-6383	Yes	No	5	1
PWY-8060	Yes	Yes	3	2
GLYCOLYSIS-E-D	Yes	Yes	2	2
PWY-6344	Yes	Yes	6	2
PWY-7414	Yes	No	5	2
PWY-101	Yes	No	4	1
PWY-6269	Yes	Yes	6	5
PWY-6906	Yes	No	7	2
PWY-6964	Yes	Yes	2	2
PWY-8462	Yes	Yes	1	1
PWY-4621-1	Yes	Yes	2	1
PWY0-166	Yes	Yes	10	6
PWY0-1319	Yes	Yes	4	4
PWY-7791	Yes	Yes	6	6
PWY-8132	Yes	No	5	2
PWY0-1433	Yes	No	3	1
PWY-2941	Yes	Yes	8	6
PWY-6756	Yes	Yes	1	1
DETOX1-PWY-1	Yes	No	4	1
FUCCAT-PWY	Yes	Yes	4	4
PWY-7883	Yes	No	9	3
PWY-7094	Yes	No	6	1
PWY-7400	Yes	No	9	4
PWY-7928	Yes	Yes	2	1
PWY0-1021	Yes	Yes	1	1
PWY-7090	Yes	Yes	5	1
NONOXIPENT-PWY	Yes	Yes	4	4
P141-PWY	Yes	Yes	3	1
PWY-8277	Yes	Yes	6	4
TREDEGLOW-PWY	Yes	Yes	2	1
PWY-8017	Yes	No	6	1
LACTOSECAT-PWY	Yes	Yes	5	1
PWY-8480	Yes	Yes	10	5
PWY-5103	Yes	Yes	6	4
PWY-6164	Yes	Yes	2	2
P164-PWY	Yes	Yes	13	5
PWY-7377	Yes	Yes	11	10
PWY-7077	Yes	No	5	1
PWY-5653	Yes	Yes	3	3
COLANSYN-PWY	Yes	Yes	1	1
PWY4FS-8	Yes	Yes	2	1
PWY-6512	Yes	Yes	1	1
METHYLGALLATE-DEGRADATION-PWY	Yes	No	6	1
PWY-8532	Yes	No	5	1
P124-PWY	Yes	Yes	15	12
PWY2DNV-11	Yes	Yes	3	2
PWY-7817	Yes	No	15	2
PWY-8571	Yes	No	7	1
PWY-8533	Yes	No	6	1
LYXMET-PWY	Yes	Yes	4	2
PWY-8289	Yes	No	5	2
PWY-5055	Yes	Yes	8	1
P21-PWY	Yes	Yes	2	2
PYRIDNUCSYN-PWY	Yes	Yes	6	5
PWY-7761	Yes	Yes	5	4
PWY-8162	Yes	Yes	2	1
PWY-8178	Yes	Yes	5	5
PWY-7968	Yes	Yes	3	3
PWY0-1597	Yes	Yes	3	1
PWY-6210	Yes	No	4	1
PWY-8314	Yes	No	3	1
PWY0-521	Yes	Yes	2	1
PWY-7052	Yes	Yes	4	1
PWY-6976	Yes	No	6	2
PWY-7909	Yes	Yes	3	2
PWY3O-4106	Yes	Yes	2	2
PWY-8347	Yes	No	5	1
ILEUSYN-PWY	Yes	Yes	5	5
PWY-8133	Yes	No	5	1
PWY-6832	Yes	Yes	2	1
NONMEVIPP-PWY	Yes	Yes	8	7
PWY-8190	Yes	Yes	7	2
PWY-8196	Yes	No	5	1
PWY66-366	Yes	Yes	2	2
PWY-1622	Yes	No	10	3
PWY-1723	Yes	Yes	3	1
LEU-DEG2-PWY	Yes	Yes	6	1
PWY-5197	Yes	No	4	1
HSERMETANA-PWY	Yes	Yes	2	2
PWY-5480	Yes	Yes	3	3
PWY-7902	Yes	Yes	5	3
PWY-8380	Yes	Yes	5	3
PWY-7884	Yes	No	4	1
PWY-5744	Yes	No	13	2
PWY-6154	Yes	Yes	3	2
PWY-7858	Yes	Yes	6	3
PWY18C3-5	Yes	Yes	2	1
SUCUTIL-PWY	Yes	Yes	3	3
1CMET2-PWY	Yes	Yes	9	7
PWY-8438	Yes	No	8	1
PWY-8264	Yes	No	3	1
OANTIGEN-PWY	Yes	Yes	1	1
QUINATEDEG-PWY	Yes	No	3	1
PWY-5041	Yes	Yes	3	2
LEUSYN-PWY	Yes	Yes	3	2
PWY-6416	Yes	No	3	1
PWY-6898	Yes	Yes	1	1
PWY-5913	Yes	Yes	8	4
PWY0-541	Yes	Yes	1	1
PWY-6992	Yes	No	5	2
PWY-6131	Yes	Yes	2	1
GLYCOLYSIS	Yes	Yes	13	11
PWY2PN3-14	Yes	No	4	1
PWY-7900	Yes	No	8	3
FAO-PWY	Yes	No	7	1
HOMOSER-THRESYN-PWY	Yes	Yes	2	1
DARABCAT-PWY	Yes	Yes	2	2
ARGSYNBSUB-PWY	Yes	Yes	10	10
PWY-6519	Yes	Yes	8	4
REDCITCYC	Yes	Yes	9	5
PWY-7248	Yes	Yes	4	2
PWY-6123	Yes	Yes	6	5
PWY-6616	Yes	Yes	3	1
GALLATE-DEGRADATION-I-PWY	Yes	No	5	1
PWY0-1545	Yes	Yes	3	2
PWY-8523	Yes	No	11	1
PWY-66	Yes	Yes	1	1
PWY-5922	Yes	Yes	6	1
PWY8J2-27	Yes	Yes	3	2
PWY-8276	Yes	Yes	2	1
GLYCEROLMETAB-PWY	Yes	Yes	2	2
PWY-8525	Yes	Yes	8	5
PWY-6609	Yes	Yes	3	2
PWY-6839	Yes	No	3	1
PWY-7626	Yes	No	8	1
PWY-3801	Yes	Yes	5	3
PWY-8088	Yes	Yes	4	3
DTDPRHAMSYN-PWY	Yes	Yes	4	4
GALACTCAT-PWY	Yes	Yes	3	1
PWY-8354	Yes	No	5	1
PWY-3661	Yes	No	6	2
PWY-7312	Yes	Yes	4	2
PWY-1881	Yes	Yes	1	1
PWY0-1561	Yes	Yes	2	1
PWY-8189	Yes	Yes	2	1
PWY-6588	Yes	No	5	2
PWY-8195	Yes	No	6	1
PWY-6722	Yes	No	5	1
PWY-8275	Yes	Yes	1	1
PWY0-1329	Yes	Yes	2	1
PWY-5026	Yes	Yes	1	1
TRYPDEG-PWY	Yes	Yes	1	1
ASPARAGINE-BIOSYNTHESIS	Yes	Yes	1	1
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	Yes	Yes	4	2
PYRUVDEHYD-PWY	Yes	Yes	3	2
PWY0-1477	Yes	Yes	5	4
PWY-6471	Yes	Yes	5	3
PWY-7991	Yes	Yes	5	3
PWY-4722	Yes	Yes	5	1
PWY-7003	Yes	Yes	6	6
PWY-6147	Yes	Yes	5	3
PWY-6507	Yes	No	5	2
PWY-8279	Yes	No	9	4
PWY0-823	Yes	Yes	2	2
PWY-5647	Yes	No	4	1
PWY-4101	Yes	Yes	2	2
GLNSYN-PWY	Yes	Yes	1	1
PWY-7961	Yes	Yes	3	2
PWY-5485	Yes	Yes	4	3
PWY-6661	Yes	Yes	2	1
PWY-5855	Yes	No	8	1
PWY0-1546	Yes	No	3	1
PWY-6611	Yes	No	3	1
PWY1-3	Yes	No	3	1
PWY-5188	Yes	Yes	6	3
PWY-1341	Yes	No	4	1
PWY-8091	Yes	No	5	1
PWY-8465	Yes	Yes	2	1
PWY-5770	Yes	Yes	4	1
PWY-8198	Yes	No	6	1
PWY-6893	Yes	Yes	2	1
PWY-7315	Yes	Yes	4	2
PWY-5927	Yes	No	7	1
PWY-5350	Yes	Yes	1	1
PWY-6892	Yes	Yes	6	3
PWY-8560	Yes	Yes	6	3
PWY-7197	Yes	Yes	4	1
GLYSYN-THR-PWY	Yes	Yes	1	1
PWY2PN3-2	Yes	Yes	2	1
PWY-6012	Yes	Yes	2	1
PWY-7985	Yes	No	4	1
PWY-7102	Yes	No	6	2
PWY-4341	Yes	Yes	1	1
PWY-5143	Yes	Yes	1	1
PWY1YI0-8	Yes	Yes	2	1
PWY-5856	Yes	No	8	1
PWY-6389	Yes	Yes	2	1
RIBITOLUTIL-PWY	Yes	Yes	2	1
SALVPURINE2-PWY	Yes	Yes	2	2
PWY-8049	Yes	No	7	1
XYLCAT-PWY	Yes	Yes	2	2
PWY-5057	Yes	Yes	3	2
PWY-7376	Yes	Yes	9	5
PWY-5973	Yes	Yes	5	4
PWY-6834	Yes	Yes	4	2
PWY0-1303	Yes	No	3	1
PWY-8047	Yes	No	7	1
VALDEG-PWY	Yes	No	8	1
PWY-6703	Yes	No	4	1
ENTBACSYN-PWY	Yes	Yes	1	1
PWY-8331	Yes	Yes	5	1
PWY-5663	Yes	No	3	1
TOLUENE-DEG-CATECHOL-PWY	Yes	No	3	1
PWY0-1295	Yes	Yes	2	2
PWY-8138	Yes	Yes	2	2
THRDLCTCAT-PWY	Yes	Yes	2	1
PWY-6599	Yes	Yes	2	2
PWY1YI0-2	Yes	No	3	1
PWY-7111	Yes	Yes	5	4
PWY-7539	Yes	Yes	5	3
PWY-301	Yes	No	8	1
PWY-7573	Yes	Yes	2	1
PEPTIDOGLYCANSYN-PWY	Yes	Yes	4	2
PWY-7871	Yes	Yes	2	1
PWY-4361	Yes	Yes	7	1
PWY-5484	Yes	Yes	11	10
PWY-8294	Yes	Yes	2	2
RUMP-PWY	Yes	Yes	6	4
P2-PWY	Yes	Yes	5	3
GLYCLEAV-PWY	Yes	Yes	3	3
PWY0-1301	Yes	Yes	1	1
PWY-7425	Yes	Yes	3	1
PWY0-1353	Yes	Yes	2	1
PWY-7318	Yes	No	5	2
PWY-7964	Yes	Yes	3	3
PWY-8444	Yes	No	5	1
PWY-7007	Yes	No	6	1
PWY-8184	Yes	No	3	1
PWY-5194	Yes	Yes	2	2
GLUDEG-II-PWY	Yes	Yes	3	2
PWY185E-5	Yes	No	3	1
PWY-5994	Yes	No	5	1
PWY-8185	Yes	No	3	1
PWY-7805	Yes	Yes	8	3
PWY-6897	Yes	Yes	3	2
ARGSYN-PWY	Yes	Yes	4	4
PWY0-1182	Yes	Yes	2	1
PWY3O-246	Yes	Yes	1	1
PWY-7347	Yes	No	3	1
PWY0-1261	Yes	Yes	13	8
PWY-8199	Yes	No	7	1
NAD-BIOSYNTHESIS-II	Yes	No	3	1
PWY-7216	Yes	No	5	1
PWY-5740	Yes	Yes	2	1
PWY-6163	Yes	Yes	5	5
PWY-6906-1	Yes	Yes	8	3
CITRULLINE-DEG-PWY	Yes	Yes	1	1
GALACTARDEG-PWY	Yes	Yes	4	3
SALVADEHYPOX-PWY	Yes	Yes	4	3
PWY0-1533	Yes	No	5	1
PWY-7972	Yes	Yes	3	2
PWY-8448	Yes	Yes	1	1
PWY-6999	Yes	No	4	1
PWY-5101	Yes	Yes	7	4
PWY185E-1	Yes	No	8	1
PWY2B4Q-2	Yes	Yes	3	2
P261-PWY	Yes	Yes	5	1
PWY-7541	Yes	Yes	4	2
PWY-5046	Yes	No	3	1
SERDEG-PWY	Yes	Yes	1	1
PWY-43	Yes	No	3	1
ILEUDEG-PWY	Yes	No	6	1
PWY-7750	Yes	Yes	1	1
M-CRESOL-DEGRADATION-PWY	Yes	No	5	1
DAPLYSINESYN-PWY	Yes	Yes	9	8
PWY3O-1743	Yes	Yes	2	1
PWY0-662	Yes	Yes	1	1
RHAMCAT-PWY	Yes	Yes	4	4
PWY-7220	Yes	Yes	3	2
PWY-6780	Yes	Yes	2	2
ANAGLYCOLYSIS-PWY	Yes	Yes	11	9
PWY-8318	Yes	No	6	1
PWY-5120	Yes	Yes	1	1
PWY-7953	Yes	Yes	8	6
PWY-6470	Yes	Yes	7	3
PWY-8431	Yes	No	4	1
PWY-1861	Yes	Yes	8	6
PWY490-4	Yes	Yes	4	2
PWY-5151	Yes	Yes	2	1
CYSTSYN-PWY	Yes	Yes	2	2
PWY-6122	Yes	Yes	5	4
METHIONINE-DEG1-PWY	Yes	No	3	1
PWY-7657	Yes	No	5	2
ETOH-ACETYLCOA-ANA-PWY	Yes	Yes	2	2
PWY-7328	Yes	Yes	2	2
PWY-5437	Yes	Yes	6	4
PWY-8291	Yes	Yes	2	2
PWY-6572	Yes	Yes	7	1
PYRIDNUCSAL-PWY	Yes	No	7	3
PWY-5697	Yes	Yes	2	1
PWY-6613	Yes	Yes	2	2
PWY-8280	Yes	Yes	6	3
PWY-8352	Yes	Yes	5	4
PWY0-301	Yes	No	5	1
PWY-6476	Yes	Yes	1	1
P121-PWY	Yes	Yes	2	2
PWY-7187	Yes	Yes	7	4
PWY-6938-1	Yes	Yes	2	2
PWY-6130	Yes	Yes	2	1
PWY-4381	Yes	Yes	3	3
HISTSYN-PWY	Yes	Yes	9	7
PWY-8566	Yes	Yes	1	1
PWY-8012	Yes	No	17	1
PWY-8040	Yes	Yes	9	1
PWY-7006	Yes	No	5	1
PWY-6941	Yes	No	3	1
PWY-7396	Yes	Yes	8	2
PWY-6430	Yes	Yes	3	2
PWY-5669	Yes	Yes	2	2
PWY-7356	Yes	Yes	7	6
PWY0-1466	Yes	Yes	2	1
PWY-7210	Yes	Yes	8	3
GLUTORN-PWY	Yes	Yes	5	5
PWY-5372	Yes	Yes	2	2
PHOSPHONOTASE-PWY	Yes	Yes	3	3
PWY-7698	Yes	Yes	7	2
PWY-5493	Yes	Yes	2	2
PWY-8014	Yes	No	5	1
PWY0-1280	Yes	Yes	2	1
MANNCAT-PWY	Yes	Yes	2	2
PWY-8130	Yes	Yes	3	2
PWY-5698	Yes	Yes	3	3
PWY-6385	Yes	Yes	4	2
PWY-6012-1	Yes	Yes	1	1
