	Naive	MinPath	Total families	Families found
PWY-8488	Yes	Yes	3	1
P105-PWY	Yes	No	9	2
PWY-6282	Yes	Yes	6	5
VALSYN-PWY	Yes	Yes	4	2
PWY-6886	Yes	Yes	5	3
TRNA-CHARGING-PWY	Yes	Yes	21	19
PWY-8427	Yes	Yes	2	2
PWY0-1241	Yes	Yes	5	4
PWY-5857	Yes	No	8	1
PWY-7431	Yes	No	7	1
PWY-5022	Yes	No	7	1
PWY-7344	Yes	Yes	1	1
PWY-8581	Yes	No	4	1
PWY-8136	Yes	Yes	2	1
PWY-7183	Yes	Yes	1	1
PWYG-321	Yes	No	24	5
DARABCATK12-PWY	Yes	Yes	4	1
PWY-8164	Yes	Yes	2	1
PWY-7509	Yes	Yes	1	1
PWY-8010	Yes	No	3	1
PWY-6375	Yes	No	4	1
PWY-6608	Yes	No	4	1
PWY0-1479	Yes	Yes	5	3
PWY-7765	Yes	No	5	1
PWY-5695	Yes	Yes	4	2
PWY-7301	Yes	No	5	1
CHLOROPHYLL-SYN	Yes	No	6	1
PWY-7734	Yes	No	7	1
PWY-5097	Yes	Yes	7	5
PWY-6386	Yes	Yes	8	7
PWY-5676	Yes	No	6	1
PWY-8203	Yes	Yes	4	3
PWY-6223	Yes	No	3	1
PYRIDOXSYN-PWY	Yes	Yes	7	4
TRPSYN-PWY	Yes	Yes	6	3
P108-PWY	Yes	No	7	2
PWY-7199	Yes	No	5	1
PWY-8419	Yes	No	5	1
PWY-6053	Yes	No	4	1
PWY-7387	Yes	No	3	1
FASYN-INITIAL-PWY	Yes	Yes	3	2
PWY-6478	Yes	Yes	4	1
PWY-8452	Yes	Yes	1	1
PWY-7892	Yes	Yes	4	2
PWY-81	Yes	Yes	6	1
PANTO-PWY	Yes	Yes	4	1
PWY-7589	Yes	Yes	2	1
PWY-7560	Yes	Yes	8	6
PWY-5818	Yes	Yes	11	1
PWY-8296	Yes	No	7	1
PWY-8263	Yes	Yes	1	1
PWY-6545	Yes	No	9	4
PWY0-461	Yes	No	7	1
PWY-8074	Yes	Yes	2	2
PWY-6614	Yes	Yes	3	3
PWY-7870	Yes	Yes	2	1
PWY-3982	Yes	Yes	3	1
PWY0-1581	Yes	Yes	2	1
PWY2PN3-13	Yes	Yes	5	4
KDO-LIPASYN-PWY	Yes	Yes	2	1
TYRSYN	Yes	No	3	1
PWY-5667	Yes	Yes	4	2
PWY-8325	Yes	No	4	1
PWY-5329	Yes	Yes	2	1
PWY-I9	Yes	Yes	6	2
PWY0-1299	Yes	Yes	1	1
PWY-7863	Yes	Yes	2	1
PWY-7179	Yes	Yes	2	1
PWY-7343	Yes	Yes	2	1
PWY-5895	Yes	Yes	2	2
PWY-8402	Yes	No	3	1
PWY-6642	Yes	No	3	1
PWY-40	Yes	Yes	2	1
PWY-7822	Yes	No	5	1
PWY-8179	Yes	No	15	1
PWY-8183	Yes	Yes	2	1
CALVIN-PWY	Yes	Yes	11	7
PWY-1042	Yes	Yes	7	4
PWY-6863	Yes	No	9	1
PWY-6317	Yes	Yes	5	2
PWY-6619	Yes	Yes	1	1
PWY-7153	Yes	No	5	1
MENAQUINONESYN-PWY	Yes	Yes	1	1
PWY-6148	Yes	No	11	2
PWY-7124	Yes	No	8	2
PWY-8511	Yes	Yes	5	5
PWY-5392	Yes	No	10	4
PWY-7219	Yes	Yes	3	3
PWY-6871	Yes	Yes	3	2
PWY-5265	Yes	Yes	5	3
AST-PWY	Yes	Yes	5	1
PWY-5497	Yes	Yes	17	5
PWY0-1300	Yes	Yes	2	1
PWY-5981	Yes	No	5	2
PWY-7185	Yes	No	5	2
PWY2PN3-7	Yes	No	4	1
P122-PWY	Yes	No	18	6
PWY-5796	Yes	Yes	2	1
GLYSYN-PWY	Yes	Yes	1	1
PWY-7790	Yes	Yes	6	5
PWY-7852	Yes	Yes	3	2
PWY-7807	Yes	Yes	7	1
PWY-5122	Yes	Yes	1	1
SAM-PWY	Yes	Yes	1	1
PWY0-862	Yes	Yes	6	5
PWY-8086	Yes	Yes	13	4
PWY-8131	Yes	No	4	1
PWY-3162	Yes	No	7	1
PWY-6328	Yes	No	6	1
ASPASN-PWY	Yes	Yes	3	2
PWY-8303	Yes	No	9	4
PWY-8362	Yes	Yes	10	5
PWY-5851	Yes	Yes	1	1
PWY-46	Yes	Yes	2	1
PWY-5494	Yes	No	3	1
12DICHLORETHDEG-PWY	Yes	Yes	4	1
PWY-6387	Yes	Yes	8	8
PWY-5486	Yes	Yes	2	1
PWY-5659	Yes	Yes	4	2
PWY-6583	Yes	No	8	1
PWY-6397	Yes	No	9	1
PWY2DNV-3	Yes	Yes	5	1
PWY-8165	Yes	Yes	1	1
LARABITOLUTIL-PWY	Yes	Yes	2	1
PWY-6679	Yes	Yes	3	1
PWY-7793	Yes	Yes	2	1
PWY0-1608	Yes	Yes	3	2
GLYCOCAT-PWY	Yes	No	7	1
PWY0-1582	Yes	Yes	2	1
PWY-5785	Yes	Yes	2	2
PWY-2161	Yes	Yes	3	3
ASPARTATE-DEG1-PWY	Yes	Yes	1	1
PWY-4261	Yes	Yes	2	2
PWY-7206	Yes	No	3	1
PWY-5940	Yes	No	11	1
P101-PWY	Yes	No	5	1
PWY-8004	Yes	No	7	3
PWY-8016	Yes	No	5	1
PWY-7226	Yes	Yes	2	2
CENTFERM-PWY	Yes	No	7	1
PWY-6215	Yes	Yes	4	1
GLYOXYLATE-BYPASS	Yes	No	6	1
PWY-6894	Yes	Yes	2	2
NAGLIPASYN-PWY	Yes	Yes	6	6
PWY0-1587	Yes	Yes	3	2
PWY-7254	Yes	No	9	1
GLUCONEO-PWY	Yes	Yes	13	10
GLUCOSE1PMETAB-PWY	Yes	No	5	1
PROSYN-PWY	Yes	Yes	3	3
PWY1A0-6120	Yes	No	13	6
PWY-8174	Yes	Yes	12	6
PWY-5852	Yes	Yes	1	1
ARGDEG-III-PWY	Yes	No	3	1
TOLUENE-DEG-3-OH-PWY	Yes	No	5	1
PWY-6854	Yes	Yes	2	2
PWY-7456	Yes	No	7	1
PWY-6383	Yes	No	5	1
PWY-6344	Yes	No	6	1
PWY-101	Yes	No	4	1
PWY-6964	Yes	Yes	2	2
PWY-4621-1	Yes	Yes	2	1
PWY0-166	Yes	Yes	10	6
PWY0-1319	Yes	Yes	4	2
PWY-7791	Yes	Yes	6	5
PWY-8132	Yes	No	5	1
PWY0-1433	Yes	No	3	1
PWY-2941	Yes	Yes	8	5
PWY-6756	Yes	Yes	1	1
DETOX1-PWY-1	Yes	No	4	1
FUCCAT-PWY	Yes	No	4	1
PWY-7883	Yes	Yes	9	8
PWY-7400	Yes	No	9	4
PWY0-1021	Yes	Yes	1	1
PWY-7733	Yes	No	7	1
NONOXIPENT-PWY	Yes	Yes	4	3
PWY-8277	Yes	Yes	6	3
PWY-8017	Yes	No	6	1
PWY-8480	Yes	No	10	2
PWY-5103	Yes	No	6	2
PWY-6164	Yes	Yes	2	2
PWY-5839	Yes	Yes	2	2
P164-PWY	Yes	No	13	2
PWY-5653	Yes	Yes	3	2
ALANINE-SYN2-PWY	Yes	Yes	1	1
COLANSYN-PWY	Yes	Yes	1	1
PWY4FS-8	Yes	Yes	2	2
P124-PWY	Yes	Yes	15	8
PWY2DNV-11	Yes	Yes	3	2
PWY-7817	Yes	Yes	15	5
PWY-8571	Yes	No	7	1
PWY-8533	Yes	No	6	1
PWY2DNV-1	Yes	Yes	2	2
PWY-8289	Yes	Yes	5	3
P21-PWY	Yes	Yes	2	2
PYRIDNUCSYN-PWY	Yes	Yes	6	3
PWY-5964	Yes	Yes	1	1
PWY-7761	Yes	Yes	5	4
PWY-8178	Yes	Yes	5	4
PWY-7846	Yes	Yes	2	1
PWY-7909	Yes	Yes	3	2
ILEUSYN-PWY	Yes	No	5	2
PWY-8168	Yes	Yes	1	1
PWY-6832	Yes	Yes	2	1
NONMEVIPP-PWY	Yes	Yes	8	6
PWY-8190	Yes	No	7	1
PWY66-366	Yes	Yes	2	2
PWY-1622	Yes	No	10	4
PWY-5197	Yes	No	4	1
HSERMETANA-PWY	Yes	Yes	2	1
PWY-5480	Yes	Yes	3	2
PWY-7902	Yes	No	5	1
PWY-8380	Yes	No	5	1
PWY-7195	Yes	Yes	2	1
GAMMAHEXCHLORDEG-PWY	Yes	No	4	1
PWY-7884	Yes	No	4	1
PWY-5744	Yes	No	13	3
PWY-7858	Yes	Yes	6	4
1CMET2-PWY	Yes	Yes	9	5
PWY-8438	Yes	No	8	1
PWY-8264	Yes	No	3	1
PWY-7766	Yes	Yes	3	2
QUINATEDEG-PWY	Yes	No	3	1
PWY-5041	Yes	Yes	3	2
LEUSYN-PWY	Yes	Yes	3	2
PWY-6416	Yes	No	3	1
PWY-5913	Yes	No	8	2
PWY-8099	Yes	Yes	2	1
TRPCAT-PWY	Yes	No	3	1
PWY-6992	Yes	No	5	1
PWY-6131	Yes	Yes	2	1
KETOGLUCONMET-PWY	Yes	No	4	1
GLYCOLYSIS	Yes	Yes	13	9
PWY2PN3-14	Yes	No	4	1
PWY-7900	Yes	No	8	1
HOMOSER-THRESYN-PWY	Yes	Yes	2	1
ARGSYNBSUB-PWY	Yes	Yes	10	8
PWY-6519	Yes	Yes	8	5
REDCITCYC	Yes	No	9	1
PWY2DNV-2	Yes	Yes	2	1
PWY-6123	Yes	Yes	6	6
P345-PWY	Yes	No	3	1
PWY0-1545	Yes	Yes	3	3
PWY-8523	Yes	No	11	1
PWY8J2-27	Yes	Yes	3	2
PWY-8454	Yes	Yes	2	1
GLYCEROLMETAB-PWY	Yes	Yes	2	1
PWY-8525	Yes	Yes	8	6
PWY-6609	Yes	No	3	1
PWY-6839	Yes	No	3	1
PWY-3801	Yes	Yes	5	3
PWY-8088	Yes	Yes	4	2
DTDPRHAMSYN-PWY	Yes	No	4	1
GALACTCAT-PWY	Yes	Yes	3	1
HEMESYN2-PWY	Yes	Yes	4	2
PWY-3661	Yes	No	6	1
PWY-1881	Yes	Yes	1	1
PWY0-1561	Yes	Yes	2	1
PWY-8167	Yes	No	4	1
PWY-8189	Yes	Yes	2	2
PWY-6588	Yes	No	5	1
PWY-6722	Yes	No	5	1
PWY-8275	Yes	Yes	1	1
PWY-7130	Yes	Yes	6	1
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	Yes	Yes	4	2
PWY0-1477	Yes	No	5	1
PWY-6471	Yes	Yes	5	3
PWY-7991	Yes	Yes	5	3
PWY-7003	Yes	Yes	6	5
PWY-6147	Yes	Yes	5	3
PWY-6467	Yes	Yes	4	4
PWY-8279	Yes	Yes	9	6
PWY0-823	Yes	Yes	2	1
GLNSYN-PWY	Yes	Yes	1	1
PWY-5485	Yes	No	4	1
PWY-6661	Yes	Yes	2	1
PWY-5855	Yes	No	8	1
PWY0-1546	Yes	No	3	1
PWY-6611	Yes	No	3	1
PWY-5188	Yes	Yes	6	5
PWY-8029	Yes	No	7	1
PWY-1341	Yes	Yes	4	1
PWY-8465	Yes	Yes	2	1
PWY-8246	Yes	Yes	2	2
PWY-6893	Yes	Yes	2	2
PWY-7997	Yes	Yes	1	1
PWY-5350	Yes	Yes	1	1
PWY-6892	Yes	Yes	6	3
PWY-8560	Yes	Yes	6	3
PWY-7197	Yes	Yes	4	2
GLYSYN-THR-PWY	Yes	Yes	1	1
PWY-6012	Yes	Yes	2	1
PWY-1269	Yes	Yes	4	4
PWY-7985	Yes	No	4	1
KDOSYN-PWY	Yes	Yes	2	2
PWY-7102	Yes	No	6	2
PWY-4341	Yes	Yes	1	1
PWY-5143	Yes	Yes	1	1
PWY-5856	Yes	No	8	1
PWY-8049	Yes	No	7	1
XYLCAT-PWY	Yes	Yes	2	1
PWY-5057	Yes	Yes	3	2
PWY-5973	Yes	Yes	5	4
PWY-6834	Yes	No	4	1
PWY0-1303	Yes	No	3	1
PWY-8047	Yes	No	7	1
VALDEG-PWY	Yes	Yes	8	2
PWY-6703	Yes	Yes	4	2
ENTBACSYN-PWY	Yes	Yes	1	1
PWY-5663	Yes	No	3	1
PWY-8138	Yes	Yes	2	2
PWY-6599	Yes	Yes	2	1
PWY2G6Z-2	Yes	Yes	6	6
PWY-7111	Yes	No	5	2
PWY-7539	Yes	Yes	5	3
PWY-5783	Yes	Yes	1	1
PEPTIDOGLYCANSYN-PWY	Yes	Yes	4	2
PWY-5484	Yes	Yes	11	8
PWY-8294	Yes	Yes	2	2
PWY-8075	Yes	No	3	1
RUMP-PWY	Yes	No	6	1
P2-PWY	Yes	Yes	5	2
PWY-5892	Yes	Yes	2	2
PWY2B4Q-7	Yes	Yes	2	1
PWY-8184	Yes	No	3	1
GLUDEG-II-PWY	Yes	No	3	1
PWY185E-5	Yes	No	3	1
PWY-6899	Yes	Yes	2	1
PWY-8185	Yes	No	3	1
PWY-7805	Yes	No	8	1
PWY-6897	Yes	Yes	3	3
ARGSYN-PWY	Yes	Yes	4	4
KDO-NAGLIPASYN-PWY	Yes	No	3	1
PWY-7347	Yes	No	3	1
PWY0-1261	Yes	Yes	13	10
NAD-BIOSYNTHESIS-II	Yes	Yes	3	2
PWY2B4Q-6	Yes	Yes	2	2
PWY-6163	Yes	Yes	5	4
PWY-7855	Yes	Yes	4	1
PWYQT-4429	Yes	Yes	2	1
CITRULLINE-DEG-PWY	Yes	Yes	1	1
GALACTARDEG-PWY	Yes	Yes	4	2
SALVADEHYPOX-PWY	Yes	Yes	4	2
PWY0-1355	Yes	Yes	1	1
PWY-7224	Yes	No	6	1
PWY-5101	Yes	Yes	7	3
PWY-8284-1	Yes	Yes	2	1
CHOLINE-BETAINE-ANA-PWY	Yes	Yes	2	1
PWY185E-1	Yes	No	8	1
PWY-7541	Yes	No	4	1
PWY-43	Yes	No	3	1
ILEUDEG-PWY	Yes	No	6	1
DAPLYSINESYN-PWY	Yes	Yes	9	6
PWY0-662	Yes	Yes	1	1
PWY-7220	Yes	Yes	3	3
ANAGLYCOLYSIS-PWY	Yes	Yes	11	7
PWY-7953	Yes	Yes	8	6
PWY-6470	Yes	No	7	2
PWY-1861	Yes	Yes	8	4
PWY490-4	Yes	Yes	4	1
P483-PWY	Yes	Yes	1	1
PWY-5151	Yes	Yes	2	1
CYSTSYN-PWY	Yes	Yes	2	2
PWY-6122	Yes	Yes	5	4
METHIONINE-DEG1-PWY	Yes	No	3	1
ETOH-ACETYLCOA-ANA-PWY	Yes	Yes	2	1
PWY-7328	Yes	Yes	2	1
PWY-5437	Yes	No	6	1
PWY-8291	Yes	Yes	2	2
PYRIDNUCSAL-PWY	Yes	Yes	7	4
PWY-5697	Yes	Yes	2	1
PWY-7159	Yes	No	6	1
PWY-6613	Yes	Yes	2	2
PWY-8280	Yes	Yes	6	4
PWY-8352	Yes	Yes	5	3
PWY0-301	Yes	Yes	5	1
PWY-7187	Yes	Yes	7	5
PWY-6938-1	Yes	Yes	2	1
PWY-4381	Yes	Yes	3	3
HISTSYN-PWY	Yes	Yes	9	5
PWY-8566	Yes	Yes	1	1
PWY-8188	Yes	Yes	2	1
PWY-8012	Yes	No	17	1
PWY-8040	Yes	Yes	9	1
ALANINE-VALINESYN-PWY	Yes	Yes	1	1
PWY-7396	Yes	No	8	1
ALACAT2-PWY	Yes	No	3	1
PWY-6896	Yes	Yes	2	1
PWY-6430	Yes	No	3	1
PWY-5669	Yes	Yes	2	2
PWY-7675	Yes	Yes	2	1
PWY-7356	Yes	Yes	7	6
PWY-7210	Yes	Yes	8	4
GLUTORN-PWY	Yes	Yes	5	4
PWY-5372	Yes	Yes	2	1
PHOSPHONOTASE-PWY	Yes	Yes	3	2
PWY-3722	Yes	Yes	2	1
PWY-7698	Yes	No	7	1
PWY-5493	Yes	Yes	2	2
PWY-7731	Yes	Yes	1	1
PWY-8014	Yes	No	5	1
PWY-8285	Yes	Yes	2	1
PWY-5531	Yes	No	6	2
PWY-8130	Yes	Yes	3	2
PWY-5698	Yes	Yes	3	2
PWY-6376	Yes	No	3	1
PWY-6385	Yes	Yes	4	2
PWY-6012-1	Yes	Yes	1	1
PWY0-1356	Yes	Yes	2	1
PWY-2201	Yes	No	13	4
PWY-5668	Yes	Yes	3	3
PWY-6277	Yes	Yes	5	4
PWY-8283	Yes	Yes	6	6
PWY-5123	Yes	Yes	2	2
PWY-8377	Yes	No	8	1
PWY-8551	Yes	Yes	1	1
PWY0-1264	Yes	Yes	3	3
PWY-5941	Yes	No	6	1
AMMASSIM-PWY	Yes	No	3	1
PWY-6901	Yes	Yes	8	5
PWY-8508	Yes	Yes	2	1
PWY66-21	Yes	Yes	3	2
PWY-8582	Yes	Yes	2	1
PWY-8346	Yes	No	3	1
GLUTAMINEFUM-PWY	Yes	Yes	1	1
PWY-8401	Yes	Yes	1	1
PWY-8484	Yes	No	5	1
HOMOCYSDEGR-PWY	Yes	Yes	2	1
HOMOSER-METSYN-PWY	Yes	Yes	5	3
PWY-6753	Yes	Yes	2	1
PWY-5491	Yes	Yes	2	1
PWY-6873	Yes	No	4	1
PWY-7177	Yes	Yes	2	1
PWY-5849	Yes	Yes	1	1
PWY2O6K-6	Yes	Yes	2	1
PWY-6038	Yes	Yes	2	2
PWY-8489	Yes	No	6	1
TYRFUMCAT-PWY	Yes	No	5	1
PWY0-1517	Yes	Yes	2	1
PWY-8173	Yes	Yes	11	6
PWY0-1584	Yes	No	3	1
PWY-6381	Yes	No	3	1
PWY0-1591	Yes	Yes	2	1
PWY-6700	Yes	Yes	4	4
ASPARTATESYN-PWY	Yes	Yes	1	1
PWY-5104	Yes	No	6	2
PPGPPMET-PWY	Yes	Yes	4	4
PWY-4984	Yes	Yes	5	3
PWY-6749	Yes	No	9	2
PWY-8378	Yes	Yes	2	1
