	Naive	MinPath	Total families	Families found
NADPHOS-DEPHOS-PWY	Yes	No	3	1
PWY-6907	Yes	Yes	3	3
PWY-1361	Yes	No	7	3
PWY-7218	Yes	Yes	4	3
PWY-5523	Yes	No	3	1
PWY-7184	Yes	No	9	4
PWY-5154	Yes	Yes	9	8
PWY-7948	Yes	No	6	2
PWY-5766	Yes	Yes	1	1
PWY-7686	Yes	Yes	1	1
TCA	Yes	No	10	3
PWY-8561	Yes	Yes	3	2
THIOREDOX-PWY	Yes	Yes	2	1
PWY-5741	Yes	No	11	3
UDPNAGSYN-PWY	Yes	Yes	5	3
PWY-3161	Yes	Yes	2	1
PWY-7222	Yes	Yes	3	2
PWY-6605	Yes	Yes	2	1
PWY4FS-7	Yes	Yes	2	1
PWY-8558	Yes	Yes	3	1
PWY-6559	Yes	Yes	4	2
PWY-8231	Yes	No	8	1
PWY-8171	Yes	Yes	3	1
PWY-8271	Yes	Yes	4	1
PWY-6891	Yes	No	4	1
PWY-7977	Yes	Yes	4	2
P281-PWY	Yes	Yes	6	3
PWY0-1586	Yes	Yes	4	1
PWY-5645	Yes	Yes	7	1
PWY-5989	Yes	Yes	6	3
PWY0-1337	Yes	No	13	5
PWY-8217	Yes	No	6	1
PWY0-1601	Yes	Yes	1	1
PWY-8175	Yes	No	11	5
PWY-7274	Yes	No	6	1
PWY-5481	Yes	Yes	1	1
PWY-7176	Yes	Yes	3	2
SUCSYN-PWY	Yes	Yes	7	4
GLUCARDEG-PWY	Yes	Yes	4	1
PWY-7587	Yes	Yes	3	2
PWY1ZNC-1	Yes	Yes	4	1
PWY-5743	Yes	No	13	2
PWY-5087	Yes	Yes	4	1
P162-PWY	Yes	Yes	10	6
PWY-8106	Yes	Yes	5	3
P163-PWY	Yes	Yes	10	6
PWY-5807	Yes	Yes	1	1
PWY-5162	Yes	Yes	3	1
PWY-6562	Yes	No	6	2
PWY-8488	Yes	Yes	3	1
PWY-6458	Yes	Yes	3	3
P105-PWY	Yes	No	9	3
PWY-6282	Yes	Yes	6	4
PWY-8244	Yes	No	4	1
VALSYN-PWY	Yes	Yes	4	4
P321-PWY	Yes	No	8	1
PWY-6886	Yes	Yes	5	4
TRNA-CHARGING-PWY	Yes	Yes	21	21
PWY-8427	Yes	Yes	2	2
PWY-5022	Yes	No	7	3
PWY-6455	Yes	Yes	3	2
PWY-7344	Yes	Yes	1	1
PWY-8581	Yes	No	4	1
PWY-8136	Yes	Yes	2	2
PWY-7183	Yes	Yes	1	1
PWYG-321	Yes	No	24	5
DARABCATK12-PWY	Yes	Yes	4	1
PWY-8164	Yes	Yes	2	1
PWY-7509	Yes	Yes	1	1
PWY-8230	Yes	No	6	1
PWY-2722	Yes	No	3	1
PWY-6375	Yes	No	4	1
PWY-7303	Yes	Yes	4	1
PWY-8226	Yes	No	5	1
TEICHOICACID-PWY	Yes	No	11	2
PWY-7622	Yes	Yes	1	1
PWY-6608	Yes	Yes	4	3
PWY-8135	Yes	Yes	2	1
PWY-8090	Yes	Yes	5	1
PWY0-1479	Yes	Yes	5	2
PWY-5695	Yes	Yes	4	4
PWY-5084	Yes	No	3	1
PWY-5097	Yes	Yes	7	7
PWY-6386	Yes	Yes	8	7
PWY-7769	Yes	No	21	1
PWY-5676	Yes	Yes	6	4
PWY-8203	Yes	Yes	4	3
PYRIDOXSYN-PWY	Yes	No	7	1
PLPSAL-PWY	Yes	Yes	3	1
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	Yes	Yes	8	1
PWY-7480	Yes	No	5	1
PWY-7167	Yes	Yes	1	1
P108-PWY	Yes	No	7	1
PWY-7778	Yes	No	8	2
PWY-7199	Yes	No	5	2
PWY-3941	Yes	Yes	6	1
PWY-8419	Yes	No	5	1
FASYN-INITIAL-PWY	Yes	No	3	1
PWY-8452	Yes	Yes	1	1
PWY-7892	Yes	Yes	4	2
PANTO-PWY	Yes	Yes	4	2
PWY-7589	Yes	Yes	2	1
PWY-7560	Yes	Yes	8	7
PWY2DNV-5	Yes	No	6	1
PWY-6534	Yes	Yes	2	1
PWY-8296	Yes	No	7	2
PWY-6620	Yes	Yes	2	1
PWY-8263	Yes	Yes	1	1
PWY-6545	Yes	No	9	3
PWY0-461	Yes	No	7	1
PWY-6614	Yes	Yes	3	1
PWY-7870	Yes	Yes	2	1
PWY-8234	Yes	No	5	1
PWY-3982	Yes	Yes	3	1
PWY0-1581	Yes	Yes	2	1
PWY2PN3-13	Yes	Yes	5	4
TYRSYN	Yes	No	3	1
PWY-5667	Yes	Yes	4	4
PWY-7779	Yes	No	10	3
ASPARAGINESYN-PWY	Yes	Yes	1	1
PWY-8325	Yes	Yes	4	2
PWY-I9	Yes	No	6	1
PWY-481	Yes	No	4	1
PWY0-1299	Yes	Yes	1	1
PWY-7863	Yes	Yes	2	1
PWY-7179	Yes	Yes	2	1
PWY-5938	Yes	Yes	2	1
PWY-7343	Yes	Yes	2	1
PWY2DDB-8	Yes	Yes	3	1
PWY-8402	Yes	No	3	1
LCYSDEG-PWY	Yes	Yes	1	1
PWY-6642	Yes	No	3	1
PWY-40	Yes	Yes	2	1
PWY-7822	Yes	No	5	1
PWY-8179	Yes	No	15	5
PWY-8241	Yes	No	6	1
PWY-8183	Yes	Yes	2	1
PWY-8252	Yes	No	4	1
PWY-3641	Yes	No	3	1
CALVIN-PWY	Yes	Yes	11	7
PWY-1042	Yes	Yes	7	6
PWY-7789	Yes	No	6	1
CARNMET-PWY	Yes	Yes	4	1
PWY0-1313	Yes	Yes	1	1
PWY-6863	Yes	No	9	4
PWY-6317	Yes	No	5	2
PWY-5177	Yes	Yes	4	3
PWY-5644	Yes	No	9	1
PWY-7153	Yes	No	5	2
PWY-701	Yes	Yes	1	1
PWY-6148	Yes	Yes	11	1
PWY-7124	Yes	Yes	8	4
PWY-6644	Yes	No	5	1
PWY-8511	Yes	Yes	5	3
PWY-6466	Yes	Yes	1	1
PWY-8235	Yes	No	5	1
PWY-5392	Yes	No	10	4
PWY-7219	Yes	Yes	3	3
PWY-6871	Yes	Yes	3	2
PWY-8463	Yes	No	3	1
PWY-5265	Yes	Yes	5	3
PWY-5497	Yes	No	17	8
PWY-8236	Yes	No	5	1
PWY-5981	Yes	Yes	5	3
PWY-6876	Yes	No	5	2
PWY-7185	Yes	No	5	2
PWY2PN3-7	Yes	No	4	1
P122-PWY	Yes	Yes	18	10
GLYSYN-PWY	Yes	Yes	1	1
PWY-7790	Yes	Yes	6	5
PWY-7807	Yes	Yes	7	2
PWY-5122	Yes	Yes	1	1
PWY-8237	Yes	No	5	1
SAM-PWY	Yes	Yes	1	1
PWY0-862	Yes	Yes	6	5
PWY-5419	Yes	No	4	1
PWY-8125	Yes	No	8	1
PWY-8086	Yes	Yes	13	6
PWY-8131	Yes	No	4	1
PWY-8206	Yes	No	5	1
PWY-8242	Yes	No	5	1
PWY-3162	Yes	No	7	1
PWY-6328	Yes	No	6	1
PWY-8015	Yes	Yes	2	1
PWY-3462	Yes	No	4	1
ASPASN-PWY	Yes	Yes	3	2
PWY-8303	Yes	Yes	9	6
PWY-6185	Yes	No	6	1
PWY-8362	Yes	Yes	10	5
CRNFORCAT-PWY	Yes	Yes	4	1
PWY-8328	Yes	Yes	1	1
PWY-5025	Yes	Yes	2	1
PWY-6945	Yes	No	10	2
PWY-5494	Yes	No	3	1
PWY-7787	Yes	No	4	1
PWY-3602	Yes	No	3	1
PWY-8257	Yes	No	4	1
ARGDEG-V-PWY	Yes	No	3	1
PWY-6387	Yes	Yes	8	8
PWY-5486	Yes	Yes	2	1
PWY-5659	Yes	Yes	4	4
PWY-6583	Yes	No	8	3
PWY-6397	Yes	Yes	9	3
PWY-5939	Yes	Yes	2	1
PWY-621	Yes	No	4	1
PWY-8165	Yes	Yes	1	1
LARABITOLUTIL-PWY	Yes	Yes	2	2
PWY-6679	Yes	Yes	3	1
PWY-6120	Yes	No	4	1
PWY0-1608	Yes	Yes	3	2
GLYCOCAT-PWY	Yes	Yes	7	4
PWY0-1582	Yes	Yes	2	1
PWY-5785	Yes	Yes	2	2
PWY-5654	Yes	No	4	1
PWY-2161	Yes	Yes	3	2
ASPARTATE-DEG1-PWY	Yes	Yes	1	1
PWY-4261	Yes	Yes	2	2
PWY-7206	Yes	No	3	1
PWY-5940	Yes	No	11	1
P101-PWY	Yes	No	5	2
PWY-8004	Yes	No	7	3
PWY-5901	Yes	Yes	3	1
PWY-8016	Yes	Yes	5	2
PWY-7226	Yes	Yes	2	1
CENTFERM-PWY	Yes	Yes	7	5
PWY0-1324	Yes	No	3	1
GLYOXYLATE-BYPASS	Yes	No	6	1
PWY-6894	Yes	Yes	2	1
PWY0-1587	Yes	Yes	3	2
PWY-7254	Yes	Yes	9	5
GLUCONEO-PWY	Yes	Yes	13	8
GLUCOSE1PMETAB-PWY	Yes	No	5	2
PROSYN-PWY	Yes	Yes	3	3
PWY1A0-6120	Yes	No	13	5
PWY-8174	Yes	No	12	5
ARGDEG-III-PWY	Yes	No	3	1
PWY-5536	Yes	Yes	1	1
PWY-6854	Yes	Yes	2	1
PWY0-321	Yes	No	9	3
PWY-7874	Yes	No	4	1
PWY-7456	Yes	Yes	7	3
PWY-7581	Yes	Yes	2	2
PWY-6383	Yes	No	5	1
PWY-8060	Yes	No	3	1
PWY-6344	Yes	No	6	1
PWY-7819	Yes	No	7	2
PWY-7854	Yes	No	13	2
PWY-101	Yes	No	4	1
PWY-6269	Yes	No	6	1
PWY-6906	Yes	No	7	2
ACETOACETATE-DEG-PWY	Yes	Yes	2	2
PWY-6964	Yes	Yes	2	2
PWY-8462	Yes	Yes	1	1
PWY-4621-1	Yes	Yes	2	1
PWY0-166	Yes	Yes	10	5
PWY0-1319	Yes	Yes	4	4
PWY-7791	Yes	Yes	6	6
PWY-8132	Yes	Yes	5	2
PWY-2941	Yes	Yes	8	6
SULFMETII-PWY	Yes	No	3	1
DETOX1-PWY-1	Yes	No	4	1
FUCCAT-PWY	Yes	No	4	1
PWY-7883	Yes	Yes	9	2
PWY-7094	Yes	Yes	6	3
PWY-7400	Yes	No	9	4
PWY-7928	Yes	Yes	2	1
PWY-8220	Yes	No	6	1
PWY0-1021	Yes	Yes	1	1
NONOXIPENT-PWY	Yes	Yes	4	4
PWY-8218	Yes	No	5	1
PWY-8211	Yes	No	5	1
PWY-8277	Yes	No	6	2
TREDEGLOW-PWY	Yes	Yes	2	1
PWY-8017	Yes	No	6	2
PWY-8480	Yes	No	10	4
PWY-5103	Yes	Yes	6	4
PWY-6164	Yes	Yes	2	2
P164-PWY	Yes	No	13	2
PWY-7077	Yes	No	5	1
PWY-5653	Yes	Yes	3	2
PWY-8251	Yes	No	4	1
COLANSYN-PWY	Yes	Yes	1	1
PWY4FS-8	Yes	Yes	2	1
PWY-6946	Yes	No	11	2
PWY-8532	Yes	No	5	1
P124-PWY	Yes	Yes	15	13
PWY-7873	Yes	No	4	1
PWY-7817	Yes	Yes	15	4
LYXMET-PWY	Yes	Yes	4	2
PWY-8289	Yes	No	5	2
PWY-5055	Yes	Yes	8	1
P21-PWY	Yes	Yes	2	2
PYRIDNUCSYN-PWY	Yes	No	6	2
PWY-5964	Yes	Yes	1	1
PWY-7761	Yes	Yes	5	3
PWY-8162	Yes	Yes	2	1
PWY-8178	Yes	Yes	5	5
PWY-8253	Yes	No	5	1
PWY-6210	Yes	No	4	1
PWY-7909	Yes	Yes	3	2
PWY-8347	Yes	Yes	5	3
ILEUSYN-PWY	Yes	Yes	5	5
PWY-8168	Yes	Yes	1	1
NONMEVIPP-PWY	Yes	Yes	8	7
PWY-7816	Yes	No	13	2
PWY-8190	Yes	Yes	7	3
PWY66-366	Yes	Yes	2	2
PWY-1622	Yes	No	10	2
PWY-5197	Yes	No	4	1
HSERMETANA-PWY	Yes	Yes	2	1
PWY-5480	Yes	Yes	3	2
PWY-7902	Yes	Yes	5	3
PWY-8250	Yes	No	7	1
PWY-7884	Yes	No	4	1
PWY-5744	Yes	No	13	2
PWY-7858	Yes	Yes	6	4
1CMET2-PWY	Yes	Yes	9	7
PWY-8438	Yes	No	8	1
PWY-8264	Yes	No	3	1
OANTIGEN-PWY	Yes	Yes	1	1
QUINATEDEG-PWY	Yes	No	3	1
PWY-5041	Yes	No	3	1
LEUSYN-PWY	Yes	Yes	3	2
PWY-6416	Yes	No	3	1
PWY-6898	Yes	Yes	1	1
PWY-5913	Yes	No	8	3
PWY-6992	Yes	No	5	2
GLYCOLYSIS	Yes	Yes	13	9
PWY2PN3-14	Yes	No	4	1
PWY-7900	Yes	No	8	2
FAO-PWY	Yes	No	7	3
HOMOSER-THRESYN-PWY	Yes	Yes	2	2
ARGSYNBSUB-PWY	Yes	Yes	10	10
PWY-8205	Yes	No	4	1
PWY-6519	Yes	Yes	8	4
REDCITCYC	Yes	Yes	9	5
PWY-6123	Yes	Yes	6	5
PWY-5703	Yes	Yes	1	1
PWY0-1545	Yes	Yes	3	2
PWY-8523	Yes	No	11	1
PWY-5922	Yes	Yes	6	1
PWY-8224	Yes	No	5	1
PWY8J2-27	Yes	Yes	3	2
PWY-8276	Yes	Yes	2	1
PWY-8525	Yes	Yes	8	5
PWY-6609	Yes	Yes	3	2
PWY-7626	Yes	No	8	1
PWY-3801	Yes	No	5	2
PWY-8088	Yes	Yes	4	3
PWY-8354	Yes	Yes	5	3
PWY-3661	Yes	No	6	2
PWY0-1561	Yes	Yes	2	1
PWY-8189	Yes	Yes	2	1
PWY-6588	Yes	Yes	5	4
PWY-6722	Yes	No	5	1
PWY-8275	Yes	Yes	1	1
TRYPDEG-PWY	Yes	Yes	1	1
ASPARAGINE-BIOSYNTHESIS	Yes	Yes	1	1
PYRUVDEHYD-PWY	Yes	Yes	3	2
PWY-7530	Yes	No	7	1
PWY0-1477	Yes	Yes	5	3
PWY-6471	Yes	Yes	5	3
PWY-7991	Yes	Yes	5	3
PWY-7003	Yes	Yes	6	5
PWY-8279	Yes	No	9	3
PWY0-823	Yes	Yes	2	1
PWY-5647	Yes	No	4	1
PWY-4101	Yes	Yes	2	1
GLNSYN-PWY	Yes	Yes	1	1
PWY-5485	Yes	Yes	4	3
PWY-8209	Yes	No	4	1
PWY-6611	Yes	No	3	1
PWY1-3	Yes	Yes	3	2
PWY-5188	Yes	No	6	1
PWY-8091	Yes	No	5	1
PWY-8233	Yes	No	5	1
PWY-5770	Yes	Yes	4	1
PWY-6893	Yes	Yes	2	1
PWY-8272	Yes	No	5	1
PWY-8212	Yes	No	6	1
PWY-5927	Yes	No	7	1
PWY-6892	Yes	No	6	2
PWY-8560	Yes	No	6	2
PWY-7197	Yes	Yes	4	1
GLYSYN-THR-PWY	Yes	Yes	1	1
PWY-6012	Yes	Yes	2	1
PWY-7391	Yes	No	8	1
PWY-7102	Yes	No	6	2
PWY-4341	Yes	Yes	1	1
PWY-6389	Yes	Yes	2	1
SALVPURINE2-PWY	Yes	Yes	2	2
PWY-8049	Yes	No	7	1
XYLCAT-PWY	Yes	Yes	2	2
PWY-5057	Yes	Yes	3	2
PWY-5973	Yes	Yes	5	4
PWY-6834	Yes	No	4	1
PWY0-1303	Yes	No	3	1
PWY-8047	Yes	No	7	1
VALDEG-PWY	Yes	No	8	1
ENTBACSYN-PWY	Yes	Yes	1	1
PWY0-1295	Yes	Yes	2	1
PWY-8138	Yes	Yes	2	2
PWY-6599	Yes	Yes	2	1
PWY-7111	Yes	Yes	5	4
PWY-7539	Yes	No	5	1
PWY-301	Yes	No	8	1
PEPTIDOGLYCANSYN-PWY	Yes	Yes	4	2
PWY-7871	Yes	Yes	2	1
PWY-4361	Yes	Yes	7	1
PWY-5484	Yes	Yes	11	8
PWY-8294	Yes	Yes	2	2
RUMP-PWY	Yes	No	6	1
GLYCLEAV-PWY	Yes	No	3	1
PWY-6672	Yes	No	8	1
PWY-7425	Yes	Yes	3	1
PWY-7007	Yes	No	6	2
PWY-8184	Yes	No	3	1
GLUDEG-II-PWY	Yes	Yes	3	2
PWY-6899	Yes	Yes	2	1
PWY-8185	Yes	No	3	1
PWY-7805	Yes	No	8	2
PWY-6897	Yes	Yes	3	2
ARGSYN-PWY	Yes	Yes	4	4
PWY0-1182	Yes	Yes	2	1
PWY-7347	Yes	No	3	1
PWY-6174	Yes	No	7	1
PWY0-1261	Yes	No	13	6
PWY-8232	Yes	No	5	1
NAD-BIOSYNTHESIS-II	Yes	Yes	3	2
PWY-7216	Yes	Yes	5	3
PWY-6461	Yes	Yes	2	1
PWY-6163	Yes	Yes	5	5
PWY-6906-1	Yes	No	8	2
CITRULLINE-DEG-PWY	Yes	Yes	1	1
GALACTARDEG-PWY	Yes	No	4	1
SALVADEHYPOX-PWY	Yes	Yes	4	3
PWY-7972	Yes	No	3	1
PWY-2361	Yes	Yes	2	1
PWY-6999	Yes	No	4	1
PWY-5101	Yes	Yes	7	4
PWY-8219	Yes	No	6	1
PWY185E-1	Yes	No	8	1
PWY-7541	Yes	Yes	4	2
PWY-5046	Yes	No	3	1
SERDEG-PWY	Yes	Yes	1	1
PWY-43	Yes	No	3	1
ILEUDEG-PWY	Yes	No	6	2
PWY-7750	Yes	Yes	1	1
DAPLYSINESYN-PWY	Yes	Yes	9	8
PWY3O-1743	Yes	Yes	2	1
PWY0-662	Yes	Yes	1	1
PWY-6080	Yes	No	4	1
PWY-7220	Yes	Yes	3	2
PWY-6780	Yes	Yes	2	1
ANAGLYCOLYSIS-PWY	Yes	Yes	11	8
PWY-5120	Yes	Yes	1	1
PWY-7953	Yes	Yes	8	6
PWY-6470	Yes	Yes	7	4
PWY-8431	Yes	No	4	1
PWY-1861	Yes	Yes	8	6
PWY490-4	Yes	Yes	4	2
PWY-5151	Yes	Yes	2	1
PWY-7815	Yes	Yes	12	2
CYSTSYN-PWY	Yes	Yes	2	2
PWY-6122	Yes	Yes	5	4
METHIONINE-DEG1-PWY	Yes	No	3	1
ETOH-ACETYLCOA-ANA-PWY	Yes	Yes	2	1
PWY-8222	Yes	No	5	1
PWY-7328	Yes	Yes	2	2
PWY-5437	Yes	Yes	6	4
PWY-8291	Yes	Yes	2	2
PYRIDNUCSAL-PWY	Yes	No	7	2
PWY-8152	Yes	No	15	2
PWY-6613	Yes	Yes	2	2
PWY-8280	Yes	No	6	2
PWY-8352	Yes	No	5	2
PWY0-301	Yes	Yes	5	2
PWY-6476	Yes	Yes	1	1
P121-PWY	Yes	Yes	2	2
PWY-7187	Yes	Yes	7	4
PWY-6938-1	Yes	Yes	2	2
PWY-6130	Yes	Yes	2	1
PWY-4381	Yes	Yes	3	3
HISTSYN-PWY	Yes	Yes	9	7
PWY-8566	Yes	Yes	1	1
PWY-8012	Yes	No	17	1
PWY-8040	Yes	Yes	9	1
PWY-7006	Yes	No	5	1
PWY-8208	Yes	No	4	1
PWY-6941	Yes	No	3	1
PWY-7396	Yes	Yes	8	2
PWY-8207	Yes	No	4	1
PWY-6430	Yes	No	3	1
PWY-7356	Yes	Yes	7	7
PWY-7210	Yes	Yes	8	3
GLUTORN-PWY	Yes	Yes	5	5
PWY-7698	Yes	Yes	7	1
PWY-5493	Yes	Yes	2	2
PWY-8014	Yes	No	5	1
MANNCAT-PWY	Yes	Yes	2	1
PWY-8130	Yes	No	3	1
PWY-6376	Yes	No	3	1
PWY-6385	Yes	Yes	4	2
PWY-6012-1	Yes	Yes	1	1
PWY-7395	Yes	No	4	1
PWY-2201	Yes	Yes	13	7
PWY-5668	Yes	Yes	3	2
PWY-7374	Yes	Yes	6	1
PWY-6277	Yes	Yes	5	4
ECASYN-PWY	Yes	No	5	1
PWY-5123	Yes	Yes	2	2
PWY-8377	Yes	No	8	3
PWY-8551	Yes	Yes	1	1
PWY-8509	Yes	Yes	1	1
PWY0-1264	Yes	Yes	3	3
PWY-5941	Yes	Yes	6	3
AMMASSIM-PWY	Yes	No	3	1
PWY-6901	Yes	Yes	8	6
PWY-8508	Yes	Yes	2	1
PWY66-21	Yes	Yes	3	2
PWY-8582	Yes	Yes	2	1
PWY-8346	Yes	No	3	1
GLUTAMINEFUM-PWY	Yes	Yes	1	1
PWY-6556	Yes	Yes	2	1
PWY-8401	Yes	Yes	1	1
HOMOSER-METSYN-PWY	Yes	Yes	5	2
PWY-6753	Yes	Yes	2	1
PWY-5491	Yes	Yes	2	1
PWY2DDB-9	Yes	Yes	2	1
PWY-5482	Yes	Yes	3	2
PWY-7177	Yes	Yes	2	1
GLUAMCAT-PWY	Yes	Yes	2	2
PWY2O6K-6	Yes	Yes	2	1
PWY-6038	Yes	Yes	2	2
PWY-8489	Yes	No	6	1
TYRFUMCAT-PWY	Yes	Yes	5	2
PWY0-1517	Yes	Yes	2	1
PWY-8173	Yes	No	11	5
PWY0-1584	Yes	No	3	1
PWY-6381	Yes	No	3	1
PWY0-1591	Yes	Yes	2	1
PWY-6700	Yes	Yes	4	3
ASPARTATESYN-PWY	Yes	Yes	1	1
PWY-5104	Yes	Yes	6	3
PPGPPMET-PWY	Yes	Yes	4	2
PWY-4984	Yes	Yes	5	3
PWY-6749	Yes	Yes	9	2
GLUTAMATE-SYN2-PWY	Yes	Yes	1	1
