	Naive	MinPath	Total families	Families found
PWY-6466	Yes	Yes	1	1
PWY-8235	Yes	No	5	1
PWY-5392	Yes	No	10	2
PWY-6942	Yes	No	6	2
PWY-7219	Yes	Yes	3	3
PWY-6871	Yes	No	3	1
PWY-5265	Yes	Yes	5	3
PWY-5497	Yes	No	17	6
PWY-8236	Yes	No	5	1
PWY-7316	Yes	Yes	4	2
PWY-5981	Yes	Yes	5	3
PWY-7185	Yes	No	5	2
PWY2PN3-7	Yes	No	4	1
P122-PWY	Yes	Yes	18	13
ARGASEDEG-PWY	Yes	No	3	1
PWY-8504	Yes	No	9	2
PWY-7790	Yes	Yes	6	5
PWY-7852	Yes	No	3	1
PWY0-1391	Yes	Yes	1	1
PWY-7807	Yes	Yes	7	2
PWY-5122	Yes	Yes	1	1
PWY-8237	Yes	No	5	1
PWY-6153	Yes	Yes	3	2
SAM-PWY	Yes	Yes	1	1
PWY0-862	Yes	No	6	1
PWY-5278	Yes	Yes	2	1
PWY0-1315	Yes	Yes	1	1
PWY-8125	Yes	No	8	1
PWY-8086	Yes	No	13	4
PWY-8131	Yes	No	4	1
PWY-8206	Yes	No	5	1
PWY-8242	Yes	No	5	1
PWY-3162	Yes	No	7	1
PWY-8015	Yes	Yes	2	1
PWY-3462	Yes	No	4	1
ASPASN-PWY	Yes	No	3	1
PWY-7574	Yes	No	5	1
PWY-8303	Yes	Yes	9	5
PWY-7085	Yes	No	3	1
PWY-8362	Yes	Yes	10	2
PWY-46	Yes	Yes	2	1
PWY-7813	Yes	Yes	1	1
PWY-8257	Yes	No	4	1
PWY-6387	Yes	Yes	8	8
PWY-5486	Yes	Yes	2	1
PWY-5659	Yes	Yes	4	2
PWY-6583	Yes	No	8	1
PWY-6397	Yes	Yes	9	3
PWY-621	Yes	Yes	4	2
PWY-8165	Yes	Yes	1	1
PWY-6120	Yes	No	4	1
PWY-7562	Yes	No	7	2
PWY0-1608	Yes	Yes	3	1
GLYCOCAT-PWY	Yes	Yes	7	5
PWY0-1582	Yes	Yes	2	1
PWY-5785	Yes	Yes	2	2
PWY-2161	Yes	Yes	3	2
ASPARTATE-DEG1-PWY	Yes	Yes	1	1
PWY-4261	Yes	Yes	2	2
PWY-7206	Yes	No	3	1
PWY-5940	Yes	No	11	2
P101-PWY	Yes	No	5	2
PWY-8004	Yes	Yes	7	5
PWY-8016	Yes	No	5	1
PWY-7226	Yes	Yes	2	1
CENTFERM-PWY	Yes	No	7	1
PWY-7104	Yes	No	6	2
PWY0-1324	Yes	Yes	3	1
GLYOXYLATE-BYPASS	Yes	No	6	1
PWY-5279	Yes	Yes	2	1
PWY0-1587	Yes	Yes	3	2
PWY-7254	Yes	No	9	2
GLUCONEO-PWY	Yes	Yes	13	9
GLUCOSE1PMETAB-PWY	Yes	No	5	2
PROSYN-PWY	Yes	Yes	3	3
PWY1A0-6120	Yes	No	13	1
PWY-8174	Yes	No	12	2
PWY-7456	Yes	No	7	1
PWY-6383	Yes	No	5	2
PWY-8060	Yes	No	3	1
PWY-6344	Yes	No	6	2
PWY-7414	Yes	No	5	2
PWY-7819	Yes	No	7	1
PWY-101	Yes	No	4	1
PWY-6906	Yes	No	7	2
PWY-6964	Yes	Yes	2	1
PWY-8462	Yes	Yes	1	1
PWY-4621-1	Yes	Yes	2	1
PWY0-166	Yes	Yes	10	5
PWY0-1319	Yes	Yes	4	4
PWY-7791	Yes	Yes	6	6
PWY-8132	Yes	No	5	1
PWY0-1433	Yes	No	3	1
PWY-2941	Yes	Yes	8	5
PWY-5642	Yes	No	6	1
PWY-7400	Yes	No	9	4
PWY-7928	Yes	Yes	2	1
PWY-8220	Yes	No	6	1
PWY0-1021	Yes	Yes	1	1
PWY-7090	Yes	Yes	5	1
NONOXIPENT-PWY	Yes	Yes	4	4
PWY-8218	Yes	No	5	1
PWY-8211	Yes	No	5	1
PWY-8277	Yes	Yes	6	4
TREDEGLOW-PWY	Yes	Yes	2	1
PWY-8017	Yes	No	6	1
LACTOSECAT-PWY	Yes	Yes	5	4
PWY-8480	Yes	No	10	4
PWY-5103	Yes	No	6	1
PWY-6164	Yes	Yes	2	2
P164-PWY	Yes	No	13	3
PWY-7077	Yes	Yes	5	3
PWY-5653	Yes	Yes	3	3
PWY-8251	Yes	No	4	1
ALANINE-SYN2-PWY	Yes	Yes	1	1
COLANSYN-PWY	Yes	Yes	1	1
PWY4FS-8	Yes	Yes	2	1
P124-PWY	Yes	Yes	15	12
PWY2DNV-11	Yes	No	3	1
PWY-7817	Yes	Yes	15	5
PWY-8571	Yes	No	7	3
PWY-8533	Yes	Yes	6	3
PWY-8289	Yes	No	5	2
PWY-5055	Yes	Yes	8	1
P21-PWY	Yes	Yes	2	2
PYRIDNUCSYN-PWY	Yes	Yes	6	5
PWY-7761	Yes	Yes	5	3
PWY-8178	Yes	Yes	5	5
PWY-8253	Yes	No	5	1
PWY0-1597	Yes	Yes	3	1
PWY-8314	Yes	No	3	1
PWY-6976	Yes	No	6	2
PWY-7909	Yes	Yes	3	2
ILEUSYN-PWY	Yes	No	5	1
NONMEVIPP-PWY	Yes	Yes	8	8
PWY-7816	Yes	No	13	1
PWY-8190	Yes	Yes	7	1
PWY66-366	Yes	Yes	2	2
PWY-1622	Yes	No	10	3
HSERMETANA-PWY	Yes	Yes	2	1
PWY-5480	Yes	Yes	3	3
PWY-7902	Yes	Yes	5	3
PWY-8380	Yes	Yes	5	3
PWY-8250	Yes	No	7	1
PWY-7884	Yes	No	4	1
PWY-6154	Yes	Yes	3	2
PWY-7858	Yes	No	6	1
SUCUTIL-PWY	Yes	Yes	3	3
1CMET2-PWY	Yes	Yes	9	6
PWY-8264	Yes	No	3	1
OANTIGEN-PWY	Yes	Yes	1	1
QUINATEDEG-PWY	Yes	No	3	1
PWY-5041	Yes	No	3	1
LEUSYN-PWY	Yes	No	3	1
PWY-6416	Yes	No	3	1
PWY-6898	Yes	Yes	1	1
PWY-5913	Yes	No	8	2
PWY-6992	Yes	No	5	2
PWY-6131	Yes	Yes	2	1
GLYCOLYSIS	Yes	Yes	13	12
PWY-7900	Yes	No	8	2
HOMOSER-THRESYN-PWY	Yes	Yes	2	2
ARGSYNBSUB-PWY	Yes	Yes	10	10
PWY-8205	Yes	No	4	1
PWY-6519	Yes	No	8	1
REDCITCYC	Yes	Yes	9	2
PWY-6123	Yes	Yes	6	5
PWY0-1545	Yes	Yes	3	2
PWY-8523	Yes	No	11	1
PWY-8224	Yes	No	5	1
PWY8J2-27	Yes	Yes	3	2
GLYCEROLMETAB-PWY	Yes	Yes	2	1
PWY-8525	Yes	No	8	2
PWY-6609	Yes	Yes	3	2
PWY-7626	Yes	No	8	1
PWY-3801	Yes	Yes	5	4
PWY-8088	Yes	Yes	4	3
DTDPRHAMSYN-PWY	Yes	Yes	4	4
PWY-7312	Yes	Yes	4	2
PWY-1881	Yes	Yes	1	1
PWY0-1561	Yes	Yes	2	1
PWY-8189	Yes	Yes	2	2
PWY-6588	Yes	No	5	1
PWY-8275	Yes	Yes	1	1
ASPARAGINE-BIOSYNTHESIS	Yes	Yes	1	1
PWY-7530	Yes	No	7	1
PWY0-1477	Yes	Yes	5	4
PWY-6471	Yes	Yes	5	3
PWY-7003	Yes	Yes	6	6
PWY-6147	Yes	Yes	5	2
PWY-6507	Yes	Yes	5	2
PWY-8279	Yes	No	9	1
PWY-4101	Yes	Yes	2	1
GLNSYN-PWY	Yes	Yes	1	1
PWY-5485	Yes	Yes	4	3
PWY-8209	Yes	No	4	1
PWY-5855	Yes	No	8	3
PWY-6611	Yes	No	3	1
PWY-5188	Yes	No	6	1
PWY-8029	Yes	No	7	1
PWY-8233	Yes	No	5	1
PWY-8272	Yes	No	5	1
PWY-8212	Yes	No	6	1
PWY-7315	Yes	Yes	4	2
PWY-6892	Yes	No	6	2
PWY-8560	Yes	No	6	1
PWY-7197	Yes	Yes	4	1
GLYSYN-THR-PWY	Yes	Yes	1	1
PWY-6012	Yes	Yes	2	1
PWY-7391	Yes	No	8	1
PWY-7985	Yes	No	4	1
PWY-7102	Yes	Yes	6	3
PWY-5856	Yes	Yes	8	3
SALVPURINE2-PWY	Yes	Yes	2	2
XYLCAT-PWY	Yes	Yes	2	1
PWY-5057	Yes	Yes	3	2
PWY-5973	Yes	No	5	1
VALDEG-PWY	Yes	Yes	8	3
PWY-6703	Yes	No	4	1
ENTBACSYN-PWY	Yes	Yes	1	1
PWY-5663	Yes	No	3	1
P562-PWY	Yes	No	7	2
PWY-8138	Yes	Yes	2	2
PWY-6599	Yes	Yes	2	2
PWY-7111	Yes	No	5	1
PWY-7539	Yes	No	5	1
PEPTIDOGLYCANSYN-PWY	Yes	Yes	4	2
PWY-5484	Yes	Yes	11	10
PWY-8294	Yes	Yes	2	1
RUMP-PWY	Yes	No	6	1
PWY-7318	Yes	No	5	2
PWY-8184	Yes	No	3	1
GLUDEG-II-PWY	Yes	No	3	1
PWY-8185	Yes	No	3	1
PWY-7805	Yes	No	8	2
PWY-6897	Yes	No	3	1
ARGSYN-PWY	Yes	Yes	4	4
PWY0-1182	Yes	Yes	2	1
DISSULFRED-PWY	Yes	No	4	1
PWY-7347	Yes	No	3	1
PWY-6174	Yes	No	7	1
PWY0-1261	Yes	Yes	13	7
PWY-8232	Yes	No	5	1
NAD-BIOSYNTHESIS-II	Yes	No	3	1
PWY-6461	Yes	Yes	2	1
PWY-6163	Yes	Yes	5	4
PWY-6906-1	Yes	Yes	8	3
PWYQT-4429	Yes	Yes	2	1
CITRULLINE-DEG-PWY	Yes	Yes	1	1
SALVADEHYPOX-PWY	Yes	Yes	4	2
PWY-5101	Yes	No	7	1
PWY-8219	Yes	No	6	1
ILEUDEG-PWY	Yes	No	6	1
DAPLYSINESYN-PWY	Yes	Yes	9	8
PWY3O-1743	Yes	Yes	2	1
PWY0-662	Yes	Yes	1	1
PWY-7220	Yes	Yes	3	2
ANAGLYCOLYSIS-PWY	Yes	Yes	11	10
PWY-5120	Yes	Yes	1	1
PWY-7953	Yes	Yes	8	6
PWY-6470	Yes	Yes	7	3
PWY-1861	Yes	Yes	8	6
PWY490-4	Yes	Yes	4	1
PWY-5151	Yes	Yes	2	1
PWY-7815	Yes	No	12	1
CYSTSYN-PWY	Yes	Yes	2	2
PWY-6122	Yes	Yes	5	4
METHIONINE-DEG1-PWY	Yes	No	3	1
PWY-7657	Yes	No	5	2
PWY-7241	Yes	No	4	1
ETOH-ACETYLCOA-ANA-PWY	Yes	Yes	2	2
PWY-8222	Yes	No	5	1
PWY-7328	Yes	Yes	2	2
PWY-5437	Yes	No	6	2
PWY-8291	Yes	Yes	2	1
PYRIDNUCSAL-PWY	Yes	No	7	2
PWY-6613	Yes	Yes	2	2
PWY-8280	Yes	No	6	1
PWY-8352	Yes	Yes	5	4
P121-PWY	Yes	Yes	2	2
PWY-7187	Yes	Yes	7	4
PWY-6938-1	Yes	Yes	2	2
HISTSYN-PWY	Yes	Yes	9	7
PWY-8566	Yes	Yes	1	1
PWY-8188	Yes	Yes	2	1
PWY-8040	Yes	Yes	9	1
PWY-8208	Yes	No	4	1
PWY-6373	Yes	No	5	1
ALANINE-VALINESYN-PWY	Yes	Yes	1	1
PWY-7396	Yes	No	8	1
ALACAT2-PWY	Yes	No	3	1
PWY-8207	Yes	No	4	1
PWY-7356	Yes	Yes	7	5
PWY0-1466	Yes	Yes	2	1
PWY-7210	Yes	Yes	8	3
GLUTORN-PWY	Yes	Yes	5	4
PHOSPHONOTASE-PWY	Yes	No	3	1
PWY-5493	Yes	Yes	2	2
PWY-8014	Yes	No	5	1
PWY0-1280	Yes	Yes	2	1
MANNCAT-PWY	Yes	Yes	2	2
PWY-6385	Yes	Yes	4	2
PWY-6012-1	Yes	Yes	1	1
PWY-7395	Yes	Yes	4	3
PWY-2201	Yes	Yes	13	6
PWY-5668	Yes	Yes	3	2
PWY-6277	Yes	Yes	5	4
ECASYN-PWY	Yes	No	5	1
PWY-5123	Yes	Yes	2	2
PWY-8377	Yes	No	8	3
PWY-8509	Yes	Yes	1	1
PWY-5941	Yes	Yes	6	3
AMMASSIM-PWY	Yes	No	3	1
PWY-6901	Yes	Yes	8	7
PWY-8508	Yes	Yes	2	1
PWY66-21	Yes	Yes	3	2
GLUTAMINEFUM-PWY	Yes	Yes	1	1
PWY-8401	Yes	Yes	1	1
HOMOSER-METSYN-PWY	Yes	Yes	5	2
PWY-5482	Yes	Yes	3	2
PWY-7177	Yes	Yes	2	1
GLUAMCAT-PWY	Yes	Yes	2	2
PWY2O6K-6	Yes	Yes	2	1
PWY0-1314	Yes	Yes	1	1
TYRFUMCAT-PWY	Yes	No	5	1
PWY0-1517	Yes	Yes	2	1
PWY-6978	Yes	No	5	1
PWY-8173	Yes	No	11	2
PWY0-1584	Yes	No	3	1
PWY0-1591	Yes	Yes	2	1
PWY-6700	Yes	Yes	4	3
ASPARTATESYN-PWY	Yes	Yes	1	1
PWY-5104	Yes	No	6	1
PPGPPMET-PWY	Yes	Yes	4	2
PWY-4984	Yes	Yes	5	4
PWY-6749	Yes	No	9	2
