	Naive	MinPath	Total families	Families found
PWY-8247	Yes	Yes	4	1
PWY-5989	Yes	Yes	6	4
PWY1-2	Yes	Yes	1	1
PWYI-14	Yes	Yes	6	6
PWY-7674	Yes	Yes	6	3
PWY-8534	Yes	No	8	1
PWY0-1337	Yes	No	13	1
PWY-6497	Yes	Yes	3	2
PWY-7885	Yes	Yes	8	1
PWY-8217	Yes	No	6	2
PWY-5853	Yes	Yes	1	1
PWY-8284	Yes	Yes	2	2
PWY-8175	Yes	Yes	11	6
PWY-6696	Yes	No	5	1
PWY2B4Q-4	Yes	Yes	6	5
PWY-7274	Yes	No	6	1
PWY-7965	Yes	Yes	3	3
PWY-7176	Yes	Yes	3	2
SUCSYN-PWY	Yes	Yes	7	5
PWY-6974	Yes	No	5	2
GLUCARDEG-PWY	Yes	No	4	1
PWY-7587	Yes	No	3	1
PWY1ZNC-1	Yes	Yes	4	2
PWY-5743	Yes	Yes	13	6
PWY-8106	Yes	Yes	5	3
PWY-8537	Yes	Yes	1	1
P163-PWY	Yes	No	10	2
MALTOSECAT-PWY	Yes	Yes	2	1
PWY-7331	Yes	No	3	1
PWY-7996	Yes	Yes	1	1
PWY-6754	Yes	Yes	2	1
PWY-6562	Yes	Yes	6	3
PWY-8488	Yes	Yes	3	1
P105-PWY	Yes	Yes	9	5
PWY-6282	Yes	Yes	6	4
PWY-8244	Yes	No	4	1
VALSYN-PWY	Yes	Yes	4	4
PWY-6886	Yes	Yes	5	4
PWY-8282	Yes	Yes	2	1
TRNA-CHARGING-PWY	Yes	Yes	21	20
PWY-8427	Yes	Yes	2	2
GALACTUROCAT-PWY	Yes	Yes	5	3
PWY0-1241	Yes	Yes	5	5
PWY-5857	Yes	No	8	1
PWY-6717	Yes	Yes	2	1
PWY-7246	Yes	Yes	3	1
PWY-7344	Yes	Yes	1	1
PWY-8581	Yes	No	4	1
PWY-8136	Yes	Yes	2	2
PWY-7183	Yes	Yes	1	1
IDNCAT-PWY	Yes	Yes	3	1
P181-PWY	Yes	Yes	11	1
PWYG-321	Yes	No	24	6
DARABCATK12-PWY	Yes	Yes	4	1
PWY-8164	Yes	Yes	2	1
PWY-7719	Yes	No	7	1
PWY-8230	Yes	No	6	1
PWY-2722	Yes	No	3	1
PWY-8010	Yes	Yes	3	2
PWY-7303	Yes	Yes	4	1
PWY-8226	Yes	No	5	1
PWY-7569	Yes	Yes	7	1
TEICHOICACID-PWY	Yes	No	11	3
PWY-6608	Yes	Yes	4	2
PWY-8135	Yes	Yes	2	1
PWY0-1479	Yes	Yes	5	1
PWY-5695	Yes	Yes	4	3
PWY-7301	Yes	Yes	5	3
PWY-7963	Yes	Yes	3	2
PWY-5084	Yes	No	3	1
PWY-5097	Yes	Yes	7	7
ALKANEMONOX-PWY	Yes	Yes	2	1
PWY-6386	Yes	Yes	8	7
PWY-7769	Yes	No	21	2
PWY-8203	Yes	Yes	4	4
PYRIDOXSYN-PWY	Yes	Yes	7	6
TRPSYN-PWY	Yes	Yes	6	4
PLPSAL-PWY	Yes	Yes	3	2
PWY0-1275	Yes	Yes	1	1
P108-PWY	Yes	Yes	7	5
PWY-7199	Yes	Yes	5	3
FASYN-INITIAL-PWY	Yes	No	3	1
PWY0-1576	Yes	Yes	2	1
PWY-6478	Yes	Yes	4	2
PWY-8452	Yes	Yes	1	1
PWY-7892	Yes	Yes	4	2
PWY-8197	Yes	No	6	1
PANTO-PWY	Yes	Yes	4	4
PROPIONMET-PWY	Yes	Yes	3	3
PWY-7589	Yes	Yes	2	1
PWY-7560	Yes	Yes	8	7
PWY2DNV-5	Yes	No	6	1
PWY-7688	Yes	No	6	2
PWY-7346	Yes	Yes	1	1
PWY-8296	Yes	No	7	2
PWY-6620	Yes	Yes	2	1
PWY-7413	Yes	Yes	4	2
PWY-8263	Yes	Yes	1	1
PWY-6545	Yes	No	9	2
PWY-8074	Yes	Yes	2	2
PWY-6614	Yes	Yes	3	3
PWY-7870	Yes	Yes	2	1
PWY-8234	Yes	No	5	2
PWY2PN3-13	Yes	Yes	5	3
KDO-LIPASYN-PWY	Yes	Yes	2	1
TYRSYN	Yes	No	3	1
PWY-7969	Yes	Yes	3	3
PWY-5667	Yes	Yes	4	3
PWY-6660	Yes	No	3	1
ASPARAGINESYN-PWY	Yes	Yes	1	1
PWY-8325	Yes	Yes	4	2
PWY-I9	Yes	Yes	6	3
PWY0-1299	Yes	Yes	1	1
PWY-6808	Yes	No	5	2
PWY-7863	Yes	Yes	2	1
PWY-7179	Yes	Yes	2	1
SUCROSEUTIL2-PWY	Yes	No	4	1
PWY-5938	Yes	Yes	2	1
PWY-7343	Yes	Yes	2	1
PWY-5739	Yes	Yes	2	1
PWY-5895	Yes	Yes	2	2
PWY-8402	Yes	Yes	3	1
LCYSDEG-PWY	Yes	Yes	1	1
PWY-6642	Yes	No	3	1
PWY-40	Yes	Yes	2	1
PWY-7822	Yes	No	5	2
PWY-7975	Yes	Yes	3	2
PWY-8179	Yes	No	15	2
PWY-8241	Yes	No	6	2
PWY-6499	Yes	No	3	1
PWY-8183	Yes	Yes	2	1
PWY-8252	Yes	No	4	1
PWY-3641	Yes	No	3	1
CALVIN-PWY	Yes	Yes	11	7
PWY-1042	Yes	Yes	7	6
PWY0-1313	Yes	Yes	1	1
PWY-6863	Yes	No	9	1
PWY-6317	Yes	Yes	5	4
PWY-7242	Yes	Yes	4	2
PWY-7869	Yes	Yes	4	1
PWY-7570	Yes	No	8	1
PWY-7153	Yes	No	5	2
PWY-6077	Yes	Yes	2	1
PWY-5443	Yes	Yes	2	1
PWY-701	Yes	Yes	1	1
MENAQUINONESYN-PWY	Yes	Yes	1	1
PWY-6148	Yes	No	11	2
PWY-7124	Yes	Yes	8	4
PWY-6644	Yes	No	5	1
PWY-8511	Yes	Yes	5	3
PWY-8235	Yes	No	5	2
PWY-5392	Yes	Yes	10	5
PWY-6143	Yes	Yes	6	2
PWY-6942	Yes	No	6	2
PWY-7219	Yes	Yes	3	3
PWY-6871	Yes	Yes	3	1
PWY-5265	Yes	Yes	5	3
PWY-5497	Yes	Yes	17	10
PWY-8236	Yes	No	5	2
PWY-7316	Yes	Yes	4	3
PWY0-1300	Yes	Yes	2	1
PWY-5981	Yes	Yes	5	3
PWY-7723	Yes	Yes	8	2
PWY-7185	Yes	No	5	2
P122-PWY	Yes	Yes	18	13
GLYSYN-PWY	Yes	Yes	1	1
PWY-5507	Yes	Yes	5	3
PWY-8504	Yes	No	9	2
PWY-3781	Yes	No	4	1
PWY-7790	Yes	Yes	6	6
PWY-7852	Yes	Yes	3	2
PWY0-1391	Yes	Yes	1	1
PWY-6664	Yes	No	4	1
PWY-7807	Yes	No	7	3
PWY-5122	Yes	Yes	1	1
PWY-8237	Yes	No	5	1
PWY-6153	Yes	Yes	3	2
SAM-PWY	Yes	Yes	1	1
PWY0-862	Yes	Yes	6	4
PWY-5738	Yes	Yes	2	1
COBALSYN-PWY	Yes	Yes	5	5
DHGLUCONATE-PYR-CAT-PWY	Yes	No	5	1
PWY-5278	Yes	Yes	2	1
PWY-8086	Yes	Yes	13	9
PWY-8131	Yes	No	4	1
PWY-8206	Yes	No	5	2
PWY-8242	Yes	No	5	2
PWY-8015	Yes	Yes	2	1
PWY-8274	Yes	Yes	1	1
PWY-8225	Yes	No	3	1
PWY-3462	Yes	No	4	1
ASPASN-PWY	Yes	No	3	1
PWY-8303	Yes	Yes	9	6
PWY-8362	Yes	Yes	10	6
CRNFORCAT-PWY	Yes	Yes	4	1
PWY-5851	Yes	Yes	1	1
PWY-8328	Yes	Yes	1	1
PWY3O-450	Yes	No	3	1
PWY-5757	Yes	No	7	2
PWY-8257	Yes	No	4	1
PWY-7967	Yes	Yes	4	3
PWY-7966	Yes	Yes	3	3
PWY-6387	Yes	Yes	8	8
PWY-5659	Yes	Yes	4	4
PWY-6583	Yes	No	8	1
PWY-6397	Yes	Yes	9	2
PWY-7031	Yes	No	7	1
PWY-5939	Yes	Yes	2	1
PWY-621	Yes	No	4	1
PWY-8165	Yes	Yes	1	1
LARABITOLUTIL-PWY	Yes	Yes	2	1
PWY-6679	Yes	Yes	3	1
PWY-6120	Yes	No	4	1
PWY-7562	Yes	No	7	2
PWY0-1608	Yes	Yes	3	2
GLYCOCAT-PWY	Yes	Yes	7	5
PWY0-1582	Yes	Yes	2	1
PWY-5785	Yes	Yes	2	2
BGALACT-PWY	Yes	Yes	1	1
PWY-2161	Yes	Yes	3	3
ASPARTATE-DEG1-PWY	Yes	Yes	1	1
PWY-7206	Yes	No	3	1
PWY-5940	Yes	No	11	1
P101-PWY	Yes	No	5	2
PWY-8004	Yes	Yes	7	7
2AMINOBENZDEG-PWY	Yes	Yes	1	1
PWY-8016	Yes	No	5	1
PWY-7226	Yes	Yes	2	1
CENTFERM-PWY	Yes	Yes	7	3
PWY-7104	Yes	No	6	2
PWY0-1324	Yes	No	3	1
GLYOXYLATE-BYPASS	Yes	No	6	2
PWY-6894	Yes	Yes	2	2
NAGLIPASYN-PWY	Yes	Yes	6	6
PWY0-1587	Yes	Yes	3	2
PWY-7254	Yes	Yes	9	6
GLUCONEO-PWY	Yes	Yes	13	12
GLUCOSE1PMETAB-PWY	Yes	Yes	5	3
PROSYN-PWY	Yes	Yes	3	3
PWY1A0-6120	Yes	No	13	5
PWY-8174	Yes	Yes	12	6
PWY-5852	Yes	Yes	1	1
ARGDEG-III-PWY	Yes	Yes	3	3
PWY-5536	Yes	Yes	1	1
PWY-6854	Yes	Yes	2	1
PWY0-321	Yes	Yes	9	1
PWY-7456	Yes	Yes	7	6
PWY-7581	Yes	Yes	2	2
PWY-6383	Yes	No	5	1
PWY-8060	Yes	No	3	1
GLYCOLYSIS-E-D	Yes	Yes	2	2
PWY-8543	Yes	Yes	1	1
PWY-7414	Yes	No	5	2
PWY-7819	Yes	No	7	3
PWY-7854	Yes	No	13	2
PWY-6269	Yes	Yes	6	5
PWY-6906	Yes	Yes	7	1
PWY-6964	Yes	Yes	2	2
PWY-8462	Yes	Yes	1	1
PWY-4621-1	Yes	Yes	2	1
PWY0-166	Yes	No	10	4
PWY0-1319	Yes	Yes	4	3
PWY-7791	Yes	Yes	6	6
PWY-8132	Yes	No	5	1
PWY0-1433	Yes	No	3	1
PWY-2941	Yes	Yes	8	6
SULFMETII-PWY	Yes	No	3	1
PWY-6932	Yes	No	3	1
DETOX1-PWY-1	Yes	No	4	1
FUCCAT-PWY	Yes	Yes	4	1
PWY-7883	Yes	No	9	4
PWY-7400	Yes	No	9	3
PWY-8220	Yes	No	6	2
PWY0-1021	Yes	Yes	1	1
PWY-7090	Yes	Yes	5	1
NONOXIPENT-PWY	Yes	Yes	4	4
PWY-8218	Yes	No	5	1
PWY-8211	Yes	No	5	1
PWY-8277	Yes	Yes	6	4
TREDEGLOW-PWY	Yes	Yes	2	1
PWY-8017	Yes	No	6	1
PWY-8480	Yes	No	10	4
PWY-5103	Yes	Yes	6	4
PWY-6164	Yes	Yes	2	1
PWY-5839	Yes	Yes	2	2
P164-PWY	Yes	Yes	13	5
PWY-7377	Yes	Yes	11	6
PWY-5653	Yes	Yes	3	3
PWY-8251	Yes	No	4	1
ALANINE-SYN2-PWY	Yes	Yes	1	1
COLANSYN-PWY	Yes	Yes	1	1
PWY0-1305	Yes	Yes	1	1
PWY4FS-8	Yes	Yes	2	2
PWY-6512	Yes	Yes	1	1
PWY-6578	Yes	Yes	2	1
P124-PWY	Yes	Yes	15	11
PWY2DNV-11	Yes	Yes	3	2
PWY-7817	Yes	Yes	15	4
PWY-8571	Yes	No	7	1
PWY-8533	Yes	No	6	1
LYXMET-PWY	Yes	No	4	1
PWY-7510	Yes	No	6	2
PWY2DNV-1	Yes	Yes	2	2
PWY-8289	Yes	No	5	2
P21-PWY	Yes	Yes	2	2
PYRIDNUCSYN-PWY	Yes	Yes	6	5
PWY-7761	Yes	Yes	5	4
PWY-8178	Yes	Yes	5	5
PWY-7968	Yes	Yes	3	3
PWY-8253	Yes	No	5	1
PWY-6976	Yes	No	6	2
PWY-7909	Yes	Yes	3	3
PWY-6501	Yes	No	5	1
PWY-6348	Yes	Yes	1	1
ILEUSYN-PWY	Yes	Yes	5	5
PWY-8133	Yes	No	5	1
PWY-7801	Yes	Yes	1	1
PWY-6832	Yes	Yes	2	1
NONMEVIPP-PWY	Yes	Yes	8	7
PWY-7816	Yes	No	13	3
PWY-8190	Yes	Yes	7	1
PWY-8196	Yes	No	5	1
PWY66-366	Yes	Yes	2	2
PWY-1622	Yes	Yes	10	5
HSERMETANA-PWY	Yes	Yes	2	2
PWY-5480	Yes	No	3	1
PWY-7902	Yes	No	5	2
PWY-8380	Yes	Yes	5	3
PWY-7398	Yes	Yes	8	1
PWY-8250	Yes	No	7	1
PWY-7884	Yes	No	4	1
PWY-5744	Yes	No	13	3
PWY-6154	Yes	Yes	3	2
PWY-6987	Yes	Yes	3	2
PWY-7858	Yes	Yes	6	3
PWY-7407	Yes	No	4	1
PWY18C3-5	Yes	Yes	2	1
SUCUTIL-PWY	Yes	No	3	1
1CMET2-PWY	Yes	Yes	9	7
PWY-8438	Yes	No	8	1
PWY-8264	Yes	No	3	1
QUINATEDEG-PWY	Yes	No	3	1
PWY-5041	Yes	Yes	3	2
LEUSYN-PWY	Yes	Yes	3	2
PWY-6416	Yes	No	3	1
PWY-6898	Yes	Yes	1	1
PWY-5913	Yes	Yes	8	5
PWY-7332	Yes	Yes	2	1
TRESYN-PWY	Yes	Yes	2	2
PWY-6992	Yes	No	5	2
GLYCOLYSIS	Yes	Yes	13	11
PWY-8491	Yes	No	3	1
PWY2PN3-14	Yes	No	4	1
PWY-7900	Yes	No	8	3
HOMOSER-THRESYN-PWY	Yes	Yes	2	1
DARABCAT-PWY	Yes	Yes	2	1
ARGSYNBSUB-PWY	Yes	Yes	10	7
PWY-8205	Yes	No	4	1
PWY-6519	Yes	Yes	8	7
REDCITCYC	Yes	Yes	9	5
PWY2DNV-2	Yes	Yes	2	1
PWY-7248	Yes	Yes	4	2
PWY-6123	Yes	Yes	6	5
PWY-6486	Yes	No	5	1
PWY0-1545	Yes	Yes	3	2
PWY-8523	Yes	No	11	1
PWY-66	Yes	Yes	1	1
PWY-8224	Yes	No	5	2
PWY-5837	Yes	Yes	7	2
PWY8J2-27	Yes	Yes	3	2
PWY-8276	Yes	Yes	2	1
PWY-8525	Yes	Yes	8	6
PWY-6609	Yes	Yes	3	2
PWY-6839	Yes	Yes	3	3
PWY-7626	Yes	No	8	1
PWY-3801	Yes	Yes	5	3
PWY-8088	Yes	Yes	4	3
DTDPRHAMSYN-PWY	Yes	Yes	4	4
PWY-3661	Yes	No	6	2
PWY-7312	Yes	Yes	4	2
PWY-1881	Yes	Yes	1	1
PWY-7419	Yes	No	10	1
PWY-8189	Yes	Yes	2	2
PWY-6588	Yes	No	5	1
PWY-8195	Yes	No	6	1
PWY-6722	Yes	No	5	1
PWY-8275	Yes	Yes	1	1
PWY0-1329	Yes	Yes	2	1
TRYPDEG-PWY	Yes	Yes	1	1
ASPARAGINE-BIOSYNTHESIS	Yes	Yes	1	1
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	Yes	Yes	4	1
PYRUVDEHYD-PWY	Yes	No	3	1
PWY-7530	Yes	No	7	2
PWY0-1477	Yes	No	5	2
PWY-8586	Yes	Yes	4	1
PWY-8067	Yes	Yes	4	2
PWY-6471	Yes	Yes	5	3
PWY-7991	Yes	Yes	5	3
PWY-7003	Yes	Yes	6	6
PWY-6147	Yes	Yes	5	3
PWY-6507	Yes	No	5	2
PWY-6467	Yes	Yes	4	4
PWY-8279	Yes	Yes	9	5
PWY0-823	Yes	Yes	2	1
PWY-4101	Yes	Yes	2	1
GLNSYN-PWY	Yes	Yes	1	1
PWY-7961	Yes	Yes	3	2
PWY-5485	Yes	Yes	4	3
PWY-8248	Yes	No	3	1
PWY-6661	Yes	Yes	2	2
PWY-8209	Yes	No	4	1
PWY-5855	Yes	No	8	1
PWY0-1546	Yes	Yes	3	2
PWY-6611	Yes	No	3	1
PWY-5188	Yes	No	6	2
PWY-1341	Yes	No	4	1
PWY-8465	Yes	Yes	2	1
PWY-8233	Yes	No	5	2
PWY-7646	Yes	Yes	4	2
PWY-8198	Yes	No	6	1
PWY-8246	Yes	Yes	2	2
PWY-6893	Yes	Yes	2	2
PWY-8272	Yes	No	5	1
PWY-8212	Yes	No	6	1
PWY-7315	Yes	Yes	4	2
PWY-7997	Yes	Yes	1	1
PWY-7027	Yes	No	4	1
PWY-6892	Yes	Yes	6	4
PWY-8560	Yes	Yes	6	4
PWY-7197	Yes	Yes	4	1
GLYSYN-THR-PWY	Yes	Yes	1	1
PWY2PN3-2	Yes	Yes	2	1
PWY-1269	Yes	Yes	4	4
PWY-7985	Yes	No	4	1
KDOSYN-PWY	Yes	Yes	2	2
PWY-7102	Yes	No	6	2
PWY-4341	Yes	Yes	1	1
PWY-5143	Yes	Yes	1	1
PWY1YI0-8	Yes	Yes	2	1
PWY-5856	Yes	No	8	1
PWY-6389	Yes	Yes	2	1
SALVPURINE2-PWY	Yes	Yes	2	1
PWY-8049	Yes	No	7	1
XYLCAT-PWY	Yes	Yes	2	2
PWY-5057	Yes	No	3	1
PWY-7376	Yes	Yes	9	5
PWY-5973	Yes	Yes	5	4
PWY-6834	Yes	No	4	1
PWY-8047	Yes	No	7	1
VALDEG-PWY	Yes	No	8	1
PWY-6703	Yes	Yes	4	4
PWY-5663	Yes	Yes	3	2
PWY-8032	Yes	No	8	1
PWY0-1295	Yes	Yes	2	1
PWY-8138	Yes	Yes	2	1
P542-PWY	Yes	Yes	1	1
PWY-6599	Yes	Yes	2	1
PWY-3561	Yes	No	3	1
PWY2G6Z-2	Yes	Yes	6	6
PWY1YI0-2	Yes	No	3	1
PWY-7111	Yes	Yes	5	3
PWY-7539	Yes	Yes	5	3
PWY-7573	Yes	Yes	2	1
PWY-5783	Yes	Yes	1	1
PWY-1801	Yes	Yes	3	1
PWY0-43	Yes	No	3	1
PEPTIDOGLYCANSYN-PWY	Yes	Yes	4	2
PWY-8549	Yes	Yes	3	1
PWY-7886	Yes	No	3	1
PWY-4361	Yes	No	7	1
PWY-6683	Yes	No	3	1
PWY-6139	Yes	Yes	3	1
PWY-5484	Yes	Yes	11	10
PWY-8294	Yes	Yes	2	1
PWY-8075	Yes	No	3	1
RUMP-PWY	Yes	Yes	6	4
GLYCLEAV-PWY	Yes	Yes	3	3
PWY-6672	Yes	No	8	1
PWY0-1301	Yes	Yes	1	1
PWY-5892	Yes	Yes	2	2
PWY0-1353	Yes	Yes	2	1
PWY-7318	Yes	No	5	2
PWY-7964	Yes	Yes	3	3
PWY2B4Q-7	Yes	Yes	2	1
PWY-6682	Yes	Yes	10	2
PWY-8184	Yes	No	3	1
GLUDEG-II-PWY	Yes	No	3	1
PWY-5994	Yes	Yes	5	1
PWY-8185	Yes	No	3	1
PWY-7805	Yes	Yes	8	3
PWY-6897	Yes	Yes	3	2
ARGSYN-PWY	Yes	Yes	4	3
PWY0-1182	Yes	Yes	2	1
KDO-NAGLIPASYN-PWY	Yes	No	3	1
DISSULFRED-PWY	Yes	No	4	1
PWY-7347	Yes	No	3	1
PWY0-1261	Yes	Yes	13	7
PWY-8232	Yes	No	5	2
PWY-8199	Yes	No	7	1
NAD-BIOSYNTHESIS-II	Yes	Yes	3	2
PWY-6461	Yes	Yes	2	1
PWY-5740	Yes	Yes	2	1
PWY2B4Q-6	Yes	Yes	2	2
PWY-6163	Yes	Yes	5	5
PWY-6906-1	Yes	No	8	1
PWY-7336	Yes	Yes	2	1
PWYQT-4429	Yes	Yes	2	1
GALACTARDEG-PWY	Yes	Yes	4	2
SALVADEHYPOX-PWY	Yes	Yes	4	2
PWY0-1533	Yes	No	5	1
PWY-7972	Yes	Yes	3	2
PWY-5101	Yes	Yes	7	4
PWY-8219	Yes	No	6	2
PWY-8284-1	Yes	Yes	2	1
PWY-7820	Yes	Yes	6	2
PWY185E-1	Yes	No	8	1
PWY2B4Q-2	Yes	No	3	1
PWY-5046	Yes	No	3	1
SERDEG-PWY	Yes	Yes	1	1
PWY-43	Yes	Yes	3	3
ILEUDEG-PWY	Yes	No	6	1
DAPLYSINESYN-PWY	Yes	Yes	9	7
PWY3O-1743	Yes	Yes	2	1
PWY0-662	Yes	Yes	1	1
PWY-7330	Yes	Yes	2	1
PWY-7220	Yes	Yes	3	2
ANAGLYCOLYSIS-PWY	Yes	Yes	11	10
PWY-5120	Yes	Yes	1	1
PWY-7953	Yes	Yes	8	6
PWY-6470	Yes	Yes	7	3
PWY-8431	Yes	No	4	1
PWY-1861	Yes	Yes	8	6
PWY490-4	Yes	Yes	4	2
PWY-5151	Yes	Yes	2	1
PWY-7815	Yes	Yes	12	3
CYSTSYN-PWY	Yes	Yes	2	2
PWY-6122	Yes	Yes	5	4
METHIONINE-DEG1-PWY	Yes	No	3	1
PWY-881	Yes	Yes	2	1
PWY-7657	Yes	No	5	2
PWY-8222	Yes	Yes	5	2
PWY-7328	Yes	Yes	2	1
PWY-5437	Yes	Yes	6	4
PWY-8291	Yes	Yes	2	1
PWY-6572	Yes	Yes	7	3
PYRIDNUCSAL-PWY	Yes	No	7	3
PWY0-501	Yes	Yes	2	2
PWY-6613	Yes	Yes	2	2
PWY-8280	Yes	Yes	6	3
PWY-8352	Yes	Yes	5	4
PWY0-301	Yes	No	5	1
P121-PWY	Yes	Yes	2	2
PWY-7187	Yes	Yes	7	3
PWY-6938-1	Yes	Yes	2	2
PWY-4381	Yes	Yes	3	3
HISTSYN-PWY	Yes	Yes	9	8
PWY-8566	Yes	Yes	1	1
HISDEG-PWY	Yes	Yes	4	3
PWY-8188	Yes	Yes	2	2
PWY-8012	Yes	No	17	1
PWY-8040	Yes	Yes	9	1
PWY-8208	Yes	No	4	1
ALANINE-VALINESYN-PWY	Yes	Yes	1	1
PWY-7396	Yes	Yes	8	1
ALACAT2-PWY	Yes	Yes	3	2
