	Naive	MinPath	Total families	Families found
PWY-6120	Yes	No	4	1
PWY-7562	Yes	No	7	1
PWY0-1608	Yes	Yes	3	2
GLYCOCAT-PWY	Yes	No	7	2
PWY0-1582	Yes	Yes	2	1
PWY-5785	Yes	Yes	2	2
PWY-2161	Yes	Yes	3	3
PWY-4261	Yes	Yes	2	1
PWY-5940	Yes	No	11	1
PWY-8004	Yes	Yes	7	4
PWY-7226	Yes	Yes	2	1
PWY0-1324	Yes	Yes	3	1
PWY0-1587	Yes	Yes	3	2
PWY-7254	Yes	No	9	1
GLUCONEO-PWY	Yes	Yes	13	7
GLUCOSE1PMETAB-PWY	Yes	No	5	2
PROSYN-PWY	Yes	No	3	1
ARGDEG-III-PWY	Yes	Yes	3	1
PWY-6383	Yes	No	5	1
PWY-8060	Yes	Yes	3	2
PWY-7819	Yes	No	7	1
PWY-7854	Yes	No	13	1
PWY-6906	Yes	No	7	2
PWY-6964	Yes	Yes	2	1
PWY-8462	Yes	Yes	1	1
PWY-4621-1	Yes	Yes	2	1
PWY0-166	Yes	Yes	10	4
PWY0-1319	Yes	Yes	4	3
PWY-7791	Yes	Yes	6	2
FUCCAT-PWY	Yes	Yes	4	1
PWY0-1021	Yes	Yes	1	1
NONOXIPENT-PWY	Yes	Yes	4	3
PWY-8277	Yes	No	6	2
TREDEGLOW-PWY	Yes	Yes	2	1
PWY-8480	Yes	No	10	3
P164-PWY	Yes	No	13	2
PWY-7077	Yes	No	5	1
PWY-5653	Yes	Yes	3	2
COLANSYN-PWY	Yes	Yes	1	1
PWY4FS-8	Yes	Yes	2	1
PWY-8532	Yes	No	5	1
P124-PWY	Yes	Yes	15	9
PWY2DNV-11	Yes	Yes	3	1
PWY-7817	Yes	Yes	15	3
PWY-8289	Yes	No	5	2
P21-PWY	Yes	Yes	2	2
PYRIDNUCSYN-PWY	Yes	No	6	2
PWY-7761	Yes	No	5	2
PWY-8178	Yes	Yes	5	4
PWY-7909	Yes	Yes	3	2
NONMEVIPP-PWY	Yes	Yes	8	3
PWY-7816	Yes	No	13	1
PWY66-366	Yes	Yes	2	2
PWY-1622	Yes	No	10	3
PWY-5480	Yes	Yes	3	3
PWY-7902	Yes	No	5	2
PWY-7884	Yes	No	4	1
PWY-6154	Yes	No	3	1
1CMET2-PWY	Yes	Yes	9	5
PWY-8264	Yes	No	3	1
PWY-5041	Yes	No	3	1
PWY-6898	Yes	Yes	1	1
PWY-5913	Yes	No	8	1
PROUT-PWY	Yes	Yes	2	2
PWY-6992	Yes	No	5	1
GLYCOLYSIS	Yes	Yes	13	8
PWY-7900	Yes	No	8	1
DARABCAT-PWY	Yes	Yes	2	1
PWY-7645	Yes	Yes	2	1
ARGSYNBSUB-PWY	Yes	No	10	1
REDCITCYC	Yes	No	9	1
PWY-6123	Yes	No	6	1
PWY0-1545	Yes	No	3	1
PWY-8523	Yes	No	11	1
PWY8J2-27	Yes	Yes	3	2
PWY-6609	Yes	Yes	3	3
PWY-7626	Yes	No	8	1
PWY-3801	Yes	No	5	2
PWY-3661	Yes	No	6	1
PWY0-1329	Yes	Yes	2	1
PYRUVDEHYD-PWY	Yes	No	3	1
PWY0-1477	Yes	Yes	5	3
PWY-6471	Yes	Yes	5	3
PWY-7003	Yes	Yes	6	5
PWY-6507	Yes	No	5	1
GLNSYN-PWY	Yes	Yes	1	1
PWY-5485	Yes	Yes	4	2
PWY-8248	Yes	No	3	1
PWY-6611	Yes	Yes	3	2
PWY-8029	Yes	No	7	1
PWY-6892	Yes	No	6	2
PWY-8560	Yes	No	6	1
PWY-7197	Yes	Yes	4	1
GLYSYN-THR-PWY	Yes	Yes	1	1
PWY2PN3-2	Yes	Yes	2	1
PWY-6012	Yes	Yes	2	1
PWY-1269	Yes	Yes	4	3
PWY-7102	Yes	No	6	2
PWY1YI0-8	Yes	Yes	2	1
SALVPURINE2-PWY	Yes	Yes	2	1
PWY-5057	Yes	No	3	1
ENTBACSYN-PWY	Yes	Yes	1	1
PWY-6599	Yes	Yes	2	1
PWY-3561	Yes	No	3	1
PWY1YI0-2	Yes	No	3	1
PWY-7111	Yes	No	5	1
PEPTIDOGLYCANSYN-PWY	Yes	Yes	4	2
PWY-7886	Yes	No	3	1
PWY-6139	Yes	Yes	3	1
PWY-5484	Yes	Yes	11	7
PWY-8294	Yes	Yes	2	1
RUMP-PWY	Yes	No	6	1
GLYCLEAV-PWY	Yes	No	3	1
PWY-7425	Yes	Yes	3	1
PWY0-1353	Yes	Yes	2	1
PWY-7805	Yes	No	8	1
PWY0-1182	Yes	Yes	2	1
PWY-7347	Yes	No	3	1
PWY0-1261	Yes	Yes	13	7
PWY-6163	Yes	Yes	5	2
PWY-6906-1	Yes	Yes	8	3
GALACTARDEG-PWY	Yes	No	4	1
SALVADEHYPOX-PWY	Yes	Yes	4	2
PWY-5046	Yes	No	3	1
PWY-43	Yes	No	3	1
PWY0-662	Yes	Yes	1	1
RHAMCAT-PWY	Yes	Yes	4	1
PWY-7220	Yes	Yes	3	2
ANAGLYCOLYSIS-PWY	Yes	Yes	11	8
PWY-5120	Yes	Yes	1	1
PWY-7953	Yes	Yes	8	5
PWY-6470	Yes	No	7	2
PWY-1861	Yes	Yes	8	5
PWY490-4	Yes	Yes	4	1
PWY-7815	Yes	No	12	1
METHIONINE-DEG1-PWY	Yes	No	3	1
ETOH-ACETYLCOA-ANA-PWY	Yes	Yes	2	2
PWY-7328	Yes	Yes	2	1
PWY-5437	Yes	No	6	2
PWY-8291	Yes	Yes	2	1
PWY-6572	Yes	Yes	7	1
PYRIDNUCSAL-PWY	Yes	No	7	2
PWY-6613	Yes	Yes	2	1
PWY-8352	Yes	No	5	2
PWY0-301	Yes	Yes	5	1
P121-PWY	Yes	Yes	2	2
PWY-7187	Yes	No	7	2
HISTSYN-PWY	Yes	Yes	9	2
PWY-8566	Yes	Yes	1	1
PWY-8040	Yes	Yes	9	1
PWY-7396	Yes	No	8	1
PWY-7356	Yes	Yes	7	2
PWY0-1466	Yes	Yes	2	1
PWY-7210	Yes	Yes	8	2
PHOSPHONOTASE-PWY	Yes	No	3	1
PWY-5493	Yes	Yes	2	1
PWY-7731	Yes	Yes	1	1
PWY0-1280	Yes	Yes	2	1
MANNCAT-PWY	Yes	Yes	2	1
PWY-6385	Yes	Yes	4	2
PWY-6012-1	Yes	Yes	1	1
PWY-7395	Yes	No	4	1
PWY-2201	Yes	No	13	5
PWY-5668	Yes	No	3	1
PWY-7684	Yes	Yes	2	1
PWY-5123	Yes	Yes	2	2
PWY-8377	Yes	No	8	1
PWY-8551	Yes	Yes	1	1
PWY-5941	Yes	No	6	2
AMMASSIM-PWY	Yes	No	3	1
PWY-6901	Yes	Yes	8	5
PWY-8508	Yes	Yes	2	1
PWY66-21	Yes	Yes	3	2
PWY-6556	Yes	Yes	2	1
PWY2O6K-7	Yes	Yes	2	1
PWY-5482	Yes	No	3	1
PWY-7177	Yes	Yes	2	1
GLUAMCAT-PWY	Yes	Yes	2	2
PWY0-1314	Yes	Yes	1	1
PWY0-1517	Yes	Yes	2	1
PWY-6700	Yes	Yes	4	2
PPGPPMET-PWY	Yes	Yes	4	1
PWY-6749	Yes	Yes	9	2
