pathway	1174R_0_M_S2_week9	160R_0_F_S2_week10	160R_L_F_S2_week10	2446R_0_F_S2_week9	3795R_R_F_S2_week10	3896R_0_M_S2_week10	3896R_L_M_S2_week10	3909R_R_M_S2_week10	S2_inocula	073R_0_M_S2_week5	073R_0_M_S2_week6	073R_0_M_S2_week7	073R_0_M_S2_week9	1067R_R_M_S2_week5	1067R_R_M_S2_week6	1067R_R_M_S2_week7	1067R_R_M_S2_week9	1152R_0_M_S2_week9	2404R_R_F_S2_week5	2404R_R_F_S2_week6	2404R_R_F_S2_week7	2404R_R_F_S2_week9	2446R_L_F_S2_week5	2446R_L_F_S2_week6	2446R_L_F_S2_week7	2446R_L_F_S2_week9	3795R_0_F_S2_week5	3795R_0_F_S2_week6	3795R_0_F_S2_week7	3795R_0_F_S2_week9	3909R_0_M_S2_week5	3909R_0_M_S2_week6	3909R_0_M_S2_week7	3909R_0_M_S2_week9	3918R_R_M_S2_week5	3918R_R_M_S2_week6	3918R_R_M_S2_week7	3918R_R_M_S2_week9	3969R_0_F_S2_week5	3969R_0_F_S2_week6	3969R_0_F_S2_week7	3969R_0_F_S2_week9	3980R_0_F_S2_week9	073R_R_M_S2_diabetes	073R_R_M_S2_Pellet_week9	073R_R_M_S2_week5	073R_S2_week21	1067R_0_M_S2_week5	1067R_0_M_S2_week9	1067R_L_M_S2_week5	1067R_L_M_S2_week9	1067R_R_M_S2_diabetes	1067R_S2_week27	1152R_0_M_S2_week5	1152R_L_M_S2_diabetes	1152R_L_M_S2_week5	1152R_L_M_S2_week9	1152R_R_M_S2_week5	1152R_R_M_S2_week9	1152R_S2_week28	1174R_0_M_S2_diabetes	1174R_0_M_S2_week5	1174R_S2_week14	2404R_0_F_S2_week5	2404R_0_F_S2_week9	2404R_L_F_S2_diabetes	2404R_L_F_S2_week5	2404R_L_F_S2_week9	2404R_S2_week14	2446R_0_F_S2_week5	2446R_L_F_S2_diabetes	2446R_R_F_S2_Pellet_week9	2446R_R_F_S2_week5	2446R_RL_F_S2_Pellet_week9	2446R_RL_F_S2_week5	2446R_S2_week15	2453R_0_F_S2_Pellet_week9	2453R_0_F_S2_week5	2453R_L_F_S2_diabetes	2453R_L_F_S2_Pellet_week9	2453R_L_F_S2_week5	2453R_R_F_S2_diabetes	2453R_R_F_S2_Pellet_week9	2453R_R_F_S2_week5	2453R_S2_week21	3795R_L_F_S2_week5	3795R_L_F_S2_week9	3880R_0_F_S2_week5	3880R_0_F_S2_week9	3880R_L_F_S2_week5	3880R_L_F_S2_week9	3880R_R_F_S2_week5	3880R_R_F_S2_week9	3880R_S2_week15	3909R_0_M_S2_diabetes	3909R_L_M_S2_diabetes	3909R_L_M_S2_week5	3909R_L_M_S2_week9	3909R_S2_week21	3918R_0_M_S2_diabetes	3918R_0_M_S2_week5	3918R_0_M_S2_week9	3918R_L_M_S2_week5	3918R_L_M_S2_week9	3918R_RL_M_S2_week5	3918R_RL_M_S2_week9	3918R_RR_M_S2_week5	3918R_RR_M_S2_week9	3918R_S2_week29	3969R_R_F_S2_diabetes	3969R_R_F_S2_Pellet_week9	3969R_R_F_S2_week5	3969R_S2_week18	3980R_0_F_S2_diabetes	3980R_0_F_S2_week5	3980R_L_F_S2_Pellet_week9	3980R_L_F_S2_week5	3980R_R_F_S2_diabetes	3980R_R_F_S2_Pellet_week9	3980R_R_F_S2_week5	3980R_S2_week14	S2_defined_inocula	048R_S2_R_Female_week5	048R_S2_R_Female_week9	1050R_S2_L_Male_week5	1050R_S2_L_Male_week9	1050R_S2_R_Male_week5	1050R_S2_R_Male_week9	1050R_S2_RR_Male_week5	1050R_S2_RR_Male_week9	1127R_S2_0_Female_week5	1127R_S2_0_Female_week9	1127R_S2_R_Female_week5	1127R_S2_R_Female_week9	2514R_S2_L_Male_week5	2514R_S2_L_Male_week9	2514R_S2_R_Male_week5	2514R_S2_R_Male_week9	3995R_S2_0_Female_week5	3995R_S2_0_Female_week9	3995R_S2_L_Female_week5	3995R_S2_L_Female_week9	3995R_S2_R_Female_week5	3995R_S2_R_Female_week9	3995R_S2_RR_Female_week5	3995R_S2_RR_Female_week9	3997R_S2_L_Male_week5	3997R_S2_L_Male_week9	3997R_S2_R_Male_week5	3997R_S2_R_Male_week9	S2_mouse_inoculum
COMPLETE-ARO-PWY	0.0	0.0	0.01641159834923881	0.0	0.0	0.0	0.0	0.0	0.7154278948323182	0.0	0.0	0.0	0.0	0.0	1.6233999997606533e-10	0.9999999999594995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6479999999997624e-13	0.0	0.0	1.8068214632247695e-05	0.0	0.0	0.6229720708400576	3.889178507650038e-08	0.0	0.04388779424567696	0.0	2.7737296568270385e-06	0.0	2.863390634581852e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.927503304189643e-06	6.168525566683543e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.441022525853508e-05	0.0	0.0	0.9757704822748566	0.0	2.374494563762532e-05	0.0	1.1218399999889878e-11	7.99999999999993e-15	0.0	0.8894659707516928	0.0	0.0	0.9984886830318894	3.199999999999991e-15	0.0	0.0	0.850255101175794	0.0	0.0	0.0	0.0	1.1661110489271635e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.9856936746087323	0.9999996356227856	0.9999999999999942	0.9898460544576654	0.993326987308518	0.00016019354438531874	0.6319799417244125	0.0	0.0	0.0	0.09091052889660015	2.7427517741764815e-08	0.0	0.0	0.0	0.0	0.0	1.7599999999999727e-14	0.02745300179871042	0.0011241947134897734	0.999935827314399	0.0	0.0	0.0	1.119999999999989e-14	5.338741121818567e-07	0.0	0.9999992142915828	0.0037342239182225003	0.5157160411592472	0.0	0.0	7.223199999954348e-12	0.0	0.0	0.8010204224234813	6.399999999999964e-15	0.0	0.0	0.7726756532676347	0.0	0.957623997881652	0.0	0.2596880486816468	0.35397005327262804	8.943564920389726e-06	0.0	0.9999999999063014	1.3586442025359234e-05	0.00044357278739374275	0.0	2.703031999348892e-10	0.007728105959331126	0.9891346064103131	0.9962822507132477	3.999999999999984e-15	0.03476907298151786	0.9999999497370679	0.0	0.00010068586664016914	0.0	0.0	0.0	6.691679999608188e-11	0.8008250327932622
DAPLYSINESYN-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999455890279211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.999949130768261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999991313208865
DTDPRHAMSYN-PWY	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
FASYN-ELONG-PWY	0.8010067066718314	0.3875620790928254	0.022880429246410202	2.342310165980086e-06	1.0	0.5508809177576242	0.001907180284380254	6.920781351702651e-06	0.8011414142167919	0.0	4e-16	2.115999999999664e-13	0.0	8.732900342802338e-09	0.0	0.0	2.3999999999999956e-15	3.4677359990981104e-10	1.0	0.9990461136000314	0.002735978995316957	1.0	2.9691457338813005e-08	1.28995999998752e-11	0.0	2.091999999999672e-13	0.002130929670395734	2.932408343121798e-06	2.6268440282476775e-08	0.0	0.0	0.0	0.0	0.0	0.9999995113335577	0.0	0.0	0.0	1.7199999999999775e-14	2.8314367387223225e-07	2.2091199996339843e-10	1.0	1.062289515255065e-06	1.0	1.0	0.0	0.0	0.0	1.0	0.8787707824537216	4.3999999999999855e-15	1.0	0.9999999999999529	0.49597112274097716	1.0	1.0	0.5740585779661257	0.0	0.13175668025465873	8.526495751935633e-05	1.6039999999998072e-13	0.9987297740112591	0.0	0.016333138800803	0.0	1.0	0.9999999999490967	0.0	0.8008506244196162	0.9999999999999858	0.13987609449800115	1.0762827113121162e-08	0.9999995827486972	0.800884758921054	0.0	0.8009845837061039	2.1910627199432526e-07	0.8010053802919294	1.0	6.740475996592449e-10	1.0	0.9999996948602708	5.492799999977372e-12	0.9116588416060116	0.8010046000193759	0.004530800132102824	0.0	1.5279999999998247e-13	0.00012062485623729075	0.0	0.0	2.919999999999936e-14	0.0	6.782461980481608e-06	0.8009714641968259	1.0	0.0	0.0	0.8009632762577396	1.0	0.8248859836746008	0.00032720596661607956	0.030539996208135002	6.049985732568003e-05	0.0	0.0	0.0	0.9999740180539123	1.0	1.0	0.0	0.0	2.489828532556727e-06	0.0	0.0	0.0	0.0	1.0	1.0419999999991857e-12	1.0	0.8008300065408327	1.0	0.0	0.08302868802243923	0.0	0.0	9.079999999999383e-14	0.0	0.0	0.0	0.0	0.0	0.0003317186871552833	0.0	0.0	0.0	0.0	1.1999999999999988e-15	0.0	0.0	0.0	5.459079999776488e-11	0.0	0.0	0.0545120420474768	0.0	1.0	4.473799999849888e-11	0.00029062833410937094	0.0	1.0
FASYN-INITIAL-PWY	0.0069737729842907475	0.0	0.0	0.0	0.03628632277231273	0.0	0.0	0.0	0.7154751516852403	0.0	0.0	0.0	0.0	5.458054678226803e-09	0.0	0.0	1.4999999999999985e-15	0.0	0.9999999999997214	0.0	0.0	0.9997926392546869	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.152499999996011e-13	0.0	0.0	0.0	0.0	1.769640194932235e-07	0.0	0.2707378451019821	0.0	0.9999999990601628	0.0	0.0	0.0	0.0	0.9999999999164512	0.5556129134793486	0.0	1.0	8.858157495291983e-10	5.693400432350014e-06	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.9979691861735149	0.0	0.0002616193422619312	0.0	1.0	0.9999999999185547	0.0	6.242310263682367e-08	0.9999999909636874	2.7312149140681737e-05	0.0	4.922652498546048e-10	0.010488608119069022	0.0	0.0	0.0	0.0	0.9999805288600417	4.2127974989351403e-10	0.3918319305645809	0.9967232627808653	3.4328299504964146e-12	0.676037853025942	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.005367179897460293	0.0002045288252795409	0.01877277353687215	3.7813268715060876e-05	0.0	0.0	0.0	0.9999584295343086	1.0	0.9999999999992679	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.9999984897644577	0.0	0.0	0.0	0.0	5.3789243851986894e-14	0.0	0.0	0.0	0.0	0.0	0.00020724899968281734	0.0	0.0	0.0	0.0	7.499999999999997e-16	0.0	0.0	0.0	3.4119249999301524e-11	0.0	0.0	0.0004413241170169072	0.0	0.000415634575508166	2.7961249999530902e-11	5.999999999900912e-15	0.0	0.9999999997432149
FUCCAT-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.317507272846691e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.799999999916776e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7591963709251842e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9687999999980535e-12	0.0	0.0	0.0	1.5299999999998362e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.66933505367461e-05	0.0	1.569744543512633e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.401474748941274e-08	0.0	0.0	0.0	4.659999999999891e-14	0.0	0.0	0.0	0.025287710452549968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3961831990253362e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GALACTUROCAT-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19716273620204852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0651162206226094e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.083565317202046e-07	0.0	0.0	1.3539005606127368e-10	0.0	0.0	0.0	0.0	0.0	0.0	2.3373015873014317e-14	0.0	0.0	0.0	2.47901495088062e-10	0.0008578073272133623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4999999999999977e-16	0.0	0.0	0.0	1.5224994348551905e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.70022030296454e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.499999999999936e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.181164125339311e-05	0.0	0.0	0.0	0.30100306904429663	0.0	0.0	0.0	0.0	0.0	0.12961086684257964	0.0	0.0	0.0
GLUCOSE1PMETAB-PWY	0.0	0.0	0.0	0.0	0.9402875502671508	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.9997493651441436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011465892513644	0.0	0.5491856983921147	0.0	0.0	0.0	0.0	0.9979683009756181	0.6719905533601678	0.0	0.065046925892247	0.0	4.5339999999999997e-13	0.9991781307556084	9.940486925e-07	0.0	0.0	0.0	0.0	0.0	0.0002236942983042	0.0	0.0	0.0	1.0	0.011487860529048	0.0	0.0	0.0	0.999999999999893	0.0	2.80242010466e-05	0.0	0.0	0.0	0.0	0.0	7.5312444e-09	0.0	4.8235568e-09	0.0	0.0	5.12826e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999988098	0.0	0.0	0.0	0.0018492854194163998	2.1044e-11	0.0	2.79618e-11	0.0	0.0	0.0	0.0	0.0	0.0776213327301538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.73e-13	0.0	0.2041236214116802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9934799998144724	0.0	0.0	0.0	0.0
GLUTORN-PWY	0.9586407946261435	0.9999996601521066	0.9999999999993046	0.9999714721986056	0.060076011425803905	0.9999999959124132	0.9999996077375052	0.9999999999727749	0.5116042693242259	0.9999936819741272	0.9999998463089304	0.9999999802676705	0.999999999947681	0.9977048977468084	0.9263502163780974	0.9999999999999691	0.9994184332081452	0.9999969537715572	1.9381887705613816e-05	0.82294463018517	0.9999789469384057	0.000553345079199185	0.9999428563381509	0.9999968384074728	0.99994029404892	0.9999390053950737	0.9999983182849395	0.9999999731532897	0.999999997077629	0.9999982852278126	0.9999996787838784	0.999999999998955	0.999999967604668	0.9999995188600957	0.6263693165281197	0.9999758433099696	0.999999915369957	0.9999855107535546	0.999442637273615	0.9998562011251494	0.9999970485759173	0.6731799602366151	0.9999999952568166	0.625839300779623	0.7257794420247501	0.9999797066821394	0.9999999996747663	0.9986132559150045	0.01614298442335932	0.6264805538116908	0.9999999985588062	0.5900205776408831	0.7123857625387191	0.9999454179732832	0.03979985903056269	0.7184051588185895	0.9999999953446593	0.9961631780434496	0.9999959847548718	0.9999999999994292	0.9999999996430396	0.6264789467979782	0.9996141702184124	0.9999115707987025	0.9999998937077428	0.6264465057851306	0.6263882504451574	1.0	0.9999999908256716	0.7220961257800976	0.996390936166662	0.9999999820091057	0.6899932467921092	0.8015513664613679	0.9999852655306987	0.999869745414668	0.9999999998119142	0.9420131923407389	0.6262792369817713	0.998431929868978	0.7235418410251859	0.6979931746950855	0.9999916323619609	0.6265873929868117	0.9987286261281514	0.9999749353659289	0.9999990120927343	0.9999999606670673	0.9999999999999858	0.9999219155494782	0.9999999999999986	0.9999996969759543	0.9997570948345333	0.9999999547324292	0.9999706756616439	2.1692092293948127e-05	0.9998722210115576	0.9999998988335297	0.9999930060344437	0.6262636974673454	0.7746390065770253	0.9999790062957954	0.9622996752897298	0.9999998114256571	0.9999490455331265	0.9999999988280557	0.9998510652728643	0.6745151381794511	0.0014491723908951536	0.7264474159575545	0.9999999730073047	0.9997966461545097	0.9999999999726981	0.9999981143386372	0.9999911641235656	0.9999997726651093	0.9920264978133642	0.7820593197556579	0.999999997023259	0.6262075928630042	0.999959416105047	0.6264964296748401	0.9994498613894508	0.9999821943755509	0.9993788509663858	0.9999916621901841	0.9998030960449815	0.9999987445624219	0.9999813829576515	0.9996866164717226	0.9999999537371455	0.9999841500555668	0.995290170613349	0.9999999997751436	0.9984002791370381	0.9999999982202243	0.9998135954855442	0.9626859058647457	0.9999971585428364	0.9999999999976819	0.9974535300248576	0.6909833919833717	0.9999469238926881	0.9999998798398915	0.9996076318193284	0.999999999577906	0.6265084360585621	0.7269927004053822	0.9985983449418611	0.9999994186229912	0.6262096356813391
GLYCOCAT-PWY	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999965483	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999999991	1.0	1.0	1.0	1.0	1.0	0.999999999999998	1.0	1.0	1.0	1.0	1.0	0.9999999999950764	1.0	1.0	1.0	0.9999999999996572	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999999996	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999999989	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GLYCOGENSYNTH-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11923389303491279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.733410890179201e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.030032288470288503
HISTSYN-PWY	0.8344511879640931	0.9999919426343633	0.9999999999574788	0.9992542324091095	0.4397241822931813	0.9999987016795372	0.9999731547432825	0.99999996523114	3.909499999983342e-12	0.9997127763238617	0.9999821779374843	0.9999984068188875	0.9999999391470582	0.9450959258036484	0.7169649870893375	0.9999999997941039	0.9719945434160648	0.9999409164836706	0.2049259998226145	0.6068693890944793	0.9998382114878964	0.36112496554879925	0.999579639859158	0.9999308128767168	0.9977771876613115	0.9985310741870864	0.999974261762548	0.9999993409816189	0.9999999045938833	0.9999286915337376	0.9992664304238329	0.9999999977644833	0.999998603982533	0.9998132260307003	0.2626529325382426	0.9988049140742085	0.999994878231799	0.9989347182417518	0.9932902041114572	0.9942862407457819	0.9995816817042245	0.2943265658522576	0.9999997692739353	0.10196752670770705	0.40832565054850223	0.9997054212623847	0.9999993274842126	0.9690942697872322	0.18861409472394466	0.15541299947250037	0.9999987836237657	0.1592176034049478	0.11431522853051855	0.9936445700442856	0.06791595663134423	0.1590449505732254	0.9999997848512044	0.9260637062207129	0.9999282807812804	0.9999999947577008	0.9999995132802555	0.2379240326259465	0.9692597294909681	0.9973938730674504	0.9999876423099132	0.09623359547011208	0.0060253124708645415	0.9999999999999989	0.9999670919550441	0.4398371524629439	0.8990735228682593	0.9999994839012083	0.48055141114880434	0.4195369064049985	0.9981801239057941	0.9976327823914732	0.999999973656493	0.8405252813288893	0.18692467437755905	0.9642116061922961	0.42019714093870697	0.1388190358132454	0.9998427296048292	0.32498399874454026	0.9820499598710931	0.9995006435023247	0.9999794517537428	0.9999955098286707	0.9999999999995507	0.9982123922984016	0.9999999999881284	0.9999883413631331	0.9946682814829299	0.9999962358540712	0.9922405360552482	0.032714307969745796	0.9967382558613054	0.9999377082581105	0.9986761283832738	0.023203571577057932	0.5308273688208307	0.9996909029750104	0.7338227988751229	0.9999635711356933	0.9967089513001283	0.9999999206869581	0.9911695696889197	0.2859063434082773	0.03967781168640365	0.02167244913585856	0.9999730151961754	0.9898785022045786	0.999999977286098	0.999281355519604	0.9988023879144793	0.9999954647700603	0.8947671159282671	0.3997113908009154	0.9999996534964216	0.2619094201125948	0.998243076279916	4.5108079773308005e-08	0.9823469228596383	0.9982500387576876	0.9631495433985718	0.9982945998870494	0.9953818811606752	0.9998452328264572	0.9983760119859572	0.9830090454460104	0.9999696842651856	0.987826091963775	0.9107235591443148	0.9999683313763917	0.960661256860621	0.9999965249422286	0.9729186357499017	0.44790326881484144	0.9991292221728437	0.9999999826666234	0.9467604115985455	0.20221202940647082	0.9985204734268696	0.9996425723263335	0.9925760138326571	0.9999974327382938	0.35852380000320744	0.2574476843385439	0.960910310384295	0.999923919593888	1.75e-16
ILEUSYN-PWY	0.9779634543768623	0.9999998677948972	0.9999999999998619	0.9999913804968817	0.7534516324140133	0.9999999992567783	0.9999998547413356	0.9999999999928726	0.6286444155104566	0.9999996352050057	0.9999999815608426	0.99999999649128	0.9999999999932165	0.9993464291095687	0.9498104098316327	0.9999999999999996	0.9998219099489224	0.9999988133795327	0.7062623710656022	0.886873112282113	0.9999940443992943	0.7145177145922964	0.9999843397019733	0.9999994897319154	0.9999746366692445	0.9999823553852031	0.9999993804220304	0.9999999974648688	0.9999999992542672	0.9999995676478208	0.9999999902363045	0.9999999999999811	0.9999999883517162	0.9999997795797022	0.8145737362145236	0.9999947056278405	0.9999999798201862	0.999996256508178	0.9997990574439897	0.9999623273216648	0.9999991912497975	0.7550539493017144	0.9999999992231323	0.72293622018895	0.8350852693737039	0.9999933613550975	0.9999999998489031	0.9996584818337052	0.7115244890721465	0.7841970805422184	0.9999999997992357	0.7042845198079096	0.765937538057022	0.9999924501683102	0.6881462247762147	0.867795271563474	0.9999999995910178	0.9986508492612484	0.9999992435195988	0.9999999999998215	0.9999999999404316	0.7304113213155161	0.9999492736947154	0.999989485856915	0.9999999808047412	0.7089367566210604	0.8236220777268776	1.0	0.9999999967471924	0.831754048589416	0.9985866993411712	0.9999999968766362	0.7804035900500185	0.8801836732969431	0.9999998923178783	0.9999260764217696	0.9999999999506914	0.9691666733331434	0.7156096630457902	0.9989137127563884	0.8318020260492361	0.7931545316011462	0.9999971700810009	0.7468981128815347	0.9991945565811406	0.9999926482909324	0.9999997010554119	0.9999999937705333	0.9999999999999996	0.9999728004977158	1.0	0.9999999708136555	0.9999078523342321	0.9999999796619947	0.9999825431594286	0.6789972418519501	0.9999923347275418	0.9999999671483901	0.999996109711018	0.7168545957279049	0.903218049947396	0.9999929768399914	0.9884336768898675	0.9999999311241864	0.9999999234353872	0.9999999997491533	0.9999984619878404	0.7545934431641093	0.6997328243187834	0.7963321749353082	0.9999999930127341	0.9999807363596213	0.9999999999838467	0.9999991980851926	0.9999985351785091	0.99999994143546	0.9973632755009172	0.8185679011946055	0.9999999994872344	0.7456666742501658	0.9999866078868159	0.7578743083103627	0.999914261422355	0.9999951313185447	0.9998705352226424	0.9999971850834831	0.9999221874879024	0.9999996267381982	0.9999925790991329	0.9999119833819414	0.9999999925315685	0.9999924388303395	0.9985468561592133	0.9999999999550724	0.9995803344278252	0.9999999997616156	0.9999844231618475	0.9802369267975136	0.9999997096809311	0.9999999999998643	0.999383794099879	0.7600467026016986	0.9999943151364162	0.9999999882715779	0.9999307158728151	0.9999999999479869	0.7719582370347214	0.8168604261169868	0.99977272626596	0.9999998772199965	0.7582335497098517
