pathway	048R_S2_R_Female_week5	048R_S2_R_Female_week9	073R_0_M_S2_week5	073R_0_M_S2_week6	073R_0_M_S2_week7	073R_0_M_S2_week9	073R_R_M_S2_Pellet_week9	073R_R_M_S2_diabetes	073R_R_M_S2_week5	073R_S2_week21	1050R_S2_L_Male_week5	1050R_S2_L_Male_week9	1050R_S2_RR_Male_week5	1050R_S2_RR_Male_week9	1050R_S2_R_Male_week5	1050R_S2_R_Male_week9	1067R_0_M_S2_week5	1067R_0_M_S2_week9	1067R_L_M_S2_week5	1067R_L_M_S2_week9	1067R_R_M_S2_diabetes	1067R_R_M_S2_week5	1067R_R_M_S2_week6	1067R_R_M_S2_week7	1067R_R_M_S2_week9	1067R_S2_week27	1127R_S2_0_Female_week5	1127R_S2_0_Female_week9	1127R_S2_R_Female_week5	1127R_S2_R_Female_week9	1152R_0_M_S2_week5	1152R_0_M_S2_week9	1152R_L_M_S2_diabetes	1152R_L_M_S2_week5	1152R_L_M_S2_week9	1152R_R_M_S2_week5	1152R_R_M_S2_week9	1152R_S2_week28	1174R_0_M_S2_diabetes	1174R_0_M_S2_week5	1174R_0_M_S2_week9	1174R_S2_week14	160R_0_F_S2_week10	160R_L_F_S2_week10	2404R_0_F_S2_week5	2404R_0_F_S2_week9	2404R_L_F_S2_diabetes	2404R_L_F_S2_week5	2404R_L_F_S2_week9	2404R_R_F_S2_week5	2404R_R_F_S2_week6	2404R_R_F_S2_week7	2404R_R_F_S2_week9	2404R_S2_week14	2446R_0_F_S2_week5	2446R_0_F_S2_week9	2446R_L_F_S2_diabetes	2446R_L_F_S2_week5	2446R_L_F_S2_week6	2446R_L_F_S2_week7	2446R_L_F_S2_week9	2446R_RL_F_S2_Pellet_week9	2446R_RL_F_S2_week5	2446R_R_F_S2_Pellet_week9	2446R_R_F_S2_week5	2446R_S2_week15	2453R_0_F_S2_Pellet_week9	2453R_0_F_S2_week5	2453R_L_F_S2_Pellet_week9	2453R_L_F_S2_diabetes	2453R_L_F_S2_week5	2453R_R_F_S2_Pellet_week9	2453R_R_F_S2_diabetes	2453R_R_F_S2_week5	2453R_S2_week21	2514R_S2_L_Male_week5	2514R_S2_L_Male_week9	2514R_S2_R_Male_week5	2514R_S2_R_Male_week9	3795R_0_F_S2_week5	3795R_0_F_S2_week6	3795R_0_F_S2_week7	3795R_0_F_S2_week9	3795R_L_F_S2_week5	3795R_L_F_S2_week9	3795R_R_F_S2_week10	3880R_0_F_S2_week5	3880R_0_F_S2_week9	3880R_L_F_S2_week5	3880R_L_F_S2_week9	3880R_R_F_S2_week5	3880R_R_F_S2_week9	3880R_S2_week15	3896R_0_M_S2_week10	3896R_L_M_S2_week10	3909R_0_M_S2_diabetes	3909R_0_M_S2_week5	3909R_0_M_S2_week6	3909R_0_M_S2_week7	3909R_0_M_S2_week9	3909R_L_M_S2_diabetes	3909R_L_M_S2_week5	3909R_L_M_S2_week9	3909R_R_M_S2_week10	3909R_S2_week21	3918R_0_M_S2_diabetes	3918R_0_M_S2_week5	3918R_0_M_S2_week9	3918R_L_M_S2_week5	3918R_L_M_S2_week9	3918R_RL_M_S2_week5	3918R_RL_M_S2_week9	3918R_RR_M_S2_week5	3918R_RR_M_S2_week9	3918R_R_M_S2_week5	3918R_R_M_S2_week6	3918R_R_M_S2_week7	3918R_R_M_S2_week9	3918R_S2_week29	3969R_0_F_S2_week5	3969R_0_F_S2_week6	3969R_0_F_S2_week7	3969R_0_F_S2_week9	3969R_R_F_S2_Pellet_week9	3969R_R_F_S2_diabetes	3969R_R_F_S2_week5	3969R_S2_week18	3980R_0_F_S2_diabetes	3980R_0_F_S2_week5	3980R_0_F_S2_week9	3980R_L_F_S2_Pellet_week9	3980R_L_F_S2_week5	3980R_R_F_S2_Pellet_week9	3980R_R_F_S2_diabetes	3980R_R_F_S2_week5	3980R_S2_week14	3995R_S2_0_Female_week5	3995R_S2_0_Female_week9	3995R_S2_L_Female_week5	3995R_S2_L_Female_week9	3995R_S2_RR_Female_week5	3995R_S2_RR_Female_week9	3995R_S2_R_Female_week5	3995R_S2_R_Female_week9	3997R_S2_L_Male_week5	3997R_S2_L_Male_week9	3997R_S2_R_Male_week5	3997R_S2_R_Male_week9	S2_defined_inocula	S2_inocula	S2_mouse_inoculum
P161-PWY	3777.351666666667	1851.9316666666666	3251.5716666666663	2624.8641666666667	2842.3958333333335	2899.2308333333335	2447.0074999999997	2280.1008333333334	2633.915	2440.9975000000004	3919.049166666667	3207.266666666667	3065.524166666667	3965.4633333333336	2420.148333333333	2823.9908333333333	3628.375	2252.6450000000004	3217.7375	2399.346666666667	1554.9008333333334	3535.5608333333334	3139.82	2559.8616666666667	2807.355	2034.8808333333332	3852.3533333333335	2783.790833333333	3467.565833333333	4164.578333333333	4329.450833333333	2794.8925	2465.9025000000006	3506.046666666667	1975.0858333333333	2807.2274999999995	1440.6458333333335	2163.1158333333333	3146.643333333333	3110.38	1804.715	3405.79	1414.94	1543.5183333333334	3105.9175	1971.3300000000002	4088.7691666666674	4222.825833333333	2024.6550000000002	3073.836666666667	1875.25	1442.3133333333335	1624.375	2763.293333333334	2742.309166666667	2272.9225	5816.4475	1590.6658333333335	2099.2483333333334	2524.1508333333336	1843.09	3198.7783333333336	3858.1150000000002	1699.0816666666667	2911.6541666666667	1981.2325	2268.933333333334	1697.8691666666668	2878.491666666667	3668.3841666666667	2889.7183333333332	1991.28	2741.4375	3214.28	2594.7683333333334	2429.5550000000003	5374.954166666666	3120.069166666667	5863.6275000000005	2239.8841666666667	1794.9083333333335	2175.0074999999997	2456.5891666666666	2864.4866666666667	2112.5583333333334	2082.3799999999997	4783.7175	2274.0858333333335	3509.750833333334	3379.2950000000005	3615.6725	3116.319166666667	1869.5433333333335	1790.2425	1908.554166666667	1979.3541666666665	5819.314166666667	4024.676666666667	2602.289166666667	2729.2500000000005	3022.596666666667	2978.400833333333	2117.1066666666666	1734.3799999999999	1801.9708333333335	2960.3458333333333	3049.8575	1151.5516666666667	3296.8983333333335	2133.5033333333336	3774.1316666666667	1693.6325000000002	4622.191666666667	1674.6008333333334	3593.2833333333333	3491.635	3155.840833333333	1785.4366666666667	2285.5741666666668	2184.595	2345.1933333333336	2054.9258333333332	2005.1066666666666	2823.5541666666663	3087.7125	4069.0033333333336	2138.6991666666668	4421.88	3251.469166666667	2273.8008333333332	2678.8708333333334	4083.4816666666666	2972.4716666666664	2745.7308333333335	4070.8233333333333	2243.1258333333335	6776.283333333333	3408.6183333333333	4482.21	4011.0241666666666	3557.815	5927.741666666667	3861.561666666667	4969.915	3003.0025	4446.255833333334	4946.163333333334	2221.5341666666664	7591.4475	7610.749166666667	12575.410833333333
P163-PWY	279.17793103448275	459.5917241379311	346.4772413793104	523.0344827586207	548.9710344827587	435.3103448275863	470.06896551724145	342.0744827586207	370.75862068965523	437.5117241379311	774.0744827586208	514.2124137931036	470.06896551724145	683.5862068965519	355.86206896551727	393.38482758620694	467.30482758620695	498.7531034482759	190.34482758620692	442.4772413793104	359.1724137931035	455.1724137931035	641.0979310344828	564.96	422.6151724137932	369.6496551724139	588.6951724137932	446.89655172413796	478.344827586207	1022.896551724138	347.58620689655174	649.3737931034483	484.96551724137936	398.89655172413796	286.3448275862069	253.7875862068966	288.5462068965518	376.8331034482759	244.4193103448276	360.82758620689657	318.9020689655173	560.5572413793104	266.4827586206897	381.23586206896556	316.1379310344828	365.79310344827593	318.9020689655173	478.344827586207	740.9710344827587	323.8675862068966	385.65517241379314	305.6606896551724	362.4827586206897	598.6262068965518	449.6606896551725	396.6951724137931	377.9255172413794	259.86206896551727	334.3448275862069	401.66068965517246	234.48827586206897	651.5917241379311	350.89655172413796	302.89655172413796	480.00000000000006	340.96551724137936	285.7986206896552	256.55172413793105	679.7296551724139	528.5462068965518	317.24689655172415	338.7641379310345	375.72413793103453	256.55172413793105	349.7875862068966	318.33931034482765	561.6496551724139	417.1034482758621	854.6151724137933	397.7875862068966	278.0689655172414	350.35034482758624	480.5462068965518	373.5227586206897	378.488275862069	461.2468965517242	372.9600000000001	594.7531034482759	323.8675862068966	502.6262068965518	332.68965517241384	575.4537931034483	238.89103448275867	233.37931034482762	360.28137931034485	401.0979310344828	510.90206896551734	569.3793103448277	369.6496551724139	557.7931034482759	552.281379310345	348.1324137931035	388.96551724137936	269.7931034482759	333.7986206896552	406.62620689655176	441.93103448275866	320.55724137931037	376.27034482758626	506.4827586206897	318.33931034482765	496.0055172413794	372.9600000000001	388.96551724137936	369.6496551724139	545.0979310344828	561.1034482758621	372.4137931034483	385.65517241379314	328.27034482758626	305.6606896551724	404.40827586206905	493.7875862068966	442.4772413793104	510.90206896551734	504.2813793103449	337.65517241379314	327.72413793103453	455.1724137931035	304.55172413793105	510.3393103448276	679.1668965517242	386.2013793103449	658.7586206896552	502.6262068965518	485.5117241379311	581.5117241379311	384.5462068965518	412.1379310344828	591.4427586206897	311.1724137931035	737.0979310344828	380.1434482758621	765.7986206896553	365.79310344827593	886.6262068965517	716.1434482758622	305.6606896551724	2182.626206896552	1142.6151724137933	3801.931034482759
P164-PWY	1198.920023831093	681.1057545560643	884.8837475209951	675.9973100245656	803.597674020028	1304.1592455663558	888.6146903998238	1106.2030817194297	430.6745374564389	675.118000636584	895.1873238172188	969.740372483249	819.7466191677073	1091.6376849562146	488.96767703972125	1123.0934676688785	820.013954247566	697.9820622056819	697.6107533726711	623.6271233748746	600.5110871712003	739.1821903386137	683.9220200932025	705.8322495082798	824.0661214896065	658.0168213239315	736.1440401864049	969.830088387239	749.5232230737213	1083.4131340335757	923.0710435896809	767.5046837891439	1300.2060450995275	774.8774257522709	661.1731353393891	640.2145524732921	428.34883578581395	682.2763908952167	945.1699067159612	689.1626635327148	606.7447738902628	1210.668932252773	362.4276179516686	570.5926352128885	571.9670616751953	765.4185205135111	808.2206171600193	1384.9871883390872	789.0134278415721	797.3259979270215	331.73005492577266	207.43279631760646	671.5183197447135	744.6860849268337	719.8875572313493	758.0480351590236	3242.011018616001	430.66451778762575	419.50941654628707	846.1254160239616	765.3281157929961	1225.2247002750369	1175.8274408507375	689.3385214928712	785.836715389826	652.7569628414498	729.5391490993968	326.7145614507586	1219.7926768356879	1409.4040822988843	632.3333521043998	785.9584424911654	1275.0928873980854	775.1011621738528	914.0508393931233	850.6768226297447	1379.2643570093612	1157.7974879416302	1451.025220151964	576.8078120281729	648.4341078438574	701.1166083131341	912.0809310448956	667.1290404720517	779.4704951480874	866.5649878804202	624.7929396306181	687.0013507006505	769.5745513307054	1090.183782614728	367.7464902186422	878.0413999951032	531.4615307396616	477.505695794465	337.88895281933264	851.6374711292838	1520.9670061781294	702.5902961747831	713.748972080079	838.3945645520653	1131.939628169658	653.2842094524561	776.5619477837901	576.1590929494242	575.261218976732	1302.8120942797216	412.9872715846861	530.5341127406574	696.1568763313176	1019.1021447983744	555.6896914199904	584.9249491957006	804.6349533579806	738.1305911253663	628.1941507724703	715.7297611177762	891.4355475030401	751.8413151172375	738.9868259758914	486.6319932424161	652.3008446979899	638.75917537889	473.3097234124167	753.4726742240612	1312.4844624537866	748.0138391727673	599.4694521296999	1280.1684980698446	772.9877473904137	734.1649797190869	561.3288584743203	926.4360126990346	1087.2341845603898	1020.6842861689886	993.4547878461426	936.6440222314717	1920.6697851120957	1003.1582988517005	872.9247337365032	1691.0808698348962	821.8550400313396	1547.8116911098598	947.0371046854215	1652.6832407022011	725.4525606183026	1432.1020876690418	1321.6506149564593	874.8143614980943	3495.9320944429483	3087.0588611675603	6277.856611904122
P221-PWY	787.25	1242.0	967.75	1836.0	2405.75	1750.0	1479.0	1459.25	1188.25	1556.75	2326.5	3126.0	1734.0	4461.5	1774.25	2429.75	1634.5	1821.0	1190.0	1526.25	1513.75	1704.0	3239.75	2031.25	2245.25	1804.25	1672.25	2368.25	1704.25	5661.25	1157.75	2367.5	2175.75	2124.0	1437.25	1272.75	1151.75	1237.5	1183.25	1592.75	1705.5	2208.5	901.75	1091.75	1232.25	1627.5	1719.5	1755.25	2031.75	1244.0	1133.75	604.25	1486.75	2254.25	1691.5	1608.5	830.75	724.25	1142.75	1562.75	845.5	1992.75	1523.25	1018.25	928.25	1058.75	969.5	972.75	2609.75	2154.0	1533.25	1385.5	1860.25	888.5	1075.0	1185.75	3354.5	1038.0	5888.25	893.0	889.25	953.75	1612.75	1193.5	1347.75	1716.0	939.25	1133.25	883.75	1720.25	1242.5	2202.25	914.75	1038.25	1436.5	1510.5	768.5	2121.25	1448.25	2643.0	2405.75	1178.0	2179.0	1261.75	1542.25	2663.75	1323.25	2381.5	1177.25	2881.25	1103.75	2269.5	1211.0	2219.75	1480.5	1952.0	2464.5	2424.75	2202.0	878.75	1343.25	1340.0	1461.5	1522.75	2160.25	1756.0	1149.0	1971.25	1470.25	1095.75	1999.5	2473.25	1660.75	1176.5	2475.0	1494.0	1455.0	1866.75	1516.25	2866.25	1127.75	3303.25	1012.0	4299.0	902.75	4283.25	1568.5	1732.0	817.75	518.0	1345.5
P4-PWY	707.0260398679594	391.4402926768189	631.722720284843	601.375369021826	513.5067876343295	453.09653923681213	407.6441647050891	349.64977890314685	685.0141101519195	390.15361179440066	777.799192195713	591.1578315931077	732.2051587446404	909.402872466515	632.7771466364587	591.3248948346522	1040.5101185294027	489.08838859193963	1046.8784824212512	556.2003230489415	296.96989840107574	804.9052242298478	462.42493938685334	492.9978327489179	563.8675338810231	361.01855244408364	1016.5017504637956	562.2023739698709	1011.8470063928074	296.8128737560994	1278.291331712702	396.5788568288314	341.27223179986936	917.7988115917057	371.8140148617924	753.1482851148239	296.34884949264745	511.89204660269394	1139.0416846575295	930.6326310252624	267.5392348215638	413.1257984855676	465.5294362482402	527.8076731882542	961.7298287742152	519.0852965428968	2015.0298066532928	1222.242696077041	493.5202448177164	705.4171405577534	463.3294150369833	270.3450097200424	365.30193111264384	623.4991697323283	626.5462637954772	456.82591484782637	2299.4910392927295	298.8111630714371	555.6504556085955	537.408792911459	347.5202154943844	565.6070638836613	832.2669406079455	341.04698918407826	631.6269754106738	321.6661712878562	614.4546708482737	487.34416433052104	382.65255239806527	591.5476351214323	583.0983655024911	316.98494889018144	428.5726865148524	568.9285546005257	470.0569748060139	421.2343127932667	1541.038518251366	924.3754560714547	1512.5140210154113	696.3807843563235	405.7135958485011	524.6834899259907	578.3969963062233	788.0948307995585	440.766645458977	417.771024202986	1912.6812868661973	542.5846456826478	1133.5787875872406	788.3779518936826	1545.2907361494076	575.0484704190187	409.94334454005445	396.12693736525586	475.26296763892066	334.2507507896699	1376.8637094978164	974.6445345001308	338.52080925975173	683.5801283270343	617.62127247208	772.496266829479	613.5952016754966	546.9290716757482	365.4390832713066	625.3434907500405	856.9810829620203	297.31971500717833	804.7962376238683	444.46013496224083	969.8460126529108	403.7797095598878	1411.3644476431373	368.7670822267967	677.2253897675483	567.7871365819803	443.45806873752883	440.36848323994997	456.8628632735433	532.6809962441521	622.8990995489664	351.8654906226874	290.6740759806059	576.3083420277727	602.5075197544546	1172.9556990163305	411.667128940791	1965.0925890629321	820.7642819984171	602.2649884017661	585.0576362076798	951.9774854172608	567.7474843310133	332.52124756865163	857.8659397619566	391.00604362434245	2343.9354917517426	845.9370156660436	1532.2601951285812	696.497516303077	1029.960446849053	1823.2061793036135	886.8039388726248	1058.7914829204967	408.15565128565146	765.2000651534472	1007.8790909553038	396.2977234713474	1422.2407020904648	2422.3818168372645	1887.2978062401976
P42-PWY	19628.02885800351	16211.131656752843	22850.551400137272	26890.46470372913	28193.242554716697	25602.80854076108	22787.613551818806	13758.755296270876	18650.63090864028	19939.718573552964	28268.137620300462	19802.87921070693	22395.577958133148	22736.57708380996	19020.314845954395	18988.852860520095	20097.31557538321	19259.14090253946	14892.806191184323	21045.227167314886	10714.803480515518	20851.63342980248	19330.197413254027	26250.285915885	17605.85685045375	16702.423001220166	22378.342974147792	20155.829294974454	18792.998772973384	30785.00822428125	20188.800660032026	24449.105604362092	17662.01620681766	19568.659384961487	19694.98032563105	14240.45636200717	15758.207836498128	20805.20465377869	18902.210502936017	14801.457794936325	15718.580671852358	17440.568869823845	19692.485291313962	20153.822125371767	18725.568313505682	17374.234159231295	14659.522035766033	16057.230142225271	19013.982069701826	15787.909539388396	21757.371203004648	24270.949006710893	15647.883697857087	22631.87928315412	17079.07293563639	18183.513403111414	17603.447374742624	18257.817618012657	22302.561788682986	18161.73923320369	17484.256933577366	19724.933122855182	17256.572062457104	18393.78824792191	19795.720539540915	17401.038617783877	18415.801789064288	16603.40310989095	15540.9088553344	20120.717553191487	18607.852969953485	15278.179226340275	16140.406779150462	12978.404973690233	15912.174458552578	12403.423367269123	29013.08214710593	19484.59231602227	27044.155769084115	22222.187965377867	19524.46817585602	18214.176573247925	22400.261826813094	20316.084208419124	18631.164685807977	19938.020950964692	19260.344782277127	24254.54511515291	15854.703761915658	25806.832681689924	19664.72483222756	15346.58770647449	16407.203689849768	17462.87465301609	22838.6086623961	17308.933208266608	24030.99978914055	33318.09375085793	21969.056125600546	20441.202143292918	18560.40631281934	15354.386746739876	18120.464363989933	21221.916302142912	17953.241768855332	20433.748398917105	17022.873960192177	14858.4679020819	15526.135272630212	18316.733886219787	16141.564086021504	18579.6925181118	17448.09597803706	14493.653679935942	17414.335867841077	19494.12929306795	22319.36072027759	15381.098650957068	16370.260891100435	19106.557155494553	17392.677899031492	24151.525295889573	17353.09317128041	18800.591345992525	17337.617645085036	21026.56624418516	17945.23611911843	19093.82567642798	19716.265797300384	25797.878352398384	17938.477263784032	20413.289831846258	19756.24403721498	25086.70989399832	22591.96820864791	24910.184418515983	25088.143286814608	19280.74677991306	15952.900613513308	16777.292264927935	16552.006475634866	30565.283227331656	15874.234741859225	25507.217260733625	15157.059177533745	23110.8425928468	26414.394963395105	16675.24981163731	9878.222589033783	6686.082937924199	13689.916614047128
P441-PWY	2353.42244400901	628.5922390902265	1775.5875656967055	1138.056403025253	1293.5327302360502	1269.2632043510907	1194.9225190909592	1005.8365813906642	1332.5557419378467	1206.014250920212	1978.3866976761224	1612.3064369036938	1590.7022066768	1847.515494350541	1232.8328272932042	1304.2734850843299	2432.047202739576	1009.3347080044683	2349.8524035380083	1136.7912172432107	660.8837401798305	2327.7843133664187	1818.9209881517022	1270.9093779185819	1328.2175618510446	949.5632098448917	2012.02121339755	1435.8723570238249	1581.8229933891262	2273.126232900544	2642.051605105573	1496.257955939715	1122.6169648579853	1986.1717618620323	959.8410386946729	1634.25118391415	645.3030270844398	974.1583716373359	1893.2924313732672	1652.5470031314667	1007.2996392403904	1795.8824656179609	571.1410991264856	608.6016811031553	1668.2668119471864	699.6667899719816	2532.845276246635	1775.2910689105793	621.7150951343235	1774.1636713241892	1075.2377497390444	790.0630065742487	532.8877213544051	1027.4611716446611	1302.0251652718516	1011.8956507407474	3541.805471825957	832.0871609866867	1024.248583514934	1091.9296720200707	961.5329133627557	1470.2523485999964	1907.6535352610472	873.9629424799018	1571.6711850129104	983.1863936857912	1115.6597505814275	848.9500576849122	1393.7622172981487	1790.7337447579982	1725.8955884776676	996.4672954016885	1190.953496804439	2078.710201988756	1274.3830974050948	1144.5067958320362	1921.8391817898805	1235.5534748292346	2191.18970095409	977.7782225721978	742.9946710128738	904.1392422216933	923.4984525793398	1589.6465984214478	967.2530225062721	792.6599996337466	2199.2563187869687	969.4995989525154	1832.690717307305	1501.968476568938	1892.856153972934	1475.5972604244878	957.2857618986577	930.4899115498014	926.1965608804733	870.7464940392258	3737.2056329774573	2019.3346347537863	1516.2099730803743	903.060658889886	1441.424604904133	1786.6955481897926	595.8681963850788	583.507542988994	781.9646968337393	1659.6657278370903	2104.470866372443	338.44342300437677	2248.599996337466	641.6957532917025	2521.161609317487	569.6337722270039	3138.4159283608333	558.2356437819328	2617.481597597378	2026.964041240134	1680.443228890069	417.90605600014646	1104.6198838976688	1031.6437562949804	1285.9350156573335	971.3841778526564	1071.716959364184	1462.0874173640743	1309.684956141154	1929.748274030802	1117.634112842676	2569.578251872471	1435.6876224659843	1183.9733697145055	1654.0867690955374	1917.1764865310308	1746.4758400937608	1349.1504715512663	2244.793480689289	862.8712729137291	3583.7782591975383	1550.6046587433848	2440.3626238394345	1875.8760158953983	1980.708799238193	2416.160279817606	2343.367454721922	2198.826641273097	1956.5239511417951	2075.4134341751055	2662.0899188748695	989.4020546816341	3049.3631622319485	3956.2864358049333	4872.8455436116255
P461-PWY	1031.0248951048952	598.2579020979022	891.3180419580422	865.7269930069931	816.8425174825177	701.9613986013987	597.1820979020979	583.4786013986014	1155.4858741258743	665.8707692307694	1140.8106293706296	945.714125874126	1182.0386013986015	1457.6878321678323	1008.5488111888112	919.549090909091	1457.7834965034965	805.168111888112	1473.7309090909093	837.4959440559442	501.87356643356645	1126.356923076923	730.7479720279721	560.8179020979021	935.8388811188812	609.5765034965035	1651.643076923077	894.2702097902098	1679.8288111888114	399.4153846153846	1988.5107692307693	587.9127272727274	520.5482517482518	1381.6967832167834	503.69286713286726	1173.5244755244757	412.6707692307693	848.3882517482518	1726.3468531468532	1550.4654545454546	349.61286713286717	518.0525874125875	764.5728671328671	771.5244755244755	1495.8209790209792	792.3423776223776	3205.2100699300704	1945.997202797203	636.4648951048952	1203.4338461538464	675.2139860139861	362.1633566433567	631.8427972027973	1053.5144055944056	1028.4855944055944	738.3809790209791	3403.9686713286715	427.8461538461539	840.6780419580421	930.0	463.33930069930074	878.9504895104897	1141.1295104895107	449.95132867132867	1035.9155244755245	517.6749650349651	977.4679720279721	773.2766433566435	585.6956643356643	1008.015104895105	929.3907692307694	449.78349650349656	720.9516083916085	937.3292307692309	824.6819580419582	649.3107692307692	2819.2413986013994	1362.129230769231	2738.804475524476	1151.227972027972	569.9446153846154	883.0069930069931	917.7415384615385	1252.7379020979022	663.4791608391608	704.3462937062937	3368.8011188811192	664.716083916084	1924.9023776223778	1188.7938461538463	2531.28	999.5530069930071	703.7135664335665	622.0027972027973	777.4976223776225	521.1927272727273	2013.0008391608394	1437.5865734265735	523.3359440559441	1219.1076923076926	1025.654265734266	1061.555244755245	1040.2758041958045	903.7829370629372	606.3037762237763	899.2027972027972	1177.96027972028	422.7558041958043	1101.902097902098	737.9311888111889	1087.1462937062938	611.9832167832168	1869.8567832167835	607.4584615384616	897.3784615384617	859.7521678321679	682.4022377622377	720.6579020979021	772.7613986013987	875.9815384615385	916.6606993006994	518.7457342657343	445.006993006993	898.8537062937064	976.8386013986014	1898.9236363636364	683.2800000000001	3084.077202797203	1317.1686713286715	861.5697902097903	816.9197202797203	1559.013146853147	790.5482517482517	534.7166433566434	1422.2735664335667	568.0565034965036	3786.214825174826	1339.3393006993006	2482.528111888112	1182.140979020979	1617.9474125874128	3144.258461538462	1327.1278321678324	1635.4606993006994	594.4716083916085	1263.521118881119	1527.5563636363638	593.9362237762239	2210.5141258741264	3826.1504895104895	2935.9888111888113
P562-PWY	1500.8275862068965	326.48275862068965	1198.8620689655172	614.7931034482758	859.344827586207	855.9310344827586	760.0344827586207	667.551724137931	784.551724137931	821.7931034482759	1146.103448275862	992.1724137931035	835.4482758620691	1010.7931034482758	640.8620689655172	730.8620689655172	999.6206896551726	532.551724137931	891.6206896551723	624.7241379310345	372.1034482758621	1201.9655172413793	1188.3103448275863	727.4482758620691	875.7931034482758	589.9655172413793	1053.0	800.3793103448276	783.9310344827586	1707.5172413793105	1282.344827586207	959.2758620689656	669.7241379310344	1034.3793103448277	628.1379310344828	830.1724137931035	382.65517241379314	508.65517241379314	618.2068965517242	784.2413793103449	629.3793103448277	1300.6551724137933	207.0	93.72413793103449	823.344827586207	301.0344827586207	374.58620689655174	793.2413793103449	162.6206896551724	1039.655172413793	512.0689655172414	496.2413793103449	286.1379310344828	586.551724137931	771.5172413793105	624.7241379310344	573.5172413793103	533.1724137931035	550.2413793103449	675.9310344827586	536.8965517241379	879.8275862068965	1284.8275862068967	454.65517241379314	910.551724137931	641.1724137931035	537.5172413793103	421.44827586206895	833.2758620689656	1221.8275862068965	1106.689655172414	626.5862068965517	809.0689655172414	1405.2413793103449	851.8965517241379	757.5517241379312	1197.9310344827586	453.7241379310345	1317.7241379310344	400.96551724137936	442.2413793103448	526.344827586207	474.82758620689657	786.4137931034483	534.7241379310344	446.2758620689655	908.3793103448276	464.89655172413796	868.0344827586207	880.1379310344828	622.551724137931	1003.6551724137931	589.0344827586207	583.7586206896551	530.6896551724138	496.86206896551727	2066.2758620689656	1212.5172413793105	1077.8275862068965	504.3103448275863	768.1034482758621	942.2068965517242	252.31034482758622	233.37931034482756	452.79310344827593	768.7241379310345	975.7241379310344	71.37931034482759	1123.448275862069	307.2413793103448	1409.5862068965519	225.93103448275863	1454.5862068965516	254.79310344827587	1581.8275862068967	1358.3793103448277	1176.2068965517242	203.58620689655174	634.0344827586207	604.8620689655172	581.8965517241379	610.7586206896552	685.2413793103449	866.4827586206897	722.1724137931035	1062.6206896551726	683.0689655172414	429.51724137931035	815.8965517241379	555.8275862068965	860.8965517241379	1130.2758620689656	980.3793103448277	866.4827586206898	1411.1379310344828	495.3103448275862	1354.9655172413793	866.4827586206897	1020.7241379310345	1151.689655172414	998.3793103448277	1157.5862068965516	1345.344827586207	1249.7586206896553	1362.4137931034484	1319.896551724138	1592.6896551724137	624.7241379310344	1336.655172413793	1162.2413793103449	2430.0
PANTO-PWY	16251.718571428573	13091.167142857143	18837.00571428571	21777.767142857145	22828.360000000004	20785.951428571432	18031.58571428571	10864.01857142857	15552.434285714284	16415.23	23100.662857142856	16222.101428571432	18529.175714285717	18635.388571428568	15638.305714285712	15731.460000000001	16723.55857142857	15077.735714285718	12528.644285714283	17138.184285714284	8467.812857142857	16999.047142857144	15435.397142857144	21984.87428571428	14288.534285714282	13398.394285714287	18920.401428571426	16431.97857142857	15683.082857142856	25266.33428571428	16866.94714285714	19621.445714285714	13759.722857142855	15910.71714285714	15869.841428571432	11932.672857142858	12710.425714285713	17074.149999999998	16228.97714285714	12204.908571428567	12459.721428571425	13968.132857142857	16111.815714285714	16860.287142857145	15509.914285714283	14340.447142857143	12946.42142857143	13519.269999999999	15580.525714285714	12516.352857142858	17423.958571428575	19623.698571428566	12283.457142857142	18391.574285714283	13815.845714285715	14721.808571428572	15789.947142857141	14828.897142857146	18181.962857142862	14897.508571428572	14339.421428571428	15818.641428571429	14516.594285714287	15086.358571428571	15797.571428571431	14067.059999999998	15157.71	13531.992857142857	12301.448571428571	15984.435714285715	14894.777142857141	12254.967142857144	12902.420000000002	10469.894285714287	13005.40714285714	10230.205714285716	24672.760000000002	16320.961428571429	22394.64571428571	18244.057142857142	16252.544285714286	14909.06142857143	18322.241428571426	16725.588571428576	15664.968571428572	15605.178571428569	17480.88428571428	20685.69	13876.682857142858	21719.41571428571	17098.198571428573	12610.661428571428	13429.025714285715	14190.857142857141	18527.341428571428	13982.554285714285	20446.45285714286	27816.285714285706	17912.78428571428	16974.425714285713	14596.014285714286	12884.547142857142	14983.209999999997	17329.395714285714	14538.424285714287	16222.608571428571	13926.261428571426	11915.164285714287	12766.205714285714	14753.75285714286	13420.315714285713	15235.607142857141	15002.164285714289	11536.541428571432	14096.797142857142	15880.494285714289	17949.817142857144	12577.324285714287	12878.545714285714	15857.84	14150.737142857144	19471.33714285714	13536.599999999999	15363.605714285713	13907.109999999999	17816.112857142864	14636.074285714287	16966.89	16660.137142857147	21266.528571428567	14690.372857142856	16831.86857142857	16093.662857142856	20008.238571428577	18136.535714285717	20111.798571428575	21894.554285714283	16276.347142857141	14074.039999999999	13525.118571428571	13878.032857142858	25916.770000000004	13348.634285714283	21301.538571428573	11929.501428571428	18384.504285714283	21513.08285714286	13593.88857142857	9205.561428571427	7537.048571428571	12793.317142857142
