ASV_count,ASV_length,Prevalence_threshold,Num_of_samples,Min_samples_for_prevalence,PPV,TP,FP,Total_ASVs,Unique_taxa,Taxa with no species before filtering,Taxa_with_no_species_after_filtering
250,200,0.005,130,1,98.38709677,61,1,62,25,36,0
250,250,0.001,130,1,98.38709677,61,1,62,25,36,0
250,250,0.005,130,1,98.38709677,61,1,62,25,36,0
250,300,0.001,130,1,98.38709677,61,1,62,25,36,0
250,300,0.005,130,1,98.38709677,61,1,62,25,36,0
250,350,0.001,130,1,98.38709677,61,1,62,25,36,0
250,350,0.005,130,1,98.38709677,61,1,62,25,36,0
250,400,0.001,130,1,98.38709677,61,1,62,25,36,0
250,400,0.005,130,1,98.38709677,61,1,62,25,36,0
200,200,0.01,130,2,98.36065574,60,1,61,25,36,0
200,250,0.01,130,2,98.36065574,60,1,61,25,36,0
200,300,0.01,130,2,98.36065574,60,1,61,25,36,0
200,350,0.01,130,2,98.36065574,60,1,61,25,36,0
200,400,0.01,130,2,98.36065574,60,1,61,25,36,0
300,200,0.001,130,1,98.36065574,60,1,61,25,36,0
300,200,0.005,130,1,98.36065574,60,1,61,25,36,0
300,250,0.001,130,1,98.36065574,60,1,61,25,36,0
300,250,0.005,130,1,98.36065574,60,1,61,25,36,0
300,300,0.001,130,1,98.36065574,60,1,61,25,36,0
300,300,0.005,130,1,98.36065574,60,1,61,25,36,0
300,350,0.001,130,1,98.36065574,60,1,61,25,36,0
300,350,0.005,130,1,98.36065574,60,1,61,25,36,0
300,400,0.001,130,1,98.36065574,60,1,61,25,36,0
300,400,0.005,130,1,98.36065574,60,1,61,25,36,0
250,200,0.01,130,2,98.33333333,59,1,60,25,36,0
250,250,0.01,130,2,98.33333333,59,1,60,25,36,0
250,300,0.01,130,2,98.33333333,59,1,60,25,36,0
250,350,0.01,130,2,98.33333333,59,1,60,25,36,0
250,400,0.01,130,2,98.33333333,59,1,60,25,36,0
300,200,0.01,130,2,98.30508475,58,1,59,25,36,0
300,250,0.01,130,2,98.30508475,58,1,59,25,36,0
300,300,0.01,130,2,98.30508475,58,1,59,25,36,0
300,350,0.01,130,2,98.30508475,58,1,59,25,36,0
300,400,0.01,130,2,98.30508475,58,1,59,25,36,0
350,200,0.001,130,1,98.30508475,58,1,59,25,36,0
350,200,0.005,130,1,98.30508475,58,1,59,25,36,0
350,250,0.001,130,1,98.30508475,58,1,59,25,36,0
350,250,0.005,130,1,98.30508475,58,1,59,25,36,0
350,300,0.001,130,1,98.30508475,58,1,59,25,36,0
350,300,0.005,130,1,98.30508475,58,1,59,25,36,0
350,350,0.001,130,1,98.30508475,58,1,59,25,36,0
350,350,0.005,130,1,98.30508475,58,1,59,25,36,0
350,400,0.001,130,1,98.30508475,58,1,59,25,36,0
350,400,0.005,130,1,98.30508475,58,1,59,25,36,0
350,200,0.01,130,2,98.27586207,57,1,58,25,36,0
350,250,0.01,130,2,98.27586207,57,1,58,25,36,0
350,300,0.01,130,2,98.27586207,57,1,58,25,36,0
350,350,0.01,130,2,98.27586207,57,1,58,25,36,0
350,400,0.01,130,2,98.27586207,57,1,58,25,36,0
400,200,0.001,130,1,98.27586207,57,1,58,25,36,0
400,200,0.005,130,1,98.27586207,57,1,58,25,36,0
400,250,0.001,130,1,98.27586207,57,1,58,25,36,0
400,250,0.005,130,1,98.27586207,57,1,58,25,36,0
400,300,0.001,130,1,98.27586207,57,1,58,25,36,0
400,300,0.005,130,1,98.27586207,57,1,58,25,36,0
400,350,0.001,130,1,98.27586207,57,1,58,25,36,0
400,350,0.005,130,1,98.27586207,57,1,58,25,36,0
400,400,0.001,130,1,98.27586207,57,1,58,25,36,0
400,400,0.005,130,1,98.27586207,57,1,58,25,36,0
400,200,0.01,130,2,98.24561404,56,1,57,25,36,0
400,250,0.01,130,2,98.24561404,56,1,57,25,36,0
400,300,0.01,130,2,98.24561404,56,1,57,25,36,0
400,350,0.01,130,2,98.24561404,56,1,57,25,36,0
400,400,0.01,130,2,98.24561404,56,1,57,25,36,0
450,200,0.001,130,1,98.21428571,55,1,56,25,36,0
450,200,0.005,130,1,98.21428571,55,1,56,25,36,0
450,200,0.01,130,2,98.21428571,55,1,56,25,36,0
450,250,0.001,130,1,98.21428571,55,1,56,25,36,0
450,250,0.005,130,1,98.21428571,55,1,56,25,36,0
450,250,0.01,130,2,98.21428571,55,1,56,25,36,0
450,300,0.001,130,1,98.21428571,55,1,56,25,36,0
450,300,0.005,130,1,98.21428571,55,1,56,25,36,0
450,300,0.01,130,2,98.21428571,55,1,56,25,36,0
450,350,0.001,130,1,98.21428571,55,1,56,25,36,0
450,350,0.005,130,1,98.21428571,55,1,56,25,36,0
450,350,0.01,130,2,98.21428571,55,1,56,25,36,0
450,400,0.001,130,1,98.21428571,55,1,56,25,36,0
450,400,0.005,130,1,98.21428571,55,1,56,25,36,0
450,400,0.01,130,2,98.21428571,55,1,56,25,36,0
500,200,0.001,130,1,98.21428571,55,1,56,25,36,0
500,200,0.005,130,1,98.21428571,55,1,56,25,36,0
500,200,0.01,130,2,98.21428571,55,1,56,25,36,0
500,250,0.001,130,1,98.21428571,55,1,56,25,36,0
500,250,0.005,130,1,98.21428571,55,1,56,25,36,0
500,250,0.01,130,2,98.21428571,55,1,56,25,36,0
500,300,0.001,130,1,98.21428571,55,1,56,25,36,0
500,300,0.005,130,1,98.21428571,55,1,56,25,36,0
500,300,0.01,130,2,98.21428571,55,1,56,25,36,0
500,350,0.001,130,1,98.21428571,55,1,56,25,36,0
500,350,0.005,130,1,98.21428571,55,1,56,25,36,0
500,350,0.01,130,2,98.21428571,55,1,56,25,36,0
500,400,0.001,130,1,98.21428571,55,1,56,25,36,0
500,400,0.005,130,1,98.21428571,55,1,56,25,36,0
500,400,0.01,130,2,98.21428571,55,1,56,25,36,0
550,200,0.001,130,1,98.21428571,55,1,56,25,36,0
550,200,0.005,130,1,98.21428571,55,1,56,25,36,0
550,200,0.01,130,2,98.21428571,55,1,56,25,36,0
550,250,0.001,130,1,98.21428571,55,1,56,25,36,0
550,250,0.005,130,1,98.21428571,55,1,56,25,36,0
550,250,0.01,130,2,98.21428571,55,1,56,25,36,0
550,300,0.001,130,1,98.21428571,55,1,56,25,36,0
550,300,0.005,130,1,98.21428571,55,1,56,25,36,0
550,300,0.01,130,2,98.21428571,55,1,56,25,36,0
550,350,0.001,130,1,98.21428571,55,1,56,25,36,0
550,350,0.005,130,1,98.21428571,55,1,56,25,36,0
550,350,0.01,130,2,98.21428571,55,1,56,25,36,0
550,400,0.001,130,1,98.21428571,55,1,56,25,36,0
550,400,0.005,130,1,98.21428571,55,1,56,25,36,0
550,400,0.01,130,2,98.21428571,55,1,56,25,36,0
200,200,0.05,130,7,98.07692308,51,1,52,22,36,0
200,250,0.05,130,7,98.07692308,51,1,52,22,36,0
200,300,0.05,130,7,98.07692308,51,1,52,22,36,0
200,350,0.05,130,7,98.07692308,51,1,52,22,36,0
200,400,0.05,130,7,98.07692308,51,1,52,22,36,0
250,200,0.05,130,7,98.07692308,51,1,52,22,36,0
250,250,0.05,130,7,98.07692308,51,1,52,22,36,0
250,300,0.05,130,7,98.07692308,51,1,52,22,36,0
250,350,0.05,130,7,98.07692308,51,1,52,22,36,0
250,400,0.05,130,7,98.07692308,51,1,52,22,36,0
300,200,0.05,130,7,98.07692308,51,1,52,22,36,0
300,250,0.05,130,7,98.07692308,51,1,52,22,36,0
300,300,0.05,130,7,98.07692308,51,1,52,22,36,0
300,350,0.05,130,7,98.07692308,51,1,52,22,36,0
300,400,0.05,130,7,98.07692308,51,1,52,22,36,0
350,200,0.05,130,7,98.03921569,50,1,51,22,36,0
350,250,0.05,130,7,98.03921569,50,1,51,22,36,0
350,300,0.05,130,7,98.03921569,50,1,51,22,36,0
350,350,0.05,130,7,98.03921569,50,1,51,22,36,0
350,400,0.05,130,7,98.03921569,50,1,51,22,36,0
400,200,0.05,130,7,98.03921569,50,1,51,22,36,0
400,250,0.05,130,7,98.03921569,50,1,51,22,36,0
400,300,0.05,130,7,98.03921569,50,1,51,22,36,0
400,350,0.05,130,7,98.03921569,50,1,51,22,36,0
400,400,0.05,130,7,98.03921569,50,1,51,22,36,0
450,200,0.05,130,7,98.03921569,50,1,51,22,36,0
450,250,0.05,130,7,98.03921569,50,1,51,22,36,0
450,300,0.05,130,7,98.03921569,50,1,51,22,36,0
450,350,0.05,130,7,98.03921569,50,1,51,22,36,0
450,400,0.05,130,7,98.03921569,50,1,51,22,36,0
500,200,0.05,130,7,98.03921569,50,1,51,22,36,0
500,250,0.05,130,7,98.03921569,50,1,51,22,36,0
500,300,0.05,130,7,98.03921569,50,1,51,22,36,0
500,350,0.05,130,7,98.03921569,50,1,51,22,36,0
500,400,0.05,130,7,98.03921569,50,1,51,22,36,0
550,200,0.05,130,7,98.03921569,50,1,51,22,36,0
550,250,0.05,130,7,98.03921569,50,1,51,22,36,0
550,300,0.05,130,7,98.03921569,50,1,51,22,36,0
550,350,0.05,130,7,98.03921569,50,1,51,22,36,0
550,400,0.05,130,7,98.03921569,50,1,51,22,36,0
100,200,0.1,130,13,97.6744186,42,1,43,21,36,0
100,200,0.15,130,20,97.6744186,42,1,43,21,36,0
100,250,0.1,130,13,97.6744186,42,1,43,21,36,0
100,250,0.15,130,20,97.6744186,42,1,43,21,36,0
100,300,0.1,130,13,97.6744186,42,1,43,21,36,0
100,300,0.15,130,20,97.6744186,42,1,43,21,36,0
100,350,0.1,130,13,97.6744186,42,1,43,21,36,0
100,350,0.15,130,20,97.6744186,42,1,43,21,36,0
100,400,0.1,130,13,97.6744186,42,1,43,21,36,0
100,400,0.15,130,20,97.6744186,42,1,43,21,36,0
150,200,0.1,130,13,97.6744186,42,1,43,21,36,0
150,200,0.15,130,20,97.6744186,42,1,43,21,36,0
150,250,0.1,130,13,97.6744186,42,1,43,21,36,0
150,250,0.15,130,20,97.6744186,42,1,43,21,36,0
150,300,0.1,130,13,97.6744186,42,1,43,21,36,0
150,300,0.15,130,20,97.6744186,42,1,43,21,36,0
150,350,0.1,130,13,97.6744186,42,1,43,21,36,0
150,350,0.15,130,20,97.6744186,42,1,43,21,36,0
150,400,0.1,130,13,97.6744186,42,1,43,21,36,0
150,400,0.15,130,20,97.6744186,42,1,43,21,36,0
200,200,0.1,130,13,97.6744186,42,1,43,21,36,0
200,200,0.15,130,20,97.6744186,42,1,43,21,36,0
200,250,0.1,130,13,97.6744186,42,1,43,21,36,0
200,250,0.15,130,20,97.6744186,42,1,43,21,36,0
200,300,0.1,130,13,97.6744186,42,1,43,21,36,0
200,300,0.15,130,20,97.6744186,42,1,43,21,36,0
200,350,0.1,130,13,97.6744186,42,1,43,21,36,0
200,350,0.15,130,20,97.6744186,42,1,43,21,36,0
200,400,0.1,130,13,97.6744186,42,1,43,21,36,0
200,400,0.15,130,20,97.6744186,42,1,43,21,36,0
250,200,0.1,130,13,97.6744186,42,1,43,21,36,0
250,200,0.15,130,20,97.6744186,42,1,43,21,36,0
250,250,0.1,130,13,97.6744186,42,1,43,21,36,0
250,250,0.15,130,20,97.6744186,42,1,43,21,36,0
250,300,0.1,130,13,97.6744186,42,1,43,21,36,0
250,300,0.15,130,20,97.6744186,42,1,43,21,36,0
250,350,0.1,130,13,97.6744186,42,1,43,21,36,0
250,350,0.15,130,20,97.6744186,42,1,43,21,36,0
250,400,0.1,130,13,97.6744186,42,1,43,21,36,0
250,400,0.15,130,20,97.6744186,42,1,43,21,36,0
300,200,0.1,130,13,97.6744186,42,1,43,21,36,0
300,200,0.15,130,20,97.6744186,42,1,43,21,36,0
300,250,0.1,130,13,97.6744186,42,1,43,21,36,0
300,250,0.15,130,20,97.6744186,42,1,43,21,36,0
300,300,0.1,130,13,97.6744186,42,1,43,21,36,0
300,300,0.15,130,20,97.6744186,42,1,43,21,36,0
300,350,0.1,130,13,97.6744186,42,1,43,21,36,0
300,350,0.15,130,20,97.6744186,42,1,43,21,36,0
300,400,0.1,130,13,97.6744186,42,1,43,21,36,0
300,400,0.15,130,20,97.6744186,42,1,43,21,36,0
350,200,0.1,130,13,97.6744186,42,1,43,21,36,0
350,200,0.15,130,20,97.6744186,42,1,43,21,36,0
350,250,0.1,130,13,97.6744186,42,1,43,21,36,0
350,250,0.15,130,20,97.6744186,42,1,43,21,36,0
350,300,0.1,130,13,97.6744186,42,1,43,21,36,0
350,300,0.15,130,20,97.6744186,42,1,43,21,36,0
350,350,0.1,130,13,97.6744186,42,1,43,21,36,0
350,350,0.15,130,20,97.6744186,42,1,43,21,36,0
350,400,0.1,130,13,97.6744186,42,1,43,21,36,0
350,400,0.15,130,20,97.6744186,42,1,43,21,36,0
400,200,0.1,130,13,97.6744186,42,1,43,21,36,0
400,200,0.15,130,20,97.6744186,42,1,43,21,36,0
400,250,0.1,130,13,97.6744186,42,1,43,21,36,0
400,250,0.15,130,20,97.6744186,42,1,43,21,36,0
400,300,0.1,130,13,97.6744186,42,1,43,21,36,0
400,300,0.15,130,20,97.6744186,42,1,43,21,36,0
400,350,0.1,130,13,97.6744186,42,1,43,21,36,0
400,350,0.15,130,20,97.6744186,42,1,43,21,36,0
400,400,0.1,130,13,97.6744186,42,1,43,21,36,0
400,400,0.15,130,20,97.6744186,42,1,43,21,36,0
450,200,0.1,130,13,97.6744186,42,1,43,21,36,0
450,200,0.15,130,20,97.6744186,42,1,43,21,36,0
450,250,0.1,130,13,97.6744186,42,1,43,21,36,0
450,250,0.15,130,20,97.6744186,42,1,43,21,36,0
450,300,0.1,130,13,97.6744186,42,1,43,21,36,0
450,300,0.15,130,20,97.6744186,42,1,43,21,36,0
450,350,0.1,130,13,97.6744186,42,1,43,21,36,0
450,350,0.15,130,20,97.6744186,42,1,43,21,36,0
450,400,0.1,130,13,97.6744186,42,1,43,21,36,0
450,400,0.15,130,20,97.6744186,42,1,43,21,36,0
500,200,0.1,130,13,97.6744186,42,1,43,21,36,0
500,200,0.15,130,20,97.6744186,42,1,43,21,36,0
500,250,0.1,130,13,97.6744186,42,1,43,21,36,0
500,250,0.15,130,20,97.6744186,42,1,43,21,36,0
500,300,0.1,130,13,97.6744186,42,1,43,21,36,0
500,300,0.15,130,20,97.6744186,42,1,43,21,36,0
500,350,0.1,130,13,97.6744186,42,1,43,21,36,0
500,350,0.15,130,20,97.6744186,42,1,43,21,36,0
500,400,0.1,130,13,97.6744186,42,1,43,21,36,0
500,400,0.15,130,20,97.6744186,42,1,43,21,36,0
550,200,0.1,130,13,97.6744186,42,1,43,21,36,0
550,200,0.15,130,20,97.6744186,42,1,43,21,36,0
550,250,0.1,130,13,97.6744186,42,1,43,21,36,0
550,250,0.15,130,20,97.6744186,42,1,43,21,36,0
550,300,0.1,130,13,97.6744186,42,1,43,21,36,0
550,300,0.15,130,20,97.6744186,42,1,43,21,36,0
550,350,0.1,130,13,97.6744186,42,1,43,21,36,0
550,350,0.15,130,20,97.6744186,42,1,43,21,36,0
550,400,0.1,130,13,97.6744186,42,1,43,21,36,0
550,400,0.15,130,20,97.6744186,42,1,43,21,36,0
100,200,0.2,130,26,97.56097561,40,1,41,21,36,0
100,250,0.2,130,26,97.56097561,40,1,41,21,36,0
100,300,0.2,130,26,97.56097561,40,1,41,21,36,0
100,350,0.2,130,26,97.56097561,40,1,41,21,36,0
100,400,0.2,130,26,97.56097561,40,1,41,21,36,0
150,200,0.2,130,26,97.56097561,40,1,41,21,36,0
150,250,0.2,130,26,97.56097561,40,1,41,21,36,0
150,300,0.2,130,26,97.56097561,40,1,41,21,36,0
150,350,0.2,130,26,97.56097561,40,1,41,21,36,0
150,400,0.2,130,26,97.56097561,40,1,41,21,36,0
200,200,0.2,130,26,97.56097561,40,1,41,21,36,0
200,250,0.2,130,26,97.56097561,40,1,41,21,36,0
200,300,0.2,130,26,97.56097561,40,1,41,21,36,0
200,350,0.2,130,26,97.56097561,40,1,41,21,36,0
200,400,0.2,130,26,97.56097561,40,1,41,21,36,0
250,200,0.2,130,26,97.56097561,40,1,41,21,36,0
250,250,0.2,130,26,97.56097561,40,1,41,21,36,0
250,300,0.2,130,26,97.56097561,40,1,41,21,36,0
250,350,0.2,130,26,97.56097561,40,1,41,21,36,0
250,400,0.2,130,26,97.56097561,40,1,41,21,36,0
300,200,0.2,130,26,97.56097561,40,1,41,21,36,0
300,250,0.2,130,26,97.56097561,40,1,41,21,36,0
300,300,0.2,130,26,97.56097561,40,1,41,21,36,0
300,350,0.2,130,26,97.56097561,40,1,41,21,36,0
300,400,0.2,130,26,97.56097561,40,1,41,21,36,0
350,200,0.2,130,26,97.56097561,40,1,41,21,36,0
350,250,0.2,130,26,97.56097561,40,1,41,21,36,0
350,300,0.2,130,26,97.56097561,40,1,41,21,36,0
350,350,0.2,130,26,97.56097561,40,1,41,21,36,0
350,400,0.2,130,26,97.56097561,40,1,41,21,36,0
400,200,0.2,130,26,97.56097561,40,1,41,21,36,0
400,250,0.2,130,26,97.56097561,40,1,41,21,36,0
400,300,0.2,130,26,97.56097561,40,1,41,21,36,0
400,350,0.2,130,26,97.56097561,40,1,41,21,36,0
400,400,0.2,130,26,97.56097561,40,1,41,21,36,0
450,200,0.2,130,26,97.56097561,40,1,41,21,36,0
450,250,0.2,130,26,97.56097561,40,1,41,21,36,0
450,300,0.2,130,26,97.56097561,40,1,41,21,36,0
450,350,0.2,130,26,97.56097561,40,1,41,21,36,0
450,400,0.2,130,26,97.56097561,40,1,41,21,36,0
500,200,0.2,130,26,97.56097561,40,1,41,21,36,0
500,250,0.2,130,26,97.56097561,40,1,41,21,36,0
500,300,0.2,130,26,97.56097561,40,1,41,21,36,0
500,350,0.2,130,26,97.56097561,40,1,41,21,36,0
500,400,0.2,130,26,97.56097561,40,1,41,21,36,0
550,200,0.2,130,26,97.56097561,40,1,41,21,36,0
550,250,0.2,130,26,97.56097561,40,1,41,21,36,0
550,300,0.2,130,26,97.56097561,40,1,41,21,36,0
550,350,0.2,130,26,97.56097561,40,1,41,21,36,0
550,400,0.2,130,26,97.56097561,40,1,41,21,36,0
100,200,0.05,130,7,96.22641509,51,2,53,23,36,0
100,250,0.05,130,7,96.22641509,51,2,53,23,36,0
100,300,0.05,130,7,96.22641509,51,2,53,23,36,0
100,350,0.05,130,7,96.22641509,51,2,53,23,36,0
100,400,0.05,130,7,96.22641509,51,2,53,23,36,0
150,200,0.05,130,7,96.22641509,51,2,53,23,36,0
150,250,0.05,130,7,96.22641509,51,2,53,23,36,0
150,300,0.05,130,7,96.22641509,51,2,53,23,36,0
150,350,0.05,130,7,96.22641509,51,2,53,23,36,0
150,400,0.05,130,7,96.22641509,51,2,53,23,36,0
150,200,0.001,130,1,95.71428571,67,3,70,28,36,0
150,200,0.005,130,1,95.71428571,67,3,70,28,36,0
150,250,0.001,130,1,95.71428571,67,3,70,28,36,0
150,250,0.005,130,1,95.71428571,67,3,70,28,36,0
150,300,0.001,130,1,95.71428571,67,3,70,28,36,0
150,300,0.005,130,1,95.71428571,67,3,70,28,36,0
150,350,0.001,130,1,95.71428571,67,3,70,28,36,0
150,350,0.005,130,1,95.71428571,67,3,70,28,36,0
150,400,0.001,130,1,95.71428571,67,3,70,28,36,0
150,400,0.005,130,1,95.71428571,67,3,70,28,36,0
150,200,0.01,130,2,95.45454545,63,3,66,28,36,0
150,250,0.01,130,2,95.45454545,63,3,66,28,36,0
150,300,0.01,130,2,95.45454545,63,3,66,28,36,0
150,350,0.01,130,2,95.45454545,63,3,66,28,36,0
150,400,0.01,130,2,95.45454545,63,3,66,28,36,0
100,200,0.001,130,1,94.66666667,71,4,75,30,36,0
100,200,0.005,130,1,94.66666667,71,4,75,30,36,0
100,250,0.001,130,1,94.66666667,71,4,75,30,36,0
100,250,0.005,130,1,94.66666667,71,4,75,30,36,0
100,300,0.001,130,1,94.66666667,71,4,75,30,36,0
100,300,0.005,130,1,94.66666667,71,4,75,30,36,0
100,350,0.001,130,1,94.66666667,71,4,75,30,36,0
100,350,0.005,130,1,94.66666667,71,4,75,30,36,0
100,400,0.001,130,1,94.66666667,71,4,75,30,36,0
100,400,0.005,130,1,94.66666667,71,4,75,30,36,0
100,200,0.01,130,2,94.20289855,65,4,69,30,36,0
100,250,0.01,130,2,94.20289855,65,4,69,30,36,0
100,300,0.01,130,2,94.20289855,65,4,69,30,36,0
100,350,0.01,130,2,94.20289855,65,4,69,30,36,0
100,400,0.01,130,2,94.20289855,65,4,69,30,36,0
0,0,0,130,0,45.79439252,245,290,535,95,36,36
