"ASV_count","ASV_length","Prevalence_threshold","Num_of_samples","Min_samples_for_prevalence","PPV","TP","FP","Total_ASVs","Unique_taxa","Taxa with no species before filtering","Taxa_with_no_species_after_filtering"
200,250,0.05,158,8,86.1538461538462,56,9,65,27,36,0
200,250,0.1,158,16,94.3396226415094,50,3,53,21,36,0
200,250,0.15,158,24,100,45,0,45,19,36,0
200,250,0.2,158,32,100,39,0,39,19,36,0
200,300,0.001,158,1,80.5825242718447,83,20,103,38,36,0
200,300,0.005,158,1,80.5825242718447,83,20,103,38,36,0
200,300,0.01,158,2,84.2105263157895,80,15,95,36,36,0
200,300,0.05,158,8,86.1538461538462,56,9,65,27,36,0
200,300,0.1,158,16,94.3396226415094,50,3,53,21,36,0
200,300,0.15,158,24,100,45,0,45,19,36,0
200,300,0.2,158,32,100,39,0,39,19,36,0
200,350,0.001,158,1,80.5825242718447,83,20,103,38,36,0
200,350,0.005,158,1,80.5825242718447,83,20,103,38,36,0
200,350,0.01,158,2,84.2105263157895,80,15,95,36,36,0
200,350,0.05,158,8,86.1538461538462,56,9,65,27,36,0
200,350,0.1,158,16,94.3396226415094,50,3,53,21,36,0
200,350,0.15,158,24,100,45,0,45,19,36,0
200,350,0.2,158,32,100,39,0,39,19,36,0
200,400,0.001,158,1,80.5825242718447,83,20,103,38,36,0
200,400,0.005,158,1,80.5825242718447,83,20,103,38,36,0
200,400,0.01,158,2,84.2105263157895,80,15,95,36,36,0
200,400,0.05,158,8,86.1538461538462,56,9,65,27,36,0
200,400,0.1,158,16,94.3396226415094,50,3,53,21,36,0
200,400,0.15,158,24,100,45,0,45,19,36,0
200,400,0.2,158,32,100,39,0,39,19,36,0
250,200,0.001,158,1,81,81,19,100,38,36,0
250,200,0.005,158,1,81,81,19,100,38,36,0
250,200,0.01,158,2,84.0425531914894,79,15,94,36,36,0
250,200,0.05,158,8,86.1538461538462,56,9,65,27,36,0
250,200,0.1,158,16,94.3396226415094,50,3,53,21,36,0
250,200,0.15,158,24,100,45,0,45,19,36,0
250,200,0.2,158,32,100,39,0,39,19,36,0
250,250,0.001,158,1,81,81,19,100,38,36,0
250,250,0.005,158,1,81,81,19,100,38,36,0
250,250,0.01,158,2,84.0425531914894,79,15,94,36,36,0
250,250,0.05,158,8,86.1538461538462,56,9,65,27,36,0
250,250,0.1,158,16,94.3396226415094,50,3,53,21,36,0
250,250,0.15,158,24,100,45,0,45,19,36,0
250,250,0.2,158,32,100,39,0,39,19,36,0
250,300,0.001,158,1,81,81,19,100,38,36,0
250,300,0.005,158,1,81,81,19,100,38,36,0
250,300,0.01,158,2,84.0425531914894,79,15,94,36,36,0
250,300,0.05,158,8,86.1538461538462,56,9,65,27,36,0
250,300,0.1,158,16,94.3396226415094,50,3,53,21,36,0
250,300,0.15,158,24,100,45,0,45,19,36,0
250,300,0.2,158,32,100,39,0,39,19,36,0
250,350,0.001,158,1,81,81,19,100,38,36,0
250,350,0.005,158,1,81,81,19,100,38,36,0
250,350,0.01,158,2,84.0425531914894,79,15,94,36,36,0
250,350,0.05,158,8,86.1538461538462,56,9,65,27,36,0
250,350,0.1,158,16,94.3396226415094,50,3,53,21,36,0
250,350,0.15,158,24,100,45,0,45,19,36,0
250,350,0.2,158,32,100,39,0,39,19,36,0
250,400,0.001,158,1,81,81,19,100,38,36,0
250,400,0.005,158,1,81,81,19,100,38,36,0
250,400,0.01,158,2,84.0425531914894,79,15,94,36,36,0
250,400,0.05,158,8,86.1538461538462,56,9,65,27,36,0
250,400,0.1,158,16,94.3396226415094,50,3,53,21,36,0
250,400,0.15,158,24,100,45,0,45,19,36,0
250,400,0.2,158,32,100,39,0,39,19,36,0
300,200,0.001,158,1,80.4123711340206,78,19,97,38,36,0
300,200,0.005,158,1,80.4123711340206,78,19,97,38,36,0
300,200,0.01,158,2,83.5164835164835,76,15,91,36,36,0
300,200,0.05,158,8,86.1538461538462,56,9,65,27,36,0
300,200,0.1,158,16,94.3396226415094,50,3,53,21,36,0
300,200,0.15,158,24,100,45,0,45,19,36,0
300,200,0.2,158,32,100,39,0,39,19,36,0
300,250,0.001,158,1,80.4123711340206,78,19,97,38,36,0
300,250,0.005,158,1,80.4123711340206,78,19,97,38,36,0
300,250,0.01,158,2,83.5164835164835,76,15,91,36,36,0
300,250,0.05,158,8,86.1538461538462,56,9,65,27,36,0
300,250,0.1,158,16,94.3396226415094,50,3,53,21,36,0
300,250,0.15,158,24,100,45,0,45,19,36,0
300,250,0.2,158,32,100,39,0,39,19,36,0
300,300,0.001,158,1,80.4123711340206,78,19,97,38,36,0
300,300,0.005,158,1,80.4123711340206,78,19,97,38,36,0
300,300,0.01,158,2,83.5164835164835,76,15,91,36,36,0
300,300,0.05,158,8,86.1538461538462,56,9,65,27,36,0
300,300,0.1,158,16,94.3396226415094,50,3,53,21,36,0
300,300,0.15,158,24,100,45,0,45,19,36,0
300,300,0.2,158,32,100,39,0,39,19,36,0
300,350,0.001,158,1,80.4123711340206,78,19,97,38,36,0
300,350,0.005,158,1,80.4123711340206,78,19,97,38,36,0
300,350,0.01,158,2,83.5164835164835,76,15,91,36,36,0
300,350,0.05,158,8,86.1538461538462,56,9,65,27,36,0
300,350,0.1,158,16,94.3396226415094,50,3,53,21,36,0
300,350,0.15,158,24,100,45,0,45,19,36,0
300,350,0.2,158,32,100,39,0,39,19,36,0
300,400,0.001,158,1,80.4123711340206,78,19,97,38,36,0
300,400,0.005,158,1,80.4123711340206,78,19,97,38,36,0
300,400,0.01,158,2,83.5164835164835,76,15,91,36,36,0
300,400,0.05,158,8,86.1538461538462,56,9,65,27,36,0
300,400,0.1,158,16,94.3396226415094,50,3,53,21,36,0
300,400,0.15,158,24,100,45,0,45,19,36,0
300,400,0.2,158,32,100,39,0,39,19,36,0
350,200,0.001,158,1,80.6451612903226,75,18,93,37,36,0
350,200,0.005,158,1,80.6451612903226,75,18,93,37,36,0
350,200,0.01,158,2,83.9080459770115,73,14,87,35,36,0
350,200,0.05,158,8,87.5,56,8,64,26,36,0
350,200,0.1,158,16,96.1538461538462,50,2,52,20,36,0
350,200,0.15,158,24,100,45,0,45,19,36,0
350,200,0.2,158,32,100,39,0,39,19,36,0
350,250,0.001,158,1,80.6451612903226,75,18,93,37,36,0
350,250,0.005,158,1,80.6451612903226,75,18,93,37,36,0
350,250,0.01,158,2,83.9080459770115,73,14,87,35,36,0
350,250,0.05,158,8,87.5,56,8,64,26,36,0
350,250,0.1,158,16,96.1538461538462,50,2,52,20,36,0
350,250,0.15,158,24,100,45,0,45,19,36,0
350,250,0.2,158,32,100,39,0,39,19,36,0
350,300,0.001,158,1,80.6451612903226,75,18,93,37,36,0
350,300,0.005,158,1,80.6451612903226,75,18,93,37,36,0
350,300,0.01,158,2,83.9080459770115,73,14,87,35,36,0
350,300,0.05,158,8,87.5,56,8,64,26,36,0
350,300,0.1,158,16,96.1538461538462,50,2,52,20,36,0
350,300,0.15,158,24,100,45,0,45,19,36,0
350,300,0.2,158,32,100,39,0,39,19,36,0
350,350,0.001,158,1,80.6451612903226,75,18,93,37,36,0
350,350,0.005,158,1,80.6451612903226,75,18,93,37,36,0
350,350,0.01,158,2,83.9080459770115,73,14,87,35,36,0
350,350,0.05,158,8,87.5,56,8,64,26,36,0
350,350,0.1,158,16,96.1538461538462,50,2,52,20,36,0
350,350,0.15,158,24,100,45,0,45,19,36,0
350,350,0.2,158,32,100,39,0,39,19,36,0
350,400,0.001,158,1,80.6451612903226,75,18,93,37,36,0
350,400,0.005,158,1,80.6451612903226,75,18,93,37,36,0
350,400,0.01,158,2,83.9080459770115,73,14,87,35,36,0
350,400,0.05,158,8,87.5,56,8,64,26,36,0
350,400,0.1,158,16,96.1538461538462,50,2,52,20,36,0
350,400,0.15,158,24,100,45,0,45,19,36,0
350,400,0.2,158,32,100,39,0,39,19,36,0
400,200,0.001,158,1,81.3186813186813,74,17,91,36,36,0
400,200,0.005,158,1,81.3186813186813,74,17,91,36,36,0
400,200,0.01,158,2,84.8837209302326,73,13,86,34,36,0
400,200,0.05,158,8,87.5,56,8,64,26,36,0
400,200,0.1,158,16,96.1538461538462,50,2,52,20,36,0
400,200,0.15,158,24,100,45,0,45,19,36,0
400,200,0.2,158,32,100,39,0,39,19,36,0
400,250,0.001,158,1,81.3186813186813,74,17,91,36,36,0
400,250,0.005,158,1,81.3186813186813,74,17,91,36,36,0
400,250,0.01,158,2,84.8837209302326,73,13,86,34,36,0
400,250,0.05,158,8,87.5,56,8,64,26,36,0
400,250,0.1,158,16,96.1538461538462,50,2,52,20,36,0
400,250,0.15,158,24,100,45,0,45,19,36,0
400,250,0.2,158,32,100,39,0,39,19,36,0
400,300,0.001,158,1,81.3186813186813,74,17,91,36,36,0
400,300,0.005,158,1,81.3186813186813,74,17,91,36,36,0
400,300,0.01,158,2,84.8837209302326,73,13,86,34,36,0
400,300,0.05,158,8,87.5,56,8,64,26,36,0
400,300,0.1,158,16,96.1538461538462,50,2,52,20,36,0
400,300,0.15,158,24,100,45,0,45,19,36,0
400,300,0.2,158,32,100,39,0,39,19,36,0
400,350,0.001,158,1,81.3186813186813,74,17,91,36,36,0
400,350,0.005,158,1,81.3186813186813,74,17,91,36,36,0
400,350,0.01,158,2,84.8837209302326,73,13,86,34,36,0
400,350,0.05,158,8,87.5,56,8,64,26,36,0
400,350,0.1,158,16,96.1538461538462,50,2,52,20,36,0
400,350,0.15,158,24,100,45,0,45,19,36,0
400,350,0.2,158,32,100,39,0,39,19,36,0
400,400,0.001,158,1,81.3186813186813,74,17,91,36,36,0
400,400,0.005,158,1,81.3186813186813,74,17,91,36,36,0
400,400,0.01,158,2,84.8837209302326,73,13,86,34,36,0
400,400,0.05,158,8,87.5,56,8,64,26,36,0
400,400,0.1,158,16,96.1538461538462,50,2,52,20,36,0
400,400,0.15,158,24,100,45,0,45,19,36,0
400,400,0.2,158,32,100,39,0,39,19,36,0
450,200,0.001,158,1,81.3186813186813,74,17,91,36,36,0
450,200,0.005,158,1,81.3186813186813,74,17,91,36,36,0
450,200,0.01,158,2,84.8837209302326,73,13,86,34,36,0
450,200,0.05,158,8,87.5,56,8,64,26,36,0
450,200,0.1,158,16,96.1538461538462,50,2,52,20,36,0
450,200,0.15,158,24,100,45,0,45,19,36,0
450,200,0.2,158,32,100,39,0,39,19,36,0
450,250,0.001,158,1,81.3186813186813,74,17,91,36,36,0
450,250,0.005,158,1,81.3186813186813,74,17,91,36,36,0
450,250,0.01,158,2,84.8837209302326,73,13,86,34,36,0
450,250,0.05,158,8,87.5,56,8,64,26,36,0
450,250,0.1,158,16,96.1538461538462,50,2,52,20,36,0
450,250,0.15,158,24,100,45,0,45,19,36,0
450,250,0.2,158,32,100,39,0,39,19,36,0
450,300,0.001,158,1,81.3186813186813,74,17,91,36,36,0
450,300,0.005,158,1,81.3186813186813,74,17,91,36,36,0
450,300,0.01,158,2,84.8837209302326,73,13,86,34,36,0
450,300,0.05,158,8,87.5,56,8,64,26,36,0
450,300,0.1,158,16,96.1538461538462,50,2,52,20,36,0
450,300,0.15,158,24,100,45,0,45,19,36,0
450,300,0.2,158,32,100,39,0,39,19,36,0
450,350,0.001,158,1,81.3186813186813,74,17,91,36,36,0
450,350,0.005,158,1,81.3186813186813,74,17,91,36,36,0
450,350,0.01,158,2,84.8837209302326,73,13,86,34,36,0
450,350,0.05,158,8,87.5,56,8,64,26,36,0
450,350,0.1,158,16,96.1538461538462,50,2,52,20,36,0
450,350,0.15,158,24,100,45,0,45,19,36,0
450,350,0.2,158,32,100,39,0,39,19,36,0
450,400,0.001,158,1,81.3186813186813,74,17,91,36,36,0
450,400,0.005,158,1,81.3186813186813,74,17,91,36,36,0
450,400,0.01,158,2,84.8837209302326,73,13,86,34,36,0
450,400,0.05,158,8,87.5,56,8,64,26,36,0
450,400,0.1,158,16,96.1538461538462,50,2,52,20,36,0
450,400,0.15,158,24,100,45,0,45,19,36,0
450,400,0.2,158,32,100,39,0,39,19,36,0
500,200,0.001,158,1,82.3529411764706,70,15,85,36,36,0
500,200,0.005,158,1,82.3529411764706,70,15,85,36,36,0
500,200,0.01,158,2,84.3373493975904,70,13,83,34,36,0
500,200,0.05,158,8,87.5,56,8,64,26,36,0
500,200,0.1,158,16,96.1538461538462,50,2,52,20,36,0
500,200,0.15,158,24,100,45,0,45,19,36,0
500,200,0.2,158,32,100,39,0,39,19,36,0
500,250,0.001,158,1,82.3529411764706,70,15,85,36,36,0
500,250,0.005,158,1,82.3529411764706,70,15,85,36,36,0
500,250,0.01,158,2,84.3373493975904,70,13,83,34,36,0
500,250,0.05,158,8,87.5,56,8,64,26,36,0
500,250,0.1,158,16,96.1538461538462,50,2,52,20,36,0
500,250,0.15,158,24,100,45,0,45,19,36,0
500,250,0.2,158,32,100,39,0,39,19,36,0
500,300,0.001,158,1,82.3529411764706,70,15,85,36,36,0
500,300,0.005,158,1,82.3529411764706,70,15,85,36,36,0
500,300,0.01,158,2,84.3373493975904,70,13,83,34,36,0
500,300,0.05,158,8,87.5,56,8,64,26,36,0
500,300,0.1,158,16,96.1538461538462,50,2,52,20,36,0
500,300,0.15,158,24,100,45,0,45,19,36,0
500,300,0.2,158,32,100,39,0,39,19,36,0
500,350,0.001,158,1,82.3529411764706,70,15,85,36,36,0
500,350,0.005,158,1,82.3529411764706,70,15,85,36,36,0
500,350,0.01,158,2,84.3373493975904,70,13,83,34,36,0
500,350,0.05,158,8,87.5,56,8,64,26,36,0
500,350,0.1,158,16,96.1538461538462,50,2,52,20,36,0
500,350,0.15,158,24,100,45,0,45,19,36,0
500,350,0.2,158,32,100,39,0,39,19,36,0
500,400,0.001,158,1,82.3529411764706,70,15,85,36,36,0
500,400,0.005,158,1,82.3529411764706,70,15,85,36,36,0
500,400,0.01,158,2,84.3373493975904,70,13,83,34,36,0
500,400,0.05,158,8,87.5,56,8,64,26,36,0
500,400,0.1,158,16,96.1538461538462,50,2,52,20,36,0
500,400,0.15,158,24,100,45,0,45,19,36,0
500,400,0.2,158,32,100,39,0,39,19,36,0
550,200,0.001,158,1,82.1428571428571,69,15,84,36,36,0
550,200,0.005,158,1,82.1428571428571,69,15,84,36,36,0
550,200,0.01,158,2,84.1463414634146,69,13,82,34,36,0
550,200,0.05,158,8,87.3015873015873,55,8,63,26,36,0
550,200,0.1,158,16,96.078431372549,49,2,51,20,36,0
550,200,0.15,158,24,100,45,0,45,19,36,0
550,200,0.2,158,32,100,39,0,39,19,36,0
550,250,0.001,158,1,82.1428571428571,69,15,84,36,36,0
550,250,0.005,158,1,82.1428571428571,69,15,84,36,36,0
550,250,0.01,158,2,84.1463414634146,69,13,82,34,36,0
550,250,0.05,158,8,87.3015873015873,55,8,63,26,36,0
550,250,0.1,158,16,96.078431372549,49,2,51,20,36,0
550,250,0.15,158,24,100,45,0,45,19,36,0
550,250,0.2,158,32,100,39,0,39,19,36,0
550,300,0.001,158,1,82.1428571428571,69,15,84,36,36,0
550,300,0.005,158,1,82.1428571428571,69,15,84,36,36,0
550,300,0.01,158,2,84.1463414634146,69,13,82,34,36,0
550,300,0.05,158,8,87.3015873015873,55,8,63,26,36,0
550,300,0.1,158,16,96.078431372549,49,2,51,20,36,0
550,300,0.15,158,24,100,45,0,45,19,36,0
550,300,0.2,158,32,100,39,0,39,19,36,0
550,350,0.001,158,1,82.1428571428571,69,15,84,36,36,0
550,350,0.005,158,1,82.1428571428571,69,15,84,36,36,0
550,350,0.01,158,2,84.1463414634146,69,13,82,34,36,0
550,350,0.05,158,8,87.3015873015873,55,8,63,26,36,0
550,350,0.1,158,16,96.078431372549,49,2,51,20,36,0
550,350,0.15,158,24,100,45,0,45,19,36,0
550,350,0.2,158,32,100,39,0,39,19,36,0
550,400,0.001,158,1,82.1428571428571,69,15,84,36,36,0
550,400,0.005,158,1,82.1428571428571,69,15,84,36,36,0
550,400,0.01,158,2,84.1463414634146,69,13,82,34,36,0
550,400,0.05,158,8,87.3015873015873,55,8,63,26,36,0
550,400,0.1,158,16,96.078431372549,49,2,51,20,36,0
550,400,0.15,158,24,100,45,0,45,19,36,0
550,400,0.2,158,32,100,39,0,39,19,36,0
600,200,0.001,158,1,82.1428571428571,69,15,84,36,36,0
600,200,0.005,158,1,82.1428571428571,69,15,84,36,36,0
600,200,0.01,158,2,84.1463414634146,69,13,82,34,36,0
600,200,0.05,158,8,87.3015873015873,55,8,63,26,36,0
600,200,0.1,158,16,96.078431372549,49,2,51,20,36,0
600,200,0.15,158,24,100,45,0,45,19,36,0
600,200,0.2,158,32,100,39,0,39,19,36,0
600,250,0.001,158,1,82.1428571428571,69,15,84,36,36,0
600,250,0.005,158,1,82.1428571428571,69,15,84,36,36,0
600,250,0.01,158,2,84.1463414634146,69,13,82,34,36,0
600,250,0.05,158,8,87.3015873015873,55,8,63,26,36,0
600,250,0.1,158,16,96.078431372549,49,2,51,20,36,0
600,250,0.15,158,24,100,45,0,45,19,36,0
600,250,0.2,158,32,100,39,0,39,19,36,0
600,300,0.001,158,1,82.1428571428571,69,15,84,36,36,0
600,300,0.005,158,1,82.1428571428571,69,15,84,36,36,0
600,300,0.01,158,2,84.1463414634146,69,13,82,34,36,0
600,300,0.05,158,8,87.3015873015873,55,8,63,26,36,0
600,300,0.1,158,16,96.078431372549,49,2,51,20,36,0
600,300,0.15,158,24,100,45,0,45,19,36,0
600,300,0.2,158,32,100,39,0,39,19,36,0
600,350,0.001,158,1,82.1428571428571,69,15,84,36,36,0
600,350,0.005,158,1,82.1428571428571,69,15,84,36,36,0
600,350,0.01,158,2,84.1463414634146,69,13,82,34,36,0
600,350,0.05,158,8,87.3015873015873,55,8,63,26,36,0
600,350,0.1,158,16,96.078431372549,49,2,51,20,36,0
600,350,0.15,158,24,100,45,0,45,19,36,0
600,350,0.2,158,32,100,39,0,39,19,36,0
600,400,0.001,158,1,82.1428571428571,69,15,84,36,36,0
600,400,0.005,158,1,82.1428571428571,69,15,84,36,36,0
600,400,0.01,158,2,84.1463414634146,69,13,82,34,36,0
600,400,0.05,158,8,87.3015873015873,55,8,63,26,36,0
600,400,0.1,158,16,96.078431372549,49,2,51,20,36,0
600,400,0.15,158,24,100,45,0,45,19,36,0
600,400,0.2,158,32,100,39,0,39,19,36,0
