Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
036R_NS1_week18_S34_L001_R1_001	(1.0, 3.4835702161080286)	(2.0, 1.2312837272934558)	(3.0, 0.6739124927161714)	(4.0, 0.40536089787438884)	(5.0, 0.3040206734057916)	(6.0, 0.217881482607484)	(7.0, 0.2069029582900526)	(8.0, 0.15538834418518235)	(9.0, 0.1596108535380406)	('>10', 3.5139722834486076)	('>50', 3.9142661700995665)	('>100', 28.157381368599733)	('>500', 21.333806254380853)	('>1k', 36.242642277452646)	('>5k', 0.0)	('>10k+', 0.0)
036R_NS1_week18_S34_L001_R2_001	(1.0, 8.778596944592232)	(2.0, 1.9170192461976303)	(3.0, 0.9982012110156825)	(4.0, 0.7668076984790521)	(5.0, 0.6080413468115832)	(6.0, 0.5725722682475741)	(7.0, 0.5083901260841293)	(8.0, 0.49318909241383974)	(9.0, 0.53963669529528)	('>10', 9.006612449646575)	('>50', 7.518600153699341)	('>100', 20.377830136893753)	('>500', 13.680930303260622)	('>1k', 34.23357232736271)	('>5k', 0.0)	('>10k+', 0.0)
036R_RL_M_NS1_S64_L001_R1_001	(1.0, 4.7219770520741395)	(2.0, 1.583510721146358)	(3.0, 0.6853226727584237)	(4.0, 0.4049633975390686)	(5.0, 0.2920409116868283)	(6.0, 0.1869061834795701)	(7.0, 0.263485800321894)	(8.0, 0.23882456777945069)	(9.0, 0.1051347282072582)	('>10', 5.778516172576709)	('>50', 7.345153418825606)	('>100', 37.66548984995587)	('>500', 22.53387674575567)	('>1k', 18.19479777789315)	('>5k', 0.0)	('>10k+', 0.0)
036R_RL_M_NS1_S64_L001_R2_001	(1.0, 12.721302113078242)	(2.0, 2.463527335029334)	(3.0, 1.2927677690670265)	(4.0, 0.8981880483879342)	(5.0, 0.7593063703857537)	(6.0, 0.5685063080836925)	(7.0, 0.7541145319557655)	(8.0, 0.623020611598567)	(9.0, 0.6074450963086029)	('>10', 14.372306733814444)	('>50', 3.442188879082083)	('>100', 28.529152172784382)	('>500', 22.901199314677328)	('>1k', 10.066974715746845)	('>5k', 0.0)	('>10k+', 0.0)
036R_RL_M_NS1_week5_S43_L001_R1_001	(1.0, 3.9129561768987497)	(2.0, 1.413918310660442)	(3.0, 0.7052858792229306)	(4.0, 0.4317052356809397)	(5.0, 0.3472047922627713)	(6.0, 0.256011244415441)	(7.0, 0.17569399126549873)	(8.0, 0.2141793417331794)	(9.0, 0.16565433462175594)	('>10', 3.458661713769389)	('>50', 5.022338236032327)	('>100', 29.300737914763314)	('>500', 18.51061693690076)	('>1k', 36.0850358917725)	('>5k', 0.0)	('>10k+', 0.0)
036R_RL_M_NS1_week5_S43_L001_R2_001	(1.0, 10.476381707745595)	(2.0, 2.0330304703579136)	(3.0, 1.106872144972642)	(4.0, 0.8232518447869084)	(5.0, 0.6985927747937687)	(6.0, 0.5421414587621103)	(7.0, 0.4743737764168465)	(8.0, 0.37481384803306395)	(9.0, 0.36142763917474025)	('>10', 10.289811421782709)	('>50', 8.16642404163111)	('>100', 23.246824958586416)	('>500', 12.651640647223198)	('>1k', 28.754413265732982)	('>5k', 0.0)	('>10k+', 0.0)
036R_RR_M_NS1_S65_L001_R1_001	(1.0, 3.9058798757698585)	(2.0, 1.4230317067607166)	(3.0, 0.7027425382955204)	(4.0, 0.39304451580074046)	(5.0, 0.2631994525451387)	(6.0, 0.2421434963415276)	(7.0, 0.17195697566282395)	(8.0, 0.11229843308592584)	(9.0, 0.14212770437437489)	('>10', 3.903247881244407)	('>50', 4.180484637925287)	('>100', 31.241775017107965)	('>500', 22.7992139109684)	('>1k', 30.518853854117317)	('>5k', 0.0)	('>10k+', 0.0)
036R_RR_M_NS1_S65_L001_R2_001	(1.0, 8.611008755768456)	(2.0, 1.8055482444596513)	(3.0, 0.9133021003316313)	(4.0, 0.6141320559386569)	(5.0, 0.5000789598357636)	(6.0, 0.489550981733958)	(7.0, 0.5097296064290854)	(8.0, 0.32285799512203683)	(9.0, 0.38690319524135386)	('>10', 10.842062781842747)	('>50', 4.63669702233686)	('>100', 22.563211735186258)	('>500', 19.202154726184837)	('>1k', 28.60276183958871)	('>5k', 0.0)	('>10k+', 0.0)
036R_RR_M_NS1_week5_S44_L001_R1_001	(1.0, 3.618098202518157)	(2.0, 1.3922772776983259)	(3.0, 0.7255825691932364)	(4.0, 0.4262359440284905)	(5.0, 0.3049549928493312)	(6.0, 0.25237654580634306)	(7.0, 0.23064412102857465)	(8.0, 0.12338408906087883)	(9.0, 0.15773534112896442)	('>10', 2.929671069235299)	('>50', 4.983735733714703)	('>100', 26.24786180982025)	('>500', 10.036173971565576)	('>1k', 48.57126833235187)	('>5k', 0.0)	('>10k+', 0.0)
036R_RR_M_NS1_week5_S44_L001_R2_001	(1.0, 9.054008580802558)	(2.0, 1.8535655197554752)	(3.0, 1.0431563893328846)	(4.0, 0.8076049465802978)	(5.0, 0.6905302711645775)	(6.0, 0.5804660553545891)	(7.0, 0.5152687810212837)	(8.0, 0.45427778245141753)	(9.0, 0.536300159838479)	('>10', 7.407952665376742)	('>50', 7.88887019432994)	('>100', 20.0450071506688)	('>500', 13.453071983399232)	('>1k', 35.669919519923724)	('>5k', 0.0)	('>10k+', 0.0)
1030R_RR_M_NS1_week5_S45_L001_R1_001	(1.0, 3.3354651818968435)	(2.0, 1.343817012151537)	(3.0, 0.7155487001993905)	(4.0, 0.4002859185132237)	(5.0, 0.33106354162747825)	(6.0, 0.2392686505398593)	(7.0, 0.15800759941311462)	(8.0, 0.22271547345848539)	(9.0, 0.14220683947180318)	('>10', 4.067567059177608)	('>50', 4.231593995711222)	('>100', 18.60351378804409)	('>500', 13.203415973815883)	('>1k', 53.00553026597946)	('>5k', 0.0)	('>10k+', 0.0)
1030R_RR_M_NS1_week5_S45_L001_R2_001	(1.0, 9.187765697302584)	(2.0, 1.8810428501561265)	(3.0, 1.1782852413377978)	(4.0, 0.776494488544449)	(5.0, 0.5492645122455889)	(6.0, 0.4108197584740981)	(7.0, 0.41608667845453523)	(8.0, 0.3731989014709755)	(9.0, 0.29795718746473043)	('>10', 8.26530228358602)	('>50', 8.31119972912983)	('>100', 15.010721944245889)	('>500', 14.241751627102065)	('>1k', 39.100109100485305)	('>5k', 0.0)	('>10k+', 0.0)
1030R_RR_M_NS1_week9_S66_L001_R1_001	(1.0, 4.206683231073475)	(2.0, 1.4279194766999646)	(3.0, 0.5050453830941636)	(4.0, 0.3610364585974342)	(5.0, 0.20282947112215405)	(6.0, 0.18863140814360327)	(7.0, 0.25556513361391414)	(8.0, 0.1541503980528371)	(9.0, 0.15516454540844785)	('>10', 3.6215202068860606)	('>50', 4.795902844683333)	('>100', 39.665331372648446)	('>500', 25.084934841032403)	('>1k', 19.375285228943763)	('>5k', 0.0)	('>10k+', 0.0)
1030R_RR_M_NS1_week9_S66_L001_R2_001	(1.0, 8.93970893970894)	(2.0, 1.8437198925003804)	(3.0, 0.8823081993813702)	(4.0, 0.653110897013336)	(5.0, 0.47664925713706197)	(6.0, 0.41377212108919426)	(7.0, 0.489833172760002)	(8.0, 0.45433801531362505)	(9.0, 0.4746209624258405)	('>10', 12.345215759849907)	('>50', 3.497794229501547)	('>100', 28.51275290299681)	('>500', 19.52740733228538)	('>1k', 21.488768318036612)	('>5k', 0.0)	('>10k+', 0.0)
1060R_L_M_S5_week5_S12_L001_R1_001	(1.0, 3.9450252034892497)	(2.0, 1.4528478433660996)	(3.0, 0.7696873962431205)	(4.0, 0.46684307432262484)	(5.0, 0.3420832872191647)	(6.0, 0.28976466682093954)	(7.0, 0.21128673622360172)	(8.0, 0.17707840750168527)	(9.0, 0.14488233341046977)	('>10', 4.455131752371945)	('>50', 5.4793693593987385)	('>100', 22.772685655642867)	('>500', 14.005292229678743)	('>1k', 45.48802205431075)	('>5k', 0.0)	('>10k+', 0.0)
1060R_L_M_S5_week5_S12_L001_R2_001	(1.0, 9.269450956324013)	(2.0, 1.82712720467648)	(3.0, 0.9749373685746194)	(4.0, 0.8049018522803877)	(5.0, 0.5131249308287471)	(6.0, 0.5010514030445412)	(7.0, 0.44370214606956365)	(8.0, 0.47489209284542866)	(9.0, 0.5523638961274159)	('>10', 11.5292129066012)	('>50', 4.452113370425894)	('>100', 16.881810224265777)	('>500', 23.456852230081193)	('>1k', 28.318459417854736)	('>5k', 0.0)	('>10k+', 0.0)
1075R_0_M_NS6_week5_S2_L001_R1_001	(1.0, 4.526933572576726)	(2.0, 1.4105391698752694)	(3.0, 0.616799371986094)	(4.0, 0.5482661084320836)	(5.0, 0.23052097740894423)	(6.0, 0.17195618855369893)	(7.0, 0.19189313795122923)	(8.0, 0.09968474698765155)	(9.0, 0.1345744084333296)	('>10', 4.950593747274245)	('>50', 6.65146474275105)	('>100', 38.53438500741405)	('>500', 26.88497626256962)	('>1k', 15.047412557786002)	('>5k', 0.0)	('>10k+', 0.0)
1075R_0_M_NS6_week5_S2_L001_R2_001	(1.0, 11.33166361382129)	(2.0, 2.053505787945622)	(3.0, 1.057904377406452)	(4.0, 0.7476356024073866)	(5.0, 0.7414053057206584)	(6.0, 0.6504429740944263)	(7.0, 0.5844018292151072)	(8.0, 0.578171532528379)	(9.0, 0.6953011102388695)	('>10', 12.649994392732983)	('>50', 4.226633272276425)	('>100', 32.31779497339664)	('>500', 20.67835470325097)	('>1k', 11.686790524964799)	('>5k', 0.0)	('>10k+', 0.0)
1075R_RL_M_NS6_week5_S3_L001_R1_001	(1.0, 3.982850384387936)	(2.0, 1.393652671003351)	(3.0, 0.6771141336487285)	(4.0, 0.4849201655824956)	(5.0, 0.2365464222353637)	(6.0, 0.26020106445890007)	(7.0, 0.1862803075103489)	(8.0, 0.12615809185886065)	(9.0, 0.1862803075103489)	('>10', 4.669820618963138)	('>50', 4.910309481569091)	('>100', 31.657796175832843)	('>500', 23.431894342598067)	('>1k', 27.796175832840532)	('>5k', 0.0)	('>10k+', 0.0)
1075R_RL_M_NS6_week5_S3_L001_R2_001	(1.0, 10.788488074117879)	(2.0, 2.0126158091858857)	(3.0, 1.0141927853341217)	(4.0, 0.7332939089296274)	(5.0, 0.6603587620737236)	(6.0, 0.5558840922531048)	(7.0, 0.5243445692883896)	(8.0, 0.4730928444707274)	(9.0, 0.4257835600236547)	('>10', 12.359550561797752)	('>50', 4.517051054602799)	('>100', 26.96333530455352)	('>500', 16.269465799329787)	('>1k', 22.70254287403903)	('>5k', 0.0)	('>10k+', 0.0)
1076R_0_M_S5_week5_S13_L001_R1_001	(1.0, 3.8617430610034)	(2.0, 1.5465650565953155)	(3.0, 0.7676790317157907)	(4.0, 0.5304643430834174)	(5.0, 0.29418357054802197)	(6.0, 0.1905188837834809)	(7.0, 0.2222720310807277)	(8.0, 0.11954126041316447)	(9.0, 0.17651014232881318)	('>10', 3.5825021480070234)	('>50', 3.6646867645410737)	('>100', 26.962157719750458)	('>500', 26.057193021778925)	('>1k', 32.023982965370394)	('>5k', 0.0)	('>10k+', 0.0)
1076R_0_M_S5_week5_S13_L001_R2_001	(1.0, 9.523142440883111)	(2.0, 1.923867159774366)	(3.0, 1.0086293847360752)	(4.0, 0.7023049049273413)	(5.0, 0.5556800777018193)	(6.0, 0.4482797265493668)	(7.0, 0.3334080466210915)	(8.0, 0.25402517837797456)	(9.0, 0.3025888154208226)	('>10', 13.26347640927939)	('>50', 4.2343755836975605)	('>100', 17.890096753707645)	('>500', 31.566364077851244)	('>1k', 17.993761440472188)	('>5k', 0.0)	('>10k+', 0.0)
1121R_L_M_NS1_week5_S46_L001_R1_001	(1.0, 3.6770018786428813)	(2.0, 1.5575073459753688)	(3.0, 0.7803593506639477)	(4.0, 0.44316703864866164)	(5.0, 0.3813484481125259)	(6.0, 0.25530275052585943)	(7.0, 0.16859615600764302)	(8.0, 0.18625861044653896)	(9.0, 0.16618763949324813)	('>10', 3.348640793847043)	('>50', 5.770805568490181)	('>100', 23.21328216573805)	('>500', 16.269529054737554)	('>1k', 43.7820131986705)	('>5k', 0.0)	('>10k+', 0.0)
1121R_L_M_NS1_week5_S46_L001_R2_001	(1.0, 9.611586570111916)	(2.0, 2.058478780969508)	(3.0, 1.2427945214277685)	(4.0, 0.7386117310811028)	(5.0, 0.6543136530772813)	(6.0, 0.5924950625411455)	(7.0, 0.5001685961560077)	(8.0, 0.32755824595770644)	(9.0, 0.35405192761605037)	('>10', 9.133094622585462)	('>50', 8.38565166428491)	('>100', 16.77130332856982)	('>500', 14.531382970182566)	('>1k', 35.09850832543875)	('>5k', 0.0)	('>10k+', 0.0)
1121R_L_M_NS1_week9_S67_L001_R1_001	(1.0, 3.9346146727324096)	(2.0, 1.3209550621998383)	(3.0, 0.7306167379423885)	(4.0, 0.4091453732477375)	(5.0, 0.2776343604181076)	(6.0, 0.23379735614156427)	(7.0, 0.14320088063670813)	(8.0, 0.10910543286606333)	(9.0, 0.16658061625086457)	('>10', 4.377855493750792)	('>50', 5.611136547397543)	('>100', 28.23297906539507)	('>500', 18.97557791783971)	('>1k', 35.4768004831812)	('>5k', 0.0)	('>10k+', 0.0)
1121R_L_M_NS1_week9_S67_L001_R2_001	(1.0, 8.936903938511294)	(2.0, 1.956104546384421)	(3.0, 1.0637779704441175)	(4.0, 0.6507359745940207)	(5.0, 0.6575550641481496)	(6.0, 0.3916105715371202)	(7.0, 0.41596446280186644)	(8.0, 0.3896622602359405)	(9.0, 0.3243938316464205)	('>10', 12.596806717777367)	('>50', 3.729067830457951)	('>100', 21.61456557528762)	('>500', 18.74762549560169)	('>1k', 28.525225760572027)	('>5k', 0.0)	('>10k+', 0.0)
1121R_NS1_week19_S35_L001_R1_001	(1.0, 3.9911261578576616)	(2.0, 1.4109829567557906)	(3.0, 0.6970802535984271)	(4.0, 0.4079444018042077)	(5.0, 0.21553763497387263)	(6.0, 0.18925255753803452)	(7.0, 0.22815447214307494)	(8.0, 0.1598132708098958)	(9.0, 0.17978992966113277)	('>10', 4.509467884892389)	('>50', 5.294865998675232)	('>100', 31.72293425576432)	('>500', 21.59476821818717)	('>1k', 29.398282007338793)	('>5k', 0.0)	('>10k+', 0.0)
1121R_NS1_week19_S35_L001_R2_001	(1.0, 9.339613714502002)	(2.0, 1.9577125674212235)	(3.0, 1.0787395779667968)	(4.0, 0.6560755327985196)	(5.0, 0.6781549978446236)	(6.0, 0.5677576726141036)	(7.0, 0.4489491226041152)	(8.0, 0.37850511507606904)	(9.0, 0.5204445332295948)	('>10', 12.87337952497608)	('>50', 6.022436942099231)	('>100', 20.814627119891497)	('>500', 19.311120690561552)	('>1k', 25.352482888414592)	('>5k', 0.0)	('>10k+', 0.0)
1121R_RL_M_NS1_diabetes_S23_L001_R1_001	(1.0, 3.885950460995983)	(2.0, 1.3613110205497267)	(3.0, 0.6719847394433366)	(4.0, 0.4364287985201884)	(5.0, 0.3034769791034423)	(6.0, 0.23411081245122692)	(7.0, 0.1871441371137894)	(8.0, 0.11561027775369231)	(9.0, 0.20159542183300094)	('>10', 2.70600306367236)	('>50', 3.1669990462152082)	('>100', 28.625827336050175)	('>500', 24.206624468915287)	('>1k', 33.89693343738258)	('>5k', 0.0)	('>10k+', 0.0)
1121R_RL_M_NS1_diabetes_S23_L001_R2_001	(1.0, 9.112257579698834)	(2.0, 1.8121911037891267)	(3.0, 0.9017601664787999)	(4.0, 0.6271857568137807)	(5.0, 0.4407641839359519)	(6.0, 0.4161969999132923)	(7.0, 0.3237087777103384)	(8.0, 0.27746466660886154)	(9.0, 0.2666262030694529)	('>10', 10.266192664527876)	('>50', 7.419289574843203)	('>100', 19.080753779010955)	('>500', 19.786699037544437)	('>1k', 29.268909506055092)	('>5k', 0.0)	('>10k+', 0.0)
1121R_RL_M_NS1_week5_S48_L001_R1_001	(1.0, 3.8964727898544673)	(2.0, 1.44530401510468)	(3.0, 0.6967534962990192)	(4.0, 0.5547294023291951)	(5.0, 0.3717689518621865)	(6.0, 0.16040368260121304)	(7.0, 0.1988337315577537)	(8.0, 0.06683486775050544)	(9.0, 0.1954919881702284)	('>10', 3.643335728249428)	('>50', 5.604103660879881)	('>100', 25.05555648381761)	('>500', 14.92756771207539)	('>1k', 43.182843489448445)	('>5k', 0.0)	('>10k+', 0.0)
1121R_RL_M_NS1_week5_S48_L001_R2_001	(1.0, 9.442931377299537)	(2.0, 2.010058647596451)	(3.0, 1.1253320857491353)	(4.0, 0.872195024144096)	(5.0, 0.6767030359738676)	(6.0, 0.6466273454861401)	(7.0, 0.47954017610987654)	(8.0, 0.5346789420040435)	(9.0, 0.3458704406088657)	('>10', 9.823890123477417)	('>50', 6.879814199067654)	('>100', 18.442246319905095)	('>500', 12.03779511771291)	('>1k', 36.682317164864905)	('>5k', 0.0)	('>10k+', 0.0)
1121R_RL_M_NS1_week9_S69_L001_R1_001	(1.0, 3.7065092662731653)	(2.0, 1.4715036787591969)	(3.0, 0.7380018450046125)	(4.0, 0.44700111750279375)	(5.0, 0.3337508343770859)	(6.0, 0.20700051750129375)	(7.0, 0.18375045937614845)	(8.0, 0.15000037500093752)	(9.0, 0.13500033750084375)	('>10', 3.6420091050227623)	('>50', 4.041010102525256)	('>100', 24.77931194827987)	('>500', 18.36979592448981)	('>1k', 41.795354488386224)	('>5k', 0.0)	('>10k+', 0.0)
1121R_RL_M_NS1_week9_S69_L001_R2_001	(1.0, 8.376020940052351)	(2.0, 1.795504488761222)	(3.0, 1.0260025650064124)	(4.0, 0.7860019650049125)	(5.0, 0.4987512468781172)	(6.0, 0.38700096750241875)	(7.0, 0.38850097125242816)	(8.0, 0.3360008400021)	(9.0, 0.3712509281273203)	('>10', 9.801024502561257)	('>50', 6.205515513788785)	('>100', 14.128535321338303)	('>500', 19.050047625119063)	('>1k', 33.0878327195818)	('>5k', 3.762009405023513)	('>10k+', 0.0)
1121R_RR_M_NS1_week5_S49_L001_R1_001	(1.0, 3.8768448555892947)	(2.0, 1.4052679895487605)	(3.0, 0.7238189393404421)	(4.0, 0.4095755949438599)	(5.0, 0.32954358213873786)	(6.0, 0.2330343902266789)	(7.0, 0.11534025374855825)	(8.0, 0.14123296377374478)	(9.0, 0.14829461196243204)	('>10', 5.18913447732034)	('>50', 6.853329567120967)	('>100', 24.272061765882825)	('>500', 18.760445354612436)	('>1k', 37.54207565379093)	('>5k', 0.0)	('>10k+', 0.0)
1121R_RR_M_NS1_week5_S49_L001_R2_001	(1.0, 10.931431396087847)	(2.0, 2.276204599486854)	(3.0, 1.1510486547560201)	(4.0, 0.8662288444789681)	(5.0, 0.7826660075795024)	(6.0, 0.6284866887931643)	(7.0, 0.7085187015982864)	(8.0, 0.4707765459124827)	(9.0, 0.34955158534001834)	('>10', 11.588164677635762)	('>50', 7.196996445637079)	('>100', 17.579973165736885)	('>500', 23.86837087776287)	('>1k', 21.601581809194265)	('>5k', 0.0)	('>10k+', 0.0)
1121R_RR_M_NS1_week9_S70_L001_R1_001	(1.0, 3.95036340517715)	(2.0, 1.489725758598496)	(3.0, 0.7370139553867165)	(4.0, 0.40186490432161753)	(5.0, 0.27863679889487153)	(6.0, 0.2919799695461752)	(7.0, 0.192298635857024)	(8.0, 0.19465331303078348)	(9.0, 0.12008853586173336)	('>10', 3.6097201073732794)	('>50', 4.657551449696247)	('>100', 26.79936580694787)	('>500', 22.017016467042367)	('>1k', 35.25972089226567)	('>5k', 0.0)	('>10k+', 0.0)
1121R_RR_M_NS1_week9_S70_L001_R2_001	(1.0, 8.842597679858091)	(2.0, 1.9638007629154044)	(3.0, 1.0219298934116132)	(4.0, 0.6718678869127043)	(5.0, 0.5023311304020218)	(6.0, 0.4615167260568576)	(7.0, 0.4395397391017692)	(8.0, 0.4520980173618197)	(9.0, 0.3249454499788079)	('>10', 10.894306390593849)	('>50', 5.761110151798189)	('>100', 17.063560585843682)	('>500', 16.486664678272607)	('>1k', 35.11373090749259)	('>5k', 0.0)	('>10k+', 0.0)
1121R_R_M_NS1_week5_S47_L001_R1_001	(1.0, 4.07273725092874)	(2.0, 1.3508949679162445)	(3.0, 0.7788753799392097)	(4.0, 0.3292806484295846)	(5.0, 0.3482776089159068)	(6.0, 0.1773049645390071)	(7.0, 0.22163120567375888)	(8.0, 0.1773049645390071)	(9.0, 0.1804711246200608)	('>10', 4.320753123944613)	('>50', 6.696428571428571)	('>100', 27.113939547450183)	('>500', 16.047154677473827)	('>1k', 38.18494596420128)	('>5k', 0.0)	('>10k+', 0.0)
1121R_R_M_NS1_week5_S47_L001_R2_001	(1.0, 10.102161431948666)	(2.0, 2.068557919621749)	(3.0, 1.089159067882472)	(4.0, 0.8400878081729145)	(5.0, 0.775709219858156)	(6.0, 0.576241134751773)	(7.0, 0.6944444444444444)	(8.0, 0.48125633232016213)	(9.0, 0.38943768996960487)	('>10', 11.377068557919621)	('>50', 6.185621411685242)	('>100', 19.495103005741303)	('>500', 22.48290273556231)	('>1k', 23.44224924012158)	('>5k', 0.0)	('>10k+', 0.0)
1121R_R_M_NS1_week9_S68_L001_R1_001	(1.0, 4.0332439286952395)	(2.0, 1.5180542631415697)	(3.0, 0.7991679894903936)	(4.0, 0.3430218767675662)	(5.0, 0.28281058988815294)	(6.0, 0.1970551206962614)	(7.0, 0.17880927618734835)	(8.0, 0.16056343167843523)	(9.0, 0.13958071049318518)	('>10', 4.091630631123762)	('>50', 4.867079022752568)	('>100', 31.711277756490958)	('>500', 17.33811374459467)	('>1k', 34.33959165799989)	('>5k', 0.0)	('>10k+', 0.0)
1121R_R_M_NS1_week9_S68_L001_R2_001	(1.0, 8.633933621617675)	(2.0, 1.793566515226157)	(3.0, 0.9278011932782309)	(4.0, 0.6167095444012626)	(5.0, 0.48807634061342525)	(6.0, 0.46526903497728395)	(7.0, 0.37677668910905543)	(8.0, 0.44519860601747957)	(9.0, 0.36947835130549017)	('>10', 11.340704654514933)	('>50', 5.55950882186582)	('>100', 20.676190997500317)	('>500', 18.420092323973215)	('>1k', 29.88669330559965)	('>5k', 0.0)	('>10k+', 0.0)
1136R_0_F_S5_week5_S14_L001_R1_001	(1.0, 4.1489690544609426)	(2.0, 1.577615716624498)	(3.0, 0.8586442579596322)	(4.0, 0.4396258600753317)	(5.0, 0.29193904770627493)	(6.0, 0.20607462191031176)	(7.0, 0.12021019611434852)	(8.0, 0.20149518586786036)	(9.0, 0.2266820841013429)	('>10', 5.531958739281258)	('>50', 4.725977995809815)	('>100', 25.48341671723127)	('>500', 22.120965803061353)	('>1k', 34.066424719795755)	('>5k', 0.0)	('>10k+', 0.0)
