Sample	fastqc-percent_duplicates	fastqc-percent_gc	fastqc-avg_sequence_length	fastqc-median_sequence_length	fastqc-percent_fails	fastqc-total_sequences
1076R_0_M_S5_week5_S13_L001_R2_001	87.96275542605252	53.0	301.0	301	54.54545454545454	0.10707599999999999
1121R_L_M_NS1_week5_S46_L001_R1_001	94.62499397870872	50.0	301.0	301	45.45454545454545	0.12455799999999999
1121R_L_M_NS1_week5_S46_L001_R2_001	87.72218564845294	52.0	301.0	301	54.54545454545454	0.12455799999999999
1121R_L_M_NS1_week9_S67_L001_R1_001	94.47458914985437	50.0	301.0	301	36.36363636363637	0.102653
1121R_L_M_NS1_week9_S67_L001_R2_001	88.50009254478681	52.0	301.0	301	54.54545454545454	0.102653
1121R_NS1_week19_S35_L001_R1_001	94.37183921943834	50.0	301.0	301	45.45454545454545	0.095111
1121R_NS1_week19_S35_L001_R2_001	87.94566348792463	52.0	301.0	301	54.54545454545454	0.095111
1121R_RL_M_NS1_diabetes_S23_L001_R1_001	94.59955490043065	50.0	301.0	301	36.36363636363637	0.138396
1121R_RL_M_NS1_diabetes_S23_L001_R2_001	88.54229891037313	51.0	301.0	301	54.54545454545454	0.138396
1121R_RL_M_NS1_week5_S48_L001_R1_001	94.45938946348309	51.0	301.0	301	45.45454545454545	0.119698
1121R_RL_M_NS1_week5_S48_L001_R2_001	87.89787632207722	52.0	301.0	301	54.54545454545454	0.119698
1121R_RL_M_NS1_week9_S69_L001_R1_001	94.67498668746671	50.0	301.0	301	45.45454545454545	0.133333
1121R_RL_M_NS1_week9_S69_L001_R2_001	89.25997314993288	52.0	301.0	301	54.54545454545454	0.133333
1121R_RR_M_NS1_week5_S49_L001_R1_001	94.44012899277358	51.0	301.0	301	36.36363636363637	0.084966
1121R_RR_M_NS1_week5_S49_L001_R2_001	86.1603464915378	52.0	301.0	301	54.54545454545454	0.084966
1121R_RR_M_NS1_week9_S70_L001_R1_001	94.40607192753873	50.0	301.0	301	45.45454545454545	0.127406
1121R_RR_M_NS1_week9_S70_L001_R2_001	88.6575200540006	52.0	301.0	301	54.54545454545454	0.127406
1121R_R_M_NS1_week5_S47_L001_R1_001	94.3040780141844	51.0	301.0	301	36.36363636363637	0.09475199999999999
1121R_R_M_NS1_week5_S47_L001_R2_001	87.12217156366093	52.0	301.0	301	54.54545454545454	0.09475199999999999
1121R_R_M_NS1_week9_S68_L001_R1_001	94.2790154542303	50.0	301.0	301	36.36363636363637	0.10961399999999999
1121R_R_M_NS1_week9_S68_L001_R2_001	88.96126407210758	52.0	301.0	301	54.54545454545454	0.10961399999999999
1136R_0_F_S5_week5_S14_L001_R1_001	94.05818173491934	50.0	301.0	301	45.45454545454545	0.087347
1136R_0_F_S5_week5_S14_L001_R2_001	87.3767845489828	52.0	301.0	301	54.54545454545454	0.087347
1151R_0_M_NS1_week5_S50_L001_R1_001	95.04294826939264	50.0	301.0	301	45.45454545454545	0.098607
1151R_0_M_NS1_week5_S50_L001_R2_001	87.29299136978105	51.0	301.0	301	54.54545454545454	0.098607
1151R_0_M_NS1_week9_S71_L001_R1_001	94.50391339394832	51.0	301.0	301	36.36363636363637	0.11537299999999999
1151R_0_M_NS1_week9_S71_L001_R2_001	88.69752888457438	52.0	301.0	301	54.54545454545454	0.11537299999999999
1151R_NS1_week21_S36_L001_R1_001	94.65099077354304	50.0	301.0	301	45.45454545454545	0.128435
1151R_NS1_week21_S36_L001_R2_001	88.59500914859657	51.0	301.0	301	54.54545454545454	0.128435
1151R_R_M_NS1_diabetes_S24_L001_R1_001	94.54166555344786	50.0	301.0	301	45.45454545454545	0.149716
1151R_R_M_NS1_diabetes_S24_L001_R2_001	88.63314542199899	52.0	301.0	301	54.54545454545454	0.149716
1184R_0_M_NS6_week5_S4_L001_R1_001	93.29280919954684	50.0	301.0	301	45.45454545454545	0.082091
1184R_0_M_NS6_week5_S4_L001_R2_001	85.84741323653019	52.0	301.0	301	54.54545454545454	0.082091
1186R_0_M_NS6_week5_S5_L001_R1_001	93.9216076402706	50.0	301.0	301	45.45454545454545	0.080416
1186R_0_M_NS6_week5_S5_L001_R2_001	85.61604655789893	51.0	301.0	301	54.54545454545454	0.080416
1186R_RR_M_NS6_week5_S6_L001_R1_001	94.2180443799478	50.0	301.0	301	45.45454545454545	0.09233899999999999
1186R_RR_M_NS6_week5_S6_L001_R2_001	86.4672565221629	51.0	301.0	301	54.54545454545454	0.09233899999999999
1193R_0_F_NS1_week5_S51_L001_R1_001	94.72485733514027	50.0	301.0	301	36.36363636363637	0.108471
1193R_0_F_NS1_week5_S51_L001_R2_001	86.94674152538467	52.0	301.0	301	54.54545454545454	0.108471
1193R_0_F_NS1_week9_S72_L001_R1_001	94.19725951447468	50.0	301.0	301	45.45454545454545	0.101004
1193R_0_F_NS1_week9_S72_L001_R2_001	88.83905587897509	52.0	301.0	301	54.54545454545454	0.101004
1193R_L_F_NS1_diabetes_S25_L001_R1_001	94.10139825950914	50.0	301.0	301	36.36363636363637	0.081816
1193R_L_F_NS1_diabetes_S25_L001_R2_001	83.57411753202308	52.0	301.0	301	54.54545454545454	0.081816
1193R_L_F_NS1_week5_S52_L001_R1_001	94.51212738381781	50.0	301.0	301	36.36363636363637	0.10801999999999999
1193R_L_F_NS1_week5_S52_L001_R2_001	87.3551194223292	52.0	301.0	301	54.54545454545454	0.10801999999999999
1193R_L_F_NS1_week9_S73_L001_R1_001	93.96491770342323	50.0	301.0	301	36.36363636363637	0.090587
1193R_L_F_NS1_week9_S73_L001_R2_001	87.2045657765463	51.0	301.0	301	54.54545454545454	0.090587
1193R_NS1_week24_S38_L001_R1_001	94.3452702556677	50.0	301.0	301	45.45454545454545	0.092542
1193R_NS1_week24_S38_L001_R2_001	87.68559140714487	52.0	301.0	301	54.54545454545454	0.092542
184R_0_M_NS6_week5_S7_L001_R1_001	93.69265310889907	50.0	301.0	301	36.36363636363637	0.077053
184R_0_M_NS6_week5_S7_L001_R2_001	85.59173555864146	52.0	301.0	301	54.54545454545454	0.077053
2402R_0_F_S5_week5_S15_L001_R1_001	94.81769808898736	51.0	301.0	301	36.36363636363637	0.09659799999999999
2402R_0_F_S5_week5_S15_L001_R2_001	88.44075446696618	53.0	301.0	301	54.54545454545454	0.09659799999999999
2402R_R_F_S5_week5_S16_L001_R1_001	94.34892680242157	51.0	301.0	301	36.36363636363637	0.09085
2402R_R_F_S5_week5_S16_L001_R2_001	88.34782608695652	53.0	301.0	301	54.54545454545454	0.09085
2403R_0_F_NS6_week5_S8_L001_R1_001	94.00482878226272	49.0	301.0	301	45.45454545454545	0.088221
2403R_0_F_NS6_week5_S8_L001_R2_001	86.38872830731911	51.0	301.0	301	54.54545454545454	0.088221
2433R_0_F_S5_week5_S17_L001_R1_001	94.9124460611773	51.0	301.0	301	36.36363636363637	0.135802
2433R_0_F_S5_week5_S17_L001_R2_001	88.31460508681758	53.0	301.0	301	54.54545454545454	0.135802
2475R_0_M_S5_week5_S18_L001_R1_001	95.06871148949405	51.0	301.0	301	45.45454545454545	0.154341
2475R_0_M_S5_week5_S18_L001_R2_001	88.76902443291154	53.0	301.0	301	54.54545454545454	0.154341
2475R_RL_M_S5_week5_S19_L001_R1_001	95.07990198857374	51.0	301.0	301	45.45454545454545	0.15875699999999998
2475R_RL_M_S5_week5_S19_L001_R2_001	88.80931234528241	53.0	301.0	301	54.54545454545454	0.15875699999999998
2476R_R_F_NS6_week5_S9_L001_R1_001	94.11293646587764	49.0	301.0	301	36.36363636363637	0.08491499999999999
2476R_R_F_NS6_week5_S9_L001_R2_001	87.45451333686628	51.0	301.0	301	54.54545454545454	0.08491499999999999
2518R_0_M_S5_week5_S20_L001_R1_001	94.29158686410987	51.0	301.0	301	45.45454545454545	0.10703499999999999
2518R_0_M_S5_week5_S20_L001_R2_001	87.83855748119774	53.0	301.0	301	54.54545454545454	0.10703499999999999
2529R_0_F_NS1_week5_S53_L001_R1_001	94.79446448213235	50.0	301.0	301	45.45454545454545	0.117279
2529R_0_F_NS1_week5_S53_L001_R2_001	87.28161051850715	52.0	301.0	301	54.54545454545454	0.117279
2529R_0_F_NS1_week9_S74_L001_R1_001	94.43719869769778	50.0	301.0	301	36.36363636363637	0.10350899999999999
2529R_0_F_NS1_week9_S74_L001_R2_001	87.63392555236743	52.0	301.0	301	54.54545454545454	0.10350899999999999
2529R_L_F_NS1_diabetes_S26_L001_R1_001	94.16394723537252	50.0	301.0	301	45.45454545454545	0.087028
2529R_L_F_NS1_diabetes_S26_L001_R2_001	83.88679505446522	52.0	301.0	301	54.54545454545454	0.087028
2529R_L_F_NS1_week5_S54_L001_R1_001	94.50443271242156	50.0	301.0	301	45.45454545454545	0.10039
2529R_L_F_NS1_week5_S54_L001_R2_001	86.83633828070525	52.0	301.0	301	54.54545454545454	0.10039
2529R_L_F_NS1_week9_S75_L001_R1_001	94.04464979351515	50.0	301.0	301	36.36363636363637	0.097828
2529R_L_F_NS1_week9_S75_L001_R2_001	87.38193564214744	52.0	301.0	301	54.54545454545454	0.097828
2529R_NS1_week22_S37_L001_R1_001	94.35983615166474	50.0	301.0	301	45.45454545454545	0.10473099999999999
2529R_NS1_week22_S37_L001_R2_001	87.7982641242803	52.0	301.0	301	54.54545454545454	0.10473099999999999
2529R_RL_F_NS1_week5_S55_L001_R1_001	94.70125243124352	50.0	301.0	301	36.36363636363637	0.110026
2529R_RL_F_NS1_week5_S55_L001_R2_001	87.19393597876865	52.0	301.0	301	54.54545454545454	0.110026
2529R_RL_F_NS1_week9_S76_L001_R1_001	93.81654050115371	51.0	301.0	301	45.45454545454545	0.098812
2529R_RL_F_NS1_week9_S76_L001_R2_001	87.2981014451686	52.0	301.0	301	54.54545454545454	0.098812
2562R_0_F_NS6_week5_S10_L001_R1_001	94.06478937728937	50.0	301.0	301	45.45454545454545	0.08736
2562R_0_F_NS6_week5_S10_L001_R2_001	87.29281135531136	52.0	301.0	301	54.54545454545454	0.08736
2562R_RL_F_NS6_week5_S11_L001_R1_001	94.0203792080485	50.0	301.0	301	36.36363636363637	0.07753
2562R_RL_F_NS6_week5_S11_L001_R2_001	87.72475170901586	51.0	301.0	301	54.54545454545454	0.07753
3861R_0_M_NS1_week5_S56_L001_R1_001	94.30584231857459	50.0	301.0	301	45.45454545454545	0.104616
3861R_0_M_NS1_week5_S56_L001_R2_001	86.80603349392062	52.0	301.0	301	54.54545454545454	0.104616
3861R_0_M_NS1_week9_S77_L001_R1_001	93.83518439252968	50.0	301.0	301	45.45454545454545	0.088778
3861R_0_M_NS1_week9_S77_L001_R2_001	86.96636554101241	51.0	301.0	301	54.54545454545454	0.088778
3861R_L_M_NS1_diabetes_S27_L001_R1_001	94.19057377049181	49.0	301.0	301	45.45454545454545	0.08784
3861R_L_M_NS1_diabetes_S27_L001_R2_001	84.16894353369763	51.0	301.0	301	54.54545454545454	0.08784
3861R_L_M_NS1_week5_S57_L001_R1_001	93.79551412758521	50.0	301.0	301	36.36363636363637	0.075526
3861R_L_M_NS1_week5_S57_L001_R2_001	83.71951380981383	52.0	301.0	301	54.54545454545454	0.075526
3861R_L_M_NS1_week9_S78_L001_R1_001	93.86691005990411	50.0	301.0	301	45.45454545454545	0.095319
3861R_L_M_NS1_week9_S78_L001_R2_001	87.16625226869775	51.0	301.0	301	54.54545454545454	0.095319
3861R_NS1_week28_S39_L001_R1_001	94.27650103615869	50.0	301.0	301	36.36363636363637	0.107609
3861R_NS1_week28_S39_L001_R2_001	87.33934893921513	52.0	301.0	301	54.54545454545454	0.107609
3861R_R_M_NS1_week5_S58_L001_R1_001	94.38013820754263	51.0	301.0	301	45.45454545454545	0.103757
3861R_R_M_NS1_week5_S58_L001_R2_001	84.70079127191418	52.0	301.0	301	54.54545454545454	0.103757
3924R_L_F_S5_week5_S21_L001_R1_001	95.02820479696852	51.0	301.0	301	45.45454545454545	0.116115
3924R_L_F_S5_week5_S21_L001_R2_001	89.40619213710545	53.0	301.0	301	54.54545454545454	0.116115
3929R_0_F_S5_week5_S22_L001_R1_001	95.05138230511055	50.0	301.0	301	45.45454545454545	0.144505
3929R_0_F_S5_week5_S22_L001_R2_001	88.80384761772949	52.0	301.0	301	54.54545454545454	0.144505
3971R_0_F_NS1_week5_S59_L001_R1_001	94.35408132680587	51.0	301.0	301	45.45454545454545	0.10009
3971R_0_F_NS1_week5_S59_L001_R2_001	84.58287541212908	52.0	301.0	301	54.54545454545454	0.10009
3971R_0_F_NS1_week9_S79_L001_R1_001	94.38329653090977	50.0	301.0	301	36.36363636363637	0.117293
3971R_0_F_NS1_week9_S79_L001_R2_001	88.03935443717869	52.0	301.0	301	54.54545454545454	0.117293
3971R_NS1_week30_S40_L001_R1_001	94.37313345922519	51.0	301.0	301	45.45454545454545	0.120209
3971R_NS1_week30_S40_L001_R2_001	88.22051593474698	53.0	301.0	301	54.54545454545454	0.120209
3971R_RL_F_NS1_diabetes_S29_L001_R1_001	94.36378709293427	49.0	301.0	301	45.45454545454545	0.09408799999999999
3971R_RL_F_NS1_diabetes_S29_L001_R2_001	84.03303290536519	51.0	301.0	301	54.54545454545454	0.09408799999999999
3971R_RL_F_NS1_week9_S81_L001_R1_001	94.25832451355532	51.0	301.0	301	36.36363636363637	0.09826399999999999
3971R_RL_F_NS1_week9_S81_L001_R2_001	87.33106732882847	52.0	301.0	301	54.54545454545454	0.09826399999999999
3971R_R_F_NS1_diabetes_S28_L001_R1_001	93.6478319544681	50.0	301.0	301	36.36363636363637	0.085215
3971R_R_F_NS1_diabetes_S28_L001_R2_001	83.61086663146159	52.0	301.0	301	54.54545454545454	0.085215
3971R_R_F_NS1_week9_S80_L001_R1_001	94.05330637867745	50.0	301.0	301	45.45454545454545	0.093985
3971R_R_F_NS1_week9_S80_L001_R2_001	87.73634090546363	51.0	301.0	301	54.54545454545454	0.093985
3975R_0_F_NS1_week5_S60_L001_R1_001	93.3961819467358	51.0	301.0	301	45.45454545454545	0.08485999999999999
3975R_0_F_NS1_week5_S60_L001_R2_001	84.07494697148245	52.0	301.0	301	54.54545454545454	0.08485999999999999
3975R_L_F_NS1_diabetes_S30_L001_R1_001	94.47344153448913	50.0	301.0	301	45.45454545454545	0.10844
3975R_L_F_NS1_diabetes_S30_L001_R2_001	84.38214680929546	52.0	301.0	301	54.54545454545454	0.10844
3975R_L_F_NS1_week5_S61_L001_R1_001	93.89585475832608	51.0	301.0	301	45.45454545454545	0.101128
3975R_L_F_NS1_week5_S61_L001_R2_001	83.98959734198243	52.0	301.0	301	54.54545454545454	0.101128
3975R_L_F_NS1_week9_S82_L001_R1_001	94.37085495963092	50.0	301.0	301	45.45454545454545	0.11097599999999999
3975R_L_F_NS1_week9_S82_L001_R2_001	87.9334270472895	52.0	301.0	301	54.54545454545454	0.11097599999999999
3975R_NS1_week14_S33_L001_R1_001	93.97451808669315	50.0	301.0	301	45.45454545454545	0.087827
3975R_NS1_week14_S33_L001_R2_001	87.95586778553292	51.0	301.0	301	54.54545454545454	0.087827
3975R_RL_F_NS1_diabetes_S32_L001_R1_001	93.63423053493672	50.0	301.0	301	45.45454545454545	0.088646
3975R_RL_F_NS1_diabetes_S32_L001_R2_001	83.68792726124134	52.0	301.0	301	54.54545454545454	0.088646
3975R_RL_F_NS1_week9_S83_L001_R1_001	94.23931191500127	50.0	301.0	301	45.45454545454545	0.098825
3975R_RL_F_NS1_week9_S83_L001_R2_001	87.69137364027321	52.0	301.0	301	54.54545454545454	0.098825
3975R_R_F_NS1_diabetes_S31_L001_R1_001	94.17646277818064	50.0	301.0	301	36.36363636363637	0.097913
3975R_R_F_NS1_diabetes_S31_L001_R2_001	83.98374066773565	52.0	301.0	301	54.54545454545454	0.097913
NS1_defined_inocula_S88_L001_R1_001	92.91932857321808	51.0	301.0	301	45.45454545454545	0.09579599999999999
NS1_defined_inocula_S88_L001_R2_001	85.78646290032987	52.0	301.0	301	54.54545454545454	0.09579599999999999
NS6_defined_inocula_S86_L001_R1_001	92.77076582598778	51.0	301.0	301	45.45454545454545	0.13239299999999998
NS6_defined_inocula_S86_L001_R2_001	87.06427076960262	52.0	301.0	301	54.54545454545454	0.13239299999999998
Negative_extraction_S85_L001_R1_001	91.7563735657836	52.0	301.0	301	54.54545454545454	0.15234799999999998
Negative_extraction_S85_L001_R2_001	86.6378291805603	53.0	301.0	301	63.63636363636363	0.15234799999999998
Negtive_Control_S90_L001_R1_001	71.88009991673604	47.0	301.0	301	45.45454545454545	0.030025
Negtive_Control_S90_L001_R2_001	65.7052456286428	50.0	301.0	301	54.54545454545454	0.030025
Pooled_GF_pellet_S84_L001_R1_001	88.14283687607879	51.0	301.0	301	54.54545454545454	0.169172
Pooled_GF_pellet_S84_L001_R2_001	82.61177972714161	52.0	301.0	301	63.63636363636363	0.169172
Positive_Control_S89_L001_R1_001	94.58013977915216	53.0	301.0	301	36.36363636363637	0.12433899999999999
Positive_Control_S89_L001_R2_001	87.6941265411496	54.0	301.0	301	54.54545454545454	0.12433899999999999
S5_defined_inocula_S87_L001_R1_001	93.78140359925295	53.0	301.0	301	36.36363636363637	0.127971
S5_defined_inocula_S87_L001_R2_001	87.42449461206054	54.0	301.0	301	54.54545454545454	0.127971
