Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
036R_RR_M_NS1_S65_L001_R2_001	036R_RR_M_NS1_S65_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	113982.0	0.0	301.0	52.0	11.039462371251602	301.0	301	pass	fail	fail	pass	fail	fail	warn	pass	fail	fail	pass
036R_RR_M_NS1_week5_S44_L001_R1_001	036R_RR_M_NS1_week5_S44_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	142644.0	0.0	301.0	50.0	5.185636970359777	301.0	301	pass	pass	warn	pass	fail	fail	warn	pass	fail	fail	pass
036R_RR_M_NS1_week5_S44_L001_R2_001	036R_RR_M_NS1_week5_S44_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	142644.0	0.0	301.0	52.0	11.551835338324782	301.0	301	pass	fail	fail	pass	fail	fail	warn	pass	fail	fail	pass
1030R_RR_M_NS1_week5_S45_L001_R1_001	1030R_RR_M_NS1_week5_S45_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	132905.0	0.0	301.0	50.0	4.874910650464617	301.0	301	pass	pass	fail	pass	fail	fail	warn	pass	fail	fail	pass
1030R_RR_M_NS1_week5_S45_L001_R2_001	1030R_RR_M_NS1_week5_S45_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	132905.0	0.0	301.0	52.0	11.634626236785675	301.0	301	pass	fail	fail	pass	fail	fail	warn	pass	fail	fail	pass
1030R_RR_M_NS1_week9_S66_L001_R1_001	1030R_RR_M_NS1_week9_S66_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	98605.0	0.0	301.0	50.0	5.762385274580397	301.0	301	pass	pass	fail	pass	fail	fail	warn	pass	fail	fail	pass
1030R_RR_M_NS1_week9_S66_L001_R2_001	1030R_RR_M_NS1_week9_S66_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	98605.0	0.0	301.0	52.0	11.45276608691243	301.0	301	pass	fail	fail	pass	fail	fail	warn	pass	fail	fail	pass
1060R_L_M_S5_week5_S12_L001_R1_001	1060R_L_M_S5_week5_S12_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	99391.0	0.0	301.0	51.0	5.652423257639021	301.0	301	pass	pass	fail	pass	fail	fail	warn	pass	fail	fail	pass
1060R_L_M_S5_week5_S12_L001_R2_001	1060R_L_M_S5_week5_S12_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	99391.0	0.0	301.0	53.0	11.75659767987041	301.0	301	pass	fail	fail	pass	fail	fail	warn	pass	fail	fail	pass
1075R_0_M_NS6_week5_S2_L001_R1_001	1075R_0_M_NS6_week5_S2_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	80253.0	0.0	301.0	50.0	6.235280924077605	301.0	301	pass	pass	fail	pass	fail	fail	warn	pass	fail	fail	pass
1075R_0_M_NS6_week5_S2_L001_R2_001	1075R_0_M_NS6_week5_S2_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	80253.0	0.0	301.0	51.0	14.29603877736658	301.0	301	pass	fail	fail	pass	fail	fail	warn	pass	fail	fail	pass
1075R_RL_M_NS6_week5_S3_L001_R1_001	1075R_RL_M_NS6_week5_S3_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	101460.0	0.0	301.0	50.0	5.622905578553125	301.0	301	pass	pass	fail	pass	fail	fail	warn	pass	fail	fail	pass
1075R_RL_M_NS6_week5_S3_L001_R2_001	1075R_RL_M_NS6_week5_S3_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	101460.0	0.0	301.0	51.0	13.534397792233394	301.0	301	pass	fail	fail	pass	fail	fail	warn	pass	fail	fail	pass
1076R_0_M_S5_week5_S13_L001_R1_001	1076R_0_M_S5_week5_S13_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	107076.0	0.0	301.0	51.0	5.5577346931151705	301.0	301	pass	pass	fail	pass	fail	fail	warn	pass	fail	fail	pass
1076R_0_M_S5_week5_S13_L001_R2_001	1076R_0_M_S5_week5_S13_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	107076.0	0.0	301.0	53.0	12.037244573947477	301.0	301	pass	fail	fail	pass	fail	fail	warn	pass	fail	fail	pass
1121R_L_M_NS1_week5_S46_L001_R1_001	1121R_L_M_NS1_week5_S46_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	124558.0	0.0	301.0	50.0	5.375006021291286	301.0	301	pass	pass	fail	pass	fail	fail	warn	pass	fail	fail	pass
1121R_L_M_NS1_week5_S46_L001_R2_001	1121R_L_M_NS1_week5_S46_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	124558.0	0.0	301.0	52.0	12.27781435154707	301.0	301	pass	fail	fail	pass	fail	fail	warn	pass	fail	fail	pass
1121R_L_M_NS1_week9_S67_L001_R1_001	1121R_L_M_NS1_week9_S67_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	102653.0	0.0	301.0	50.0	5.5254108501456365	301.0	301	pass	pass	warn	pass	fail	fail	warn	pass	fail	fail	pass
1121R_L_M_NS1_week9_S67_L001_R2_001	1121R_L_M_NS1_week9_S67_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	102653.0	0.0	301.0	52.0	11.499907455213194	301.0	301	pass	fail	fail	pass	fail	fail	warn	pass	fail	fail	pass
1121R_NS1_week19_S35_L001_R1_001	1121R_NS1_week19_S35_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	95111.0	0.0	301.0	50.0	5.62816078056166	301.0	301	pass	pass	fail	pass	fail	fail	warn	pass	fail	fail	pass
1121R_NS1_week19_S35_L001_R2_001	1121R_NS1_week19_S35_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	95111.0	0.0	301.0	52.0	12.054336512075364	301.0	301	pass	fail	fail	pass	fail	fail	warn	pass	fail	fail	pass
1121R_RL_M_NS1_diabetes_S23_L001_R1_001	1121R_RL_M_NS1_diabetes_S23_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	138396.0	0.0	301.0	50.0	5.400445099569351	301.0	301	pass	pass	warn	pass	fail	fail	warn	pass	fail	fail	pass
1121R_RL_M_NS1_diabetes_S23_L001_R2_001	1121R_RL_M_NS1_diabetes_S23_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	138396.0	0.0	301.0	51.0	11.457701089626868	301.0	301	pass	fail	fail	pass	fail	fail	warn	pass	fail	fail	pass
1121R_RL_M_NS1_week5_S48_L001_R1_001	1121R_RL_M_NS1_week5_S48_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	119698.0	0.0	301.0	51.0	5.540610536516901	301.0	301	pass	pass	fail	pass	fail	fail	warn	pass	fail	fail	pass
1121R_RL_M_NS1_week5_S48_L001_R2_001	1121R_RL_M_NS1_week5_S48_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	119698.0	0.0	301.0	52.0	12.102123677922773	301.0	301	pass	fail	fail	pass	fail	fail	warn	pass	fail	fail	pass
1121R_RL_M_NS1_week9_S69_L001_R1_001	1121R_RL_M_NS1_week9_S69_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	133333.0	0.0	301.0	50.0	5.325013312533281	301.0	301	pass	pass	fail	pass	fail	fail	warn	pass	fail	fail	pass
1121R_RL_M_NS1_week9_S69_L001_R2_001	1121R_RL_M_NS1_week9_S69_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	133333.0	0.0	301.0	52.0	10.740026850067125	301.0	301	pass	fail	fail	pass	fail	fail	warn	pass	fail	fail	pass
1121R_RR_M_NS1_week5_S49_L001_R1_001	1121R_RR_M_NS1_week5_S49_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	84966.0	0.0	301.0	51.0	5.55987100722642	301.0	301	pass	pass	warn	pass	fail	fail	warn	pass	fail	fail	pass
1121R_RR_M_NS1_week5_S49_L001_R2_001	1121R_RR_M_NS1_week5_S49_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	84966.0	0.0	301.0	52.0	13.839653508462208	301.0	301	pass	fail	fail	pass	fail	fail	warn	pass	fail	fail	pass
1121R_RR_M_NS1_week9_S70_L001_R1_001	1121R_RR_M_NS1_week9_S70_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	127406.0	0.0	301.0	50.0	5.593928072461265	301.0	301	pass	pass	fail	pass	fail	fail	warn	pass	fail	fail	pass
1121R_RR_M_NS1_week9_S70_L001_R2_001	1121R_RR_M_NS1_week9_S70_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	127406.0	0.0	301.0	52.0	11.342479945999404	301.0	301	pass	fail	fail	pass	fail	fail	warn	pass	fail	fail	pass
1121R_R_M_NS1_week5_S47_L001_R1_001	1121R_R_M_NS1_week5_S47_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	94752.0	0.0	301.0	51.0	5.695921985815603	301.0	301	pass	pass	warn	pass	fail	fail	warn	pass	fail	fail	pass
1121R_R_M_NS1_week5_S47_L001_R2_001	1121R_R_M_NS1_week5_S47_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	94752.0	0.0	301.0	52.0	12.877828436339076	301.0	301	pass	fail	fail	pass	fail	fail	warn	pass	fail	fail	pass
1121R_R_M_NS1_week9_S68_L001_R1_001	1121R_R_M_NS1_week9_S68_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	109614.0	0.0	301.0	50.0	5.720984545769701	301.0	301	pass	pass	warn	pass	fail	fail	warn	pass	fail	fail	pass
1121R_R_M_NS1_week9_S68_L001_R2_001	1121R_R_M_NS1_week9_S68_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	109614.0	0.0	301.0	52.0	11.038735927892422	301.0	301	pass	fail	fail	pass	fail	fail	warn	pass	fail	fail	pass
1136R_0_F_S5_week5_S14_L001_R1_001	1136R_0_F_S5_week5_S14_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	87347.0	0.0	301.0	50.0	5.941818265080656	301.0	301	pass	pass	fail	pass	fail	fail	warn	pass	fail	fail	pass
1136R_0_F_S5_week5_S14_L001_R2_001	1136R_0_F_S5_week5_S14_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	87347.0	0.0	301.0	52.0	12.623215451017208	301.0	301	pass	fail	fail	pass	fail	fail	warn	pass	fail	fail	pass
1151R_0_M_NS1_week5_S50_L001_R1_001	1151R_0_M_NS1_week5_S50_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	98607.0	0.0	301.0	50.0	4.95705173060736	301.0	301	pass	pass	fail	pass	fail	fail	warn	pass	fail	fail	pass
1151R_0_M_NS1_week5_S50_L001_R2_001	1151R_0_M_NS1_week5_S50_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	98607.0	0.0	301.0	51.0	12.707008630218949	301.0	301	pass	fail	fail	pass	fail	fail	warn	pass	fail	fail	pass
1151R_0_M_NS1_week9_S71_L001_R1_001	1151R_0_M_NS1_week9_S71_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	115373.0	0.0	301.0	51.0	5.4960866060516755	301.0	301	pass	pass	warn	pass	fail	fail	warn	pass	fail	fail	pass
1151R_0_M_NS1_week9_S71_L001_R2_001	1151R_0_M_NS1_week9_S71_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	115373.0	0.0	301.0	52.0	11.30247111542562	301.0	301	pass	fail	fail	pass	fail	fail	warn	pass	fail	fail	pass
1151R_NS1_week21_S36_L001_R1_001	1151R_NS1_week21_S36_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	128435.0	0.0	301.0	50.0	5.349009226456962	301.0	301	pass	pass	fail	pass	fail	fail	warn	pass	fail	fail	pass
1151R_NS1_week21_S36_L001_R2_001	1151R_NS1_week21_S36_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	128435.0	0.0	301.0	51.0	11.404990851403433	301.0	301	pass	fail	fail	pass	fail	fail	warn	pass	fail	fail	pass
1151R_R_M_NS1_diabetes_S24_L001_R1_001	1151R_R_M_NS1_diabetes_S24_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	149716.0	0.0	301.0	50.0	5.458334446552138	301.0	301	pass	pass	fail	pass	fail	fail	warn	pass	fail	fail	pass
1151R_R_M_NS1_diabetes_S24_L001_R2_001	1151R_R_M_NS1_diabetes_S24_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	149716.0	0.0	301.0	52.0	11.366854578001014	301.0	301	pass	fail	fail	pass	fail	fail	warn	pass	fail	fail	pass
1184R_0_M_NS6_week5_S4_L001_R1_001	1184R_0_M_NS6_week5_S4_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	82091.0	0.0	301.0	50.0	6.707190800453155	301.0	301	pass	pass	fail	pass	fail	fail	warn	pass	fail	fail	pass
1184R_0_M_NS6_week5_S4_L001_R2_001	1184R_0_M_NS6_week5_S4_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	82091.0	0.0	301.0	52.0	14.152586763469808	301.0	301	pass	fail	fail	pass	fail	fail	warn	pass	fail	fail	pass
1186R_0_M_NS6_week5_S5_L001_R1_001	1186R_0_M_NS6_week5_S5_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	80416.0	0.0	301.0	50.0	6.078392359729407	301.0	301	pass	pass	fail	pass	fail	fail	warn	pass	fail	fail	pass
1186R_0_M_NS6_week5_S5_L001_R2_001	1186R_0_M_NS6_week5_S5_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	80416.0	0.0	301.0	51.0	14.383953442101074	301.0	301	pass	fail	fail	pass	fail	fail	warn	pass	fail	fail	pass
1186R_RR_M_NS6_week5_S6_L001_R1_001	1186R_RR_M_NS6_week5_S6_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	92339.0	0.0	301.0	50.0	5.781955620052199	301.0	301	pass	pass	fail	pass	fail	fail	warn	pass	fail	fail	pass
1186R_RR_M_NS6_week5_S6_L001_R2_001	1186R_RR_M_NS6_week5_S6_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	92339.0	0.0	301.0	51.0	13.5327434778371	301.0	301	pass	fail	fail	pass	fail	fail	warn	pass	fail	fail	pass
1193R_0_F_NS1_week5_S51_L001_R1_001	1193R_0_F_NS1_week5_S51_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	108471.0	0.0	301.0	50.0	5.2751426648597315	301.0	301	pass	pass	warn	pass	fail	fail	warn	pass	fail	fail	pass
1193R_0_F_NS1_week5_S51_L001_R2_001	1193R_0_F_NS1_week5_S51_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	108471.0	0.0	301.0	52.0	13.053258474615333	301.0	301	pass	fail	fail	pass	fail	fail	warn	pass	fail	fail	pass
1193R_0_F_NS1_week9_S72_L001_R1_001	1193R_0_F_NS1_week9_S72_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	101004.0	0.0	301.0	50.0	5.802740485525326	301.0	301	pass	pass	fail	pass	fail	fail	warn	pass	fail	fail	pass
1193R_0_F_NS1_week9_S72_L001_R2_001	1193R_0_F_NS1_week9_S72_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	101004.0	0.0	301.0	52.0	11.16094412102491	301.0	301	pass	fail	fail	pass	fail	fail	warn	pass	fail	fail	pass
1193R_L_F_NS1_diabetes_S25_L001_R1_001	1193R_L_F_NS1_diabetes_S25_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	81816.0	0.0	301.0	50.0	5.898601740490857	301.0	301	pass	pass	warn	pass	fail	fail	warn	pass	fail	fail	pass
1193R_L_F_NS1_diabetes_S25_L001_R2_001	1193R_L_F_NS1_diabetes_S25_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	81816.0	0.0	301.0	52.0	16.425882467976923	301.0	301	pass	fail	fail	pass	fail	fail	warn	pass	fail	fail	pass
1193R_L_F_NS1_week5_S52_L001_R1_001	1193R_L_F_NS1_week5_S52_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	108020.0	0.0	301.0	50.0	5.487872616182188	301.0	301	pass	pass	warn	pass	fail	fail	warn	pass	fail	fail	pass
1193R_L_F_NS1_week5_S52_L001_R2_001	1193R_L_F_NS1_week5_S52_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	108020.0	0.0	301.0	52.0	12.644880577670802	301.0	301	pass	fail	fail	pass	fail	fail	warn	pass	fail	fail	pass
1193R_L_F_NS1_week9_S73_L001_R1_001	1193R_L_F_NS1_week9_S73_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	90587.0	0.0	301.0	50.0	6.035082296576771	301.0	301	pass	pass	warn	pass	fail	fail	warn	pass	fail	fail	pass
1193R_L_F_NS1_week9_S73_L001_R2_001	1193R_L_F_NS1_week9_S73_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	90587.0	0.0	301.0	51.0	12.795434223453697	301.0	301	pass	fail	fail	pass	fail	fail	warn	pass	fail	fail	pass
1193R_NS1_week24_S38_L001_R1_001	1193R_NS1_week24_S38_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	92542.0	0.0	301.0	50.0	5.654729744332303	301.0	301	pass	pass	fail	pass	fail	fail	warn	pass	fail	fail	pass
1193R_NS1_week24_S38_L001_R2_001	1193R_NS1_week24_S38_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	92542.0	0.0	301.0	52.0	12.314408592855136	301.0	301	pass	fail	fail	pass	fail	fail	warn	pass	fail	fail	pass
184R_0_M_NS6_week5_S7_L001_R1_001	184R_0_M_NS6_week5_S7_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	77053.0	0.0	301.0	50.0	6.307346891100931	301.0	301	pass	pass	warn	pass	fail	fail	warn	pass	fail	fail	pass
184R_0_M_NS6_week5_S7_L001_R2_001	184R_0_M_NS6_week5_S7_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	77053.0	0.0	301.0	52.0	14.408264441358545	301.0	301	pass	fail	fail	pass	fail	fail	warn	pass	fail	fail	pass
2402R_0_F_S5_week5_S15_L001_R1_001	2402R_0_F_S5_week5_S15_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	96598.0	0.0	301.0	51.0	5.18230191101265	301.0	301	pass	pass	warn	pass	fail	fail	warn	pass	fail	fail	pass
2402R_0_F_S5_week5_S15_L001_R2_001	2402R_0_F_S5_week5_S15_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	96598.0	0.0	301.0	53.0	11.55924553303381	301.0	301	pass	fail	fail	pass	fail	fail	warn	pass	fail	fail	pass
2402R_R_F_S5_week5_S16_L001_R1_001	2402R_R_F_S5_week5_S16_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	90850.0	0.0	301.0	51.0	5.651073197578426	301.0	301	pass	pass	warn	pass	fail	fail	warn	pass	fail	fail	pass
2402R_R_F_S5_week5_S16_L001_R2_001	2402R_R_F_S5_week5_S16_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	90850.0	0.0	301.0	53.0	11.652173913043478	301.0	301	pass	fail	fail	pass	fail	fail	warn	pass	fail	fail	pass
2403R_0_F_NS6_week5_S8_L001_R1_001	2403R_0_F_NS6_week5_S8_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	88221.0	0.0	301.0	49.0	5.995171217737274	301.0	301	pass	pass	fail	pass	fail	fail	warn	pass	fail	fail	pass
2403R_0_F_NS6_week5_S8_L001_R2_001	2403R_0_F_NS6_week5_S8_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	88221.0	0.0	301.0	51.0	13.611271692680882	301.0	301	pass	fail	fail	pass	fail	fail	warn	pass	fail	fail	pass
2433R_0_F_S5_week5_S17_L001_R1_001	2433R_0_F_S5_week5_S17_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	135802.0	0.0	301.0	51.0	5.087553938822698	301.0	301	pass	pass	warn	pass	fail	fail	warn	pass	fail	fail	pass
2433R_0_F_S5_week5_S17_L001_R2_001	2433R_0_F_S5_week5_S17_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	135802.0	0.0	301.0	53.0	11.685394913182428	301.0	301	pass	fail	fail	pass	fail	fail	warn	pass	fail	fail	pass
2475R_0_M_S5_week5_S18_L001_R1_001	2475R_0_M_S5_week5_S18_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	154341.0	0.0	301.0	51.0	4.931288510505957	301.0	301	pass	pass	fail	pass	fail	fail	warn	pass	fail	fail	pass
2475R_0_M_S5_week5_S18_L001_R2_001	2475R_0_M_S5_week5_S18_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	154341.0	0.0	301.0	53.0	11.230975567088459	301.0	301	pass	fail	fail	pass	fail	fail	warn	pass	fail	fail	pass
2475R_RL_M_S5_week5_S19_L001_R1_001	2475R_RL_M_S5_week5_S19_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	158757.0	0.0	301.0	51.0	4.920098011426268	301.0	301	pass	pass	fail	pass	fail	fail	warn	pass	fail	fail	pass
2475R_RL_M_S5_week5_S19_L001_R2_001	2475R_RL_M_S5_week5_S19_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	158757.0	0.0	301.0	53.0	11.190687654717587	301.0	301	pass	fail	fail	pass	fail	fail	warn	pass	fail	fail	pass
