Sample	Unique Reads	Duplicate Reads
1151R_NS1_week21_S36_L001_R1_001	6870.0	121565.0
1151R_NS1_week21_S36_L001_R2_001	14648.0	113787.0
1151R_R_M_NS1_diabetes_S24_L001_R1_001	8173.0	141543.0
1151R_R_M_NS1_diabetes_S24_L001_R2_001	17018.0	132698.0
1184R_0_M_NS6_week5_S4_L001_R1_001	5507.0	76584.0
1184R_0_M_NS6_week5_S4_L001_R2_001	11618.0	70473.0
1186R_0_M_NS6_week5_S5_L001_R1_001	4888.0	75528.0
1186R_0_M_NS6_week5_S5_L001_R2_001	11567.0	68849.0
1186R_RR_M_NS6_week5_S6_L001_R1_001	5339.0	87000.0
1186R_RR_M_NS6_week5_S6_L001_R2_001	12496.0	79843.0
1193R_0_F_NS1_week5_S51_L001_R1_001	5722.0	102749.0
1193R_0_F_NS1_week5_S51_L001_R2_001	14159.0	94312.0
1193R_0_F_NS1_week9_S72_L001_R1_001	5861.0	95143.0
1193R_0_F_NS1_week9_S72_L001_R2_001	11273.0	89731.0
1193R_L_F_NS1_diabetes_S25_L001_R1_001	4826.0	76990.0
1193R_L_F_NS1_diabetes_S25_L001_R2_001	13439.0	68377.0
1193R_L_F_NS1_week5_S52_L001_R1_001	5928.0	102092.0
1193R_L_F_NS1_week5_S52_L001_R2_001	13659.0	94361.0
1193R_L_F_NS1_week9_S73_L001_R1_001	5467.0	85120.0
1193R_L_F_NS1_week9_S73_L001_R2_001	11591.0	78996.0
1193R_NS1_week24_S38_L001_R1_001	5233.0	87309.0
1193R_NS1_week24_S38_L001_R2_001	11396.0	81146.0
184R_0_M_NS6_week5_S7_L001_R1_001	4860.0	72193.0
184R_0_M_NS6_week5_S7_L001_R2_001	11102.0	65951.0
2402R_0_F_S5_week5_S15_L001_R1_001	5006.0	91592.0
2402R_0_F_S5_week5_S15_L001_R2_001	11166.0	85432.0
2402R_R_F_S5_week5_S16_L001_R1_001	5134.0	85716.0
2402R_R_F_S5_week5_S16_L001_R2_001	10586.0	80264.0
2403R_0_F_NS6_week5_S8_L001_R1_001	5290.0	82931.0
2403R_0_F_NS6_week5_S8_L001_R2_001	12008.0	76213.0
2433R_0_F_S5_week5_S17_L001_R1_001	6909.0	128893.0
2433R_0_F_S5_week5_S17_L001_R2_001	15869.0	119933.0
2475R_0_M_S5_week5_S18_L001_R1_001	7611.0	146730.0
2475R_0_M_S5_week5_S18_L001_R2_001	17334.0	137007.0
2475R_RL_M_S5_week5_S19_L001_R1_001	7811.0	150946.0
2475R_RL_M_S5_week5_S19_L001_R2_001	17766.0	140991.0
2476R_R_F_NS6_week5_S9_L001_R1_001	4999.0	79916.0
2476R_R_F_NS6_week5_S9_L001_R2_001	10653.0	74262.0
2518R_0_M_S5_week5_S20_L001_R1_001	6110.0	100925.0
2518R_0_M_S5_week5_S20_L001_R2_001	13017.0	94018.0
2529R_0_F_NS1_week5_S53_L001_R1_001	6105.0	111174.0
2529R_0_F_NS1_week5_S53_L001_R2_001	14916.0	102363.0
2529R_0_F_NS1_week9_S74_L001_R1_001	5759.0	97750.0
2529R_0_F_NS1_week9_S74_L001_R2_001	12800.0	90709.0
2529R_L_F_NS1_diabetes_S26_L001_R1_001	5080.0	81948.0
2529R_L_F_NS1_diabetes_S26_L001_R2_001	14023.0	73005.0
2529R_L_F_NS1_week5_S54_L001_R1_001	5517.0	94873.0
2529R_L_F_NS1_week5_S54_L001_R2_001	13215.0	87175.0
2529R_L_F_NS1_week9_S75_L001_R1_001	5826.0	92002.0
2529R_L_F_NS1_week9_S75_L001_R2_001	12345.0	85483.0
2529R_NS1_week22_S37_L001_R1_001	5908.0	98823.0
2529R_NS1_week22_S37_L001_R2_001	12780.0	91951.0
2529R_RL_F_NS1_week5_S55_L001_R1_001	5830.0	104196.0
2529R_RL_F_NS1_week5_S55_L001_R2_001	14090.0	95936.0
2529R_RL_F_NS1_week9_S76_L001_R1_001	6110.0	92702.0
2529R_RL_F_NS1_week9_S76_L001_R2_001	12551.0	86261.0
2562R_0_F_NS6_week5_S10_L001_R1_001	5185.0	82175.0
2562R_0_F_NS6_week5_S10_L001_R2_001	11101.0	76259.0
2562R_RL_F_NS6_week5_S11_L001_R1_001	4636.0	72894.0
2562R_RL_F_NS6_week5_S11_L001_R2_001	9517.0	68013.0
3861R_0_M_NS1_week5_S56_L001_R1_001	5957.0	98659.0
3861R_0_M_NS1_week5_S56_L001_R2_001	13803.0	90813.0
3861R_0_M_NS1_week9_S77_L001_R1_001	5473.0	83305.0
3861R_0_M_NS1_week9_S77_L001_R2_001	11572.0	77206.0
3861R_L_M_NS1_diabetes_S27_L001_R1_001	5103.0	82737.0
3861R_L_M_NS1_diabetes_S27_L001_R2_001	13906.0	73934.0
3861R_L_M_NS1_week5_S57_L001_R1_001	4686.0	70840.0
3861R_L_M_NS1_week5_S57_L001_R2_001	12297.0	63229.0
3861R_L_M_NS1_week9_S78_L001_R1_001	5846.0	89473.0
3861R_L_M_NS1_week9_S78_L001_R2_001	12233.0	83086.0
3861R_NS1_week28_S39_L001_R1_001	6159.0	101450.0
3861R_NS1_week28_S39_L001_R2_001	13624.0	93985.0
3861R_R_M_NS1_week5_S58_L001_R1_001	5831.0	97926.0
3861R_R_M_NS1_week5_S58_L001_R2_001	15874.0	87883.0
3924R_L_F_S5_week5_S21_L001_R1_001	5773.0	110342.0
3924R_L_F_S5_week5_S21_L001_R2_001	12302.0	103813.0
3929R_0_F_S5_week5_S22_L001_R1_001	7151.0	137354.0
3929R_0_F_S5_week5_S22_L001_R2_001	16179.0	128326.0
3971R_0_F_NS1_week5_S59_L001_R1_001	5651.0	94439.0
3971R_0_F_NS1_week5_S59_L001_R2_001	15431.0	84659.0
3971R_0_F_NS1_week9_S79_L001_R1_001	6588.0	110705.0
3971R_0_F_NS1_week9_S79_L001_R2_001	14029.0	103264.0
3971R_NS1_week30_S40_L001_R1_001	6764.0	113445.0
3971R_NS1_week30_S40_L001_R2_001	14160.0	106049.0
3971R_RL_F_NS1_diabetes_S29_L001_R1_001	5303.0	88785.0
3971R_RL_F_NS1_diabetes_S29_L001_R2_001	15023.0	79065.0
3971R_RL_F_NS1_week9_S81_L001_R1_001	5642.0	92622.0
3971R_RL_F_NS1_week9_S81_L001_R2_001	12449.0	85815.0
3971R_R_F_NS1_diabetes_S28_L001_R1_001	5413.0	79802.0
3971R_R_F_NS1_diabetes_S28_L001_R2_001	13966.0	71249.0
3971R_R_F_NS1_week9_S80_L001_R1_001	5589.0	88396.0
3971R_R_F_NS1_week9_S80_L001_R2_001	11526.0	82459.0
3975R_0_F_NS1_week5_S60_L001_R1_001	5605.0	79255.0
3975R_0_F_NS1_week5_S60_L001_R2_001	13514.0	71346.0
3975R_L_F_NS1_diabetes_S30_L001_R1_001	5993.0	102447.0
3975R_L_F_NS1_diabetes_S30_L001_R2_001	16936.0	91504.0
3975R_L_F_NS1_week5_S61_L001_R1_001	6173.0	94955.0
3975R_L_F_NS1_week5_S61_L001_R2_001	16191.0	84937.0
3975R_L_F_NS1_week9_S82_L001_R1_001	6247.0	104729.0
3975R_L_F_NS1_week9_S82_L001_R2_001	13391.0	97585.0
3975R_NS1_week14_S33_L001_R1_001	5293.0	82534.0
3975R_NS1_week14_S33_L001_R2_001	10578.0	77249.0
3975R_RL_F_NS1_diabetes_S32_L001_R1_001	5643.0	83003.0
3975R_RL_F_NS1_diabetes_S32_L001_R2_001	14460.0	74186.0
3975R_RL_F_NS1_week9_S83_L001_R1_001	5693.0	93132.0
3975R_RL_F_NS1_week9_S83_L001_R2_001	12164.0	86661.0
3975R_R_F_NS1_diabetes_S31_L001_R1_001	5702.0	92211.0
3975R_R_F_NS1_diabetes_S31_L001_R2_001	15682.0	82231.0
NS1_defined_inocula_S88_L001_R1_001	6783.0	89013.0
NS1_defined_inocula_S88_L001_R2_001	13616.0	82180.0
NS6_defined_inocula_S86_L001_R1_001	9571.0	122822.0
NS6_defined_inocula_S86_L001_R2_001	17127.0	115266.0
Negative_extraction_S85_L001_R1_001	12559.0	139789.0
Negative_extraction_S85_L001_R2_001	20357.0	131991.0
Negtive_Control_S90_L001_R1_001	8444.0	21581.0
Negtive_Control_S90_L001_R2_001	10297.0	19728.0
Pooled_GF_pellet_S84_L001_R1_001	20059.0	149113.0
Pooled_GF_pellet_S84_L001_R2_001	29416.0	139756.0
Positive_Control_S89_L001_R1_001	6739.0	117600.0
Positive_Control_S89_L001_R2_001	15301.0	109038.0
S5_defined_inocula_S87_L001_R1_001	7958.0	120013.0
S5_defined_inocula_S87_L001_R2_001	16093.0	111878.0
