S_NS6_Pm_056_1	1.6.5.3
S_NS6_Pm_056_46	2.7.7.7
S_NS6_Pm_056_47	2.7.7.7
S_NS6_Pm_056_48	2.7.7.7
S_NS6_Pm_056_49	2.7.7.7
S_NS6_Pm_056_50	2.7.7.7
S_NS6_Pm_056_51	2.7.7.7
S_NS6_Pm_056_52	2.7.7.7
S_NS6_Pm_056_53	2.1.1.72
S_NS6_Pm_056_54	2.1.1.72
S_NS6_Pm_056_55	2.1.1.72
S_NS6_Pm_056_56	2.1.1.72
S_NS6_Pm_056_57	2.1.1.72
S_NS6_Pm_056_58	2.1.1.72
S_NS6_Pm_056_59	2.1.1.72
S_NS6_Pm_056_60	3.6.3.12
S_NS6_Pm_056_61	3.6.3.12
S_NS6_Pm_056_62	3.6.3.12
S_NS6_Pm_056_63	5.2.1.8
S_NS6_Pm_056_64	5.2.1.8
S_NS6_Pm_056_65	5.2.1.8
S_NS6_Pm_056_66	5.2.1.8
S_NS6_Pm_056_67	5.2.1.8
S_NS6_Pm_056_68	5.2.1.8
S_NS6_Pm_056_69	5.2.1.8
S_NS6_Pm_056_70	5.2.1.8
S_NS6_Pm_056_71	5.2.1.8
S_NS6_Pm_056_72	2.7.13.3
S_NS6_Pm_056_73	2.7.13.3
S_NS6_Pm_056_74	2.7.13.3
S_NS6_Pm_056_75	2.7.13.3
S_NS6_Pm_056_76	2.7.13.3
S_NS6_Pm_056_77	2.7.13.3
S_NS6_Pm_056_78	3.5.1.28
S_NS6_Pm_056_79	3.5.1.28
S_NS6_Pm_056_80	3.5.1.28
S_NS6_Pm_056_81	3.5.1.28
S_NS6_Pm_056_82	3.5.1.28
S_NS6_Pm_056_83	3.2.1.51
S_NS6_Pm_056_84	3.2.1.51
S_NS6_Pm_056_85	3.2.1.51
S_NS6_Pm_056_86	3.2.1.51
S_NS6_Pm_056_87	3.2.1.51
S_NS6_Pm_056_88	3.2.1.51
S_NS6_Pm_056_89	3.2.1.51
S_NS6_Pm_056_90	3.1.3.18
S_NS6_Pm_056_91	3.1.3.18
S_NS6_Pm_056_92	3.6.1.1
S_NS6_Pm_056_93	3.6.1.1
S_NS6_Pm_056_94	4.1.3.27
S_NS6_Pm_056_95	4.1.3.27
S_NS6_Pm_056_96	4.1.3.27
S_NS6_Pm_056_97	3.2.1.18
S_NS6_Pm_056_98	2.7.11.1
S_NS6_Pm_056_99	2.7.11.1
S_NS6_Pm_056_100	3.4.16.4
S_NS6_Pm_056_101	3.4.16.4
S_NS6_Pm_056_102	3.4.16.4
S_NS6_Pm_056_103	3.4.16.4
S_NS6_Pm_056_104	3.4.16.4
S_NS6_Pm_056_105	3.1.21.3
S_NS6_Pm_056_106	3.1.21.3
S_NS6_Pm_056_107	3.1.21.3
S_NS6_Pm_056_108	3.1.21.3
S_NS6_Pm_056_109	3.1.21.3
S_NS6_Pm_056_110	3.1.21.3
S_NS6_Pm_056_111	3.6.4.13
S_NS6_Pm_056_112	3.6.4.13
S_NS6_Pm_056_113	3.6.4.13
S_NS6_Pm_056_114	6.3.5.5
S_NS6_Pm_056_115	6.3.5.5
S_NS6_Pm_056_116	6.3.5.5
S_NS6_Pm_056_117	6.3.5.5
S_NS6_Pm_056_118	3.4.24.70
S_NS6_Pm_056_119	3.1.3.48
S_NS6_Pm_056_120	3.1.3.48
S_NS6_Pm_056_121	2.7.7.6
S_NS6_Pm_056_122	2.7.7.6
S_NS6_Pm_056_123	2.7.7.6
S_NS6_Pm_056_124	2.3.3.13
S_NS6_Pm_056_125	2.1.1.191
S_NS6_Pm_056_126	4.2.1.20
S_NS6_Pm_056_127	4.2.1.20
S_NS6_Pm_056_128	4.2.1.20
S_NS6_Pm_056_129	2.7.1.11
S_NS6_Pm_056_130	2.7.1.11
S_NS6_Pm_056_131	2.7.1.11
S_NS6_Pm_056_132	2.7.1.11
S_NS6_Pm_056_133	3.2.2.27
S_NS6_Pm_056_134	3.2.2.27
S_NS6_Pm_056_135	3.6.3.14
S_NS6_Pm_056_136	3.6.3.14
S_NS6_Pm_056_137	3.6.3.14
S_NS6_Pm_056_138	3.6.1.66
S_NS6_Pm_056_139	3.6.1.66
S_NS6_Pm_056_140	1.17.99.6
S_NS6_Pm_056_141	1.5.1.20
S_NS6_Pm_056_142	6.3.5.3
S_NS6_Pm_056_143	3.1.26.4
S_NS6_Pm_056_144	3.1.26.4
S_NS6_Pm_056_145	3.1.3.16
S_NS6_Pm_056_146	2.5.1.3
S_NS6_Pm_056_147	2.5.1.3
S_NS6_Pm_056_148	2.3.1.79
S_NS6_Pm_056_149	2.3.1.79
S_NS6_Pm_056_150	2.3.1.79
S_NS6_Pm_056_151	3.2.1.35
S_NS6_Pm_056_152	3.2.1.35
S_NS6_Pm_056_153	6.1.1.20
S_NS6_Pm_056_154	6.1.1.20
S_NS6_Pm_056_155	5.4.99.2
S_NS6_Pm_056_156	5.4.99.2
S_NS6_Pm_056_157	5.3.1.12
S_NS6_Pm_056_158	4.1.3.38
S_NS6_Pm_056_159	1.3.5.1
S_NS6_Pm_056_160	1.3.5.1
S_NS6_Pm_056_161	3.6.3.34
S_NS6_Pm_056_162	3.6.3.34
S_NS6_Pm_056_163	2.7.7.13
S_NS6_Pm_056_164	2.7.7.13
S_NS6_Pm_056_165	6.3.2.4
S_NS6_Pm_056_166	6.3.2.4
S_NS6_Pm_056_167	5.99.1.3
S_NS6_Pm_056_168	5.99.1.3
S_NS6_Pm_056_169	4.2.1.33
S_NS6_Pm_056_170	4.2.1.33
S_NS6_Pm_056_171	4.4.1.8
S_NS6_Pm_056_172	4.4.1.8
S_NS6_Pm_056_173	2.7.1.180
S_NS6_Pm_056_174	2.7.1.180
S_NS6_Pm_056_175	2.5.1.49
S_NS6_Pm_056_176	2.5.1.49
S_NS6_Pm_056_177	2.5.1.47
S_NS6_Pm_056_178	2.7.1.49
S_NS6_Pm_056_179	2.7.1.49
S_NS6_Pm_056_180	2.7.4.7
S_NS6_Pm_056_181	2.7.4.7
S_NS6_Pm_056_182	4.1.99.17
S_NS6_Pm_056_183	4.1.1.3
S_NS6_Pm_056_184	4.1.1.3
S_NS6_Pm_056_185	4.1.1.3
S_NS6_Pm_056_186	4.1.1.3
S_NS6_Pm_056_187	6.3.1.2
S_NS6_Pm_056_188	6.3.1.2
S_NS6_Pm_056_189	6.3.1.2
S_NS6_Pm_056_190	2.7.4.3
S_NS6_Pm_056_191	3.4.21.89
S_NS6_Pm_056_192	3.4.21.89
S_NS6_Pm_056_193	3.4.21.89
S_NS6_Pm_056_194	3.4.21.89
S_NS6_Pm_056_195	3.4.21.89
S_NS6_Pm_056_196	2.8.1.7
S_NS6_Pm_056_197	3.6.3.27
S_NS6_Pm_056_198	2.7.7.4
S_NS6_Pm_056_199	2.7.7.4
S_NS6_Pm_056_200	5.4.99.23
S_NS6_Pm_056_201	5.4.99.23
S_NS6_Pm_056_202	5.4.99.23
S_NS6_Pm_056_203	5.1.3.2
S_NS6_Pm_056_204	5.1.3.2
S_NS6_Pm_056_205	4.2.1.11
S_NS6_Pm_056_206	3.2.1.22
S_NS6_Pm_056_207	1.1.98.6
S_NS6_Pm_056_208	3.6.3.54
S_NS6_Pm_056_209	1.8.4.12
S_NS6_Pm_056_210	1.8.4.11
S_NS6_Pm_056_211	3.5.2.3
S_NS6_Pm_056_212	3.6.1.55
S_NS6_Pm_056_213	2.7.1.2
S_NS6_Pm_056_214	2.7.1.2
S_NS6_Pm_056_215	3.3.1.1
S_NS6_Pm_056_216	4.2.3.4
S_NS6_Pm_056_217	4.2.1.35
S_NS6_Pm_056_218	4.2.1.35
S_NS6_Pm_056_219	3.1.1.53
S_NS6_Pm_056_220	1.3.5.4
S_NS6_Pm_056_221	1.3.5.4
S_NS6_Pm_056_222	3.5.1.88
S_NS6_Pm_056_223	1.97.1.4
S_NS6_Pm_056_224	1.97.1.4
S_NS6_Pm_056_225	1.97.1.4
S_NS6_Pm_056_226	3.2.1.20
S_NS6_Pm_056_227	3.2.1.20
S_NS6_Pm_056_228	3.2.1.20
S_NS6_Pm_056_229	3.2.1.20
S_NS6_Pm_056_230	3.2.1.20
S_NS6_Pm_056_231	5.4.99.22
S_NS6_Pm_056_232	2.7.1.90
S_NS6_Pm_056_233	2.7.1.90
S_NS6_Pm_056_234	2.2.1.6
S_NS6_Pm_056_235	2.2.1.6
S_NS6_Pm_056_236	4.1.1.48
S_NS6_Pm_056_237	5.1.1.1
S_NS6_Pm_056_238	3.1.11.6
S_NS6_Pm_056_239	3.1.11.6
S_NS6_Pm_056_240	1.10.3.14
S_NS6_Pm_056_241	1.10.3.14
S_NS6_Pm_056_242	3.2.1.1
S_NS6_Pm_056_243	3.5.1.2
S_NS6_Pm_056_244	2.1.1.63
S_NS6_Pm_056_245	2.2.1.9
S_NS6_Pm_056_246	6.1.1.10
S_NS6_Pm_056_247	1.1.1.40
S_NS6_Pm_056_248	1.2.7.3
S_NS6_Pm_056_249	1.2.7.3
S_NS6_Pm_056_250	1.2.7.3
S_NS6_Pm_056_251	1.2.7.3
S_NS6_Pm_056_252	1.2.7.3
S_NS6_Pm_056_253	1.2.7.3
S_NS6_Pm_056_254	4.1.1.44
S_NS6_Pm_056_255	4.1.1.44
S_NS6_Pm_056_256	1.1.1.133
S_NS6_Pm_056_257	1.1.1.133
S_NS6_Pm_056_258	3.5.99.6
S_NS6_Pm_056_259	3.5.99.6
S_NS6_Pm_056_260	2.7.1.51
S_NS6_Pm_056_261	3.2.2.10
S_NS6_Pm_056_262	2.7.1.25
S_NS6_Pm_056_263	2.7.1.25
S_NS6_Pm_056_264	2.4.2.10
S_NS6_Pm_056_265	3.6.1.27
S_NS6_Pm_056_266	3.6.1.27
S_NS6_Pm_056_267	4.1.1.23
S_NS6_Pm_056_268	4.1.1.23
S_NS6_Pm_056_269	6.1.1.12
S_NS6_Pm_056_270	2.3.1.47
S_NS6_Pm_056_271	2.3.1.47
S_NS6_Pm_056_272	1.8.1.9
S_NS6_Pm_056_273	4.3.1.17
S_NS6_Pm_056_274	1.2.1.11
S_NS6_Pm_056_275	2.5.1.29
S_NS6_Pm_056_276	2.5.1.10
S_NS6_Pm_056_277	2.5.1.1
S_NS6_Pm_056_278	2.4.2.19
S_NS6_Pm_056_279	3.1.26.5
S_NS6_Pm_056_280	4.2.1.136
S_NS6_Pm_056_281	1.4.1.14
S_NS6_Pm_056_282	1.4.1.14
S_NS6_Pm_056_283	1.4.1.14
S_NS6_Pm_056_284	1.4.1.13
S_NS6_Pm_056_285	1.4.1.13
S_NS6_Pm_056_286	1.4.1.13
S_NS6_Pm_056_287	4.2.1.47
S_NS6_Pm_056_288	1.1.1.271
S_NS6_Pm_056_289	5.3.1.8
S_NS6_Pm_056_290	4.6.1.12
S_NS6_Pm_056_291	3.1.3.25
S_NS6_Pm_056_292	2.1.1.177
S_NS6_Pm_056_293	5.1.99.6
S_NS6_Pm_056_294	2.3.1.39
S_NS6_Pm_056_295	1.11.1.15
S_NS6_Pm_056_296	1.11.1.15
S_NS6_Pm_056_297	1.11.1.15
S_NS6_Pm_056_298	3.6.1.40
S_NS6_Pm_056_299	3.4.23.36
S_NS6_Pm_056_300	6.1.1.5
S_NS6_Pm_056_301	3.5.2.6
S_NS6_Pm_056_302	2.7.1.33
S_NS6_Pm_056_303	2.7.1.33
S_NS6_Pm_056_304	2.1.2.9
S_NS6_Pm_056_305	2.7.1.6
S_NS6_Pm_056_306	3.1.11.2
S_NS6_Pm_056_307	3.5.1.25
S_NS6_Pm_056_308	3.5.1.25
S_NS6_Pm_056_309	3.5.1.124
S_NS6_Pm_056_310	2.7.4.1
S_NS6_Pm_056_311	3.6.1.11
S_NS6_Pm_056_312	6.3.1.20
S_NS6_Pm_056_313	3.4.11.18
S_NS6_Pm_056_314	3.4.11.18
S_NS6_Pm_056_315	2.3.1.241
S_NS6_Pm_056_316	2.7.1.23
S_NS6_Pm_056_317	3.1.3.5
S_NS6_Pm_056_318	6.3.2.17
S_NS6_Pm_056_319	6.3.2.12
S_NS6_Pm_056_320	2.4.1.182
S_NS6_Pm_056_321	1.4.1.4
S_NS6_Pm_056_322	1.4.1.4
S_NS6_Pm_056_323	2.3.1.54
S_NS6_Pm_056_324	2.3.1.54
S_NS6_Pm_056_325	2.1.1.45
S_NS6_Pm_056_326	2.1.1.45
S_NS6_Pm_056_327	5.3.1.24
S_NS6_Pm_056_328	5.3.1.24
S_NS6_Pm_056_329	4.4.1.16
S_NS6_Pm_056_330	5.1.99.1
S_NS6_Pm_056_331	2.1.3.15
S_NS6_Pm_056_332	5.1.3.3
S_NS6_Pm_056_333	5.1.3.3
S_NS6_Pm_056_334	2.7.4.22
S_NS6_Pm_056_335	1.2.1.12
S_NS6_Pm_056_336	2.3.1.179
S_NS6_Pm_056_337	3.2.1.50
S_NS6_Pm_056_338	3.2.1.50
S_NS6_Pm_056_339	3.1.21.4
S_NS6_Pm_056_340	2.7.7.60
S_NS6_Pm_056_341	6.1.1.2
S_NS6_Pm_056_342	2.7.1.4
S_NS6_Pm_056_343	2.7.1.4
S_NS6_Pm_056_344	2.7.1.4
S_NS6_Pm_056_345	2.3.1.29
S_NS6_Pm_056_346	2.3.1.29
S_NS6_Pm_056_347	2.3.1.29
S_NS6_Pm_056_348	2.1.1.228
S_NS6_Pm_056_349	1.20.4.1
S_NS6_Pm_056_350	1.20.4.1
S_NS6_Pm_056_351	2.4.1.1
S_NS6_Pm_056_352	2.4.1.1
S_NS6_Pm_056_353	3.6.3.8
S_NS6_Pm_056_354	2.4.2.18
S_NS6_Pm_056_355	4.2.1.46
S_NS6_Pm_056_356	2.7.7.24
S_NS6_Pm_056_357	6.3.4.15
S_NS6_Pm_056_358	6.4.1.3
S_NS6_Pm_056_359	6.4.1.3
S_NS6_Pm_056_360	6.1.1.21
S_NS6_Pm_056_361	1.1.1.85
S_NS6_Pm_056_362	2.7.2.3
S_NS6_Pm_056_363	2.5.1.15
S_NS6_Pm_056_364	6.3.4.4
S_NS6_Pm_056_365	2.1.2.2
S_NS6_Pm_056_366	2.1.2.2
S_NS6_Pm_056_367	1.5.5.2
S_NS6_Pm_056_368	1.2.1.88
S_NS6_Pm_056_369	3.5.1.42
S_NS6_Pm_056_370	2.7.1.40
S_NS6_Pm_056_371	2.1.2.10
S_NS6_Pm_056_372	1.4.4.2
S_NS6_Pm_056_373	1.17.7.3
S_NS6_Pm_056_374	1.17.7.1
S_NS6_Pm_056_375	2.7.8.8
S_NS6_Pm_056_376	3.1.1.29
S_NS6_Pm_056_377	6.1.1.7
S_NS6_Pm_056_378	2.1.1.182
S_NS6_Pm_056_379	6.3.3.1
S_NS6_Pm_056_380	2.4.2.14
S_NS6_Pm_056_381	2.4.2.14
S_NS6_Pm_056_382	2.4.2.14
S_NS6_Pm_056_383	4.1.1.36
S_NS6_Pm_056_384	6.3.2.5
S_NS6_Pm_056_385	3.1.3.100
S_NS6_Pm_056_386	2.4.99.15
S_NS6_Pm_056_387	2.4.99.14
S_NS6_Pm_056_388	2.4.99.13
S_NS6_Pm_056_389	3.5.1.53
S_NS6_Pm_056_390	3.1.3.15
S_NS6_Pm_056_391	3.1.3.15
S_NS6_Pm_056_392	4.2.3.12
S_NS6_Pm_056_393	2.7.4.8
S_NS6_Pm_056_394	2.7.4.8
S_NS6_Pm_056_395	2.3.1.180
S_NS6_Pm_056_396	2.3.1.180
S_NS6_Pm_056_397	1.1.1.267
S_NS6_Pm_056_398	2.7.7.3
S_NS6_Pm_056_399	2.1.1.197
S_NS6_Pm_056_400	2.7.7.39
S_NS6_Pm_056_401	2.5.1.74
S_NS6_Pm_056_402	2.5.1.72
S_NS6_Pm_056_403	3.6.5.4
S_NS6_Pm_056_404	4.1.2.50
S_NS6_Pm_056_405	6.1.1.11
S_NS6_Pm_056_406	4.2.1.2
S_NS6_Pm_056_407	6.2.1.26
S_NS6_Pm_056_408	4.3.3.7
S_NS6_Pm_056_409	4.3.3.7
S_NS6_Pm_056_410	1.17.1.8
S_NS6_Pm_056_411	2.7.6.3
S_NS6_Pm_056_412	2.7.6.3
S_NS6_Pm_056_413	2.1.2.11
S_NS6_Pm_056_414	6.1.1.3
S_NS6_Pm_056_415	2.4.1.129
S_NS6_Pm_056_416	2.4.1.129
S_NS6_Pm_056_417	2.4.1.129
S_NS6_Pm_056_418	2.3.1.129
S_NS6_Pm_056_419	2.3.1.129
S_NS6_Pm_056_420	2.4.99.12
S_NS6_Pm_056_421	1.1.1.94
S_NS6_Pm_056_422	6.1.1.6
S_NS6_Pm_056_423	6.3.5.2
S_NS6_Pm_056_424	6.3.5.2
S_NS6_Pm_056_425	2.6.1.42
S_NS6_Pm_056_426	4.1.2.13
S_NS6_Pm_056_427	4.1.2.13
S_NS6_Pm_056_428	4.1.2.13
S_NS6_Pm_056_429	4.1.1.20
S_NS6_Pm_056_430	2.4.99.17
S_NS6_Pm_056_431	2.4.99.17
S_NS6_Pm_056_432	4.3.99.3
S_NS6_Pm_056_433	1.1.1.95
S_NS6_Pm_056_434	1.1.1.399
S_NS6_Pm_056_435	6.1.1.22
S_NS6_Pm_056_436	1.1.1.205
S_NS6_Pm_056_437	1.1.1.205
S_NS6_Pm_056_438	4.2.1.10
S_NS6_Pm_056_439	1.2.7.1
S_NS6_Pm_056_440	4.1.1.11
S_NS6_Pm_056_441	2.7.7.2
S_NS6_Pm_056_442	2.7.1.26
S_NS6_Pm_056_443	5.4.99.25
S_NS6_Pm_056_444	3.1.3.7
S_NS6_Pm_056_445	3.1.3.7
S_NS6_Pm_056_446	3.1.13.3
S_NS6_Pm_056_447	3.1.22.4
S_NS6_Pm_056_448	6.3.4.19
S_NS6_Pm_056_449	2.3.1.8
S_NS6_Pm_056_450	1.1.1.262
S_NS6_Pm_056_451	4.2.1.19
S_NS6_Pm_056_452	2.7.6.1
S_NS6_Pm_056_453	3.5.4.26
S_NS6_Pm_056_454	1.1.1.193
S_NS6_Pm_056_455	2.7.7.15
S_NS6_Pm_056_456	4.3.1.12
S_NS6_Pm_056_457	4.1.1.81
S_NS6_Pm_056_458	2.6.1.9
S_NS6_Pm_056_459	2.4.1.18
S_NS6_Pm_056_460	6.3.3.2
S_NS6_Pm_056_461	6.1.1.14
S_NS6_Pm_056_462	1.1.1.22
S_NS6_Pm_056_463	1.1.1.37
S_NS6_Pm_056_464	1.1.1.37
S_NS6_Pm_056_465	1.2.1.38
S_NS6_Pm_056_466	5.3.1.16
S_NS6_Pm_056_467	2.1.1.193
S_NS6_Pm_056_468	1.5.1.3
S_NS6_Pm_056_469	2.7.1.71
S_NS6_Pm_056_470	2.3.1.51
S_NS6_Pm_056_471	3.1.26.3
S_NS6_Pm_056_472	2.1.1.198
S_NS6_Pm_056_473	2.1.1.198
S_NS6_Pm_056_474	3.5.4.19
S_NS6_Pm_056_475	1.16.3.2
S_NS6_Pm_056_476	1.16.3.2
S_NS6_Pm_056_477	1.16.3.2
S_NS6_Pm_056_478	6.3.5.1
S_NS6_Pm_056_479	1.1.1.23
S_NS6_Pm_056_480	2.7.7.87
S_NS6_Pm_056_481	2.4.2.29
S_NS6_Pm_056_482	2.1.1.33
S_NS6_Pm_056_483	6.1.1.9
S_NS6_Pm_056_484	5.4.2.12
S_NS6_Pm_056_485	5.4.2.12
S_NS6_Pm_056_486	5.4.2.12
S_NS6_Pm_056_487	2.2.1.7
S_NS6_Pm_056_488	2.3.1.28
S_NS6_Pm_056_489	2.3.1.28
S_NS6_Pm_056_490	1.3.1.12
S_NS6_Pm_056_491	3.5.4.12
S_NS6_Pm_056_492	4.1.3.36
S_NS6_Pm_056_493	2.7.4.25
S_NS6_Pm_056_494	2.7.4.16
S_NS6_Pm_056_495	1.4.1.16
S_NS6_Pm_056_496	6.3.5.10
S_NS6_Pm_056_497	2.7.8.26
S_NS6_Pm_056_498	5.3.1.13
S_NS6_Pm_056_499	2.4.2.21
S_NS6_Pm_056_500	6.3.1.10
S_NS6_Pm_056_501	2.3.1.30
S_NS6_Pm_056_502	2.3.1.30
S_NS6_Pm_056_503	2.3.1.30
S_NS6_Pm_056_504	1.2.1.41
S_NS6_Pm_056_505	2.7.2.11
S_NS6_Pm_056_506	2.2.1.1
S_NS6_Pm_056_507	6.3.2.6
S_NS6_Pm_056_508	3.5.4.28
S_NS6_Pm_056_509	4.2.99.18
S_NS6_Pm_056_510	3.5.4.31
S_NS6_Pm_056_511	6.3.4.5
S_NS6_Pm_056_512	1.8.1.4
S_NS6_Pm_056_513	1.8.1.4
S_NS6_Pm_056_514	5.3.1.1
S_NS6_Pm_056_515	2.3.1.61
S_NS6_Pm_056_516	2.7.1.130
S_NS6_Pm_056_517	4.1.1.15
S_NS6_Pm_056_518	2.1.1.37
S_NS6_Pm_056_519	4.3.2.2
S_NS6_Pm_056_520	1.1.1.25
S_NS6_Pm_056_521	1.17.4.1
S_NS6_Pm_056_522	1.8.1.8
S_NS6_Pm_056_523	2.7.2.4
S_NS6_Pm_056_524	2.7.2.4
S_NS6_Pm_056_525	2.7.2.4
S_NS6_Pm_056_526	1.1.1.3
S_NS6_Pm_056_527	2.1.1.13
S_NS6_Pm_056_528	2.6.1.85
S_NS6_Pm_056_529	2.6.1.85
S_NS6_Pm_056_530	5.4.4.2
S_NS6_Pm_056_531	5.1.3.8
S_NS6_Pm_056_532	4.1.3.3
S_NS6_Pm_056_533	3.4.11.4
S_NS6_Pm_056_534	1.1.1.42
S_NS6_Pm_056_535	2.7.7.8
S_NS6_Pm_056_536	2.4.2.8
S_NS6_Pm_056_537	2.3.1.183
S_NS6_Pm_056_538	6.3.4.20
S_NS6_Pm_056_539	4.2.1.59
S_NS6_Pm_056_540	3.5.1.108
S_NS6_Pm_056_541	1.7.1.13
S_NS6_Pm_056_542	6.1.1.17
S_NS6_Pm_056_543	4.2.3.5
S_NS6_Pm_056_544	2.5.1.7
S_NS6_Pm_056_545	2.7.9.1
S_NS6_Pm_056_546	5.3.1.9
S_NS6_Pm_056_547	1.5.1.2
S_NS6_Pm_056_548	3.1.5.1
S_NS6_Pm_056_549	5.4.99.12
S_NS6_Pm_056_550	2.7.7.18
S_NS6_Pm_056_551	6.3.3.3
S_NS6_Pm_056_552	6.3.2.1
S_NS6_Pm_056_553	2.3.1.191
S_NS6_Pm_056_554	1.1.1.169
S_NS6_Pm_056_555	6.3.4.3
S_NS6_Pm_056_556	6.3.4.13
S_NS6_Pm_056_557	6.1.1.18
S_NS6_Pm_056_558	4.1.99.12
S_NS6_Pm_056_559	3.5.4.25
S_NS6_Pm_056_560	2.5.1.78
S_NS6_Pm_056_561	2.1.1.192
S_NS6_Pm_056_562	3.2.2.20
S_NS6_Pm_056_563	2.3.1.57
S_NS6_Pm_056_564	2.6.1.62
S_NS6_Pm_056_565	2.8.1.6
S_NS6_Pm_056_566	2.1.1.190
S_NS6_Pm_056_567	2.5.1.9
S_NS6_Pm_056_568	6.1.1.15
S_NS6_Pm_056_569	2.1.1.297
S_NS6_Pm_056_570	5.1.1.7
S_NS6_Pm_056_571	2.1.1.201
S_NS6_Pm_056_572	2.1.1.163
S_NS6_Pm_056_573	4.3.2.1
S_NS6_Pm_056_574	2.4.1.25
S_NS6_Pm_056_575	3.1.21.2
S_NS6_Pm_056_576	2.8.4.3
S_NS6_Pm_056_577	2.8.4.4
S_NS6_Pm_056_578	6.1.1.16
S_NS6_Pm_056_579	3.4.21.102
S_NS6_Pm_056_580	3.4.21.102
S_NS6_Pm_056_581	3.4.21.102
S_NS6_Pm_056_582	3.1.3.1
S_NS6_Pm_056_583	3.1.3.1
S_NS6_Pm_056_584	2.6.1.17
S_NS6_Pm_056_585	2.6.1.11
S_NS6_Pm_056_586	2.7.7.41
S_NS6_Pm_056_587	3.1.4.55
S_NS6_Pm_056_588	2.7.7.19
S_NS6_Pm_056_589	2.6.1.66
S_NS6_Pm_056_590	2.7.8.5
S_NS6_Pm_056_591	6.5.1.2
S_NS6_Pm_056_592	4.2.1.51
S_NS6_Pm_056_593	2.3.3.1
S_NS6_Pm_056_594	2.5.1.19
S_NS6_Pm_056_595	4.1.2.48
S_NS6_Pm_056_596	1.1.1.86
S_NS6_Pm_056_597	2.6.1.1
S_NS6_Pm_056_598	2.6.1.1
S_NS6_Pm_056_599	2.5.1.31
S_NS6_Pm_056_600	2.7.1.148
S_NS6_Pm_056_601	2.7.2.8
S_NS6_Pm_056_602	3.5.4.10
S_NS6_Pm_056_603	3.5.4.10
S_NS6_Pm_056_604	2.1.2.3
S_NS6_Pm_056_605	2.1.2.3
S_NS6_Pm_056_606	2.6.99.2
S_NS6_Pm_056_607	1.15.1.1
S_NS6_Pm_056_608	6.1.1.19
S_NS6_Pm_056_609	6.3.5.9
S_NS6_Pm_056_610	6.3.5.11
S_NS6_Pm_056_611	3.6.1.13
S_NS6_Pm_056_612	2.5.1.90
S_NS6_Pm_056_613	5.4.99.5
S_NS6_Pm_056_614	5.99.1.2
S_NS6_Pm_056_615	5.99.1.2
S_NS6_Pm_056_616	5.99.1.2
S_NS6_Pm_056_617	5.99.1.2
S_NS6_Pm_056_618	5.99.1.2
S_NS6_Pm_056_619	4.2.1.3
S_NS6_Pm_056_620	1.5.1.5
S_NS6_Pm_056_621	2.1.1.185
S_NS6_Pm_056_622	6.1.1.4
S_NS6_Pm_056_623	2.5.1.6
S_NS6_Pm_056_624	3.4.21.92
S_NS6_Pm_056_625	2.3.1.234
S_NS6_Pm_056_626	2.5.1.75
S_NS6_Pm_056_627	2.5.1.75
S_NS6_Pm_056_628	6.3.2.45
S_NS6_Pm_056_629	2.5.1.55
S_NS6_Pm_056_630	4.1.1.96
S_NS6_Pm_056_631	4.1.1.19
S_NS6_Pm_056_632	2.3.1.181
S_NS6_Pm_056_633	2.7.1.156
S_NS6_Pm_056_634	2.7.7.62
S_NS6_Pm_056_635	2.4.1.227
