S_S2_Ea_076_v1v9_1	NADH-DEHYDROG-A-RXN
S_S2_Ea_076_v1v9_72	PROTEIN-TYROSINE-PHOSPHATASE-RXN
S_S2_Ea_076_v1v9_73	PROTEIN-TYROSINE-PHOSPHATASE-RXN
S_S2_Ea_076_v1v9_74	DNA-DIRECTED-RNA-POLYMERASE-RXN
S_S2_Ea_076_v1v9_75	DNA-DIRECTED-RNA-POLYMERASE-RXN
S_S2_Ea_076_v1v9_76	DNA-DIRECTED-RNA-POLYMERASE-RXN
S_S2_Ea_076_v1v9_77	DNA-DIRECTED-RNA-POLYMERASE-RXN
S_S2_Ea_076_v1v9_78	2-ISOPROPYLMALATESYN-RXN
S_S2_Ea_076_v1v9_79	RXN-11602
S_S2_Ea_076_v1v9_80	TRYPSYN-RXN
S_S2_Ea_076_v1v9_81	TRYPSYN-RXN
S_S2_Ea_076_v1v9_82	6.3.5.6-RXN
S_S2_Ea_076_v1v9_83	6.3.5.6-RXN
S_S2_Ea_076_v1v9_84	6.3.5.6-RXN
S_S2_Ea_076_v1v9_85	6.3.5.7-RXN
S_S2_Ea_076_v1v9_86	6.3.5.7-RXN
S_S2_Ea_076_v1v9_87	6.3.5.7-RXN
S_S2_Ea_076_v1v9_88	6PFRUCTPHOS-RXN
S_S2_Ea_076_v1v9_89	RXN0-2584
S_S2_Ea_076_v1v9_90	RXN0-2584
S_S2_Ea_076_v1v9_91	RXN-11591
S_S2_Ea_076_v1v9_92	ATPSYN-RXN
S_S2_Ea_076_v1v9_93	ATPSYN-RXN
S_S2_Ea_076_v1v9_94	ATPSYN-RXN
S_S2_Ea_076_v1v9_96	RXN-12104
S_S2_Ea_076_v1v9_97	RXN-12104
S_S2_Ea_076_v1v9_98	1.5.1.20-RXN
S_S2_Ea_076_v1v9_99	FGAMSYN-RXN
S_S2_Ea_076_v1v9_100	FGAMSYN-RXN
S_S2_Ea_076_v1v9_101	FGAMSYN-RXN
S_S2_Ea_076_v1v9_102	3.1.26.4-RXN
S_S2_Ea_076_v1v9_103	3.1.26.4-RXN
S_S2_Ea_076_v1v9_104	3.1.26.4-RXN
S_S2_Ea_076_v1v9_105	3.1.3.16-RXN
S_S2_Ea_076_v1v9_106	3.1.3.16-RXN
S_S2_Ea_076_v1v9_107	2.7.8.12-RXN
S_S2_Ea_076_v1v9_107	TEICHOICSYN4-RXN
S_S2_Ea_076_v1v9_108	RXN-16024
S_S2_Ea_076_v1v9_108	RXN-16117
S_S2_Ea_076_v1v9_108	RXN-10462
S_S2_Ea_076_v1v9_108	RXN-13805
S_S2_Ea_076_v1v9_108	RXN-1381
S_S2_Ea_076_v1v9_108	RXN-15045
S_S2_Ea_076_v1v9_109	RXN-16024
S_S2_Ea_076_v1v9_109	RXN-16117
S_S2_Ea_076_v1v9_109	RXN-10462
S_S2_Ea_076_v1v9_109	RXN-13805
S_S2_Ea_076_v1v9_109	RXN-1381
S_S2_Ea_076_v1v9_109	RXN-15045
S_S2_Ea_076_v1v9_110	THI-P-SYN-RXN
S_S2_Ea_076_v1v9_110	RXN-12610
S_S2_Ea_076_v1v9_110	RXN-12611
S_S2_Ea_076_v1v9_111	MALTACETYLTRAN-RXN
S_S2_Ea_076_v1v9_112	MALTACETYLTRAN-RXN
S_S2_Ea_076_v1v9_113	MALTACETYLTRAN-RXN
S_S2_Ea_076_v1v9_114	PHENYLALANINE--TRNA-LIGASE-RXN
S_S2_Ea_076_v1v9_115	PHENYLALANINE--TRNA-LIGASE-RXN
S_S2_Ea_076_v1v9_116	ABC-9-RXN
S_S2_Ea_076_v1v9_116	ABC-10-RXN
S_S2_Ea_076_v1v9_116	3.6.3.34-RXN
S_S2_Ea_076_v1v9_116	ABC-11-RXN
S_S2_Ea_076_v1v9_117	ABC-9-RXN
S_S2_Ea_076_v1v9_117	ABC-10-RXN
S_S2_Ea_076_v1v9_117	3.6.3.34-RXN
S_S2_Ea_076_v1v9_117	ABC-11-RXN
S_S2_Ea_076_v1v9_118	ABC-9-RXN
S_S2_Ea_076_v1v9_118	ABC-10-RXN
S_S2_Ea_076_v1v9_118	3.6.3.34-RXN
S_S2_Ea_076_v1v9_118	ABC-11-RXN
S_S2_Ea_076_v1v9_119	DALADALALIG-RXN
S_S2_Ea_076_v1v9_120	5.99.1.3-RXN
S_S2_Ea_076_v1v9_121	5.99.1.3-RXN
S_S2_Ea_076_v1v9_122	RXN-13163
S_S2_Ea_076_v1v9_123	RXN-13163
S_S2_Ea_076_v1v9_124	CYSTATHIONINE-BETA-LYASE-RXN
S_S2_Ea_076_v1v9_124	RXN-12729
S_S2_Ea_076_v1v9_125	CYSTATHIONINE-BETA-LYASE-RXN
S_S2_Ea_076_v1v9_125	RXN-12729
S_S2_Ea_076_v1v9_126	CYSTATHIONINE-BETA-LYASE-RXN
S_S2_Ea_076_v1v9_126	RXN-12729
S_S2_Ea_076_v1v9_127	CYSTATHIONINE-BETA-LYASE-RXN
S_S2_Ea_076_v1v9_127	RXN-12729
S_S2_Ea_076_v1v9_128	CYSTATHIONINE-BETA-LYASE-RXN
S_S2_Ea_076_v1v9_128	RXN-12729
S_S2_Ea_076_v1v9_129	CYSTATHIONINE-BETA-LYASE-RXN
S_S2_Ea_076_v1v9_129	RXN-12729
S_S2_Ea_076_v1v9_130	CYSTATHIONINE-BETA-LYASE-RXN
S_S2_Ea_076_v1v9_130	RXN-12729
S_S2_Ea_076_v1v9_131	RXN-14461
S_S2_Ea_076_v1v9_132	O-ACETYLHOMOSERINE-THIOL-LYASE-RXN
S_S2_Ea_076_v1v9_132	ACETYLHOMOSER-CYS-RXN
S_S2_Ea_076_v1v9_133	SULFOCYS-RXN
S_S2_Ea_076_v1v9_133	RXN-12726
S_S2_Ea_076_v1v9_133	ACSERLY-RXN
S_S2_Ea_076_v1v9_134	SULFOCYS-RXN
S_S2_Ea_076_v1v9_134	RXN-12726
S_S2_Ea_076_v1v9_134	ACSERLY-RXN
S_S2_Ea_076_v1v9_135	SULFOCYS-RXN
S_S2_Ea_076_v1v9_135	RXN-12726
S_S2_Ea_076_v1v9_135	ACSERLY-RXN
S_S2_Ea_076_v1v9_136	OHMETPYRKIN-RXN
S_S2_Ea_076_v1v9_137	OHMETPYRKIN-RXN
S_S2_Ea_076_v1v9_138	PYRIMSYN3-RXN
S_S2_Ea_076_v1v9_139	PYRIMSYN3-RXN
S_S2_Ea_076_v1v9_140	GLUTAMINESYN-RXN
S_S2_Ea_076_v1v9_141	ADENPRIBOSYLTRAN-RXN
S_S2_Ea_076_v1v9_141	RXN-14270
S_S2_Ea_076_v1v9_142	ADENYL-KIN-RXN
S_S2_Ea_076_v1v9_143	3.4.21.89-RXN
S_S2_Ea_076_v1v9_144	3.4.21.89-RXN
S_S2_Ea_076_v1v9_145	3.4.21.89-RXN
S_S2_Ea_076_v1v9_146	3.4.21.89-RXN
S_S2_Ea_076_v1v9_147	3.4.21.89-RXN
S_S2_Ea_076_v1v9_148	RXN-15881
S_S2_Ea_076_v1v9_148	RXN-14384
S_S2_Ea_076_v1v9_148	RXN-14385
S_S2_Ea_076_v1v9_148	RXN-14386
S_S2_Ea_076_v1v9_148	RXN-12587
S_S2_Ea_076_v1v9_148	RXN-9787
S_S2_Ea_076_v1v9_148	RXN-12588
S_S2_Ea_076_v1v9_148	RXN0-308
S_S2_Ea_076_v1v9_149	RXN-15881
S_S2_Ea_076_v1v9_149	RXN-14384
S_S2_Ea_076_v1v9_149	RXN-14385
S_S2_Ea_076_v1v9_149	RXN-14386
S_S2_Ea_076_v1v9_149	RXN-12587
S_S2_Ea_076_v1v9_149	RXN-9787
S_S2_Ea_076_v1v9_149	RXN-12588
S_S2_Ea_076_v1v9_149	RXN0-308
S_S2_Ea_076_v1v9_150	RXN-15881
S_S2_Ea_076_v1v9_150	RXN-14384
S_S2_Ea_076_v1v9_150	RXN-14385
S_S2_Ea_076_v1v9_150	RXN-14386
S_S2_Ea_076_v1v9_150	RXN-12587
S_S2_Ea_076_v1v9_150	RXN-9787
S_S2_Ea_076_v1v9_150	RXN-12588
S_S2_Ea_076_v1v9_150	RXN0-308
S_S2_Ea_076_v1v9_151	ABC-27-RXN
S_S2_Ea_076_v1v9_152	ABC-27-RXN
S_S2_Ea_076_v1v9_153	RXN0-6948
S_S2_Ea_076_v1v9_153	N-ACETYLTRANSFER-RXN
S_S2_Ea_076_v1v9_154	RXN-11837
S_S2_Ea_076_v1v9_155	RXN-11837
S_S2_Ea_076_v1v9_156	RXN-11837
S_S2_Ea_076_v1v9_157	UDPGLUCEPIM-RXN
S_S2_Ea_076_v1v9_158	UDPGLUCEPIM-RXN
S_S2_Ea_076_v1v9_159	2PGADEHYDRAT-RXN
S_S2_Ea_076_v1v9_161	RXN-14455
S_S2_Ea_076_v1v9_162	RXN0-1134
S_S2_Ea_076_v1v9_163	RXN0-1134
S_S2_Ea_076_v1v9_164	RXN0-1134
S_S2_Ea_076_v1v9_165	1.8.4.12-RXN
S_S2_Ea_076_v1v9_166	1.8.4.12-RXN
S_S2_Ea_076_v1v9_167	1.8.4.12-RXN
S_S2_Ea_076_v1v9_168	RXN-8668
S_S2_Ea_076_v1v9_169	RXN-8668
S_S2_Ea_076_v1v9_170	RXN-8668
S_S2_Ea_076_v1v9_171	DIHYDROOROT-RXN
S_S2_Ea_076_v1v9_172	DIHYDROOROT-RXN
S_S2_Ea_076_v1v9_173	RXN-11396
S_S2_Ea_076_v1v9_174	RXN-11396
S_S2_Ea_076_v1v9_175	GLUCOKIN-RXN
S_S2_Ea_076_v1v9_175	RXN66-521
S_S2_Ea_076_v1v9_175	RXN-1685
S_S2_Ea_076_v1v9_176	3-DEHYDROQUINATE-SYNTHASE-RXN
S_S2_Ea_076_v1v9_177	R-2-METHYLMALATE-DEHYDRATASE-RXN
S_S2_Ea_076_v1v9_178	R-2-METHYLMALATE-DEHYDRATASE-RXN
S_S2_Ea_076_v1v9_179	3.5.1.88-RXN
S_S2_Ea_076_v1v9_179	3.5.1.27-RXN
S_S2_Ea_076_v1v9_180	3.5.1.88-RXN
S_S2_Ea_076_v1v9_180	3.5.1.27-RXN
S_S2_Ea_076_v1v9_181	TDCEACT-RXN
S_S2_Ea_076_v1v9_182	TDCEACT-RXN
S_S2_Ea_076_v1v9_183	TDCEACT-RXN
S_S2_Ea_076_v1v9_184	TDCEACT-RXN
S_S2_Ea_076_v1v9_185	TDCEACT-RXN
S_S2_Ea_076_v1v9_186	RXN-14283
S_S2_Ea_076_v1v9_186	RXN-14282
S_S2_Ea_076_v1v9_186	RXN-14350
S_S2_Ea_076_v1v9_186	RXN-15910
S_S2_Ea_076_v1v9_186	RXN0-5183
S_S2_Ea_076_v1v9_186	RXN-14349
S_S2_Ea_076_v1v9_186	MALTODEXGLUCOSID-RXN
S_S2_Ea_076_v1v9_186	RXN-14281
S_S2_Ea_076_v1v9_186	RXN-2141
S_S2_Ea_076_v1v9_187	RXN-14283
S_S2_Ea_076_v1v9_187	RXN-14282
S_S2_Ea_076_v1v9_187	RXN-14350
S_S2_Ea_076_v1v9_187	RXN-15910
S_S2_Ea_076_v1v9_187	RXN0-5183
S_S2_Ea_076_v1v9_187	RXN-14349
S_S2_Ea_076_v1v9_187	MALTODEXGLUCOSID-RXN
S_S2_Ea_076_v1v9_187	RXN-14281
S_S2_Ea_076_v1v9_187	RXN-2141
S_S2_Ea_076_v1v9_188	RXN-14283
S_S2_Ea_076_v1v9_188	RXN-14282
S_S2_Ea_076_v1v9_188	RXN-14350
S_S2_Ea_076_v1v9_188	RXN-15910
S_S2_Ea_076_v1v9_188	RXN0-5183
S_S2_Ea_076_v1v9_188	RXN-14349
S_S2_Ea_076_v1v9_188	MALTODEXGLUCOSID-RXN
S_S2_Ea_076_v1v9_188	RXN-14281
S_S2_Ea_076_v1v9_188	RXN-2141
S_S2_Ea_076_v1v9_189	RXN-11836
S_S2_Ea_076_v1v9_190	ACETOLACTSYN-RXN
S_S2_Ea_076_v1v9_190	ACETOOHBUTSYN-RXN
S_S2_Ea_076_v1v9_191	ACETOLACTSYN-RXN
S_S2_Ea_076_v1v9_191	ACETOOHBUTSYN-RXN
S_S2_Ea_076_v1v9_192	ACETOLACTSYN-RXN
S_S2_Ea_076_v1v9_192	ACETOOHBUTSYN-RXN
S_S2_Ea_076_v1v9_193	IGPSYN-RXN
S_S2_Ea_076_v1v9_194	ALARACECAT-RXN
S_S2_Ea_076_v1v9_195	3.1.11.6-RXN
S_S2_Ea_076_v1v9_196	3.1.11.6-RXN
S_S2_Ea_076_v1v9_197	RXN0-5266
S_S2_Ea_076_v1v9_198	RXN0-5266
S_S2_Ea_076_v1v9_199	ALPHA-AMYL-RXN
S_S2_Ea_076_v1v9_199	RXN0-5181
S_S2_Ea_076_v1v9_199	3.2.1.1-RXN
S_S2_Ea_076_v1v9_199	RXN-1823
S_S2_Ea_076_v1v9_200	ALPHA-AMYL-RXN
S_S2_Ea_076_v1v9_200	RXN0-5181
S_S2_Ea_076_v1v9_200	3.2.1.1-RXN
S_S2_Ea_076_v1v9_200	RXN-1823
S_S2_Ea_076_v1v9_201	2.1.1.63-RXN
S_S2_Ea_076_v1v9_202	2.1.1.63-RXN
S_S2_Ea_076_v1v9_203	2.5.1.64-RXN
S_S2_Ea_076_v1v9_204	METHIONINE--TRNA-LIGASE-RXN
S_S2_Ea_076_v1v9_204	RXN-16165
S_S2_Ea_076_v1v9_205	4-CARBOXYMUCONOLACTONE-DECARBOXYLASE-RXN
S_S2_Ea_076_v1v9_206	4-CARBOXYMUCONOLACTONE-DECARBOXYLASE-RXN
S_S2_Ea_076_v1v9_207	DTDPDEHYRHAMREDUCT-RXN
S_S2_Ea_076_v1v9_208	DTDPDEHYRHAMREDUCT-RXN
S_S2_Ea_076_v1v9_209	DTDPDEHYRHAMREDUCT-RXN
S_S2_Ea_076_v1v9_210	GLUCOSAMINE-6-P-DEAMIN-RXN
S_S2_Ea_076_v1v9_211	RXN-12462
S_S2_Ea_076_v1v9_212	RXN-12463
S_S2_Ea_076_v1v9_213	RXN-14065
S_S2_Ea_076_v1v9_214	RXN-14065
S_S2_Ea_076_v1v9_215	RXN-14065
S_S2_Ea_076_v1v9_216	OROPRIBTRANS-RXN
S_S2_Ea_076_v1v9_217	UNDECAPRENYL-DIPHOSPHATASE-RXN
S_S2_Ea_076_v1v9_218	UNDECAPRENYL-DIPHOSPHATASE-RXN
S_S2_Ea_076_v1v9_219	UNDECAPRENYL-DIPHOSPHATASE-RXN
S_S2_Ea_076_v1v9_220	OROTPDECARB-RXN
S_S2_Ea_076_v1v9_221	ASPARTATE--TRNA-LIGASE-RXN
S_S2_Ea_076_v1v9_222	CARBOXYLESTERASE-RXN
S_S2_Ea_076_v1v9_222	RXN-12575
S_S2_Ea_076_v1v9_222	RXN-10711
S_S2_Ea_076_v1v9_222	3.1.1.64-RXN
S_S2_Ea_076_v1v9_222	RXN-10767
S_S2_Ea_076_v1v9_222	RXN-12252
S_S2_Ea_076_v1v9_222	RETINYL-PALMITATE-ESTERASE-RXN
S_S2_Ea_076_v1v9_222	RXNQT-4366
S_S2_Ea_076_v1v9_223	THIOREDOXIN-REDUCT-NADPH-RXN
S_S2_Ea_076_v1v9_224	THIOREDOXIN-REDUCT-NADPH-RXN
S_S2_Ea_076_v1v9_225	THIOREDOXIN-REDUCT-NADPH-RXN
S_S2_Ea_076_v1v9_226	4.3.1.17-RXN
S_S2_Ea_076_v1v9_227	4.3.1.17-RXN
S_S2_Ea_076_v1v9_228	ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN
S_S2_Ea_076_v1v9_229	FARNESYLTRANSTRANSFERASE-RXN
S_S2_Ea_076_v1v9_230	FPPSYN-RXN
S_S2_Ea_076_v1v9_231	GPPSYN-RXN
S_S2_Ea_076_v1v9_232	RXN0-6480
S_S2_Ea_076_v1v9_232	3.1.26.5-RXN
S_S2_Ea_076_v1v9_233	RXN0-6727
S_S2_Ea_076_v1v9_233	RXN-13141
S_S2_Ea_076_v1v9_234	GLUTAMATE-SYNTHASE-NADH-RXN
S_S2_Ea_076_v1v9_235	GLUTAMATE-SYNTHASE-NADH-RXN
S_S2_Ea_076_v1v9_236	GLUTAMATE-SYNTHASE-NADH-RXN
S_S2_Ea_076_v1v9_237	GLUTAMATESYN-RXN
S_S2_Ea_076_v1v9_238	GLUTAMATESYN-RXN
S_S2_Ea_076_v1v9_239	GLUTAMATESYN-RXN
S_S2_Ea_076_v1v9_240	MANNPISOM-RXN
S_S2_Ea_076_v1v9_241	MANNPISOM-RXN
S_S2_Ea_076_v1v9_242	MYO-INOSITOL-1OR-4-MONOPHOSPHATASE-RXN
S_S2_Ea_076_v1v9_242	RXN-10949
S_S2_Ea_076_v1v9_242	RXN-7253
S_S2_Ea_076_v1v9_242	RXN0-5408
S_S2_Ea_076_v1v9_242	RXN-10954
S_S2_Ea_076_v1v9_242	RXN-10953
S_S2_Ea_076_v1v9_242	RXN-10952
S_S2_Ea_076_v1v9_243	RXN-11592
S_S2_Ea_076_v1v9_244	RXN-12752
S_S2_Ea_076_v1v9_244	RXN-13142
S_S2_Ea_076_v1v9_245	MALONYL-COA-ACP-TRANSACYL-RXN
S_S2_Ea_076_v1v9_246	1.11.1.15-RXN
S_S2_Ea_076_v1v9_246	RXN0-5468
S_S2_Ea_076_v1v9_247	3.4.23.36-RXN
S_S2_Ea_076_v1v9_248	ISOLEUCINE--TRNA-LIGASE-RXN
S_S2_Ea_076_v1v9_249	PANTOTHENATE-KIN-RXN
S_S2_Ea_076_v1v9_250	METHIONYL-TRNA-FORMYLTRANSFERASE-RXN
S_S2_Ea_076_v1v9_251	GALACTOKIN-RXN
S_S2_Ea_076_v1v9_252	3.1.11.2-RXN
S_S2_Ea_076_v1v9_253	NAG6PDEACET-RXN
S_S2_Ea_076_v1v9_253	3.5.1.80-RXN
S_S2_Ea_076_v1v9_257	3.4.11.18-RXN
S_S2_Ea_076_v1v9_258	3.4.11.18-RXN
S_S2_Ea_076_v1v9_259	NAD-KIN-RXN
S_S2_Ea_076_v1v9_260	RXN-14025
S_S2_Ea_076_v1v9_260	RXN-14026
S_S2_Ea_076_v1v9_260	RXN-7607
S_S2_Ea_076_v1v9_260	RXN-7609
S_S2_Ea_076_v1v9_260	AMP-DEPHOSPHORYLATION-RXN
S_S2_Ea_076_v1v9_260	5-NUCLEOTID-RXN
S_S2_Ea_076_v1v9_260	RXN-14227
S_S2_Ea_076_v1v9_260	RXN-5841
S_S2_Ea_076_v1v9_260	XMPXAN-RXN
S_S2_Ea_076_v1v9_261	RXN-14025
S_S2_Ea_076_v1v9_261	RXN-14026
S_S2_Ea_076_v1v9_261	RXN-7607
S_S2_Ea_076_v1v9_261	RXN-7609
S_S2_Ea_076_v1v9_261	AMP-DEPHOSPHORYLATION-RXN
S_S2_Ea_076_v1v9_261	5-NUCLEOTID-RXN
S_S2_Ea_076_v1v9_261	RXN-14227
S_S2_Ea_076_v1v9_261	RXN-5841
S_S2_Ea_076_v1v9_261	XMPXAN-RXN
S_S2_Ea_076_v1v9_262	RXN-14025
S_S2_Ea_076_v1v9_262	RXN-14026
S_S2_Ea_076_v1v9_262	RXN-7607
S_S2_Ea_076_v1v9_262	RXN-7609
S_S2_Ea_076_v1v9_262	AMP-DEPHOSPHORYLATION-RXN
S_S2_Ea_076_v1v9_262	5-NUCLEOTID-RXN
S_S2_Ea_076_v1v9_262	RXN-14227
S_S2_Ea_076_v1v9_262	RXN-5841
S_S2_Ea_076_v1v9_262	XMPXAN-RXN
S_S2_Ea_076_v1v9_263	RXN0-2921
S_S2_Ea_076_v1v9_263	FOLYLPOLYGLUTAMATESYNTH-RXN
S_S2_Ea_076_v1v9_263	FORMYLTHFGLUSYNTH-RXN
S_S2_Ea_076_v1v9_264	DIHYDROFOLATESYNTH-RXN
S_S2_Ea_076_v1v9_265	GLUTDEHYD-RXN
S_S2_Ea_076_v1v9_283	PYRUVFORMLY-RXN
S_S2_Ea_076_v1v9_284	PYRUVFORMLY-RXN
S_S2_Ea_076_v1v9_285	PYRUVFORMLY-RXN
S_S2_Ea_076_v1v9_286	PYRUVFORMLY-RXN
S_S2_Ea_076_v1v9_287	PYRUVFORMLY-RXN
S_S2_Ea_076_v1v9_288	PYRUVFORMLY-RXN
S_S2_Ea_076_v1v9_289	THYMIDYLATESYN-RXN
S_S2_Ea_076_v1v9_290	PRAISOM-RXN
S_S2_Ea_076_v1v9_291	PRAISOM-RXN
S_S2_Ea_076_v1v9_292	SELENOCYSTEINE-LYASE-RXN
S_S2_Ea_076_v1v9_295	ALDOSE1EPIM-RXN
S_S2_Ea_076_v1v9_295	ALDOSE-1-EPIMERASE-RXN
S_S2_Ea_076_v1v9_296	ALDOSE1EPIM-RXN
S_S2_Ea_076_v1v9_296	ALDOSE-1-EPIMERASE-RXN
S_S2_Ea_076_v1v9_297	RXN-12002
