pathway	plate1_1030R_0_M_NS1_week10_S77_	plate1_1030R_R_M_NS1_week10_S78_	plate1_2472R_0_F_NS1_week10_S73_	plate1_2472R_R_F_NS1_week10_S74_	plate1_3874R_0_F_NS1_week10_S75_	plate1_3874R_L_F_NS1_week10_S76_	plate1_3974R_0_M_NS1_week10_S79_	plate1_3974R_L_M_NS1_week10_S80_	plate1_T1D_NS1_defined_mouse_ino	plate2_036R_R_M_NS1_week5_S18_L0	plate2_036R_R_M_NS1_week6_S19_L0	plate2_036R_R_M_NS1_week7_S20_L0	plate2_036R_R_M_NS1_week9_S21_L0	plate2_1030R_L_M_NS1_week5_S22_L	plate2_1030R_L_M_NS1_week6_S23_L	plate2_1030R_L_M_NS1_week7_S24_L	plate2_1030R_L_M_NS1_week9_S25_L	plate2_1121R_0_M_NS1_week5_S26_L	plate2_1121R_0_M_NS1_week6_S27_L	plate2_1121R_0_M_NS1_week7_S28_L	plate2_1121R_0_M_NS1_week9_S29_L	plate2_1151R_R_M_NS1_week5_S30_L	plate2_1151R_R_M_NS1_week6_S31_L	plate2_1151R_R_M_NS1_week7_S32_L	plate2_1151R_R_M_NS1_week9_S33_L	plate2_1193R_R_F_NS1_week5_S1_L0	plate2_1193R_R_F_NS1_week6_S2_L0	plate2_1193R_R_F_NS1_week7_S3_L0	plate2_1193R_R_F_NS1_week9_S4_L0	plate2_2529R_R_F_NS1_week5_S5_L0	plate2_2529R_R_F_NS1_week6_S6_L0	plate2_2529R_R_F_NS1_week7_S7_L0	plate2_2529R_R_F_NS1_week9_S8_L0	plate2_3861R_R_M_NS1_week9_S34_L	plate2_3971R_L_F_NS1_week5_S9_L0	plate2_3971R_L_F_NS1_week6_S10_L	plate2_3971R_L_F_NS1_week7_S11_L	plate2_3971R_L_F_NS1_week9_S12_L	plate2_3975R_0_F_NS1_week9_S13_L	plate2_3975R_R_F_NS1_week5_S14_L	plate2_3975R_R_F_NS1_week6_S15_L	plate2_3975R_R_F_NS1_week7_S16_L	plate2_3975R_R_F_NS1_week9_S17_L	plate4_036R_0_M_NS1_week9_S62_L001	plate4_036R_0_M_NS1_week5_S41_L0	plate4_036R_L_M_NS1_week9_S63_L001	plate4_036R_L_M_NS1_week5_S42_L0	plate4_036R_NS1_week18_S34_L001	plate4_036R_RL_M_NS1_week9_S64_L001	plate4_036R_RL_M_NS1_week5_S43_L	plate4_036R_RR_M_NS1_week9_S65_L001	plate4_036R_RR_M_NS1_week5_S44_L	plate4_1030R_RR_M_NS1_week5_S45_	plate4_1030R_RR_M_NS1_week9_S66_	plate4_1121R_L_M_NS1_week5_S46_L	plate4_1121R_L_M_NS1_week9_S67_L	plate4_1121R_NS1_week19_S35_L001	plate4_1121R_R_M_NS1_week5_S47_L	plate4_1121R_R_M_NS1_week9_S68_L	plate4_1121R_RL_M_NS1_diabetes_S	plate4_1121R_RL_M_NS1_week5_S48_	plate4_1121R_RL_M_NS1_week9_S69_	plate4_1121R_RR_M_NS1_week5_S49_	plate4_1121R_RR_M_NS1_week9_S70_	plate4_1151R_0_M_NS1_week5_S50_L	plate4_1151R_0_M_NS1_week9_S71_L	plate4_1151R_NS1_week21_S36_L001	plate4_1151R_R_M_NS1_diabetes_S2	plate4_1193R_0_F_NS1_week5_S51_L	plate4_1193R_0_F_NS1_week9_S72_L	plate4_1193R_L_F_NS1_diabetes_S2	plate4_1193R_L_F_NS1_week5_S52_L	plate4_1193R_L_F_NS1_week9_S73_L	plate4_1193R_NS1_week24_S38_L001	plate4_2529R_0_F_NS1_week5_S53_L	plate4_2529R_0_F_NS1_week9_S74_L	plate4_2529R_L_F_NS1_diabetes_S2	plate4_2529R_L_F_NS1_week5_S54_L	plate4_2529R_L_F_NS1_week9_S75_L	plate4_2529R_NS1_week22_S37_L001	plate4_2529R_RL_F_NS1_week5_S55_	plate4_2529R_RL_F_NS1_week9_S76_	plate4_3861R_0_M_NS1_week5_S56_L	plate4_3861R_0_M_NS1_week9_S77_L	plate4_3861R_L_M_NS1_diabetes_S2	plate4_3861R_L_M_NS1_week5_S57_L	plate4_3861R_L_M_NS1_week9_S78_L	plate4_3861R_NS1_week28_S39_L001	plate4_3861R_R_M_NS1_week5_S58_L	plate4_3971R_0_F_NS1_week5_S59_L	plate4_3971R_0_F_NS1_week9_S79_L	plate4_3971R_NS1_week30_S40_L001	plate4_3971R_R_F_NS1_diabetes_S2	plate4_3971R_R_F_NS1_week9_S80_L	plate4_3971R_RL_F_NS1_diabetes_S	plate4_3971R_RL_F_NS1_week9_S81_	plate4_3975R_0_F_NS1_week5_S60_L	plate4_3975R_L_F_NS1_diabetes_S3	plate4_3975R_L_F_NS1_week5_S61_L	plate4_3975R_L_F_NS1_week9_S82_L	plate4_3975R_NS1_week14_S33_L001	plate4_3975R_R_F_NS1_diabetes_S3	plate4_3975R_RL_F_NS1_diabetes_S	plate4_3975R_RL_F_NS1_week9_S83_	plate4_NS1_defined_inocula_S88_L	plate5_2808_NS1_0_Female_week5_S	plate5_2808_NS1_0_Female_week9_S	plate5_2808_NS1_L_Female_week5_S	plate5_2808_NS1_L_Female_week9_S	plate5_2808_NS1_R_Female_week5_S	plate5_2808_NS1_R_Female_week9_S	plate5_2808_NS1_RR_Female_week5_	plate5_2808_NS1_RR_Female_week9_	plate5_2824_NS1_0_Male_week5_S43	plate5_2824_NS1_0_Male_week9_S55	plate5_2824_NS1_L_Male_week5_S44	plate5_2824_NS1_L_Male_week9_S56	plate5_2824_NS1_R_Male_week5_S45	plate5_2824_NS1_R_Male_week9_S57	plate5_2864_NS1_R_Male_week5_S46	plate5_2864_NS1_R_Male_week9_S58	plate5_2893_NS1_0_Male_week5_S47	plate5_2893_NS1_0_Male_week9_S59	plate5_2893_NS1_R_Male_week5_S48	plate5_2893_NS1_R_Male_week9_S60	plate5_2999_NS1_0_Female_week5_S	plate5_2999_NS1_0_Female_week9_S	plate5_2999_NS1_R_Female_week5_S	plate5_2999_NS1_R_Female_week9_S	plate5_NS1_mouse_inoculum_S35_L0
GALACTARDEG-PWY	2900.701689604129	2730.3701341073433	2686.006226132271	2204.9445027986044	2650.4429836543636	2996.9495142030764	2754.8694180488687	3205.417109157129	9822.38079289737	3539.6933344059294	3751.5585376507784	2336.2177981939003	3066.91514066006	5198.627173475228	2717.764130749611	2030.983058460507	2893.325262731834	3588.86880550177	2205.269660652309	2108.8529511125103	2833.7106950697876	3899.4008091348087	4134.226672057553	3440.964497703907	3218.2605876826865	3594.5336175011425	2308.5553191896793	1750.983533202	3956.6263169724607	2271.469441503264	2494.471208002212	2198.4471972954757	3534.0219258832035	4416.196924919534	4348.66376982243	3323.58736660091	2463.6776761646015	4025.4848111428546	3014.1004984867973	3512.8561018080977	2734.718032175982	1874.5375937916235	4040.6753940416656	2288.0000488792543	2125.4994132882475	1746.8509181071956	2616.539576563756	2425.3074064316975	1729.3538370523986	2365.835118920568	2512.3821978227543	3601.8262164368484	2174.913082478436	2127.858529556503	2566.26246305176	1805.6432041753485	1777.3335984915527	2283.8148846315726	2181.0406602524145	3478.4150363151766	2583.6040066094947	2175.9717205481816	1930.3012726819595	2324.2319588995338	2557.7700447628226	2482.070546496904	2212.478682677265	2613.8276402873635	2889.7991488819716	1962.4251810017574	2014.5700645883112	2367.9810116179633	2483.647590662515	1537.7514530467988	2548.309722843726	1769.8487180821883	1757.96252383388	1976.7219818670865	1896.6858908862553	2146.343639354168	3441.0462725908997	2248.8578886241285	2723.9267838696524	2159.8834483483097	1756.4808715720872	2247.3534785933975	2593.333627450828	1931.9785873116452	3057.960032612953	2864.524936946088	2309.620737395662	2399.7213427867164	1653.504207205606	2523.108349045039	1853.0243076669085	3180.0118101900503	2924.5571173371527	1444.9436888726016	3843.475481068055	2934.984319017818	1472.179979562871	2514.301245356859	2096.359072109824	2129.217399685591	5757.365648077777	7256.947941807481	4201.094826239751	3661.6726576648466	3770.508063758507	4039.1249983575776	3007.871603488523	1738.933689833316	3329.1574357871677	3143.7769341115572	5780.286009561803	5117.097707502051	3113.0176194276287	4795.338056859191	3592.9556510786865	2853.679844381079	3536.5690673712156	2720.3496894038576	3529.904086435331	3092.972780271796	5343.526117629722	2684.909312832958	1798.7965223467736	6720.355285667349	3171.7319053512238	9520.65253174733
GALACTUROCAT-PWY	12917.632017566882	11991.043997499346	13254.237720619749	12051.637726477846	12051.861532150002	11922.279661561632	12742.378155395889	13085.798058500024	12891.394241448617	15038.136555145917	17220.77984890941	12058.959637801892	13695.144135656645	23139.75770610051	19577.60987257615	10448.917510070985	13743.402866674236	12157.742513989542	11988.053983212696	11167.32745797926	13406.315450980077	18028.660399433298	16853.22620856175	14833.628910825199	14595.508732423586	18038.85827905216	12659.864488178702	11413.251308338668	13702.185101931056	14761.235496059462	14922.611252624143	11864.443437907907	11269.862872560812	14186.34713838105	16567.96487139976	15559.481490298476	13653.964359841564	17046.82959708837	17587.53581833922	13822.450952512352	13325.032204205105	11624.626312894998	18039.546149089947	11813.326065105337	11878.944212447213	9767.451491961485	12726.414034331116	13327.278282146499	8157.72573043876	12585.535845885903	13063.432993153936	16515.519343558746	15250.810274418216	10553.149060843389	13571.987299292718	9706.82194786211	9735.00921464392	10595.257136444372	12323.75258224192	15880.505747213148	13200.548607961578	13267.31512257815	9157.232181544736	12591.104021659687	13074.651345786715	11317.178018299845	13590.281066867206	14005.45044517245	12888.884008185025	12437.43936922694	8192.791655231154	12697.393836743062	10982.267664839092	9585.91426354488	13718.796337121788	9823.547450835982	8986.801099789023	11336.643574954865	9791.322420701266	10796.700655976645	13545.235491175275	9549.869390552936	12876.490093952518	9741.625371784905	9328.37467096809	9096.103757523006	9936.685343650866	9920.460684135336	11663.954132642568	10743.821456834745	11964.741174986126	11169.685750424105	8596.938349490016	12179.391336118368	10582.2487715908	11151.992133451056	8987.554469488226	10423.613127502582	10362.269234148918	12235.446075679169	9931.78783911538	10411.347131250554	8728.226946497776	11363.192812500172	8341.255038516496	34869.3914319103	18611.41674992224	16278.5224354072	14570.495782229827	18916.959912878392	13872.680354624463	7753.861985964761	15427.102544124451	14487.468055191986	23124.955758007538	20088.331514395737	12648.158509560464	19041.493656894007	15574.152814759342	12875.386520556158	16559.317128296938	13848.640624676154	17518.308115929045	14862.68693233925	22504.950864698472	12159.668628772888	10130.373862306069	27700.54520205386	16979.16426486978	12671.378565058943
GALLATE-DEGRADATION-II-PWY	110.56808173610011	130.87461653311354	92.20112800950588	0.0	0.0	134.97245438279347	107.55088156129943	161.73692961087306	795.1347897604626	98.03407033378254	175.4030797382758	179.04249690291385	133.64400211403773	132.02299833936937	177.61244474936777	107.3566770582337	99.97713986445977	90.49821038667557	142.73746611040852	112.0667665616324	122.2240050898402	157.7132347874044	122.87306715877324	103.46986452650542	151.7551165459126	114.47867032814945	85.79943424062007	106.3339954031173	86.45002516932223	73.50296449893911	114.08777870173206	64.13549283799048	228.7977837343814	115.454704498525	92.84018810561173	94.49311430062244	123.07355161185286	123.87833670373992	83.09158203781804	115.82778021307244	66.31976860898061	87.31605171210488	176.31902734072162	58.283037929043175	63.81205358062096	49.35064161234482	47.90582894181689	90.33356886148944	62.51277465803706	64.69624532968038	84.534674711857	56.73519000995349	44.327179707050995	58.50769201671728	69.51646915867917	61.86509624886921	79.08729138964834	63.3810796390063	69.30450230143121	184.82781617569037	45.857102245550564	69.27550449898682	31.285716010991248	107.38145762187857	75.00193877491672	57.66553578928439	51.753376686556386	83.9496915648113	37.69086778927679	55.482318881537196	45.266274069787464	42.95584037773258	72.13278607947504	65.24299999048588	51.05092685889463	58.04657244085012	77.64354586691928	69.78653081562359	69.01586355012043	81.88291477719905	62.25322656786086	119.76402195307666	46.091341853670805	83.4273797454843	54.323933321432385	52.33492977848039	66.00493204692074	105.01082280996218	50.12201926364652	44.23336755507714	66.35269127496439	87.90982454402281	75.59909280553782	45.481030654670704	113.83730051840956	113.97292829372884	86.58231493711911	48.87830041932779	55.238388412118105	84.42374829919027	55.533983431823195	135.3945149253694	64.82909004642505	82.10252393448235	270.6030297316752	138.5105025890717	119.89097373318808	91.36447268888695	107.98809284454575	72.91919494789089	65.70012033004816	35.70466228158959	90.24905677818924	52.87160255379947	242.2082830010827	62.27377673196847	105.32132789295682	53.63073006967583	109.37809039858388	49.41543211491954	107.68546494086874	39.82914054582628	76.85143983557998	60.04722865656235	136.78662680540367	40.506634216285946	93.71689125654933	116.76542458425	126.05742813776948	443.1566956642445
GLCMANNANAUT-PWY	6246.270990432147	5613.2511098766	5613.177409901601	5383.483900464796	5637.309889756328	6730.276832256576	6137.29543342651	6712.999327464504	11069.241302329578	7989.2234355215805	9514.580923556632	6273.986175519645	7520.721343387907	11718.206713965723	9564.332732402643	4941.202022145626	7728.197387703716	6176.620296358772	6006.955520412967	6980.391457110771	7309.130749333788	9222.817526821767	9599.266820337334	7534.729057135433	8896.860032018596	6790.714513521809	5104.394957627227	4423.3776590181615	9546.168224457095	5000.693255263868	6332.982737302566	5595.685505066775	7316.325343564408	11602.620938097993	7866.602293969491	7982.4628697724975	7070.795261954561	10442.902512474815	8861.097431651018	6800.831294453412	6105.914206799395	5338.881694028936	10238.816385278644	6607.345929597484	5041.358961789655	4662.005145336165	6208.778526989636	5108.8801734092895	4090.1960253614234	5964.332189050017	6632.585930861975	6609.939273774263	4718.134173717952	6762.4044524602505	5808.668959553983	4598.85141367061	4177.936705047399	4776.681641908682	6215.453070890987	9331.940591896993	5776.059278886381	5703.8187470834055	3794.9525444578167	6497.482139253397	5377.469214111434	5959.000583029435	5108.791080780937	5347.519825143395	6129.95449422309	6909.579647266704	3185.0444274594515	4774.878692413026	6991.676202757169	4066.162017286916	5139.5328382592315	4714.609214818442	4532.225168539643	4335.414417979643	5289.337764914215	4187.309573917774	6541.361339312461	5002.860796301653	6556.32635849156	4820.100387091263	3733.6971006037475	5579.511800753985	5576.008722756708	4167.943552122169	6604.709702568017	5831.669086066692	6310.337003402403	5056.255136726139	3978.9453211328846	7959.215389915106	4188.939701167414	6618.565853174433	5359.462683987575	3388.942716604587	5845.813943570404	6998.0940590006585	4667.410179544646	6474.982218466596	4109.147095643246	6448.039865125983	6371.121181781671	16428.94964988969	11822.75238388063	8068.46821302465	9515.481416178529	8929.966187155107	8226.468924022196	4374.113146998646	9394.12542901389	6457.8504016389525	13793.435377935339	9628.899414281948	8479.273914126472	9671.803829592483	9588.542431982652	6564.965351979438	10030.485211425734	6377.267084284116	9967.867256832638	7170.6138012741385	14136.656166018007	5609.072761022791	5080.6067477553115	14349.30017099258	8268.79030447672	10403.509872556206
GLUCARDEG-PWY	1115.1495999936894	1026.0530181953739	1219.6852600391119	832.1884330191982	1040.9825479261751	1347.8724903276604	1003.4125056564976	1188.4164234307448	8236.672069437855	1726.7160260934968	1440.212798148178	1136.1628297951552	1278.8490095671002	2879.365224564636	1603.9496214502863	1011.470114024208	908.4085362116123	2101.5713598472817	1157.3554275973013	949.300753819914	1012.562314187261	1878.4679088139767	1792.8995262065325	1182.1437960072128	1262.4854597014762	1985.5743700989117	1054.1846582495127	939.0347214325801	1355.2646054904446	993.543416390062	1342.1866605490006	984.9346447794043	1484.7241627152544	1632.0932750444751	1863.1098921690661	1269.0027477898561	1079.3447255930341	1257.6426135918734	1044.9936770982138	1916.0185762872784	1119.4007654040597	944.4112117629418	1544.4056230784895	755.8785658158827	1217.2081922451134	579.2375153287242	1243.4990345237688	1082.4274836075747	638.2620033966231	1099.4483924995086	908.6913836728233	1807.848217845369	1142.6149812061806	682.9503289397009	1274.876539801477	790.6315056648424	723.7652522041092	1264.1314838199014	831.5955445421906	1504.4272127825388	1359.8772190170125	881.6476680091711	1014.9100555956101	1025.5402512366438	1193.5386485309136	1005.8923343155378	923.8756741718503	1216.2415326847238	1668.5853772434875	682.4812179931599	1239.3859413862865	1402.2858764266857	817.002198475564	672.5052624965019	1290.9672213113593	770.1990455495529	767.3663029842697	1040.6237204378565	757.5454840116561	1168.6992937313933	1818.7987491288918	908.6717878449995	1314.4219856061516	856.4114107677494	737.8681744896307	1034.2830915322975	1161.4366003227065	1018.0559345513482	1266.9952721282136	1181.100944533239	825.5383312120616	1147.553334687473	676.8531970737513	767.6981889165439	950.585839383388	1171.5803490904661	1744.9774046166717	718.1078102728984	2666.477102253521	1059.866646442168	669.6419217858424	1091.0143275166138	1004.2303889866826	832.1932850777293	4534.257439064027	2829.763325402244	1508.801753629248	1761.3785446752377	1568.5736288824942	1666.1568141987443	953.0071426381779	593.8109934309394	1040.960475167874	1588.8163792268394	1959.2920844301316	2215.436158593509	869.5703634289677	1795.3155550230765	1224.9249456349753	1193.845505251542	1137.0911009377353	959.6516910256468	1259.5975795647162	956.563109919143	1918.390157059823	1207.0321927168673	957.6167332106997	3277.0961677784526	1372.2784844348512	7580.084186169919
GLUCARGALACTSUPER-PWY	2900.701689604129	2730.3701341073433	2686.006226132271	2204.9445027986044	2650.4429836543636	2996.9495142030764	2754.8694180488687	3205.417109157129	9822.38079289737	3539.6933344059294	3751.5585376507784	2336.2177981939003	3066.91514066006	5198.627173475228	2717.764130749611	2030.983058460507	2893.325262731834	3588.86880550177	2205.269660652309	2108.8529511125103	2833.7106950697876	3899.4008091348087	4134.226672057553	3440.964497703907	3218.2605876826865	3594.5336175011425	2308.5553191896793	1750.983533202	3956.6263169724607	2271.469441503264	2494.471208002212	2198.4471972954757	3534.0219258832035	4416.196924919534	4348.66376982243	3323.58736660091	2463.6776761646015	4025.4848111428546	3014.1004984867973	3512.8561018080977	2734.718032175982	1874.5375937916235	4040.6753940416656	2288.0000488792543	2125.4994132882475	1746.8509181071956	2616.539576563756	2425.3074064316975	1729.3538370523986	2365.835118920568	2512.3821978227543	3601.8262164368484	2174.913082478436	2127.858529556503	2566.26246305176	1805.6432041753485	1777.3335984915527	2283.8148846315726	2181.0406602524145	3478.4150363151766	2583.6040066094947	2175.9717205481816	1930.3012726819595	2324.2319588995338	2557.7700447628226	2482.070546496904	2212.478682677265	2613.8276402873635	2889.7991488819716	1962.4251810017574	2014.5700645883112	2367.9810116179633	2483.647590662515	1537.7514530467988	2548.309722843726	1769.8487180821883	1757.96252383388	1976.7219818670865	1896.6858908862553	2146.343639354168	3441.0462725908997	2248.8578886241285	2723.9267838696524	2159.8834483483097	1756.4808715720872	2247.3534785933975	2593.333627450828	1931.9785873116452	3057.960032612953	2864.524936946088	2309.620737395662	2399.7213427867164	1653.504207205606	2523.108349045039	1853.0243076669085	3180.0118101900503	2924.5571173371527	1444.9436888726016	3843.475481068055	2934.984319017818	1472.179979562871	2514.301245356859	2096.359072109824	2129.217399685591	5757.365648077777	7256.947941807481	4201.094826239751	3661.6726576648466	3770.508063758507	4039.1249983575776	3007.871603488523	1738.933689833316	3329.1574357871677	3143.7769341115572	5780.286009561803	5117.097707502051	3113.0176194276287	4795.338056859191	3592.9556510786865	2853.679844381079	3536.5690673712156	2720.3496894038576	3529.904086435331	3092.972780271796	5343.526117629722	2684.909312832958	1798.7965223467736	6720.355285667349	3171.7319053512238	9520.65253174733
GLUCONEO-PWY	20430.223771696208	18109.754576441523	22426.451012897098	20202.7107352086	19425.804889849318	17761.489480162945	20417.499632549847	21151.941354104467	17653.83414372383	22048.860279697135	22582.836623535783	19708.576159682925	19691.67008338419	30520.327607497515	26444.9957080969	21601.473817751343	21242.169684106215	21467.708726911023	21564.554053157113	17708.044507426	19801.47573916569	22969.434281458645	23373.05218907015	22659.03927231097	20838.11364104676	23437.34016240685	18606.700445766248	19689.703134729265	17290.053977844673	20086.046059208475	20384.02586477805	20045.776187864612	17591.19294705268	17575.268529387107	23237.038943323187	22106.41588252927	19913.96897719191	21408.603702935397	24316.109205704393	21046.82720498441	21667.702454021575	20916.862724760005	26447.530598249	14542.362212606735	15975.644110961155	13512.189251848085	16845.224444939704	17476.761439435173	11302.376972598524	16676.571226754564	17594.871781446298	22814.743618311222	21915.338016532616	14240.307433394184	19413.669824115914	15896.700786217703	14584.848065996852	15275.05829511038	17232.939251082666	20423.13686918956	19282.25496801185	20536.128859812954	13387.806466254211	19309.160819563735	16730.9509172158	17663.90760300758	20310.408875334368	22134.737286423722	17412.006975083303	16019.357848951695	12256.545168973627	17488.68059287833	13428.893731998452	14475.44125541604	19350.61492682794	15758.952028282221	12937.764880317665	15843.284862123748	14839.46176271399	16371.363357285005	17837.126630943392	15020.444035404622	16735.241558974503	13171.042214611869	12616.084355727311	11336.71897318584	13050.11993469524	15671.914099285634	15713.984980258236	15244.20395737029	17949.8939103937	18039.466559362085	12903.490767551864	14563.382587874517	13899.323476619602	15195.562447204347	12355.258618856958	15546.197340025541	14897.779244616964	16899.76241153918	13214.030787941068	13909.264540779457	12666.479328645002	15081.200332848499	12586.027513976926	50217.61118695623	25215.086532709964	25354.39324955558	19937.016408644893	27415.701933469933	20533.45661745263	10699.491150307857	23078.228284673554	20361.90903176508	31735.346275403906	27246.733472016975	17242.986726421415	25065.023021345685	21016.23465997722	17644.63065021803	24301.675157939222	19991.62423022678	26349.109078564157	19899.054338535403	32465.907230500845	17107.225795570557	17025.165601753662	41333.57634399576	28315.102031356353	19473.947082867606
GLUCOSE1PMETAB-PWY	21642.05117917572	19704.392534690563	22334.13711826926	21118.884652831242	20846.81497408655	19652.758209405158	20910.29699617007	22888.486260669404	26957.315689868545	22240.728983033754	26772.37171105126	20283.983958482993	21717.45945838183	36767.22946835955	31816.535083584396	17572.94743215504	20067.040419248882	17160.709394854744	17811.39873032049	17677.39500775931	20740.665990520534	27734.7183793129	25277.57410721604	24018.232002595687	22670.462946342075	29017.93110162327	19342.745780729267	18975.927629683098	23716.970554305553	23537.527796445254	23143.272177790182	17846.810077359863	16825.288503383163	21824.695289641822	24726.328546601064	22674.30726381694	21477.54311154811	24816.70694703782	31103.525250496266	22513.71531309904	20699.947464879464	23273.14487388839	27632.50198942265	18662.146146547126	20380.186067184037	15933.712702827444	20895.89239935715	25290.615962507254	13568.628995250101	20830.57213779479	22261.210814456284	26640.91677046419	25277.621085426967	17458.098096803868	20896.939435914333	16980.494813687812	17643.49484310822	15826.22463825245	19749.71124282156	27412.34739357571	19828.879577470172	22673.55214953511	13661.123020212199	21442.030551904725	19717.94997054178	18675.602906671033	25331.027358463074	26827.403792825357	19954.69196328952	19322.64830470464	15064.525308812328	20750.089871859174	17225.701597114254	16851.258408087157	21864.322035041343	17668.158043719483	14680.197295282547	18429.34710728381	16854.699741285218	20051.861030007865	21378.745045744134	16011.777865222843	19665.30367918296	16531.71646627926	17076.556190392545	12834.55116115188	16964.19412490134	17847.53529807835	16451.329680981715	15924.261257859918	18773.048137615813	18206.871828204818	14474.446467788486	17045.323949696896	18403.242908661556	16065.979839146168	14780.608633361146	18404.934082562144	18035.065882170224	19014.918570306276	16528.990505330137	17746.31999999606	15050.509587663546	17207.595095831308	19275.308646854144	52098.72430971203	27123.873603926015	24994.896722765556	21180.409846794082	29830.749944802214	19807.59404754696	10523.662190598827	21190.211927426848	22657.558888629203	33562.887709262286	29018.279604131254	17215.677183621545	27495.70712127332	21709.202166722327	18653.81432737434	28482.07755826206	19674.790702571947	25715.592224621065	21640.4053945645	32287.107779703863	17646.128360687457	17173.573352464413	39743.06326805946	28541.639390476055	29413.79983028844
GLUCUROCAT-PWY	12026.314478325794	11653.943826818766	13758.297872305258	12034.508511303487	11274.725703498385	10875.434382653806	12593.628625143434	12439.004107129855	13928.94350958341	15859.532055253678	16941.761797677544	10831.409322927837	12584.708126399508	25534.534537612748	20639.100698333237	10153.220992585359	12681.279660720566	13598.385751305084	12774.41149914998	8482.561293461253	12663.551858853638	19789.06836252166	17037.16465595652	13980.425670018181	12879.624373477567	20750.48257495188	14089.89920076468	12250.307175361657	6375.289534553295	17014.947885824473	16604.75737428624	12840.102389752154	9720.487870883013	7907.142700079999	18176.36241884642	15617.778153019632	13494.42419826487	15895.66153168247	15593.39019924612	14629.496007277054	13722.29748411903	7132.356598024842	16783.39298969882	11378.591215625009	13202.525896245708	9998.16115346532	13929.206316954045	14045.675342057117	7447.491019472555	13611.975619648892	12623.747328334748	18514.260815780875	17592.14103279298	8133.2911407870515	15053.817727935724	9174.068888768048	9608.09845888381	11697.107614817745	12310.045162983799	15417.601614174297	14448.45093229978	13612.603705825677	10262.684673722786	11903.614400792037	14839.042694345457	10572.768832968848	14001.73311461789	14480.336565130678	14294.507387784011	12119.305575991713	8917.170430557753	14479.431643119331	9164.90089912972	9870.53337538066	15684.332216861654	9167.476162045647	8872.96472132047	12666.479912759634	9000.800671772604	10399.29783341212	15036.009458182018	9162.787578031746	14105.141325213324	9164.709101106968	9831.099666971155	8978.6935599832	8058.347663457676	9912.014805701483	11989.357804377116	11308.905063148764	11750.615026114385	10463.982216878514	8478.185017446598	11501.946010561824	10883.832274086597	10043.392518012082	8901.701882638612	10961.71284113811	10776.153604294106	10564.977723106036	10086.708711820835	9535.737729451106	8368.913997629565	10865.377384460731	8959.983477695192	38009.92612287234	16942.735263463033	17613.66517436491	13114.43121245127	20206.270155582028	12715.500063081481	8132.755954236984	14239.510246744943	16151.145359233094	21678.019321822478	22494.198633846052	9663.765299319659	21260.167106314453	13111.78257187039	13846.594133397322	13138.670186476764	15275.955550733042	16085.45162590063	16370.308308100717	19645.81703693479	13502.362398223773	9265.02175275884	30247.58107487769	16685.739826845154	13842.091112961847
GLUTORN-PWY	17312.016007846072	14875.023863971111	19558.393167062164	17323.395268759537	16664.74821751994	14933.980570648684	17501.14760586152	18015.502226737113	13243.629579649614	18488.83232302984	16878.55609764498	17231.04909847856	16319.394914167488	22577.912208076705	19884.58325035743	21124.23742511601	18760.43741263351	19836.409115325463	19823.51721839088	15627.766066571121	16664.825760172185	17066.64168675379	19016.97838680895	19465.776200303542	17553.30416093814	17285.33090560367	14535.724989040491	17072.9258764705	13630.124798786404	14477.74964619305	14927.060367049251	17769.580463917235	15738.456852938061	15121.157025918339	18253.43142654484	18332.324173826208	16098.975818044397	16659.177257110026	17909.36415160772	17607.628008130006	19084.0765888131	18674.863846408938	22523.935390815077	10811.346081773618	11793.459860946743	10009.684692371025	12408.669943875799	13401.838005977155	8741.093261202874	12335.166819713057	12731.229248769529	16148.711879847144	15661.953367415406	11292.304854757416	14725.302980029785	13673.785272122263	10937.538206458934	12038.509063102412	13213.753587199757	15676.615836321987	15396.92912568176	16587.39949024383	10552.986370655746	15845.61060701667	12277.203893208685	14966.146002598776	14426.848327420108	16597.878939115828	12524.700136208121	11940.892898133221	8821.256094057142	12686.277980153245	10007.206461105317	10995.094246679468	13846.932138854227	13304.20673743353	10042.110715711065	11336.05303307978	12267.815703085704	12312.584226871595	12819.373381454834	12800.25047936362	12276.525978200934	9624.728245495884	9366.175875323659	8833.306604834665	9505.463147759994	12257.848271941806	12523.12136731028	12598.934295086907	15174.426423054176	15200.461666335754	9759.247083425162	10865.537183000362	10470.902864918713	12914.873968076474	9713.423902139037	11422.20651561187	11755.913435372779	13959.269596243103	9820.287151552824	10387.126131880681	9702.480584551442	11710.167366125568	9304.170571113174	40235.08386347007	20921.602725120847	21419.66764924566	16915.61656324839	21104.217492209	17865.2891528792	8875.524096219255	20236.84058757305	15017.853225317962	26343.874439275798	20147.774110625953	14976.212433278837	17653.96719226197	17724.39118152859	13963.803225374928	20108.290177372593	15957.356885499226	22803.157282566463	14549.548700870158	28052.477414290104	13323.59784003453	15009.86352495612	34547.511326810934	24448.139769803343	14209.72016029398
