Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
036R_RL_M_NS1_S64_L001_R1_001	(1.0, 1.6327618370791508)	(2.0, 0.7177756062894199)	(3.0, 0.3784311983654615)	(4.0, 0.4477214177844896)	(5.0, 0.3198010127032069)	(6.0, 0.35178111397352757)	(7.0, 0.24873412099138312)	(8.0, 0.19898729679310653)	(9.0, 0.1439104557164431)	('>10', 1.2916407568623967)	('>50', 0.2700541885049303)	('>100', 1.837079150750644)	('>500', 4.813005241183264)	('>1k', 26.62521097983477)	('>5k', 14.232921737585503)	('>10k+', 46.490183885582304)
036R_RL_M_NS1_S64_L001_R2_001	(1.0, 5.827485120369548)	(2.0, 1.1406236119747712)	(3.0, 0.7675224304876965)	(4.0, 0.6324953362352315)	(5.0, 0.4530514346628764)	(6.0, 0.29848094518965973)	(7.0, 0.3357910633383672)	(8.0, 0.29848094518965973)	(9.0, 0.3198010127032069)	('>10', 2.0413964644221374)	('>50', 0.25761748245536115)	('>100', 1.9934263125166563)	('>500', 3.199786799324864)	('>1k', 34.60779959136537)	('>5k', 28.18868259749489)	('>10k+', 19.6375588522697)
036R_RL_M_NS1_week5_S43_L001_R1_001	(1.0, 1.3325494806976288)	(2.0, 0.615554863920877)	(3.0, 0.32506829892450806)	(4.0, 0.33659554356722116)	(5.0, 0.29970836071053936)	(6.0, 0.2835702182107411)	(7.0, 0.22593399499717584)	(8.0, 0.1752141185692384)	(9.0, 0.1763668430335097)	('>10', 1.790181093013337)	('>50', 0.1694504962478819)	('>100', 0.9625249276665397)	('>500', 0.7584926974905188)	('>1k', 23.811829258452352)	('>5k', 5.918087399568881)	('>10k+', 62.81887240492905)
036R_RL_M_NS1_week5_S43_L001_R2_001	(1.0, 5.1423038351142925)	(2.0, 0.9314013671312146)	(3.0, 0.7020091987412249)	(4.0, 0.46108978570852205)	(5.0, 0.4322716741017395)	(6.0, 0.4149808071376698)	(7.0, 0.3308319212458646)	(8.0, 0.3319846457101359)	(9.0, 0.19711588339039318)	('>10', 2.6800843794307845)	('>50', 0.5510022939216839)	('>100', 1.004023008380307)	('>500', 2.956738250855898)	('>1k', 26.850410946271513)	('>5k', 8.147456513469585)	('>10k+', 48.866295489389174)
036R_RR_M_NS1_S65_L001_R1_001	(1.0, 1.264871185995728)	(2.0, 0.5274274190661432)	(3.0, 0.5119148479171389)	(4.0, 0.31502452179516244)	(5.0, 0.29235230242354093)	(6.0, 0.27922628068207583)	(7.0, 0.2505876877916065)	(8.0, 0.16228535971265945)	(9.0, 0.21478944667851987)	('>10', 1.7684331109864802)	('>50', 0.09665525100533394)	('>100', 1.021443146426739)	('>500', 2.3006336288677014)	('>1k', 17.49340715726167)	('>5k', 14.794219777334941)	('>10k+', 58.70672887605456)
036R_RR_M_NS1_S65_L001_R2_001	(1.0, 4.189587484934907)	(2.0, 0.847225039676384)	(3.0, 0.6372086918129423)	(4.0, 0.5393601661038387)	(5.0, 0.4116797728004964)	(6.0, 0.458217486247509)	(7.0, 0.29235230242354093)	(8.0, 0.21001634786344164)	(9.0, 0.3114446976838538)	('>10', 2.596565755402551)	('>50', 0.09188215219025572)	('>100', 1.4438623915611615)	('>500', 2.0894240063004905)	('>1k', 12.237032087156784)	('>5k', 26.564681455317828)	('>10k+', 47.079460162524015)
036R_RR_M_NS1_week5_S44_L001_R1_001	(1.0, 1.2297126194221693)	(2.0, 0.5448336722556881)	(3.0, 0.38848175574569316)	(4.0, 0.268579979280973)	(5.0, 0.30215247669109463)	(6.0, 0.2589878371637954)	(7.0, 0.1812914860146568)	(8.0, 0.13812684648735757)	(9.0, 0.12086099067643787)	('>10', 2.1630280474235506)	('>50', 0.21678241184821395)	('>100', 0.8767217895100333)	('>500', 0.8709665042397268)	('>1k', 25.062348923761657)	('>5k', 0.0)	('>10k+', 67.37712465947897)
036R_RR_M_NS1_week5_S44_L001_R2_001	(1.0, 4.038291831331773)	(2.0, 0.7347580861758048)	(3.0, 0.5208533169627441)	(4.0, 0.4258911100026858)	(5.0, 0.37888961362851553)	(6.0, 0.30503011932624796)	(7.0, 0.23500748187085138)	(8.0, 0.2992748340559414)	(9.0, 0.2330890534474159)	('>10', 2.7884357134635307)	('>50', 0.24939569504661782)	('>100', 0.8469861489467828)	('>500', 0.9227640716724859)	('>1k', 25.242681195564593)	('>5k', 9.119249510800751)	('>10k+', 53.65940221770325)
1030R_RR_M_NS1_week5_S45_L001_R1_001	(1.0, 1.0874846232568716)	(2.0, 0.46517878371254023)	(3.0, 0.3225239567073612)	(4.0, 0.2563651963571333)	(5.0, 0.15505959457084673)	(6.0, 0.19227389726784994)	(7.0, 0.15195840267942978)	(8.0, 0.11577783061289888)	(9.0, 0.13955363511376204)	('>10', 2.0964057185978477)	('>50', 0.34733349183869666)	('>100', 1.7635444555857633)	('>500', 2.5543483878970816)	('>1k', 15.659985321025047)	('>5k', 0.0)	('>10k+', 74.69220670477686)
1030R_RR_M_NS1_week5_S45_L001_R2_001	(1.0, 4.074966145321852)	(2.0, 0.7339487476353412)	(3.0, 0.5396073891065467)	(4.0, 0.43416686479837086)	(5.0, 0.2997818828369703)	(6.0, 0.31011918914169345)	(7.0, 0.19537508915926688)	(8.0, 0.2563651963571333)	(9.0, 0.2605001188790225)	('>10', 2.732150056338319)	('>50', 0.44760536299451087)	('>100', 1.7066892709097865)	('>500', 1.4740998790535162)	('>1k', 16.52521785873037)	('>5k', 0.0)	('>10k+', 70.0094069487373)
1030R_RR_M_NS1_week9_S66_L001_R1_001	(1.0, 1.4376228370373425)	(2.0, 0.5607553704696326)	(3.0, 0.45355213787984994)	(4.0, 0.357344108632609)	(5.0, 0.42606412952349537)	(6.0, 0.3051168927555354)	(7.0, 0.27900328481699854)	(8.0, 0.23089927019337814)	(9.0, 0.16080484888467406)	('>10', 1.4307508349482538)	('>50', 0.3367281023653431)	('>100', 1.3826468203246334)	('>500', 3.233964183125112)	('>1k', 25.543231765142455)	('>5k', 9.229098805646037)	('>10k+', 54.63241660825465)
1030R_RR_M_NS1_week9_S66_L001_R2_001	(1.0, 4.205665278522245)	(2.0, 0.9510850891298671)	(3.0, 0.6102337855110708)	(4.0, 0.538764963784549)	(5.0, 0.3917041190780522)	(6.0, 0.4123201253453181)	(7.0, 0.27900328481699854)	(8.0, 0.2858752869060872)	(9.0, 0.2845008864882695)	('>10', 2.1646806580629203)	('>50', 0.28862408774172266)	('>100', 1.9612693962258965)	('>500', 3.0552921288088073)	('>1k', 23.676795997745984)	('>5k', 41.758407894556)	('>10k+', 19.13577701727621)
1060R_L_M_S5_week5_S12_L001_R1_001	(1.0, 1.325122340133062)	(2.0, 0.5745862429207675)	(3.0, 0.3546489250563589)	(4.0, 0.3189091109033925)	(5.0, 0.21993731786440868)	(6.0, 0.13196239071864518)	(7.0, 0.19244515313135757)	(8.0, 0.2419310496508495)	(9.0, 0.17320063781822181)	('>10', 2.600758783746632)	('>50', 0.2831692967504261)	('>100', 1.6797712651894212)	('>500', 2.068785396162094)	('>1k', 24.055644141419698)	('>5k', 0.0)	('>10k+', 65.77912794853466)
1060R_L_M_S5_week5_S12_L001_R2_001	(1.0, 4.226920327706604)	(2.0, 0.7917743443118711)	(3.0, 0.48661131577500416)	(4.0, 0.3683950074228845)	(5.0, 0.26804860614724807)	(6.0, 0.23093418375762909)	(7.0, 0.20206741078792542)	(8.0, 0.26392478143729037)	(9.0, 0.13608621542860283)	('>10', 3.5657337658767254)	('>50', 0.724418540715896)	('>100', 1.9904327266728983)	('>500', 1.9189530983669651)	('>1k', 15.23615769505691)	('>5k', 7.873755979545829)	('>10k+', 61.715786000989716)
1075R_0_M_NS6_week5_S2_L001_R1_001	(1.0, 1.6054105752151933)	(2.0, 0.7548845470692718)	(3.0, 0.5226123787402651)	(4.0, 0.4440497335701598)	(5.0, 0.28180079245798606)	(6.0, 0.29717174477387626)	(7.0, 0.33474518376827433)	(8.0, 0.19128296215329962)	(9.0, 0.2766771416860227)	('>10', 1.1664844924169968)	('>50', 0.1263833857084301)	('>100', 2.5942751742041263)	('>500', 1.0913376144282005)	('>1k', 28.108348134991118)	('>5k', 35.97485995354557)	('>10k+', 26.22967618527121)
1075R_0_M_NS6_week5_S2_L001_R2_001	(1.0, 5.012638338570842)	(2.0, 1.0213143872113677)	(3.0, 0.6353326957234595)	(4.0, 0.6216696269982238)	(5.0, 0.6233775105888782)	(6.0, 0.4611285694767045)	(7.0, 0.2271485175570433)	(8.0, 0.31425058068042083)	(9.0, 0.19982238010657194)	('>10', 2.3022270802022136)	('>50', 0.3227899986336931)	('>100', 2.6506353326957237)	('>500', 2.2578221068451976)	('>1k', 18.991665528077604)	('>5k', 64.35817734663205)	('>10k+', 0.0)
1075R_RL_M_NS6_week5_S3_L001_R1_001	(1.0, 1.4700850021216312)	(2.0, 0.5803687531653366)	(3.0, 0.5461488974362484)	(4.0, 0.3777872072491342)	(5.0, 0.28060281697852363)	(6.0, 0.1888936036245671)	(7.0, 0.13414183445802594)	(8.0, 0.15330495366631536)	(9.0, 0.12319148062471769)	('>10', 1.596014071204676)	('>50', 0.43801415333232957)	('>100', 2.4446664932860642)	('>500', 0.0)	('>1k', 31.271472959470003)	('>5k', 23.49945932627948)	('>10k+', 36.89584844710295)
1075R_RL_M_NS6_week5_S3_L001_R2_001	(1.0, 4.75792874057243)	(2.0, 0.826751714414772)	(3.0, 0.6036382550611167)	(4.0, 0.6132198146652614)	(5.0, 0.45170209562396485)	(6.0, 0.40242550337407773)	(7.0, 0.40242550337407773)	(8.0, 0.3394609688325554)	(9.0, 0.23406381318696362)	('>10', 2.2393473589115347)	('>50', 0.26007090354107065)	('>100', 2.4679359951818443)	('>500', 0.0)	('>1k', 23.283189838071642)	('>5k', 47.163173960058586)	('>10k+', 15.954665535130102)
1076R_0_M_S5_week5_S13_L001_R1_001	(1.0, 1.272473313940823)	(2.0, 0.5920268590540385)	(3.0, 0.4074990068813512)	(4.0, 0.3639299306739111)	(5.0, 0.26269590066250625)	(6.0, 0.21528249420146853)	(7.0, 0.22425259812652973)	(8.0, 0.20503094685854145)	(9.0, 0.1614618706511014)	('>10', 2.1541063854325513)	('>50', 0.22809692838012735)	('>100', 0.9123877135205094)	('>500', 1.4339351845919244)	('>1k', 10.3707215807886)	('>5k', 30.002434742493943)	('>10k+', 51.19366454374207)
1076R_0_M_S5_week5_S13_L001_R2_001	(1.0, 4.396632366697848)	(2.0, 0.7611773902123351)	(3.0, 0.5728052077860502)	(4.0, 0.3946845727026923)	(5.0, 0.2819175519304945)	(6.0, 0.2921690992734216)	(7.0, 0.26013301382677445)	(8.0, 0.2665402309161039)	(9.0, 0.25372579673744505)	('>10', 3.3599446416443484)	('>50', 0.7701474941373964)	('>100', 1.360892909773569)	('>500', 0.6509732562758691)	('>1k', 11.827722746902111)	('>5k', 8.984199802657713)	('>10k+', 65.56633391852583)
1121R_L_M_NS1_week5_S46_L001_R1_001	(1.0, 1.2369182810064574)	(2.0, 0.5254954353150746)	(3.0, 0.3774215096860387)	(4.0, 0.3295479848586061)	(5.0, 0.2449343130705856)	(6.0, 0.18036072144288579)	(7.0, 0.14807392562903585)	(8.0, 0.16032064128256512)	(9.0, 0.08016032064128256)	('>10', 2.272322422623024)	('>50', 0.3841015364061456)	('>100', 1.0565575595635714)	('>500', 2.8189712758851035)	('>1k', 20.576708973502562)	('>5k', 10.66577599643732)	('>10k+', 58.94232910264975)
1121R_L_M_NS1_week5_S46_L001_R2_001	(1.0, 4.4622578490313956)	(2.0, 0.7926965041193498)	(3.0, 0.554442217768871)	(4.0, 0.49432197728790916)	(5.0, 0.4063682921398353)	(6.0, 0.3540414161656647)	(7.0, 0.3273213092852371)	(8.0, 0.30282787797817856)	(9.0, 0.15030060120240482)	('>10', 3.028278779781786)	('>50', 0.5577822311289244)	('>100', 1.062124248496994)	('>500', 1.586506346025384)	('>1k', 21.37163215319528)	('>5k', 18.26207971498553)	('>10k+', 46.28701848140726)
1121R_L_M_NS1_week9_S67_L001_R1_001	(1.0, 1.3218982887571749)	(2.0, 0.615458717437551)	(3.0, 0.3973722588672884)	(4.0, 0.326460710988614)	(5.0, 0.2742805153797782)	(6.0, 0.3211088960543744)	(7.0, 0.2247762272380621)	(8.0, 0.13914718829022893)	(9.0, 0.09633266881631233)	('>10', 1.8798249956516504)	('>50', 0.17393398536278615)	('>100', 2.0805180556856344)	('>500', 3.4050922519099287)	('>1k', 15.892214447224415)	('>5k', 6.9319382935738085)	('>10k+', 65.91964249876239)
1121R_L_M_NS1_week9_S67_L001_R2_001	(1.0, 4.231947659249943)	(2.0, 0.8054481476030559)	(3.0, 0.565954429295835)	(4.0, 0.4120897499364472)	(5.0, 0.3880065827323691)	(6.0, 0.34519206325845253)	(7.0, 0.2809702840475776)	(8.0, 0.21407259736958298)	(9.0, 0.20470692123466372)	('>10', 2.4832421294871625)	('>50', 0.3665993229954108)	('>100', 2.710694264192344)	('>500', 3.201723284408825)	('>1k', 27.960557123934652)	('>5k', 12.666407995611511)	('>10k+', 43.162387444642164)
1121R_NS1_week19_S35_L001_R1_001	(1.0, 1.2403456889373796)	(2.0, 0.6029458210112262)	(3.0, 0.42206207470785845)	(4.0, 0.3617674926067358)	(5.0, 0.26558327830256395)	(6.0, 0.18949725803209969)	(7.0, 0.3014729105056131)	(8.0, 0.16078555226966035)	(9.0, 0.16796347871027018)	('>10', 1.4111803382238939)	('>50', 0.3186999339630767)	('>100', 1.046541675040914)	('>500', 2.856814723362715)	('>1k', 18.529099313790233)	('>5k', 22.887536248528527)	('>10k+', 49.23770421200723)
1121R_NS1_week19_S35_L001_R2_001	(1.0, 3.8114789399638234)	(2.0, 0.838381808263229)	(3.0, 0.7235349852134716)	(4.0, 0.44216026874156594)	(5.0, 0.3660742484711017)	(6.0, 0.41344856297912663)	(7.0, 0.29142381348875934)	(8.0, 0.11484682304975738)	(9.0, 0.20672428148956332)	('>10', 1.9610095035746073)	('>50', 0.21820896379453905)	('>100', 2.0471446208619253)	('>500', 1.9753653564558271)	('>1k', 27.378047029774038)	('>5k', 21.73189009159034)	('>10k+', 37.48026070228832)
1121R_RL_M_NS1_diabetes_S23_L001_R1_001	(1.0, 1.2711654986309766)	(2.0, 0.541678610614133)	(3.0, 0.40922435181432687)	(4.0, 0.3281702531457886)	(5.0, 0.2471161544772505)	(6.0, 0.23723150829816045)	(7.0, 0.29752784999060955)	(8.0, 0.27677009301452055)	(9.0, 0.16902744966243935)	('>10', 1.6616090227050324)	('>50', 0.5802287307125842)	('>100', 1.2741308924847035)	('>500', 0.0)	('>1k', 14.821038480927577)	('>5k', 24.193659987940734)	('>10k+', 53.69142111558117)
1121R_RL_M_NS1_diabetes_S23_L001_R2_001	(1.0, 4.084335801199996)	(2.0, 0.8204256328644716)	(3.0, 0.5337708936708611)	(4.0, 0.510047742841045)	(5.0, 0.3657319086263307)	(6.0, 0.3321241116174246)	(7.0, 0.29752784999060955)	(8.0, 0.3163086777308806)	(9.0, 0.29357399151897356)	('>10', 2.49587316022023)	('>50', 0.3548587978293317)	('>100', 1.3245425879980626)	('>500', 0.0)	('>1k', 14.153824863838999)	('>5k', 40.91156207063568)	('>10k+', 33.2054919094171)
1121R_RL_M_NS1_week5_S48_L001_R1_001	(1.0, 1.2740307776610804)	(2.0, 0.5571030640668524)	(3.0, 0.3938536006210329)	(4.0, 0.31508288049682637)	(5.0, 0.25686104388328235)	(6.0, 0.116443673227088)	(7.0, 0.20777204438558838)	(8.0, 0.13699255673775057)	(9.0, 0.13356774281930683)	('>10', 2.2375450933832597)	('>50', 0.1815151376775195)	('>100', 0.5708023197406275)	('>500', 2.8882597378875747)	('>1k', 22.48047856066487)	('>5k', 8.395360518745148)	('>10k+', 59.85433124800219)
1121R_RL_M_NS1_week5_S48_L001_R2_001	(1.0, 4.370062559934244)	(2.0, 0.8036896661948034)	(3.0, 0.5856431800538837)	(4.0, 0.5068724599296771)	(5.0, 0.3082332526599388)	(6.0, 0.26028585780172614)	(7.0, 0.27170190419653867)	(8.0, 0.2557194392438011)	(9.0, 0.2979588109046075)	('>10', 2.670213251746655)	('>50', 0.44294260011872694)	('>100', 1.8802228412256268)	('>500', 0.8447874332161286)	('>1k', 23.449700899584457)	('>5k', 15.117128636010776)	('>10k+', 47.93483720717841)
1121R_RL_M_NS1_week9_S69_L001_R1_001	(1.0, 1.2517970835900596)	(2.0, 0.5853357979051139)	(3.0, 0.3512014787430684)	(4.0, 0.2587800369685767)	(5.0, 0.25159170260833846)	(6.0, 0.1971657424522489)	(7.0, 0.21565003080714723)	(8.0, 0.20538098172109262)	(9.0, 0.18484288354898337)	('>10', 2.2520024645717807)	('>50', 0.29677551858697887)	('>100', 1.5085233107414253)	('>500', 2.6011501334976384)	('>1k', 15.786609159991785)	('>5k', 7.396796056685151)	('>10k+', 66.65639761758061)
1121R_RL_M_NS1_week9_S69_L001_R2_001	(1.0, 3.9946600944752517)	(2.0, 0.7393715341959335)	(3.0, 0.5791743684534811)	(4.0, 0.472376257958513)	(5.0, 0.3594167180119121)	(6.0, 0.3080714725816389)	(7.0, 0.18689669336619427)	(8.0, 0.21359622098993636)	(9.0, 0.23105360443622922)	('>10', 2.9348942287944135)	('>50', 0.08523310741425344)	('>100', 2.029164099404395)	('>500', 3.4740193058122815)	('>1k', 15.84206202505648)	('>5k', 12.563154651879236)	('>10k+', 55.98685561716985)
1121R_RR_M_NS1_week5_S49_L001_R1_001	(1.0, 1.4571479230806428)	(2.0, 0.5867277035413208)	(3.0, 0.4061961024516836)	(4.0, 0.36106320217927435)	(5.0, 0.23372394783926242)	(6.0, 0.17408404390786442)	(7.0, 0.21438127629394413)	(8.0, 0.23211205854381922)	(9.0, 0.1305630329308983)	('>10', 1.885910475668531)	('>50', 0.3078708554296491)	('>100', 0.7737068618127307)	('>500', 4.75668531085285)	('>1k', 17.943551636873583)	('>5k', 8.493044697690163)	('>10k+', 62.043230870903784)
1121R_RR_M_NS1_week5_S49_L001_R2_001	(1.0, 5.048437273328068)	(2.0, 1.0670707135833912)	(3.0, 0.6383081609955028)	(4.0, 0.5415948032689115)	(5.0, 0.45938844920130883)	(6.0, 0.27079740163445576)	(7.0, 0.30464707683876274)	(8.0, 0.2063218298167282)	(9.0, 0.2756330695207853)	('>10', 2.509711633005045)	('>50', 0.3997485452699108)	('>100', 0.8736439981302083)	('>500', 5.106465287964022)	('>1k', 25.18254646270894)	('>5k', 8.38021244700914)	('>10k+', 48.73547284772482)
1121R_RR_M_NS1_week9_S70_L001_R1_001	(1.0, 1.2891083938906054)	(2.0, 0.5874417997476176)	(3.0, 0.31982942430703626)	(4.0, 0.3307079761542144)	(5.0, 0.3372351072625212)	(6.0, 0.2806666376571951)	(7.0, 0.19037465732561681)	(8.0, 0.1653539880771072)	(9.0, 0.21539532657412647)	('>10', 1.839563117357817)	('>50', 0.1914625125103346)	('>100', 1.2129585309603585)	('>500', 2.9763717853879292)	('>1k', 14.67625429702798)	('>5k', 12.692006440102693)	('>10k+', 62.695270005656845)
1121R_RR_M_NS1_week9_S70_L001_R2_001	(1.0, 4.473260519559636)	(2.0, 0.8245942300161003)	(3.0, 0.6298681519516123)	(4.0, 0.44384491536486664)	(5.0, 0.2937208998738088)	(6.0, 0.36551934206518427)	(7.0, 0.3122144380140116)	(8.0, 0.3045994517209869)	(9.0, 0.23497671989904703)	('>10', 2.6880901614377093)	('>50', 0.36551934206518427)	('>100', 1.765588964797006)	('>500', 3.7302554283973715)	('>1k', 20.143814455419694)	('>5k', 11.971846307819503)	('>10k+', 51.45228667159828)
1121R_R_M_NS1_week5_S47_L001_R1_001	(1.0, 1.455292495115504)	(2.0, 0.6177450867716354)	(3.0, 0.465463739800023)	(4.0, 0.3965061487185381)	(5.0, 0.22985863693828296)	(6.0, 0.19825307435926906)	(7.0, 0.22123893805309736)	(8.0, 0.2528445006321113)	(9.0, 0.12929548327778417)	('>10', 1.9394322491667626)	('>50', 0.31318239282841054)	('>100', 0.9424204114469601)	('>500', 2.644810941271118)	('>1k', 21.713021491782552)	('>5k', 8.951557292265257)	('>10k+', 59.52907711757269)
1121R_R_M_NS1_week5_S47_L001_R2_001	(1.0, 4.499482818066889)	(2.0, 0.9108148488679462)	(3.0, 0.6680266636018849)	(4.0, 0.4999425353407654)	(5.0, 0.4525341914722446)	(6.0, 0.2413515687851971)	(7.0, 0.37208366854384556)	(8.0, 0.16090104585679807)	(9.0, 0.15515457993334097)	('>10', 2.1190093092747957)	('>50', 0.41087231352718073)	('>100', 1.8230663142167567)	('>500', 0.9539133432938742)	('>1k', 23.069187449718424)	('>5k', 16.34438570279278)	('>10k+', 47.31927364670728)
1121R_R_M_NS1_week9_S68_L001_R1_001	(1.0, 1.407062756495815)	(2.0, 0.576296980054137)	(3.0, 0.43035164094951783)	(4.0, 0.29937505457357766)	(5.0, 0.3243229757880424)	(6.0, 0.18710940910848603)	(7.0, 0.16590367607619094)	(8.0, 0.14968752728678883)	(9.0, 0.31434380730225653)	('>10', 1.8349196053238863)	('>50', 0.38669277882420444)	('>100', 1.7313857322838573)	('>500', 1.3172502401237418)	('>1k', 21.09720957501216)	('>5k', 6.573777240011476)	('>10k+', 63.204311000785864)
