Sample	Unique Reads	Duplicate Reads
2529R_L_F_NS1_diabetes_S26_L001_R2_001	4405.0	58864.0
2529R_L_F_NS1_week5_S54_L001_R1_001	1522.0	70797.0
2529R_L_F_NS1_week5_S54_L001_R2_001	4385.0	67934.0
2529R_L_F_NS1_week9_S75_L001_R1_001	1594.0	69258.0
2529R_L_F_NS1_week9_S75_L001_R2_001	4172.0	66680.0
2529R_NS1_week22_S37_L001_R1_001	1626.0	74670.0
2529R_NS1_week22_S37_L001_R2_001	3770.0	72526.0
2529R_RL_F_NS1_week5_S55_L001_R1_001	1642.0	79023.0
2529R_RL_F_NS1_week5_S55_L001_R2_001	4567.0	76098.0
2529R_RL_F_NS1_week9_S76_L001_R1_001	1775.0	70367.0
2529R_RL_F_NS1_week9_S76_L001_R2_001	4268.0	67874.0
2562R_0_F_NS6_week5_S10_L001_R1_001	1551.0	62522.0
2562R_0_F_NS6_week5_S10_L001_R2_001	3643.0	60430.0
2562R_RL_F_NS6_week5_S11_L001_R1_001	1347.0	55175.0
2562R_RL_F_NS6_week5_S11_L001_R2_001	3249.0	53273.0
3861R_0_M_NS1_week5_S56_L001_R1_001	1669.0	74624.0
3861R_0_M_NS1_week5_S56_L001_R2_001	4624.0	71669.0
3861R_0_M_NS1_week9_S77_L001_R1_001	1514.0	63003.0
3861R_0_M_NS1_week9_S77_L001_R2_001	3948.0	60569.0
3861R_L_M_NS1_diabetes_S27_L001_R1_001	1435.0	61479.0
3861R_L_M_NS1_diabetes_S27_L001_R2_001	4322.0	58592.0
3861R_L_M_NS1_week5_S57_L001_R1_001	1435.0	53538.0
3861R_L_M_NS1_week5_S57_L001_R2_001	3999.0	50974.0
3861R_L_M_NS1_week9_S78_L001_R1_001	1665.0	66932.0
3861R_L_M_NS1_week9_S78_L001_R2_001	4304.0	64293.0
3861R_NS1_week28_S39_L001_R1_001	1725.0	77313.0
3861R_NS1_week28_S39_L001_R2_001	4400.0	74638.0
3861R_R_M_NS1_week5_S58_L001_R1_001	1644.0	74249.0
3861R_R_M_NS1_week5_S58_L001_R2_001	5026.0	70867.0
3924R_L_F_S5_week5_S21_L001_R1_001	1489.0	83342.0
3924R_L_F_S5_week5_S21_L001_R2_001	3665.0	81166.0
3929R_0_F_S5_week5_S22_L001_R1_001	1918.0	102301.0
3929R_0_F_S5_week5_S22_L001_R2_001	5497.0	98722.0
3971R_0_F_NS1_week5_S59_L001_R1_001	1584.0	70671.0
3971R_0_F_NS1_week5_S59_L001_R2_001	4807.0	67448.0
3971R_0_F_NS1_week9_S79_L001_R1_001	1968.0	83207.0
3971R_0_F_NS1_week9_S79_L001_R2_001	4670.0	80505.0
3971R_NS1_week30_S40_L001_R1_001	1858.0	86489.0
3971R_NS1_week30_S40_L001_R2_001	4341.0	84006.0
3971R_RL_F_NS1_diabetes_S29_L001_R1_001	1515.0	66474.0
3971R_RL_F_NS1_diabetes_S29_L001_R2_001	4813.0	63176.0
3971R_RL_F_NS1_week9_S81_L001_R1_001	1681.0	70754.0
3971R_RL_F_NS1_week9_S81_L001_R2_001	4393.0	68042.0
3971R_R_F_NS1_diabetes_S28_L001_R1_001	1606.0	59948.0
3971R_R_F_NS1_diabetes_S28_L001_R2_001	4512.0	57042.0
3971R_R_F_NS1_week9_S80_L001_R1_001	1548.0	67161.0
3971R_R_F_NS1_week9_S80_L001_R2_001	3929.0	64780.0
3975R_0_F_NS1_week5_S60_L001_R1_001	1735.0	60014.0
3975R_0_F_NS1_week5_S60_L001_R2_001	4430.0	57319.0
3975R_L_F_NS1_diabetes_S30_L001_R1_001	1650.0	75370.0
3975R_L_F_NS1_diabetes_S30_L001_R2_001	5430.0	71590.0
3975R_L_F_NS1_week5_S61_L001_R1_001	1784.0	71267.0
3975R_L_F_NS1_week5_S61_L001_R2_001	5173.0	67878.0
3975R_L_F_NS1_week9_S82_L001_R1_001	1797.0	79600.0
3975R_L_F_NS1_week9_S82_L001_R2_001	4657.0	76740.0
3975R_NS1_week14_S33_L001_R1_001	1514.0	62276.0
3975R_NS1_week14_S33_L001_R2_001	3385.0	60405.0
3975R_RL_F_NS1_diabetes_S32_L001_R1_001	1717.0	62437.0
3975R_RL_F_NS1_diabetes_S32_L001_R2_001	4659.0	59495.0
3975R_RL_F_NS1_week9_S83_L001_R1_001	1619.0	70503.0
3975R_RL_F_NS1_week9_S83_L001_R2_001	4071.0	68051.0
3975R_R_F_NS1_diabetes_S31_L001_R1_001	1728.0	69048.0
3975R_R_F_NS1_diabetes_S31_L001_R2_001	5120.0	65656.0
NS1_defined_inocula_S88_L001_R1_001	2164.0	68629.0
NS1_defined_inocula_S88_L001_R2_001	4746.0	66047.0
NS6_defined_inocula_S86_L001_R1_001	3238.0	92974.0
NS6_defined_inocula_S86_L001_R2_001	6461.0	89751.0
Negative_extraction_S85_L001_R1_001	5440.0	105517.0
Negative_extraction_S85_L001_R2_001	7141.0	103816.0
Negtive_Control_S90_L001_R1_001	2808.0	6840.0
Negtive_Control_S90_L001_R2_001	2737.0	6911.0
Pooled_GF_pellet_S84_L001_R1_001	8925.0	112887.0
Pooled_GF_pellet_S84_L001_R2_001	9797.0	112015.0
Positive_Control_S89_L001_R1_001	2048.0	90058.0
Positive_Control_S89_L001_R2_001	4884.0	87222.0
S5_defined_inocula_S87_L001_R1_001	2624.0	91622.0
S5_defined_inocula_S87_L001_R2_001	5812.0	88434.0
