Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
036R_NS1_week18_S34_L001_R1_001	036R_NS1_week18_S34_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	86162.0	0.0	55-301	48.0	1.7490308952902673	280.6500197302755	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
036R_NS1_week18_S34_L001_R2_001	036R_NS1_week18_S34_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	86162.0	0.0	50-301	50.0	4.485736171398065	271.7079803161487	277	pass	warn	warn	pass	fail	fail	pass	warn	fail	fail	pass
036R_RL_M_NS1_S64_L001_R1_001	036R_RL_M_NS1_S64_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	56285.0	0.0	64-301	49.0	2.5459713955760863	279.84793461845965	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
036R_RL_M_NS1_S64_L001_R2_001	036R_RL_M_NS1_S64_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	56285.0	0.0	50-301	51.0	7.227502887092475	267.21115750199874	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
036R_RL_M_NS1_week5_S43_L001_R1_001	036R_RL_M_NS1_week5_S43_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	86751.0	0.0	51-301	49.0	2.144067503544628	279.92002397666886	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
036R_RL_M_NS1_week5_S43_L001_R2_001	036R_RL_M_NS1_week5_S43_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	86751.0	0.0	50-301	51.0	6.4160643681340845	267.42363776786436	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
036R_RR_M_NS1_S65_L001_R1_001	036R_RR_M_NS1_S65_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	83803.0	0.0	51-301	49.0	2.0941971051155686	279.88805890003937	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
036R_RR_M_NS1_S65_L001_R2_001	036R_RR_M_NS1_S65_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	83803.0	0.0	50-301	51.0	5.399568034557236	269.7683495817572	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
036R_RR_M_NS1_week5_S44_L001_R1_001	036R_RR_M_NS1_week5_S44_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	104252.0	0.0	56-301	49.0	1.9913287035260714	279.7880328434946	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
036R_RR_M_NS1_week5_S44_L001_R2_001	036R_RR_M_NS1_week5_S44_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	104252.0	0.0	50-301	51.0	5.086712964739286	269.9028411924951	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
1030R_RR_M_NS1_week5_S45_L001_R1_001	1030R_RR_M_NS1_week5_S45_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	96737.0	0.0	54-301	49.0	1.7439035736067896	279.9286519118848	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
1030R_RR_M_NS1_week5_S45_L001_R2_001	1030R_RR_M_NS1_week5_S45_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	96737.0	0.0	50-301	51.0	5.106629314533219	269.5780621685601	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
1030R_RR_M_NS1_week9_S66_L001_R1_001	1030R_RR_M_NS1_week9_S66_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	72759.0	0.0	51-301	49.0	2.292499896919969	279.80560480490385	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
1030R_RR_M_NS1_week9_S66_L001_R2_001	1030R_RR_M_NS1_week9_S66_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	72759.0	0.0	50-301	51.0	5.439876853722563	269.2260613807227	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
1060R_L_M_S5_week5_S12_L001_R1_001	1060R_L_M_S5_week5_S12_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	72748.0	0.0	57-301	50.0	2.1168966844449333	278.8657695056909	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
1060R_L_M_S5_week5_S12_L001_R2_001	1060R_L_M_S5_week5_S12_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	72748.0	0.0	50-301	53.0	5.270247979325892	267.7756501896959	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
1075R_0_M_NS6_week5_S2_L001_R1_001	1075R_0_M_NS6_week5_S2_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	58552.0	0.0	54-301	49.0	2.5789042218882363	280.17492143735484	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
1075R_0_M_NS6_week5_S2_L001_R2_001	1075R_0_M_NS6_week5_S2_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	58552.0	0.0	50-301	51.0	6.365282142369176	269.512245525345	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
1075R_RL_M_NS6_week5_S3_L001_R1_001	1075R_RL_M_NS6_week5_S3_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	73057.0	0.0	75-301	48.0	2.306418276140548	280.2016507658404	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
1075R_RL_M_NS6_week5_S3_L001_R2_001	1075R_RL_M_NS6_week5_S3_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	73057.0	0.0	50-301	51.0	5.970680427611317	269.9436467415853	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
1076R_0_M_S5_week5_S13_L001_R1_001	1076R_0_M_S5_week5_S13_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	78037.0	0.0	54-301	50.0	2.113100196060843	279.161525942822	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
1076R_0_M_S5_week5_S13_L001_R2_001	1076R_0_M_S5_week5_S13_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	78037.0	0.0	50-301	52.0	5.48585927188385	268.4771582710765	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
1121R_L_M_NS1_week5_S46_L001_R1_001	1121R_L_M_NS1_week5_S46_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	89820.0	0.0	64-301	49.0	1.9884212870184814	279.50074593631706	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
1121R_L_M_NS1_week5_S46_L001_R2_001	1121R_L_M_NS1_week5_S46_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	89820.0	0.0	50-301	52.0	5.61122244488978	268.99609218436876	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
1121R_L_M_NS1_week9_S67_L001_R1_001	1121R_L_M_NS1_week9_S67_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	74741.0	0.0	65-301	49.0	2.144739834896509	279.51800216748507	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
1121R_L_M_NS1_week9_S67_L001_R2_001	1121R_L_M_NS1_week9_S67_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	74741.0	0.0	50-301	52.0	5.326393813301936	268.2835257756787	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
1121R_NS1_week19_S35_L001_R1_001	1121R_NS1_week19_S35_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	69658.0	0.0	50-301	49.0	2.060064888455023	279.9750782393982	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
1121R_NS1_week19_S35_L001_R2_001	1121R_NS1_week19_S35_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	69658.0	0.0	51-301	51.0	4.954204829308909	269.9738579919033	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
1121R_RL_M_NS1_diabetes_S23_L001_R1_001	1121R_RL_M_NS1_diabetes_S23_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	101167.0	0.0	53-301	48.0	2.073798768373086	279.87822115907363	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
1121R_RL_M_NS1_diabetes_S23_L001_R2_001	1121R_RL_M_NS1_diabetes_S23_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	101167.0	0.0	50-301	51.0	5.218104717941621	270.04669506855004	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
1121R_RL_M_NS1_week5_S48_L001_R1_001	1121R_RL_M_NS1_week5_S48_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	87596.0	0.0	75-301	49.0	2.0434723046714462	279.58882825699806	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
1121R_RL_M_NS1_week5_S48_L001_R2_001	1121R_RL_M_NS1_week5_S48_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	87596.0	0.0	50-301	52.0	5.475135850952098	268.13693547650576	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
1121R_RL_M_NS1_week9_S69_L001_R1_001	1121R_RL_M_NS1_week9_S69_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	97380.0	0.0	51-301	49.0	2.0312179092216063	279.4802526186075	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
1121R_RL_M_NS1_week9_S69_L001_R2_001	1121R_RL_M_NS1_week9_S69_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	97380.0	0.0	50-301	52.0	5.059560484699117	268.92719244197986	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
1121R_RR_M_NS1_week5_S49_L001_R1_001	1121R_RR_M_NS1_week5_S49_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62039.0	0.0	64-301	49.0	2.2679282386885666	279.27632618191785	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
1121R_RR_M_NS1_week5_S49_L001_R2_001	1121R_RR_M_NS1_week5_S49_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	62039.0	0.0	50-301	52.0	6.352455713341608	267.44297941617367	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
1121R_RR_M_NS1_week9_S70_L001_R1_001	1121R_RR_M_NS1_week9_S70_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	91924.0	0.0	55-301	49.0	2.0854183891040425	279.3134545929246	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
1121R_RR_M_NS1_week9_S70_L001_R2_001	1121R_RR_M_NS1_week9_S70_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	91924.0	0.0	50-301	52.0	5.620947739436926	268.6252556459684	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
1121R_R_M_NS1_week5_S47_L001_R1_001	1121R_R_M_NS1_week5_S47_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	69608.0	0.0	54-301	49.0	2.3186990001149295	279.4607660039076	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
1121R_R_M_NS1_week5_S47_L001_R2_001	1121R_R_M_NS1_week5_S47_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	69608.0	0.0	50-301	52.0	5.681818181818182	268.4308269164464	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
1121R_R_M_NS1_week9_S68_L001_R1_001	1121R_R_M_NS1_week9_S68_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	80167.0	0.0	52-301	49.0	2.2241071762695372	279.6400014968753	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
1121R_R_M_NS1_week9_S68_L001_R2_001	1121R_R_M_NS1_week9_S68_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	80167.0	0.0	50-301	51.0	5.307670238377387	269.46657602255294	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
1136R_0_F_S5_week5_S14_L001_R1_001	1136R_0_F_S5_week5_S14_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63117.0	0.0	51-301	49.0	2.243452635581539	279.30475149325855	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
1136R_0_F_S5_week5_S14_L001_R2_001	1136R_0_F_S5_week5_S14_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63117.0	0.0	50-301	52.0	5.877972653960105	268.6528510543911	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
1151R_0_M_NS1_week5_S50_L001_R1_001	1151R_0_M_NS1_week5_S50_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	72293.0	0.0	68-301	48.0	1.8839998340088253	280.12236316102525	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
1151R_0_M_NS1_week5_S50_L001_R2_001	1151R_0_M_NS1_week5_S50_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	72293.0	0.0	50-301	51.0	5.552404797144952	269.6226882270759	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
1151R_0_M_NS1_week9_S71_L001_R1_001	1151R_0_M_NS1_week9_S71_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	84603.0	0.0	54-301	49.0	2.157133907781048	279.50486389371537	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
1151R_0_M_NS1_week9_S71_L001_R2_001	1151R_0_M_NS1_week9_S71_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	84603.0	0.0	50-301	52.0	5.411155632778979	268.36710282141297	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
1151R_NS1_week21_S36_L001_R1_001	1151R_NS1_week21_S36_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	93718.0	0.0	55-301	49.0	1.9772082204058985	280.1434516314902	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
1151R_NS1_week21_S36_L001_R2_001	1151R_NS1_week21_S36_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	93718.0	0.0	50-301	51.0	4.550886702661175	270.38441921509207	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
1151R_R_M_NS1_diabetes_S24_L001_R1_001	1151R_R_M_NS1_diabetes_S24_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	109601.0	0.0	80-301	49.0	2.0008941524256163	279.8772365215646	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
1151R_R_M_NS1_diabetes_S24_L001_R2_001	1151R_R_M_NS1_diabetes_S24_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	109601.0	0.0	50-301	52.0	5.377688159779564	268.66414540013324	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
1184R_0_M_NS6_week5_S4_L001_R1_001	1184R_0_M_NS6_week5_S4_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	59454.0	0.0	59-301	49.0	2.9535439163050423	279.46124735089313	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
1184R_0_M_NS6_week5_S4_L001_R2_001	1184R_0_M_NS6_week5_S4_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	59454.0	0.0	50-301	51.0	6.470548659467824	269.1268207353584	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
1186R_0_M_NS6_week5_S5_L001_R1_001	1186R_0_M_NS6_week5_S5_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	58346.0	0.0	53-301	49.0	2.5245946594453774	279.74839749083054	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
1186R_0_M_NS6_week5_S5_L001_R2_001	1186R_0_M_NS6_week5_S5_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	58346.0	0.0	50-301	51.0	6.497446268810202	269.6518013231413	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
1186R_RR_M_NS6_week5_S6_L001_R1_001	1186R_RR_M_NS6_week5_S6_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	66398.0	0.0	65-301	48.0	2.4217596915569746	280.0487213470285	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
1186R_RR_M_NS6_week5_S6_L001_R2_001	1186R_RR_M_NS6_week5_S6_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	66398.0	0.0	50-301	51.0	6.436940871713004	270.2737431850357	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
1193R_0_F_NS1_week5_S51_L001_R1_001	1193R_0_F_NS1_week5_S51_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	78425.0	0.0	54-301	49.0	2.137073637233025	279.8539496334077	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
1193R_0_F_NS1_week5_S51_L001_R2_001	1193R_0_F_NS1_week5_S51_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	78425.0	0.0	50-301	52.0	5.693337583678674	268.8243927319095	277	pass	warn	warn	pass	fail	fail	pass	warn	fail	fail	pass
1193R_0_F_NS1_week9_S72_L001_R1_001	1193R_0_F_NS1_week9_S72_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	74638.0	0.0	51-301	49.0	2.2763203730003485	280.05091240386935	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
1193R_0_F_NS1_week9_S72_L001_R2_001	1193R_0_F_NS1_week9_S72_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	74638.0	0.0	50-301	51.0	5.327045204855436	269.61332029261234	277	pass	warn	warn	pass	fail	fail	pass	warn	fail	fail	pass
1193R_L_F_NS1_diabetes_S25_L001_R1_001	1193R_L_F_NS1_diabetes_S25_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	59215.0	0.0	54-301	49.0	2.4081736046609814	279.49073714430466	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
1193R_L_F_NS1_diabetes_S25_L001_R2_001	1193R_L_F_NS1_diabetes_S25_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	59215.0	0.0	50-301	52.0	7.35117791100228	266.93130119057673	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
1193R_L_F_NS1_week5_S52_L001_R1_001	1193R_L_F_NS1_week5_S52_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	78568.0	0.0	54-301	49.0	2.152275735668465	279.53716525812035	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
1193R_L_F_NS1_week5_S52_L001_R2_001	1193R_L_F_NS1_week5_S52_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	78568.0	0.0	50-301	51.0	5.803889624274514	269.13530954078	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
1193R_L_F_NS1_week9_S73_L001_R1_001	1193R_L_F_NS1_week9_S73_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	66276.0	0.0	54-301	49.0	2.3658639628221376	279.7642585551331	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
1193R_L_F_NS1_week9_S73_L001_R2_001	1193R_L_F_NS1_week9_S73_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	66276.0	0.0	50-301	51.0	6.2043575351560145	269.4248747661295	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
1193R_NS1_week24_S38_L001_R1_001	1193R_NS1_week24_S38_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	67176.0	0.0	81-301	49.0	2.161486245087531	279.8677652733119	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
1193R_NS1_week24_S38_L001_R2_001	1193R_NS1_week24_S38_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	67176.0	0.0	50-301	52.0	5.190841967369299	269.7274026438014	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
184R_0_M_NS6_week5_S7_L001_R1_001	184R_0_M_NS6_week5_S7_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	56353.0	0.0	64-301	49.0	2.667116213866165	279.53722073359006	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
184R_0_M_NS6_week5_S7_L001_R2_001	184R_0_M_NS6_week5_S7_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	56353.0	0.0	50-301	51.0	6.35281174028002	269.15264493460865	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
2402R_0_F_S5_week5_S15_L001_R1_001	2402R_0_F_S5_week5_S15_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	70998.0	0.0	66-301	50.0	1.9408997436547508	278.73011915828613	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
2402R_0_F_S5_week5_S15_L001_R2_001	2402R_0_F_S5_week5_S15_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	70998.0	0.0	50-301	53.0	5.015634243218119	266.0000985943266	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
2402R_R_F_S5_week5_S16_L001_R1_001	2402R_R_F_S5_week5_S16_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	66892.0	0.0	52-301	50.0	2.242420618310112	279.31909645398554	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
2402R_R_F_S5_week5_S16_L001_R2_001	2402R_R_F_S5_week5_S16_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	66892.0	0.0	50-301	53.0	5.008072714225916	267.7241374155355	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
2403R_0_F_NS6_week5_S8_L001_R1_001	2403R_0_F_NS6_week5_S8_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	64357.0	0.0	50-301	48.0	2.335410289479	280.02114766070514	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
2403R_0_F_NS6_week5_S8_L001_R2_001	2403R_0_F_NS6_week5_S8_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	64357.0	0.0	50-301	51.0	6.1360846527961215	269.3384868778843	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
2433R_0_F_S5_week5_S17_L001_R1_001	2433R_0_F_S5_week5_S17_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	99635.0	0.0	51-301	50.0	1.8678175339990968	279.23611180809957	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
2433R_0_F_S5_week5_S17_L001_R2_001	2433R_0_F_S5_week5_S17_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	99635.0	0.0	50-301	53.0	5.495056957896321	267.2828323380338	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
2475R_0_M_S5_week5_S18_L001_R1_001	2475R_0_M_S5_week5_S18_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	113713.0	0.0	50-301	50.0	1.8054224231178493	279.62030726478065	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
2475R_0_M_S5_week5_S18_L001_R2_001	2475R_0_M_S5_week5_S18_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	113713.0	0.0	50-301	53.0	5.071539753590179	267.5027217644421	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
