pathway	036R_0_M_NS1	036R_0_M_NS1_week5	036R_L_M_NS1	036R_L_M_NS1_week5	036R_NS1_week18	036R_RL_M_NS1	036R_RL_M_NS1_week5	036R_RR_M_NS1	036R_RR_M_NS1_week5	036R_R_M_NS1_week5	036R_R_M_NS1_week6	036R_R_M_NS1_week7	036R_R_M_NS1_week9	1030R_0_M_NS1_week10	1030R_L_M_NS1_week5	1030R_L_M_NS1_week6	1030R_L_M_NS1_week7	1030R_L_M_NS1_week9	1030R_RR_M_NS1_week5	1030R_RR_M_NS1_week9	1030R_R_M_NS1_week10	1121R_0_M_NS1_week5	1121R_0_M_NS1_week6	1121R_0_M_NS1_week7	1121R_0_M_NS1_week9	1121R_L_M_NS1_week5	1121R_L_M_NS1_week9	1121R_NS1_week19	1121R_RL_M_NS1_diabetes	1121R_RL_M_NS1_week5	1121R_RL_M_NS1_week9	1121R_RR_M_NS1_week5	1121R_RR_M_NS1_week9	1121R_R_M_NS1_week5	1121R_R_M_NS1_week9	1151R_0_M_NS1_week5	1151R_0_M_NS1_week9	1151R_NS1_week21	1151R_R_M_NS1_diabetes	1151R_R_M_NS1_week5	1151R_R_M_NS1_week6	1151R_R_M_NS1_week7	1151R_R_M_NS1_week9	1193R_0_F_NS1_week5	1193R_0_F_NS1_week9	1193R_L_F_NS1_diabetes	1193R_L_F_NS1_week5	1193R_L_F_NS1_week9	1193R_NS1_week24	1193R_R_F_NS1_week5	1193R_R_F_NS1_week6	1193R_R_F_NS1_week7	1193R_R_F_NS1_week9	2472R_0_F_NS1_week10	2472R_R_F_NS1_week10	2529R_0_F_NS1_week5	2529R_0_F_NS1_week9	2529R_L_F_NS1_diabetes	2529R_L_F_NS1_week5	2529R_L_F_NS1_week9	2529R_NS1_week22	2529R_RL_F_NS1_week5	2529R_RL_F_NS1_week9	2529R_R_F_NS1_week5	2529R_R_F_NS1_week6	2529R_R_F_NS1_week7	2529R_R_F_NS1_week9	2808_NS1_0_Female_week5	2808_NS1_0_Female_week9	2808_NS1_L_Female_week5	2808_NS1_L_Female_week9	2808_NS1_RR_Female_week5	2808_NS1_RR_Female_week9	2808_NS1_R_Female_week5	2808_NS1_R_Female_week9	2824_NS1_0_Male_week5	2824_NS1_0_Male_week9	2824_NS1_L_Male_week5	2824_NS1_L_Male_week9	2824_NS1_R_Male_week5	2824_NS1_R_Male_week9	2864_NS1_R_Male_week5	2864_NS1_R_Male_week9	2893_NS1_0_Male_week5	2893_NS1_0_Male_week9	2893_NS1_R_Male_week5	2893_NS1_R_Male_week9	2999_NS1_0_Female_week5	2999_NS1_0_Female_week9	2999_NS1_R_Female_week5	2999_NS1_R_Female_week9	3861R_0_M_NS1_week5	3861R_0_M_NS1_week9	3861R_L_M_NS1_diabetes	3861R_L_M_NS1_week5	3861R_L_M_NS1_week9	3861R_NS1_week28	3861R_R_M_NS1_week5	3861R_R_M_NS1_week9	3874R_0_F_NS1_week10	3874R_L_F_NS1_week10	3971R_0_F_NS1_week5	3971R_0_F_NS1_week9	3971R_L_F_NS1_week5	3971R_L_F_NS1_week6	3971R_L_F_NS1_week7	3971R_L_F_NS1_week9	3971R_NS1_week30	3971R_RL_F_NS1_diabetes	3971R_RL_F_NS1_week9	3971R_R_F_NS1_diabetes	3971R_R_F_NS1_week9	3974R_0_M_NS1_week10	3974R_L_M_NS1_week10	3975R_0_F_NS1_week5	3975R_0_F_NS1_week9	3975R_L_F_NS1_diabetes	3975R_L_F_NS1_week5	3975R_L_F_NS1_week9	3975R_NS1_week14	3975R_RL_F_NS1_diabetes	3975R_RL_F_NS1_week9	3975R_R_F_NS1_diabetes	3975R_R_F_NS1_week5	3975R_R_F_NS1_week6	3975R_R_F_NS1_week7	3975R_R_F_NS1_week9	NS1_defined_inocula	NS1_inocula	NS1_mouse_inoculum
GALACTARDEG-PWY	439.44548387096773	721.4548387096775	388.5659139784947	713.2060215053763	940.575376344086	396.4955913978495	684.7562365591399	574.2677419354839	1073.4055913978495	919.0941935483869	813.3670967741936	705.5266666666666	719.4927956989247	885.8496774193549	1590.1804301075267	1010.1059139784946	580.6240860215054	541.4898924731183	677.9322580645162	459.20301075268816	779.8421505376343	1139.3552688172044	702.1916129032259	590.8772043010753	618.2597849462366	701.4023655913978	489.37870967741935	575.5689247311827	1061.3944086021506	743.864623655914	517.7916129032258	536.6602150537634	661.314623655914	682.8518279569892	482.10075268817207	675.0449462365591	626.0020430107527	661.9729032258065	985.9281720430108	1018.8441935483871	987.1980645161291	797.7	775.6932258064516	897.6087096774193	387.0840860215054	818.8679569892472	792.8072043010752	483.388064516129	470.76655913978493	1120.2193548387097	614.2470967741936	609.9075268817204	892.6498924731184	816.6318279569892	665.7633333333333	746.6664516129033	459.0767741935484	473.40419354838707	614.2491397849464	465.87290322580645	771.8272043010752	974.2937634408603	538.3768817204301	523.0702150537635	760.3178494623656	544.7289247311828	860.5864516129031	1520.578064516129	818.8229032258064	984.0906451612905	801.0025806451613	314.9647311827957	529.719247311828	1020.8270967741936	515.4120430107527	880.5654838709678	1094.1975268817205	1143.2844086021505	511.7862365591398	925.8815053763441	621.5445161290322	648.8010752688173	713.168494623656	539.945806451613	679.6806451612903	546.026129032258	1031.5038709677417	639.4624731182795	543.2982795698924	1699.094623655914	758.2993548387096	735.8776344086021	498.04913978494625	536.3951612903226	534.2545161290324	743.4548387096775	786.7	753.7437634408602	931.7549462365592	804.57	887.7822580645161	689.5455913978494	493.9992473118279	1070.3423655913978	732.73	633.8908602150537	679.1496774193548	929.9290322580646	718.5840860215054	670.3439784946237	639.2908602150537	425.90494623655917	778.2262365591398	894.973440860215	992.2421505376344	626.0847311827957	493.96451612903223	1574.2375268817204	660.1068817204301	414.48817204301076	665.8289247311827	480.46344086021503	737.1397849462365	1120.935053763441	646.8163440860214	669.1204301075269	870.359247311828	2974.3865591397853	5205.532688172043	4973.549892473118
GALACTUROCAT-PWY	10820.330220890222	10801.674416416916	8620.88518953269	11612.976726329225	12419.827125097125	7124.320047730047	11379.06415917416	11676.833723221225	14617.488889166392	12895.814302641802	15352.874221334227	10101.56171939172	11702.321256798758	10630.517223887226	21114.514460261962	17524.71496947497	8323.492065989565	11411.962622100122	13696.845515873016	9181.809283216784	10130.714576812077	10007.054862637362	9733.632424519927	9058.27420912421	11336.918203185704	11721.989203851703	8143.744981684982	8391.789030969032	14635.388603341105	11074.047135087136	11354.986361693864	7735.326902819404	10710.231044233546	8945.827256909755	10833.237332667331	12204.632101232099	9344.403455433458	11854.905515318016	12001.991242368746	16623.564812964818	14568.207206127207	12561.883195415698	12541.214633144637	11529.030695138197	11268.291282328782	7078.4516985792	11553.175980963482	9947.457697025198	8266.411960261961	17129.134426406927	11091.66107919858	9463.753441280942	12038.1859004884	11073.026900599401	10068.588870851372	12387.124574592077	8319.625892995893	7646.656506549006	10137.132765012768	8368.533564213565	9193.87037962038	12346.149249361748	7985.751101398601	13461.184371461874	13469.779034021536	9880.233875013877	9146.00698051948	30216.42378288378	16102.424207736707	13674.768406870908	12637.5106993007	6712.128058885559	12770.868942168943	16031.459152236654	11611.953477355977	12764.550003330003	19697.059564047064	17430.55280913531	10604.478086635587	16686.722558275058	13079.247583805081	11302.184637862138	14097.19390720391	11823.52612637363	14561.892104284603	13165.068321678322	18775.632862970364	10515.822944555444	8369.10276917527	23206.07641885892	14057.969982517483	11679.249146686647	8601.075137362639	8438.093757076256	8175.71837939838	8678.64534826285	8240.509580697082	9973.49780969031	12187.049086191588	10072.675270562771	10206.535622988124	9289.318066378068	10239.910608280608	14428.208331390833	13228.322538572542	11639.434675602177	15205.22523948274	8734.183417970919	9575.332342102341	9595.48276168276	7185.5836863136865	11249.05210872461	10640.765390997893	10906.721964424463	7787.737222777223	15397.197877677878	9037.07147824398	8868.308421300922	10528.462491119992	8937.335802253303	7371.776930569431	10057.045374902875	9269.354663947164	11874.344667554667	11170.480548618048	9444.351256243757	15322.085011655014	6775.762257464758	11364.580372127873	10087.422716450217
GLCMANNANAUT-PWY	3002.13853983854	2271.267225342225	2035.1136353886354	2849.0208913458914	2407.021847821848	1750.6698948948952	2701.6646298896303	2973.5644114894117	2802.3628397878397	3386.256981981983	4261.377003627004	2662.3982664482664	3217.751170976171	2544.656256581257	5490.24376876877	4323.694198744199	1952.0909217659218	3126.4507322257323	2006.5356499356499	3125.519137319138	2308.999781599782	2507.7677391677394	2400.71454018954	2985.2369330369334	3087.811008736009	2365.3317294567296	1982.0674534924538	1876.280362505363	4542.119206544207	2140.2703131703133	2408.650590850591	1449.6030810030811	2839.764647439648	1854.4703151203153	2695.458551733552	2432.0086102336104	2540.3840460590463	2249.8146103896106	2444.1302728052733	4339.111357786358	4280.833777933778	3222.0808529308533	3987.112881712882	2727.7220632970634	3055.066395616396	1455.8953882453884	2120.7998703248704	3284.512571662572	1772.9550037050037	3153.6374634374633	2154.706616356617	1843.8509525759528	4666.709943059944	2289.457146757147	2269.8876057876064	2240.9322042822046	2043.7661079911081	1895.9551538551539	1910.2728696228698	2353.0152772902775	1796.5085341835343	3046.976548301549	2188.647275847276	2135.483161733162	2765.177145977146	2258.4810615810616	3235.098525798526	6953.42194922195	5245.8985784485785	3382.5265034515037	4241.6369047619055	1865.8458591708595	3763.94998927499	3801.8396513396515	3381.9482820482826	2753.111202761203	5880.176414726416	4123.5888157638165	3577.3224220974225	4424.0372508872515	3903.3472797472796	2775.7783744783746	4462.297097422097	2484.609243009243	3957.2137416637415	3077.454311454312	5912.94904937405	2273.0951834951834	2115.1497903747904	5800.225118950119	3391.6064964314965	2983.952133302133	2127.6404020904024	1728.3968673218676	2577.864443664444	2617.9161723411726	1725.4053001053003	2900.729224679225	5731.974852774854	2385.7803849303855	2954.3767550017546	2573.308513708514	2682.025100425101	3377.4300212550215	3255.8746431496434	3016.7855807105807	4720.429422604423	1835.9869486369487	1845.8404098904102	2902.0721412971416	1654.5208620958622	3805.408104208105	2594.774390624391	2944.788201513202	2538.3807193557195	3946.586724386724	1389.3482274482274	2749.3549656799655	3080.8962082212083	2046.8249902499904	1713.1429780429783	2856.3420654420656	3137.9411830661825	2996.398634998635	2485.370812370813	2372.510833235833	4420.199035724036	3479.810575835576	6562.833630708631	5941.9298886548895
GLUCARDEG-PWY	419.6964705882353	827.9523529411764	325.00882352941176	795.5264705882352	617.8011764705882	364.73411764705884	691.3964705882353	514.9958823529412	1182.9782352941177	1100.0158823529412	808.0729411764706	668.9517647058824	753.2264705882353	646.724705882353	1931.5935294117646	1062.3270588235296	631.8382352941177	489.73470588235296	758.9252941176471	371.38882352941175	576.2441176470588	1438.859411764706	725.0723529411765	554.0458823529411	557.01	821.594705882353	481.2070588235294	420.8	879.285294117647	903.4423529411765	525.9088235294117	674.9629411764706	610.8558823529412	847.97	477.61529411764707	749.6988235294118	608.0341176470588	565.0335294117647	762.2782352941177	1174.9235294117648	1093.8364705882354	673.4994117647059	711.0623529411765	1150.5782352941176	384.7194117647059	874.7723529411766	977.3935294117648	441.05941176470594	404.44705882352946	1327.904117647059	649.8947058823529	596.5547058823529	727.5841176470587	754.2088235294117	510.80999999999995	844.7476470588235	470.30823529411765	460.4629411764706	679.6282352941176	446.1694117647059	771.4952941176471	1205.9758823529412	516.3452941176471	609.914705882353	874.579411764706	609.9811764705883	822.7711764705882	1704.0094117647059	869.0241176470588	1121.9888235294118	942.9905882352941	344.0029411764706	580.9576470588236	1020.8088235294117	540.1770588235294	1039.964705882353	1070.8817647058825	1384.8311764705882	447.94294117647064	1080.479411764706	694.0794117647059	734.1782352941177	631.6576470588235	567.6994117647059	736.5158823529412	543.8729411764706	1112.87	761.2994117647058	615.4547058823529	2112.07	826.6499999999999	845.3547058823528	478.98176470588237	405.6723529411765	646.9517647058824	614.2005882352942	651.4194117647058	775.8029411764705	854.6641176470589	644.19	815.2017647058823	723.755294117647	475.4317647058823	1147.9605882352942	746.7764705882353	637.4805882352941	656.49	720.7605882352941	573.9188235294117	628.7529411764706	385.19176470588235	421.00176470588235	567.8841176470588	658.9064705882353	1194.7835294117647	581.6223529411765	459.9217647058823	1981.9041176470587	581.7441176470588	404.11823529411765	635.0511764705882	476.2429411764706	638.3170588235294	1267.5211764705882	677.99	594.1276470588235	847.3835294117647	3477.3900000000003	6432.451176470588	5791.957058823529
GLUCARGALACTSUPER-PWY	439.44548387096773	721.4548387096775	388.5659139784947	713.2060215053763	940.575376344086	396.4955913978495	684.7562365591399	574.2677419354839	1073.4055913978495	919.0941935483869	813.3670967741936	705.5266666666666	719.4927956989247	885.8496774193549	1590.1804301075267	1010.1059139784946	580.6240860215054	541.4898924731183	677.9322580645162	459.20301075268816	779.8421505376343	1139.3552688172044	702.1916129032259	590.8772043010753	618.2597849462366	701.4023655913978	489.37870967741935	575.5689247311827	1061.3944086021506	743.864623655914	517.7916129032258	536.6602150537634	661.314623655914	682.8518279569892	482.10075268817207	675.0449462365591	626.0020430107527	661.9729032258065	985.9281720430108	1018.8441935483871	987.1980645161291	797.7	775.6932258064516	897.6087096774193	387.0840860215054	818.8679569892472	792.8072043010752	483.388064516129	470.76655913978493	1120.2193548387097	614.2470967741936	609.9075268817204	892.6498924731184	816.6318279569892	665.7633333333333	746.6664516129033	459.0767741935484	473.40419354838707	614.2491397849464	465.87290322580645	771.8272043010752	974.2937634408603	538.3768817204301	523.0702150537635	760.3178494623656	544.7289247311828	860.5864516129031	1520.578064516129	818.8229032258064	984.0906451612905	801.0025806451613	314.9647311827957	529.719247311828	1020.8270967741936	515.4120430107527	880.5654838709678	1094.1975268817205	1143.2844086021505	511.7862365591398	925.8815053763441	621.5445161290322	648.8010752688173	713.168494623656	539.945806451613	679.6806451612903	546.026129032258	1031.5038709677417	639.4624731182795	543.2982795698924	1699.094623655914	758.2993548387096	735.8776344086021	498.04913978494625	536.3951612903226	534.2545161290324	743.4548387096775	786.7	753.7437634408602	931.7549462365592	804.57	887.7822580645161	689.5455913978494	493.9992473118279	1070.3423655913978	732.73	633.8908602150537	679.1496774193548	929.9290322580646	718.5840860215054	670.3439784946237	639.2908602150537	425.90494623655917	778.2262365591398	894.973440860215	992.2421505376344	626.0847311827957	493.96451612903223	1574.2375268817204	660.1068817204301	414.48817204301076	665.8289247311827	480.46344086021503	737.1397849462365	1120.935053763441	646.8163440860214	669.1204301075269	870.359247311828	2974.3865591397853	5205.532688172043	4973.549892473118
GLUCONEO-PWY	11782.594709191299	12975.981294812913	9902.054188709324	13660.455885219688	15201.363340251713	7999.934029304196	13383.492212779698	13213.87326920163	17808.680840316327	14543.921645554834	17068.50919244448	11632.063723178628	13037.34710095993	12434.739015755922	24643.656619135792	20065.386439660466	9683.952095383114	12389.010398813161	17134.72034908781	9666.155789141943	11892.6622632095	11658.821836277557	11096.436876161963	9557.368239115183	12738.015012566013	13644.907748035208	9428.614507494123	10025.120469954003	16589.583535095084	12615.607621085213	13371.00800367732	8999.690083646292	12381.752105498126	10254.003082982908	12249.211096942054	14416.892771893707	10711.692260096606	14470.417333873336	14962.034010953956	19089.310795242334	15965.362833442867	14223.263173975514	13505.57881006743	13430.678399905508	12410.157982215751	8707.186409807697	14020.95965063472	10426.90550795792	9903.066479839094	20898.076554655465	13103.173120987925	11448.05048595126	12015.421841674815	13338.709042691864	12167.892395510467	15189.000267941412	9759.049079667124	8794.797976914111	12033.282428508881	9459.956434586918	10893.561131632116	14298.573222236113	9213.267649793717	16811.62020630994	15959.190799863913	11524.836844207555	10022.592852728394	34965.908780326135	17200.536183999593	16014.568807323209	13314.952380613195	7406.88174600169	13778.861703542769	19140.91226878825	12536.048228212914	15215.577332545661	21425.551896400113	20804.286522802253	10788.734163284282	20326.926593215994	13608.31901236607	12811.379003879778	15712.964884975903	13873.566947432842	15720.142885076393	15439.80832967588	19960.517751297266	12293.005228535872	9590.550430466486	26615.617126270987	17015.05583276528	13465.704523320414	9688.022926070007	10171.226625280366	8729.60745572966	9523.431950129036	10042.110559786555	11223.735764604182	11336.707081962073	11841.541278716446	11651.454223949619	10587.914605999322	11483.042141390706	16972.579037180705	14627.054371671638	13221.948844715575	16242.827256779878	10233.062509281817	11261.865053663054	10215.379657771982	8709.976684857042	11656.619730268958	12563.775181797468	13164.414623887771	8889.55705383251	17241.870682531742	10804.977615813348	10453.183184871446	11305.232779057287	10238.077923069632	8641.850933061185	10959.57534608573	10326.607452269629	13918.89685821569	12795.49424625183	10827.583765314328	16657.057272007958	9952.105123468484	13584.234794103902	15883.897155280536
GLUCOSE1PMETAB-PWY	18590.223174603176	20604.15	17109.29615079365	21277.869047619046	24073.56011904762	14407.051507936509	21173.90535714286	22820.086190476188	28264.14662698413	26109.13718253969	28048.129365079367	24549.200436507937	24284.337063492065	25295.326984126987	38026.84857142856	33277.17341269842	26379.451825396827	25080.883888888893	27280.898650793646	18503.380476190476	22382.313769841272	24867.79591269841	25375.74432539683	21729.744960317465	23927.47436507936	23533.2719047619	20006.8473015873	19181.32420634921	27070.903928571435	23175.268333333337	25825.775238095244	15975.331309523808	24334.3819047619	18296.255357142858	21300.581785714287	20107.281190476195	21904.19805555556	26812.362420634927	29392.0961904762	28259.17361111111	28103.32011904762	28046.166706349206	25593.33591269841	21233.202817460322	19883.512103174602	16145.328412698413	21728.439523809524	17314.024682539683	18579.99388888889	28808.379166666666	22247.30119047619	23938.510833333337	23784.751865079365	27555.780079365082	25215.39400793651	23719.95916666667	20418.32753968254	16196.63428571429	19657.738650793657	18931.64626984127	21613.80297619048	22035.187142857143	18705.987182539673	24649.598293650793	24854.772976190467	23535.821666666667	20956.34928571429	59676.80674603173	30224.47234126984	30394.998055555556	23954.05142857143	12284.529841269841	26636.16873015873	33358.39353174603	24145.790992063492	24830.216587301584	37920.728214285715	32078.772817460325	20153.747976190476	29311.79761904762	25015.666230158728	20832.192261904762	31438.748214285708	23195.131507936512	31330.179484126988	23499.959603174608	38550.169166666674	20168.97924603174	21358.70630952381	48467.644206349214	34815.62007936508	20392.87035714286	17065.51642857143	16977.944761904764	13443.157976190476	17211.794206349205	20146.00174603175	18293.74511904762	22598.840595238096	24389.810198412702	22059.2673015873	18019.494761904763	21908.581230158732	27672.953373015873	26111.82404761905	24388.69158730159	25945.712142857144	22060.706746031745	18263.32607142857	17983.126825396826	16071.873690476188	17165.7946031746	24982.89904761904	26676.870753968255	15682.163412698412	32538.36067460318	19920.5419047619	19262.82035714286	20891.679761904765	16848.718888888892	16179.699523809526	18475.973412698415	18272.261428571433	26110.06162698413	25960.380515873017	27899.911230158723	32238.067380952387	18097.382539682538	24994.008134920634	27311.5025
GLUCUROCAT-PWY	7717.859446037371	9210.837989180629	6433.305250733651	9880.333685528525	8820.570646441389	4608.367930024432	9232.720646177504	8016.256553871632	13105.877588126901	10736.680614201672	11420.229570837751	6474.151782593463	7973.929990873149	6986.727746868616	18964.90249795487	13777.65939276858	5773.759394260912	8022.851533174698	13016.536790460028	5268.7636523788515	7034.068037198973	9936.043572903349	8123.551016975216	5247.097191641149	7999.781976586848	10227.803924965081	5408.212956818068	5609.230143636453	10418.344339558944	9200.667054574573	8223.772946226187	6940.8844740139475	7296.985615316369	7762.214238253612	7994.629222106455	11913.68037038823	6334.236608632746	8166.348367439976	8242.266592954215	14847.744982551601	11532.42368500985	8584.666134373107	8457.717528725016	10471.296765891231	8178.854477990454	5591.367980545154	10957.128301559209	6314.288098784754	5939.851585369736	17074.003348308164	10040.801234445446	7464.24283647647	5255.688020091815	8338.156730603163	7126.674578249335	11983.445092292219	5303.47529745986	5449.094488345746	8954.453831630957	5449.138552115418	5875.052603391403	11281.488458035132	5560.932909791574	13032.743331910766	12163.179538907414	8416.517322856713	6355.571208065843	26120.068299411705	11655.887635217092	11642.46017776888	9156.579123822177	5699.138486216451	9356.730148677609	12971.257036748544	8302.797519152286	11534.767345796688	14394.663651232306	16516.699844051847	6662.009309625962	16017.318038391015	8618.922600397651	9630.150060612126	8185.420108412081	10580.408361707254	10140.436079402702	11812.752468954595	12983.74457629293	9572.409655172412	5416.428730129987	20560.348753042657	10046.133434599229	10354.132300558256	5712.162990877698	6092.209076731984	6525.2655038104385	4964.051111373987	5594.775327524784	8284.50311539599	5390.442283532992	6568.824625994694	6895.6724633128715	7780.065284311003	7525.307379483236	12872.300216223593	10159.237162122197	8547.647727686757	11034.065126925123	5695.445356324871	6767.769920297009	6836.858941903899	5071.364649853724	8568.36115165771	7685.1689431505365	7390.203958906415	6013.138883721353	9188.072073688187	6375.260001037348	7222.638803809073	6872.320929992584	6530.17380202101	4909.509128981621	7328.473386589987	6291.7770622090975	9602.02235512828	8628.930394656742	3746.7079631468073	10766.638834128787	4229.563678603764	8134.22366828487	7137.412400762543
GLUTORN-PWY	12101.279638525724	12851.242672544844	11571.978209182122	13847.141432384044	13909.085148474716	9777.96473869126	13688.119114556941	14920.948105131582	18780.657003479617	19396.116130198305	19210.90099253404	18012.451787439615	17287.509778385866	18257.01186851796	25059.90258775041	22037.955061653327	21520.049005101184	19459.045368399722	18142.73968717274	12408.09511266511	16005.82058612885	20202.545696091347	20413.683027938252	16249.749055437316	17582.53741292524	16450.6506699098	14386.125841018886	12630.042515793382	16886.465798114925	16480.527776088646	18072.403632309724	11397.132143170844	17080.135411979325	12958.503922164795	14862.61580487146	13511.492717475758	15716.153277254154	17354.330502347897	19180.53276544711	18861.94467349076	20273.741076990642	20425.332096212973	18549.700243572854	14402.759631093544	13554.991201310768	10340.506717678452	14305.389708455792	11470.677893652244	12517.729348670657	18261.08825141042	16119.593647511905	17925.943178608843	15149.643197864934	20452.336346407214	18274.809650687475	16158.038000405393	14105.698050741528	11098.767091652307	13281.41606161954	13135.693675889328	14108.605665686971	14748.853136380529	13448.84335731901	16213.783407992973	17008.156105874805	18436.474344109996	16186.485944393777	43530.45075605553	22110.17446201142	22448.256183574882	17665.300917536573	9351.757320360794	20928.953048207823	23316.36899935813	18557.461177325098	17077.43554305598	27751.45609337523	22562.405518394648	15530.723661700618	20371.93658457484	18495.613509678726	15124.687205161988	21504.0421695213	17189.971682375603	23708.397924394438	16682.631608391606	29122.655838316277	14521.864046822744	15617.91107496368	36063.80589540894	25577.594991723254	13768.564851525287	11245.628793284013	10433.435896760247	9601.30625181582	11103.98811830681	13601.321399952703	13386.352245532244	15804.568742947871	17519.84385358603	15759.992532684706	13301.10383939732	16021.186910239521	19887.388304111355	19367.574156954157	17365.291029694945	18374.986937603462	15960.036459579063	11387.060986790982	13537.569951015168	11134.63718421675	12157.55363703929	18432.593110030062	19035.29461200635	10404.90588392284	20864.597549744947	13323.273219148005	12439.094805243067	14907.313774872471	11024.650842876927	10819.71975777845	12990.668225735619	11841.504451876624	18541.482999560823	19846.793505624806	19493.830506739632	23659.38423364076	10172.213001925607	13718.536941657376	15461.040982399245
GLYCOCAT-PWY	14835.161242691178	16003.476900442995	13723.53657209012	17086.28617247627	17101.09709593166	11398.032913106454	16883.248393214068	17840.81986327104	22825.42892139905	22563.314076545932	23000.755149767352	20182.711993788944	20008.977298232152	20447.223622160996	30959.62922770611	27073.73713723544	23231.866458380307	21927.177941933547	22189.501733628582	14507.96081296034	18089.335298862607	22396.933428666172	22622.242416791687	18269.23219437519	20221.44151326039	19563.85821434382	16328.616695817705	14605.56136592715	20542.79496731947	19182.156443271182	20998.04790625799	13412.028695945439	19694.327828959853	15203.508299972123	17671.360759000072	17012.37835067098	18037.501284981332	20416.474207353305	22065.576953938293	23476.186765461614	23861.29256084816	23117.180935323224	21367.247889947583	17658.644522881095	16536.26241591655	12084.07885433669	17685.732199320046	13752.866485903989	14636.037808641977	23338.920085631275	19068.238108144014	20420.171665980488	17386.253364445536	22939.62714940808	20646.40981853357	19646.44088724112	16058.517375005755	12951.520273133461	16130.120427329872	15140.148894237564	16266.4851931065	18112.97189742191	15306.155832672477	20363.554945095137	20812.78509521278	20968.369040673726	17991.94270807603	51633.10815684019	25944.038109139336	25938.551181304156	20453.64817871662	11031.694620468332	23833.199092114482	27901.54063314399	21232.687384756355	20510.903425295455	32089.801396783074	27595.341755154677	17582.692348367837	25896.51669071437	21289.372700976994	17969.074984396746	24687.571332133022	20331.84402085804	26968.71390179258	20347.302363062812	33241.88758393698	17266.5526992718	17578.727134210698	41883.90305092972	29208.10274459691	17065.39216746861	13231.610869574244	12546.128782405924	11680.428929558475	12916.111229035834	15428.720635768948	16020.224520130263	17918.816333354924	19730.25973238434	17915.98109082026	15589.70395838023	18454.300542250483	23506.346775676597	22534.502113441824	20347.695733985005	21914.82198200286	17687.43992588943	13783.867442988183	15453.399168636088	12715.768987904305	15059.0471220446	20807.49037772445	21307.600748771012	12305.268279867765	24558.870256716298	15659.56992498611	14534.614901201501	17191.609824127187	13480.283622225625	12456.362795470255	15510.999121260505	13989.941455012537	21332.951086369143	22484.90924409312	21486.366337734267	27032.19873527992	11208.028326053847	15256.860243955825	17369.82816882351
GLYCOGENSYNTH-PWY	2850.1754761904763	2201.5529761904763	1836.2879761904765	2645.571944444445	2055.878412698413	1586.1852777777779	2609.8161507936506	2542.9139285714286	2771.0198809523813	3491.6497222222224	4100.111984126984	2797.181111111111	3118.6939285714284	2246.8984523809527	5485.968611111112	4838.056666666667	1937.2018650793652	3012.712658730159	1980.0335714285716	2654.7833333333338	2080.146111111111	2538.4284126984126	2519.037738095238	2948.0541269841274	2985.4997222222223	2232.156388888889	1742.30876984127	1571.6517857142858	4087.5314682539683	2058.5518253968253	2203.089761904762	1385.1596825396825	2744.7564682539683	1810.0769841269841	2632.8386111111113	2553.54003968254	2340.6999603174604	1771.7717857142857	1884.2194841269843	4271.091468253968	3875.6839682539685	2791.299206349206	3783.2463492063494	2945.281785714286	3226.193492063492	1267.5018253968256	2209.8297222222222	3018.2972222222224	1614.4345238095239	3286.526746031746	2199.0174603174605	2111.333373015873	3474.978253968254	2231.5967460317456	2007.2588888888888	2212.4075396825397	1791.551468253968	1762.0239682539682	1933.1326984126983	1982.6971825396824	1569.5877380952381	2831.9140873015876	1810.9999206349207	2227.6282539682543	3161.8935714285712	2381.3767460317463	2864.0883333333336	6796.070555555556	5162.472063492064	3332.4393253968256	4130.027658730159	1887.3109920634922	3871.988849206349	3952.2215079365083	3431.307380952381	2659.8869047619046	5376.014047619047	4167.927658730158	3447.7421031746026	4858.2733333333335	4022.158015873016	2812.5307936507934	3811.207896825397	2561.7334920634926	3905.604126984127	2988.9770634920633	5828.99123015873	2245.144047619048	2313.0109920634923	5706.985515873016	3660.2018650793652	3086.1319841269847	1793.8009523809524	1335.333611111111	2714.53626984127	2192.7644841269844	1562.4958730158733	3048.048333333333	4715.989682539683	2159.1716666666666	2847.865357142857	2419.9413492063495	2539.896507936508	3161.745119047619	3279.026785714286	3153.424325396825	4443.611944444445	1718.4998412698412	1961.9538095238095	2650.9553571428573	1573.8028968253966	3879.0052380952384	2454.915952380952	2408.0921031746034	2463.189722222222	3226.802142857143	1371.7362698412699	2716.5455952380953	2839.537182539683	2134.82003968254	1431.265634920635	2990.6446825396824	2680.1720238095236	2998.1650000000004	2477.114126984127	2058.8293253968254	4066.917896825397	3565.0439285714288	6912.540595238095	6325.018769841271
