pathway	1030R_0_M_NS1_week10	1030R_R_M_NS1_week10	2472R_0_F_NS1_week10	2472R_R_F_NS1_week10	3874R_0_F_NS1_week10	3874R_L_F_NS1_week10	3974R_0_M_NS1_week10	3974R_L_M_NS1_week10	NS1_inocula	036R_R_M_NS1_week5	036R_R_M_NS1_week6	036R_R_M_NS1_week7	036R_R_M_NS1_week9	1030R_L_M_NS1_week5	1030R_L_M_NS1_week6	1030R_L_M_NS1_week7	1030R_L_M_NS1_week9	1121R_0_M_NS1_week5	1121R_0_M_NS1_week6	1121R_0_M_NS1_week7	1121R_0_M_NS1_week9	1151R_R_M_NS1_week5	1151R_R_M_NS1_week6	1151R_R_M_NS1_week7	1151R_R_M_NS1_week9	1193R_R_F_NS1_week5	1193R_R_F_NS1_week6	1193R_R_F_NS1_week7	1193R_R_F_NS1_week9	2529R_R_F_NS1_week5	2529R_R_F_NS1_week6	2529R_R_F_NS1_week7	2529R_R_F_NS1_week9	3861R_R_M_NS1_week9	3971R_L_F_NS1_week5	3971R_L_F_NS1_week6	3971R_L_F_NS1_week7	3971R_L_F_NS1_week9	3975R_0_F_NS1_week9	3975R_R_F_NS1_week5	3975R_R_F_NS1_week6	3975R_R_F_NS1_week7	3975R_R_F_NS1_week9	036R_0_M_NS1	036R_0_M_NS1_week5	036R_L_M_NS1	036R_L_M_NS1_week5	036R_NS1_week18	036R_RL_M_NS1	036R_RL_M_NS1_week5	036R_RR_M_NS1	036R_RR_M_NS1_week5	1030R_RR_M_NS1_week5	1030R_RR_M_NS1_week9	1121R_L_M_NS1_week5	1121R_L_M_NS1_week9	1121R_NS1_week19	1121R_R_M_NS1_week5	1121R_R_M_NS1_week9	1121R_RL_M_NS1_diabetes	1121R_RL_M_NS1_week5	1121R_RL_M_NS1_week9	1121R_RR_M_NS1_week5	1121R_RR_M_NS1_week9	1151R_0_M_NS1_week5	1151R_0_M_NS1_week9	1151R_NS1_week21	1151R_R_M_NS1_diabetes	1193R_0_F_NS1_week5	1193R_0_F_NS1_week9	1193R_L_F_NS1_diabetes	1193R_L_F_NS1_week5	1193R_L_F_NS1_week9	1193R_NS1_week24	2529R_0_F_NS1_week5	2529R_0_F_NS1_week9	2529R_L_F_NS1_diabetes	2529R_L_F_NS1_week5	2529R_L_F_NS1_week9	2529R_NS1_week22	2529R_RL_F_NS1_week5	2529R_RL_F_NS1_week9	3861R_0_M_NS1_week5	3861R_0_M_NS1_week9	3861R_L_M_NS1_diabetes	3861R_L_M_NS1_week5	3861R_L_M_NS1_week9	3861R_NS1_week28	3861R_R_M_NS1_week5	3971R_0_F_NS1_week5	3971R_0_F_NS1_week9	3971R_NS1_week30	3971R_R_F_NS1_diabetes	3971R_R_F_NS1_week9	3971R_RL_F_NS1_diabetes	3971R_RL_F_NS1_week9	3975R_0_F_NS1_week5	3975R_L_F_NS1_diabetes	3975R_L_F_NS1_week5	3975R_L_F_NS1_week9	3975R_NS1_week14	3975R_R_F_NS1_diabetes	3975R_RL_F_NS1_diabetes	3975R_RL_F_NS1_week9	NS1_defined_inocula	2808_NS1_0_Female_week5	2808_NS1_0_Female_week9	2808_NS1_L_Female_week5	2808_NS1_L_Female_week9	2808_NS1_R_Female_week5	2808_NS1_R_Female_week9	2808_NS1_RR_Female_week5	2808_NS1_RR_Female_week9	2824_NS1_0_Male_week5	2824_NS1_0_Male_week9	2824_NS1_L_Male_week5	2824_NS1_L_Male_week9	2824_NS1_R_Male_week5	2824_NS1_R_Male_week9	2864_NS1_R_Male_week5	2864_NS1_R_Male_week9	2893_NS1_0_Male_week5	2893_NS1_0_Male_week9	2893_NS1_R_Male_week5	2893_NS1_R_Male_week9	2999_NS1_0_Female_week5	2999_NS1_0_Female_week9	2999_NS1_R_Female_week5	2999_NS1_R_Female_week9	NS1_mouse_inoculum
DTDPRHAMSYN-PWY	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999999685	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
FASYN-ELONG-PWY	0.4764425486832633	0.6553001948151607	0.5174593341351595	0.18205313777840473	0.3178780793215972	0.0164975345712582	0.057970631683418095	0.3056794689868452	0.0	4.4575679137561236e-07	1.7426359997722416e-10	0.4566037603954954	7.10456421230273e-05	0.0	1.599999999999998e-15	0.9106666807851126	0.0006683442682372816	0.06631739105931875	0.17016457241857375	0.0012553405021050988	0.004806575960589885	0.0	1.8901559997320483e-10	0.003711904417508785	8.722888026245019e-06	1.2707999999987887e-12	0.002028002578401735	0.26886783074342824	7.822399999954107e-12	0.0010123150660744165	2.285844040811877e-08	0.002240782378780929	3.990385898258662e-05	0.0	0.0014251898271907739	1.3316396270051796e-07	0.0016866543652403316	1.0799999999999912e-14	0.08003038266126335	0.001357144099452107	0.00026785296205001247	0.9090655597222468	0.0007887429483098892	3.679999999999898e-14	8.87711690680307e-06	0.030161769365619883	1.771826616454728e-08	0.0008677285707855691	0.08198129117166154	2.138310305072123e-07	0.005540641577605043	0.001342596786112269	0.01320660345632365	0.00012553330633169164	0.029830387687597104	0.3035372910052966	0.7599110172914524	0.37991884706276685	0.00033112751680136604	7.999999999999995e-16	0.7708404263840263	0.29884293605647666	0.19341664943141948	0.15327210945233752	9.599999999999308e-14	0.014293116913852558	0.6294729754596414	0.8975796109101336	4.76486718297203e-09	1.5199999999999827e-14	0.6331119626584175	0.0003222967416542538	1.599999999999998e-15	0.7225157803888428	0.00018485258265289042	0.39131616649555734	0.6080293689293705	0.00012013271929479962	0.1740349421943793	0.5196043648010966	8.446079999464976e-11	0.1449888090072792	2.355999999999583e-13	0.01862722264508345	0.0504346824365929	2.4679999999995433e-13	0.003600868242392206	0.9268959922953015	4.2212931866355135e-09	1.2091779943048874e-05	0.0016595430989899862	0.9992964880036113	0.9882137209578066	0.0	7.473697326259077e-05	1.4911840627091652e-05	4.375981219808656e-07	0.8010970826977394	0.00010140099342318045	1.5357399199251362e-06	4.603395031448912e-05	1.8606040323614113e-07	0.7725458419704118	2.561067308069974e-07	1.0	4.86551999982245e-11	1.9999999999999974e-15	0.005671718971550199	8.891999999994071e-13	0.017865567508786203	2.214549577021519e-06	8.979893734724062e-06	1.2998567612779178e-07	0.0012122562193202862	4.292872189843182e-07	1.0255655992111615e-09	3.9581075882500385e-09	0.0	8.573319999448735e-11	1.175247278942441e-05	0.0015501473074149984	0.013907905918450855	3.423904637079903e-05	5.446870297487021e-08	1.1999999999999988e-15	0.005263593156323828	0.42867667187671576	0.00030896736191977285	0.6990416227467078	1.0
FASYN-INITIAL-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999997724114456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999979299521
FOLSYN-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.011147999136759e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GALACT-GLUCUROCAT-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.853093992624884e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GALACTUROCAT-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1920405414588035e-08	0.0	0.0	0.0	0.39917555637146823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.072774999845602e-11	0.0	0.0	0.0	0.0	0.0	0.06364605828136594	2.6499999999955847e-14	0.0	9.499999999999925e-15	9.380426135131955e-07	0.0	4.999999999999998e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4487535624066788e-08	0.0	0.0	0.0	0.0	0.0017327470202516625	0.0	0.0	0.0	0.0	2.8124999999995243e-13	0.0	0.0	0.0005970576621467648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.8749999999994277e-14	0.0	6.107875718978143e-09	0.0	0.0	0.009639461131517266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.71574337417802	1.2499999999999992e-15	0.0	0.0	0.0	0.0	0.0	1.0999999999999895e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GLUCONEO-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5999999999803268e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GLUCOSE1PMETAB-PWY	0.0	0.0	0.0	0.0	0.0	3.4000000000000004e-15	0.0	0.0	1.0	0.0	0.3965301569624362	0.0	0.0	0.6113374636331608	0.8506163111669843	0.0	0.0	0.0	0.0	0.0	0.0	0.3226652381841132	0.0	0.0	0.0	0.9999944236403926	0.0	0.0	1.0	0.0004605331229122	1.17118e-11	0.0	0.0	0.99999821748225	0.0	0.0	0.0	0.0065410618895271	1.0	0.0	0.0	0.0	0.0	0.9999999999934333	0.9999999836295523	0.0624285888393995	0.9984632206752421	1.0	0.8701778501075959	0.9999744698293426	0.9999999999944542	1.65613251289e-05	1.022e-13	0.9998704151616152	0.0	0.0	0.7916314881019066	0.0	9.0125562309e-06	1.0	0.0	0.0	0.0	0.0	0.0010470063214217	0.0	0.9988047815378217	0.3477823515715004	4.869458418e-07	0.9254368755992364	0.9273042608589664	0.0723288903038202	0.9999999999991478	0.0014533666291837	0.0	0.0	1.95057166379e-05	1.8344620847999998e-06	3.149856e-09	0.8470044202359712	0.1986297199788136	0.0	0.0108001258738497	0.9999939270205059	1.0	0.0009977890707759	1.0	1.650626e-10	0.0	0.0	0.0	0.0	5.7866979802e-06	0.0705147053665854	1.0	0.0	0.7555310551617018	0.1216671208895223	0.9622953519839467	8.642e-13	0.9999992041380433	0.9999999992620228	0.3423304778394909	0.0011549321294772	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003355310386704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
GLUCUROCAT-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4304486463397453e-08	0.0	0.0	0.0	0.4435961218935459	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.179999999999918e-14	0.0	1.1399999999998563e-14	0.0	0.0	5.999896678204266e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002078576095053682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.849999999999275e-14	0.0	7.329450847035926e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GLUTORN-PWY	0.9999991077956676	0.9481540616075693	0.9999999123477933	0.9999916545566913	0.9999998366419588	0.9999999998297279	0.9999998485054198	0.9999995125706191	0.0004135793913715407	0.9999924546111245	0.0	0.9999999999758066	0.9999983004617911	0.0	0.0	0.9999989365350408	0.999999834541251	0.9998985403482762	0.9999647310438621	0.999991461960335	0.9999999973544179	0.0	0.9914306079552406	0.9999999794664075	0.9999999999992566	2.1236904199613517e-05	4.819749999986062e-12	0.9999740582322485	1.167588979133552e-05	0.0	0.0	0.9994417889240628	0.9999236762165383	0.9999999998936824	0.00028053635974997684	0.9999595105282432	0.9371213831838238	0.0024003078456120443	0.0	0.9999972788857892	0.9999069216072763	0.9999999989893965	0.9999999999999083	4.999999999999998e-16	4.999999999999998e-16	0.0	0.0	0.6362142446806538	4.7016891836464983e-07	0.0	0.0	0.0	0.0	0.31774070484698436	0.0	0.9999993227253241	0.0	0.04558987519553338	1.6774999999998313e-13	0.018579679184531767	0.5614675598701742	0.01868537126722686	0.0003076058851289001	0.9902880678947089	0.0	0.9998243983733061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999641572913504	0.0001648351267557591	0.0	0.9980570099678374	0.0	0.0	0.9999884364138475	0.0	0.0	0.0	0.4985585934784476	0.0	2.6989749999562906e-11	0.9148787850489303	0.999964583827874	0.9999999635303187	0.9999940651258428	6.999999999999971e-15	2.3409999999967008e-12	8.379403457728407e-09	0.9999999998161204	0.2869052584269805	0.0	0.5447441831703198	0.9997050339658163	9.999999999999995e-16	0.0	2.912749999994909e-12	0.003002829800278993	0.0	0.009004919082963771	0.9999999998724256	0.9999926189452483	0.9999999978292335	1.5781499999850567e-11	0.9999998439091906	0.9996782941174192	0.9999953561939686	0.0	0.9999999999998919	0.0	0.9999997324852197	0.0	0.9999877419333763	0.23452454014404353	0.9999731125760056	0.29012166455304894	0.9999993773135714	0.0	0.9999993424789163	1.1075890483985703e-05	0.9999998783234626	0.9999983254367562	0.9999999999998683	0.0
GLYCOCAT-PWY	1.0	1.0	1.0	0.9999999999999936	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999999545	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999514739	0.999999999999305	1.0	1.0	0.9999999999942943	1.0	0.9999999999999876	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999962825	1.0	1.0	1.0	0.9999999999994216	1.0	0.9999999999999649	0.9999999999998817	0.9999999999999987	1.0	1.0	0.9999999999999996	0.9999999972547586	1.0	0.9999999999999774	0.9999999999999958	1.0	0.9999999999825229	1.0	1.0	0.9999999999996241	1.0	0.9999997932388515	1.0	0.9999999891615464	1.0	0.9999999999999911	1.0	1.0	1.0	0.9999999997658398	0.9999999999874498	1.0	1.0	0.9999999977073624	0.9999999999999996	1.0	0.9999999987617878	1.0	0.9999999999999156	0.9999999999067084	0.9999999999999976	1.0	0.9999999999999982	0.9999999970633779	1.0	1.0	1.0	1.0	0.9999999999999911	1.0	1.0	1.0	1.0	0.9999999999999387	1.0	0.9999999999999996	0.9999999999999498	0.9999999999995781	1.0	1.0	1.0	0.9999999999999962	1.0	0.9999999999999989	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999999942	1.0	0.9999999999999996	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999999041	1.0	1.0	1.0	1.0
GLYCOLYSIS	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.999144851857823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.22747999984102e-11	0.0	0.0	0.0	0.6997011210437026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3048737072044867e-07	2.055563999624036e-10	0.0	2.5739999999994113e-13	0.7215579932580214	0.0	6.299999999999965e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14436407395008397	0.0	0.0	0.0	0.0	3.2943950221076425e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0076588990950118e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.64999999999948e-14	0.0	2.699999999999993e-15	3.396221998974726e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.428028877526066e-06	5.721978576881694e-08	0.0	0.0	0.0	0.0	0.0	0.0	8.999999999999992e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HISTSYN-PWY	0.9994470209563355	0.9999961418643881	0.9999946719090386	0.9995254034708314	0.9998702518422427	0.9999998255798127	0.9999461778513178	0.9999595067514349	0.002080669849376272	0.9999812836332195	0.9999999910321223	0.9999999992720167	0.9999988695005567	0.9964523267496876	0.9995659584621442	0.9999966237461464	0.9999990563970966	0.9997589516823729	0.9998921256900618	0.9999666239367841	0.9999999615671833	0.9833349016936035	0.9999890889120691	0.999996475229104	0.9999999999660595	0.9657923191980762	0.9999699089387395	0.9999184989201462	0.9999999980616547	0.9946100110507434	0.9995176064338819	0.9990280975487308	0.9994251433713841	0.9999999986131302	0.9999947914902977	0.9998598688770668	0.9999997535813785	0.9999999999355139	0.9999999999996795	0.9999579142926304	0.9997576216127569	0.9999999759099774	0.9999999999992647	0.9998690174557959	0.8856527012014604	0.9999973585524591	0.9910507391857004	0.9189401726782391	0.9999988794503689	0.9864573795740369	0.9999999977451035	0.9850279020410869	0.9891486575632106	0.999999957955539	0.9983190672459616	0.9999975884783175	0.9999886407951849	0.9927315740236788	0.9999999815435793	0.9989398155766368	0.9993686134798663	0.9999998747422149	0.940371832991026	0.99999999876384	0.9736981680957286	0.9988573903531625	0.9999890025825572	0.9996764199672392	0.9922622432717888	0.9999761183803672	0.9914743194173138	0.9981649140509448	0.9999947052405805	0.9999963593229616	0.9966318560057515	0.9999949385857442	0.9999906015506419	0.9983779252038406	0.9999994871628245	0.9998225085663739	0.998420301331957	0.9999424234894528	0.9856059300504252	0.9999994463307397	0.9954673617587537	0.9998795685695973	0.9999676377161654	0.9950709229763292	0.9953673388691466	0.999812083762039	0.9999998335876608	0.9968507253806045	0.9999914688762179	0.99603577807096	0.970223494002019	0.9999999985796206	0.9564067048328068	0.9999875530209735	0.8270427628867559	0.9999996915674407	0.9999441578600022	0.9995009413214403	0.9982852485291377	0.9999999864120773	1.7209226208029346e-05	0.9999999999013063	0.9999999995136059	0.9999600979570306	0.9999999946314159	0.9999971411061367	0.9999995486819518	0.9993964952740341	0.9999916024770186	0.9981792865429294	0.9999999999948884	0.9741654552354566	0.9999975829182763	0.6144842132849516	0.9999769480902969	0.9999776541571685	0.9999999999599677	0.9997654984122184	0.9999981858346737	0.9990305141241448	0.9999968702165923	0.997099808767848	0.9999997282176152	0.9999905925130843	0.9999999999993509	9.09999999953881e-15
HSERMETANA-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11699748363698946	1.6619999999998159e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0511999999992633e-12	0.0	0.0	0.0	0.0	1.5677999999983614e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.163081999909816e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.639999999999787e-14	0.0	0.0	0.0	5.364599999808141e-11	0.0	0.0	0.0	0.0
ILEUSYN-PWY	0.9999091364135666	0.9999960130323995	0.9999921309721188	0.9993304719997551	0.999845055041451	0.9999998580798165	0.999942563820624	0.9999625430656217	0.6681388060626555	0.9999878444925191	0.9999999899736963	0.9999999994555191	0.9999985399126468	0.9959461371581537	0.9998609570431388	0.999997335210356	0.9999991088512893	0.9999143267430116	0.9999379656141292	0.9999791265365559	0.9999999289777551	0.9841578304422685	0.9999875579074046	0.9999967565215947	0.999999999963086	0.9680100605219149	0.9999634673747508	0.9999974399095637	0.9999999967114765	0.9971107237727769	0.999658891829175	0.9991107838824513	0.9992765193959575	0.9999999968257662	0.9999941098841721	0.9998596715099364	0.9999997487494873	0.9999999999414069	0.9999999999995439	0.9999620648292543	0.9997629191998925	0.9999999985167802	0.999999999999251	0.9998647794590653	0.9501156373845371	0.999996786970652	0.9907226402530178	0.9960982441728404	0.9999982266780413	0.9831031167586275	0.9999999971837936	0.9836593642224181	0.9907293453265669	0.9999999480927788	0.9987957419962217	0.9999974927687266	0.9999835846656061	0.9983572285268948	0.9999999750955386	0.9982198279181055	0.9999376869505489	0.9999998286156987	0.9616251575702449	0.9999999978103702	0.9767371469046211	0.9984721630018197	0.9999835078915972	0.9999992182673472	0.9950385112831545	0.9999809266801406	0.9994559099407635	0.9984987026041541	0.9999933546235094	0.9999942799384381	0.9961428844648516	0.9999955271794625	0.9999868068260362	0.9990361654817819	0.9999994326972151	0.9998778569633712	0.998463366283028	0.9999482887016022	0.9883541289223792	0.9999993416098198	0.9924796940858485	0.9999063682182713	0.9999760604519302	0.9999998695790807	0.9941121203246905	0.9997698395619949	0.9999998475098789	0.9999999999997975	0.9999999999703251	0.9970207180430606	0.9917526164683683	0.9999999984109134	0.9546151452345021	0.9999870368157996	0.9904485218038653	0.9999995774709738	0.9999497572500121	0.9990472055691598	0.9993541727318492	0.9999999858836883	0.9941364566400923	0.9999999999262663	0.9999999996900453	0.9999483352608425	0.9999999967452913	0.9999999959148775	0.9999997346905667	0.9994567083235933	0.9999955117105107	0.998145136088043	0.9999999999965401	0.9763291445282006	0.9999974725752648	0.7645386723196079	0.9999872143423137	0.9999782251419507	0.9999999999648139	0.9998304370290713	0.9999974715944486	0.9989695976383732	0.9999960981719904	0.9972326694358778	0.9999998755986405	0.9999940844875098	0.9999999999997733	0.9977199430893858
