	feature	metadata	value	coef	stderr	N	N.not.0	pval	qval	Pathways	Names	Level 1	Level 1.1	Level 2.1	Level 1.2	Level 2.2	Level 1.3	Level 2.3
14	POLYAMSYN-PWY	Week_and_consortia	S5_w5w6	0.555902863364692	0.209657733335688	32	32	0.0128526759597402	0.247628223490994	POLYAMSYN-PWY	superpathway of polyamine biosynthesis I // spermidine biosynthesis // putrescine biosynthesis // polyamine biosynthesis I // aminopropylcadaverine biosynthesis	Superpathways	Biosynthesis	Amide, amidine, amine, and polyamine biosynthesis				
15	PWY-6612	Week_and_consortia	S5_w5w6	-0.0278602253625403	0.0106749582946487	32	32	0.0141812369879471	0.256148593094794	PWY-6612	superpathway of tetrahydrofolate biosynthesis // folic acid biosynthesis // folate biosynthesis // THF biosynthesis	Superpathways	Biosynthesis	Cofactor, carrier, and vitamin biosynthesis				
16	FOLSYN-PWY	Week_and_consortia	S5_w5w6	-0.0290468713963529	0.0115318349565609	32	32	0.0175433219598651	0.281667780355612	FOLSYN-PWY	superpathway of tetrahydrofolate biosynthesis and salvage	Superpathways	Biosynthesis	Cofactor, carrier, and vitamin biosynthesis				
17	PWY-6609	Week_and_consortia	S5_w5w6	-0.0877626314743698	0.0346718308773076	32	32	0.0170457765557301	0.281667780355612	PWY-6609	adenine and adenosine salvage III // adenosine nucleotides salvage III	Biosynthesis						
18	AEROBACTINSYN-PWY	Week_and_consortia	S5_w5w6	0.644410910774745	0.328745606957993	32	32	0.0596419161462808	0.284001876412299	AEROBACTINSYN-PWY	aerobactin biosynthesis	Biosynthesis						
19	AST-PWY	Week_and_consortia	S5_w5w6	0.644410910774741	0.328745606958362	32	32	0.0596419161445136	0.284001876412299	AST-PWY	L-arginine degradation II (AST pathway) // L-arginine succinyltransferase pathway // AST pathway // ammonia-producing L-arginine catabolic pathway // L-arginine catabolism	Degradation/utilization/assimilation						
20	CENTFERM-PWY	Week_and_consortia	S5_w5w6	0.542198517906523	0.27107836761813	32	32	0.0549260876462081	0.284001876412299	CENTFERM-PWY	pyruvate fermentation to butanoate // central fermentation pathway // acetobutylicum fermentation // pyruvate fermentation to butyrate // pyruvic acid fermentation to butanoic acid	Generation of precursor metabolites and energy						
21	ECASYN-PWY	Week_and_consortia	S5_w5w6	0.534861225600484	0.265137968270671	32	32	0.0530048605710845	0.284001876412299	ECASYN-PWY	enterobacterial common antigen biosynthesis // ECA biosynthesis	Glycan pathways	Biosynthesis	Carboxylic acid biosynthesis				
22	ENTBACSYN-PWY	Week_and_consortia	S5_w5w6	0.518842047002249	0.27291963633734	32	32	0.0672709248127532	0.284001876412299	ENTBACSYN-PWY	enterobactin biosynthesis	Superpathways	Biosynthesis	Secondary metabolite biosynthesis				
23	FAO-PWY	Week_and_consortia	S5_w5w6	0.506902963765579	0.264370808497215	32	32	0.0650859356362627	0.284001876412299	FAO-PWY	fatty acid &beta;-oxidation I (generic)	Degradation/utilization/assimilation						
24	FASYN-ELONG-PWY	Week_and_consortia	S5_w5w6	-0.0547144633246811	0.028340477561073	32	32	0.0630307869664796	0.284001876412299	FASYN-ELONG-PWY	fatty acid elongation -- saturated	Biosynthesis						
25	GLUCONEO-PWY	Week_and_consortia	S5_w5w6	-0.0225130657484669	0.0090569089418476	32	32	0.0189386604951977	0.284001876412299	GLUCONEO-PWY	gluconeogenesis I	Biosynthesis						
26	GLYCOL-GLYOXDEG-PWY	Week_and_consortia	S5_w5w6	0.609051154233466	0.294649774671543	32	32	0.0477600551139752	0.284001876412299	GLYCOL-GLYOXDEG-PWY	superpathway of glycol metabolism and degradation	Degradation/utilization/assimilation	Superpathways					
27	GLYCOLYSIS-TCA-GLYOX-BYPASS	Week_and_consortia	S5_w5w6	0.586137321355064	0.295673565188021	32	32	0.0569826815436253	0.284001876412299	GLYCOLYSIS-TCA-GLYOX-BYPASS	superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass	Superpathways	Generation of precursor metabolites and energy					
28	GLYOXYLATE-BYPASS	Week_and_consortia	S5_w5w6	0.625282335771472	0.317130812108412	32	32	0.058252266077568	0.284001876412299	GLYOXYLATE-BYPASS	glyoxylate cycle // glyoxylate bypass // glyoxylate shunt	Generation of precursor metabolites and energy						
29	HCAMHPDEG-PWY	Week_and_consortia	S5_w5w6	0.644410910774749	0.328745606958227	32	32	0.0596419161446018	0.284001876412299	HCAMHPDEG-PWY	3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-hydroxypentadienoate // 3-phenylpropionate and 3-(3-hydroxyphenyl)propionate degradation to 2-oxopent-4-enoate	Degradation/utilization/assimilation						
30	HEME-BIOSYNTHESIS-II	Week_and_consortia	S5_w5w6	0.639025264644548	0.324843321524105	32	32	0.058794559169054	0.284001876412299	HEME-BIOSYNTHESIS-II	heme <i>b</i> biosynthesis I (aerobic)	Biosynthesis	Biosynthesis	Tetrapyrrole biosynthesis				
31	HEMESYN2-PWY	Week_and_consortia	S5_w5w6	0.607879126053378	0.308301181022878	32	32	0.0582499092862739	0.284001876412299	HEMESYN2-PWY	heme <i>b</i> biosynthesis II (oxygen-independent)	Biosynthesis	Biosynthesis	Tetrapyrrole biosynthesis				
32	KDO-NAGLIPASYN-PWY	Week_and_consortia	S5_w5w6	0.496156843552207	0.24866563076738	32	32	0.0554336619731229	0.284001876412299	KDO-NAGLIPASYN-PWY	superpathway of (Kdo)<SUB>2</SUB>-lipid A biosynthesis (<i>E. coli</i>)	Superpathways	Glycan pathways		Biosynthesis	Cell structure biosynthesis	Biosynthesis	Fatty acid and lipid biosynthesis
33	LPSSYN-PWY	Week_and_consortia	S5_w5w6	0.603665159651185	0.304799817184103	32	32	0.0572005563730076	0.284001876412299	LPSSYN-PWY	superpathway of Kdo<sub>2</sub>-lipid A biosynthesis	Superpathways	Biosynthesis	Fatty acid and lipid biosynthesis				
34	METHGLYUT-PWY	Week_and_consortia	S5_w5w6	0.615463205705032	0.308674660059783	32	32	0.055643379420491	0.284001876412299	METHGLYUT-PWY	superpathway of methylglyoxal degradation	Degradation/utilization/assimilation	Superpathways					
35	P105-PWY	Week_and_consortia	S5_w5w6	0.501467410192977	0.259473410439606	32	32	0.0631005339176287	0.284001876412299	P105-PWY	TCA cycle IV (2-oxoglutarate decarboxylase) // citric acid cycle // tricarboxylic acid cycle // Szent-Gyorgyi-Krebs cycle // Krebs cycle	Generation of precursor metabolites and energy						
36	P108-PWY	Week_and_consortia	S5_w5w6	-0.0450926860607571	0.0222980562052609	32	32	0.0524582889306075	0.284001876412299	P108-PWY	pyruvate fermentation to propanoate I // succinate-propionate fermentation pathway // pyruvate fermentation to propionate I // succinate-propanoate fermentation pathway // pyruvic acid fermentation to propanoic acid I	Generation of precursor metabolites and energy						
37	P23-PWY	Week_and_consortia	S5_w5w6	0.556151003260281	0.2395212769432	32	32	0.0274629572003193	0.284001876412299	P23-PWY	reductive TCA cycle I // reductive tricarboxylic acid cycle // reductive tricarboxylic acid pathway // reductive citric acid cycle // reverse citric acid cycle // carbon fixation // CO<SUB>2</SUB> fixation // reductive carboxylic acid cycle	Degradation/utilization/assimilation						
38	POLYAMINSYN3-PWY	Week_and_consortia	S5_w5w6	0.460168225270363	0.24160737327069	32	32	0.0667925894406448	0.284001876412299	POLYAMINSYN3-PWY	superpathway of polyamine biosynthesis II // polyamn	Superpathways	Biosynthesis	Amide, amidine, amine, and polyamine biosynthesis				
39	PWY-5667	Week_and_consortia	S5_w5w6	-0.0583868094059331	0.0301295363409603	32	32	0.0621031072004228	0.284001876412299	PWY-5667	CDP-diacylglycerol biosynthesis I // CDP-diacylglycerol biosynthesis	Biosynthesis						
40	PWY-5676	Week_and_consortia	S5_w5w6	0.294830462981211	0.150384922061459	32	32	0.0592805518754302	0.284001876412299	PWY-5676	acetyl-CoA fermentation to butanoate // acetyl-CoA fermentation to butyrate II // acetyl-CoA fermentation to butanoic acid II	Superpathways	Generation of precursor metabolites and energy					
41	PWY-5695	Week_and_consortia	S5_w5w6	-0.0764170265231731	0.0323346936019917	32	32	0.0247887116334674	0.284001876412299	PWY-5695	inosine 5'-phosphate degradation // IMP degradation // urate biosynthesis	Degradation/utilization/assimilation						
42	PWY-5747	Week_and_consortia	S5_w5w6	0.639998706296569	0.320868422745976	32	32	0.0555635882592106	0.284001876412299	PWY-5747	2-methylcitrate cycle II	Degradation/utilization/assimilation						
43	PWY-5918	Week_and_consortia	S5_w5w6	0.609814472926051	0.310072659159715	32	32	0.0588546962119859	0.284001876412299	PWY-5918	superpathway of heme <i>b</i> biosynthesis from glutamate	Superpathways	Biosynthesis	Cofactor, carrier, and vitamin biosynthesis	Biosynthesis	Tetrapyrrole biosynthesis		
44	PWY-5973	Week_and_consortia	S5_w5w6	-0.0310097675125301	0.0127410487542326	32	32	0.0213318897063124	0.284001876412299	PWY-5973	<i>cis</i>-vaccenate biosynthesis // <i>cis</i> vaccenic acid acid biosynthesis	Biosynthesis						
45	PWY-6383	Week_and_consortia	S5_w5w6	0.399908100590009	0.211862252552008	32	32	0.0687893818299687	0.284001876412299	PWY-6383	<i>trans</i>,octa-<i>cis</i> decaprenyl phosphate biosynthesis // mono-<i>trans</i>,poly-<i>cis</i> decaprenyl phosphate biosynthesis	Biosynthesis	Biosynthesis	Polyprenyl biosynthesis				
46	PWY-6396	Week_and_consortia	S5_w5w6	0.502108062658582	0.265028768269151	32	32	0.0678286355216296	0.284001876412299	PWY-6396	superpathway of 2,3-butanediol biosynthesis (from pyruvate) // butylene glycol fermentation // butanediol fermentation	Superpathways	Biosynthesis	Other biosynthesis				
47	PWY-6572	Week_and_consortia	S5_w5w6	1.08411475994467	0.532818773310766	32	19	0.0508045824943072	0.284001876412299	PWY-6572	chondroitin sulfate degradation I (bacterial)	Degradation/utilization/assimilation	Degradation/utilization/assimilation	Carbohydrate degradation				
48	PWY-6588	Week_and_consortia	S5_w5w6	0.301683602221321	0.158691143644801	32	32	0.0669370351858856	0.284001876412299	PWY-6588	pyruvate fermentation to acetone // acetone fermentation // pyruvic acid fermentation to acetone	Generation of precursor metabolites and energy						
49	PWY-6590	Week_and_consortia	S5_w5w6	0.528290386719749	0.263263896281434	32	32	0.054185800374555	0.284001876412299	PWY-6590	superpathway of <i>Clostridium acetobutylicum</i> acidogenic fermentation // acetobutylicum acidogenic fermentation	Superpathways	Generation of precursor metabolites and energy					
50	PWY-6628	Week_and_consortia	S5_w5w6	0.50796773246934	0.255869040023485	32	32	0.0566444111936439	0.284001876412299	PWY-6628	superpathway of L-phenylalanine biosynthesis	Superpathways	Biosynthesis	Amino acid biosynthesis				
51	PWY-6629	Week_and_consortia	S5_w5w6	0.560826616378417	0.282295832682815	32	32	0.0564810535191926	0.284001876412299	PWY-6629	superpathway of L-tryptophan biosynthesis	Superpathways	Biosynthesis	Amino acid biosynthesis				
52	PWY-6630	Week_and_consortia	S5_w5w6	0.50796773246934	0.255869040023485	32	32	0.0566444111936439	0.284001876412299	PWY-6630	superpathway of L-tyrosine biosynthesis	Superpathways	Biosynthesis	Amino acid biosynthesis				
53	PWY-6690	Week_and_consortia	S5_w5w6	0.644410910774749	0.328745606958227	32	32	0.0596419161446018	0.284001876412299	PWY-6690	cinnamate and 3-hydroxycinnamate degradation to 2-hydroxypentadienoate	Degradation/utilization/assimilation						
54	PWY-6737	Week_and_consortia	S5_w5w6	-0.0413821728283286	0.0215747416542376	32	32	0.0646626766858802	0.284001876412299	PWY-6737	starch degradation V	Degradation/utilization/assimilation	Degradation/utilization/assimilation	Carbohydrate degradation				
55	PWY-6823	Week_and_consortia	S5_w5w6	0.581715805392469	0.303264252422393	32	32	0.0649817411166768	0.284001876412299	PWY-6823	molybdopterin biosynthesis	Biosynthesis						
56	PWY-6897	Week_and_consortia	S5_w5w6	-0.0679497811880064	0.028494475266075	32	32	0.0236167568811269	0.284001876412299	PWY-6897	thiamine diphosphate salvage II // thiamin salvage II	Superpathways	Biosynthesis	Cofactor, carrier, and vitamin biosynthesis				
57	PWY-7094	Week_and_consortia	S5_w5w6	0.576861621299965	0.294998327207579	32	32	0.0602240315475508	0.284001876412299	PWY-7094	fatty acid salvage // &beta;-oxidation degradation - de novo fatty acid biosynthesis shunt	Biosynthesis						
58	PWY-7315	Week_and_consortia	S5_w5w6	-0.0462352139736443	0.0240974934435467	32	32	0.0649172259415633	0.284001876412299	PWY-7315	dTDP-<i>N</i>-acetylthomosamine biosynthesis // dTDP-4-acetamido-&alpha;-D-fucose biosynthesis // dTDP-4-acetamido-4,6-dideoxy-&alpha;-D-galactose biosynthesis	Biosynthesis						
59	PWY-7446	Week_and_consortia	S5_w5w6	0.619284924468453	0.314957354963228	32	32	0.0589070173682869	0.284001876412299	PWY-7446	sulfoquinovose degradation I // sulphoglycolysis // sulfoglycolysis // sulfo-EMP pathway	Degradation/utilization/assimilation						
60	PWY0-1277	Week_and_consortia	S5_w5w6	0.527841102342423	0.271341023520485	32	32	0.0614903658330559	0.284001876412299	PWY0-1277	3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation // 3-phenylpropionate and 3-(3-hydroxyphenyl)propionate degradation	Degradation/utilization/assimilation	Superpathways					
61	PWY0-1319	Week_and_consortia	S5_w5w6	-0.0583868094059331	0.0301295363409603	32	32	0.0621031072003562	0.284001876412299	PWY0-1319	CDP-diacylglycerol biosynthesis II	Biosynthesis						
62	PWY0-1338	Week_and_consortia	S5_w5w6	0.593382912251286	0.301304163591767	32	32	0.0585290207428344	0.284001876412299	PWY0-1338	polymyxin resistance // L-Ara4N-modified lipid A biosynthesis // 4-amino-4-deoxy-L-arabinose-modified lipid A biosynthesis	Detoxification	Glycan pathways		Biosynthesis	Cell structure biosynthesis		
63	PWY0-1479	Week_and_consortia	S5_w5w6	0.604550872001628	0.294560699472318	32	32	0.049255310589308	0.284001876412299	PWY0-1479	tRNA processing	Macromolecule modification						
64	PWY0-1533	Week_and_consortia	S5_w5w6	0.639761017996166	0.326134531548983	32	32	0.0594664181455297	0.284001876412299	PWY0-1533	methylphosphonate degradation I // carbon-phosphorus lyase pathway	Degradation/utilization/assimilation						
65	PWY0-42	Week_and_consortia	S5_w5w6	0.641087976758017	0.322796920344023	32	32	0.0565536141697099	0.284001876412299	PWY0-42	2-methylcitrate cycle I	Degradation/utilization/assimilation						
66	PWY490-3	Week_and_consortia	S5_w5w6	0.376768406709823	0.193967615584373	32	32	0.0618526430107805	0.284001876412299	PWY490-3	nitrate reduction VI (assimilatory) // nitrate assimilation	Degradation/utilization/assimilation						
67	RUMP-PWY	Week_and_consortia	S5_w5w6	0.359806193894381	0.184352065377842	32	32	0.0606871185445577	0.284001876412299	RUMP-PWY	formaldehyde oxidation I // dissimilatory RUMP cycle	Degradation/utilization/assimilation	Generation of precursor metabolites and energy					
68	TCA-GLYOX-BYPASS	Week_and_consortia	S5_w5w6	0.622897824742891	0.316667958503787	32	32	0.0588117484403222	0.284001876412299	TCA-GLYOX-BYPASS	superpathway of glyoxylate bypass and TCA	Superpathways						
69	TRPSYN-PWY	Week_and_consortia	S5_w5w6	0.0390232004760984	0.0199985312937211	32	32	0.0607406417416441	0.284001876412299	TRPSYN-PWY	L-tryptophan biosynthesis	Biosynthesis						
70	PWY-7663	Week_and_consortia	S5_w5w6	-0.0362313530094411	0.0193971327158161	32	32	0.0715761362022075	0.291345117780817	PWY-7663	gondoate biosynthesis (anaerobic) // <i>cis</i>-11-icosenoate biosynthesis // (11<i>Z</i>)-icos-11-enoate biosynthesis // (11<i>Z</i>)-icosenoate biosynthesis // gondoic acid biosynthesis // 11-eicosenoic acid biosynthesis	Biosynthesis						
71	PWY-1861	Week_and_consortia	S5_w5w6	0.364038826738092	0.201027457896797	32	32	0.0805293848695111	0.323236003156788	PWY-1861	formaldehyde assimilation II (assimilatory RuMP Cycle) // ribulose monophosphate cycle // formaldehyde assimilation // assimilatory RuMP pathway	Degradation/utilization/assimilation						
72	P164-PWY	Week_and_consortia	S5_w5w6	0.180605610353318	0.105567727987752	32	32	0.0977960454220745	0.381933204418642	P164-PWY	purine nucleobases degradation I (anaerobic) // purine fermentation	Degradation/utilization/assimilation	Generation of precursor metabolites and energy					
73	UDPNAGSYN-PWY	Week_and_consortia	S5_w5w6	0.320771180705614	0.187323763488098	32	32	0.0974998665392329	0.381933204418642	UDPNAGSYN-PWY	UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis I // UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis	Biosynthesis						
74	OANTIGEN-PWY	Week_and_consortia	S5_w5w6	0.279004948991592	0.168365782563472	32	32	0.10827317699697	0.397208722258965	OANTIGEN-PWY	<i>O</i>-antigen building blocks biosynthesis (<i>E. coli</i>)	Superpathways	Metabolic clusters		Biosynthesis	Carbohydrate biosynthesis		
75	PWY-6121	Week_and_consortia	S5_w5w6	-0.0254892978442295	0.0153955016347153	32	32	0.108579546915081	0.397208722258965	PWY-6121	5-aminoimidazole ribonucleotide biosynthesis I	Biosynthesis						
76	PWY-6891	Week_and_consortia	S5_w5w6	0.467593282469723	0.280447181573124	32	32	0.105859705789079	0.397208722258965	PWY-6891	thiazole component of thiamine diphosphate biosynthesis II // 2-(2-carboxy-4-methylthiazol-5-yl)ethyl phosphate biosynthesis	Biosynthesis						
77	PWY-6895	Week_and_consortia	S5_w5w6	0.356946303277143	0.215515238645394	32	32	0.108096322090178	0.397208722258965	PWY-6895	superpathway of thiamine diphosphate biosynthesis II // superpathway of thiamine diphosphate biosynthesis (Bacillus) // superpathway of vitamin B<sub>1</sub> biosynthesis (Bacillus)	Superpathways	Biosynthesis	Cofactor, carrier, and vitamin biosynthesis				
78	RIBOSYN2-PWY	Week_and_consortia	S5_w5w6	-0.0402300395544633	0.024320242562568	32	32	0.108518392060545	0.397208722258965	RIBOSYN2-PWY	flavin biosynthesis I (bacteria and plants) // riboflavin, FMN and FAD biosynthesis // vitamin B<sub>2</sub> biosynthesis	Biosynthesis						
79	PWY-5415	Week_and_consortia	S5_w5w6	0.333121061552716	0.203735070954212	32	32	0.112844378862288	0.407282626019915	PWY-5415	catechol degradation I (<I>meta</I>-cleavage pathway)	Degradation/utilization/assimilation	Superpathways					
80	PWY-7399	Week_and_consortia	S5_w5w6	0.369550928839396	0.227107130287845	32	32	0.114151877881014	0.407282626019915	PWY-7399	methylphosphonate degradation II	Degradation/utilization/assimilation						
81	PWY-5509	Week_and_consortia	S5_w5w6	0.0570633499060724	0.035303267438977	32	32	0.116481998289748	0.410528018362649	PWY-5509	adenosylcobalamin biosynthesis from adenosylcobinamide-GDP I	Biosynthesis						
82	P122-PWY	Week_and_consortia	S5_w5w6	0.271246026921102	0.172158884955181	32	32	0.125975770513605	0.438638526246166	P122-PWY	heterolactic fermentation // lactate heterofermentation // glucose fermentation to lactate // phosphoketolase pathway // lactic acid heterofermentation // glucose fermentation to lactic acid	Generation of precursor metabolites and energy						
83	PWY-6269	Week_and_consortia	S5_w5w6	0.056674343531868	0.0362621446222882	32	32	0.128563171790967	0.442318531518924	PWY-6269	superpathway of adenosylcobalamin salvage from cobinamide II	Superpathways	Biosynthesis	Cofactor, carrier, and vitamin biosynthesis				
84	ANAGLYCOLYSIS-PWY	Week_and_consortia	S5_w5w6	-0.02453321510161	0.0160277684906341	32	32	0.136687774178645	0.459627275810016	ANAGLYCOLYSIS-PWY	glycolysis III (from glucose) // anaerobic glycolysis // Embden-Meyerhof-Parnas pathway // EMP pathway // glycolysis III (glucokinase)	Generation of precursor metabolites and energy						
85	PWY-5180	Week_and_consortia	S5_w5w6	0.30467498275766	0.200768147138677	32	32	0.139955710281251	0.459627275810016	PWY-5180	toluene degradation I (aerobic) (<I>via</I> <i>o</I>-cresol)	Degradation/utilization/assimilation	Superpathways					
86	PWY-5182	Week_and_consortia	S5_w5w6	0.30467498275766	0.200768147138677	32	32	0.139955710281251	0.459627275810016									
87	PWY-6703	Week_and_consortia	S5_w5w6	-0.0484286745866029	0.0317285251073509	32	32	0.137399019145863	0.459627275810016	PWY-6703	preQ<sub>0</sub> biosynthesis // deazapurine biosynthesis // 7-cyano-7-deazaguanine biosynthesis // 7-cyano-7-carbaguanine biosynthesis	Biosynthesis						
88	P124-PWY	Week_and_consortia	S5_w5w6	0.270545810649016	0.181077876600503	32	32	0.145955457033357	0.470538780792123	P124-PWY	Bifidobacterium shunt // Bifidum fermentation // Bifidum pathway // fructose 6-phosphate pathway // Bifidum shunt // glucose fermentation to lactate (Bifidobacteria) // glucose fermentation to lactic acid (Bifidobacteria)	Degradation/utilization/assimilation	Generation of precursor metabolites and energy					
89	PHOSLIPSYN-PWY	Week_and_consortia	S5_w5w6	-0.0438767600046655	0.0294377279634309	32	32	0.146534568412772	0.470538780792123	PHOSLIPSYN-PWY	superpathway of phospholipid biosynthesis III (<i>E. coli</i>)	Superpathways	Biosynthesis	Fatty acid and lipid biosynthesis				
90	DTDPRHAMSYN-PWY	Week_and_consortia	S5_w5w6	-0.0409341012121644	0.0286404988673658	32	32	0.163620172763214	0.476571158317513	DTDPRHAMSYN-PWY	dTDP-L-rhamnose biosynthesis	Biosynthesis						
91	HEXITOLDEGSUPER-PWY	Week_and_consortia	S5_w5w6	0.194868326125493	0.137878285213822	32	32	0.168201585288534	0.476571158317513	HEXITOLDEGSUPER-PWY	superpathway of hexitol degradation (bacteria)	Degradation/utilization/assimilation	Degradation/utilization/assimilation	Carbohydrate degradation	Superpathways			
92	NAGLIPASYN-PWY	Week_and_consortia	S5_w5w6	-0.0472780323153472	0.0333592346177752	32	32	0.166715353925319	0.476571158317513	NAGLIPASYN-PWY	lipid IV<sub>A</sub> biosynthesis (<i>E. coli</i>) // lipid-A-precursor biosynthesis (<i>E. coli</i>)	Glycan pathways	Biosynthesis	Cell structure biosynthesis	Biosynthesis	Fatty acid and lipid biosynthesis		
93	PEPTIDOGLYCANSYN-PWY	Week_and_consortia	S5_w5w6	-0.0362575075187976	0.0254485241940647	32	32	0.164553317707592	0.476571158317513	PEPTIDOGLYCANSYN-PWY	peptidoglycan biosynthesis I (<I>meso</I>-diaminopimelate containing)	Superpathways	Biosynthesis	Cell structure biosynthesis				
94	PWY-2942	Week_and_consortia	S5_w5w6	-0.0158418308615798	0.010949117020294	32	32	0.158659935652382	0.476571158317513	PWY-2942	L-lysine biosynthesis III	Biosynthesis						
95	PWY-5420	Week_and_consortia	S5_w5w6	0.280624525077402	0.192123995576469	32	32	0.154863905928864	0.476571158317513	PWY-5420	catechol degradation II (<I>meta</I>-cleavage pathway) // 4-oxalocrotonate pathway	Degradation/utilization/assimilation	Superpathways					
96	PWY-5677	Week_and_consortia	S5_w5w6	0.160285714188931	0.109333762024213	32	32	0.153046382349233	0.476571158317513	PWY-5677	succinate fermentation to butanoate // succinate fermentation to butyrate // succinic acid fermentation to butanoic acid	Generation of precursor metabolites and energy						
97	PWY-5686	Week_and_consortia	S5_w5w6	-0.026727266815152	0.0188135988224406	32	32	0.165733596138842	0.476571158317513	PWY-5686	UMP biosynthesis I // uridine-5'-phosphate biosynthesis I // <i>de novo</i> biosynthesis of uridine-5'-phosphate I // <i>de novo</i> biosynthesis of uridine-5'-monophosphate I	Biosynthesis						
98	PWY-6467	Week_and_consortia	S5_w5w6	-0.0503969844248161	0.0349079673743392	32	32	0.159183083741342	0.476571158317513	PWY-6467	Kdo transfer to lipid IV<sub>A</sub> (four Kdo residues)	Glycan pathways	Biosynthesis	Cell structure biosynthesis				
