pathway	016R_0_F_NS6_week5	016R_0_F_NS6_week9	016R_R_F_NS6_Pellet_week9	016R_R_F_NS6_week5	1002R_0_M_NS6_week10	1002R_L_M_NS6_week10	1075R_0_M_NS6_week5	1075R_0_M_NS6_week9	1075R_L_M_NS6_week9	1075R_RL_M_NS6_Pellet_week9	1075R_RL_M_NS6_week5	1184R_0_M_NS6_week5	1184R_0_M_NS6_week9	1186R_0_M_NS6_week5	1186R_0_M_NS6_week9	1186R_RR_M_NS6_week5	1186R_RR_M_NS6_week9	184R_0_F_NS6_week10	184R_0_M_NS6_week5	184R_0_M_NS6_week9	184R_L_F_NS6_week10	2403R_0_F_NS6_week5	2403R_0_F_NS6_week9	2403R_L_F_NS6_week10	2476R_R_F_NS6_week5	2476R_R_F_NS6_week9	2506R_0_F_NS6_week10	2562R_0_F_NS6_week5	2562R_0_F_NS6_week9	2562R_RL_F_NS6_week5	2562R_RL_F_NS6_week9	3894R_0_M_NS6_week10	NS6_defined_inocula	NS6_defined_inocula.1	NS6_inocula
ASPASN-PWY	11840.422157724626	19166.383760827408	14758.23697996121	11089.742101702217	18630.847575091575	16946.347364361136	9116.716019392376	17180.423234216763	20185.527893557417	15453.844867054513	12403.700636069812	8910.059359189829	23238.085003663	9524.70633182504	20881.417610859728	11405.53259857789	21660.2697254902	14320.771856496449	8463.339574229693	23317.30918810601	19902.26653436759	10364.830357250592	19144.85394957983	19489.304950226244	10769.318226244346	20971.125527688	13276.238842921783	10493.047616031025	17808.024985994398	9896.352776556772	17350.559996983404	17757.797312217193	22550.468172807585	14154.21724369748	15485.937538461532
AST-PWY	470.00000000000006	89.36666666666667	49.84444444444445	222.85555555555555	208.41111111111113	93.81111111111112	65.07777777777778	89.36666666666667	62.544444444444444	50.15555555555556	151.5888888888889	302.3777777777778	26.98888888888889	229.20000000000002	77.77777777777779	149.52222222222224	67.45555555555556	71.5888888888889	28.88888888888889	67.3	95.71111111111112	138.4111111111111	101.11111111111111	64.76666666666667	124.60000000000001	127.3	557.7777777777778	267.3	73.81111111111112	60.0	69.84444444444445	108.73333333333333	598.8888888888889	407.62222222222226	719.5333333333333
BIOTIN-BIOSYNTHESIS-PWY	7973.601681818181	5674.768193181817	5395.799659090909	4969.852124999999	11229.059625	6498.632556818182	4006.171670454545	8348.976920454546	6552.078988636364	4143.765340909091	5842.6651022727265	4542.747204545455	7133.538443181819	3688.355045454545	9249.986454545455	4488.976943181818	8834.738420454545	4957.072193181818	4129.361727272727	11040.726852272724	7067.949477272727	6808.558670454545	6038.405863636363	7576.010352272727	6029.776295454544	6345.033306818183	5081.131363636364	4907.852488636363	8657.465011363634	4561.782272727271	8881.247931818181	8938.082522727273	3200.1794999999993	2150.350840909091	2339.8071136363633
BRANCHED-CHAIN-AA-SYN-PWY	15668.915326801747	22249.574880406628	16418.460002047337	12352.8541209971	22765.68494936073	20382.918258755923	10451.43668353032	18413.08722873942	20676.613621845154	16451.80076889344	14030.008039637705	11087.727236370125	22957.047821037155	10914.515917420025	22324.736362949112	12140.763114421272	23127.18141160241	19411.97467824307	10823.058514637849	24839.533476450873	21126.361451643555	12744.816904908066	21110.775345464685	22124.963883698827	11679.88249046095	21122.26219455431	16729.537587643605	11935.47219190837	20740.655011832994	10908.12268233396	20257.338726002767	20145.348166957672	20738.52418977938	12950.020976869664	17201.309509797324
CALVIN-PWY	13031.345033031927	21519.11611612542	13778.549387375757	11146.392256860327	18981.414085364366	16725.215153819223	10972.521153594918	19087.97448223036	19917.390777807588	16123.03454926902	13346.390988875173	10968.026991926215	23190.735099036	9583.324029986681	24058.577942817552	11460.652521557711	24096.371463493713	14117.970467431453	8738.961757947684	28057.543796070793	21195.280727103618	11124.355149210734	17342.88970294354	19328.961144941848	11836.227102426965	18305.12621362668	12283.45409970376	12058.822145204293	17078.12728469924	12050.24284142321	17122.327594408165	21074.082846989877	24384.499637687466	15620.505881745392	18426.632992747833
COA-PWY	12553.498571428569	17102.035714285717	13496.18142857143	10150.024285714284	18292.431428571424	16375.944285714284	7862.945714285714	14040.895714285716	16953.241428571433	13036.660000000002	11179.015714285719	8437.248571428572	18648.612857142864	8731.015714285715	16761.491428571433	9859.93571428571	17240.858571428573	16138.784285714284	8765.995714285717	19059.642857142862	16994.549999999996	10411.019999999997	18505.504285714283	17957.344285714287	8731.92142857143	17578.58571428571	14373.372857142856	8841.464285714286	16485.074285714283	7928.231428571431	16635.844285714287	15086.487142857146	21970.447142857145	13974.185714285715	15562.131428571425
COBALSYN-PWY	13100.717275483139	18313.998161045853	13846.532193633953	10521.720183023874	19012.08794543387	17088.911804471387	8853.705507010232	15589.224640773018	17556.211502841983	13822.899947328531	11792.856378173554	9191.857616900339	19342.87487722622	9498.711520272831	18569.473154604017	10502.553716559303	19107.469201970445	16311.951827207271	9255.349111405836	20568.961511178484	17656.96532057597	10691.097536187945	18959.939778325122	18407.016012125805	9709.885904130353	18212.150637741568	14877.489039408869	10175.483883289126	17791.320993558165	9037.78048313755	17025.89491815081	16558.22020424403	14505.339113300493	9354.562502463054	11656.77434899583
COLANSYN-PWY	4880.235947712418	3697.5901960784313	3071.6653594771246	2490.4091503267973	5533.637254901962	4762.296078431373	1637.7947712418302	2417.2124183006536	2463.634640522876	2139.0281045751635	2517.5392156862745	2561.2758169934646	1838.1986928104575	2460.8267973856214	2329.0196078431372	1924.2398692810457	2289.201307189543	6196.177777777779	3020.2215686274512	2407.9254901960785	2756.5300653594772	3172.475163398693	4910.392156862746	4195.609803921569	1546.740522875817	2952.5660130718957	5665.399346405229	2120.8013071895425	4541.4862745098035	1251.3071895424837	4352.841830065359	2784.7627450980394	1087.8176470588237	779.3777777777777	2554.081045751634
COMPLETE-ARO-PWY	7190.8072375495285	8192.560505025147	4968.615573725665	3681.338673581893	9326.771951508546	8440.180989009967	3357.7668773240284	4731.449124571106	4997.259397621007	4928.929026077757	4454.868609230467	4358.99779998009	4978.948305314125	4512.963555549562	7844.940845260596	3996.4880648021203	8048.193708335626	8799.843759549023	4543.177744965731	6825.833656841954	5921.149933374329	5131.213511658836	9322.891062207718	7683.678034824535	2870.3991047094446	6617.356304835438	9493.289328728582	4054.8454642265174	8077.880828098538	2649.481184308181	6576.320378969791	6356.833740623214	7104.32194042646	4704.6092346161695	7355.251426060839
DAPLYSINESYN-PWY	6584.624510199717	8432.039531831182	5496.209657599664	4303.85785797006	9797.120404630132	7445.298251725641	4420.91098145136	8755.33035201956	6837.061236652562	6218.171108699982	5702.41424708551	5058.766177373093	8515.524986430071	3915.1315197965782	10377.064987392134	4115.058602167637	10701.076850357978	5889.938539338065	4345.177672876693	12672.006968979635	8219.124413086409	5636.315559524301	7463.210757128801	7804.438666010037	5525.722231618996	7741.576907782679	6734.77207654214	5475.610338851384	8240.842390745429	4994.298055407073	7355.587367316526	10304.121541089886	15562.930490559851	9643.552714654114	10527.261811750133
DTDPRHAMSYN-PWY	17555.55892102647	26612.27638872324	17872.501507725672	14238.151668835273	26170.450106352215	22609.00802358362	12781.292711123158	20085.527518116924	23664.21153835728	16850.748023312553	16426.226450528597	12959.351234390531	26471.7701718623	12880.6650056926	27605.444996476006	14761.673978856059	28312.491185145023	20729.17207644348	11459.863248667207	29227.609549019602	24054.748083401097	14373.639268907562	22970.171687178095	24848.745995210982	13902.473977410316	23831.814382127042	17997.107282913166	14387.956371374354	24101.510143941436	13259.081373091172	23357.207880816833	23131.26554748352	27346.738206921484	17254.412991958077	21666.101764163734
ECASYN-PWY	500.921052631579	95.24605263157896	53.12368421052632	237.51710526315793	222.12236842105264	99.98289473684213	69.35921052631579	95.24605263157896	66.65921052631579	53.45526315789474	161.56184210526317	322.271052631579	28.76447368421053	244.2789473684211	82.89473684210527	159.35921052631582	71.89342105263158	76.29868421052633	30.78947368421053	71.72763157894738	102.00789473684212	147.5171052631579	107.76315789473685	69.02763157894738	132.79736842105265	135.675	594.4736842105264	284.8855263157895	78.66710526315791	63.94736842105264	74.43947368421054	115.88684210526317	638.2894736842105	434.43947368421055	766.871052631579
ENTBACSYN-PWY	456.2696629213484	86.7559550561798	48.38831460674158	216.3451685393259	202.3226966292135	91.07056179775283	63.17662921348316	86.7559550561798	60.717303370786524	48.690337078651694	147.16044943820228	293.5442696629214	26.200449438202252	222.50426966292142	75.5056179775281	145.15415730337082	65.48494382022473	69.49752808988767	28.044943820224724	65.33393258426968	92.91505617977529	134.36764044943823	98.15730337078654	62.87460674157305	120.96000000000002	123.58112359550563	541.4831460674159	259.49123595505625	71.65483146067417	58.24719101123596	67.80404494382023	105.55685393258429	581.3932584269664	395.7141573033708	698.5132584269663
FAO-PWY	846.0	160.86	89.72	401.14	375.14	168.86	117.14	160.86	112.58	90.28	272.86	544.28	48.58	412.56	140.0	269.14	121.42	128.86	52.0	121.14	172.28	249.14	182.0	116.58	224.28	229.14	1004.0	481.14	132.86	108.0	125.72	195.72	1078.0	733.72	1295.1599999999999
FASYN-ELONG-PWY	18471.942688311687	22407.75226992616	18646.178079195317	14531.844374331551	27337.70392131398	21906.67008250573	10706.868900942196	20375.095728545974	23016.42997555386	15864.040297428068	15775.39806646295	11476.572348612173	25280.907090399796	11751.307351922585	23812.77218360072	13690.948825311945	24246.078606824558	20334.39403132162	11774.98443672014	27029.517310415078	22806.762798064683	15328.635583651643	22632.246868092694	24820.614144130388	13826.273435956198	23868.715116883108	17251.649187165774	12536.335709702062	24165.652708174177	11596.948774637125	24500.976955436727	21374.577649096005	27227.29737484084	17116.4139241151	18245.313254647317
FASYN-INITIAL-PWY	7297.781438127089	5261.412541806021	5254.4784280936465	4724.424581939799	10999.57575250836	6782.633779264215	2317.6610367892977	8271.485618729099	6067.040969899666	4092.539799331104	5065.886789297659	3903.653678929766	7055.213377926422	3160.057023411371	7944.450501672241	3245.103010033445	8035.683110367894	4840.458361204013	3925.5707357859537	10466.573578595317	6654.69882943144	6413.144147157191	5817.887959866221	7522.341973244147	5387.661872909698	7030.942976588629	5113.244147157191	3707.283110367893	8102.763210702342	3905.0463210702346	8182.833612040134	8362.5627090301	3953.7742474916386	2495.4822742474917	2371.358026755853
FERMENTATION-PWY	738.0311195445921	141.1611081593928	86.83682732447818	358.88595066413666	369.70113092979125	183.39661100569262	144.64382542694497	165.25788235294118	113.94994686907022	98.49730929791272	272.6694383301708	509.8113700189753	57.8994724857685	361.39807210626185	126.58823529411765	238.33225047438327	126.33375332068312	127.4745806451613	81.49867172675522	112.16109297912713	175.34322960151803	219.29429981024666	172.31857685009484	127.38785958254269	198.2364174573055	211.97344592030362	890.5835104364327	449.3925920303605	129.75862239089184	113.41783681214422	119.65352561669829	202.3024819734345	1083.459411764706	724.504	1313.746705882353
FOLSYN-PWY	8105.925889830506	12232.200010339793	10291.550297927983	8048.1434137539545	12672.233367022138	11392.66546316195	5718.613047299488	11222.445656272806	14135.341870590379	9861.196239254723	8343.954148893034	5617.623965919227	15801.638690596865	6715.654575662962	13196.573453693942	8075.416411685994	13616.241767699292	9615.392361730595	5591.533717865543	14430.92521450004	13089.86450956938	6997.269708458354	13559.130751763847	13336.494785398589	7069.151510927741	14807.622317431675	9219.44990633363	6755.8003343200035	12354.838057639281	6241.530631639768	12207.744515651606	10678.555889627763	10401.322418802207	6759.340808125861	6680.739935629713
FUC-RHAMCAT-PWY	1478.08125	2530.3424999999997	778.2475	639.6012499999999	2269.40125	2155.23625	695.7887499999999	639.2737500000001	1350.65875	1496.99	1006.8050000000001	964.70875	1713.29	1189.2299999999998	3699.025	1171.4450000000002	4014.3537499999998	1220.18	440.28125	2389.7325	1836.69625	1243.58875	1571.5749999999998	1821.93375	731.04	2058.96375	1854.8874999999998	878.3325	1784.3424999999997	666.80625	1100.335	2107.335	2452.85	1566.57875	1855.62375
FUCCAT-PWY	6252.987142857142	6935.514285714285	4391.731428571428	3518.27	7825.930476190476	7211.061904761904	3803.2414285714285	5237.131428571428	4952.374285714285	4920.765238095238	4524.988571428571	4583.16857142857	5288.173809523809	3659.8100000000004	6978.099999999999	3283.9904761904763	7196.319523809523	7744.493809523809	4268.427142857143	7134.927142857143	6016.65761904762	4691.895238095238	6426.07619047619	5977.2723809523795	3611.0461904761905	5180.54142857143	6994.420476190476	4419.165238095238	6734.249047619047	3536.042857142857	6086.488571428571	7123.129999999999	4057.0204761904765	2554.3028571428567	4486.194285714286
GALACT-GLUCUROCAT-PWY	8470.72085369286	14291.749365994387	8406.122860379068	6906.84586970475	13053.035952733177	9944.178803124121	6034.690982759702	9867.84212319716	11709.362629673995	7558.73348211405	7852.194516227201	6246.3010514015	13668.874360159401	6006.291410152059	15195.683029908156	7305.213090637935	15216.23267174434	8417.761574605453	4851.325571073567	17421.42780085432	12509.767317626054	7354.614441471651	9247.563046858373	11283.832991374515	7108.070863602133	11053.888489888312	7021.4200350442425	6890.9779805292355	11899.355939806224	6884.7908073459985	11643.1556510537	13042.358897462123	9576.423267547956	6037.2528023511	8370.180248692881
GALACTARDEG-PWY	4055.499159663865	3746.9990196078434	2971.8377871148455	2517.07324929972	5596.087282913166	3653.016918767507	1484.6463585434174	4773.038235294117	3334.472605042017	2587.8832773109243	2739.8611764705875	2409.096162464986	3830.3162745098043	1865.6622969187672	4611.536666666667	1905.8531092436974	4502.029915966387	2516.07350140056	2096.2195798319326	6024.238543417366	3712.3157142857144	3159.0245378151258	3394.979803921569	4414.499495798319	2803.6703921568624	3548.473809523809	3003.8325210084035	2275.55675070028	4190.327843137255	2204.4678151260505	4134.158235294118	4488.393529411765	3870.788235294117	2482.790140056022	3780.2214285714285
GALACTUROCAT-PWY	10615.22713241437	17579.631136173764	12248.419175020888	8915.237226399331	16205.26483709273	14696.399738930657	7435.828753042026	14300.468533834586	16569.206702172098	13524.954436090227	10050.632211143802	7382.84539228506	18904.791478696745	8214.69381787803	19650.32508899059	9703.236779448622	20421.40432812103	11515.177422723476	6712.614789055973	20341.987986724052	16409.65592967927	8871.074402673348	15262.878101503758	17050.375770676692	8908.464136518834	17200.82465538847	10726.90054093567	8619.043126566416	15137.47128427954	8064.3372584541075	13951.421804511276	15449.224918546366	15656.419731666121	9845.880579437722	11401.095242453963
GLCMANNANAUT-PWY	3170.5468450028234	6487.6691017316025	2747.7814856640944	2291.3078918062615	4448.370625509756	4012.182574973336	3688.7740016625885	5458.5459933182765	4172.093900966183	4170.834218740197	3693.327722880984	3820.09476676705	5335.435352751114	2502.7944664031625	6881.260845253781	2530.6090234644585	6985.089413545393	3588.8665709893976	2494.989213564214	8961.62545878035	5313.258788976724	2642.6220089089657	4932.578107158542	4395.846854413703	3253.950070581592	3749.1592461885944	4334.703116569422	4129.931161773009	3922.4190233076106	3803.256521739131	3565.381958560763	6590.636848296631	6288.376021864609	4167.479301555932	5584.605912384717
GLUCARDEG-PWY	927.2705882352941	1293.8523529411764	578.4492156862746	412.7437254901961	748.6815686274509	344.03215686274507	171.4692156862745	741.1582352941176	396.39450980392155	487.08137254901965	309.6478431372549	427.4656862745098	325.00960784313725	510.2870588235294	720.8033333333333	496.2854901960784	640.593725490196	320.4125490196078	133.57196078431372	1221.2423529411763	486.5233333333333	252.75215686274507	879.3798039215686	1157.8023529411764	195.8970588235294	389.43	1018.651568627451	414.1129411764706	478.51450980392156	176.9535294117647	405.53156862745095	443.0335294117646	2772.0549019607843	1844.1349019607842	3129.37
GLUCARGALACTSUPER-PWY	4055.499159663865	3746.9990196078434	2971.8377871148455	2517.07324929972	5596.087282913166	3653.016918767507	1484.6463585434174	4773.038235294117	3334.472605042017	2587.8832773109243	2739.8611764705875	2409.096162464986	3830.3162745098043	1865.6622969187672	4611.536666666667	1905.8531092436974	4502.029915966387	2516.07350140056	2096.2195798319326	6024.238543417366	3712.3157142857144	3159.0245378151258	3394.979803921569	4414.499495798319	2803.6703921568624	3548.473809523809	3003.8325210084035	2275.55675070028	4190.327843137255	2204.4678151260505	4134.158235294118	4488.393529411765	3870.788235294117	2482.790140056022	3780.2214285714285
GLUCONEO-PWY	11516.407102182051	19365.02759872743	13660.391869360981	10331.947796751392	17696.20769648447	15806.082533750094	9167.546183140046	16284.623384114167	18917.425762736144	14625.394742423558	12027.386503585743	9129.817748490677	21928.19836591921	8737.47991822005	20806.769802774827	10581.126295290678	21657.945261427318	13399.421259789227	7818.116794734414	23590.86556887312	18902.26451082825	10062.303632977511	16299.292270024636	18224.791384427703	10644.755876874526	18478.5000082037	11534.751286271261	10332.170039428021	16294.574608409468	9987.169443796807	16371.227208185568	18137.935298406817	19049.057536289078	11796.316186489332	13945.29915618046
GLUCOSE1PMETAB-PWY	22442.326746031744	28740.48765873016	24889.977380952383	19524.602976190476	32409.994642857135	29271.2901984127	14303.073452380951	30525.77654761905	32320.65884920635	25712.80619047619	21016.746309523816	15944.128095238091	36045.98932539683	15513.383015873018	30243.06928571428	17267.734166666665	31606.592896825394	26451.978214285715	15756.45650793651	36000.03821428571	31286.663174603167	18454.721150793655	31801.957142857136	33164.35869047619	18237.37103174603	33451.65749999999	23956.937777777785	17304.440277777776	28983.495595238095	16344.968253968254	29529.95492063491	28444.428968253967	29687.347539682534	18502.383333333328	22049.90238095238
GLUCUROCAT-PWY	8984.170180295716	15219.271207315922	9012.023044519197	7409.039982008246	13893.978887989819	10776.020215223309	6924.772686578788	10771.155677519631	12771.270854291884	8587.1367068314	8722.427112265545	7022.882362116893	15050.117281429213	6585.965196782228	16422.571359023284	7959.622946783352	16407.588614099546	9490.580130184657	5555.3302094719365	19320.64632420428	13963.477951901921	8072.370745435224	10990.902480682738	11816.134749542058	7652.378913410427	12166.294976211946	8540.204425956354	7751.905057071862	12817.984779908997	7562.972084609543	12560.786458230672	14550.954943122844	11575.335966335015	7320.81754525834	9471.109472124575
GLUTORN-PWY	14020.482284181415	19563.90407427799	14596.850035517427	10954.252405488494	20187.256390708124	18067.92076441902	9030.475129200348	16024.104110434546	18236.624045864046	14414.485814650163	12313.910817695169	9706.457425251336	20178.330631899764	9634.025624307795	19424.818357661406	10675.322886872886	20065.239181236575	17347.448420204943	9549.622643117427	21617.002331422336	18638.26031377683	11270.38564684173	18741.82652058869	19681.441559333725	10201.766074794776	18712.785356603184	14935.667802813454	10382.969951992127	18258.11015826711	9405.649190376149	17951.147742716872	17439.488028390206	19608.425996765993	12252.838402400575	15896.785247037853
GLYCOCAT-PWY	15622.765867783046	22838.539279086235	16805.83323215289	12458.251566786032	22856.21778555623	20367.387862608506	11169.790192982387	19122.470878646247	21227.562597620326	16981.17175110884	14493.679883615267	11425.982232699436	23755.528808971358	11211.523166641997	22954.14770212063	12574.640497448883	23650.75380937395	19593.26900146622	11180.094641900034	26377.86460195725	21836.492064430586	12888.811794529394	22624.84052678556	22310.076018797125	12029.89304171975	21748.179260596302	17752.77242301314	12630.758636487373	21220.17705656831	11265.067768855624	20609.246189108693	20926.874674374078	22289.00658196529	14001.205937428615	17576.240474985512
GLYCOGENSYNTH-PWY	3402.067942942943	6388.840960960961	3103.826891891892	2253.0419219219216	4580.01481981982	4230.656726726727	3826.623551628552	5624.3672372372375	4302.779864864865	4777.4207057057065	3675.0305139755146	3762.113446523447	5482.294954954955	2720.5017313467315	7312.232576807576	2757.3001051051046	7134.167293832294	3704.0257207207205	2733.0608858858864	9451.543001848	6151.409017094018	2734.6702252252253	5156.27072072072	4311.591801801802	3296.929599214599	4131.151531531531	4667.135060060061	4291.094948024948	4510.399334719335	3724.7660949410947	3785.435664125664	6944.442882882882	8521.83855971356	5404.416017556017	7014.654566874566
GLYCOL-GLYOXDEG-PWY	483.42857142857144	91.92	51.26857142857143	229.22285714285715	214.36571428571426	96.49142857142857	66.93714285714286	91.92	64.33142857142856	51.58857142857143	155.92000000000002	311.01714285714286	27.759999999999998	235.74857142857144	80.0	153.7942857142857	69.38285714285713	73.63428571428572	29.71428571428571	69.22285714285714	98.44571428571427	142.36571428571426	104.0	66.61714285714285	128.16	130.93714285714285	573.7142857142857	274.9371428571428	75.92	61.71428571428571	71.83999999999999	111.83999999999999	616.0	419.26857142857136	740.0914285714284
GLYCOLYSIS	10560.647120396523	16778.426711042222	9977.672158263586	8800.198704182338	16054.417988862344	11776.381508704033	8840.143770084285	12608.022221648036	14343.896209967652	8503.189045611056	10465.020765775136	8403.404901675574	16571.54982321236	7722.940292134968	18448.524842321676	9503.777972510823	18133.5796146395	10571.763618157296	6493.619490988737	21488.575755840644	15144.822370220261	9243.603107470795	12589.072646334002	13371.41997196483	9396.01681474007	13224.59315329587	9548.496950643144	9729.93037683818	14925.913224704307	9238.559487671258	14746.091884106663	16080.090282692607	12979.301098891767	8645.326463362864	9284.714431604914
