pathway	1002R_0_M_NS6_week10	1002R_L_M_NS6_week10	1075R_0_M_NS6_week9	184R_0_F_NS6_week10	184R_L_F_NS6_week10	2403R_L_F_NS6_week10	2506R_0_F_NS6_week10	3894R_0_M_NS6_week10	NS6_inocula	016R_0_F_NS6_week9	1075R_L_M_NS6_week9	1184R_0_M_NS6_week9	1186R_0_M_NS6_week9	1186R_RR_M_NS6_week9	184R_0_M_NS6_week9	2403R_0_F_NS6_week9	2476R_R_F_NS6_week9	2562R_0_F_NS6_week9	2562R_RL_F_NS6_week9	016R_0_F_NS6_week5	016R_R_F_NS6_Pellet_week9	1075R_RL_M_NS6_Pellet_week9	NS6_defined_inocula	016R_R_F_NS6_week5	1075R_0_M_NS6_week5	1075R_RL_M_NS6_week5	1184R_0_M_NS6_week5	1186R_0_M_NS6_week5	1186R_RR_M_NS6_week5	184R_0_M_NS6_week5	2403R_0_F_NS6_week5	2476R_R_F_NS6_week5	2562R_0_F_NS6_week5	2562R_RL_F_NS6_week5	NS6_defined_inocula.1
FASYN-INITIAL-PWY	0.0021558919238635053	0.0	9.802374998481863e-11	0.0	0.0	0.0	0.0	0.40713514425863273	0.0	0.0	0.0	0.0	0.0	0.0	0.2858078468379032	0.0	0.0	6.229274439580831e-15	3.132640302268021e-05	8.499999999999957e-15	0.0	0.0	0.0	0.0	0.0	4.999999999999988e-16	0.0	0.0	0.0	0.0	0.47916539628335286	0.09459195885970866	0.0	8.692108282813205e-08	0.0
GALACT-GLUCUROCAT-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9994896279362676	0.0	0.0	0.0	0.0	0.0	0.0	0.7441634679056195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3023020654392663e-13	2.842808716701959e-14	0.0	0.0	0.0	0.0	7.230734898999401e-10	1.3716157590195018e-07	0.0	3.552884999858586e-11	0.0
GALACTUROCAT-PWY	0.002566983371343523	0.9175709161465904	0.9999999998949607	0.0	0.6984671269937347	0.9998633623896099	0.0	0.9997564791179911	3.670953270846058e-12	1.0	0.8575330241505041	0.9999611393067059	1.0	1.0	1.0	0.0	0.9999999998246608	0.002197033256881417	0.0058490106151429	1.5456249999856663e-11	0.607341078676912	0.9999999701951443	5.102409153571905e-09	0.028986339017448674	2.191749999997118e-12	0.0044614801603098785	7.029999999997035e-13	0.6677600726601884	0.9999823297700078	0.0	0.03987807638665497	0.9995123439459271	2.559772061853959e-07	0.5425559134067695	5.871249999879267e-12
GLUCOSE1PMETAB-PWY	1.0	1.0	1.0	0.99999408124922	1.0	1.0	0.9999999889842425	1.0	0.9999999999879625	0.999999999980252	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GLUCUROCAT-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.396474422747541e-07	7.33799999999641e-13	3.716181290793331e-09	0.0	0.0	0.0	0.02735487357348365	5.7849080636601727e-05	0.0	0.7547625796742921	0.0
GLUTORN-PWY	0.0	0.0	0.0	0.0004993608838797318	0.0	0.0	0.34918899093188044	0.0	0.0	0.0	0.0	1.9900324996763742e-10	0.0	0.0	2.1808249999589125e-11	0.0	0.0	0.0	0.0	0.5591817526254806	0.0	0.0	0.0	0.0	0.0	0.0	0.14767769995848667	0.0	0.0	5.6902149747858275e-09	0.0	0.0	0.0	1.9999999999999966e-15	0.0
GLYCOCAT-PWY	0.9999999875010587	1.0	1.0	1.0	0.9999999489377353	1.0	1.0	0.9999999882896969	1.0	1.0	0.999997564309643	0.9999999914146281	0.9999999999989362	0.9999999999689955	0.9999999999999605	1.0	0.9999999999999998	1.0	0.9999999965633346	0.9999140981244727	0.9999999999999984	0.9999999980568863	1.0	0.9999737174791513	0.9999999999999931	0.9999999990172894	0.9999999998047175	0.9999999999995262	0.9999999993832076	0.9999999999999996	0.9945234135490112	0.9996953700911174	1.0	0.9999973777920231	1.0
GLYCOGENSYNTH-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.494679593284463e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6267032819736447e-13	0.0	0.0
HISTSYN-PWY	0.4129312570357454	0.9786078883240646	0.6806414649670562	0.9917114078713766	0.6108434573257048	0.997097516739102	0.2717685250635284	0.6200587331635338	0.09063283200992078	0.6483810321981989	0.6879939989421707	0.6056973685620295	0.6496858460612467	0.6569118229559174	0.5548595658512755	0.07149727921759749	0.4815114309589727	0.6590323475543483	0.9272876484009255	0.47353652994573975	0.9869401292663745	0.8651051718842323	4.796608968914138e-05	0.8449548812977867	0.555614117620207	0.8735000149326756	0.821392838464324	0.5572612829459019	0.5673445023374135	0.7102065558135916	0.5143960552082931	0.31890327471559105	0.583331799298437	0.6434712238230069	0.0001932848702196481
ILEUSYN-PWY	0.8757747196122144	0.9996795941881951	0.9786624902239869	0.9999817887946125	0.8353310762617917	0.9995637985084408	0.9999999918504535	0.7863663807956731	0.9999999999992286	0.8284682958523625	0.8384724238940293	0.8600923560116149	0.8860153403497611	0.8552172404574216	0.81423813287155	0.9999997810285288	0.9996173925353697	0.9996591350567724	0.9804627241668854	0.8076395125022239	0.9982761301296643	0.9216991685520531	1.0	0.9691080096516929	0.990520163285944	0.9891310349040181	0.972982020132123	0.996185190600414	0.9774079205455847	0.9985087922469489	0.7082932590194837	0.6683571962422723	0.9986871748225111	0.8406425284882962	1.0
NAGLIPASYN-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.249999999999999e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NONOXIPENT-PWY	0.9999999999661484	0.9999999999999993	0.9999999999075182	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999997988	1.0	1.0	1.0	1.0	1.0	0.9999999999847065	0.9999999911254017	0.9999999999993958	0.9999999345846403	0.9999999999999494	1.0	1.0	0.9999997138167285	0.9999999999933293	0.999999999999936	0.9999999999370761	0.9999997371713072	0.9999999967381319	0.9999999964759259	0.9999999999679106	0.9996346782570448	0.9999999134480465	0.9999996121948905	1.0
P108-PWY	0.9521518006274915	0.9996812092755243	0.6826676586004062	0.9999999996627085	0.00039434228671368236	0.9999997992015791	0.07103142673959952	0.9999999999184387	1.0217039999304079e-10	0.9999763994268248	0.9999925119024161	0.9999998226562388	0.9467490505543337	0.9999999918634842	0.4569599428953842	0.8976396649255954	0.9100283994712443	0.08842533283124887	0.9363897044013185	0.07507183814629746	0.9999806227246454	0.9999999998742379	0.0	0.8827268541403583	0.9248366584824265	0.9907586651901163	0.39441611581510844	0.012411646291933831	0.9677537133937117	0.8979552990609931	0.99991960369123	0.10097261138063092	0.0035572254540068666	0.4264276018701361	0.0
P42-PWY	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PANTO-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PANTOSYN-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9999999999999935e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PEPTIDOGLYCANSYN-PWY	0.0	0.0	0.001200608177700595	0.0	2.2664767290304835e-05	0.0	0.0	0.0004012433851591728	0.9999956766058448	9.999999999999916e-15	0.009823084611899444	0.940449374920631	5.809961884466945e-05	0.2473511251337849	0.28565885863330626	0.0	4.187903282791046e-05	0.0	0.0	0.0	1.2477078604134444e-07	0.07523260756824737	1.0	0.0	0.024432029844415518	7.2232508111527585e-06	5.099999999999791e-14	0.0	3.5366816448561892e-06	0.0	0.0	0.03997651322659853	0.014956378613291414	0.29676651598996423	1.0
PHOSLIPSYN-PWY	0.0	0.0	0.0	0.0005815598532962653	0.0	0.0	0.9980927137029376	0.0	0.00476657538976411	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8264809916763733e-09	0.0	0.0	0.9540744037554753	0.0	0.0	0.0	4.8211499998085976e-11	0.0	0.0	4.634547818151173e-05	0.0	0.0	6.4999999996886255e-15	0.0	0.9970002833106051
POLYISOPRENSYN-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.19999999999996e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.59999999296877e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-2942	0.9214493338371598	0.9998197972014576	0.9854610194555493	0.9999865415342234	0.8724307042525591	0.9997211482334335	0.9999999966026044	0.8418714811399809	1.0	0.8534826749583434	0.8654005130215392	0.8754540299245278	0.9025805070237304	0.88412733499343	0.8346450120888935	0.9999998832155479	0.9997659068862269	0.9997705979643693	0.9840023554877575	0.8628244078567442	0.9986008073725404	0.937040012777874	1.0	0.9789126539940135	0.9926824080305395	0.9930457906231754	0.9817990368568226	0.997736185891295	0.9856457768903368	0.9988755608241698	0.7646547030208973	0.7271424649632059	0.9992474105787059	0.8636907187717061	1.0
PWY-3001	0.0	0.0	1.6999999999999735e-14	0.0	0.0	0.0	0.0	0.0	0.06690313760393442	0.0	0.0	4.138852589095431e-05	1.7499999999999705e-14	9.999999999999902e-15	4.999999999999998e-16	0.0	0.0	0.0	0.0	0.0	0.0	6.499999999999634e-14	0.0	0.0	4.999999999999998e-16	0.0	0.0	0.0	0.0	0.0	0.0	4.4754649970940813e-10	0.0	4.310593677779642e-05	0.0
PWY-5097	0.987404794787462	0.9999654110714239	0.9958310363302862	0.999997741224162	0.9513980174772588	0.9999136273748569	1.0	0.941080057225976	1.0	0.9454776778448144	0.9382011202237669	0.9299844118862411	0.9633879732263185	0.9466524641513845	0.9268780242772878	0.999999989300973	0.9999755835603897	0.9999451758000191	0.9949286974471493	0.9996568285110292	0.9995717458385348	0.9718450223817348	1.0	0.9995023324244834	0.9983037545140984	0.9994702146171438	0.9999550327064608	0.9999867536257998	0.998763478871025	0.9995292646385986	0.9461247705276381	0.9292066127744675	0.9999988171446248	0.9488524851875916	1.0
PWY-5100	2.859999999999959e-14	0.007962158834625864	0.9998448739373638	0.0	0.9791282627576421	0.0009044781541084379	0.5482918641356069	0.9999999999990505	1.0	0.9999218912914496	0.6679290532544847	0.9999999979983247	1.0	1.0	1.0	0.7033062348400201	0.9999999999999998	0.8907496992288836	0.0	0.0	1.505416528686045e-07	0.9999391766403682	1.0	4.521449707824396e-07	0.9999999998668017	0.6573531629722421	0.6881333746528444	0.9998943514426742	0.999995648232032	2.899999999999958e-14	0.0	0.9994528569855478	1.0	0.9999999796377539	1.0
PWY-5101	0.8980877603814594	0.9997436589239219	0.9828568336834151	0.9999854309826262	0.8637785738837025	0.9996510083606177	0.9999999934803626	0.8214648840410642	0.9999999999993829	0.8578996951932084	0.8664639894952859	0.8848518639236732	0.9066849760303214	0.8807198505260391	0.845656270419969	0.9999998248228154	0.9996938906043479	0.9997272894539249	0.9843088669345416	0.8399543168762598	0.9986204284633703	0.9363627651618678	1.0	0.9751327680635604	0.992401724546634	0.9912858852413837	0.9782681861639556	0.9969458222591406	0.9818443014395822	0.9988066778993254	0.7521762346287961	0.715837679237845	0.9989494640239931	0.8683170917299938	1.0
PWY-5103	0.4187849264458071	0.9800091654940222	0.7110926580776926	0.9908869498462538	0.5842185943156313	0.9959197283180444	0.35899345433535385	0.6182931348587049	0.034609304326844885	0.6753991788270788	0.7030682403161765	0.5955142056152742	0.6733805354025898	0.6823427708428509	0.543757482124524	0.08690253888744796	0.5277453437267611	0.715381680871353	0.9299307892391342	0.5044733629576631	0.9870325910876595	0.8800543710537363	0.0	0.8792064693090857	0.7360680190804348	0.9150508383337818	0.9081638842749865	0.6443964191994136	0.666949099610952	0.8030509280194168	0.5288972249095235	0.31535638504590224	0.6932090675160628	0.679048640869938	0.0
PWY-5104	0.8980877603814594	0.9997436589239219	0.9828568336834151	0.9999854309826262	0.8637785738837025	0.9996510083606177	0.9999999934803626	0.8214648840410642	0.9999999999993829	0.8578996951932084	0.8664639894952859	0.8848518639236732	0.9066849760303214	0.8807198505260391	0.845656270419969	0.9999998248228154	0.9996938906043479	0.9997272894539249	0.9843088669345416	0.8399543168762598	0.9986204284633703	0.9363627651618678	1.0	0.9751327680635604	0.992401724546634	0.9912858852413837	0.9782681861639556	0.9969458222591406	0.9818443014395822	0.9988066778993254	0.7521762346287961	0.715837679237845	0.9989494640239931	0.8683170917299938	1.0
PWY-5659	0.9999998782315089	0.9999999999794351	1.0	1.0	1.0	0.9999999999994929	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999999811	1.0	1.0	0.9999999729407753	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999999769	0.999999999984275	1.0	0.9999999999801812	1.0	1.0	1.0	1.0
PWY-5667	0.9651095338593674	0.9999944852641475	0.9934368166933615	0.9999999473486302	0.9575296753495111	0.9999973553230123	1.0	0.9760322329504747	1.0	0.9976446729667894	0.9393436152510851	0.9841332330302445	0.9877061006675754	0.9950589145130001	0.981201223413809	0.9999999971789304	0.9999999698202935	0.9999992980641144	0.9982510233396713	0.8081569869909874	0.9999829390065453	0.9818782049684113	1.0	0.971954702495235	0.999241706009325	0.9974168576298221	0.9896416366326223	0.9984242926321437	0.9922634971361513	0.9998162375112164	0.7413564687310045	0.8431269115145492	0.9999382229013161	0.9191461408790558	1.0
PWY-5686	0.9939802978391071	0.9999902120944592	1.0	0.9999999999999932	0.9999999999689516	0.999990083058141	0.9999999999994148	1.0	1.0	0.9999616783975525	0.9999999463718682	0.9999999999777822	0.9990126009803811	0.9974990699556155	1.0	0.9999999999598265	0.9999803607611146	0.9999999837829492	0.9999999962074488	0.9982659621616327	0.9999999998606013	0.9999999999967385	1.0	0.9999999005649134	1.0	0.9999999999999766	0.9999999999999997	0.9999778736025594	0.9999588099226082	0.9999999999999966	0.9983844806757028	0.9999999999987667	1.0	1.0	1.0
PWY-5695	0.5186247521319138	0.999357410903481	1.0	0.10305485129840489	1.0	0.9999999999999989	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.031087469987782224	0.15548488869675323	2.449802972229023e-06	0.9999999971366349	1.0	1.0	0.9728785615158183	1.0	1.0	1.0	0.9914762281309246	1.0	0.8501016485604789	0.9999968069165155	0.9999999859511319	1.0	1.0	1.0
PWY-5913	0.009644436144335551	4.611841053654608e-08	0.0	0.42082617660731275	0.0	0.0	0.010020375520187901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0399999999999792e-14	1.0413999999994578e-12	0.20026617385602646	0.0	0.0	0.0	0.0	0.0	0.0	0.5496502055879341	0.0	0.0	0.2375867415437967	0.3079067688669853	0.0	0.0	0.0	0.0
PWY-5941	0.9999999750021176	1.0	1.0	1.0	0.999999897875476	1.0	1.0	0.9999999765793942	0.9996599911339092	1.0	0.9999951286311513	0.9999999828292564	0.9999999999978724	0.9999999999379907	0.999999999999921	1.0	1.0	1.0	0.9999999931266692	0.9998282110059423	0.9999999999999969	0.9999999961137727	1.0	0.9999474363398081	0.9999999999999862	0.9999999980345788	0.9999999996094351	0.9999999999990614	0.9999999987664152	0.9999999999999989	0.9891064863671872	0.9993909257244757	1.0	0.9999947555977983	1.0
PWY-5973	0.9617105744630011	0.9999189085397947	0.9900065458309043	0.999997894878664	0.949999582087789	0.9999405342223927	0.9999999971800214	0.8663845077051929	1.0	0.9174266124852866	0.9158440119212133	0.9553219158484003	0.9426529507315502	0.9211767254814088	0.9356796830439024	0.9999999791926328	0.9999391300022369	0.9998799592785246	0.9940991108490315	0.9547043331759063	0.9992449161526302	0.9407721924689859	1.0	0.9916639109045499	0.9918325612316462	0.9960604839389531	0.9830834318376089	0.9983616296529042	0.9892849877061973	0.9992407841268982	0.8454138040878737	0.8984088090390979	0.9993627581155994	0.9211175800083367	1.0
PWY-5989	0.9999999952939648	0.0	0.3797544571131997	0.0	0.0	0.0	0.0	0.45178083516241063	0.0	0.0	0.0	0.0	0.0	0.0	0.32442478627997834	0.0	0.0	1.1270999999991531e-12	3.782485294204745e-05	0.9969232037126762	0.0	0.0	0.0	0.0	0.0	5.999999999999998e-16	0.0	0.0	0.0	0.0	0.999999999999968	0.9999999999999938	0.0	1.0430530674693481e-07	0.0
PWY-6121	0.9999999999987779	1.0	1.0	0.9999999999999993	0.9999999999903636	1.0	1.0	1.0	1.0	1.0	0.9999999699001156	0.9999999999907481	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999989822534	0.9999999702220472	0.9999999999983882	0.9999999999991342	1.0	0.9999999373099787	1.0	0.9999999999999947	1.0	1.0	0.9999999999952014	0.9999999999999993	0.999755761789397	0.9999999999999993	1.0	1.0	1.0
PWY-6122	0.9999999999984723	1.0	1.0	0.9999999999999991	0.9999999999879545	1.0	1.0	1.0	1.0	1.0	0.9999999623751449	0.999999999988435	1.0	1.0	1.0	1.0	1.0	1.0	0.999999998727817	0.9999999627775593	0.9999999999979852	0.9999999999989178	1.0	0.9999999216374745	1.0	0.9999999999999933	1.0	1.0	0.9999999999940017	0.9999999999999991	0.9996947208769527	0.9999999999999991	1.0	1.0	1.0
PWY-6123	0.9136056941174175	0.999786373309719	0.9856730933121539	0.9999878591227084	0.8838450118808081	0.9997091567168691	0.9999999945669689	0.8466579121276063	0.9999999999994857	0.8787105343205226	0.8861869657323967	0.9021656460171905	0.9210089717427317	0.8985837172099848	0.8679842583620279	0.9999998540190086	0.9997448958219922	0.9997727308818232	0.9868897699684952	0.862973514483458	0.998850092656069	0.9464004834646493	1.0	0.9791910632557084	0.9936600750394944	0.9927276757231013	0.9818243233999269	0.9974535556670172	0.9848243303858201	0.9990053670965331	0.7845794324937422	0.7514254806479692	0.9991244000451187	0.8878018125029559	1.0
PWY-6147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015675770381413476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14013196149817905
PWY-6163	0.6168876391447227	0.9981733590327079	3.999999999999987e-15	0.8864230865119532	1.1217258744950543e-07	0.9971257940177312	0.9999955319821497	0.0	0.9999936869432974	0.01899212047014486	0.00011083465657895244	3.289068913784558e-07	0.40875898781017256	0.404726609650215	0.0	0.9999513006764665	0.99838908265628	0.9659003310652126	0.07295675649258046	0.1890039799428348	0.5602118264681296	2.872413212136715e-06	1.0	0.10539804734242159	6.362349999673063e-11	0.0007584142785637168	7.832642750686275e-07	0.961733799529171	0.7471349279997642	0.04034006972217785	0.0390221828259431	6.229999999995355e-13	4.302132301738615e-08	0.0	1.0
PWY-6277	0.9999999999984723	1.0	1.0	0.9999999999999991	0.9999999999879545	1.0	1.0	1.0	1.0	1.0	0.9999999623751449	0.999999999988435	1.0	1.0	1.0	1.0	1.0	1.0	0.999999998727817	0.9999999627775593	0.9999999999979852	0.9999999999989178	1.0	0.9999999216374745	1.0	0.9999999999999933	1.0	1.0	0.9999999999940017	0.9999999999999991	0.9996947208769527	0.9999999999999991	1.0	1.0	1.0
PWY-6282	0.9999999952939648	0.0	0.3797544571131997	0.0	0.0	0.0	0.0	0.4517808351624107	0.0	0.0	0.0	0.0	0.0	0.0	0.32442478627997834	0.0	0.0	1.1270999999991531e-12	3.782485294204745e-05	0.9969232037126762	0.0	0.0	0.0	0.0	0.0	5.999999999999999e-16	0.0	0.0	0.0	0.0	0.999999999999968	0.9999999999999939	0.0	1.0430530674693482e-07	0.0
PWY-6385	0.0	0.0	0.001200608177700595	0.0	2.266476729030484e-05	0.0	0.0	0.0004012433851591728	0.9999956766058448	9.999999999999916e-15	0.009823084612806933	0.9404493749230587	5.809961884466945e-05	0.2473511251337849	0.28565885863330626	0.0	4.187903282791046e-05	0.0	0.0	0.0	1.2477078604134444e-07	0.07523260756824929	1.0	0.0	0.024432029844415518	7.2232508111527585e-06	5.099999999999791e-14	0.0	3.5366816448561892e-06	0.0	0.0	0.03997651322659853	0.014956378613291414	0.29676651598996423	1.0
PWY-6386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5055199957439246	0.0	0.0	4.463999999999867e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.279999999999272e-14	1.0
