Sample	Top overrepresented sequence	Sum of remaining overrepresented sequences
2808_NS1_RR_Female_week5_S40_L001_R2_001	25.253043601359003	65.81080124575311
2808_NS1_RR_Female_week9_S52_L001_R1_001	33.523004517479656	60.63496560734129
2808_NS1_RR_Female_week9_S52_L001_R2_001	30.780249012293208	58.20072090790323
2808_NS1_R_Female_week5_S39_L001_R1_001	28.939038844889826	65.56960831851733
2808_NS1_R_Female_week5_S39_L001_R2_001	21.620602338236086	67.00474112386186
2808_NS1_R_Female_week9_S51_L001_R1_001	30.961476822855754	62.491228982042145
2808_NS1_R_Female_week9_S51_L001_R2_001	28.437156197752888	59.99289655829587
2824_NS1_0_Male_week5_S43_L001_R1_001	37.909610082709726	56.68077983458054
2824_NS1_0_Male_week5_S43_L001_R2_001	25.985624261520286	62.561047656557704
2824_NS1_0_Male_week9_S55_L001_R1_001	25.61122919497776	67.48899497078875
2824_NS1_0_Male_week9_S55_L001_R2_001	22.117495383114395	68.47857648930858
2824_NS1_L_Male_week5_S44_L001_R1_001	38.78288827113695	55.73666919383371
2824_NS1_L_Male_week5_S44_L001_R2_001	26.36537219554657	62.191475023165694
2824_NS1_L_Male_week9_S56_L001_R1_001	27.41890767951206	65.0198144131509
2824_NS1_L_Male_week9_S56_L001_R2_001	25.855770642052217	63.482770430046145
2824_NS1_R_Male_week5_S45_L001_R1_001	38.69257546788949	55.80015386841965
2824_NS1_R_Male_week5_S45_L001_R2_001	26.91707101560774	63.11118897631797
2824_NS1_R_Male_week9_S57_L001_R1_001	27.321244683232592	66.80635773449742
2824_NS1_R_Male_week9_S57_L001_R2_001	24.966196552496083	63.87194985448846
2864_NS1_R_Male_week5_S46_L001_R1_001	34.325422081303444	60.58414432345488
2864_NS1_R_Male_week5_S46_L001_R2_001	23.5867942650173	66.05529004709722
2864_NS1_R_Male_week9_S58_L001_R1_001	24.504047450292834	69.52810832991383
2864_NS1_R_Male_week9_S58_L001_R2_001	22.48964822620957	65.85369493042863
2893_NS1_0_Male_week5_S47_L001_R1_001	34.64681495654947	59.81025273060671
2893_NS1_0_Male_week5_S47_L001_R2_001	24.596388423822052	64.14534003029578
2893_NS1_0_Male_week9_S59_L001_R1_001	32.17783560429505	62.564876109864024
2893_NS1_0_Male_week9_S59_L001_R2_001	29.677871348708194	59.76465878383209
2893_NS1_R_Male_week5_S48_L001_R1_001	38.1434984550207	56.14202149367433
2893_NS1_R_Male_week5_S48_L001_R2_001	26.438579785063254	62.61441592008862
2893_NS1_R_Male_week9_S60_L001_R1_001	30.484112804545273	64.1083236150766
2893_NS1_R_Male_week9_S60_L001_R2_001	28.079921411378116	61.12046234007962
2999_NS1_0_Female_week5_S41_L001_R1_001	37.6864645014654	57.10987499252348
2999_NS1_0_Female_week5_S41_L001_R2_001	25.85202464262217	64.20001196243794
2999_NS1_0_Female_week9_S53_L001_R1_001	34.9816369359916	59.80565757257783
2999_NS1_0_Female_week9_S53_L001_R2_001	31.879590766002096	56.8205666316894
2999_NS1_R_Female_week5_S42_L001_R1_001	30.89426569232927	63.8463435748381
2999_NS1_R_Female_week5_S42_L001_R2_001	27.803436618900925	62.64647705454774
2999_NS1_R_Female_week9_S54_L001_R1_001	33.314727470625996	61.52772738689961
2999_NS1_R_Female_week9_S54_L001_R2_001	31.0708604281209	59.08919650581899
3995R_S2_0_Female_week5_S64_L001_R1_001	28.60243987924972	65.28712110077221
3995R_S2_0_Female_week5_S64_L001_R2_001	29.751715716756927	58.7606137008604
3995R_S2_0_Female_week9_S78_L001_R1_001	36.68424654776762	56.58601392970731
3995R_S2_0_Female_week9_S78_L001_R2_001	34.688997141591855	55.534441805225654
3995R_S2_L_Female_week5_S65_L001_R1_001	30.428925106509546	64.01858121407764
3995R_S2_L_Female_week5_S65_L001_R2_001	27.517518305645222	60.29009089398035
3995R_S2_L_Female_week9_S79_L001_R1_001	16.790891528878475	76.78009157146985
3995R_S2_L_Female_week9_S79_L001_R2_001	33.2844039488295	55.384006936310676
3995R_S2_RR_Female_week5_S67_L001_R1_001	28.193355249866848	66.44658304101085
3995R_S2_RR_Female_week5_S67_L001_R2_001	33.58096567430072	55.9514407978108
3995R_S2_RR_Female_week9_S81_L001_R1_001	31.336969063421467	62.98458595082889
3995R_S2_RR_Female_week9_S81_L001_R2_001	29.12052149387087	60.29575645210599
3995R_S2_R_Female_week5_S66_L001_R1_001	31.04432585181437	62.770294137302265
3995R_S2_R_Female_week5_S66_L001_R2_001	30.330224254632594	59.6484863528311
3995R_S2_R_Female_week9_S80_L001_R1_001	30.646985881175624	63.40744447103357
3995R_S2_R_Female_week9_S80_L001_R2_001	28.15770008919442	60.380816672830505
3997R_S2_L_Male_week5_S73_L001_R1_001	38.73723631469616	55.58188751377551
3997R_S2_L_Male_week5_S73_L001_R2_001	45.07641144172347	45.23147741790769
3997R_S2_L_Male_week9_S87_L001_R1_001	18.11627102520863	75.84046785142905
3997R_S2_L_Male_week9_S87_L001_R2_001	33.53926146927833	53.8991222380767
3997R_S2_R_Male_week5_S74_L001_R1_001	29.363574696049955	65.07111010615786
3997R_S2_R_Male_week5_S74_L001_R2_001	34.822790020814125	54.10687677920211
3997R_S2_R_Male_week9_S88_L001_R1_001	33.057045343734764	60.907437272624996
3997R_S2_R_Male_week9_S88_L001_R2_001	30.44199827476278	58.9627948842966
NS1_mouse_inoculum_S35_L001_R1_001	19.49240169199436	74.00908663637787
NS1_mouse_inoculum_S35_L001_R2_001	17.683691054363152	69.20570264765784
Positive_Control_S89_L001_R1_001	18.705601069363965	73.82194263193071
Positive_Control_S89_L001_R2_001	15.780697704863814	70.25900381029814
S2_mouse_inoculum_S36_L001_R1_001	11.466390331316163	82.27827809488913
S2_mouse_inoculum_S36_L001_R2_001	15.772298144469191	71.65577928286396
negative_ctrl_S90_L001_R1_001	62.42936781827145	30.141453980052326
negative_ctrl_S90_L001_R2_001	59.11866206530395	30.611703136258484
