Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
2514R_S2_L_Male_week5_S71_L001_R1_001	2514R_S2_L_Male_week5_S71_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	82411.0	0.0	54-301	50.0	2.8746162526847145	277.34198104621953	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
2514R_S2_L_Male_week5_S71_L001_R2_001	2514R_S2_L_Male_week5_S71_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	82411.0	0.0	50-301	52.0	4.147504580699179	265.21173144361796	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
2514R_S2_L_Male_week9_S85_L001_R1_001	2514R_S2_L_Male_week9_S85_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	197430.0	0.0	51-301	50.0	1.704401560046599	278.4087777946614	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
2514R_S2_L_Male_week9_S85_L001_R2_001	2514R_S2_L_Male_week9_S85_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	197430.0	0.0	50-301	53.0	4.904523122119232	263.55847135693665	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
2514R_S2_R_Male_week5_S72_L001_R1_001	2514R_S2_R_Male_week5_S72_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	116980.0	0.0	52-301	50.0	2.123439904257138	277.75179517866303	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
2514R_S2_R_Male_week5_S72_L001_R2_001	2514R_S2_R_Male_week5_S72_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	116980.0	0.0	50-301	53.0	4.178492049923064	264.6109847837237	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
2514R_S2_R_Male_week9_S86_L001_R1_001	2514R_S2_R_Male_week9_S86_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	209538.0	0.0	57-301	49.0	1.4665597648159283	279.6482165526062	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
2514R_S2_R_Male_week9_S86_L001_R2_001	2514R_S2_R_Male_week9_S86_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	209538.0	0.0	50-301	52.0	3.7563592283977134	267.06648913323596	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
2808_NS1_0_Female_week5_S37_L001_R1_001	2808_NS1_0_Female_week5_S37_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	264619.0	0.0	51-301	49.0	1.4175097026290628	278.9166461969851	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
2808_NS1_0_Female_week5_S37_L001_R2_001	2808_NS1_0_Female_week5_S37_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	264619.0	0.0	50-301	52.0	4.38970746620613	265.37267921048755	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
2808_NS1_0_Female_week9_S49_L001_R1_001	2808_NS1_0_Female_week9_S49_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	128313.0	0.0	52-301	49.0	1.82678294483022	279.09813502918644	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
2808_NS1_0_Female_week9_S49_L001_R2_001	2808_NS1_0_Female_week9_S49_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	128313.0	0.0	50-301	52.0	4.937145885451981	266.69188624691185	277	pass	warn	warn	pass	fail	fail	pass	warn	fail	fail	pass
2808_NS1_L_Female_week5_S38_L001_R1_001	2808_NS1_L_Female_week5_S38_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	142448.0	0.0	52-301	50.0	1.7718746489947208	278.59035577895094	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
2808_NS1_L_Female_week5_S38_L001_R2_001	2808_NS1_L_Female_week5_S38_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	142448.0	0.0	50-301	52.0	5.403375266764012	263.18877063911043	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
2808_NS1_L_Female_week9_S50_L001_R1_001	2808_NS1_L_Female_week9_S50_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	104955.0	0.0	52-301	50.0	1.9265399456910106	278.91191463007954	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
2808_NS1_L_Female_week9_S50_L001_R2_001	2808_NS1_L_Female_week9_S50_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	104955.0	0.0	50-301	52.0	5.139345433757325	266.28005335620026	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
2808_NS1_RR_Female_week5_S40_L001_R1_001	2808_NS1_RR_Female_week5_S40_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	56512.0	0.0	64-301	50.0	3.330266138165346	276.77960433182335	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
2808_NS1_RR_Female_week5_S40_L001_R2_001	2808_NS1_RR_Female_week5_S40_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	56512.0	0.0	50-301	52.0	4.993629671574179	265.7570427519819	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
2808_NS1_RR_Female_week9_S52_L001_R1_001	2808_NS1_RR_Female_week9_S52_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	127062.0	0.0	54-301	50.0	1.8935637720168108	278.54345909870773	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
2808_NS1_RR_Female_week9_S52_L001_R2_001	2808_NS1_RR_Female_week9_S52_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	127062.0	0.0	50-301	53.0	4.986542003116589	264.1947238356078	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
2808_NS1_R_Female_week5_S39_L001_R1_001	2808_NS1_R_Female_week5_S39_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	148488.0	0.0	52-301	49.0	1.6957599267280858	279.22497440870643	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
2808_NS1_R_Female_week5_S39_L001_R2_001	2808_NS1_R_Female_week5_S39_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	148488.0	0.0	50-301	52.0	4.895345078390173	266.0504956629492	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
2808_NS1_R_Female_week9_S51_L001_R1_001	2808_NS1_R_Female_week9_S51_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	115437.0	0.0	51-301	50.0	2.212462208823861	277.93036028309814	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
2808_NS1_R_Female_week9_S51_L001_R2_001	2808_NS1_R_Female_week9_S51_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	115437.0	0.0	50-301	52.0	5.550213536387813	263.85319265053664	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
2824_NS1_0_Male_week5_S43_L001_R1_001	2824_NS1_0_Male_week5_S43_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	101560.0	0.0	55-301	49.0	1.9367861362741237	278.97656557699884	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
2824_NS1_0_Male_week5_S43_L001_R2_001	2824_NS1_0_Male_week5_S43_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	101560.0	0.0	50-301	52.0	5.570106341079165	266.0863528948405	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
2824_NS1_0_Male_week9_S55_L001_R1_001	2824_NS1_0_Male_week9_S55_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	172194.0	0.0	50-301	49.0	2.1127333124266814	277.99131212469655	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
2824_NS1_0_Male_week9_S55_L001_R2_001	2824_NS1_0_Male_week9_S55_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	172194.0	0.0	50-301	52.0	3.9199972124464266	267.10193154233014	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
2824_NS1_L_Male_week5_S44_L001_R1_001	2824_NS1_L_Male_week5_S44_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	142452.0	0.0	50-301	49.0	1.7290034537949626	278.96670457417235	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
2824_NS1_L_Male_week5_S44_L001_R2_001	2824_NS1_L_Male_week5_S44_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	142452.0	0.0	50-301	52.0	4.942015556117148	266.0966992390419	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
2824_NS1_L_Male_week9_S56_L001_R1_001	2824_NS1_L_Male_week9_S56_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	122638.0	0.0	51-301	50.0	2.67209184755133	277.22315269329243	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
2824_NS1_L_Male_week9_S56_L001_R2_001	2824_NS1_L_Male_week9_S56_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	122638.0	0.0	50-301	52.0	4.7424126290383075	259.21309055920676	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
2824_NS1_R_Male_week5_S45_L001_R1_001	2824_NS1_R_Male_week5_S45_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	131281.0	0.0	54-301	49.0	1.7428264562274816	279.32514986936417	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
2824_NS1_R_Male_week5_S45_L001_R2_001	2824_NS1_R_Male_week5_S45_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	131281.0	0.0	50-301	52.0	4.348687167221456	267.8358787638729	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
2824_NS1_R_Male_week9_S57_L001_R1_001	2824_NS1_R_Male_week9_S57_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	111675.0	0.0	54-301	50.0	2.000447727781509	278.78853816879337	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
2824_NS1_R_Male_week9_S57_L001_R2_001	2824_NS1_R_Male_week9_S57_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	111675.0	0.0	50-300	52.0	5.3396015222744575	265.7316498768749	277	pass	warn	warn	pass	fail	fail	pass	warn	fail	fail	pass
2864_NS1_R_Male_week5_S46_L001_R1_001	2864_NS1_R_Male_week5_S46_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	86417.0	0.0	55-301	49.0	1.9220755175486306	279.3691056157932	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
2864_NS1_R_Male_week5_S46_L001_R2_001	2864_NS1_R_Male_week5_S46_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	86417.0	0.0	50-301	52.0	5.093905134406425	266.69637918465116	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
2864_NS1_R_Male_week9_S58_L001_R1_001	2864_NS1_R_Male_week9_S58_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	134035.0	0.0	52-301	49.0	1.8674226881038536	279.06739284515237	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
2864_NS1_R_Male_week9_S58_L001_R2_001	2864_NS1_R_Male_week9_S58_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	134035.0	0.0	50-301	52.0	5.336665796247249	266.40872906330435	277	pass	warn	warn	pass	fail	fail	pass	warn	fail	fail	pass
2893_NS1_0_Male_week5_S47_L001_R1_001	2893_NS1_0_Male_week5_S47_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	100344.0	0.0	52-301	49.0	1.8466475324882405	279.09458462887665	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
2893_NS1_0_Male_week5_S47_L001_R2_001	2893_NS1_0_Male_week5_S47_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	100344.0	0.0	50-301	52.0	5.303755082516144	265.4129992824683	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
2893_NS1_0_Male_week9_S59_L001_R1_001	2893_NS1_0_Male_week9_S59_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	139882.0	0.0	50-301	50.0	1.6706938705480334	278.96443430891753	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
2893_NS1_0_Male_week9_S59_L001_R2_001	2893_NS1_0_Male_week9_S59_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	139882.0	0.0	50-301	52.0	4.7561516135028095	264.9520381464377	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
2893_NS1_R_Male_week5_S48_L001_R1_001	2893_NS1_R_Male_week5_S48_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	102914.0	0.0	54-301	49.0	1.96863400509163	279.05199486950266	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
2893_NS1_R_Male_week5_S48_L001_R2_001	2893_NS1_R_Male_week5_S48_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	102914.0	0.0	50-301	52.0	5.1266105680471075	266.56706570534624	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
2893_NS1_R_Male_week9_S60_L001_R1_001	2893_NS1_R_Male_week9_S60_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	174071.0	0.0	50-301	50.0	1.6125603920239442	279.01779733557	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
2893_NS1_R_Male_week9_S60_L001_R2_001	2893_NS1_R_Male_week9_S60_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	174071.0	0.0	50-301	52.0	4.629720056758449	264.977400026426	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
2999_NS1_0_Female_week5_S41_L001_R1_001	2999_NS1_0_Female_week5_S41_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	83595.0	0.0	67-301	49.0	2.006100843351875	278.93115616962734	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
2999_NS1_0_Female_week5_S41_L001_R2_001	2999_NS1_0_Female_week5_S41_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	83595.0	0.0	50-301	52.0	4.897422094622884	266.5728333034272	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
2999_NS1_0_Female_week9_S53_L001_R1_001	2999_NS1_0_Female_week9_S53_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	91488.0	0.0	50-301	50.0	1.8210038474991257	279.0429783140958	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
2999_NS1_0_Female_week9_S53_L001_R2_001	2999_NS1_0_Female_week9_S53_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	91488.0	0.0	50-301	52.0	5.651014340678559	264.3107948583421	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
2999_NS1_R_Female_week5_S42_L001_R1_001	2999_NS1_R_Female_week5_S42_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	206773.0	0.0	55-301	50.0	1.3609126916957244	279.3141077413395	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
2999_NS1_R_Female_week5_S42_L001_R2_001	2999_NS1_R_Female_week5_S42_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	206773.0	0.0	50-301	52.0	3.6634376828696205	266.5472668094964	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
2999_NS1_R_Female_week9_S54_L001_R1_001	2999_NS1_R_Female_week9_S54_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	143324.0	0.0	52-301	50.0	1.5775445842985125	279.3011010019257	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
2999_NS1_R_Female_week9_S54_L001_R2_001	2999_NS1_R_Female_week9_S54_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	143324.0	0.0	50-301	52.0	4.290977086880076	265.8548603164857	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
3995R_S2_0_Female_week5_S64_L001_R1_001	3995R_S2_0_Female_week5_S64_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	176894.0	0.0	56-301	50.0	1.7909030266713397	278.5509966420568	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3995R_S2_0_Female_week5_S64_L001_R2_001	3995R_S2_0_Female_week5_S64_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	176894.0	0.0	50-301	52.0	4.586927764650016	264.56467149818536	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
3995R_S2_0_Female_week9_S78_L001_R1_001	3995R_S2_0_Female_week9_S78_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	124195.0	0.0	52-301	50.0	2.295583558114256	277.13994927332016	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3995R_S2_0_Female_week9_S78_L001_R2_001	3995R_S2_0_Female_week9_S78_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	124195.0	0.0	50-301	53.0	3.960706952775877	264.32779902572565	277	pass	warn	warn	pass	fail	fail	pass	warn	fail	fail	pass
3995R_S2_L_Female_week5_S65_L001_R1_001	3995R_S2_L_Female_week5_S65_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	114309.0	0.0	54-301	50.0	1.9106107130672128	278.881059234181	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3995R_S2_L_Female_week5_S65_L001_R2_001	3995R_S2_L_Female_week5_S65_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	114309.0	0.0	50-301	53.0	5.5297483137810675	264.0810172427368	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
3995R_S2_L_Female_week9_S79_L001_R1_001	3995R_S2_L_Female_week9_S79_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	131482.0	0.0	53-301	49.0	2.087738245539313	278.79248110007455	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3995R_S2_L_Female_week9_S79_L001_R2_001	3995R_S2_L_Female_week9_S79_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	131482.0	0.0	50-301	52.0	4.678206902846017	266.7846321169438	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
3995R_S2_RR_Female_week5_S67_L001_R1_001	3995R_S2_RR_Female_week5_S67_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	108898.0	0.0	52-301	49.0	1.736487355139672	279.5085584675568	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3995R_S2_RR_Female_week5_S67_L001_R2_001	3995R_S2_RR_Female_week5_S67_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	108898.0	0.0	50-301	52.0	4.350860438208231	265.3836985068596	277	pass	warn	fail	pass	fail	fail	pass	warn	fail	fail	pass
3995R_S2_RR_Female_week9_S81_L001_R1_001	3995R_S2_RR_Female_week9_S81_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	202802.0	0.0	52-301	50.0	1.5611285884754589	278.9578800998018	282	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
