Sample	fastqc-percent_duplicates	fastqc-percent_gc	fastqc-avg_sequence_length	fastqc-median_sequence_length	fastqc-percent_fails	fastqc-total_sequences
2824_NS1_0_Male_week9_S55_L001_R1_001	97.88726668757332	49.0	277.99131212469655	282	45.45454545454545	0.17219399999999999
2824_NS1_0_Male_week9_S55_L001_R2_001	96.08000278755357	52.0	267.10193154233014	277	45.45454545454545	0.17219399999999999
2824_NS1_L_Male_week5_S44_L001_R1_001	98.27099654620504	49.0	278.96670457417235	282	45.45454545454545	0.142452
2824_NS1_L_Male_week5_S44_L001_R2_001	95.05798444388284	52.0	266.0966992390419	277	45.45454545454545	0.142452
2824_NS1_L_Male_week9_S56_L001_R1_001	97.32790815244867	50.0	277.22315269329243	282	45.45454545454545	0.122638
2824_NS1_L_Male_week9_S56_L001_R2_001	95.25758737096169	52.0	259.21309055920676	277	45.45454545454545	0.122638
2824_NS1_R_Male_week5_S45_L001_R1_001	98.25717354377252	49.0	279.32514986936417	282	45.45454545454545	0.13128099999999998
2824_NS1_R_Male_week5_S45_L001_R2_001	95.65131283277854	52.0	267.8358787638729	277	45.45454545454545	0.13128099999999998
2824_NS1_R_Male_week9_S57_L001_R1_001	97.9995522722185	50.0	278.78853816879337	282	45.45454545454545	0.111675
2824_NS1_R_Male_week9_S57_L001_R2_001	94.66039847772554	52.0	265.7316498768749	277	36.36363636363637	0.111675
2864_NS1_R_Male_week5_S46_L001_R1_001	98.07792448245137	49.0	279.3691056157932	282	45.45454545454545	0.086417
2864_NS1_R_Male_week5_S46_L001_R2_001	94.90609486559357	52.0	266.69637918465116	277	45.45454545454545	0.086417
2864_NS1_R_Male_week9_S58_L001_R1_001	98.13257731189614	49.0	279.06739284515237	282	45.45454545454545	0.134035
2864_NS1_R_Male_week9_S58_L001_R2_001	94.66333420375275	52.0	266.40872906330435	277	36.36363636363637	0.134035
2893_NS1_0_Male_week5_S47_L001_R1_001	98.15335246751177	49.0	279.09458462887665	282	45.45454545454545	0.10034399999999999
2893_NS1_0_Male_week5_S47_L001_R2_001	94.69624491748385	52.0	265.4129992824683	277	45.45454545454545	0.10034399999999999
2893_NS1_0_Male_week9_S59_L001_R1_001	98.32930612945196	50.0	278.96443430891753	282	45.45454545454545	0.139882
2893_NS1_0_Male_week9_S59_L001_R2_001	95.24384838649719	52.0	264.9520381464377	277	45.45454545454545	0.139882
2893_NS1_R_Male_week5_S48_L001_R1_001	98.03136599490837	49.0	279.05199486950266	282	45.45454545454545	0.10291399999999999
2893_NS1_R_Male_week5_S48_L001_R2_001	94.87338943195289	52.0	266.56706570534624	277	45.45454545454545	0.10291399999999999
2893_NS1_R_Male_week9_S60_L001_R1_001	98.38743960797606	50.0	279.01779733557	282	45.45454545454545	0.174071
2893_NS1_R_Male_week9_S60_L001_R2_001	95.37027994324156	52.0	264.977400026426	277	45.45454545454545	0.174071
2999_NS1_0_Female_week5_S41_L001_R1_001	97.99389915664813	49.0	278.93115616962734	282	45.45454545454545	0.083595
2999_NS1_0_Female_week5_S41_L001_R2_001	95.10257790537712	52.0	266.5728333034272	277	45.45454545454545	0.083595
2999_NS1_0_Female_week9_S53_L001_R1_001	98.17899615250087	50.0	279.0429783140958	282	45.45454545454545	0.091488
2999_NS1_0_Female_week9_S53_L001_R2_001	94.34898565932144	52.0	264.3107948583421	277	45.45454545454545	0.091488
2999_NS1_R_Female_week5_S42_L001_R1_001	98.63908730830427	50.0	279.3141077413395	282	45.45454545454545	0.20677299999999998
2999_NS1_R_Female_week5_S42_L001_R2_001	96.33656231713039	52.0	266.5472668094964	277	45.45454545454545	0.20677299999999998
2999_NS1_R_Female_week9_S54_L001_R1_001	98.42245541570149	50.0	279.3011010019257	282	45.45454545454545	0.143324
2999_NS1_R_Female_week9_S54_L001_R2_001	95.70902291311992	52.0	265.8548603164857	277	45.45454545454545	0.143324
3995R_S2_0_Female_week5_S64_L001_R1_001	98.20909697332866	50.0	278.5509966420568	282	45.45454545454545	0.176894
3995R_S2_0_Female_week5_S64_L001_R2_001	95.41307223534999	52.0	264.56467149818536	277	45.45454545454545	0.176894
3995R_S2_0_Female_week9_S78_L001_R1_001	97.70441644188574	50.0	277.13994927332016	282	45.45454545454545	0.124195
3995R_S2_0_Female_week9_S78_L001_R2_001	96.03929304722412	53.0	264.32779902572565	277	36.36363636363637	0.124195
3995R_S2_L_Female_week5_S65_L001_R1_001	98.08938928693279	50.0	278.881059234181	282	45.45454545454545	0.114309
3995R_S2_L_Female_week5_S65_L001_R2_001	94.47025168621893	53.0	264.0810172427368	277	45.45454545454545	0.114309
3995R_S2_L_Female_week9_S79_L001_R1_001	97.91226175446069	49.0	278.79248110007455	282	45.45454545454545	0.131482
3995R_S2_L_Female_week9_S79_L001_R2_001	95.32179309715399	52.0	266.7846321169438	277	45.45454545454545	0.131482
3995R_S2_RR_Female_week5_S67_L001_R1_001	98.26351264486033	49.0	279.5085584675568	282	45.45454545454545	0.108898
3995R_S2_RR_Female_week5_S67_L001_R2_001	95.64913956179177	52.0	265.3836985068596	277	45.45454545454545	0.108898
3995R_S2_RR_Female_week9_S81_L001_R1_001	98.43887141152454	50.0	278.9578800998018	282	45.45454545454545	0.20280199999999998
3995R_S2_RR_Female_week9_S81_L001_R2_001	96.1016163548683	52.0	265.33567223202925	277	45.45454545454545	0.20280199999999998
3995R_S2_R_Female_week5_S66_L001_R1_001	97.69349002835403	50.0	278.027074761091	282	45.45454545454545	0.10474699999999999
3995R_S2_R_Female_week5_S66_L001_R2_001	95.39175346310634	52.0	264.3095935921792	277	45.45454545454545	0.10474699999999999
3995R_S2_R_Female_week9_S80_L001_R1_001	98.28735832227467	50.0	278.74559466573845	282	45.45454545454545	0.183868
3995R_S2_R_Female_week9_S80_L001_R2_001	95.44945286836209	52.0	263.48032827898277	277	45.45454545454545	0.183868
3997R_S2_L_Male_week5_S73_L001_R1_001	97.99389488672382	49.0	279.302690736027	282	45.45454545454545	0.10253699999999999
3997R_S2_L_Male_week5_S73_L001_R2_001	95.88343719827965	51.0	266.962593990462	277	45.45454545454545	0.10253699999999999
3997R_S2_L_Male_week9_S87_L001_R1_001	98.32987417304449	49.0	279.18255718424354	282	45.45454545454545	0.18501599999999999
3997R_S2_L_Male_week9_S87_L001_R2_001	95.04421239244174	52.0	264.7092251480953	277	45.45454545454545	0.18501599999999999
3997R_S2_R_Male_week5_S74_L001_R1_001	98.35864076206379	49.0	279.13557012737783	282	45.45454545454545	0.172479
3997R_S2_R_Male_week5_S74_L001_R2_001	95.65802213602815	52.0	266.0580708376092	277	45.45454545454545	0.172479
3997R_S2_R_Male_week9_S88_L001_R1_001	98.03566740426808	50.0	278.79739714210706	282	45.45454545454545	0.106652
3997R_S2_R_Male_week9_S88_L001_R2_001	95.43280951130781	52.0	264.0253347335259	277	45.45454545454545	0.106652
NS1_mouse_inoculum_S35_L001_R1_001	97.78630737897541	50.0	278.5267507441642	282	45.45454545454545	0.12766
NS1_mouse_inoculum_S35_L001_R2_001	93.78270405765315	52.0	266.91157762807455	277	45.45454545454545	0.12766
Positive_Control_S89_L001_R1_001	98.17477761777128	52.0	277.2979956315931	282	45.45454545454545	0.14513299999999998
Positive_Control_S89_L001_R2_001	94.47058904590962	54.0	266.42279150847844	277	45.45454545454545	0.14513299999999998
S2_mouse_inoculum_S36_L001_R1_001	97.85935523023811	51.0	278.8515346344759	282	45.45454545454545	0.174667
S2_mouse_inoculum_S36_L001_R2_001	94.78092599059926	52.0	265.4875677718172	277	45.45454545454545	0.174667
negative_ctrl_S90_L001_R1_001	97.09886609276043	55.0	275.7701088399257	282	45.45454545454545	0.026369
negative_ctrl_S90_L001_R2_001	94.56938071219993	55.0	262.2422162387652	277	45.45454545454545	0.026369
