Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
1050R_S2_R_Male_week5_S69_L001_R1_001	(1.0, 1.275529508706729)	(2.0, 0.5095391445459972)	(3.0, 0.3607133548023644)	(4.0, 0.3127864055628894)	(5.0, 0.2522471012603947)	(6.0, 0.17657297088227628)	(7.0, 0.1706872051862004)	(8.0, 0.16816473417359645)	(9.0, 0.14378084771842498)	('>10', 1.9153963222372636)	('>50', 0.49524514214124155)	('>100', 1.7363008803423834)	('>500', 1.478168013385913)	('>1k', 14.949844868032724)	('>5k', 19.11948945186705)	('>10k+', 56.935534049154555)
1050R_S2_R_Male_week5_S69_L001_R2_001	(1.0, 3.7298938039703695)	(2.0, 0.7399248303638244)	(3.0, 0.4792694923947499)	(4.0, 0.3632358258149683)	(5.0, 0.3026965215124736)	(6.0, 0.2976515794872657)	(7.0, 0.27663098771556616)	(8.0, 0.2421572172099789)	(9.0, 0.14378084771842498)	('>10', 3.399450101319253)	('>50', 0.7096551782125771)	('>100', 2.242476730204909)	('>500', 1.5000294288284803)	('>1k', 6.4550033212535)	('>5k', 6.9931304706090085)	('>10k+', 72.12501366338465)
1050R_S2_R_Male_week9_S83_L001_R1_001	(1.0, 1.4919916299113984)	(2.0, 0.5927516277333085)	(3.0, 0.45506522601572896)	(4.0, 0.3547175095096964)	(5.0, 0.25670346082938555)	(6.0, 0.2427014538750554)	(7.0, 0.2286994469207253)	(8.0, 0.14313162664426346)	(9.0, 0.09801404868031084)	('>10', 1.8521543643477787)	('>50', 0.9762510404269056)	('>100', 1.512216751067653)	('>500', 0.748329482781421)	('>1k', 14.043235085917871)	('>5k', 9.326892410134342)	('>10k+', 67.67714483520416)
1050R_S2_R_Male_week9_S83_L001_R2_001	(1.0, 3.8443287982388585)	(2.0, 0.6549827697525534)	(3.0, 0.48306923992438916)	(4.0, 0.3733868521154699)	(5.0, 0.29170847821521084)	(6.0, 0.2613707964808289)	(7.0, 0.25592557155414497)	(8.0, 0.21158588286543292)	(9.0, 0.231033114746447)	('>10', 3.5922926730609164)	('>50', 0.7646651575614727)	('>100', 2.028735229827386)	('>500', 1.0415937395471129)	('>1k', 8.220733860742262)	('>5k', 6.850870847043631)	('>10k+', 70.89371698832389)
1127R_S2_0_Female_week5_S62_L001_R1_001	(1.0, 1.100240266439556)	(2.0, 0.4943810888847345)	(3.0, 0.3780561267942087)	(4.0, 0.24649813395373313)	(5.0, 0.2181093039197358)	(6.0, 0.1869508319312021)	(7.0, 0.13086558235184145)	(8.0, 0.17725708509032495)	(9.0, 0.1370972767495482)	('>10', 2.064768077106832)	('>50', 0.3282025716125548)	('>100', 1.4824508561655692)	('>500', 0.3510521177374795)	('>1k', 15.782804677925261)	('>5k', 14.34605291400954)	('>10k+', 62.575213089327875)
1127R_S2_0_Female_week5_S62_L001_R2_001	(1.0, 4.129536154213664)	(2.0, 0.6965649515658863)	(3.0, 0.4258324505099604)	(4.0, 0.34066596040796826)	(5.0, 0.30119856255582556)	(6.0, 0.2825034793627054)	(7.0, 0.27142491154456005)	(8.0, 0.18833565290847026)	(9.0, 0.1557923599426684)	('>10', 3.360960511829833)	('>50', 1.0794679517805337)	('>100', 2.2406403412198888)	('>500', 0.9645278106672759)	('>1k', 8.836542655948152)	('>5k', 6.3833322947176)	('>10k+', 70.342673950825)
1127R_S2_0_Female_week9_S76_L001_R1_001	(1.0, 1.1431596844193226)	(2.0, 0.4578604345945624)	(3.0, 0.348988083697484)	(4.0, 0.30126321755081953)	(5.0, 0.26472386690727956)	(6.0, 0.2774007844774873)	(7.0, 0.18269675321769996)	(8.0, 0.1610714232449926)	(9.0, 0.10066963952812039)	('>10', 1.7770055629297103)	('>50', 0.6070006413028888)	('>100', 1.1498709937211973)	('>500', 0.0)	('>1k', 11.979687103846326)	('>5k', 14.511342112720168)	('>10k+', 66.73725969784195)
1127R_S2_0_Female_week9_S76_L001_R2_001	(1.0, 3.6725775901925397)	(2.0, 0.7248214046024668)	(3.0, 0.49663688833872727)	(4.0, 0.3907473415758154)	(5.0, 0.2833663927458203)	(6.0, 0.28634919687998683)	(7.0, 0.1879166604524914)	(8.0, 0.2505555472699885)	(9.0, 0.16778273254686732)	('>10', 3.5681794454967117)	('>50', 0.7919344976212137)	('>100', 1.8635068828205394)	('>500', 0.6427942909128872)	('>1k', 8.571087679527524)	('>5k', 0.0)	('>10k+', 78.10174344901642)
1127R_S2_R_Female_week5_S63_L001_R1_001	(1.0, 1.2079718422921362)	(2.0, 0.5696378400074099)	(3.0, 0.3843897619562197)	(4.0, 0.30565932878446384)	(5.0, 0.27787211707678533)	(6.0, 0.2593473092716663)	(7.0, 0.19991355089690943)	(8.0, 0.16054833431103152)	(9.0, 0.13893605853839266)	('>10', 1.916545740837939)	('>50', 0.5534286331779308)	('>100', 0.6800148198462441)	('>500', 1.5167186390441199)	('>1k', 16.042483559233073)	('>5k', 17.450368952422117)	('>10k+', 58.336163512303564)
1127R_S2_R_Female_week5_S63_L001_R2_001	(1.0, 3.870141097286116)	(2.0, 0.737904844237241)	(3.0, 0.4862762048843743)	(4.0, 0.3241841365895829)	(5.0, 0.33962147642718205)	(6.0, 0.28713452097934483)	(7.0, 0.3349902744759023)	(8.0, 0.2161227577263886)	(9.0, 0.15282966439223192)	('>10', 3.4448423847602583)	('>50', 1.0119176263546266)	('>100', 2.184383587020285)	('>500', 0.4391923183796968)	('>1k', 10.305968075581216)	('>5k', 0.0)	('>10k+', 75.86449103090555)
1127R_S2_R_Female_week9_S77_L001_R1_001	(1.0, 0.9221279270784222)	(2.0, 0.352035203520352)	(3.0, 0.22277227722772275)	(4.0, 0.22945151658022947)	(5.0, 0.18662580543768661)	(6.0, 0.1390853371051391)	(7.0, 0.16226622662266227)	(8.0, 0.1162973440201163)	(9.0, 0.11315417256011315)	('>10', 2.0469904133270473)	('>50', 0.685997171145686)	('>100', 1.5114725758290115)	('>500', 0.48797736916548795)	('>1k', 5.720964953638221)	('>5k', 11.474540311173975)	('>10k+', 75.62824139556812)
1127R_S2_R_Female_week9_S77_L001_R2_001	(1.0, 3.1431714600031433)	(2.0, 0.5862014772905862)	(3.0, 0.35478547854785475)	(4.0, 0.2986012887002986)	(5.0, 0.2593116454502593)	(6.0, 0.18623290900518621)	(7.0, 0.132013201320132)	(8.0, 0.17916077322017915)	(9.0, 0.16973125884016974)	('>10', 3.023730944523024)	('>50', 1.6167688197391168)	('>100', 2.1243910105296244)	('>500', 0.6592802137356593)	('>1k', 7.486248624862486)	('>5k', 0.0)	('>10k+', 79.78037089423228)
2514R_S2_L_Male_week5_S71_L001_R1_001	(1.0, 1.9305675213260365)	(2.0, 0.737765589545085)	(3.0, 0.4513960514979797)	(4.0, 0.3882976787079395)	(5.0, 0.35189477132907016)	(6.0, 0.2111368627974421)	(7.0, 0.1868682578781959)	(8.0, 0.2232711652570652)	(9.0, 0.20749657205955518)	('>10', 2.0033733360837753)	('>50', 0.7329118685612358)	('>100', 1.6757471696739512)	('>500', 2.923153462523207)	('>1k', 26.561988084114986)	('>5k', 7.566951013820971)	('>10k+', 53.847180594823506)
2514R_S2_L_Male_week5_S71_L001_R2_001	(1.0, 3.211949861062237)	(2.0, 0.6431180303600247)	(3.0, 0.4113528533812234)	(4.0, 0.3446141898532963)	(5.0, 0.32155901518001234)	(6.0, 0.19657569984589435)	(7.0, 0.2123502930434044)	(8.0, 0.2815158170632561)	(9.0, 0.25118006091419837)	('>10', 2.7981701471890887)	('>50', 0.7122835543798764)	('>100', 1.3056509446554465)	('>500', 3.1949618376187643)	('>1k', 6.230964313016466)	('>5k', 19.219521665797043)	('>10k+', 60.66423171663977)
2514R_S2_L_Male_week9_S85_L001_R1_001	(1.0, 1.0373296864711543)	(2.0, 0.4467406169275186)	(3.0, 0.32669807020209696)	(4.0, 0.26743655979334446)	(5.0, 0.21273362710834218)	(6.0, 0.2036164716608418)	(7.0, 0.18791470394570228)	(8.0, 0.16208276351111786)	(9.0, 0.168667375778757)	('>10', 1.9885529048270272)	('>50', 0.5672896722889126)	('>100', 1.330091678063111)	('>500', 0.32112647520640225)	('>1k', 9.72699184521096)	('>5k', 11.49217444157423)	('>10k+', 71.56055310743048)
2514R_S2_L_Male_week9_S85_L001_R2_001	(1.0, 3.9208833510611356)	(2.0, 0.7121511421769742)	(3.0, 0.49232639416502055)	(4.0, 0.3565820797244593)	(5.0, 0.23552651572709316)	(6.0, 0.2279288861875095)	(7.0, 0.18436914349389658)	(8.0, 0.26743655979334446)	(9.0, 0.15043306488375627)	('>10', 3.6017829103986223)	('>50', 1.3356632730588058)	('>100', 1.8654713062857722)	('>500', 1.1269817150382415)	('>1k', 6.259940231980956)	('>5k', 4.2749328876057335)	('>10k+', 74.98759053841869)
2514R_S2_R_Male_week5_S72_L001_R1_001	(1.0, 1.376303641648145)	(2.0, 0.5111984954693111)	(3.0, 0.3898102239699094)	(4.0, 0.3453581808856215)	(5.0, 0.20516327577363652)	(6.0, 0.18464694819627286)	(7.0, 0.16755000854846983)	(8.0, 0.13677551718242434)	(9.0, 0.10001709693964782)	('>10', 2.152504701658403)	('>50', 0.33851940502650024)	('>100', 1.9618738245853993)	('>500', 1.8780988203111644)	('>1k', 21.101042913318516)	('>5k', 4.505043597196102)	('>10k+', 64.64609334929048)
2514R_S2_R_Male_week5_S72_L001_R2_001	(1.0, 3.222773123610874)	(2.0, 0.7112326893486066)	(3.0, 0.4667464523850231)	(4.0, 0.37613267225166697)	(5.0, 0.2265344503333903)	(6.0, 0.2308086852453411)	(7.0, 0.23935715506924257)	(8.0, 0.20516327577363652)	(9.0, 0.16156607967173878)	('>10', 3.253547614976919)	('>50', 0.5197469652932125)	('>100', 1.600273551034365)	('>500', 2.5653957941528467)	('>1k', 8.81603692938964)	('>5k', 13.188579244315267)	('>10k+', 64.21610531714823)
2514R_S2_R_Male_week9_S86_L001_R1_001	(1.0, 0.8609416907673072)	(2.0, 0.3607937462417318)	(3.0, 0.30209317641668815)	(4.0, 0.27870839656768703)	(5.0, 0.21714438431215338)	(6.0, 0.16894310339890617)	(7.0, 0.17705619028529432)	(8.0, 0.16035277610743637)	(9.0, 0.10737909114337256)	('>10', 1.9805476810888716)	('>50', 0.5139879162729433)	('>100', 1.5233513730206454)	('>500', 0.25246017428819595)	('>1k', 6.953869942444807)	('>5k', 15.16908627552043)	('>10k+', 70.97328408212353)
2514R_S2_R_Male_week9_S86_L001_R2_001	(1.0, 2.9479139821893883)	(2.0, 0.5631436779963539)	(3.0, 0.38942817054663115)	(4.0, 0.29970697439127986)	(5.0, 0.26248222279491074)	(6.0, 0.16894310339890617)	(7.0, 0.17371550744972272)	(8.0, 0.15271692962612987)	(9.0, 0.09878876385190276)	('>10', 3.1278336149051724)	('>50', 1.1329687216638509)	('>100', 1.8421479636151916)	('>500', 0.0)	('>1k', 7.17674121161794)	('>5k', 3.5950519714801135)	('>10k+', 78.06841718447251)
2808_NS1_0_Female_week5_S37_L001_R1_001	(1.0, 0.8869355564037352)	(2.0, 0.3582509192461615)	(3.0, 0.2222062663678723)	(4.0, 0.20557858657163697)	(5.0, 0.1851718886398936)	(6.0, 0.1519165290474229)	(7.0, 0.1163937585736474)	(8.0, 0.09674286426900562)	(9.0, 0.09863237333675963)	('>10', 2.0765704654616637)	('>50', 0.5392658879369963)	('>100', 1.4647474293229132)	('>500', 0.8257154626085051)	('>1k', 4.457351890831724)	('>5k', 14.884796632139038)	('>10k+', 73.42972348924303)
2808_NS1_0_Female_week5_S37_L001_R2_001	(1.0, 3.4525109686001385)	(2.0, 0.6499911193073815)	(3.0, 0.42627324568530606)	(4.0, 0.34313484670412936)	(5.0, 0.31365850524716665)	(6.0, 0.26301966223135903)	(7.0, 0.259240644095851)	(8.0, 0.22674108813048197)	(9.0, 0.19726474667351926)	('>10', 3.2057410843514633)	('>50', 1.0819328921959497)	('>100', 1.7028255718599192)	('>500', 1.075508561365586)	('>1k', 6.74668107732249)	('>5k', 12.83959201720209)	('>10k+', 67.21588396902717)
2808_NS1_0_Female_week9_S49_L001_R1_001	(1.0, 1.1074481930903337)	(2.0, 0.4707239328828723)	(3.0, 0.39980360524654557)	(4.0, 0.32108983501282023)	(5.0, 0.22600983532455793)	(6.0, 0.2104229501297608)	(7.0, 0.22367180254533836)	(8.0, 0.09975606524670141)	(9.0, 0.2244511468050782)	('>10', 1.7098813058692417)	('>50', 0.4964422934542876)	('>100', 1.5563504867004903)	('>500', 0.0)	('>1k', 14.745972738537795)	('>5k', 18.687116660042243)	('>10k+', 59.520859149111935)
2808_NS1_0_Female_week9_S49_L001_R2_001	(1.0, 3.7868337580759546)	(2.0, 0.8401331119995636)	(3.0, 0.6032124570386477)	(4.0, 0.4676065558439129)	(5.0, 0.38577540857122816)	(6.0, 0.4021416380257652)	(7.0, 0.25640426145441225)	(8.0, 0.18704262233756516)	(9.0, 0.2034088517921021)	('>10', 2.8586347447257876)	('>50', 0.6624426207788766)	('>100', 1.8618534365185135)	('>500', 0.0)	('>1k', 10.853927505396959)	('>5k', 27.839735646427094)	('>10k+', 48.79084738101361)
2808_NS1_L_Female_week5_S38_L001_R1_001	(1.0, 1.1056666292261037)	(2.0, 0.46051892620465007)	(3.0, 0.3411771313040548)	(4.0, 0.2527238009659665)	(5.0, 0.21060316747163876)	(6.0, 0.21481523082107157)	(7.0, 0.14250814332247558)	(8.0, 0.12355385825002808)	(9.0, 0.15163428057957992)	('>10', 2.047062787824329)	('>50', 0.4268224194091879)	('>100', 1.4047231270358305)	('>500', 0.0)	('>1k', 17.507441311917333)	('>5k', 7.851286083342693)	('>10k+', 67.75946310232506)
2808_NS1_L_Female_week5_S38_L001_R2_001	(1.0, 4.245759856228238)	(2.0, 0.7764236774121083)	(3.0, 0.5833707738964393)	(4.0, 0.4661350106705605)	(5.0, 0.4563068628552174)	(6.0, 0.4001460181961136)	(7.0, 0.3243288779063237)	(8.0, 0.2077951252386836)	(9.0, 0.1958609457486241)	('>10', 3.354908457823206)	('>50', 0.9519263169718073)	('>100', 1.857519937099854)	('>500', 0.6970964843311244)	('>1k', 17.347382904638884)	('>5k', 13.760810962596878)	('>10k+', 54.374227788385944)
2808_NS1_L_Female_week9_S50_L001_R1_001	(1.0, 1.1633557238816636)	(2.0, 0.5449954742508695)	(3.0, 0.4030298699442618)	(4.0, 0.3315706731456339)	(5.0, 0.247725215568577)	(6.0, 0.2572531084750607)	(7.0, 0.15339907579438808)	(8.0, 0.1524462865037397)	(9.0, 0.18007717593254252)	('>10', 1.793149445000238)	('>50', 0.14768234005049782)	('>100', 2.5401362488685626)	('>500', 0.0)	('>1k', 13.755418989090561)	('>5k', 20.862274308036778)	('>10k+', 57.46748606545662)
2808_NS1_L_Female_week9_S50_L001_R2_001	(1.0, 3.889285884426659)	(2.0, 0.9242056119289219)	(3.0, 0.6631413462912678)	(4.0, 0.5145062169501214)	(5.0, 0.46210280596446096)	(6.0, 0.34872088037730453)	(7.0, 0.2534419513124673)	(8.0, 0.2362917440807965)	(9.0, 0.2058024867800486)	('>10', 2.95745795817255)	('>50', 0.472583488161593)	('>100', 2.8459816111666902)	('>500', 0.9489781334857796)	('>1k', 13.2066123576771)	('>5k', 33.600114334714874)	('>10k+', 38.47077318850936)
2808_NS1_RR_Female_week5_S40_L001_R1_001	(1.0, 2.3021659116647792)	(2.0, 0.7361268403171007)	(3.0, 0.5733295583238959)	(4.0, 0.42468856172140423)	(5.0, 0.3981455266138165)	(6.0, 0.2548131370328426)	(7.0, 0.297281993204983)	(8.0, 0.2548131370328426)	(9.0, 0.11148074745186863)	('>10', 1.859781993204983)	('>50', 0.8812287655719139)	('>100', 2.0367355605889017)	('>500', 3.721333522083805)	('>1k', 29.57955832389581)	('>5k', 0.0)	('>10k+', 56.56851642129105)
2808_NS1_RR_Female_week5_S40_L001_R2_001	(1.0, 3.7832672706681767)	(2.0, 0.9555492638731597)	(3.0, 0.6795016987542469)	(4.0, 0.5733295583238959)	(5.0, 0.45123159682899205)	(6.0, 0.23357870894677238)	(7.0, 0.3096687429218573)	(8.0, 0.28312570781426954)	(9.0, 0.1274065685164213)	('>10', 1.5394960362400905)	('>50', 0.8122168742921857)	('>100', 0.9661664779161947)	('>500', 5.154657417893545)	('>1k', 37.291194790486976)	('>5k', 0.0)	('>10k+', 46.83960928652321)
2808_NS1_RR_Female_week9_S52_L001_R1_001	(1.0, 1.1750169208732744)	(2.0, 0.5540602225685098)	(3.0, 0.3352693960428767)	(4.0, 0.23925327792731105)	(5.0, 0.21642977444082415)	(6.0, 0.1841620626151013)	(7.0, 0.16527364593662935)	(8.0, 0.1574034723205994)	(9.0, 0.1841620626151013)	('>10', 1.9179613102265034)	('>50', 0.6319749413672066)	('>100', 1.3324203931938738)	('>500', 1.4638522925815742)	('>1k', 11.392863326564983)	('>5k', 16.44394075333302)	('>10k+', 63.605956147392604)
2808_NS1_RR_Female_week9_S52_L001_R2_001	(1.0, 3.817821221136138)	(2.0, 0.8547008547008548)	(3.0, 0.6020682816262927)	(4.0, 0.5477640836756859)	(5.0, 0.3305472918732587)	(6.0, 0.3163809793644048)	(7.0, 0.26994695502982796)	(8.0, 0.20777258346319122)	(9.0, 0.21249468763280915)	('>10', 3.2322803041035084)	('>50', 0.537532857974847)	('>100', 2.1713809006626685)	('>500', 1.4866757960680612)	('>1k', 12.116132281878137)	('>5k', 28.173647510664086)	('>10k+', 45.12285341014623)
2808_NS1_R_Female_week5_S39_L001_R1_001	(1.0, 1.059344862884543)	(2.0, 0.418889068476914)	(3.0, 0.31921771456279296)	(4.0, 0.2505252949733312)	(5.0, 0.20877107914444265)	(6.0, 0.19395506707612736)	(7.0, 0.20270998329831366)	(8.0, 0.1670168633155541)	(9.0, 0.0909164376919347)	('>10', 1.8668175206077258)	('>50', 0.46872474543397447)	('>100', 1.5678034588653629)	('>500', 0.0)	('>1k', 14.254350519907334)	('>5k', 14.348634233069339)	('>10k+', 64.58232315069232)
2808_NS1_R_Female_week5_S39_L001_R2_001	(1.0, 3.768654706104197)	(2.0, 0.837778136953828)	(3.0, 0.5151931469209633)	(4.0, 0.422929799041)	(5.0, 0.3602984752976672)	(6.0, 0.32729917569096495)	(7.0, 0.2875653251441194)	(8.0, 0.23705619309304457)	(9.0, 0.20001616292225632)	('>10', 3.2433597327730186)	('>50', 0.9179192931415333)	('>100', 1.6809439146597704)	('>500', 0.0)	('>1k', 14.946662356554066)	('>5k', 19.788804482517104)	('>10k+', 52.465519099186466)
2808_NS1_R_Female_week9_S51_L001_R1_001	(1.0, 1.4354149882619955)	(2.0, 0.5353569479456327)	(3.0, 0.4054159411627121)	(4.0, 0.3049282292505869)	(5.0, 0.27287611424413316)	(6.0, 0.20270797058135606)	(7.0, 0.16978958219634951)	(8.0, 0.1386037405684486)	(9.0, 0.17152212895345514)	('>10', 2.25231078423729)	('>50', 0.5682753363306392)	('>100', 1.6502507861430908)	('>500', 1.3522527439209266)	('>1k', 10.998206814106396)	('>5k', 16.46265928601748)	('>10k+', 63.0794286060795)
2808_NS1_R_Female_week9_S51_L001_R2_001	(1.0, 4.316640245328621)	(2.0, 0.8818662993667542)	(3.0, 0.701681436627771)	(4.0, 0.5093687465890485)	(5.0, 0.4158112217053458)	(6.0, 0.3534395384495439)	(7.0, 0.2607482869443939)	(8.0, 0.27027729410847473)	(9.0, 0.21830089139530653)	('>10', 3.0432183788559994)	('>50', 0.5102350199676013)	('>100', 2.228921403016364)	('>500', 1.3089390749932863)	('>1k', 12.304547068964023)	('>5k', 20.66235262524147)	('>10k+', 52.01365246844599)
2824_NS1_0_Male_week5_S43_L001_R1_001	(1.0, 1.2229224103977945)	(2.0, 0.5198897203623474)	(3.0, 0.3633320204805041)	(4.0, 0.25600630169358013)	(5.0, 0.2510831035840882)	(6.0, 0.18905080740448996)	(7.0, 0.1860968885387948)	(8.0, 0.15754233950374164)	(9.0, 0.09747932256794013)	('>10', 1.7339503741630562)	('>50', 0.4322567940133911)	('>100', 1.2495076801890508)	('>500', 2.5452934226073256)	('>1k', 23.204017329657344)	('>5k', 8.966128397006695)	('>10k+', 58.62544308782985)
2824_NS1_0_Male_week5_S43_L001_R2_001	(1.0, 4.364907443875541)	(2.0, 0.9038991729027177)	(3.0, 0.6469082315872391)	(4.0, 0.4647499015360378)	(5.0, 0.3593934619929106)	(6.0, 0.3308389129578574)	(7.0, 0.33773139031114613)	(8.0, 0.26782197715636075)	(9.0, 0.24812918471839307)	('>10', 2.7008664828672706)	('>50', 0.8280819220165418)	('>100', 1.2406459235919653)	('>500', 2.415320992516739)	('>1k', 22.85840882237101)	('>5k', 17.313903111461205)	('>10k+', 44.71839306813706)
2824_NS1_0_Male_week9_S55_L001_R1_001	(1.0, 1.3682242122257453)	(2.0, 0.5168588917151584)	(3.0, 0.3536708596118332)	(4.0, 0.28572424126276175)	(5.0, 0.226488727830238)	(6.0, 0.24042649569671415)	(7.0, 0.2195198438969999)	(8.0, 0.23229613110793637)	(9.0, 0.1358932366981428)	('>10', 2.0105230147391895)	('>50', 0.7172143047957537)	('>100', 1.5790329512061976)	('>500', 0.0)	('>1k', 8.205280091060084)	('>5k', 12.169994308744787)	('>10k+', 71.73885268940846)
