Sample	Unique Reads	Duplicate Reads
2514R_S2_R_Male_week9_S86_L001_R2_001	7871.0	201667.0
2808_NS1_0_Female_week5_S37_L001_R1_001	3751.0	260868.0
2808_NS1_0_Female_week5_S37_L001_R2_001	11616.0	253003.0
2808_NS1_0_Female_week9_S49_L001_R1_001	2344.0	125969.0
2808_NS1_0_Female_week9_S49_L001_R2_001	6336.0	121977.0
2808_NS1_L_Female_week5_S38_L001_R1_001	2524.0	139924.0
2808_NS1_L_Female_week5_S38_L001_R2_001	7697.0	134751.0
2808_NS1_L_Female_week9_S50_L001_R1_001	2022.0	102933.0
2808_NS1_L_Female_week9_S50_L001_R2_001	5394.0	99561.0
2808_NS1_RR_Female_week5_S40_L001_R1_001	1882.0	54630.0
2808_NS1_RR_Female_week5_S40_L001_R2_001	2822.0	53690.0
2808_NS1_RR_Female_week9_S52_L001_R1_001	2406.0	124656.0
2808_NS1_RR_Female_week9_S52_L001_R2_001	6336.0	120726.0
2808_NS1_R_Female_week5_S39_L001_R1_001	2518.0	145970.0
2808_NS1_R_Female_week5_S39_L001_R2_001	7269.0	141219.0
2808_NS1_R_Female_week9_S51_L001_R1_001	2554.0	112883.0
2808_NS1_R_Female_week9_S51_L001_R2_001	6407.0	109030.0
2824_NS1_0_Male_week5_S43_L001_R1_001	1967.0	99593.0
2824_NS1_0_Male_week5_S43_L001_R2_001	5658.0	95902.0
2824_NS1_0_Male_week9_S55_L001_R1_001	3638.0	168556.0
2824_NS1_0_Male_week9_S55_L001_R2_001	6751.0	165443.0
2824_NS1_L_Male_week5_S44_L001_R1_001	2463.0	139989.0
2824_NS1_L_Male_week5_S44_L001_R2_001	7040.0	135412.0
2824_NS1_L_Male_week9_S56_L001_R1_001	3277.0	119361.0
2824_NS1_L_Male_week9_S56_L001_R2_001	5817.0	116821.0
2824_NS1_R_Male_week5_S45_L001_R1_001	2288.0	128993.0
2824_NS1_R_Male_week5_S45_L001_R2_001	5709.0	125572.0
2824_NS1_R_Male_week9_S57_L001_R1_001	2234.0	109441.0
2824_NS1_R_Male_week9_S57_L001_R2_001	5963.0	105712.0
2864_NS1_R_Male_week5_S46_L001_R1_001	1661.0	84756.0
2864_NS1_R_Male_week5_S46_L001_R2_001	4402.0	82015.0
2864_NS1_R_Male_week9_S58_L001_R1_001	2503.0	131532.0
2864_NS1_R_Male_week9_S58_L001_R2_001	7153.0	126882.0
2893_NS1_0_Male_week5_S47_L001_R1_001	1853.0	98491.0
2893_NS1_0_Male_week5_S47_L001_R2_001	5322.0	95022.0
2893_NS1_0_Male_week9_S59_L001_R1_001	2337.0	137545.0
2893_NS1_0_Male_week9_S59_L001_R2_001	6653.0	133229.0
2893_NS1_R_Male_week5_S48_L001_R1_001	2026.0	100888.0
2893_NS1_R_Male_week5_S48_L001_R2_001	5276.0	97638.0
2893_NS1_R_Male_week9_S60_L001_R1_001	2807.0	171264.0
2893_NS1_R_Male_week9_S60_L001_R2_001	8059.0	166012.0
2999_NS1_0_Female_week5_S41_L001_R1_001	1677.0	81918.0
2999_NS1_0_Female_week5_S41_L001_R2_001	4094.0	79501.0
2999_NS1_0_Female_week9_S53_L001_R1_001	1666.0	89822.0
2999_NS1_0_Female_week9_S53_L001_R2_001	5170.0	86318.0
2999_NS1_R_Female_week5_S42_L001_R1_001	2814.0	203959.0
2999_NS1_R_Female_week5_S42_L001_R2_001	7575.0	199198.0
2999_NS1_R_Female_week9_S54_L001_R1_001	2261.0	141063.0
2999_NS1_R_Female_week9_S54_L001_R2_001	6150.0	137174.0
3995R_S2_0_Female_week5_S64_L001_R1_001	3168.0	173726.0
3995R_S2_0_Female_week5_S64_L001_R2_001	8114.0	168780.0
3995R_S2_0_Female_week9_S78_L001_R1_001	2851.0	121344.0
3995R_S2_0_Female_week9_S78_L001_R2_001	4920.0	119275.0
3995R_S2_L_Female_week5_S65_L001_R1_001	2184.0	112125.0
3995R_S2_L_Female_week5_S65_L001_R2_001	6321.0	107988.0
3995R_S2_L_Female_week9_S79_L001_R1_001	2745.0	128737.0
3995R_S2_L_Female_week9_S79_L001_R2_001	6151.0	125331.0
3995R_S2_RR_Female_week5_S67_L001_R1_001	1891.0	107007.0
3995R_S2_RR_Female_week5_S67_L001_R2_001	4738.0	104160.0
3995R_S2_RR_Female_week9_S81_L001_R1_001	3166.0	199636.0
3995R_S2_RR_Female_week9_S81_L001_R2_001	7906.0	194896.0
3995R_S2_R_Female_week5_S66_L001_R1_001	2416.0	102331.0
3995R_S2_R_Female_week5_S66_L001_R2_001	4827.0	99920.0
3995R_S2_R_Female_week9_S80_L001_R1_001	3150.0	180718.0
3995R_S2_R_Female_week9_S80_L001_R2_001	8367.0	175501.0
3997R_S2_L_Male_week5_S73_L001_R1_001	2057.0	100480.0
3997R_S2_L_Male_week5_S73_L001_R2_001	4221.0	98316.0
3997R_S2_L_Male_week9_S87_L001_R1_001	3091.0	181925.0
3997R_S2_L_Male_week9_S87_L001_R2_001	9169.0	175847.0
3997R_S2_R_Male_week5_S74_L001_R1_001	2831.0	169648.0
3997R_S2_R_Male_week5_S74_L001_R2_001	7489.0	164990.0
3997R_S2_R_Male_week9_S88_L001_R1_001	2096.0	104556.0
3997R_S2_R_Male_week9_S88_L001_R2_001	4871.0	101781.0
NS1_mouse_inoculum_S35_L001_R1_001	2826.0	124834.0
NS1_mouse_inoculum_S35_L001_R2_001	7937.0	119723.0
Positive_Control_S89_L001_R1_001	2649.0	142484.0
Positive_Control_S89_L001_R2_001	8025.0	137108.0
S2_mouse_inoculum_S36_L001_R1_001	3739.0	170928.0
S2_mouse_inoculum_S36_L001_R2_001	9116.0	165551.0
negative_ctrl_S90_L001_R1_001	766.0	25603.0
negative_ctrl_S90_L001_R2_001	1432.0	24937.0
