	feature	metadata	value	coef	stderr	N	N.not.0	pval	qval	Pathways	Names	Level 1	Level 1.1	Level 2.1	Level 1.2	Level 2.2	Level 1.3	Level 2.3
10	REDCITCYC	Week_and_consortia	NS6_w9w10	-4.45890122099956	0.204456316125835	40	40	1.0254605113627199e-22	2.82467759039003e-21	REDCITCYC	TCA cycle VI (Helicobacter) // Krebs cycle // tricarboxylic acid cycle // TCA cycle // citric acid cycle	Generation of precursor metabolites and energy						
11	UBISYN-PWY	Week_and_consortia	NS6_w9w10	-1.10596607667304	0.0527570995096415	40	40	1.7470640506304499e-22	4.4113367278419e-21	UBISYN-PWY	superpathway of ubiquinol-8 biosynthesis (early decarboxylation) // superpathway of ubiquinone-8 biosynthesis (prokaryotic) // superpathway of ubiquinol-8 biosynthesis (prokaryotic)	Superpathways	Biosynthesis	Cofactor, carrier, and vitamin biosynthesis				
12	PWY-7373	Week_and_consortia	NS6_w9w10	-1.63038488684995	0.0764791870367507	40	20	2.24009103450737e-22	5.22113525735179e-21	PWY-7373	superpathway of demethylmenaquinol-6 biosynthesis II // superpathway of demethylmenaquinone-6 biosynthesis II	Superpathways	Biosynthesis	Cofactor, carrier, and vitamin biosynthesis				
13	PWY-5419	Week_and_consortia	NS6_w9w10	-5.59039225244856	0.28012105609632	40	38	9.73242865305959e-22	2.10637562991218e-20	PWY-5419	catechol degradation to 2-hydroxypentadienoate II // catechol degradation, <I>meta</I>-cleavage	Degradation/utilization/assimilation						
14	PWY-5304	Week_and_consortia	NS6_w9w10	1.91875248478029	0.0969960074581196	40	40	2.86764267871965e-21	5.0059568174851203e-20	PWY-5304	superpathway of sulfur oxidation (<i>Acidianus ambivalens</i>)	Degradation/utilization/assimilation	Superpathways					
15	PWY-5855	Week_and_consortia	NS6_w9w10	-1.17850532056314	0.0610806534521611	40	40	3.13904882944612e-21	5.0059568174851203e-20	PWY-5855	ubiquinol-7 biosynthesis (early decarboxylation) // ubiquinone-7 biosynthesis (prokaryotic) // ubiquinol-7 biosynthesis (prokaryotic)	Biosynthesis						
16	PWY-5856	Week_and_consortia	NS6_w9w10	-1.17850532056314	0.0610806534521611	40	40	3.13904882944612e-21	5.0059568174851203e-20	PWY-5856	ubiquinol-9 biosynthesis (early decarboxylation) // Q9 biosynthesis // ubiquinone-9 biosynthesis (prokaryotic) // ubiquinol-9 biosynthesis (prokaryotic)	Biosynthesis						
17	PWY-5857	Week_and_consortia	NS6_w9w10	-1.17850532056314	0.0610806534521611	40	40	3.13904882944612e-21	5.0059568174851203e-20	PWY-5857	ubiquinol-10 biosynthesis (early decarboxylation) // Q10 biosynthesis // ubiquinone-10 biosynthesis (prokaryotic) // ubiquinol-10 biosynthesis (prokaryotic)	Biosynthesis						
18	PWY-6708	Week_and_consortia	NS6_w9w10	-1.17850532056314	0.0610806534521611	40	40	3.13904882944612e-21	5.0059568174851203e-20	PWY-6708	ubiquinol-8 biosynthesis (early decarboxylation) // ubiquinone-8 biosynthesis (prokaryotic) // ubiquinol-8 biosynthesis (prokaryotic)	Biosynthesis						
19	PWY-5420	Week_and_consortia	NS6_w9w10	-5.26453121553851	0.274043865416482	40	38	3.64792094830564e-21	5.52660023668305e-20	PWY-5420	catechol degradation II (<I>meta</I>-cleavage pathway) // 4-oxalocrotonate pathway	Degradation/utilization/assimilation	Superpathways					
20	PWY-7234	Week_and_consortia	NS6_w9w10	-1.69979551117434	0.0919305753753047	40	40	1.3598469198904302e-20	1.96206484155619e-19	PWY-7234	inosine-5'-phosphate biosynthesis III // IMP biosynthesis I	Biosynthesis						
21	P164-PWY	Week_and_consortia	NS6_w9w10	1.35310939598494	0.0724339430950501	40	40	1.97795027881296e-20	2.72417697491057e-19	P164-PWY	purine nucleobases degradation I (anaerobic) // purine fermentation	Degradation/utilization/assimilation	Generation of precursor metabolites and energy					
22	ASPASN-PWY	Week_and_consortia	NS6_w9w10	0.772393442599883	0.0447263940267192	40	40	1.39216019454254e-19	1.8340197345495298e-18	ASPASN-PWY	superpathway of L-aspartate and L-asparagine biosynthesis // Interconversion of L-aspartate and L-asparagine	Superpathways	Biosynthesis	Amino acid biosynthesis				
23	PWY-5415	Week_and_consortia	NS6_w9w10	-4.73837298058076	0.276075786916039	40	38	1.71408923737654e-19	2.16403766218788e-18	PWY-5415	catechol degradation I (<I>meta</I>-cleavage pathway)	Degradation/utilization/assimilation	Superpathways					
24	PWY0-845	Week_and_consortia	NS6_w9w10	0.409683342577259	0.0240412902196306	40	40	2.1826053792799e-19	2.64531771968724e-18	PWY0-845	superpathway of pyridoxal 5'-phosphate biosynthesis and salvage // vitamin B<sub>6</sub> biosynthesis and salvage	Superpathways	Biosynthesis	Cofactor, carrier, and vitamin biosynthesis				
25	PWY-5910	Week_and_consortia	NS6_w9w10	-4.86591613748225	0.284725187911903	40	38	3.8147012853505404e-19	4.2809425535600495e-18	PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate) // GGPP biosynthesis	Superpathways	Biosynthesis	Polyprenyl biosynthesis	Biosynthesis	Secondary metabolite biosynthesis		
26	PWY-922	Week_and_consortia	NS6_w9w10	-4.87359695753593	0.285126908252636	40	38	3.7937279479799404e-19	4.2809425535600495e-18	PWY-922	mevalonate pathway I (eukaryotes and bacteria) // isoprenoid pathway // MVA pathway // isopentenyl diphosphate biosynthesis // dimethylallyl diphosphate biosynthesis	Biosynthesis						
27	PWY-6353	Week_and_consortia	NS6_w9w10	1.02395363925563	0.0602551546915639	40	40	4.59425097885079e-19	4.97163588068496e-18	PWY-6353	purine nucleotides degradation II (aerobic) // purine nucleotides catabolism	Degradation/utilization/assimilation	Superpathways					
28	PWY-6609	Week_and_consortia	NS6_w9w10	0.423509293116664	0.0252674427547683	40	40	7.224878140987321e-19	7.54875198868675e-18	PWY-6609	adenine and adenosine salvage III // adenosine nucleotides salvage III	Biosynthesis						
29	P4-PWY	Week_and_consortia	NS6_w9w10	-1.25936531758586	0.0767931032748865	40	40	7.910072729360599e-19	7.989173456654209e-18	P4-PWY	superpathway of L-lysine, L-threonine and L-methionine biosynthesis I	Superpathways	Biosynthesis	Amino acid biosynthesis				
30	PWY-6269	Week_and_consortia	NS6_w9w10	0.396459911647292	0.0242208518056699	40	40	8.424817232889371e-19	8.23457942440477e-18	PWY-6269	superpathway of adenosylcobalamin salvage from cobinamide II	Superpathways	Biosynthesis	Cofactor, carrier, and vitamin biosynthesis				
31	PWY-6263	Week_and_consortia	NS6_w9w10	-1.84415258864094	0.113003615872798	40	40	9.31407715902673e-19	8.819266809953439e-18	PWY-6263	superpathway of menaquinol-8 biosynthesis II // vitamin K<sub>2</sub> biosynthesis II // superpathway of menaquinone-8 biosynthesis II	Superpathways	Biosynthesis	Cofactor, carrier, and vitamin biosynthesis				
32	PWY-5509	Week_and_consortia	NS6_w9w10	0.386431679551771	0.0237410230083107	40	40	1.01596775917744e-18	9.32843124335647e-18	PWY-5509	adenosylcobalamin biosynthesis from adenosylcobinamide-GDP I	Biosynthesis						
33	PWY-181	Week_and_consortia	NS6_w9w10	2.65831020977905	0.163500298737022	40	20	1.95345404236859e-18	1.69113307096481e-17	PWY-181	photorespiration I // C2 photorespiratory carbon oxidation cycle // PCO cycle	Generation of precursor metabolites and energy						
34	PWY-7371	Week_and_consortia	NS6_w9w10	-2.10779936655773	0.132054508762587	40	40	1.94803058811693e-18	1.69113307096481e-17	PWY-7371	5,8-dihydroxy-2-naphthoate biosynthesis II // modified futalosine pathway // 1,4-dihydroxy-6-naphthoate biosynthesis II	Biosynthesis						
35	PWY-7374	Week_and_consortia	NS6_w9w10	-2.00268254539475	0.12643737422438	40	40	2.5137568631328e-18	2.07186609461316e-17	PWY-7374	5,8-dihydroxy-2-naphthoate biosynthesis I // futalosine pathway // 1,4-dihydroxy-6-naphthoate biosynthesis I	Biosynthesis						
36	PYRIDNUCSAL-PWY	Week_and_consortia	NS6_w9w10	0.331148241846421	0.0209107814407092	40	40	2.5300015016728297e-18	2.07186609461316e-17	PYRIDNUCSAL-PWY	NAD salvage pathway I (PNC VI cycle) // pyridine nucleotide cycling // nicotinamide adenine dinucleotide salvage	Biosynthesis						
37	COBALSYN-PWY	Week_and_consortia	NS6_w9w10	0.188895657584811	0.0117609260822948	40	40	2.9067142347010597e-18	2.31772213977479e-17	COBALSYN-PWY	superpathway of adenosylcobalamin salvage from cobinamide I	Superpathways	Biosynthesis	Cofactor, carrier, and vitamin biosynthesis				
38	PWY0-1415	Week_and_consortia	NS6_w9w10	2.52742274771468	0.160059963509464	40	20	5.0437401967037795e-18	3.91859815282371e-17	PWY0-1415	superpathway of heme <i>b</i> biosynthesis from uroporphyrinogen-III	Superpathways	Biosynthesis	Cofactor, carrier, and vitamin biosynthesis	Biosynthesis	Tetrapyrrole biosynthesis		
39	GALACTUROCAT-PWY	Week_and_consortia	NS6_w9w10	0.541683943289448	0.0352017845638716	40	40	6.5263117342036895e-18	4.9436811386593e-17	GALACTUROCAT-PWY	D-galacturonate degradation I // D-galacturonate catabolism // D-galacturonate degradation	Degradation/utilization/assimilation	Degradation/utilization/assimilation	Carbohydrate degradation				
40	PWY-5022	Week_and_consortia	NS6_w9w10	-2.38881016094902	0.155790909676299	40	40	7.3338091924282e-18	5.4198638665993805e-17	PWY-5022	4-aminobutanoate degradation V // GABA degradation // 4-aminobutyrate degradation V // 4-aminobutanoic acid degradation V	Degradation/utilization/assimilation	Generation of precursor metabolites and energy					
41	PWY-5920	Week_and_consortia	NS6_w9w10	2.54469340825069	0.163273564021382	40	20	7.69134170589344e-18	5.54875365925169e-17	PWY-5920	superpathway of heme <i>b</i> biosynthesis from glycine	Superpathways	Biosynthesis	Cofactor, carrier, and vitamin biosynthesis	Biosynthesis	Tetrapyrrole biosynthesis		
42	PWY-6387	Week_and_consortia	NS6_w9w10	0.335272072521835	0.0223875977010869	40	40	1.58811889703234e-17	1.11906982744372e-16	PWY-6387	UDP-<i>N</i>-acetylmuramoyl-pentapeptide biosynthesis I (<i>meso</i>-diaminopimelate containing)	Biosynthesis						
43	PWY-6507	Week_and_consortia	NS6_w9w10	0.942571333866127	0.0631251312232461	40	40	1.7481005779179102e-17	1.20380562524801e-16	PWY-6507	4-deoxy-L-<i>threo</i>-hex-4-enopyranuronate degradation // 5-dehydro-4-deoxy-D-glucuronate degradation	Degradation/utilization/assimilation						
44	PWY-6385	Week_and_consortia	NS6_w9w10	0.289005777409307	0.0195870980994873	40	40	2.57644968858821e-17	1.73480945698273e-16	PWY-6385	peptidoglycan biosynthesis III (mycobacteria)	Superpathways	Biosynthesis	Cell structure biosynthesis				
45	P42-PWY	Week_and_consortia	NS6_w9w10	0.295373489837959	0.0201494668339798	40	40	3.18302784349408e-17	2.06501315053302e-16	P42-PWY	incomplete reductive TCA cycle // citric acid cycle variant // tricarboxylic acid cycle variant // TCA cycle variation I // incomplete reductive tricarboxylic acid cycle	Degradation/utilization/assimilation						
46	SALVADEHYPOX-PWY	Week_and_consortia	NS6_w9w10	1.41658603990294	0.0950293400473421	40	40	3.20315571204791e-17	2.06501315053302e-16	SALVADEHYPOX-PWY	adenosine nucleotides degradation II // purine ribonucleotide/ribonucleoside metabolism	Degradation/utilization/assimilation						
47	PWY-6749	Week_and_consortia	NS6_w9w10	-1.25971168685453	0.0852343616193243	40	40	4.2092975299953504e-17	2.65711906580956e-16	PWY-6749	CMP-legionaminate biosynthesis I // CMP-legionaminic acid biosynthesis I // 5,7-diacetamido-3,5,7,9-tetradeoxy-D-<i>glycero</i>-D-<i>galacto</i>-nonulosonic acid biosynthesis I // CMP-<i>N</i>, <i>N</i>-diacetyllegionaminate biosynthesis I	Biosynthesis						
48	PWY-6478	Week_and_consortia	NS6_w9w10	-0.9392889055449	0.0640128358316516	40	40	5.2891955764073904e-17	3.27066583602334e-16	PWY-6478	GDP-D-<i>glycero</i>-&alpha;-D-<i>manno</i>-heptose biosynthesis	Biosynthesis						
49	PENTOSE-P-PWY	Week_and_consortia	NS6_w9w10	0.842560113350828	0.058347386054268	40	40	8.77741598777081e-17	5.31911408858911e-16	PENTOSE-P-PWY	pentose phosphate pathway // pentose shunt // hexose monophosphate shunt // phosphogluconate pathway // superpathway of oxidative and non-oxidative branches of pentose phosphate pathway // HMP shunt	Superpathways	Generation of precursor metabolites and energy					
50	ARGDEG-PWY	Week_and_consortia	NS6_w9w10	2.76354355882338	0.191997226578386	40	20	9.72286805458565e-17	5.55854532177255e-16	ARGDEG-PWY	superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation // L-arginine utilization // ADC pathway	Degradation/utilization/assimilation	Superpathways					
51	ORNARGDEG-PWY	Week_and_consortia	NS6_w9w10	2.76354355882338	0.191997226578386	40	20	9.72286805458565e-17	5.55854532177255e-16	ORNARGDEG-PWY	superpathway of L-arginine and L-ornithine degradation	Degradation/utilization/assimilation	Superpathways					
52	PEPTIDOGLYCANSYN-PWY	Week_and_consortia	NS6_w9w10	0.262597786969204	0.0185379701308875	40	40	9.614821266028681e-17	5.55854532177255e-16	PEPTIDOGLYCANSYN-PWY	peptidoglycan biosynthesis I (<I>meso</I>-diaminopimelate containing)	Superpathways	Biosynthesis	Cell structure biosynthesis				
53	PWY-5695	Week_and_consortia	NS6_w9w10	0.396731869066031	0.0277275632248974	40	40	1.17293527390766e-16	6.58147014803744e-16	PWY-5695	inosine 5'-phosphate degradation // IMP degradation // urate biosynthesis	Degradation/utilization/assimilation						
54	P281-PWY	Week_and_consortia	NS6_w9w10	2.66434869916675	0.187520794649677	40	20	1.46215400006608e-16	8.05513930945497e-16	P281-PWY	3-phenylpropanoate degradation // 3-phenylpropionate degradation // 3-phenylpropionic acid degradation	Degradation/utilization/assimilation	Superpathways					
55	PWY-6386	Week_and_consortia	NS6_w9w10	0.429186772029786	0.0308113146617933	40	40	1.64597576869137e-16	8.90590460559793e-16	PWY-6386	UDP-<i>N</i>-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	Biosynthesis						
56	PWY-7399	Week_and_consortia	NS6_w9w10	-3.14750347335828	0.228602461683572	40	40	2.3845134178231004e-16	1.26755713263228e-15	PWY-7399	methylphosphonate degradation II	Degradation/utilization/assimilation						
57	ORNDEG-PWY	Week_and_consortia	NS6_w9w10	2.6710692694471	0.192554421162956	40	20	3.09619093069113e-16	1.6174928482748502e-15	ORNDEG-PWY	superpathway of ornithine degradation	Degradation/utilization/assimilation	Superpathways					
58	PWY-7332	Week_and_consortia	NS6_w9w10	1.95657810914598	0.141584420683251	40	20	3.4853754621238197e-16	1.78994705936189e-15	PWY-7332	superpathway of UDP-<I>N</i>-acetylglucosamine-derived O-antigen building blocks biosynthesis	Superpathways	Biosynthesis	Carbohydrate biosynthesis				
59	PWY-6588	Week_and_consortia	NS6_w9w10	-2.93239768600528	0.213386553290852	40	40	4.1470918450339597e-16	2.0942813817421503e-15	PWY-6588	pyruvate fermentation to acetone // acetone fermentation // pyruvic acid fermentation to acetone	Generation of precursor metabolites and energy						
60	THRESYN-PWY	Week_and_consortia	NS6_w9w10	0.440604068097873	0.0325061196486953	40	40	6.35379000337009e-16	3.15606290331334e-15	THRESYN-PWY	superpathway of L-threonine biosynthesis	Superpathways	Biosynthesis	Amino acid biosynthesis				
61	PWY-7294	Week_and_consortia	NS6_w9w10	-2.0305336583776	0.155228771807352	40	38	1.1998285082525501e-15	5.8636780322665e-15	PWY-7294	D-xylose degradation IV // Dahms pathway	Degradation/utilization/assimilation						
62	GLUCARDEG-PWY	Week_and_consortia	NS6_w9w10	1.71780147373129	0.1319975404653	40	40	1.40865315068701e-15	6.7749508675899006e-15	GLUCARDEG-PWY	<i>D</i>-glucarate degradation I // <i>D</i>-glucarate catabolism	Degradation/utilization/assimilation						
63	PWY-7220	Week_and_consortia	NS6_w9w10	-0.670614325277369	0.0508806743085066	40	40	1.50597602872021e-15	7.0201651800342105e-15	PWY-7220	adenosine deoxyribonucleotides <i>de novo</i> biosynthesis II	Biosynthesis						
64	PWY-7222	Week_and_consortia	NS6_w9w10	-0.670614325277369	0.0508806743085066	40	40	1.50597602872021e-15	7.0201651800342105e-15	PWY-7222	guanosine deoxyribonucleotides <i>de novo</i> biosynthesis II	Biosynthesis						
65	PWY-7003	Week_and_consortia	NS6_w9w10	-2.28772808255256	0.174490663725089	40	40	1.76976701231474e-15	8.124839465626761e-15	PWY-7003	glycerol degradation to butanol	Superpathways	Generation of precursor metabolites and energy					
66	PWY-5505	Week_and_consortia	NS6_w9w10	0.57018572811447	0.044229423564442	40	40	1.8906371440249202e-15	8.55019484536643e-15	PWY-5505	L-glutamate and L-glutamine biosynthesis	Superpathways	Metabolic clusters		Biosynthesis	Amino acid biosynthesis		
67	FASYN-INITIAL-PWY	Week_and_consortia	NS6_w9w10	0.67006146617054	0.0520169671957561	40	40	1.93660128453127e-15	8.62926748842608e-15	FASYN-INITIAL-PWY	superpathway of fatty acid biosynthesis initiation	Superpathways	Biosynthesis	Fatty acid and lipid biosynthesis				
68	PWY-5667	Week_and_consortia	NS6_w9w10	-0.216282946749018	0.016823826939567	40	40	2.06133616523726e-15	8.92264083065337e-15	PWY-5667	CDP-diacylglycerol biosynthesis I // CDP-diacylglycerol biosynthesis	Biosynthesis						
69	PWY0-1319	Week_and_consortia	NS6_w9w10	-0.216282946749018	0.016823826939567	40	40	2.06133616549748e-15	8.92264083065337e-15	PWY0-1319	CDP-diacylglycerol biosynthesis II	Biosynthesis						
70	PWY-6147	Week_and_consortia	NS6_w9w10	0.488365842712912	0.0383223143683971	40	40	2.7049290710763602e-15	1.1543570542762501e-14	PWY-6147	6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	Biosynthesis						
71	PWY-7197	Week_and_consortia	NS6_w9w10	-0.650540519989059	0.0504472604149044	40	40	2.9346600646701404e-15	1.23500277721535e-14	PWY-7197	pyrimidine deoxyribonucleotide phosphorylation	Metabolic clusters	Biosynthesis	Nucleoside and nucleotide biosynthesis				
72	ARGSYNBSUB-PWY	Week_and_consortia	NS6_w9w10	-0.467798612503563	0.0369380597658217	40	40	3.2806136736639303e-15	1.3616793741372201e-14	ARGSYNBSUB-PWY	L-arginine biosynthesis II (acetyl cycle)	Biosynthesis						
73	PWY-7229	Week_and_consortia	NS6_w9w10	-0.278204187501618	0.0217097506913492	40	40	3.5521817222914e-15	1.45447440791121e-14	PWY-7229	superpathway of adenosine nucleotides <i>de novo</i> biosynthesis I (from IMP and L-aspartate)	Superpathways	Biosynthesis	Nucleoside and nucleotide biosynthesis				
74	GLUTORN-PWY	Week_and_consortia	NS6_w9w10	-0.243620587810719	0.0193389389567182	40	40	3.86425840981857e-15	1.5611603975667e-14	GLUTORN-PWY	L-ornithine biosynthesis I	Biosynthesis						
75	PWY-7237	Week_and_consortia	NS6_w9w10	-3.38046936384711	0.266253817907525	40	40	4.70552909508177e-15	1.87602015238128e-14	PWY-7237	<i>myo</i>-, <i>chiro</i>- and <i>scyllo</i>-inositol degradation	Degradation/utilization/assimilation						
76	PWY-6126	Week_and_consortia	NS6_w9w10	-0.395722037575365	0.0315420535509396	40	40	6.746577649832031e-15	2.65482211415468e-14	PWY-6126	superpathway of adenosine nucleotides <i>de novo</i> biosynthesis II (from IMP and L-aspartate)	Superpathways	Biosynthesis	Nucleoside and nucleotide biosynthesis				
77	PWY-6125	Week_and_consortia	NS6_w9w10	-0.501805311870832	0.0402172447644043	40	40	7.955274425708501e-15	3.09031814229446e-14	PWY-6125	superpathway of guanosine nucleotides <i>de novo</i> biosynthesis II	Superpathways	Biosynthesis	Nucleoside and nucleotide biosynthesis				
78	PWY-7228	Week_and_consortia	NS6_w9w10	-0.4320138421858	0.0346624851936112	40	40	8.226931734215081e-15	3.15539280438882e-14	PWY-7228	superpathway of guanosine nucleotides <i>de novo</i> biosynthesis I	Superpathways	Biosynthesis	Nucleoside and nucleotide biosynthesis				
79	PWY-5345	Week_and_consortia	NS6_w9w10	-0.811711956038258	0.0665278364261291	40	40	1.5555690375325802e-14	5.89171772965465e-14	PWY-5345	superpathway of L-methionine biosynthesis (by sulfhydrylation)	Superpathways	Biosynthesis	Amino acid biosynthesis				
80	PWY-3001	Week_and_consortia	NS6_w9w10	0.27426307669254	0.0227915589398024	40	40	2.34688744696143e-14	8.77909748678164e-14	PWY-3001	superpathway of L-isoleucine biosynthesis I	Superpathways	Biosynthesis	Amino acid biosynthesis				
81	PWY0-162	Week_and_consortia	NS6_w9w10	-0.303428480440809	0.0253078878313543	40	40	2.61639826308426e-14	9.667910655055241e-14	PWY0-162	superpathway of pyrimidine ribonucleotides <i>de novo</i> biosynthesis // pyrimidine biosynthesis	Superpathways	Biosynthesis	Nucleoside and nucleotide biosynthesis				
82	PWY-7539	Week_and_consortia	NS6_w9w10	0.493823074740135	0.0421351739598719	40	40	3.47204243690294e-14	1.26750464865252e-13	PWY-7539	6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)	Biosynthesis						
83	PWY-7199	Week_and_consortia	NS6_w9w10	0.569772147272604	0.0490082762327475	40	40	4.4171497359553604e-14	1.59332901189818e-13	PWY-7199	pyrimidine deoxyribonucleosides salvage	Biosynthesis						
84	PWY-5188	Week_and_consortia	NS6_w9w10	-0.8807068670945	0.0765482234353765	40	40	8.78173939725605e-14	3.1076336419408397e-13	PWY-5188	uroporphyrinogen-III I (from glutamate) // tetrapyrrole biosynthesis I (from glutamate)	Biosynthesis						
85	PWY-5189	Week_and_consortia	NS6_w9w10	-0.903946379594455	0.0785799635812774	40	40	8.82034631045916e-14	3.1076336419408397e-13	PWY-5189	uroporphyrinogen-III II (from glycine) // tetrapyrrole biosynthesis II (from glycine) // Shemin pathway	Biosynthesis						
86	PWY-841	Week_and_consortia	NS6_w9w10	-0.252767790927677	0.0220365815604901	40	40	9.5931315834533e-14	3.34105617216822e-13	PWY-841	superpathway of purine nucleotides <i>de novo</i> biosynthesis I // purine biosynthesis 2	Superpathways	Biosynthesis	Nucleoside and nucleotide biosynthesis				
87	NONOXIPENT-PWY	Week_and_consortia	NS6_w9w10	0.337670511719931	0.0295373285964181	40	40	1.05746219999685e-13	3.64103462044371e-13	NONOXIPENT-PWY	pentose phosphate pathway (non-oxidative branch) I	Generation of precursor metabolites and energy						
88	PWY-6731	Week_and_consortia	NS6_w9w10	-1.11796645228592	0.0979139696378878	40	40	1.09617563954578e-13	3.73192380654348e-13	PWY-6731	starch degradation III	Degradation/utilization/assimilation	Degradation/utilization/assimilation	Carbohydrate degradation				
89	GALACTARDEG-PWY	Week_and_consortia	NS6_w9w10	0.818393131595856	0.0717932968407998	40	40	1.14912517870077e-13	3.82620801259707e-13	GALACTARDEG-PWY	D-galactarate degradation I // D-galactarate catabolism	Degradation/utilization/assimilation						
90	GLUCARGALACTSUPER-PWY	Week_and_consortia	NS6_w9w10	0.818393131595856	0.0717932968407998	40	40	1.14912517870077e-13	3.82620801259707e-13	GLUCARGALACTSUPER-PWY	superpathway of D-glucarate and D-galactarate degradation // D-glucarate and D-galactarate catabolism super-pathway // aldarate catabolism	Superpathways						
91	PWY-5154	Week_and_consortia	NS6_w9w10	0.439064467198776	0.0390886480299555	40	40	1.2259269913629299e-13	4.03756389546703e-13	PWY-5154	L-arginine biosynthesis III (via <i>N</i>-acetyl-L-citrulline)	Biosynthesis						
92	SER-GLYSYN-PWY	Week_and_consortia	NS6_w9w10	0.444696073831256	0.0400063573730676	40	40	2.37729537592349e-13	7.74538170865396e-13	SER-GLYSYN-PWY	superpathway of L-serine and glycine biosynthesis I	Superpathways	Biosynthesis	Amino acid biosynthesis				
93	PHOSLIPSYN-PWY	Week_and_consortia	NS6_w9w10	-0.194795555231019	0.0182855200189411	40	40	5.71655414497853e-13	1.84267649566861e-12	PHOSLIPSYN-PWY	superpathway of phospholipid biosynthesis III (<i>E. coli</i>)	Superpathways	Biosynthesis	Fatty acid and lipid biosynthesis				
94	PWY-7328	Week_and_consortia	NS6_w9w10	-1.04892732517713	0.102788664169533	40	40	2.63322826783738e-12	8.3986122647866e-12	PWY-7328	superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	Superpathways	Biosynthesis	Carbohydrate biosynthesis				
95	PWY-7111	Week_and_consortia	NS6_w9w10	-0.233308685194294	0.0233036394975058	40	40	3.30506231711546e-12	1.0431602938395699e-11	PWY-7111	pyruvate fermentation to isobutanol (engineered) // isobutanol biosynthesis // pyruvic acid fermentation to isobutanol (engineered)	Generation of precursor metabolites and energy						
