ID	Total pathways	Naive	MinPath	Bacteria	Non-Bacteria	Glycan pathways	Metabolite activation/inactivation/interconversion	Macromolecule modification	Detoxification	Transport	Bioluminescence/fluorescence/chromoprotein biosynthesis	Degradation/utilization/assimilation	Superpathways	Generation of precursor metabolites and energy	Metabolic clusters	nan	Biosynthesis
S_NS6_Sh_058_picrust2_db_updated_parsed_report.tsv	358	358	226	334	24	8	1	4	2	0	0	109	161	60	9	356	197
S_S2_Am_061_v1v9_picrust2_db_updated_parsed_report.tsv	331	331	215	310	21	9	1	4	2	0	0	76	150	52	9	328	204
S_NS6_Bx_038_2_picrust2_db_updated_parsed_report.tsv	382	382	268	360	22	11	1	4	2	0	0	113	167	53	9	379	216
S_NS6_Bx_038_picrust2_db_updated_parsed_report.tsv	382	382	268	360	22	11	1	4	2	0	0	113	167	53	9	379	216
S_NS6_Ca_028_picrust2_db_updated_parsed_report.tsv	314	314	171	292	22	8	1	4	2	0	0	81	143	50	8	312	184
S_NS1_Bt_005_picrust2_db_updated_parsed_report.tsv	377	377	259	355	22	11	1	4	2	0	0	110	165	53	9	374	214
S_S5_Bv_093_picrust2_db_updated_parsed_report.tsv	394	394	268	372	22	11	1	5	2	0	0	123	178	54	9	391	218
S_NS1_Cp_013_v1v9_picrust2_db_updated_parsed_report.tsv	349	349	219	327	22	8	1	4	2	0	0	117	153	50	10	347	187
S_NS6_Pp_057_v1v9_picrust2_db_updated_parsed_report.tsv	322	322	194	300	22	8	1	4	2	0	0	92	135	54	8	320	178
S_NS6_Pm_056_v1v9_picrust2_db_updated_parsed_report.tsv	378	378	254	356	22	11	1	5	2	0	0	112	162	54	9	375	213
S_S2_Bd_066_v1v9_picrust2_db_updated_parsed_report.tsv	339	339	190	318	21	8	1	4	2	0	0	107	160	48	8	337	184
S_NS1_Sw_027_v1v9_picrust2_db_updated_parsed_report.tsv	350	350	203	332	18	9	1	4	2	0	0	107	162	51	9	347	193
S_NS6_Ao_031_picrust2_db_updated_parsed_report.tsv	335	335	217	312	23	9	1	4	2	0	0	89	149	53	8	332	193
S_S5_Cc_097_picrust2_db_updated_parsed_report.tsv	397	397	256	374	23	6	1	4	2	0	0	143	172	60	8	395	199
S_S2_Ef_078_picrust2_db_updated_parsed_report.tsv	442	442	321	415	27	12	1	4	3	0	0	158	192	63	10	439	229
S_S2_Shsn_087_picrust2_db_updated_parsed_report.tsv	358	358	226	334	24	8	1	4	2	0	0	109	161	60	9	356	197
S_NS6_Cb_041_picrust2_db_updated_parsed_report.tsv	393	393	267	368	25	6	1	4	2	0	0	145	170	61	8	391	192
S_NS6_Pd_055_picrust2_db_updated_parsed_report.tsv	380	380	262	356	24	11	1	4	3	0	0	112	164	54	10	377	215
S_S2_Rf_084_v1v9_picrust2_db_updated_parsed_report.tsv	368	368	233	346	22	6	1	4	2	0	0	125	160	53	8	366	191
S_NS6_Cb_042_picrust2_db_updated_parsed_report.tsv	409	409	269	384	25	6	1	4	2	0	0	147	178	61	8	407	206
S_S2_Bd_064_v1v9_picrust2_db_updated_parsed_report.tsv	380	380	263	358	22	11	1	5	2	0	0	111	165	54	9	377	216
S_S2_El_072_v1v9_picrust2_db_updated_parsed_report.tsv	328	328	212	309	19	8	1	4	2	0	0	87	146	52	9	325	192
S_S5_Sc_120_picrust2_db_updated_parsed_report.tsv	370	370	239	344	26	8	1	4	2	0	0	118	168	60	10	368	200
S_NS1_Fp_020_v1v9_picrust2_db_updated_parsed_report.tsv	366	366	239	343	23	8	1	4	2	0	0	138	160	60	8	364	173
S_S2_Cc_070_v1v9_picrust2_db_updated_parsed_report.tsv	375	375	241	352	23	6	1	4	2	0	0	136	168	59	8	373	185
S_S5_Rg_113_v1v9_picrust2_db_updated_parsed_report.tsv	364	364	227	343	21	6	1	4	2	0	0	120	169	51	8	362	193
S_S2_Cs_071_v1v9_picrust2_db_updated_parsed_report.tsv	390	390	233	367	23	7	1	4	2	0	0	135	166	59	8	387	201
S_S2_Cs_071_picrust2_db_updated_parsed_report.tsv	390	390	233	367	23	7	1	4	2	0	0	135	166	59	8	387	201
S_NS6_Em_047_v1v9_picrust2_db_updated_parsed_report.tsv	392	392	237	366	26	10	1	5	3	0	0	126	176	60	8	390	211
S_NS1_Af_002_picrust2_db_updated_parsed_report.tsv	334	334	213	311	23	9	1	4	2	0	0	89	150	51	8	331	193
S_S5_Ef_104_picrust2_db_updated_parsed_report.tsv	444	444	325	417	27	12	1	4	3	0	0	161	192	63	10	441	228
S_S5_Am_089_picrust2_db_updated_parsed_report.tsv	334	334	218	313	21	9	1	4	2	0	0	79	153	54	9	331	204
S_NS1_Shsn_025_picrust2_db_updated_parsed_report.tsv	363	363	230	339	24	8	1	4	2	0	0	114	164	60	9	361	197
S_S5_Af_090_v1v9_picrust2_db_updated_parsed_report.tsv	334	334	214	311	23	10	1	4	2	0	0	88	149	51	8	331	194
S_NS1_Bu_006_v1v9_picrust2_db_updated_parsed_report.tsv	371	371	253	350	21	12	1	5	2	0	0	106	160	53	8	368	212
S_NS6_Ss_059_picrust2_db_updated_parsed_report.tsv	334	334	200	312	22	9	1	4	2	0	0	101	146	54	9	332	183
S_S5_Bp_095_picrust2_db_updated_parsed_report.tsv	326	326	184	305	21	8	1	4	2	0	0	95	155	46	8	324	184
S_S5_Bp_095_v1v9_picrust2_db_updated_parsed_report.tsv	326	326	184	305	21	8	1	4	2	0	0	95	155	46	8	324	184
S_S2_Bv_065_picrust2_db_updated_parsed_report.tsv	396	396	266	374	22	10	1	4	2	0	0	123	178	54	9	393	220
S_NS1_Bs_004_picrust2_db_updated_parsed_report.tsv	362	362	247	341	21	9	1	4	2	0	0	105	162	53	8	359	204
S_NS1_Pd_022_v1v9_picrust2_db_updated_parsed_report.tsv	376	376	255	352	24	11	1	4	3	0	0	108	164	54	10	373	215
S_S5_Cb_096_picrust2_db_updated_parsed_report.tsv	397	397	263	372	25	7	1	4	2	0	0	141	172	61	8	394	200
S_NS1_Ss_026_picrust2_db_updated_parsed_report.tsv	334	334	201	312	22	9	1	4	2	0	0	101	146	54	9	332	183
S_S2_He_082_v1v9_picrust2_db_updated_parsed_report.tsv	368	368	233	346	22	6	1	4	2	0	0	125	160	53	8	366	191
S_S2_Rf_118_v1v9_picrust2_db_updated_parsed_report.tsv	356	356	206	332	24	6	1	4	2	0	0	116	163	60	7	354	188
S_S2_Fp_080_picrust2_db_updated_parsed_report.tsv	367	367	240	345	22	8	1	4	2	0	0	138	162	60	8	365	174
S_NS1_Bp_010_v1v9_picrust2_db_updated_parsed_report.tsv	326	326	184	305	21	8	1	4	2	0	0	95	155	46	8	324	184
S_NS1_Bp_010_picrust2_db_updated_parsed_report.tsv	326	326	184	305	21	8	1	4	2	0	0	95	155	46	8	324	184
S_S5_Cb_096_v1v9_picrust2_db_updated_parsed_report.tsv	397	397	263	372	25	7	1	4	2	0	0	141	172	61	8	394	200
S_NS6_Blss_040_picrust2_db_updated_parsed_report.tsv	332	332	188	312	20	7	1	4	2	0	0	95	154	46	8	330	190
S_NS1_Cb_011_picrust2_db_updated_parsed_report.tsv	391	391	257	366	25	6	1	4	2	0	0	143	170	61	8	389	192
S_NS1_Et_015_picrust2_db_updated_parsed_report.tsv	407	407	250	381	26	8	1	5	3	0	0	136	181	60	8	405	216
S_NS1_Ao_003_picrust2_db_updated_parsed_report.tsv	336	336	215	313	23	9	1	4	2	0	0	90	150	53	8	333	193
S_NS1_El_014_v1v9_picrust2_db_updated_parsed_report.tsv	328	328	223	309	19	8	1	4	2	0	0	86	146	53	9	325	192
S_S5_Cc_098_v1v9_picrust2_db_updated_parsed_report.tsv	377	377	247	354	23	6	1	4	2	0	0	136	167	60	8	375	186
S_S2_Bv_065_v1v9_picrust2_db_updated_parsed_report.tsv	396	396	266	374	22	10	1	4	2	0	0	123	178	54	9	393	220
S_S2_Blss_067_v1v9_picrust2_db_updated_parsed_report.tsv	320	320	188	300	20	7	1	4	2	0	0	90	152	46	8	318	183
S_NS6_Hh_054_v1v9_picrust2_db_updated_parsed_report.tsv	380	380	234	358	22	6	1	4	2	0	0	130	174	52	8	378	199
S_NS1_Ba_008_v1v9_picrust2_db_updated_parsed_report.tsv	321	321	187	301	20	7	1	4	2	0	0	92	152	46	8	319	183
S_S2_Ef_078_v1v9_picrust2_db_updated_parsed_report.tsv	442	442	321	415	27	12	1	4	3	0	0	158	192	63	10	439	229
S_S2_El_072_picrust2_db_updated_parsed_report.tsv	328	328	212	309	19	8	1	4	2	0	0	87	146	52	9	325	192
S_NS6_Ca_028_v1v9_picrust2_db_updated_parsed_report.tsv	314	314	171	292	22	8	1	4	2	0	0	81	143	50	8	312	184
S_NS1_Ca_028_picrust2_db_updated_parsed_report.tsv	314	314	171	292	22	8	1	4	2	0	0	81	143	50	8	312	184
S_NS6_Pp_057_picrust2_db_updated_parsed_report.tsv	322	322	194	300	22	8	1	4	2	0	0	92	135	54	8	320	178
S_NS6_Bu_034_picrust2_db_updated_parsed_report.tsv	371	371	256	350	21	11	1	4	2	0	0	107	161	52	8	368	212
S_NS6_Pm_056_picrust2_db_updated_parsed_report.tsv	378	378	254	356	22	11	1	5	2	0	0	112	162	54	9	375	213
S_NS6_Hh_054_picrust2_db_updated_parsed_report.tsv	380	380	234	358	22	6	1	4	2	0	0	130	174	52	8	378	199
S_NS1_Af_002_v1v9_picrust2_db_updated_parsed_report.tsv	334	334	213	311	23	9	1	4	2	0	0	89	150	51	8	331	193
S_S2_Hf_081_picrust2_db_updated_parsed_report.tsv	254	254	108	234	20	6	1	4	2	0	0	93	123	43	8	252	116
S_NS1_Eh_016_picrust2_db_updated_parsed_report.tsv	360	360	213	337	23	9	1	4	2	0	0	119	164	55	9	357	190
S_S2_Shsn_087_v1v9_picrust2_db_updated_parsed_report.tsv	358	358	226	334	24	8	1	4	2	0	0	109	161	60	9	356	197
S_S5_Ef_104_v1v9_picrust2_db_updated_parsed_report.tsv	444	444	325	417	27	12	1	4	3	0	0	161	192	63	10	441	228
S_NS1_Cc_012_picrust2_db_updated_parsed_report.tsv	397	397	258	374	23	6	1	4	2	0	0	143	169	60	8	395	199
S_S5_Et_102_picrust2_db_updated_parsed_report.tsv	396	396	246	371	25	9	1	5	3	0	0	138	171	59	8	393	204
S_S2_Ca_088_v1v9_picrust2_db_updated_parsed_report.tsv	314	314	177	292	22	8	1	4	2	0	0	91	136	50	8	312	173
S_NS6_Af_030_picrust2_db_updated_parsed_report.tsv	334	334	214	311	23	10	1	4	2	0	0	88	149	51	8	331	194
S_NS6_Cp_043_picrust2_db_updated_parsed_report.tsv	341	341	217	319	22	8	1	4	2	0	0	113	151	50	10	339	183
S_NS6_Bv_037_v1v9_picrust2_db_updated_parsed_report.tsv	393	393	265	371	22	10	1	4	2	0	0	123	178	54	9	390	217
S_S2_El_073_v1v9_picrust2_db_updated_parsed_report.tsv	328	328	214	309	19	8	1	4	2	0	0	87	146	52	9	325	192
S_S5_Pd_111_picrust2_db_updated_parsed_report.tsv	380	380	262	356	24	11	1	4	3	0	0	112	164	54	10	377	215
S_NS1_Et_015_v1v9_picrust2_db_updated_parsed_report.tsv	407	407	250	381	26	8	1	5	3	0	0	136	181	60	8	405	216
S_S5_Am_089_v1v9_picrust2_db_updated_parsed_report.tsv	334	334	218	313	21	9	1	4	2	0	0	79	153	54	9	331	204
S_S5_Em_101_v1v9_picrust2_db_updated_parsed_report.tsv	395	395	244	369	26	8	1	5	3	0	0	130	176	60	8	393	210
S_S2_Am_061_picrust2_db_updated_parsed_report.tsv	331	331	215	310	21	9	1	4	2	0	0	76	150	52	9	328	204
S_S5_Pd_110_picrust2_db_updated_parsed_report.tsv	380	380	262	356	24	11	1	4	3	0	0	112	164	54	10	377	215
S_NS1_Em_018_v1v9_picrust2_db_updated_parsed_report.tsv	451	451	332	424	27	12	1	4	3	0	0	168	194	63	10	448	228
S_S2_Bd_064_picrust2_db_updated_parsed_report.tsv	380	380	263	358	22	11	1	5	2	0	0	111	165	54	9	377	216
S_NS6_Em_046_v1v9_picrust2_db_updated_parsed_report.tsv	393	393	233	367	26	10	1	5	3	0	0	126	176	60	8	391	212
S_NS6_Ao_031_v1v9_picrust2_db_updated_parsed_report.tsv	335	335	217	312	23	9	1	4	2	0	0	89	149	53	8	332	193
S_S2_Pd_083_picrust2_db_updated_parsed_report.tsv	380	380	262	356	24	11	1	4	3	0	0	112	164	54	10	377	215
S_NS6_Bs_032_picrust2_db_updated_parsed_report.tsv	363	363	249	342	21	9	1	4	2	0	0	105	162	53	8	360	205
S_S5_Bv_093_v1v9_picrust2_db_updated_parsed_report.tsv	394	394	268	372	22	11	1	5	2	0	0	123	178	54	9	391	218
S_S2_Bd_066_picrust2_db_updated_parsed_report.tsv	339	339	190	318	21	8	1	4	2	0	0	107	160	48	8	337	184
S_NS6_Ef_050_v1v9_picrust2_db_updated_parsed_report.tsv	357	357	222	333	24	8	1	4	2	0	0	118	163	55	9	355	188
S_S5_Fp_105_v1v9_picrust2_db_updated_parsed_report.tsv	335	335	205	313	22	6	1	4	2	0	0	100	144	56	8	333	181
S_NS1_Am_001_v1v9_picrust2_db_updated_parsed_report.tsv	334	334	218	313	21	9	1	4	2	0	0	79	153	54	9	331	204
S_NS1_Fp_020_picrust2_db_updated_parsed_report.tsv	366	366	239	343	23	8	1	4	2	0	0	138	160	60	8	364	173
S_S5_Rf_112_v1v9_picrust2_db_updated_parsed_report.tsv	366	366	216	343	23	8	1	4	2	0	0	115	174	59	7	364	198
S_S5_He_108_v1v9_picrust2_db_updated_parsed_report.tsv	397	397	247	373	24	8	1	4	2	0	0	132	179	57	8	394	212
S_S2_Bs_063_v1v9_picrust2_db_updated_parsed_report.tsv	421	421	296	395	26	9	1	4	2	0	0	146	181	63	9	419	220
S_NS6_El_044_picrust2_db_updated_parsed_report.tsv	329	329	209	310	19	8	1	4	2	0	0	87	146	53	9	326	192
S_NS1_Sw_027_picrust2_db_updated_parsed_report.tsv	350	350	203	332	18	9	1	4	2	0	0	107	162	51	9	347	193
S_NS6_Blss_040_v1v9_picrust2_db_updated_parsed_report.tsv	332	332	188	312	20	7	1	4	2	0	0	95	154	46	8	330	190
S_NS6_Ef_051_picrust2_db_updated_parsed_report.tsv	447	447	330	421	26	12	1	4	3	0	0	164	193	63	10	444	227
S_S5_Blss_094_picrust2_db_updated_parsed_report.tsv	320	320	187	300	20	7	1	4	2	0	0	90	152	46	8	318	183
S_S5_Pd_110_v1v9_picrust2_db_updated_parsed_report.tsv	380	380	262	356	24	11	1	4	3	0	0	112	164	54	10	377	215
S_S2_Af_119_v1v9_picrust2_db_updated_parsed_report.tsv	326	326	214	303	23	9	1	4	2	0	0	82	146	51	8	323	193
S_S2_Ea_076_picrust2_db_updated_parsed_report.tsv	390	390	237	367	23	9	1	4	2	0	0	133	174	57	9	387	204
S_S2_Bs_063_picrust2_db_updated_parsed_report.tsv	421	421	296	395	26	9	1	4	2	0	0	146	181	63	9	419	220
S_S2_Fp_079_v1v9_picrust2_db_updated_parsed_report.tsv	335	335	205	313	22	6	1	4	2	0	0	100	144	56	8	333	181
S_NS6_El_045_picrust2_db_updated_parsed_report.tsv	325	325	213	306	19	8	1	4	2	0	0	86	147	52	9	322	190
S_NS6_Ba_039_v1v9_picrust2_db_updated_parsed_report.tsv	318	318	177	298	20	7	1	4	2	0	0	90	154	46	8	316	182
S_NS6_He_053_picrust2_db_updated_parsed_report.tsv	383	383	239	359	24	7	1	5	2	0	0	122	172	53	8	381	209
S_S2_Cb_068_picrust2_db_updated_parsed_report.tsv	393	393	267	368	25	6	1	4	2	0	0	144	170	61	8	391	193
S_S2_Rg_085_v1v9_picrust2_db_updated_parsed_report.tsv	360	360	225	339	21	6	1	4	2	0	0	117	167	51	8	358	192
S_S2_Ca_088_picrust2_db_updated_parsed_report.tsv	314	314	177	292	22	8	1	4	2	0	0	91	136	50	8	312	173
S_S2_Cc_069_picrust2_db_updated_parsed_report.tsv	338	338	204	316	22	6	1	4	2	0	0	96	144	56	8	336	188
S_S5_Et_102_v1v9_picrust2_db_updated_parsed_report.tsv	396	396	246	371	25	9	1	5	3	0	0	138	171	59	8	393	204
S_NS6_Bu_034_v1v9_picrust2_db_updated_parsed_report.tsv	371	371	256	350	21	11	1	4	2	0	0	107	161	52	8	368	212
S_NS1_Ss_026_v1v9_picrust2_db_updated_parsed_report.tsv	334	334	201	312	22	9	1	4	2	0	0	101	146	54	9	332	183
S_NS1_Cc_012_v1v9_picrust2_db_updated_parsed_report.tsv	397	397	258	374	23	6	1	4	2	0	0	143	169	60	8	395	199
S_NS6_Bs_033_v1v9_picrust2_db_updated_parsed_report.tsv	363	363	249	342	21	9	1	4	2	0	0	105	162	53	8	360	205
S_NS1_Bv_007_picrust2_db_updated_parsed_report.tsv	376	376	261	354	22	9	1	4	2	0	0	110	163	54	9	373	213
S_NS6_Cb_042_v1v9_picrust2_db_updated_parsed_report.tsv	409	409	269	384	25	6	1	4	2	0	0	147	178	61	8	407	206
S_S5_Ca_088_v1v9_picrust2_db_updated_parsed_report.tsv	314	314	177	292	22	8	1	4	2	0	0	91	136	50	8	312	173
S_NS6_Em_046_picrust2_db_updated_parsed_report.tsv	393	393	233	367	26	10	1	5	3	0	0	126	176	60	8	391	212
S_NS6_Ba_039_picrust2_db_updated_parsed_report.tsv	318	318	177	298	20	7	1	4	2	0	0	90	154	46	8	316	182
S_S2_Et_074_v1v9_picrust2_db_updated_parsed_report.tsv	407	407	249	381	26	8	1	5	3	0	0	137	180	60	8	405	215
S_NS1_Bs_004_v1v9_picrust2_db_updated_parsed_report.tsv	362	362	247	341	21	9	1	4	2	0	0	105	162	53	8	359	204
S_S5_Af_090_picrust2_db_updated_parsed_report.tsv	334	334	214	311	23	10	1	4	2	0	0	88	149	51	8	331	194
S_S5_Cc_098_picrust2_db_updated_parsed_report.tsv	377	377	247	354	23	6	1	4	2	0	0	136	167	60	8	375	186
S_NS6_Am_029_v1v9_picrust2_db_updated_parsed_report.tsv	333	333	221	311	22	10	1	5	2	0	0	77	148	52	9	330	205
S_NS6_Pd_055_v1v9_picrust2_db_updated_parsed_report.tsv	380	380	262	356	24	11	1	4	3	0	0	112	164	54	10	377	215
S_NS6_Bu_036_v1v9_picrust2_db_updated_parsed_report.tsv	371	371	256	350	21	11	1	4	2	0	0	107	161	52	8	368	212
S_NS1_Bt_005_v1v9_picrust2_db_updated_parsed_report.tsv	377	377	259	355	22	11	1	4	2	0	0	110	165	53	9	374	214
S_S2_Fp_079_picrust2_db_updated_parsed_report.tsv	335	335	205	313	22	6	1	4	2	0	0	100	144	56	8	333	181
S_NS6_Sh_058_v1v9_picrust2_db_updated_parsed_report.tsv	358	358	226	334	24	8	1	4	2	0	0	109	161	60	9	356	197
S_NS1_Ca_028_v1v9_picrust2_db_updated_parsed_report.tsv	314	314	171	292	22	8	1	4	2	0	0	81	143	50	8	312	184
S_NS6_El_044_v1v9_picrust2_db_updated_parsed_report.tsv	329	329	209	310	19	8	1	4	2	0	0	87	146	53	9	326	192
S_S5_Hf_107_v1v9_picrust2_db_updated_parsed_report.tsv	249	249	106	229	20	6	1	4	2	0	0	90	122	45	8	246	113
S_NS6_Et_048_picrust2_db_updated_parsed_report.tsv	407	407	247	381	26	8	1	5	3	0	0	137	181	60	8	405	215
S_S5_Hf_107_picrust2_db_updated_parsed_report.tsv	249	249	106	229	20	6	1	4	2	0	0	90	122	45	8	246	113
S_S5_Lp_109_v1v9_picrust2_db_updated_parsed_report.tsv	387	387	238	363	24	7	1	5	2	0	0	132	173	57	8	385	202
S_S5_He_108_picrust2_db_updated_parsed_report.tsv	397	397	247	373	24	8	1	4	2	0	0	132	179	57	8	394	212
S_S5_Fp_106_picrust2_db_updated_parsed_report.tsv	373	373	244	350	23	8	1	4	2	0	0	141	161	60	8	371	177
S_S2_Blss_067_picrust2_db_updated_parsed_report.tsv	320	320	188	300	20	7	1	4	2	0	0	90	152	46	8	318	183
S_S5_Ea_103_v1v9_picrust2_db_updated_parsed_report.tsv	390	390	238	367	23	9	1	4	2	0	0	133	174	57	9	387	204
S_NS1_Eh_016_v1v9_picrust2_db_updated_parsed_report.tsv	360	360	213	337	23	9	1	4	2	0	0	119	164	55	9	357	190
S_NS1_Pm_023_v1v9_picrust2_db_updated_parsed_report.tsv	378	378	256	356	22	11	1	5	2	0	0	112	162	54	9	375	213
S_S2_Ea_077_v1v9_picrust2_db_updated_parsed_report.tsv	390	390	237	367	23	9	1	4	2	0	0	133	174	57	9	387	204
S_S2_Pd_083_v1v9_picrust2_db_updated_parsed_report.tsv	380	380	262	356	24	11	1	4	3	0	0	112	164	54	10	377	215
S_S2_Hf_081_v1v9_picrust2_db_updated_parsed_report.tsv	254	254	108	234	20	6	1	4	2	0	0	93	123	43	8	252	116
S_S5_Dg_099_picrust2_db_updated_parsed_report.tsv	350	350	220	328	22	6	1	4	2	0	0	119	163	52	8	348	179
S_NS1_Pd_022_picrust2_db_updated_parsed_report.tsv	376	376	255	352	24	11	1	4	3	0	0	108	164	54	10	373	215
S_S5_Fp_105_picrust2_db_updated_parsed_report.tsv	335	335	205	313	22	6	1	4	2	0	0	100	144	56	8	333	181
S_S5_Dg_099_v1v9_picrust2_db_updated_parsed_report.tsv	350	350	220	328	22	6	1	4	2	0	0	119	163	52	8	348	179
S_S5_Bg_092_picrust2_db_updated_parsed_report.tsv	410	410	282	385	25	8	1	4	2	0	0	150	185	64	9	408	205
S_NS6_Bv_037_picrust2_db_updated_parsed_report.tsv	393	393	265	371	22	10	1	4	2	0	0	123	178	54	9	390	217
S_NS6_Ef_051_v1v9_picrust2_db_updated_parsed_report.tsv	447	447	330	421	26	12	1	4	3	0	0	164	193	63	10	444	227
S_NS1_Pm_023_picrust2_db_updated_parsed_report.tsv	378	378	256	356	22	11	1	5	2	0	0	112	162	54	9	375	213
S_S5_El_100_v1v9_picrust2_db_updated_parsed_report.tsv	318	318	206	299	19	8	1	4	2	0	0	85	144	52	9	315	184
S_NS1_Am_001_picrust2_db_updated_parsed_report.tsv	334	334	218	313	21	9	1	4	2	0	0	79	153	54	9	331	204
S_S5_Pd_111_v1v9_picrust2_db_updated_parsed_report.tsv	380	380	262	356	24	11	1	4	3	0	0	112	164	54	10	377	215
S_S2_Rg_085_picrust2_db_updated_parsed_report.tsv	360	360	225	339	21	6	1	4	2	0	0	117	167	51	8	358	192
S_S5_Rg_113_picrust2_db_updated_parsed_report.tsv	364	364	227	343	21	6	1	4	2	0	0	120	169	51	8	362	193
S_NS1_Em_017_v1v9_picrust2_db_updated_parsed_report.tsv	451	451	332	424	27	12	1	4	3	0	0	168	194	63	10	448	228
S_NS1_Ao_003_v1v9_picrust2_db_updated_parsed_report.tsv	336	336	215	313	23	9	1	4	2	0	0	90	150	53	8	333	193
S_S5_Rf_112_picrust2_db_updated_parsed_report.tsv	366	366	216	343	23	8	1	4	2	0	0	115	174	59	7	364	198
S_S2_Af_119_picrust2_db_updated_parsed_report.tsv	326	326	214	303	23	9	1	4	2	0	0	82	146	51	8	323	193
S_S5_Ca_088_picrust2_db_updated_parsed_report.tsv	314	314	177	292	22	8	1	4	2	0	0	91	136	50	8	312	173
S_NS6_Bs_032_v1v9_picrust2_db_updated_parsed_report.tsv	363	363	249	342	21	9	1	4	2	0	0	105	162	53	8	360	205
S_S2_Rf_084_picrust2_db_updated_parsed_report.tsv	368	368	233	346	22	6	1	4	2	0	0	125	160	53	8	366	191
S_NS1_Ig_115_picrust2_db_updated_parsed_report.tsv	353	353	215	331	22	8	1	4	2	0	0	131	160	59	8	351	169
S_S2_Cc_069_v1v9_picrust2_db_updated_parsed_report.tsv	338	338	204	316	22	6	1	4	2	0	0	96	144	56	8	336	188
S_S5_Em_101_picrust2_db_updated_parsed_report.tsv	395	395	244	369	26	8	1	5	3	0	0	130	176	60	8	393	210
S_S5_Sc_120_v1v9_picrust2_db_updated_parsed_report.tsv	370	370	239	344	26	8	1	4	2	0	0	118	168	60	10	368	200
S_S2_Et_075_v1v9_picrust2_db_updated_parsed_report.tsv	407	407	249	381	26	8	1	5	3	0	0	137	180	60	8	405	215
S_S2_Et_074_picrust2_db_updated_parsed_report.tsv	407	407	249	381	26	8	1	5	3	0	0	137	180	60	8	405	215
S_NS6_Ef_049_picrust2_db_updated_parsed_report.tsv	357	357	222	333	24	8	1	4	2	0	0	118	163	55	9	355	188
S_S2_Et_075_picrust2_db_updated_parsed_report.tsv	407	407	249	381	26	8	1	5	3	0	0	137	180	60	8	405	215
S_S2_Fp_080_v1v9_picrust2_db_updated_parsed_report.tsv	367	367	240	345	22	8	1	4	2	0	0	138	162	60	8	365	174
S_NS1_Ig_115_v1v9_picrust2_db_updated_parsed_report.tsv	353	353	215	331	22	8	1	4	2	0	0	131	160	59	8	351	169
S_NS1_El_014_picrust2_db_updated_parsed_report.tsv	328	328	223	309	19	8	1	4	2	0	0	86	146	53	9	325	192
S_NS6_El_045_v1v9_picrust2_db_updated_parsed_report.tsv	325	325	213	306	19	8	1	4	2	0	0	86	147	52	9	322	190
S_S5_Cc_097_v1v9_picrust2_db_updated_parsed_report.tsv	397	397	256	374	23	6	1	4	2	0	0	143	172	60	8	395	199
S_NS6_Cb_041_v1v9_picrust2_db_updated_parsed_report.tsv	393	393	267	368	25	6	1	4	2	0	0	145	170	61	8	391	192
S_NS6_Af_030_v1v9_picrust2_db_updated_parsed_report.tsv	334	334	214	311	23	10	1	4	2	0	0	88	149	51	8	331	194
S_NS1_Em_017_picrust2_db_updated_parsed_report.tsv	451	451	332	424	27	12	1	4	3	0	0	168	194	63	10	448	228
S_S2_Ea_076_v1v9_picrust2_db_updated_parsed_report.tsv	390	390	237	367	23	9	1	4	2	0	0	133	174	57	9	387	204
