ID	Total pathways	Naive	MinPath	Bacteria	Non-Bacteria	Cyclitol biosynthesis	8-oxo-GTP-detoxification	Antibiotic resistance	Other degradation	Protein modification	Secondary metabolite biosynthesis	Carboxylic acid biosynthesis	Fluorescence protein biosynthesis	Aldehyde degradation	Aminoacyl-tRNAs-charging	Amide, amidine, amine, and polyamine biosynthesis	Storage compound biosynthesis	Cyclitol degradation	Cofactor, carrier, and vitamin biosynthesis	Amide, amidine, amine, and polyamine degradation	Hydrocarbon degradation	Aromatic compound degradation	Protein degradation	Cell structure biosynthesis	Carboxylic acid degradation	Acetate degradation	Alcohol degradation	Chlorinated compound degradation	Polyprenyl biosynthesis	Tetrapyrrole biosynthesis	nan	Hormone, neurotransmitter, and signaling molecule degradation	Cyanide detoxification	Carbohydrate biosynthesis	Nucleotide-alditol biosynthesis	Secondary metabolite degradation	Amino acid biosynthesis	Chromoprotein biosynthesis	Nucleoside and nucleotide degradation	Carbohydrate degradation	Polymeric compound degradation	Other biosynthesis	Arsenic detoxification	Reactive oxygen species degradation	C1 Compound utilization and assimilation	Fatty acid and lipid degradation	Hormone, neurotransmitter, and signaling molecule biosynthesis	Nucleoside and nucleotide biosynthesis	Mercury detoxification	Nucleic acid processing	Methylglyoxal detoxification	Cofactor, carrier, and vitamin degradation	Inorganic nutrient metabolism	Acid resistance	Amino acid degradation	Metabolic regulator biosynthesis	Nitrogen remobilization from senescing leaves	Metabolic regulators	Aromatic compound biosynthesis	Hydrocarbon biosynthesis	Fatty acid and lipid biosynthesis	Seleno amino acid detoxification
S_S5_Lp_109_picrust2_db_updated_parsed_report.tsv	387	387	238	363	24	0	0	2	5	1	16	4	0	1	1	7	1	2	55	7	0	26	0	9	10	1	7	0	4	10	387	0	0	22	0	5	32	0	13	33	7	4	0	0	11	1	1	25	0	3	0	0	6	0	14	0	0	1	1	0	22	0
S_NS6_Fp_052_picrust2_db_updated_parsed_report.tsv	369	369	241	346	23	0	0	2	3	0	17	5	0	1	1	7	1	2	35	5	0	32	0	11	13	1	7	0	4	7	369	0	0	14	0	5	32	0	13	30	6	3	0	0	12	8	1	25	0	3	0	0	4	0	14	0	0	1	1	0	19	0
S_NS6_Sh_058_picrust2_db_updated_parsed_report.tsv	358	358	226	334	24	0	0	2	4	0	21	5	0	1	1	4	1	0	54	4	0	14	0	11	8	1	6	0	4	10	358	0	0	14	0	2	31	0	12	23	5	6	0	0	12	1	1	26	0	3	0	0	9	0	17	0	0	1	2	0	19	0
S_S2_Am_061_v1v9_picrust2_db_updated_parsed_report.tsv	331	331	215	310	21	0	0	2	1	0	17	4	0	0	1	7	1	0	53	1	0	12	0	13	4	1	5	0	4	4	331	0	0	20	0	2	32	0	7	22	5	6	0	0	10	0	1	26	0	3	0	0	6	0	11	0	0	1	1	0	22	0
S_NS6_Bx_038_2_picrust2_db_updated_parsed_report.tsv	382	382	268	360	22	0	0	2	3	0	20	5	0	1	1	7	1	0	57	4	0	18	0	14	12	1	4	0	4	10	382	0	0	23	0	2	32	0	12	31	8	7	0	0	12	1	1	26	0	3	0	0	10	0	12	0	0	1	1	0	22	0
S_NS6_Bx_038_picrust2_db_updated_parsed_report.tsv	382	382	268	360	22	0	0	2	3	0	20	5	0	1	1	7	1	0	57	4	0	18	0	14	12	1	4	0	4	10	382	0	0	23	0	2	32	0	12	31	8	7	0	0	12	1	1	26	0	3	0	0	10	0	12	0	0	1	1	0	22	0
S_NS6_Ca_028_picrust2_db_updated_parsed_report.tsv	314	314	171	292	22	0	0	2	2	0	16	5	0	0	1	6	1	0	45	2	0	18	0	11	1	1	7	0	4	2	314	0	0	19	0	2	31	0	11	20	5	4	0	0	7	0	1	25	0	3	0	0	4	0	10	0	0	1	1	0	18	0
S_NS1_Bt_005_picrust2_db_updated_parsed_report.tsv	377	377	259	355	22	0	0	2	3	0	24	5	0	1	1	7	1	0	53	4	0	17	0	14	11	1	4	0	4	10	377	0	0	21	0	2	32	0	12	29	8	7	0	0	12	1	1	26	0	3	0	0	10	0	12	0	0	1	1	0	22	0
S_S5_Bv_093_picrust2_db_updated_parsed_report.tsv	394	394	268	372	22	0	0	2	3	1	21	4	0	1	1	7	1	0	57	5	0	25	0	14	12	1	6	0	4	10	394	0	0	24	0	2	32	0	12	30	7	7	0	0	12	1	1	26	0	3	0	0	9	0	14	0	0	1	2	0	22	0
S_NS1_Cp_013_v1v9_picrust2_db_updated_parsed_report.tsv	349	349	219	327	22	0	0	2	3	0	20	5	0	1	1	7	1	2	40	6	0	22	0	11	11	1	7	0	4	4	349	0	0	19	0	2	31	0	12	27	6	4	0	0	11	2	1	26	0	3	0	0	6	0	13	0	0	1	1	0	19	0
S_NS6_Pp_057_v1v9_picrust2_db_updated_parsed_report.tsv	322	322	194	300	22	0	0	2	5	0	17	5	0	0	1	7	1	0	42	6	0	11	0	11	5	1	4	0	4	10	322	0	0	14	0	5	31	0	12	20	5	4	0	0	12	0	1	24	0	3	0	0	4	0	12	0	0	1	0	0	19	0
S_NS6_Pm_056_v1v9_picrust2_db_updated_parsed_report.tsv	378	378	254	356	22	0	0	2	3	1	23	5	0	1	1	7	1	0	55	3	0	16	0	13	11	1	5	0	4	7	378	0	0	19	0	2	33	0	13	33	7	7	0	0	12	2	1	25	0	3	0	0	9	0	12	0	0	1	1	0	22	0
S_S2_Bd_066_v1v9_picrust2_db_updated_parsed_report.tsv	339	339	190	318	21	0	0	2	4	0	14	5	0	1	1	4	1	2	45	3	0	24	0	11	9	1	6	0	4	2	339	0	0	19	0	2	32	0	9	25	6	7	0	0	11	1	1	24	0	3	0	0	5	0	12	0	0	1	1	0	19	0
S_NS1_Sw_027_v1v9_picrust2_db_updated_parsed_report.tsv	350	350	203	332	18	0	0	2	3	0	16	4	0	0	1	7	1	0	48	6	0	22	0	12	6	0	7	0	4	10	350	0	0	17	0	2	33	0	11	21	5	4	0	0	11	5	1	26	0	3	0	0	3	0	17	0	0	1	1	0	22	0
S_NS6_Ao_031_picrust2_db_updated_parsed_report.tsv	335	335	217	312	23	0	0	2	2	0	13	4	0	1	1	7	1	0	47	4	0	14	0	12	5	1	4	0	4	4	335	0	0	19	0	2	31	0	12	24	5	6	0	0	11	1	1	25	0	3	0	0	4	0	12	0	0	1	1	0	25	0
S_S5_Cc_097_picrust2_db_updated_parsed_report.tsv	397	397	256	374	23	0	0	2	3	0	24	4	0	1	1	7	1	2	45	7	0	34	0	10	13	1	6	0	4	10	397	0	0	22	0	5	33	0	13	30	7	4	0	0	12	5	1	25	0	3	0	0	6	0	14	0	0	1	1	0	19	0
S_S2_Ef_078_picrust2_db_updated_parsed_report.tsv	442	442	321	415	27	0	0	3	5	0	26	5	0	1	1	7	1	0	57	7	0	30	0	15	14	1	7	0	4	10	442	0	0	24	0	5	34	0	13	35	6	6	0	0	12	9	1	26	0	3	0	0	11	0	18	0	0	2	1	0	25	0
S_S2_Shsn_087_picrust2_db_updated_parsed_report.tsv	358	358	226	334	24	0	0	2	4	0	21	5	0	1	1	4	1	0	54	4	0	14	0	11	8	1	6	0	4	10	358	0	0	14	0	2	31	0	12	23	5	6	0	0	12	1	1	26	0	3	0	0	9	0	17	0	0	1	2	0	19	0
S_NS6_Cb_041_picrust2_db_updated_parsed_report.tsv	393	393	267	368	25	0	0	2	3	0	19	4	0	1	1	7	1	0	43	8	0	34	0	9	13	1	7	0	4	4	393	0	0	21	0	5	33	0	13	34	7	6	0	0	12	5	1	25	0	3	0	0	5	0	14	0	0	1	1	0	19	0
S_NS6_Pd_055_picrust2_db_updated_parsed_report.tsv	380	380	262	356	24	0	0	3	3	0	21	4	0	1	1	7	1	0	53	3	0	14	0	15	11	1	5	0	4	4	380	0	0	25	0	2	33	0	13	34	6	6	0	0	12	2	1	26	0	3	0	0	10	0	12	0	0	1	1	0	22	0
S_S2_Rf_084_v1v9_picrust2_db_updated_parsed_report.tsv	368	368	233	346	22	0	0	2	5	0	18	4	0	1	1	7	1	2	45	4	0	25	0	10	10	1	7	0	4	10	368	0	0	21	0	5	33	0	13	31	7	3	0	0	11	1	1	25	0	3	0	0	5	0	13	0	0	1	1	0	19	0
S_NS6_Cb_042_picrust2_db_updated_parsed_report.tsv	409	409	269	384	25	0	0	2	3	0	22	4	0	1	1	7	1	2	53	9	0	31	0	10	15	1	7	0	4	4	409	0	0	21	0	5	33	0	13	34	7	6	0	0	12	5	1	25	0	3	0	0	5	0	14	0	0	1	1	0	19	0
S_S2_Bd_064_v1v9_picrust2_db_updated_parsed_report.tsv	380	380	263	358	22	0	0	2	3	1	21	4	0	1	1	7	1	0	57	5	0	15	0	14	12	1	6	0	4	10	380	0	0	22	0	2	32	0	12	30	7	7	0	0	12	1	1	26	0	3	0	0	9	0	12	0	0	1	2	0	22	0
S_S2_El_072_v1v9_picrust2_db_updated_parsed_report.tsv	328	328	212	309	19	0	0	2	3	0	14	5	0	1	1	5	1	0	49	5	0	15	0	12	2	1	7	0	4	5	328	0	0	22	0	2	32	0	11	19	2	4	0	0	11	1	1	25	0	3	0	0	6	0	9	0	0	1	1	0	21	0
S_S5_Sc_120_picrust2_db_updated_parsed_report.tsv	370	370	239	344	26	0	0	2	4	0	21	5	0	1	1	4	1	0	56	4	0	21	0	11	8	1	7	0	4	10	370	0	0	14	0	2	32	0	12	24	5	6	0	0	11	2	1	26	0	3	0	0	10	0	17	0	0	1	2	0	19	0
S_NS1_Fp_020_v1v9_picrust2_db_updated_parsed_report.tsv	366	366	239	343	23	0	0	2	3	0	17	5	0	1	1	7	1	0	35	5	0	32	0	11	12	1	7	0	4	7	366	0	0	14	0	5	32	0	13	30	6	3	0	0	12	8	1	25	0	3	0	0	4	0	14	0	0	1	1	0	19	0
S_S2_Cc_070_v1v9_picrust2_db_updated_parsed_report.tsv	375	375	241	352	23	0	0	2	3	0	18	4	0	1	1	7	1	0	39	8	0	28	0	9	13	1	7	0	4	4	375	0	0	21	0	5	33	0	13	31	7	4	0	0	11	5	1	25	0	3	0	0	6	0	14	0	0	1	1	0	19	0
S_S5_Rg_113_v1v9_picrust2_db_updated_parsed_report.tsv	364	364	227	343	21	0	0	2	3	0	18	4	0	1	1	7	1	0	51	5	0	24	0	10	9	1	7	0	4	10	364	0	0	18	0	5	32	0	12	30	7	3	0	0	11	4	1	25	0	3	0	0	5	0	13	0	0	1	1	0	19	0
S_S2_Cs_071_v1v9_picrust2_db_updated_parsed_report.tsv	390	390	233	367	23	0	0	2	4	0	24	4	0	1	1	7	1	2	45	8	0	27	0	11	14	1	7	0	4	10	390	0	0	23	0	5	32	0	12	30	6	4	0	0	11	1	1	25	0	3	0	0	5	0	16	0	0	1	1	0	21	0
S_S2_Cs_071_picrust2_db_updated_parsed_report.tsv	390	390	233	367	23	0	0	2	4	0	24	4	0	1	1	7	1	2	45	8	0	27	0	11	14	1	7	0	4	10	390	0	0	23	0	5	32	0	12	30	6	4	0	0	11	1	1	25	0	3	0	0	5	0	16	0	0	1	1	0	21	0
S_NS6_Em_047_v1v9_picrust2_db_updated_parsed_report.tsv	392	392	237	366	26	0	0	3	2	1	21	5	0	1	1	7	1	0	51	5	0	25	0	12	12	1	7	0	4	10	392	0	0	24	0	2	33	0	13	31	7	6	0	0	11	5	1	25	0	3	0	0	5	0	14	0	0	1	1	0	22	0
S_NS1_Af_002_picrust2_db_updated_parsed_report.tsv	334	334	213	311	23	0	0	2	2	0	13	4	0	1	1	7	1	0	47	3	0	14	0	12	6	1	4	0	4	4	334	0	0	19	0	2	31	0	12	24	5	6	0	0	11	1	1	25	0	3	0	0	5	0	12	0	0	1	1	0	25	0
S_S5_Ef_104_picrust2_db_updated_parsed_report.tsv	444	444	325	417	27	0	0	3	5	0	26	5	0	1	1	7	1	0	56	7	0	33	0	15	14	1	7	0	4	10	444	0	0	24	0	5	34	0	13	35	6	6	0	0	12	9	1	26	0	3	0	0	11	0	18	0	0	2	1	0	25	0
S_S5_Am_089_picrust2_db_updated_parsed_report.tsv	334	334	218	313	21	0	0	2	1	0	17	4	0	0	1	7	1	0	53	1	0	12	0	13	4	1	5	0	4	4	334	0	0	20	0	2	32	0	7	22	5	6	0	0	10	0	1	26	0	3	0	0	9	0	11	0	0	1	1	0	22	0
S_NS1_Shsn_025_picrust2_db_updated_parsed_report.tsv	363	363	230	339	24	0	0	2	4	0	21	5	0	1	1	4	1	0	54	4	0	18	0	11	8	1	7	0	4	10	363	0	0	14	0	2	31	0	12	24	5	6	0	0	12	1	1	26	0	3	0	0	9	0	17	0	0	1	2	0	19	0
S_S5_Af_090_v1v9_picrust2_db_updated_parsed_report.tsv	334	334	214	311	23	0	0	2	2	0	13	5	0	1	1	7	1	0	47	3	0	14	0	12	6	1	4	0	4	4	334	0	0	19	0	2	31	0	12	24	5	6	0	0	11	1	1	25	0	3	0	0	4	0	12	0	0	1	1	0	25	0
S_NS1_Bu_006_v1v9_picrust2_db_updated_parsed_report.tsv	371	371	253	350	21	0	0	2	3	1	18	5	0	1	1	7	1	0	54	4	0	14	0	14	12	1	4	0	4	4	371	0	0	25	0	2	32	0	12	29	7	7	0	0	12	1	1	25	0	3	0	0	9	0	12	0	0	1	1	0	22	0
S_NS6_Ss_059_picrust2_db_updated_parsed_report.tsv	334	334	200	312	22	0	0	2	2	0	23	6	0	1	1	6	1	2	31	3	0	24	0	11	8	1	6	0	4	8	334	0	0	19	0	2	32	0	12	20	5	6	0	0	9	0	1	26	0	3	0	0	4	0	13	0	0	1	2	0	19	0
S_S5_Bp_095_picrust2_db_updated_parsed_report.tsv	326	326	184	305	21	0	0	2	3	0	14	5	0	0	1	4	1	0	44	3	0	20	0	11	9	1	6	0	4	2	326	0	0	19	0	2	32	0	7	25	6	7	0	0	11	1	1	25	0	3	0	0	5	0	10	0	0	1	1	0	19	0
S_S5_Bp_095_v1v9_picrust2_db_updated_parsed_report.tsv	326	326	184	305	21	0	0	2	3	0	14	5	0	0	1	4	1	0	44	3	0	20	0	11	9	1	6	0	4	2	326	0	0	19	0	2	32	0	7	25	6	7	0	0	11	1	1	25	0	3	0	0	5	0	10	0	0	1	1	0	19	0
S_S2_Bv_065_picrust2_db_updated_parsed_report.tsv	396	396	266	374	22	0	0	2	3	0	24	4	0	1	1	7	1	0	57	5	0	25	0	14	12	1	6	0	4	10	396	0	0	23	0	2	32	0	12	30	7	7	0	0	12	1	1	26	0	3	0	0	9	0	14	0	0	1	2	0	22	0
S_NS1_Bs_004_picrust2_db_updated_parsed_report.tsv	362	362	247	341	21	0	0	2	3	0	17	4	0	1	1	7	1	0	54	3	0	14	0	13	11	1	4	0	4	4	362	0	0	19	0	2	32	0	12	30	8	7	0	0	12	1	1	25	0	3	0	0	9	0	12	0	0	1	1	0	22	0
S_NS1_Pd_022_v1v9_picrust2_db_updated_parsed_report.tsv	376	376	255	352	24	0	0	3	3	0	21	4	0	1	1	7	1	0	53	3	0	14	0	15	10	1	5	0	4	4	376	0	0	25	0	2	33	0	13	30	5	6	0	0	12	2	1	26	0	3	0	0	10	0	12	0	0	1	1	0	22	0
S_S5_Cb_096_picrust2_db_updated_parsed_report.tsv	397	397	263	372	25	0	0	2	3	0	20	4	0	1	1	7	1	0	45	7	0	31	0	11	13	1	7	0	4	7	397	0	0	23	0	5	33	0	13	34	7	6	0	0	12	5	1	25	0	3	0	0	5	0	14	0	0	1	1	0	21	0
S_NS1_Ss_026_picrust2_db_updated_parsed_report.tsv	334	334	201	312	22	0	0	2	2	0	23	6	0	1	1	6	1	2	31	3	0	24	0	11	8	1	6	0	4	8	334	0	0	19	0	2	32	0	12	20	5	6	0	0	9	0	1	26	0	3	0	0	4	0	13	0	0	1	2	0	19	0
S_S2_He_082_v1v9_picrust2_db_updated_parsed_report.tsv	368	368	233	346	22	0	0	2	5	0	18	4	0	1	1	7	1	2	45	4	0	25	0	10	10	1	7	0	4	10	368	0	0	21	0	5	33	0	13	31	7	3	0	0	11	1	1	25	0	3	0	0	5	0	13	0	0	1	1	0	19	0
S_S2_Rf_118_v1v9_picrust2_db_updated_parsed_report.tsv	356	356	206	332	24	0	0	2	4	0	18	4	0	1	1	7	1	0	38	5	0	29	0	10	7	1	5	0	4	4	356	0	0	21	0	2	33	0	13	20	5	6	0	0	11	1	1	23	0	3	0	0	8	0	14	0	0	1	1	0	22	0
S_S2_Fp_080_picrust2_db_updated_parsed_report.tsv	367	367	240	345	22	0	0	2	3	0	17	5	0	1	1	7	1	2	35	5	0	30	0	11	13	1	7	0	4	7	367	0	0	15	0	5	32	0	13	29	6	3	0	0	12	8	1	25	0	3	0	0	4	0	14	0	0	1	1	0	19	0
S_NS1_Bp_010_v1v9_picrust2_db_updated_parsed_report.tsv	326	326	184	305	21	0	0	2	3	0	14	5	0	0	1	4	1	0	44	3	0	20	0	11	9	1	6	0	4	2	326	0	0	19	0	2	32	0	7	25	6	7	0	0	11	1	1	25	0	3	0	0	5	0	10	0	0	1	1	0	19	0
S_NS1_Bp_010_picrust2_db_updated_parsed_report.tsv	326	326	184	305	21	0	0	2	3	0	14	5	0	0	1	4	1	0	44	3	0	20	0	11	9	1	6	0	4	2	326	0	0	19	0	2	32	0	7	25	6	7	0	0	11	1	1	25	0	3	0	0	5	0	10	0	0	1	1	0	19	0
S_S5_Cb_096_v1v9_picrust2_db_updated_parsed_report.tsv	397	397	263	372	25	0	0	2	3	0	20	4	0	1	1	7	1	0	45	7	0	31	0	11	13	1	7	0	4	7	397	0	0	23	0	5	33	0	13	34	7	6	0	0	12	5	1	25	0	3	0	0	5	0	14	0	0	1	1	0	21	0
S_NS6_Blss_040_picrust2_db_updated_parsed_report.tsv	332	332	188	312	20	0	0	2	3	0	18	5	0	0	1	4	1	0	47	4	0	16	0	11	9	1	6	0	4	9	332	0	0	19	0	2	32	0	9	24	5	6	0	0	11	1	1	25	0	3	0	0	5	0	12	0	0	1	1	0	19	0
S_NS1_Cb_011_picrust2_db_updated_parsed_report.tsv	391	391	257	366	25	0	0	2	3	0	19	4	0	1	1	7	1	0	43	7	0	34	0	9	13	1	7	0	4	4	391	0	0	21	0	5	33	0	13	33	7	6	0	0	12	5	1	25	0	3	0	0	5	0	14	0	0	1	1	0	19	0
S_NS1_Et_015_picrust2_db_updated_parsed_report.tsv	407	407	250	381	26	0	0	3	3	1	23	4	0	1	1	7	1	2	55	6	0	31	0	11	13	1	7	0	4	10	407	0	0	24	0	2	33	0	13	33	7	6	0	0	10	5	1	25	0	3	0	0	5	0	13	0	0	1	1	0	22	0
S_NS1_Ao_003_picrust2_db_updated_parsed_report.tsv	336	336	215	313	23	0	0	2	2	0	13	4	0	1	1	7	1	0	47	4	0	14	0	12	5	1	4	0	4	4	336	0	0	19	0	2	31	0	12	24	5	6	0	0	11	1	1	25	0	3	0	0	5	0	12	0	0	1	1	0	25	0
S_NS1_El_014_v1v9_picrust2_db_updated_parsed_report.tsv	328	328	223	309	19	0	0	2	3	0	14	5	0	1	1	5	1	0	50	5	0	15	0	12	2	1	7	0	4	5	328	0	0	21	0	2	32	0	11	18	2	4	0	0	11	1	1	25	0	3	0	0	6	0	9	0	0	1	1	0	21	0
S_S5_Cc_098_v1v9_picrust2_db_updated_parsed_report.tsv	377	377	247	354	23	0	0	2	3	0	18	4	0	1	1	7	1	0	39	7	0	31	0	10	13	1	7	0	4	4	377	0	0	21	0	5	33	0	13	30	7	4	0	0	11	5	1	25	0	3	0	0	5	0	14	0	0	1	1	0	19	0
S_S2_Bv_065_v1v9_picrust2_db_updated_parsed_report.tsv	396	396	266	374	22	0	0	2	3	0	24	4	0	1	1	7	1	0	57	5	0	25	0	14	12	1	6	0	4	10	396	0	0	23	0	2	32	0	12	30	7	7	0	0	12	1	1	26	0	3	0	0	9	0	14	0	0	1	2	0	22	0
S_S2_Blss_067_v1v9_picrust2_db_updated_parsed_report.tsv	320	320	188	300	20	0	0	2	3	0	14	5	0	0	1	4	1	0	44	4	0	16	0	11	7	1	6	0	4	2	320	0	0	19	0	2	32	0	9	19	4	6	0	0	11	1	1	25	0	3	0	0	5	0	12	0	0	1	1	0	19	0
S_NS6_Hh_054_v1v9_picrust2_db_updated_parsed_report.tsv	380	380	234	358	22	0	0	2	5	0	18	4	0	1	1	7	1	2	54	7	0	28	0	9	10	1	7	0	4	10	380	0	0	21	0	5	33	0	13	31	7	3	0	0	11	1	1	25	0	3	0	0	5	0	13	0	0	1	1	0	19	0
S_NS1_Ba_008_v1v9_picrust2_db_updated_parsed_report.tsv	321	321	187	301	20	0	0	2	3	0	14	5	0	0	1	4	1	0	44	4	0	19	0	11	6	1	6	0	4	2	321	0	0	19	0	2	32	0	9	18	4	6	0	0	11	1	1	25	0	3	0	0	5	0	12	0	0	1	1	0	19	0
S_S2_Ef_078_v1v9_picrust2_db_updated_parsed_report.tsv	442	442	321	415	27	0	0	3	5	0	26	5	0	1	1	7	1	0	57	7	0	30	0	15	14	1	7	0	4	10	442	0	0	24	0	5	34	0	13	35	6	6	0	0	12	9	1	26	0	3	0	0	11	0	18	0	0	2	1	0	25	0
S_S2_El_072_picrust2_db_updated_parsed_report.tsv	328	328	212	309	19	0	0	2	3	0	14	5	0	1	1	5	1	0	49	5	0	15	0	12	2	1	7	0	4	5	328	0	0	22	0	2	32	0	11	19	2	4	0	0	11	1	1	25	0	3	0	0	6	0	9	0	0	1	1	0	21	0
S_NS6_Ca_028_v1v9_picrust2_db_updated_parsed_report.tsv	314	314	171	292	22	0	0	2	2	0	16	5	0	0	1	6	1	0	45	2	0	18	0	11	1	1	7	0	4	2	314	0	0	19	0	2	31	0	11	20	5	4	0	0	7	0	1	25	0	3	0	0	4	0	10	0	0	1	1	0	18	0
S_NS1_Ca_028_picrust2_db_updated_parsed_report.tsv	314	314	171	292	22	0	0	2	2	0	16	5	0	0	1	6	1	0	45	2	0	18	0	11	1	1	7	0	4	2	314	0	0	19	0	2	31	0	11	20	5	4	0	0	7	0	1	25	0	3	0	0	4	0	10	0	0	1	1	0	18	0
S_NS6_Pp_057_picrust2_db_updated_parsed_report.tsv	322	322	194	300	22	0	0	2	5	0	17	5	0	0	1	7	1	0	42	6	0	11	0	11	5	1	4	0	4	10	322	0	0	14	0	5	31	0	12	20	5	4	0	0	12	0	1	24	0	3	0	0	4	0	12	0	0	1	0	0	19	0
S_NS6_Bu_034_picrust2_db_updated_parsed_report.tsv	371	371	256	350	21	0	0	2	3	0	18	5	0	1	1	7	1	0	54	4	0	14	0	14	12	1	4	0	4	4	371	0	0	25	0	2	32	0	12	30	8	7	0	0	12	1	1	25	0	3	0	0	9	0	12	0	0	1	1	0	22	0
