Sample	fastqc-percent_duplicates	fastqc-percent_gc	fastqc-avg_sequence_length	fastqc-median_sequence_length	fastqc-percent_fails	fastqc-total_sequences
1030R_L_M_NS1_week5_S22_L001_R1_001	95.62726262079188	50.0	301.0	301	36.36363636363637	0.140324
1030R_L_M_NS1_week5_S22_L001_R2_001	92.67124654371312	52.0	301.0	301	36.36363636363637	0.140324
1030R_L_M_NS1_week6_S23_L001_R1_001	95.49383779382057	50.0	301.0	301	36.36363636363637	0.127714
1030R_L_M_NS1_week6_S23_L001_R2_001	92.36497173371752	51.0	301.0	301	36.36363636363637	0.127714
1030R_L_M_NS1_week7_S24_L001_R1_001	95.5936477328562	51.0	301.0	301	36.36363636363637	0.10786699999999999
1030R_L_M_NS1_week7_S24_L001_R2_001	92.28587056282274	53.0	301.0	301	45.45454545454545	0.10786699999999999
1030R_L_M_NS1_week9_S25_L001_R1_001	95.11802824496323	51.0	301.0	301	36.36363636363637	0.107559
1030R_L_M_NS1_week9_S25_L001_R2_001	90.79017097592948	52.0	301.0	301	45.45454545454545	0.107559
1060R_L_M_S5_week9_S75_L001_R1_001	95.73000928258851	50.0	301.0	301	36.36363636363637	0.113115
1060R_L_M_S5_week9_S75_L001_R2_001	91.59704725279583	52.0	301.0	301	45.45454545454545	0.113115
1067R_R_M_S2_week5_S56_L001_R1_001	95.33512877897053	50.0	301.0	301	36.36363636363637	0.131815
1067R_R_M_S2_week5_S56_L001_R2_001	92.67534043925198	52.0	301.0	301	45.45454545454545	0.131815
1067R_R_M_S2_week6_S57_L001_R1_001	95.17991696140243	51.0	301.0	301	36.36363636363637	0.13005999999999998
1067R_R_M_S2_week6_S57_L001_R2_001	91.617714900815	52.0	301.0	301	54.54545454545454	0.13005999999999998
1067R_R_M_S2_week7_S58_L001_R1_001	95.77771929164943	52.0	301.0	301	36.36363636363637	0.132985
1067R_R_M_S2_week7_S58_L001_R2_001	92.22243110125203	54.0	301.0	301	54.54545454545454	0.132985
1067R_R_M_S2_week9_S59_L001_R1_001	94.87880131377747	50.0	301.0	301	36.36363636363637	0.110521
1067R_R_M_S2_week9_S59_L001_R2_001	92.17343310321115	52.0	301.0	301	45.45454545454545	0.110521
1075R_L_M_NS6_week9_S84_L001_R1_001	95.70295863350097	49.0	301.0	301	36.36363636363637	0.110355
1075R_L_M_NS6_week9_S84_L001_R2_001	92.73163880204794	50.0	301.0	301	36.36363636363637	0.110355
1076R_0_M_S5_week9_S76_L001_R1_001	94.96763702788601	51.0	301.0	301	36.36363636363637	0.094707
1076R_0_M_S5_week9_S76_L001_R2_001	90.88346162374481	53.0	301.0	301	45.45454545454545	0.094707
1121R_0_M_NS1_week5_S26_L001_R1_001	95.47579248701292	51.0	301.0	301	36.36363636363637	0.099907
1121R_0_M_NS1_week5_S26_L001_R2_001	91.2568688880659	53.0	301.0	301	45.45454545454545	0.099907
1121R_0_M_NS1_week6_S27_L001_R1_001	95.38405165583902	51.0	301.0	301	36.36363636363637	0.100976
1121R_0_M_NS1_week6_S27_L001_R2_001	91.80696403105688	53.0	301.0	301	45.45454545454545	0.100976
1121R_0_M_NS1_week7_S28_L001_R1_001	94.81062721542793	51.0	301.0	301	36.36363636363637	0.087737
1121R_0_M_NS1_week7_S28_L001_R2_001	91.3958763121602	52.0	301.0	301	36.36363636363637	0.087737
1121R_0_M_NS1_week9_S29_L001_R1_001	95.02190120684249	50.0	301.0	301	36.36363636363637	0.098853
1121R_0_M_NS1_week9_S29_L001_R2_001	90.88545618241227	52.0	301.0	301	36.36363636363637	0.098853
1136R_0_F_S5_week9_S69_L001_R1_001	95.81866569496951	50.0	301.0	301	36.36363636363637	0.153683
1136R_0_F_S5_week9_S69_L001_R2_001	92.89576595980037	52.0	301.0	301	36.36363636363637	0.153683
1151R_R_M_NS1_week5_S30_L001_R1_001	95.21182229405262	50.0	301.0	301	36.36363636363637	0.10766099999999999
1151R_R_M_NS1_week5_S30_L001_R2_001	91.45930281160308	51.0	301.0	301	36.36363636363637	0.10766099999999999
1151R_R_M_NS1_week6_S31_L001_R1_001	95.31884321414041	50.0	301.0	301	36.36363636363637	0.11552699999999999
1151R_R_M_NS1_week6_S31_L001_R2_001	91.24966458057423	52.0	301.0	301	36.36363636363637	0.11552699999999999
1151R_R_M_NS1_week7_S32_L001_R1_001	95.40431290227443	50.0	301.0	301	36.36363636363637	0.115282
1151R_R_M_NS1_week7_S32_L001_R2_001	91.34470255547267	52.0	301.0	301	36.36363636363637	0.115282
1151R_R_M_NS1_week9_S33_L001_R1_001	94.98910880819244	50.0	301.0	301	36.36363636363637	0.10604899999999999
1151R_R_M_NS1_week9_S33_L001_R2_001	91.70194909900141	52.0	301.0	301	36.36363636363637	0.10604899999999999
1152R_0_M_S2_week9_S60_L001_R1_001	95.48794589926372	50.0	301.0	301	36.36363636363637	0.136634
1152R_0_M_S2_week9_S60_L001_R2_001	92.73460485677064	52.0	301.0	301	45.45454545454545	0.136634
1184R_0_M_NS6_week9_S85_L001_R1_001	95.65651084475797	49.0	301.0	301	36.36363636363637	0.12531399999999998
1184R_0_M_NS6_week9_S85_L001_R2_001	92.49964090205404	50.0	301.0	301	36.36363636363637	0.12531399999999998
1186R_0_M_NS6_week9_S86_L001_R1_001	95.41969447943869	49.0	301.0	301	36.36363636363637	0.119861
1186R_0_M_NS6_week9_S86_L001_R2_001	92.17760572663335	51.0	301.0	301	36.36363636363637	0.119861
1186R_RR_M_NS6_week9_S87_L001_R1_001	95.5094573793348	49.0	301.0	301	36.36363636363637	0.124083
1186R_RR_M_NS6_week9_S87_L001_R2_001	92.21085886060138	51.0	301.0	301	36.36363636363637	0.124083
1193R_R_F_NS1_week5_S1_L001_R1_001	95.59025964779039	49.0	301.0	301	36.36363636363637	0.105335
1193R_R_F_NS1_week5_S1_L001_R2_001	91.71025774908625	51.0	301.0	301	36.36363636363637	0.105335
1193R_R_F_NS1_week6_S2_L001_R1_001	95.39074885759582	50.0	301.0	301	36.36363636363637	0.085784
1193R_R_F_NS1_week6_S2_L001_R2_001	91.43779725822998	52.0	301.0	301	36.36363636363637	0.085784
1193R_R_F_NS1_week7_S3_L001_R1_001	95.19460538806507	51.0	301.0	301	36.36363636363637	0.09164699999999999
1193R_R_F_NS1_week7_S3_L001_R2_001	91.92881381823737	52.0	301.0	301	36.36363636363637	0.09164699999999999
1193R_R_F_NS1_week9_S4_L001_R1_001	94.82863086462142	50.0	301.0	301	36.36363636363637	0.09902599999999999
1193R_R_F_NS1_week9_S4_L001_R2_001	90.8650253468786	51.0	301.0	301	36.36363636363637	0.09902599999999999
184R_0_M_NS6_week9_S88_L001_R1_001	95.5597636943234	49.0	301.0	301	36.36363636363637	0.136772
184R_0_M_NS6_week9_S88_L001_R2_001	92.4085339104495	51.0	301.0	301	36.36363636363637	0.136772
2402R_0_F_S5_week9_S70_L001_R1_001	95.43556085918854	51.0	301.0	301	36.36363636363637	0.124024
2402R_0_F_S5_week9_S70_L001_R2_001	92.3974392053151	53.0	301.0	301	45.45454545454545	0.124024
2403R_0_F_NS6_week9_S80_L001_R1_001	95.61209439528024	50.0	301.0	301	36.36363636363637	0.1356
2403R_0_F_NS6_week9_S80_L001_R2_001	91.14159292035399	51.0	301.0	301	36.36363636363637	0.1356
2404R_R_F_S2_week5_S35_L001_R1_001	95.08653933285676	49.0	301.0	301	36.36363636363637	0.09931899999999999
2404R_R_F_S2_week5_S35_L001_R2_001	92.71639867497659	51.0	301.0	301	36.36363636363637	0.09931899999999999
2404R_R_F_S2_week6_S36_L001_R1_001	95.68365037833252	50.0	301.0	301	36.36363636363637	0.11312799999999999
2404R_R_F_S2_week6_S36_L001_R2_001	92.86471960964572	52.0	301.0	301	36.36363636363637	0.11312799999999999
2404R_R_F_S2_week7_S37_L001_R1_001	95.4984801676371	50.0	301.0	301	36.36363636363637	0.120737
2404R_R_F_S2_week7_S37_L001_R2_001	92.69238096026902	52.0	301.0	301	45.45454545454545	0.120737
2404R_R_F_S2_week9_S38_L001_R1_001	94.96562385582361	49.0	301.0	301	36.36363636363637	0.098324
2404R_R_F_S2_week9_S38_L001_R2_001	92.36300394613725	51.0	301.0	301	36.36363636363637	0.098324
2433R_0_F_S5_week9_S71_L001_R1_001	95.64323199848707	50.0	301.0	301	36.36363636363637	0.126906
2433R_0_F_S5_week9_S71_L001_R2_001	92.70168471151877	52.0	301.0	301	36.36363636363637	0.126906
2446R_L_F_S2_week5_S39_L001_R1_001	95.40861491957249	51.0	301.0	301	36.36363636363637	0.09262999999999999
2446R_L_F_S2_week5_S39_L001_R2_001	92.18611680880925	53.0	301.0	301	45.45454545454545	0.09262999999999999
2446R_L_F_S2_week6_S40_L001_R1_001	95.64689822539057	51.0	301.0	301	36.36363636363637	0.11867399999999999
2446R_L_F_S2_week6_S40_L001_R2_001	92.46675767227867	53.0	301.0	301	45.45454545454545	0.11867399999999999
2446R_L_F_S2_week7_S41_L001_R1_001	94.93909871598647	51.0	301.0	301	36.36363636363637	0.109111
2446R_L_F_S2_week7_S41_L001_R2_001	90.47483755075106	53.0	301.0	301	45.45454545454545	0.109111
2446R_L_F_S2_week9_S42_L001_R1_001	95.19232769560423	51.0	301.0	301	36.36363636363637	0.096138
2446R_L_F_S2_week9_S42_L001_R2_001	90.88913853002975	53.0	301.0	301	45.45454545454545	0.096138
2475R_0_M_S5_week9_S77_L001_R1_001	95.30284201862402	51.0	301.0	301	36.36363636363637	0.123926
2475R_0_M_S5_week9_S77_L001_R2_001	90.90344237690235	53.0	301.0	301	45.45454545454545	0.123926
2476R_R_F_NS6_week9_S81_L001_R1_001	95.67535253943036	49.0	301.0	301	36.36363636363637	0.122114
2476R_R_F_NS6_week9_S81_L001_R2_001	92.00009826883077	51.0	301.0	301	36.36363636363637	0.122114
2518R_0_M_S5_week9_S78_L001_R1_001	95.34232183505516	50.0	301.0	301	36.36363636363637	0.108509
2518R_0_M_S5_week9_S78_L001_R2_001	90.75560552580892	52.0	301.0	301	45.45454545454545	0.108509
2529R_R_F_NS1_week5_S5_L001_R1_001	95.31666702803496	50.0	301.0	301	36.36363636363637	0.09224199999999999
2529R_R_F_NS1_week5_S5_L001_R2_001	91.58626222328223	51.0	301.0	301	36.36363636363637	0.09224199999999999
2529R_R_F_NS1_week6_S6_L001_R1_001	95.20130611548024	50.0	301.0	301	36.36363636363637	0.09371299999999999
2529R_R_F_NS1_week6_S6_L001_R2_001	91.64576953037465	52.0	301.0	301	36.36363636363637	0.09371299999999999
2529R_R_F_NS1_week7_S7_L001_R1_001	95.44006267955079	51.0	301.0	301	36.36363636363637	0.09572499999999999
2529R_R_F_NS1_week7_S7_L001_R2_001	91.60094019326195	53.0	301.0	301	45.45454545454545	0.09572499999999999
2529R_R_F_NS1_week9_S8_L001_R1_001	94.85980789517517	51.0	301.0	301	36.36363636363637	0.090055
2529R_R_F_NS1_week9_S8_L001_R2_001	91.12209205485537	53.0	301.0	301	45.45454545454545	0.090055
2562R_0_F_NS6_week9_S82_L001_R1_001	95.53638937243937	50.0	301.0	301	36.36363636363637	0.113742
2562R_0_F_NS6_week9_S82_L001_R2_001	92.11900617186264	51.0	301.0	301	36.36363636363637	0.113742
2562R_RL_F_NS6_week9_S83_L001_R1_001	95.34313248320841	49.0	301.0	301	36.36363636363637	0.10273
2562R_RL_F_NS6_week9_S83_L001_R2_001	92.40922807359097	51.0	301.0	301	36.36363636363637	0.10273
3795R_0_F_S2_week5_S43_L001_R1_001	95.47505207147495	50.0	301.0	301	36.36363636363637	0.118587
3795R_0_F_S2_week5_S43_L001_R2_001	91.56062637557237	52.0	301.0	301	45.45454545454545	0.118587
3795R_0_F_S2_week6_S44_L001_R1_001	95.38917982937748	52.0	301.0	301	36.36363636363637	0.09471199999999999
3795R_0_F_S2_week6_S44_L001_R2_001	91.65470056592618	54.0	301.0	301	45.45454545454545	0.09471199999999999
3795R_0_F_S2_week7_S45_L001_R1_001	94.83992467043315	51.0	301.0	301	36.36363636363637	0.10089
3795R_0_F_S2_week7_S45_L001_R2_001	90.7671721677074	53.0	301.0	301	45.45454545454545	0.10089
3795R_0_F_S2_week9_S46_L001_R1_001	95.28335568020438	51.0	301.0	301	36.36363636363637	0.126043
3795R_0_F_S2_week9_S46_L001_R2_001	91.21728299072538	53.0	301.0	301	45.45454545454545	0.126043
3861R_R_M_NS1_week9_S34_L001_R1_001	94.95015216706895	50.0	301.0	301	36.36363636363637	0.09529
3861R_R_M_NS1_week9_S34_L001_R2_001	91.6150697869661	52.0	301.0	301	36.36363636363637	0.09529
3909R_0_M_S2_week5_S61_L001_R1_001	95.32685035116154	51.0	301.0	301	36.36363636363637	0.144378
3909R_0_M_S2_week5_S61_L001_R2_001	92.07843300225797	53.0	301.0	301	45.45454545454545	0.144378
3909R_0_M_S2_week6_S62_L001_R1_001	95.90826429581733	51.0	301.0	301	36.36363636363637	0.178164
3909R_0_M_S2_week6_S62_L001_R2_001	92.72075166700344	53.0	301.0	301	45.45454545454545	0.178164
3909R_0_M_S2_week7_S63_L001_R1_001	95.30818165464684	51.0	301.0	301	36.36363636363637	0.12229799999999999
3909R_0_M_S2_week7_S63_L001_R2_001	92.03502919099249	53.0	301.0	301	45.45454545454545	0.12229799999999999
3909R_0_M_S2_week9_S64_L001_R1_001	95.16271234472661	51.0	301.0	301	36.36363636363637	0.127034
3909R_0_M_S2_week9_S64_L001_R2_001	91.96120723585811	53.0	301.0	301	45.45454545454545	0.127034
3918R_R_M_S2_week5_S65_L001_R1_001	94.93761664477778	50.0	301.0	301	36.36363636363637	0.11573599999999999
3918R_R_M_S2_week5_S65_L001_R2_001	92.25392272067464	52.0	301.0	301	36.36363636363637	0.11573599999999999
3918R_R_M_S2_week6_S66_L001_R1_001	95.2516482022701	51.0	301.0	301	36.36363636363637	0.11770399999999999
3918R_R_M_S2_week6_S66_L001_R2_001	92.64256100047577	53.0	301.0	301	45.45454545454545	0.11770399999999999
3918R_R_M_S2_week7_S67_L001_R1_001	95.18068481678702	51.0	301.0	301	36.36363636363637	0.126574
3918R_R_M_S2_week7_S67_L001_R2_001	93.1060091329973	52.0	301.0	301	36.36363636363637	0.126574
3918R_R_M_S2_week9_S68_L001_R1_001	94.8299614904811	51.0	301.0	301	36.36363636363637	0.09218499999999999
3918R_R_M_S2_week9_S68_L001_R2_001	92.64305472690785	52.0	301.0	301	36.36363636363637	0.09218499999999999
3924R_L_F_S5_week9_S72_L001_R1_001	95.57084532929943	51.0	301.0	301	36.36363636363637	0.122958
3924R_L_F_S5_week9_S72_L001_R2_001	92.49987800712438	52.0	301.0	301	45.45454545454545	0.122958
3929R_0_F_S5_week9_S73_L001_R1_001	95.34887551159899	52.0	301.0	301	36.36363636363637	0.121433
3929R_0_F_S5_week9_S73_L001_R2_001	90.6697520443372	54.0	301.0	301	45.45454545454545	0.121433
3969R_0_F_S2_week5_S47_L001_R1_001	95.29027479727291	51.0	301.0	301	36.36363636363637	0.10531399999999999
3969R_0_F_S2_week5_S47_L001_R2_001	90.88915054028904	53.0	301.0	301	45.45454545454545	0.10531399999999999
3969R_0_F_S2_week6_S48_L001_R1_001	95.14290029070865	50.0	301.0	301	36.36363636363637	0.105948
3969R_0_F_S2_week6_S48_L001_R2_001	90.41510929890134	52.0	301.0	301	45.45454545454545	0.105948
3969R_0_F_S2_week7_S49_L001_R1_001	95.42798856997142	50.0	301.0	301	36.36363636363637	0.133333
3969R_0_F_S2_week7_S49_L001_R2_001	92.68148170370426	52.0	301.0	301	45.45454545454545	0.133333
3969R_0_F_S2_week9_S50_L001_R1_001	95.10937664399744	50.0	301.0	301	36.36363636363637	0.104547
3969R_0_F_S2_week9_S50_L001_R2_001	92.4713286847064	52.0	301.0	301	36.36363636363637	0.104547
3971R_L_F_NS1_week5_S9_L001_R1_001	95.26328963154124	50.0	301.0	301	36.36363636363637	0.11586099999999999
3971R_L_F_NS1_week5_S9_L001_R2_001	89.97333011108138	52.0	301.0	301	45.45454545454545	0.11586099999999999
3971R_L_F_NS1_week6_S10_L001_R1_001	95.35432282037505	50.0	301.0	301	36.36363636363637	0.109801
3971R_L_F_NS1_week6_S10_L001_R2_001	90.34070727953298	52.0	301.0	301	54.54545454545454	0.109801
3971R_L_F_NS1_week7_S11_L001_R1_001	95.0442746546577	50.0	301.0	301	36.36363636363637	0.098815
3971R_L_F_NS1_week7_S11_L001_R2_001	90.75039214694125	52.0	301.0	301	45.45454545454545	0.098815
3971R_L_F_NS1_week9_S12_L001_R1_001	95.00862215989842	50.0	301.0	301	36.36363636363637	0.105542
3971R_L_F_NS1_week9_S12_L001_R2_001	91.09643554224859	52.0	301.0	301	45.45454545454545	0.105542
3975R_0_F_NS1_week9_S13_L001_R1_001	95.33414041739951	50.0	301.0	301	36.36363636363637	0.13133699999999998
3975R_0_F_NS1_week9_S13_L001_R2_001	90.70787363804564	51.0	301.0	301	45.45454545454545	0.13133699999999998
3975R_R_F_NS1_week5_S14_L001_R1_001	95.04515152947852	50.0	301.0	301	36.36363636363637	0.105755
3975R_R_F_NS1_week5_S14_L001_R2_001	90.2463240508723	52.0	301.0	301	45.45454545454545	0.105755
3975R_R_F_NS1_week6_S15_L001_R1_001	95.3164662891573	51.0	301.0	301	36.36363636363637	0.10754699999999999
3975R_R_F_NS1_week6_S15_L001_R2_001	90.2823881651743	52.0	301.0	301	54.54545454545454	0.10754699999999999
3975R_R_F_NS1_week7_S16_L001_R1_001	95.30630348570236	50.0	301.0	301	36.36363636363637	0.11498399999999999
3975R_R_F_NS1_week7_S16_L001_R2_001	90.15167327628191	52.0	301.0	301	54.54545454545454	0.11498399999999999
3975R_R_F_NS1_week9_S17_L001_R1_001	95.37981880756399	50.0	301.0	301	36.36363636363637	0.132787
3975R_R_F_NS1_week9_S17_L001_R2_001	92.25074743762568	52.0	301.0	301	36.36363636363637	0.132787
3980R_0_F_S2_week9_S51_L001_R1_001	95.66896424395347	51.0	301.0	301	36.36363636363637	0.129992
3980R_0_F_S2_week9_S51_L001_R2_001	93.33035879131023	53.0	301.0	301	45.45454545454545	0.129992
Positive_control_S89_L001_R1_001	95.081690595494	53.0	301.0	301	27.27272727272727	0.13630699999999998
Positive_control_S89_L001_R2_001	91.36287938257023	54.0	301.0	301	36.36363636363637	0.13630699999999998
negative_control_S90_L001_R1_001	92.89031059746156	54.0	301.0	301	36.36363636363637	0.067837
negative_control_S90_L001_R2_001	88.02128631867565	55.0	301.0	301	45.45454545454545	0.067837
