Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
1030R_L_M_NS1_week9_S25_L001_R1_001	(1.0, 3.5031935960728533)	(2.0, 1.3313623220743964)	(3.0, 0.6442975483223161)	(4.0, 0.44626670013666914)	(5.0, 0.2835652990451752)	(6.0, 0.24544668507516806)	(7.0, 0.1431772329605147)	(8.0, 0.1264422317053896)	(9.0, 0.06694000502050038)	('>10', 2.0305134856218445)	('>50', 2.870982437545905)	('>100', 17.50016270140109)	('>500', 14.155951617251928)	('>1k', 56.651698137766246)	('>5k', 0.0)	('>10k+', 0.0)
1030R_L_M_NS1_week9_S25_L001_R2_001	(1.0, 7.355962773919431)	(2.0, 1.6753595700964123)	(3.0, 0.9315817365352969)	(4.0, 0.5727089318420588)	(5.0, 0.3718889167805577)	(6.0, 0.2566033525785848)	(7.0, 0.29937057800834893)	(8.0, 0.1785066800546677)	(9.0, 0.17571751317881348)	('>10', 4.392937829470337)	('>50', 2.1030318243940536)	('>100', 20.45389042293067)	('>500', 16.80473042702145)	('>1k', 44.427709443189315)	('>5k', 0.0)	('>10k+', 0.0)
1060R_L_M_S5_week9_S75_L001_R1_001	(1.0, 2.965123988860894)	(2.0, 1.195243778455554)	(3.0, 0.5993900013260841)	(4.0, 0.487998939132741)	(5.0, 0.2475356937629846)	(6.0, 0.2493038058612916)	(7.0, 0.2104053396985369)	(8.0, 0.15559386465101888)	(9.0, 0.12730407107810635)	('>10', 2.0501259779870042)	('>50', 2.032444857003934)	('>100', 16.02793617115325)	('>500', 6.519913362507183)	('>1k', 57.402643327586965)	('>5k', 9.729036820934448)	('>10k+', 0.0)
1060R_L_M_S5_week9_S75_L001_R2_001	(1.0, 6.79839101799054)	(2.0, 1.522344516642355)	(3.0, 0.8089112849754674)	(4.0, 0.537506077885338)	(5.0, 0.3757238208902444)	(6.0, 0.3076515051054237)	(7.0, 0.13614463156964152)	(8.0, 0.15559386465101888)	(9.0, 0.135260575520488)	('>10', 2.7971533395217256)	('>50', 3.385934668257968)	('>100', 12.79405914334969)	('>500', 11.42377226716174)	('>1k', 58.82155328647837)	('>5k', 0.0)	('>10k+', 0.0)
1067R_R_M_S2_week5_S56_L001_R1_001	(1.0, 3.29932101809354)	(2.0, 1.2608580207108449)	(3.0, 0.7055342715168986)	(4.0, 0.45821795698516865)	(5.0, 0.30724879566058494)	(6.0, 0.23214353449910857)	(7.0, 0.1805560823881956)	(8.0, 0.1274513522740204)	(9.0, 0.12289951826423397)	('>10', 1.9352880931608691)	('>50', 1.6485225505443235)	('>100', 16.12866517467663)	('>500', 19.742821378447065)	('>1k', 53.850472252778516)	('>5k', 0.0)	('>10k+', 0.0)
1067R_R_M_S2_week5_S56_L001_R2_001	(1.0, 5.819519781511968)	(2.0, 1.347342866896787)	(3.0, 0.7647081136441225)	(4.0, 0.5462200811743732)	(5.0, 0.3831126958236923)	(6.0, 0.29131737662633234)	(7.0, 0.22835033949095324)	(8.0, 0.18814247240450632)	(9.0, 0.12972726927891362)	('>10', 2.8577931191442554)	('>50', 1.9254257861396655)	('>100', 8.790350111899253)	('>500', 13.916473845920418)	('>1k', 58.82638546447673)	('>5k', 3.9851306755680307)	('>10k+', 0.0)
1067R_R_M_S2_week6_S57_L001_R1_001	(1.0, 3.4399507919421803)	(2.0, 1.2917115177610334)	(3.0, 0.712747962478856)	(4.0, 0.4305705059203444)	(5.0, 0.2729509457173612)	(6.0, 0.20759649392588037)	(7.0, 0.20990312163616792)	(8.0, 0.15377518068583731)	(9.0, 0.12455789635552822)	('>10', 1.7407350453636783)	('>50', 1.8030139935414424)	('>100', 15.858834384130402)	('>500', 15.117638013224665)	('>1k', 58.63601414731663)	('>5k', 0.0)	('>10k+', 0.0)
1067R_R_M_S2_week6_S57_L001_R2_001	(1.0, 6.643856681531601)	(2.0, 1.5162232815623558)	(3.0, 0.927264339535599)	(4.0, 0.6489312624942335)	(5.0, 0.4305705059203444)	(6.0, 0.345994156543134)	(7.0, 0.2798708288482239)	(8.0, 0.2275872674150392)	(9.0, 0.15223742887897893)	('>10', 3.640627402737198)	('>50', 3.0232200522835617)	('>100', 4.19729355681993)	('>500', 26.513147777948635)	('>1k', 51.45317545748116)	('>5k', 0.0)	('>10k+', 0.0)
1067R_R_M_S2_week7_S58_L001_R1_001	(1.0, 2.9168703237207203)	(2.0, 1.1565214121893448)	(3.0, 0.6700003759822536)	(4.0, 0.4030529758995376)	(5.0, 0.29326615783735005)	(6.0, 0.24363650035718315)	(7.0, 0.18949505583336468)	(8.0, 0.16242433357145541)	(9.0, 0.10828288904763696)	('>10', 2.161897958416363)	('>50', 2.2701808474639997)	('>100', 18.344174154979882)	('>500', 6.727826446591721)	('>1k', 32.26454111365943)	('>5k', 24.35312253261646)	('>10k+', 7.73470692183329)
1067R_R_M_S2_week7_S58_L001_R2_001	(1.0, 6.07963304132045)	(2.0, 1.4302364928375382)	(3.0, 0.9068691957739594)	(4.0, 0.6587209083731248)	(5.0, 0.45869834943790655)	(6.0, 0.3654547505357747)	(7.0, 0.2684513290972666)	(8.0, 0.228597210211678)	(9.0, 0.17595969470241005)	('>10', 3.202616836485318)	('>50', 2.5333684250103397)	('>100', 11.40128585930744)	('>500', 13.856449975561153)	('>1k', 49.6582321314434)	('>5k', 8.775425799902244)	('>10k+', 0.0)
1067R_R_M_S2_week9_S59_L001_R1_001	(1.0, 3.7848010785280626)	(2.0, 1.322825526370554)	(3.0, 0.5347400041621049)	(4.0, 0.37277983369676354)	(5.0, 0.20810524696663982)	(6.0, 0.20086680359388712)	(7.0, 0.1583409487789651)	(8.0, 0.16648419757331187)	(9.0, 0.12214873191520163)	('>10', 2.116339881108568)	('>50', 2.5316455696202533)	('>100', 17.609323115064104)	('>500', 20.808715085820793)	('>1k', 50.06288397680079)	('>5k', 0.0)	('>10k+', 0.0)
1067R_R_M_S2_week9_S59_L001_R2_001	(1.0, 6.197012332497896)	(2.0, 1.4730232263551724)	(3.0, 0.8360402095529357)	(4.0, 0.5537409180155808)	(5.0, 0.3212059246659006)	(6.0, 0.32572995177387104)	(7.0, 0.19634277648591672)	(8.0, 0.12305353733679572)	(9.0, 0.1384352295038952)	('>10', 3.7078926176925653)	('>50', 3.060956741252794)	('>100', 9.305018955673583)	('>500', 28.56289754888211)	('>1k', 45.198650030310986)	('>5k', 0.0)	('>10k+', 0.0)
1075R_L_M_NS6_week9_S84_L001_R1_001	(1.0, 3.0030356576503103)	(2.0, 1.141769743101808)	(3.0, 0.6415658556476825)	(4.0, 0.4313352362829052)	(5.0, 0.2763807711476598)	(6.0, 0.2392279461737121)	(7.0, 0.19029495718363465)	(8.0, 0.1377373023424403)	(9.0, 0.12233247247519369)	('>10', 2.578949753069639)	('>50', 2.460241946445562)	('>100', 15.520819174482353)	('>500', 18.1604820805582)	('>1k', 27.56377146481809)	('>5k', 27.532055638620818)	('>10k+', 0.0)
1075R_L_M_NS6_week9_S84_L001_R2_001	(1.0, 5.834805853835349)	(2.0, 1.2577590503375469)	(3.0, 0.69049884463776)	(4.0, 0.42771057043178834)	(5.0, 0.24013411263649134)	(6.0, 0.1685469620769335)	(7.0, 0.1522359657469077)	(8.0, 0.13048797064020662)	(9.0, 0.20388745412532283)	('>10', 3.8086176430610306)	('>50', 0.9786597798015495)	('>100', 25.80852702641475)	('>500', 10.979112863032938)	('>1k', 49.31901590322142)	('>5k', 0.0)	('>10k+', 0.0)
1076R_0_M_S5_week9_S76_L001_R1_001	(1.0, 3.66182014001077)	(2.0, 1.3452015162553983)	(3.0, 0.5955209224238969)	(4.0, 0.40546105356520634)	(5.0, 0.25341315847825396)	(6.0, 0.23440717159238494)	(7.0, 0.12565069107880095)	(8.0, 0.1689421056521693)	(9.0, 0.08552694098641071)	('>10', 2.445436979315151)	('>50', 1.2375009239021402)	('>100', 17.33134826359192)	('>500', 17.344018921515833)	('>1k', 54.76575121163167)	('>5k', 0.0)	('>10k+', 0.0)
1076R_0_M_S5_week9_S76_L001_R2_001	(1.0, 7.480967615910123)	(2.0, 1.6366266485053904)	(3.0, 0.7032215147771548)	(4.0, 0.43924947469564024)	(5.0, 0.34844309290759923)	(6.0, 0.13304190820108336)	(7.0, 0.14782434244564815)	(8.0, 0.16049500036956085)	(9.0, 0.1140359213152143)	('>10', 2.8171096117499235)	('>50', 1.391660595309745)	('>100', 27.088810753165028)	('>500', 29.746481252705713)	('>1k', 27.79203226794218)	('>5k', 0.0)	('>10k+', 0.0)
1121R_0_M_NS1_week5_S26_L001_R1_001	(1.0, 3.172950844285185)	(2.0, 1.1750928363377942)	(3.0, 0.7266758085019068)	(4.0, 0.48845426246409157)	(5.0, 0.28026064239742965)	(6.0, 0.23421782257499474)	(7.0, 0.15414335331858628)	(8.0, 0.12811915081025355)	(9.0, 0.2071926892009569)	('>10', 2.1269780896233494)	('>50', 3.4532114866826147)	('>100', 15.070015114056073)	('>500', 6.15772668581781)	('>1k', 60.596354609787106)	('>5k', 6.028606604141852)	('>10k+', 0.0)
1121R_0_M_NS1_week5_S26_L001_R2_001	(1.0, 6.906422973365229)	(2.0, 1.7135936420871412)	(3.0, 0.9338684977028636)	(4.0, 0.5685287317205001)	(5.0, 0.3653397659823636)	(6.0, 0.2762569189346092)	(7.0, 0.1961824496782007)	(8.0, 0.14413404466153523)	(9.0, 0.15314242245288118)	('>10', 4.264966418769456)	('>50', 4.313011100323301)	('>100', 14.120131722501927)	('>500', 9.970272353288559)	('>1k', 56.07414895853143)	('>5k', 0.0)	('>10k+', 0.0)
1121R_0_M_NS1_week6_S27_L001_R1_001	(1.0, 3.2195769291712883)	(2.0, 1.275550625891301)	(3.0, 0.7219537315797813)	(4.0, 0.40405640944382826)	(5.0, 0.30205197274599904)	(6.0, 0.23768024084931072)	(7.0, 0.1941055300269371)	(8.0, 0.17429884328949455)	(9.0, 0.08021708128664237)	('>10', 2.0321660592616064)	('>50', 3.3611947393440027)	('>100', 16.75348597686579)	('>500', 8.297021074314689)	('>1k', 57.05712248455078)	('>5k', 5.889518301378546)	('>10k+', 0.0)
1121R_0_M_NS1_week6_S27_L001_R2_001	(1.0, 6.5064965932498815)	(2.0, 1.5429408968467755)	(3.0, 0.8289098399619712)	(4.0, 0.4991285057835525)	(5.0, 0.2921486293772778)	(6.0, 0.29710030106163837)	(7.0, 0.21490255110125175)	(8.0, 0.19014419267944857)	(9.0, 0.1336951354777373)	('>10', 3.424576136903819)	('>50', 4.602083663444779)	('>100', 17.12882269054033)	('>500', 13.027848201552844)	('>1k', 51.311202662018694)	('>5k', 0.0)	('>10k+', 0.0)
1121R_0_M_NS1_week7_S28_L001_R1_001	(1.0, 3.76807960153641)	(2.0, 1.3677239932981524)	(3.0, 0.6804426866658309)	(4.0, 0.3601673182351801)	(5.0, 0.23365284885510104)	(6.0, 0.19831997902823212)	(7.0, 0.18350296910083544)	(8.0, 0.17324503915109932)	(9.0, 0.10257929949736143)	('>10', 2.174681149344062)	('>50', 3.067121054971107)	('>100', 22.44435073002268)	('>500', 18.614723548787854)	('>1k', 46.63140978150609)	('>5k', 0.0)	('>10k+', 0.0)
1121R_0_M_NS1_week7_S28_L001_R2_001	(1.0, 6.851157436429328)	(2.0, 1.6161938520806503)	(3.0, 0.7385709563810022)	(4.0, 0.45134891778839026)	(5.0, 0.3134367484641599)	(6.0, 0.24619031879366746)	(7.0, 0.28722203859261203)	(8.0, 0.16412687919577829)	(9.0, 0.11283722944709756)	('>10', 4.31288965886684)	('>50', 3.1628617345019774)	('>100', 25.73486670389915)	('>500', 30.07169153264871)	('>1k', 25.936605992910632)	('>5k', 0.0)	('>10k+', 0.0)
1121R_0_M_NS1_week9_S29_L001_R1_001	(1.0, 3.6043418004511754)	(2.0, 1.3616177556573903)	(3.0, 0.6251707080210009)	(4.0, 0.3601306991188937)	(5.0, 0.2579587872902188)	(6.0, 0.230645503930078)	(7.0, 0.1911929835209857)	(8.0, 0.1294851951888157)	(9.0, 0.09104427786713605)	('>10', 1.7399573103497112)	('>50', 4.258848998007142)	('>100', 19.355001871465713)	('>500', 13.05170303379766)	('>1k', 54.74290107533408)	('>5k', 0.0)	('>10k+', 0.0)
1121R_0_M_NS1_week9_S29_L001_R2_001	(1.0, 7.367505285626132)	(2.0, 1.5942864657622937)	(3.0, 0.8011896452307972)	(4.0, 0.47343024490910746)	(5.0, 0.26807481816434503)	(6.0, 0.2609935965524567)	(7.0, 0.22659909158042751)	(8.0, 0.11329954579021376)	(9.0, 0.11835756122727686)	('>10', 5.344299110800886)	('>50', 2.265990915804275)	('>100', 20.01659029063357)	('>500', 28.197424458539448)	('>1k', 32.95195896937877)	('>5k', 0.0)	('>10k+', 0.0)
1136R_0_F_S5_week9_S69_L001_R1_001	(1.0, 2.869543150511117)	(2.0, 1.2037766050896976)	(3.0, 0.7046973315200771)	(4.0, 0.4138388761281339)	(5.0, 0.3318519289706734)	(6.0, 0.2771939641990331)	(7.0, 0.15941906391728428)	(8.0, 0.17178217499658388)	(9.0, 0.17568631533741533)	('>10', 1.6423417033764307)	('>50', 1.6176154812178316)	('>100', 6.980602929406636)	('>500', 7.17841270667543)	('>1k', 62.69463766324187)	('>5k', 13.57860010541179)	('>10k+', 0.0)
1136R_0_F_S5_week9_S69_L001_R2_001	(1.0, 5.629119681422148)	(2.0, 1.4028877624721017)	(3.0, 0.7222659630538186)	(4.0, 0.5647989693069501)	(5.0, 0.3546260809588569)	(6.0, 0.2810981045398645)	(7.0, 0.22318668948419798)	(8.0, 0.12493249090660646)	(9.0, 0.05856210511247178)	('>10', 2.5259788005179495)	('>50', 2.726391338013964)	('>100', 4.573049719227241)	('>500', 17.746269919249364)	('>1k', 63.06683237573447)	('>5k', 0.0)	('>10k+', 0.0)
