Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
1151R_R_M_NS1_week9_S33_L001_R1_001	1151R_R_M_NS1_week9_S33_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	106049.0	0.0	301.0	50.0	5.010891191807561	301.0	301	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
1151R_R_M_NS1_week9_S33_L001_R2_001	1151R_R_M_NS1_week9_S33_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	106049.0	0.0	301.0	52.0	8.298050900998595	301.0	301	pass	warn	warn	pass	fail	fail	pass	pass	fail	fail	pass
1152R_0_M_S2_week9_S60_L001_R1_001	1152R_0_M_S2_week9_S60_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	136634.0	0.0	301.0	50.0	4.5120541007362736	301.0	301	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
1152R_0_M_S2_week9_S60_L001_R2_001	1152R_0_M_S2_week9_S60_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	136634.0	0.0	301.0	52.0	7.265395143229357	301.0	301	pass	warn	fail	pass	fail	fail	pass	pass	fail	fail	pass
1184R_0_M_NS6_week9_S85_L001_R1_001	1184R_0_M_NS6_week9_S85_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	125314.0	0.0	301.0	49.0	4.3434891552420325	301.0	301	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
1184R_0_M_NS6_week9_S85_L001_R2_001	1184R_0_M_NS6_week9_S85_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	125314.0	0.0	301.0	50.0	7.500359097945959	301.0	301	pass	warn	warn	pass	fail	fail	pass	pass	fail	fail	pass
1186R_0_M_NS6_week9_S86_L001_R1_001	1186R_0_M_NS6_week9_S86_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	119861.0	0.0	301.0	49.0	4.580305520561317	301.0	301	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
1186R_0_M_NS6_week9_S86_L001_R2_001	1186R_0_M_NS6_week9_S86_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	119861.0	0.0	301.0	51.0	7.822394273366649	301.0	301	pass	warn	warn	pass	fail	fail	pass	pass	fail	fail	pass
1186R_RR_M_NS6_week9_S87_L001_R1_001	1186R_RR_M_NS6_week9_S87_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	124083.0	0.0	301.0	49.0	4.4905426206652	301.0	301	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
1186R_RR_M_NS6_week9_S87_L001_R2_001	1186R_RR_M_NS6_week9_S87_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	124083.0	0.0	301.0	51.0	7.7891411393986285	301.0	301	pass	warn	warn	pass	fail	fail	pass	pass	fail	fail	pass
1193R_R_F_NS1_week5_S1_L001_R1_001	1193R_R_F_NS1_week5_S1_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	105335.0	0.0	301.0	49.0	4.409740352209617	301.0	301	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
1193R_R_F_NS1_week5_S1_L001_R2_001	1193R_R_F_NS1_week5_S1_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	105335.0	0.0	301.0	51.0	8.28974225091375	301.0	301	pass	warn	warn	pass	fail	fail	pass	pass	fail	fail	pass
1193R_R_F_NS1_week6_S2_L001_R1_001	1193R_R_F_NS1_week6_S2_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	85784.0	0.0	301.0	50.0	4.609251142404178	301.0	301	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
1193R_R_F_NS1_week6_S2_L001_R2_001	1193R_R_F_NS1_week6_S2_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	85784.0	0.0	301.0	52.0	8.562202741770026	301.0	301	pass	warn	warn	pass	fail	fail	pass	pass	fail	fail	pass
1193R_R_F_NS1_week7_S3_L001_R1_001	1193R_R_F_NS1_week7_S3_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	91647.0	0.0	301.0	51.0	4.805394611934924	301.0	301	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
1193R_R_F_NS1_week7_S3_L001_R2_001	1193R_R_F_NS1_week7_S3_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	91647.0	0.0	301.0	52.0	8.071186181762632	301.0	301	pass	warn	warn	pass	fail	fail	pass	pass	fail	fail	pass
1193R_R_F_NS1_week9_S4_L001_R1_001	1193R_R_F_NS1_week9_S4_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	99026.0	0.0	301.0	50.0	5.171369135378588	301.0	301	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
1193R_R_F_NS1_week9_S4_L001_R2_001	1193R_R_F_NS1_week9_S4_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	99026.0	0.0	301.0	51.0	9.134974653121402	301.0	301	pass	warn	warn	pass	fail	fail	pass	pass	fail	fail	pass
184R_0_M_NS6_week9_S88_L001_R1_001	184R_0_M_NS6_week9_S88_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	136772.0	0.0	301.0	49.0	4.4402363056766	301.0	301	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
184R_0_M_NS6_week9_S88_L001_R2_001	184R_0_M_NS6_week9_S88_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	136772.0	0.0	301.0	51.0	7.591466089550493	301.0	301	pass	warn	warn	pass	fail	fail	pass	pass	fail	fail	pass
2402R_0_F_S5_week9_S70_L001_R1_001	2402R_0_F_S5_week9_S70_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	124024.0	0.0	301.0	51.0	4.564439140811456	301.0	301	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
2402R_0_F_S5_week9_S70_L001_R2_001	2402R_0_F_S5_week9_S70_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	124024.0	0.0	301.0	53.0	7.6025607946849	301.0	301	pass	fail	warn	pass	fail	fail	pass	pass	fail	fail	pass
2403R_0_F_NS6_week9_S80_L001_R1_001	2403R_0_F_NS6_week9_S80_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	135600.0	0.0	301.0	50.0	4.387905604719764	301.0	301	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
2403R_0_F_NS6_week9_S80_L001_R2_001	2403R_0_F_NS6_week9_S80_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	135600.0	0.0	301.0	51.0	8.858407079646017	301.0	301	pass	warn	warn	pass	fail	fail	pass	pass	fail	fail	pass
2404R_R_F_S2_week5_S35_L001_R1_001	2404R_R_F_S2_week5_S35_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	99319.0	0.0	301.0	49.0	4.913460667143245	301.0	301	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
2404R_R_F_S2_week5_S35_L001_R2_001	2404R_R_F_S2_week5_S35_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	99319.0	0.0	301.0	51.0	7.283601325023409	301.0	301	pass	warn	warn	pass	fail	fail	pass	pass	fail	fail	pass
2404R_R_F_S2_week6_S36_L001_R1_001	2404R_R_F_S2_week6_S36_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	113128.0	0.0	301.0	50.0	4.3163496216674915	301.0	301	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
2404R_R_F_S2_week6_S36_L001_R2_001	2404R_R_F_S2_week6_S36_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	113128.0	0.0	301.0	52.0	7.135280390354288	301.0	301	pass	warn	warn	pass	fail	fail	pass	pass	fail	fail	pass
2404R_R_F_S2_week7_S37_L001_R1_001	2404R_R_F_S2_week7_S37_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	120737.0	0.0	301.0	50.0	4.501519832362905	301.0	301	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
2404R_R_F_S2_week7_S37_L001_R2_001	2404R_R_F_S2_week7_S37_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	120737.0	0.0	301.0	52.0	7.3076190397309855	301.0	301	pass	fail	warn	pass	fail	fail	pass	pass	fail	fail	pass
2404R_R_F_S2_week9_S38_L001_R1_001	2404R_R_F_S2_week9_S38_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	98324.0	0.0	301.0	49.0	5.034376144176397	301.0	301	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
2404R_R_F_S2_week9_S38_L001_R2_001	2404R_R_F_S2_week9_S38_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	98324.0	0.0	301.0	51.0	7.636996053862739	301.0	301	pass	warn	warn	pass	fail	fail	pass	pass	fail	fail	pass
2433R_0_F_S5_week9_S71_L001_R1_001	2433R_0_F_S5_week9_S71_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	126906.0	0.0	301.0	50.0	4.356768001512931	301.0	301	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
2433R_0_F_S5_week9_S71_L001_R2_001	2433R_0_F_S5_week9_S71_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	126906.0	0.0	301.0	52.0	7.298315288481239	301.0	301	pass	warn	warn	pass	fail	fail	pass	pass	fail	fail	pass
2446R_L_F_S2_week5_S39_L001_R1_001	2446R_L_F_S2_week5_S39_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	92630.0	0.0	301.0	51.0	4.591385080427508	301.0	301	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
2446R_L_F_S2_week5_S39_L001_R2_001	2446R_L_F_S2_week5_S39_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	92630.0	0.0	301.0	53.0	7.813883191190758	301.0	301	pass	fail	warn	pass	fail	fail	pass	pass	fail	fail	pass
