Sample	Unique Reads	Duplicate Reads
3969R_0_F_S2_week9_S50_L001_R2_001	7871.0	96676.0
3971R_L_F_NS1_week5_S9_L001_R1_001	5489.0	110372.0
3971R_L_F_NS1_week5_S9_L001_R2_001	11617.0	104244.0
3971R_L_F_NS1_week6_S10_L001_R1_001	5101.0	104700.0
3971R_L_F_NS1_week6_S10_L001_R2_001	10606.0	99195.0
3971R_L_F_NS1_week7_S11_L001_R1_001	4897.0	93918.0
3971R_L_F_NS1_week7_S11_L001_R2_001	9140.0	89675.0
3971R_L_F_NS1_week9_S12_L001_R1_001	5268.0	100274.0
3971R_L_F_NS1_week9_S12_L001_R2_001	9397.0	96145.0
3975R_0_F_NS1_week9_S13_L001_R1_001	6128.0	125209.0
3975R_0_F_NS1_week9_S13_L001_R2_001	12204.0	119133.0
3975R_R_F_NS1_week5_S14_L001_R1_001	5240.0	100515.0
3975R_R_F_NS1_week5_S14_L001_R2_001	10315.0	95440.0
3975R_R_F_NS1_week6_S15_L001_R1_001	5037.0	102510.0
3975R_R_F_NS1_week6_S15_L001_R2_001	10451.0	97096.0
3975R_R_F_NS1_week7_S16_L001_R1_001	5397.0	109587.0
3975R_R_F_NS1_week7_S16_L001_R2_001	11325.0	103659.0
3975R_R_F_NS1_week9_S17_L001_R1_001	6136.0	126651.0
3975R_R_F_NS1_week9_S17_L001_R2_001	10290.0	122497.0
3980R_0_F_S2_week9_S51_L001_R1_001	5630.0	124362.0
3980R_0_F_S2_week9_S51_L001_R2_001	8670.0	121322.0
Positive_control_S89_L001_R1_001	6704.0	129603.0
Positive_control_S89_L001_R2_001	11773.0	124534.0
negative_control_S90_L001_R1_001	4823.0	63014.0
negative_control_S90_L001_R2_001	8126.0	59711.0
