pathway	Plate1_1030R_0_M_NS1_week10_S77_L001	Plate1_1030R_R_M_NS1_week10_S78_L001	Plate1_2472R_0_F_NS1_week10_S73_L001	Plate1_2472R_R_F_NS1_week10_S74_L001	Plate1_3874R_0_F_NS1_week10_S75_L001	Plate1_3874R_L_F_NS1_week10_S76_L001	Plate1_3974R_0_M_NS1_week10_S79_L001	Plate1_3974R_L_M_NS1_week10_S80_L001	Plate2_036R_R_M_NS1_week5_S18_L001	Plate2_036R_R_M_NS1_week9_S21_L001	Plate2_1030R_L_M_NS1_week5_S22_L001	Plate2_1030R_L_M_NS1_week9_S25_L001	Plate2_1121R_0_M_NS1_week5_S26_L001	Plate2_1121R_0_M_NS1_week9_S29_L001	Plate2_1151R_R_M_NS1_week5_S30_L001	Plate2_1151R_R_M_NS1_week9_S33_L001	Plate2_1193R_R_F_NS1_week5_S1_L001	Plate2_1193R_R_F_NS1_week9_S4_L001	Plate2_2529R_R_F_NS1_week5_S5_L001	Plate2_2529R_R_F_NS1_week9_S8_L001	Plate2_3861R_R_M_NS1_week9_S34_L001	Plate2_3971R_L_F_NS1_week5_S9_L001	Plate2_3971R_L_F_NS1_week9_S12_L001	Plate2_3975R_0_F_NS1_week9_S13_L001	Plate2_3975R_R_F_NS1_week5_S14_L001	Plate2_3975R_R_F_NS1_week9_S17_L001	Plate4_036R_0_M_NS1_S62_L001	Plate4_036R_0_M_NS1_week5_S41_L001	Plate4_036R_L_M_NS1_S63_L001	Plate4_036R_L_M_NS1_week5_S42_L001	Plate4_036R_RL_M_NS1_S64_L001	Plate4_036R_RL_M_NS1_week5_S43_L001	Plate4_036R_RR_M_NS1_S65_L001	Plate4_036R_RR_M_NS1_week5_S44_L001	Plate4_1030R_RR_M_NS1_week5_S45_L001	Plate4_1030R_RR_M_NS1_week9_S66_L001	Plate4_1121R_L_M_NS1_week5_S46_L001	Plate4_1121R_L_M_NS1_week9_S67_L001	Plate4_1121R_RL_M_NS1_week5_S48_L001	Plate4_1121R_RL_M_NS1_week9_S69_L001	Plate4_1121R_RR_M_NS1_week5_S49_L001	Plate4_1121R_RR_M_NS1_week9_S70_L001	Plate4_1121R_R_M_NS1_week5_S47_L001	Plate4_1121R_R_M_NS1_week9_S68_L001	Plate4_1151R_0_M_NS1_week5_S50_L001	Plate4_1151R_0_M_NS1_week9_S71_L001	Plate4_1193R_0_F_NS1_week5_S51_L001	Plate4_1193R_0_F_NS1_week9_S72_L001	Plate4_1193R_L_F_NS1_week5_S52_L001	Plate4_1193R_L_F_NS1_week9_S73_L001	Plate4_2529R_0_F_NS1_week5_S53_L001	Plate4_2529R_0_F_NS1_week9_S74_L001	Plate4_2529R_L_F_NS1_week5_S54_L001	Plate4_2529R_L_F_NS1_week9_S75_L001	Plate4_2529R_RL_F_NS1_week5_S55_L001	Plate4_2529R_RL_F_NS1_week9_S76_L001	Plate4_3861R_0_M_NS1_week5_S56_L001	Plate4_3861R_0_M_NS1_week9_S77_L001	Plate4_3861R_L_M_NS1_week5_S57_L001	Plate4_3861R_L_M_NS1_week9_S78_L001	Plate4_3861R_R_M_NS1_week5_S58_L001	Plate4_3971R_0_F_NS1_week5_S59_L001	Plate4_3971R_0_F_NS1_week9_S79_L001	Plate4_3971R_RL_F_NS1_week9_S81_L001	Plate4_3971R_R_F_NS1_week9_S80_L001	Plate4_3975R_0_F_NS1_week5_S60_L001	Plate4_3975R_L_F_NS1_week5_S61_L001	Plate4_3975R_L_F_NS1_week9_S82_L001	Plate4_3975R_RL_F_NS1_week9_S83_L001	Plate5_2808_NS1_0_Female_week5_S37_L001	Plate5_2808_NS1_0_Female_week9_S49_L001	Plate5_2808_NS1_L_Female_week5_S38_L001	Plate5_2808_NS1_L_Female_week9_S50_L001	Plate5_2808_NS1_RR_Female_week5_S40_L001	Plate5_2808_NS1_RR_Female_week9_S52_L001	Plate5_2808_NS1_R_Female_week5_S39_L001	Plate5_2808_NS1_R_Female_week9_S51_L001	Plate5_2824_NS1_0_Male_week5_S43_L001	Plate5_2824_NS1_0_Male_week9_S55_L001	Plate5_2824_NS1_L_Male_week5_S44_L001	Plate5_2824_NS1_L_Male_week9_S56_L001	Plate5_2824_NS1_R_Male_week5_S45_L001	Plate5_2824_NS1_R_Male_week9_S57_L001	Plate5_2864_NS1_R_Male_week5_S46_L001	Plate5_2864_NS1_R_Male_week9_S58_L001	Plate5_2893_NS1_0_Male_week5_S47_L001	Plate5_2893_NS1_0_Male_week9_S59_L001	Plate5_2893_NS1_R_Male_week5_S48_L001	Plate5_2893_NS1_R_Male_week9_S60_L001	Plate5_2999_NS1_0_Female_week5_S41_L001	Plate5_2999_NS1_0_Female_week9_S53_L001	Plate5_2999_NS1_R_Female_week5_S42_L001	Plate5_2999_NS1_R_Female_week9_S54_L001
HEME-BIOSYNTHESIS-II	708.3114361284437	597.3248344439172	586.7018206204575	556.5498111068769	720.919203490709	697.7900728431921	555.1835770097624	423.51099411604747	586.4073627707843	435.28911277102213	976.9702183207376	315.9686230168818	760.9004076493069	351.5590819405378	485.3308873203208	433.38782097553167	577.9866565098021	435.8334074803589	308.4215084060932	427.3706653948924	309.6172748316979	609.1352592468011	277.36234796906086	219.47382533440623	663.2058160535356	375.07789474390046	148.3487392581686	463.96002961682103	202.38433494074863	516.6209081517131	242.18652556525063	449.02789469158023	302.3795142506388	636.5308373520423	360.67770453852927	277.90381153508037	366.9876027739663	267.5976261110185	462.83231730415764	267.3690884185048	327.5898095491306	377.2873487990153	423.216451813984	164.92670372508653	280.4356264102058	455.171065061979	540.7070867453227	143.91643103461888	432.7885820746853	198.36543366974183	413.21732717326995	317.4810798352864	230.266062583137	329.3542808869794	547.1848149508744	314.3906757390832	430.29280378032405	187.047378911962	314.4273225874393	280.08150100235554	406.22652857690673	396.91371504731194	274.7712734177375	269.8606580442349	114.35710433596388	648.2909918114722	1106.6406400580222	275.7413215393544	194.38005410510763	923.3819910416343	429.5544068772986	600.0041779701718	509.9777270304562	207.3758110233052	330.1583374592146	706.9167724855885	325.12215032241505	554.8383055291551	634.141832804047	741.3212522307603	313.70995534554737	548.3488063892544	370.91022389918305	453.2185639979366	451.64480781034996	428.5751572163784	457.5016261236298	427.7164319309763	703.4597306929087	403.5672542125986	351.3392141151607	1142.4258704275865	485.51556986667384
HEMESYN2-PWY	647.2025402410869	558.6966399254051	539.6606428153776	489.187311709583	685.7309634548131	641.6297666994976	509.3136276568969	654.9116536762577	566.9017750970526	350.5137667899209	1081.7476073808516	226.0729350179446	817.1484224400034	272.0722032792445	544.6280227145273	326.67388226174114	637.496919199874	314.9985238116949	305.3739652507668	403.66854023607453	217.23196944026762	792.7607112943056	189.43537271091887	172.40856896949927	799.7482079841737	273.26435368983937	109.90829186292177	453.8346845027709	169.3162220706288	502.4130312772678	180.1913979530575	439.4332689145102	215.67430542770435	804.3109564448996	438.88540427058115	200.02502305474235	413.27396751748887	203.38066324856564	517.7947505248013	203.64942777050192	347.57788278760944	288.13398252709965	457.78979796776696	110.43847248023057	297.31041039015855	393.62361993298504	557.5303252068896	89.73006153401488	458.0611540317986	153.05223837134415	498.3665612658407	275.079621968526	265.71415396052197	259.3653185401744	578.0942732312711	264.59894243774323	458.14440741236643	134.39257995342817	295.57475130825736	210.0567621643983	513.4154860817661	492.1930210479921	208.111213827863	194.8355116161678	68.85450171527725	741.9900445886201	1229.7407814968674	205.41824956056251	134.01794909980578	783.9056745432092	331.1688840903759	652.9833031684028	437.3541916144252	180.2660813995214	246.75669573669535	692.6029490003369	250.49212320866764	647.0199453255013	499.87525971641526	841.185781757347	239.49097495329374	598.6970094910176	303.5264078668863	433.95288999824976	349.27098089519745	374.2184743587458	353.201137610276	362.3164116491055	549.2717576704284	465.5156506335543	287.78399594871433	1262.9188140281499	382.71135515514743
HEXITOLDEGSUPER-PWY	3401.4370223343158	2992.656690119344	3323.0005450899293	2714.076075823966	3370.4593272549732	3692.5597177442546	2891.728334159552	3330.6295221178525	4991.003458782043	3807.7169214998835	7528.652662108235	3314.5958236927163	5235.25033454148	3126.739054042095	5012.254385035181	3180.155808938004	4661.165658401224	2880.2889158349913	2903.3005056489274	3874.769085240327	3807.9449336992884	5617.053271509844	3315.075484775094	3057.948769433995	4795.963575252182	4045.306971682883	2110.785280497606	2914.600469964005	1620.6396855701753	3618.6897517224925	1737.883871633532	3079.463349953042	2330.6449900498687	4896.467550229015	2947.16544288281	2132.8572674487064	3641.024009785137	2095.6647883165715	3985.9372026836327	2564.005334492472	2813.637144651767	2553.3549891603025	3402.931987733589	2187.896555237144	3038.758506245913	3156.9124131539093	4225.213674062781	1935.8762886782554	3284.64914988018	1897.2365004425085	3423.574785197302	2264.6307059081546	2368.736247685116	2287.2959612461764	4572.477181127067	2503.5149792786638	3799.775120252231	1918.3956139961053	3059.9862403455863	1834.951865748166	4030.6194026638123	3608.4708808155106	2523.122324152113	2458.117572685414	2011.483456479125	4054.3513360384704	5432.790174733461	2576.1190905217563	2193.434054867486	9119.077276615952	5189.969949132783	5099.580482624756	4840.057513331402	2194.001505841167	4731.193471947916	5035.93270178521	3943.4214193297357	4540.014018925877	6866.093502715393	7047.066929865771	3569.2215270290185	6017.311872525019	5067.599109330039	3947.8530394121512	4020.3668649093743	3858.00502676589	5139.467809905214	3745.3754153915365	7422.856372380461	3922.1014000159007	2356.7625137783757	10140.788019212718	3974.063180518396
HISDEG-PWY	8837.979549218791	8285.213240916286	9327.30766790212	8898.898762788041	8366.927539005233	7737.256193498578	8737.454579216921	9486.23878149327	8992.479472850953	8640.612669372593	15443.33336436986	8015.563460180233	6824.426107183091	8473.01727937013	12034.26838115593	8887.029702873151	13399.882061210781	9017.551278844747	11032.205891875312	6337.078528886083	7762.056436407605	10608.238063604	10285.582183429897	12857.31736878906	8834.880350491925	11058.205047502463	7870.246720305883	8775.905752897103	6816.607624128357	8948.041378893919	5555.8523027428255	8966.28947445796	9357.93130960001	11595.657488638422	11647.481523201162	6736.744176716091	9045.742494433704	6877.184874297983	8274.46982661193	9552.466819935096	5865.303485254907	8643.921961243665	6594.123552443912	8375.362262924431	9205.322430513177	7317.113665547014	8372.718019857772	8086.010316478071	9317.001415447055	6885.823140104504	9915.599254070434	6991.759279735357	8244.363526228588	6689.173623921935	9200.31497449323	6458.074784778532	8403.802294009578	6945.497006938801	5090.095642649664	6790.054802488054	6682.986605703442	6603.417942445076	7705.323017530601	6534.448118962302	7037.544622020881	5396.812740052706	6257.422814833573	7600.464892333997	7011.899077963132	22623.787274116727	10840.890006948062	10213.08001889758	8084.463001359584	4419.347318878221	8452.416668153515	12467.80119985772	7825.728164042263	9739.187121181867	13687.453687948106	12603.941463145418	6521.130287146532	12084.751253730557	8308.192039254804	7901.645732755796	11148.964364765383	8717.39500945239	10133.98880959564	9698.038654501664	12405.159148858915	7660.824939437179	6437.592116262688	16217.057964011557	11550.363953688806
HISTSYN-PWY	18828.529950810254	16677.851348490345	21125.134109062492	18927.034754492353	18049.393768109712	16259.25167147599	19082.692029883994	19701.568933851948	19730.513928325166	17577.7598344751	26252.069678508913	19576.006570381556	20230.07262371909	17835.70988168083	19836.359425701605	18811.201626312308	19620.03733236843	15538.642131438544	17307.022438179425	16113.663143676298	15752.456094083911	20533.975636097395	18957.88336396337	21675.124399860302	18849.989952441283	24092.418663664597	12672.508191979781	13615.799073823131	12028.550553221738	14536.373064073565	10053.778726365175	14427.40993412968	15552.989777315906	19712.310450385856	19213.390425931222	12652.360236325572	17084.168252121894	14556.93599954039	16970.921483900514	18611.973472316542	11788.510780448376	17380.336097412208	13349.750506057679	15349.8218538076	14424.070231373522	15916.00323730192	14997.26333343479	14047.944402620262	15204.820545302871	11819.354228034255	17005.152561715233	14310.060079186367	13961.322982200756	13363.882001539592	15476.610928150138	13647.330754536692	14403.490397018419	11691.455493943979	9820.55169576769	11428.307864431988	13690.900456397114	13578.335556611835	16305.452133113671	13740.97029984124	12568.131665977913	10559.987589488665	12557.38361541089	15180.035310321922	13334.915791830847	45015.43902284053	22478.100458675024	22869.360410100504	17859.979011794763	9544.58720919528	21007.765172010895	24114.25564827006	18674.6915378092	17778.962066930213	28353.896349337145	23577.25061353286	15478.320252137657	21430.018404517068	18683.323727536022	15577.102498756547	21866.23638216665	17784.24992527577	23896.139706363978	17469.241715850916	29331.356559674023	15043.704833203443	15657.676095803376	36805.324062409396	25823.03035444132
HOMOSER-METSYN-PWY	11759.288205992387	10927.65154928832	12406.039052198585	11465.99099688935	11315.133697886167	10866.628750741706	11828.204289571113	12353.922837765145	12907.706026538199	11774.729501487363	20580.94234151085	11587.712016604508	10653.402306013371	11531.51265076249	15813.630079184188	12761.758321696036	16055.084503180798	10643.90011936015	13246.927313331415	9459.172550786796	10891.37399543093	14426.656717267462	14361.329992998819	15504.059275511863	12375.673090902055	15647.300324871245	9663.419951661024	10542.01840318091	8718.6847974891	11310.545568659056	7215.560376712418	11095.750395917836	11321.531657898082	14656.061998452862	14056.160037844931	9113.612571143563	11793.539052470232	8912.166985539176	11034.089427629215	12105.287180784999	7755.649293283814	11357.081463829105	8872.248479710728	10922.667622653447	11696.65773499031	9945.691132970542	11266.828484178752	10612.623327001358	11648.776581936232	8870.179536129222	12542.08565608256	8980.601628180111	10375.594771451651	8871.65804234484	12164.638541047309	8577.613694152036	11267.633732275395	8414.344787459637	7540.117483124209	8119.644834478272	9695.23593065309	9335.213587783946	10546.098397343721	9426.991536527314	9951.014117158522	7781.012425163896	9096.05844960313	10585.530480394127	9745.635793187688	30554.953012761936	15567.566923021164	14210.76106393272	12233.514440397295	6442.3904979847575	12364.687591896427	16524.610058661074	11454.320805428157	12741.721598070677	19194.765553890185	16981.867507725947	9931.035746699294	16186.911179651064	12278.284379469329	10958.296413048394	14679.82340078458	11718.62917029854	14482.192155625335	12828.311844032496	18389.374899307662	10303.380192434304	8967.690806530152	23136.863255999153	14942.24177718943
HSERMETANA-PWY	18842.258621871424	16666.879374085238	21592.502985218987	18954.027812486576	18048.769868831074	16301.684943143247	19396.28863662753	19474.42091689518	20674.772409466015	17612.227160410537	26746.129853729264	20538.959648049185	22164.70511338349	18156.937204958096	20182.36139033699	18990.79060599467	19854.06238670456	13323.829745875111	17525.743528015308	16648.7181818862	14281.103294559334	21279.756291538695	19028.29334802124	20403.452474176218	19367.96760172665	24558.8576292654	12212.578313268124	13333.656705452895	11868.053415597362	14429.33315507974	9659.317780322957	14172.320600866198	14591.858626764622	19893.106501374423	19334.759644561163	12109.370642750515	17584.78983918339	14385.615798815248	17700.53838072247	18350.351660965618	12343.1217892462	17162.86137072576	13981.681305963648	15053.00889797986	14786.173591387034	16055.560460654775	15430.39468932296	13840.984281042964	15349.053345222681	11327.709462248695	17356.9495510047	14104.095915883394	13941.899149028855	13116.789953688121	15629.332510696991	13526.420169978088	14732.505748636375	10949.456657641478	10187.214373833669	10405.512536560784	14334.998034189108	14044.485686008178	16606.741231762484	13930.840036310077	12799.56857728425	10613.734048600103	12638.93836475927	14937.570427643002	13453.825510728188	46601.10298049585	22978.969063031607	23988.0798642005	18373.27938372898	10148.056772585996	22284.759237491704	24427.666025145805	19599.109837986354	18259.9646836174	28991.845630474796	24745.734615904712	16132.42788509236	22353.72475887508	19445.815066462725	16234.428035620524	21003.61398146218	18677.400453250713	24866.93554461134	18054.87816068019	30693.71554664718	15816.885511775401	16143.765833293723	39131.62823758175	26203.294207751755
ILEUSYN-PWY	20937.101819957374	18503.718043280773	23202.16759723213	20801.08973571681	19980.808280767033	18374.548856179368	21121.602366403415	21944.176235384683	22084.498188380763	19891.93836242861	28884.270331723208	22200.265319039827	22393.56923296398	20077.139697776493	21959.586444903536	21528.788309610878	20936.192300857878	18564.72231668535	18317.21523779311	18532.75205521033	19488.10485355618	22655.525167335698	21891.66768509041	24350.812182355665	20891.41566454327	27366.177940262824	14404.17447547054	14666.15552548692	13349.372279579884	15949.053444424177	11333.991026143	15776.724719013038	17436.678741345055	21168.181329366882	20245.033121904195	14598.433566854657	18592.10155960035	16235.864764074311	18563.869915701438	20457.723695651734	12783.897203934433	19364.50650095563	14603.83028397605	17171.832571952902	15627.972312012093	17732.719474021655	16439.445531629797	15858.281750203449	16256.565451281096	13767.541728442588	18203.357610856678	15921.831506901795	15104.2680639812	15019.003825940732	17105.828660625168	15309.163029773013	15895.08760082115	13179.222922998693	11302.44607070532	13071.247150087645	15348.141669021908	15252.324897664746	18324.0251624813	15919.7115943211	14623.28962283054	11920.468540763059	14133.491324841176	17421.874702123427	15121.464958523842	49699.38296010265	25918.14827127737	25166.31857818664	20745.350206112238	10776.356502460556	23997.34981862867	26484.300854597845	21314.73348967931	19342.93713522031	32424.47492382192	25730.084955606875	18161.205781176104	23408.313488633492	21574.205123250667	17376.68710329797	25006.980600146755	19451.872892841642	27073.793266391614	19202.40910414026	33668.00040805534	16466.20576465481	17423.39130518337	40666.81985152696	28592.48915860324
KDO-NAGLIPASYN-PWY	2216.5425402234864	1866.5902268677762	2905.1174272060307	1868.6840397669077	2929.3940715130775	3213.590258740625	1610.8141815283354	2214.0812839070954	4432.094589308211	2512.777668282827	7724.641067871945	1118.4704550464878	6104.309823673101	1349.7929342951318	4244.745129020295	1658.9824983221488	4926.626153590196	779.6714407658316	2618.630943863591	2356.38773793811	992.0426598593152	4913.955438733419	1189.4626906175286	865.550793118491	5246.888221341805	1778.2816418758941	616.7469208080382	3293.6744694061117	628.7759354437883	3360.3503778673253	929.673948681442	2671.486689175629	976.1491723900664	5124.738356149576	3320.4586169729064	605.2210661656699	3331.9315488524103	1291.2227280653367	4008.1616402128	1475.282318466826	2890.3544671607733	1507.2562331681702	3568.9833789600043	759.9450847792624	2395.6664828892085	2322.2357904036385	4432.479101599692	614.0677818216708	3795.9576508867635	713.2685599577354	3591.1173977040216	1844.2187527446292	2173.4556064708227	1522.8645926572262	4427.001227250092	1583.058523999587	3288.5494263080013	822.0070990139758	2344.7704245087193	545.3660527650652	3023.6776567400957	2999.8747558120444	1240.1691515559144	1063.4285929162174	456.21925761411717	4234.038840499704	6290.72009796283	809.4509119774199	903.5391179099609	6334.235035128127	2534.471598383522	4769.818383158647	3527.276265267987	1339.9282072502697	2042.509543405856	4154.173182672157	1837.855324727569	4590.271909076224	3126.156073505132	6103.054944621571	1105.5959500372278	4501.479162229564	2461.3539163392425	3127.5125445916224	1690.036849840387	2519.994588285142	2726.641563697903	2244.7635161848593	4012.1626782253475	3464.209002086641	2370.1269468252895	9536.61249071115	3037.624785315687
KETOGLUCONMET-PWY	277.43985784685367	227.11026243950187	332.4772752426182	218.21769508679614	353.30194326733397	392.84474282779365	186.7183920256319	262.524618584566	551.1793810260519	294.4306306060812	1034.0397792949832	132.69888424114305	842.9225669035831	156.2187872878415	501.1149412628488	184.47119887605368	591.5821533131475	90.47497627807903	281.7448411528054	287.01063294898853	119.57128484868282	624.5989599066813	133.77163663570047	98.50632645128839	671.522180770897	200.68489957438328	68.83228067466904	424.8827115629623	70.75041473983177	416.00902519208375	103.97768335308956	323.2021688144048	107.62076243124162	680.8674713575672	373.783570021574	72.12811492952203	425.4944463709945	140.39241524612143	560.085933411244	157.8937087219697	398.1175021595607	167.34799418769222	510.3524870627324	79.5952331563226	263.3554816912541	282.64570814009613	599.1050915753357	64.2753317775974	457.5414723298488	77.1918367346939	410.8395689637735	203.35063692208212	231.21950599708777	172.29605774739335	569.7605499965954	181.8764103725118	414.63882146110404	89.7922632826663	299.5678666247742	64.81656181581354	399.6375094184082	369.64104148570954	136.3625342055558	115.93427177071287	48.3682958813419	692.2747906423655	1236.3885799857592	91.98630725423727	96.7959548557511	698.6689437585734	299.0742047262772	594.8351373680415	430.96926775956285	158.63300302836777	250.71889421239297	508.84619013553737	217.59657593970147	606.1719212208479	385.28109105535094	824.2762917393671	137.28565931050937	546.5973233364047	313.69854879756656	387.7216770837163	197.49067921295944	313.8931919145339	337.00476688557995	261.5663822605482	498.75503347157365	458.82230135606636	267.5294175108538	1326.0030786916548	338.31908351204095
LACTOSECAT-PWY	859.8933474060931	491.7169783678235	374.4653840490707	403.7901158754611	352.63473878589673	327.9707421489564	310.3309765082333	373.8740540512907	684.3508786367651	584.8786337818839	748.4909288693535	696.3704932000081	761.6330210768646	538.9834551040137	345.1197022538009	343.0595916107924	128.62919273216687	271.7674958285691	190.56975824083875	607.0122742638451	729.689640743449	517.2291620723832	477.33872429475315	490.66520841771893	246.11265325074424	634.3586430970207	270.2086774867659	590.676064397685	154.7281501996539	338.8388747365842	182.3039657841874	404.10370161656556	221.09883469292382	807.9104326562527	313.22464160764133	398.95314383917906	942.0166708615932	238.04299730474096	1490.5994552994255	322.8321024801888	859.6919936473611	346.44086229957793	1161.3128701656851	222.18974917127184	147.210733309313	654.7716560997709	609.0931896405584	247.452557008301	273.2915464446172	189.66737248070305	132.984184390209	225.51422774060327	147.9009246691396	288.70653019655634	221.80568443314536	339.1341336939201	498.5936661652456	227.07645504931858	341.20060143210975	368.72571036788537	704.8392727645265	263.96249743743	308.3580954253442	288.36616361834905	187.4150169023011	518.9963938971918	933.3246253155171	301.78467470261876	237.27079202537502	834.9235059352388	924.4274478451907	889.4192154901809	658.2765715068616	342.5257532896611	1215.7938642168497	912.5641819433629	773.4989592733265	766.1159015453517	1490.3112757742397	1232.582421504491	919.2864146308402	609.2695009242728	1362.9420090583885	570.3694020496645	690.6028767334003	940.6050643045005	1401.679968829755	488.97050366164336	1670.6966760380776	848.800892923235	404.28407614863033	2580.9331582187897	661.9663292458632
LPSSYN-PWY	626.9153319248875	530.0524426291048	832.1827681885305	518.4846745937426	844.7489350168429	977.9561783416303	448.09886271135287	626.1702796716304	1391.0357378518847	716.4898477997116	2604.107444805977	308.38601143503564	2056.9093405427993	372.98569414002293	1312.8072537283228	467.69734500858283	1577.0592552318865	218.34040575766366	751.020160754701	674.3599496339581	276.66286361459123	1543.985088505368	331.10669127914525	230.54749521591162	1714.2174481754885	488.5487412951524	167.1212505803931	1036.452913307834	164.59480080977798	1057.1267475594384	259.66467144636584	794.6403587349458	266.7406148245131	1638.6687959909639	969.3521554139219	168.9554607484126	1003.0728209796188	355.66914893104894	1256.2184303682657	395.00042503293787	908.7550220552985	421.1970483413983	1156.1001843389581	206.27820224274606	702.763490736235	661.342451684071	1492.679486662061	170.48824799621732	1208.740127152757	197.8856731437728	1099.22033559377	522.4875751640112	629.377380733218	426.8928556794331	1483.5089886576952	443.5786451037096	1039.1312220417988	223.57893595736067	755.0611203346087	142.23609954986955	938.6487336481241	927.0589244308497	341.3733995665403	294.5445218542189	128.00054278233932	1614.915850254904	2703.9608474870747	212.3213511655816	250.37800697825705	1822.8845406491262	723.2667435408796	1459.6606560718865	1084.6931819546796	388.5720460517978	573.8145163017888	1231.1786272933857	513.0968934520777	1469.1683996010158	882.0759299633291	1973.649679296348	305.6584606678006	1389.4500399410733	719.6763799949414	948.007223259588	452.543108157833	731.2499799535423	768.2350410403869	645.648211824091	1174.7364631120818	1077.8872032715635	690.2016537130922	3074.509950583273	861.7763355586683
MET-SAM-PWY	15111.85772784543	13702.977906036107	16362.779134344039	14880.729726582847	14510.711998652565	13522.519731842402	15213.70863817759	15762.147180472144	16303.380535286422	14591.283215864625	23841.478234893537	15226.469151172734	14866.221423757099	14529.822065840635	18039.90422976707	15683.529173902321	18116.310927472565	12640.212872587812	15440.177236627385	12471.179580539432	12999.97392835509	17615.60007056073	16651.558818582333	18381.39023211056	15613.49206070082	19625.24762666897	11109.857034217383	12237.205193959793	10338.520159112592	13061.766178132924	8574.24538045416	12876.82940530789	13281.960796920417	17453.795519172836	16755.320768475358	10798.080650221938	14530.330888898949	11461.590140851155	14081.870892613897	15133.972146212467	9834.629583492	14189.62278048621	11223.930982498925	13039.925979635762	13205.259215290193	12776.314220119502	13366.945665725465	12316.395186334923	13601.873298280845	10264.083577704061	14901.960156666157	11443.141124475313	12219.93071468833	10995.406110629348	13990.021822171093	10912.436028386832	13041.50468825213	9918.820133488513	8804.73113203227	9619.58784406744	11849.74912352998	11489.814822487615	13257.427451999147	11476.782570427515	11285.682836156753	9372.281422311544	11185.36160122371	12767.664991700907	11545.79410372892	37727.68764940028	18981.71648546777	18396.70872660972	15024.291956066294	8001.155036586984	16338.92771228138	20418.23853817266	14837.491072705787	15443.018168044386	23683.149336005496	20625.282821341756	12591.821006178749	19168.964147907187	15457.462477703077	13358.950151596384	18015.174155631677	14764.549463303925	18877.147558704444	15269.581581804081	23619.89125392089	12787.523460517674	11995.564812920342	29958.279366123013	19825.147989409368
METHGLYUT-PWY	336.7605185117864	275.2641159540483	421.3608104694947	267.67862354425876	438.02693389365913	500.17467498955995	225.22596222885917	318.10923798490904	714.5527484667978	380.727384072399	1350.701125088272	164.8967444693184	985.758009676522	195.72482384709423	674.8690717383531	235.31556856749765	789.6955835314247	108.73996099795613	379.68110064526735	360.38200358602023	149.40463336854168	790.3695054116235	170.92870321451736	123.88412791138396	871.7975995785182	256.1485637454632	87.48057053941515	548.7469263806921	87.22279289035849	546.4741758442428	132.61959426438167	416.85003131933433	135.80586980556959	853.6460706438637	493.09167746619664	88.76638006985227	533.1700135195221	182.51171808653265	675.4653507461435	207.04519907793218	482.98338974981897	213.30787545863404	616.121564289822	104.4309438474744	351.2930799053173	355.6971913037401	776.1598870935969	84.37106918920611	614.7721259306691	98.23786724416804	545.747800156004	267.1683891690297	317.4810396659408	221.78570812602084	761.3171501917607	232.4010845198953	537.7989847039487	115.98504867609702	396.25256205846773	79.005533523779	497.4237472446809	477.2844977724569	174.89087934368516	149.00778452382002	62.990552767355815	873.7565170830052	1496.0342703686072	114.52785940184378	126.5394271411114	928.5918340371675	382.12307840567104	752.1700871779228	564.4621693337841	201.65922220017566	311.20901646054284	642.760817974229	274.2992490982777	763.5260714910422	478.970575490804	1011.9121998388227	169.3380937627784	707.2397067163964	388.4835696165044	494.4030943789341	247.00172656885448	384.940594179569	419.7654211330399	331.793671758913	623.3665599698102	562.2216224229929	353.5075765225743	1597.1264357002974	441.881866491535
NAD-BIOSYNTHESIS-II	3936.384900744738	3603.1623749354126	3857.981425901829	3564.6026280047777	3953.862667285333	4088.7109771248297	3707.2970756737636	4438.22036354245	4331.502063365143	4460.397247772164	6625.70397279326	4244.821208745861	3016.664793616775	3906.4374327016135	4861.119102041461	4945.474322292144	3940.8270566182055	6072.207977469327	2896.429031245042	3999.5376710853707	6473.543507713594	4436.446130539554	5791.313844601402	5836.102599689355	4434.248049177717	5960.485806493617	4124.360681409981	2898.902704005059	3037.8458654192004	3478.0077440302625	2728.214102107984	3393.232238408415	4295.3138814240765	3994.5602336703546	2873.299277459484	4004.8954690244746	3141.01213476683	2961.1094871240307	3204.9572070684976	3860.41095375022	1979.219421426055	3922.410097161303	2441.0926073917713	3682.9129602732974	2856.0624744016254	3524.1481818772177	3393.645096980636	3921.352714615112	2665.6338174648436	4190.909121956125	3012.0452125711076	3382.8056724630515	2429.154228511471	3229.2796194496186	3571.7712438184235	3084.399378232478	3528.7014018103537	3104.240670416735	3059.668839313371	2987.6418912589434	3427.7317685813323	3159.0382155836023	3767.554278080677	3524.934240652456	4175.719154228842	3189.0290705981	3664.767161653613	4303.5978038905505	3599.386001398548	8740.45082547295	6588.036634368604	4293.566816592749	5716.4454585522	2302.9875937436736	5161.141239420795	5159.3390596784675	4684.289004233124	3639.509160695056	7835.593328346188	5076.1085852534125	4797.905472441328	4768.623407361567	5852.226967984531	3690.68818092128	6596.4291261612025	3442.121284059671	5933.170073685101	3791.902292771473	7917.920557057517	2971.9285559760624	3219.4977710683524	7718.454573327434	5163.109935148689
