Sample	Top overrepresented sequence	Sum of remaining overrepresented sequences
1030R_L_M_NS1_week7_S24_L001_R1_001	47.87118821310526	46.66019308696382
1030R_L_M_NS1_week7_S24_L001_R2_001	45.73957535806988	44.66956732834121
1030R_L_M_NS1_week9_S25_L001_R1_001	33.39051368578927	60.790213723284594
1030R_L_M_NS1_week9_S25_L001_R2_001	31.548556430446194	56.96287964004499
1060R_L_M_S5_week9_S75_L001_R1_001	35.14593840540831	59.82580391315235
1060R_L_M_S5_week9_S75_L001_R2_001	33.40218907608112	55.799978538469794
1067R_R_M_S2_week5_S56_L001_R1_001	27.79276353494059	66.3340083291942
1067R_R_M_S2_week5_S56_L001_R2_001	33.97929163641921	55.015473961716275
1067R_R_M_S2_week6_S57_L001_R1_001	25.076343569313757	69.0843422052053
1067R_R_M_S2_week6_S57_L001_R2_001	29.49109454201609	58.765171831160586
1067R_R_M_S2_week7_S58_L001_R1_001	54.060094551184925	40.562306806473124
1067R_R_M_S2_week7_S58_L001_R2_001	51.30538214437239	38.49475725801564
1067R_R_M_S2_week9_S59_L001_R1_001	25.273153084192206	69.38498409834422
1067R_R_M_S2_week9_S59_L001_R2_001	32.9952522850087	57.19948604390497
1075R_L_M_NS6_week9_S84_L001_R1_001	51.491013816485	43.05256826218511
1075R_L_M_NS6_week9_S84_L001_R2_001	19.508949728409462	71.49848711312019
1076R_0_M_S5_week9_S76_L001_R1_001	29.07961844604255	65.34645013977509
1076R_0_M_S5_week9_S76_L001_R2_001	27.614647574742325	61.060370030515784
1121R_0_M_NS1_week5_S26_L001_R1_001	41.716164295150406	52.9249821001785
1121R_0_M_NS1_week5_S26_L001_R2_001	39.603481137117676	50.201183909321024
1121R_0_M_NS1_week6_S27_L001_R1_001	42.112612837264976	52.76644556381228
1121R_0_M_NS1_week6_S27_L001_R2_001	40.383023290608946	50.386514388309806
1121R_0_M_NS1_week7_S28_L001_R1_001	33.732796124751765	60.68161208489732
1121R_0_M_NS1_week7_S28_L001_R2_001	32.36337339440063	57.891111952890945
1121R_0_M_NS1_week9_S29_L001_R1_001	26.886720303466	67.21119234808856
1121R_0_M_NS1_week9_S29_L001_R2_001	25.553958008300448	63.61059275801238
1136R_0_F_S5_week9_S69_L001_R1_001	36.349386448748305	57.73809133420343
1136R_0_F_S5_week9_S69_L001_R2_001	35.26853934795013	54.177460927508484
1151R_R_M_NS1_week5_S30_L001_R1_001	41.17713098880126	53.34418591596734
1151R_R_M_NS1_week5_S30_L001_R2_001	28.719114578947863	60.80907874671381
1151R_R_M_NS1_week6_S31_L001_R1_001	28.813174927164564	65.61905758796951
1151R_R_M_NS1_week6_S31_L001_R2_001	21.685769613230754	67.5965178555852
1151R_R_M_NS1_week7_S32_L001_R1_001	29.062868626851323	65.51094412163047
1151R_R_M_NS1_week7_S32_L001_R2_001	27.49967233168771	61.68377823408625
1151R_R_M_NS1_week9_S33_L001_R1_001	25.25356222849593	68.89193068506952
1151R_R_M_NS1_week9_S33_L001_R2_001	24.118592028592882	65.56876835771523
1152R_0_M_S2_week9_S60_L001_R1_001	30.84001974610051	63.81306042454116
1152R_0_M_S2_week9_S60_L001_R2_001	33.59784266483942	56.725831288727775
1184R_0_M_NS6_week9_S85_L001_R1_001	50.43524347937813	43.94754593344469
1184R_0_M_NS6_week9_S85_L001_R2_001	18.389438519850955	71.38555184376204
1186R_0_M_NS6_week9_S86_L001_R1_001	41.50924395135911	52.71611879925142
1186R_0_M_NS6_week9_S86_L001_R2_001	16.669324180296915	72.68523569348518
1186R_RR_M_NS6_week9_S87_L001_R1_001	41.637616538305636	52.3607620591812
1186R_RR_M_NS6_week9_S87_L001_R2_001	16.19375760032428	73.28739359546007
1193R_R_F_NS1_week5_S1_L001_R1_001	53.45137653293539	40.87700166446651
1193R_R_F_NS1_week5_S1_L001_R2_001	37.67912146779162	51.600374983259684
1193R_R_F_NS1_week6_S2_L001_R1_001	37.743652406856924	57.20764648517819
1193R_R_F_NS1_week6_S2_L001_R2_001	26.09885913689182	64.0269765365229
1193R_R_F_NS1_week7_S3_L001_R1_001	35.31150098322476	59.7504037263669
1193R_R_F_NS1_week7_S3_L001_R2_001	33.82073450734397	56.9039955178134
1193R_R_F_NS1_week9_S4_L001_R1_001	18.23069403714565	76.1770935158032
1193R_R_F_NS1_week9_S4_L001_R2_001	17.132005539263602	70.90766536331053
184R_0_M_NS6_week9_S88_L001_R1_001	39.11435315572354	55.10658793596635
184R_0_M_NS6_week9_S88_L001_R2_001	19.277746321447744	69.89506658528873
2402R_0_F_S5_week9_S70_L001_R1_001	37.91966207708866	56.36245481499533
2402R_0_F_S5_week9_S70_L001_R2_001	36.198367247471666	53.14812558385118
2403R_0_F_NS6_week9_S80_L001_R1_001	39.965414688322234	54.12750352188788
2403R_0_F_NS6_week9_S80_L001_R2_001	16.93040451397947	71.02213012723519
2404R_R_F_S2_week5_S35_L001_R1_001	36.13792124579261	58.75441015450748
2404R_R_F_S2_week5_S35_L001_R2_001	46.7699420090028	44.67942738959406
2404R_R_F_S2_week6_S36_L001_R1_001	36.24033769101984	58.70587397143162
2404R_R_F_S2_week6_S36_L001_R2_001	37.492430449186045	53.949524454101805
2404R_R_F_S2_week7_S37_L001_R1_001	39.73769232695791	54.773214896938626
2404R_R_F_S2_week7_S37_L001_R2_001	38.2533414591386	52.448177120292534
2404R_R_F_S2_week9_S38_L001_R1_001	21.085547900262466	73.54105150918635
2404R_R_F_S2_week9_S38_L001_R2_001	45.10949803149607	45.33197998687664
2433R_0_F_S5_week9_S71_L001_R1_001	30.783093313856558	63.47152315777775
2433R_0_F_S5_week9_S71_L001_R2_001	29.578761848811546	59.77358250901066
2446R_L_F_S2_week5_S39_L001_R1_001	39.626707297164934	55.25820318876857
2446R_L_F_S2_week5_S39_L001_R2_001	37.884311911628664	52.684333677967025
2446R_L_F_S2_week6_S40_L001_R1_001	36.81387691367664	57.97549136087444
2446R_L_F_S2_week6_S40_L001_R2_001	35.20740690451136	55.12576801656539
2446R_L_F_S2_week7_S41_L001_R1_001	35.05008347245409	59.071600816175106
2446R_L_F_S2_week7_S41_L001_R2_001	32.70636245594509	55.089037284362824
2446R_L_F_S2_week9_S42_L001_R1_001	39.75670328745212	55.07955549943174
2446R_L_F_S2_week9_S42_L001_R2_001	37.46685187523677	51.55533106031906
2475R_0_M_S5_week9_S77_L001_R1_001	28.245315996667703	65.96399810516344
2475R_0_M_S5_week9_S77_L001_R2_001	26.62572077296264	61.07580979761185
2476R_R_F_NS6_week9_S81_L001_R1_001	51.90294878768399	42.12035800820848
2476R_R_F_NS6_week9_S81_L001_R2_001	20.15279632102062	68.82262770113238
2518R_0_M_S5_week9_S78_L001_R1_001	30.079330306787355	64.19509102942959
2518R_0_M_S5_week9_S78_L001_R2_001	28.232640086508255	59.113663270347615
2529R_R_F_NS1_week5_S5_L001_R1_001	48.273940877012826	46.220149009154675
2529R_R_F_NS1_week5_S5_L001_R2_001	33.77722912888637	56.15809827612576
2529R_R_F_NS1_week6_S6_L001_R1_001	41.25919236227584	53.28022190685073
2529R_R_F_NS1_week6_S6_L001_R2_001	28.47804584354707	61.10609383735432
2529R_R_F_NS1_week7_S7_L001_R1_001	37.0421838318121	57.82774847613934
2529R_R_F_NS1_week7_S7_L001_R2_001	35.15564960153281	54.8779332343745
2529R_R_F_NS1_week9_S8_L001_R1_001	33.3351974677598	60.98292080038476
2529R_R_F_NS1_week9_S8_L001_R2_001	31.667542809847106	57.365754359278355
2562R_0_F_NS6_week9_S82_L001_R1_001	38.65153833228685	55.57098260477373
2562R_0_F_NS6_week9_S82_L001_R2_001	17.592437011947613	72.17382845317793
2562R_RL_F_NS6_week9_S83_L001_R1_001	40.30090349357374	54.300648988341706
2562R_RL_F_NS6_week9_S83_L001_R2_001	19.175990367955833	71.42493563954228
3795R_0_F_S2_week5_S43_L001_R1_001	34.92037768357486	60.13510631946162
3795R_0_F_S2_week5_S43_L001_R2_001	34.81631852338346	54.85026569203606
3795R_0_F_S2_week6_S44_L001_R1_001	51.24000469739188	43.49144327365511
3795R_0_F_S2_week6_S44_L001_R2_001	48.59772176493824	41.42459084649137
3795R_0_F_S2_week7_S45_L001_R1_001	35.288690088156535	58.97160737746844
3795R_0_F_S2_week7_S45_L001_R2_001	33.23972760733735	55.44233720125565
3795R_0_F_S2_week9_S46_L001_R1_001	35.162004718116606	59.27013624765297
3795R_0_F_S2_week9_S46_L001_R2_001	32.93614494567746	55.39454046507149
3861R_R_M_NS1_week9_S34_L001_R1_001	19.435630579176713	75.16182256631552
3861R_R_M_NS1_week9_S34_L001_R2_001	18.644498032745272	71.52663197529297
3909R_0_M_S2_week5_S61_L001_R1_001	34.68668425534291	59.703086393902595
3909R_0_M_S2_week5_S61_L001_R2_001	33.051356142775376	56.17557965855633
3909R_0_M_S2_week6_S62_L001_R1_001	43.45986309894213	50.943599026984224
3909R_0_M_S2_week6_S62_L001_R2_001	41.19703569610228	48.50144255246931
3909R_0_M_S2_week7_S63_L001_R1_001	37.26196263915555	57.111662285653075
3909R_0_M_S2_week7_S63_L001_R2_001	35.45160147333899	54.32237118584012
3909R_0_M_S2_week9_S64_L001_R1_001	33.7284534022613	60.589746435990556
3909R_0_M_S2_week9_S64_L001_R2_001	31.867556810072788	57.056659425001186
3918R_R_M_S2_week5_S65_L001_R1_001	25.44689891769049	68.4676134335246
3918R_R_M_S2_week5_S65_L001_R2_001	38.92221825559222	50.24423798619032
3918R_R_M_S2_week6_S66_L001_R1_001	30.648639397569745	63.97655314051001
3918R_R_M_S2_week6_S66_L001_R2_001	29.166524045866847	60.77271949341092
3918R_R_M_S2_week7_S67_L001_R1_001	29.64265258066569	64.65426716731369
3918R_R_M_S2_week7_S67_L001_R2_001	29.746865652644306	60.947941195188704
3918R_R_M_S2_week9_S68_L001_R1_001	28.311844405594407	66.17460664335664
3918R_R_M_S2_week9_S68_L001_R2_001	32.47486888111888	58.40144230769231
3924R_L_F_S5_week9_S72_L001_R1_001	28.457947752026865	65.98312996478585
3924R_L_F_S5_week9_S72_L001_R2_001	27.31717304070101	61.76398329375154
3929R_0_F_S5_week9_S73_L001_R1_001	38.29035028474706	55.78290850572412
3929R_0_F_S5_week9_S73_L001_R2_001	35.872293235276956	51.551308669151425
3969R_0_F_S2_week5_S47_L001_R1_001	40.17560900549139	54.26568315365308
3969R_0_F_S2_week5_S47_L001_R2_001	37.95789615410507	50.98719958453948
3969R_0_F_S2_week6_S48_L001_R1_001	29.58010163145226	64.88270354945936
3969R_0_F_S2_week6_S48_L001_R2_001	31.893554426317195	55.962251174874865
3969R_0_F_S2_week7_S49_L001_R1_001	34.92300950481285	59.48667966211825
3969R_0_F_S2_week7_S49_L001_R2_001	34.1651933451199	54.89973857986914
3969R_0_F_S2_week9_S50_L001_R1_001	21.45080016571764	73.1363991097494
3969R_0_F_S2_week9_S50_L001_R2_001	39.603626518676954	50.04094767369039
3971R_L_F_NS1_week5_S9_L001_R1_001	35.027818601721606	59.221254111554344
3971R_L_F_NS1_week5_S9_L001_R2_001	23.496220869200084	64.07813702848344
3971R_L_F_NS1_week6_S10_L001_R1_001	28.56826261600259	66.08061314003417
3971R_L_F_NS1_week6_S10_L001_R2_001	25.30587746433353	63.31594256429197
3971R_L_F_NS1_week7_S11_L001_R1_001	27.81049935979513	66.69807938540333
3971R_L_F_NS1_week7_S11_L001_R2_001	23.962099871959026	65.53854033290654
3971R_L_F_NS1_week9_S12_L001_R1_001	28.227646641483382	66.12529002320184
3971R_L_F_NS1_week9_S12_L001_R2_001	18.459856953845563	71.19805948112213
3975R_0_F_NS1_week9_S13_L001_R1_001	26.01084717518265	68.34183260170191
3975R_0_F_NS1_week9_S13_L001_R2_001	17.529837446670626	70.58610234610667
3975R_R_F_NS1_week5_S14_L001_R1_001	28.620289910612488	65.72329152974315
3975R_R_F_NS1_week5_S14_L001_R2_001	25.079279917989595	62.95160811289844
3975R_R_F_NS1_week6_S15_L001_R1_001	33.94029118889559	60.23498792999397
3975R_R_F_NS1_week6_S15_L001_R2_001	32.119417622208815	56.47914152082076
3975R_R_F_NS1_week7_S16_L001_R1_001	34.46231111502709	60.03348165117406
3975R_R_F_NS1_week7_S16_L001_R2_001	32.136217454513414	55.63945548262038
3975R_R_F_NS1_week9_S17_L001_R1_001	27.8124691760814	66.42791565817129
3975R_R_F_NS1_week9_S17_L001_R2_001	26.540057816187012	63.19111967647214
3980R_0_F_S2_week9_S51_L001_R1_001	42.43780439647229	52.548606648135106
3980R_0_F_S2_week9_S51_L001_R2_001	40.83732742800951	50.07471989717303
Positive_control_S89_L001_R1_001	17.676061030048636	74.2746944425937
Positive_control_S89_L001_R2_001	16.42718072859988	70.18677682279521
negative_control_S90_L001_R1_001	43.10090081502312	49.77360468995757
negative_control_S90_L001_R2_001	30.58640357148531	53.793114405096674
