Sample	Unique Reads	Duplicate Reads
2529R_R_F_NS1_week5_S5_L001_R2_001	4651.0	86887.0
2529R_R_F_NS1_week6_S6_L001_R1_001	1779.0	91233.0
2529R_R_F_NS1_week6_S6_L001_R2_001	4740.0	88272.0
2529R_R_F_NS1_week7_S7_L001_R1_001	1866.0	93123.0
2529R_R_F_NS1_week7_S7_L001_R2_001	4782.0	90207.0
2529R_R_F_NS1_week9_S8_L001_R1_001	2075.0	87332.0
2529R_R_F_NS1_week9_S8_L001_R2_001	5039.0	84368.0
2562R_0_F_NS6_week9_S82_L001_R1_001	2143.0	110934.0
2562R_0_F_NS6_week9_S82_L001_R2_001	5279.0	107798.0
2562R_RL_F_NS6_week9_S83_L001_R1_001	1926.0	100233.0
2562R_RL_F_NS6_week9_S83_L001_R2_001	4346.0	97813.0
3795R_0_F_S2_week5_S43_L001_R1_001	2141.0	115100.0
3795R_0_F_S2_week5_S43_L001_R2_001	5704.0	111537.0
3795R_0_F_S2_week6_S44_L001_R1_001	1733.0	91936.0
3795R_0_F_S2_week6_S44_L001_R2_001	4520.0	89149.0
3795R_0_F_S2_week7_S45_L001_R1_001	2189.0	97520.0
3795R_0_F_S2_week7_S45_L001_R2_001	5716.0	93993.0
3795R_0_F_S2_week9_S46_L001_R1_001	2468.0	122158.0
3795R_0_F_S2_week9_S46_L001_R2_001	6739.0	117887.0
3861R_R_M_NS1_week9_S34_L001_R1_001	2042.0	92506.0
3861R_R_M_NS1_week9_S34_L001_R2_001	4422.0	90126.0
3909R_0_M_S2_week5_S61_L001_R1_001	2815.0	140459.0
3909R_0_M_S2_week5_S61_L001_R2_001	6927.0	136347.0
3909R_0_M_S2_week6_S62_L001_R1_001	2973.0	173797.0
3909R_0_M_S2_week6_S62_L001_R2_001	7734.0	169036.0
3909R_0_M_S2_week7_S63_L001_R1_001	2478.0	118879.0
3909R_0_M_S2_week7_S63_L001_R2_001	5699.0	115658.0
3909R_0_M_S2_week9_S64_L001_R1_001	2554.0	123568.0
3909R_0_M_S2_week9_S64_L001_R2_001	6304.0	119818.0
3918R_R_M_S2_week5_S65_L001_R1_001	2405.0	112442.0
3918R_R_M_S2_week5_S65_L001_R2_001	5544.0	109303.0
3918R_R_M_S2_week6_S66_L001_R1_001	2302.0	114558.0
3918R_R_M_S2_week6_S66_L001_R2_001	4999.0	111861.0
3918R_R_M_S2_week7_S67_L001_R1_001	2420.0	123284.0
3918R_R_M_S2_week7_S67_L001_R2_001	4759.0	120945.0
3918R_R_M_S2_week9_S68_L001_R1_001	1958.0	89562.0
3918R_R_M_S2_week9_S68_L001_R2_001	3744.0	87776.0
3924R_L_F_S5_week9_S72_L001_R1_001	2148.0	119962.0
3924R_L_F_S5_week9_S72_L001_R2_001	5597.0	116513.0
3929R_0_F_S5_week9_S73_L001_R1_001	2291.0	117640.0
3929R_0_F_S5_week9_S73_L001_R2_001	7273.0	112658.0
3969R_0_F_S2_week5_S47_L001_R1_001	2125.0	101856.0
3969R_0_F_S2_week5_S47_L001_R2_001	5725.0	98256.0
3969R_0_F_S2_week6_S48_L001_R1_001	2086.0	102606.0
3969R_0_F_S2_week6_S48_L001_R2_001	6218.0	98474.0
3969R_0_F_S2_week7_S49_L001_R1_001	2545.0	129809.0
3969R_0_F_S2_week7_S49_L001_R2_001	6343.0	126011.0
3969R_0_F_S2_week9_S50_L001_R1_001	2085.0	101706.0
3969R_0_F_S2_week9_S50_L001_R2_001	4798.0	98993.0
3971R_L_F_NS1_week5_S9_L001_R1_001	2378.0	111934.0
3971R_L_F_NS1_week5_S9_L001_R2_001	7272.0	107040.0
3971R_L_F_NS1_week6_S10_L001_R1_001	2100.0	106195.0
3971R_L_F_NS1_week6_S10_L001_R2_001	6277.0	102018.0
3971R_L_F_NS1_week7_S11_L001_R1_001	1963.0	95662.0
3971R_L_F_NS1_week7_S11_L001_R2_001	5376.0	92249.0
3971R_L_F_NS1_week9_S12_L001_R1_001	2103.0	102199.0
3971R_L_F_NS1_week9_S12_L001_R2_001	5362.0	98940.0
3975R_0_F_NS1_week9_S13_L001_R1_001	2499.0	127120.0
3975R_0_F_NS1_week9_S13_L001_R2_001	7566.0	122053.0
3975R_R_F_NS1_week5_S14_L001_R1_001	2119.0	102258.0
3975R_R_F_NS1_week5_S14_L001_R2_001	6351.0	98026.0
3975R_R_F_NS1_week6_S15_L001_R1_001	2208.0	103840.0
3975R_R_F_NS1_week6_S15_L001_R2_001	6217.0	99831.0
3975R_R_F_NS1_week7_S16_L001_R1_001	2246.0	111249.0
3975R_R_F_NS1_week7_S16_L001_R2_001	7157.0	106338.0
3975R_R_F_NS1_week9_S17_L001_R1_001	2540.0	129257.0
3975R_R_F_NS1_week9_S17_L001_R2_001	6170.0	125627.0
3980R_0_F_S2_week9_S51_L001_R1_001	2308.0	126841.0
3980R_0_F_S2_week9_S51_L001_R2_001	5113.0	124036.0
Positive_control_S89_L001_R1_001	3137.0	131944.0
Positive_control_S89_L001_R2_001	7736.0	127345.0
negative_control_S90_L001_R1_001	1361.0	61582.0
negative_control_S90_L001_R2_001	5180.0	57763.0
