Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
073R_0_M_S2_week5_S52_L001_R2_001	(1.0, 3.268534160342234)	(2.0, 0.5059546321743442)	(3.0, 0.3529916038425657)	(4.0, 0.2723078086785507)	(5.0, 0.20591176890816335)	(6.0, 0.1563248531302791)	(7.0, 0.12354706134489803)	(8.0, 0.17481488952203256)	(9.0, 0.09833337535614331)	('>10', 3.1122093072119545)	('>50', 0.8177638822352774)	('>100', 1.643932326466806)	('>500', 1.2371515258482304)	('>1k', 5.4991049141473995)	('>5k', 15.519023726078515)	('>10k+', 67.01209416471261)
073R_0_M_S2_week6_S53_L001_R1_001	(1.0, 1.193354000487652)	(2.0, 0.4751123341112543)	(3.0, 0.28423142568532517)	(4.0, 0.23964610400919575)	(5.0, 0.20899369535685675)	(6.0, 0.18809432582117105)	(7.0, 0.19506078233306628)	(8.0, 0.15047546065693687)	(9.0, 0.15674527151764256)	('>10', 2.189557281688669)	('>50', 0.2166567975199415)	('>100', 0.9920234072938799)	('>500', 1.0198892333414609)	('>1k', 11.521125779372323)	('>5k', 17.02601971507193)	('>10k+', 63.9430143857327)
073R_0_M_S2_week6_S53_L001_R2_001	(1.0, 3.7904489881221917)	(2.0, 0.5210909470897628)	(3.0, 0.35528928210665645)	(4.0, 0.21456686056637292)	(5.0, 0.2020272388449615)	(6.0, 0.16301508237834825)	(7.0, 0.16092514542477968)	(8.0, 0.15047546065693687)	(9.0, 0.11912640635340835)	('>10', 3.2352224041241424)	('>50', 1.1808143787662406)	('>100', 1.5075411891741266)	('>500', 0.35459263645546696)	('>1k', 6.0211083632310425)	('>5k', 0.0)	('>10k+', 82.02375561670556)
073R_0_M_S2_week7_S54_L001_R1_001	(1.0, 1.1344654788418709)	(2.0, 0.39861307957076336)	(3.0, 0.3056033610042519)	(4.0, 0.2581494229601134)	(5.0, 0.24676047782952013)	(6.0, 0.15564891678477424)	(7.0, 0.12844199230613484)	(8.0, 0.14172909495849362)	(9.0, 0.13666734156711885)	('>10', 2.086075116420328)	('>50', 0.17020145778497672)	('>100', 1.447028750759263)	('>500', 0.6276574205304718)	('>1k', 8.2860903016805)	('>5k', 13.3978285077951)	('>10k+', 71.07903927920631)
073R_0_M_S2_week7_S54_L001_R2_001	(1.0, 3.6242154282243364)	(2.0, 0.5251569143551327)	(3.0, 0.32458493622190726)	(4.0, 0.24549503948167645)	(5.0, 0.19614294391577242)	(6.0, 0.17842680704596073)	(7.0, 0.11958392387122899)	(8.0, 0.15691435513261795)	(9.0, 0.10250050617533912)	('>10', 3.3629024093946143)	('>50', 0.9958999797529865)	('>100', 1.8956266450698522)	('>500', 0.0)	('>1k', 5.749519133427819)	('>5k', 0.0)	('>10k+', 82.52303097793076)
073R_0_M_S2_week9_S55_L001_R1_001	(1.0, 1.246555013779945)	(2.0, 0.4734647728075754)	(3.0, 0.3540385838456646)	(4.0, 0.3109320896049749)	(5.0, 0.24733234400395732)	(6.0, 0.21199915200339198)	(7.0, 0.14345275952229525)	(8.0, 0.1582927001625327)	(9.0, 0.10811956752172991)	('>10', 1.9306056109108898)	('>50', 0.3851317928061621)	('>100', 1.158928697618543)	('>500', 0.6904105716910466)	('>1k', 9.654441382234472)	('>5k', 22.416083668998656)	('>10k+', 60.51021129248816)
073R_0_M_S2_week9_S55_L001_R2_001	(1.0, 3.7410783690198577)	(2.0, 0.580877676489294)	(3.0, 0.3476786092855628)	(4.0, 0.25157232704402516)	(5.0, 0.21906579040350505)	(6.0, 0.18655925376298493)	(7.0, 0.14345275952229525)	(8.0, 0.1695993216027136)	(9.0, 0.11447954208183167)	('>10', 3.3312133418132994)	('>50', 1.072009045297152)	('>100', 1.5984736061055758)	('>500', 0.0)	('>1k', 6.945092219631121)	('>5k', 0.0)	('>10k+', 81.29884813794078)
096R_0_M_S5_week9_S74_L001_R1_001	(1.0, 1.2133145305058137)	(2.0, 0.43281980327985176)	(3.0, 0.33525796237660643)	(4.0, 0.28736396775137696)	(5.0, 0.3104240392375986)	(6.0, 0.23414841816778864)	(7.0, 0.1986713851120631)	(8.0, 0.18448057188977285)	(9.0, 0.19157597850091798)	('>10', 1.8279541281962588)	('>50', 0.24124382477893375)	('>100', 1.3729611792565788)	('>500', 0.6607597406628885)	('>1k', 7.94596847865613)	('>5k', 13.316304357466585)	('>10k+', 71.24675163416083)
096R_0_M_S5_week9_S74_L001_R2_001	(1.0, 4.565007228445485)	(2.0, 0.6705159247532129)	(3.0, 0.4895830561690126)	(4.0, 0.3228410008071025)	(5.0, 0.22616608573025038)	(6.0, 0.2607561929595828)	(7.0, 0.28559011609859064)	(8.0, 0.16319435205633753)	(9.0, 0.2634169704387622)	('>10', 3.527304011565513)	('>50', 1.1654205358805843)	('>100', 1.5938057100284704)	('>500', 0.6243957817807697)	('>1k', 6.129544386202982)	('>5k', 4.924212188134707)	('>10k+', 74.78824645894863)
1030R_L_M_NS1_week5_S22_L001_R1_001	(1.0, 1.1149720718521603)	(2.0, 0.4034863518228681)	(3.0, 0.3166147351492612)	(4.0, 0.20389701764714327)	(5.0, 0.2261533822494723)	(6.0, 0.27138405869936677)	(7.0, 0.1507689214996482)	(8.0, 0.18379449478052354)	(9.0, 0.15507660497106673)	('>10', 1.835791106069526)	('>50', 0.34317878322300877)	('>100', 0.9340493660525825)	('>500', 1.7970219548267594)	('>1k', 7.2196774980974405)	('>5k', 19.842625963844178)	('>10k+', 65.001507689215)
1030R_L_M_NS1_week5_S22_L001_R2_001	(1.0, 3.232198498054363)	(2.0, 0.6389730482604139)	(3.0, 0.43292218887756123)	(4.0, 0.35610183363726433)	(5.0, 0.2943583705469322)	(6.0, 0.24553795787085564)	(7.0, 0.2914865815659865)	(8.0, 0.26994816420889395)	(9.0, 0.206768806628089)	('>10', 2.937840127507431)	('>50', 0.5700501127177175)	('>100', 0.5334348032106601)	('>500', 1.6383556136295103)	('>1k', 10.105107476702612)	('>5k', 16.399350975690304)	('>10k+', 61.84756544089141)
1030R_L_M_NS1_week6_S23_L001_R1_001	(1.0, 1.2527215928812596)	(2.0, 0.43861033100880376)	(3.0, 0.3407907607838187)	(4.0, 0.29030324066769747)	(5.0, 0.22482723801710267)	(6.0, 0.23192704553343219)	(7.0, 0.19327253794452684)	(8.0, 0.18932820043545487)	(9.0, 0.12779653529393203)	('>10', 1.9769019595468746)	('>50', 0.3037139881985422)	('>100', 1.3742071881606766)	('>500', 2.039222492190212)	('>1k', 4.643274115679531)	('>5k', 12.61793569152125)	('>10k+', 73.75516708213688)
1030R_L_M_NS1_week6_S23_L001_R2_001	(1.0, 3.4615505979615664)	(2.0, 0.670537376542236)	(3.0, 0.4425546685178757)	(4.0, 0.3344798207693036)	(5.0, 0.2839923006531823)	(6.0, 0.22246063551165945)	(7.0, 0.2540153355842353)	(8.0, 0.2650594806096368)	(9.0, 0.2697926856205232)	('>10', 2.8407118740336372)	('>50', 0.7486352592218611)	('>100', 0.9632072197153766)	('>500', 1.5517023760689155)	('>1k', 8.948124073080685)	('>5k', 17.05610425672904)	('>10k+', 61.68707203938026)
1030R_L_M_NS1_week7_S24_L001_R1_001	(1.0, 1.23433736064686)	(2.0, 0.4201602210976452)	(3.0, 0.28570895034639876)	(4.0, 0.19794214860600176)	(5.0, 0.18206942914231294)	(6.0, 0.1680640884390581)	(7.0, 0.1699314671994921)	(8.0, 0.08216466545909507)	(9.0, 0.17646729286101098)	('>10', 2.094265279826707)	('>50', 0.3632051689044089)	('>100', 1.2007245429590485)	('>500', 2.655412597337118)	('>1k', 16.413325614834456)	('>5k', 0.0)	('>10k+', 74.35622117234038)
1030R_L_M_NS1_week7_S24_L001_R2_001	(1.0, 3.649791787268212)	(2.0, 0.70400179268361)	(3.0, 0.45377303878545683)	(4.0, 0.36600623704505986)	(5.0, 0.2801068140650968)	(6.0, 0.2464939963772852)	(7.0, 0.20261059550708668)	(8.0, 0.1493903008347183)	(9.0, 0.10924165748538775)	('>10', 2.7963996937498834)	('>50', 0.6330413997871188)	('>100', 1.1904539597766615)	('>500', 1.7945509887770537)	('>1k', 21.651323037851768)	('>5k', 9.284607196877742)	('>10k+', 56.48820750312786)
1030R_L_M_NS1_week9_S25_L001_R1_001	(1.0, 1.3601424821897263)	(2.0, 0.49306336707911513)	(3.0, 0.3796400449943757)	(4.0, 0.23622047244094488)	(5.0, 0.2718410198725159)	(6.0, 0.20247469066366702)	(7.0, 0.22965879265091863)	(8.0, 0.1274840644919385)	(9.0, 0.10967379077615298)	('>10', 1.982564679415073)	('>50', 0.33089613798275214)	('>100', 1.067679040119985)	('>500', 1.494188226471691)	('>1k', 11.15485564304462)	('>5k', 15.297150356205474)	('>10k+', 65.26246719160105)
1030R_L_M_NS1_week9_S25_L001_R2_001	(1.0, 4.580989876265467)	(2.0, 0.843644544431946)	(3.0, 0.6355455568053993)	(4.0, 0.4349456317960255)	(5.0, 0.3983877015373078)	(6.0, 0.22497187851518563)	(7.0, 0.24934383202099736)	(8.0, 0.1649793775778028)	(9.0, 0.2109111361079865)	('>10', 3.017435320584927)	('>50', 0.7274090738657668)	('>100', 0.914885639295088)	('>500', 2.1653543307086616)	('>1k', 25.705849268841398)	('>5k', 14.193850768653919)	('>10k+', 45.531496062992126)
1060R_L_M_S5_week9_S75_L001_R1_001	(1.0, 1.095432270987588)	(2.0, 0.3576921701183961)	(3.0, 0.28973065779590085)	(4.0, 0.17169224165683014)	(5.0, 0.22802875845047751)	(6.0, 0.17169224165683014)	(7.0, 0.16900955038094218)	(8.0, 0.12161533784025468)	(9.0, 0.10462495975963086)	('>10', 2.019172300318346)	('>50', 0.29956719247415675)	('>100', 1.3341917945416175)	('>500', 1.450441749830096)	('>1k', 12.382408699073578)	('>5k', 9.52534249025289)	('>10k+', 70.27935758486247)
1060R_L_M_S5_week9_S75_L001_R2_001	(1.0, 3.9176234932217335)	(2.0, 0.5687305504882498)	(3.0, 0.3621633222448761)	(4.0, 0.2718460492899811)	(5.0, 0.20120184569159782)	(6.0, 0.24144221482991735)	(7.0, 0.16900955038094218)	(8.0, 0.12161533784025468)	(9.0, 0.15291340272561435)	('>10', 3.4526236720678187)	('>50', 1.0542976714239725)	('>100', 1.109739957792324)	('>500', 1.3502879421969454)	('>1k', 4.692921271953357)	('>5k', 15.616840147369174)	('>10k+', 66.71674357048325)
1067R_R_M_S2_week5_S56_L001_R1_001	(1.0, 1.2302754747258626)	(2.0, 0.4982233599510946)	(3.0, 0.3576204485538532)	(4.0, 0.31788484315898063)	(5.0, 0.24834753371795362)	(6.0, 0.23382875482367327)	(7.0, 0.14442364268520994)	(8.0, 0.23230046230848586)	(9.0, 0.16505559164023995)	('>10', 1.8981393038627594)	('>50', 0.3729033737057273)	('>100', 0.9185038016276315)	('>500', 1.4427081343369121)	('>1k', 9.707714056470408)	('>5k', 27.933366446337832)	('>10k+', 54.29870477209337)
1067R_R_M_S2_week5_S56_L001_R2_001	(1.0, 3.953692736789822)	(2.0, 0.5135062851029687)	(3.0, 0.3805448362816643)	(4.0, 0.2659228976426088)	(5.0, 0.22160241470217398)	(6.0, 0.21090436709586216)	(7.0, 0.25140411874832846)	(8.0, 0.1772819317617392)	(9.0, 0.10315974477514997)	('>10', 3.539525465174034)	('>50', 0.8887020975814772)	('>100', 1.3364918045313872)	('>500', 1.378519848699041)	('>1k', 6.24765980208612)	('>5k', 0.0)	('>10k+', 80.53108164902763)
1067R_R_M_S2_week6_S57_L001_R1_001	(1.0, 1.258700066655299)	(2.0, 0.5084404210134705)	(3.0, 0.35807846723814546)	(4.0, 0.26972144285470695)	(5.0, 0.21701725287160328)	(6.0, 0.21856737610640048)	(7.0, 0.20616639022802313)	(8.0, 0.1984157740540373)	(9.0, 0.11160887290539599)	('>10', 2.1755979600378232)	('>50', 0.2263179922803863)	('>100', 1.1649176109500705)	('>500', 0.0)	('>1k', 12.868348033668678)	('>5k', 17.452062438963896)	('>10k+', 62.76603990017207)
1067R_R_M_S2_week6_S57_L001_R2_001	(1.0, 4.2891909906837595)	(2.0, 0.6246996636232581)	(3.0, 0.43713475221280096)	(4.0, 0.2976236610810559)	(5.0, 0.21314194478461038)	(6.0, 0.18136441847126847)	(7.0, 0.21701725287160328)	(8.0, 0.14881183054052796)	(9.0, 0.17438886391468122)	('>10', 3.5784594875292584)	('>50', 1.2207220474027685)	('>100', 1.444714854830959)	('>500', 0.0)	('>1k', 6.06640727937871)	('>5k', 0.0)	('>10k+', 81.10632295267473)
1067R_R_M_S2_week7_S58_L001_R1_001	(1.0, 1.2046184617249531)	(2.0, 0.42123765076671316)	(3.0, 0.2704709376325838)	(4.0, 0.24849990908539912)	(5.0, 0.17804109339959998)	(6.0, 0.17273774168131403)	(7.0, 0.1591005515485787)	(8.0, 0.07273168070792169)	(9.0, 0.09546033092914723)	('>10', 2.0561852233468696)	('>50', 0.41593429904842716)	('>100', 1.0864294805745804)	('>500', 1.331898902963816)	('>1k', 19.195860355173043)	('>5k', 0.0)	('>10k+', 73.09079338141706)
1067R_R_M_S2_week7_S58_L001_R2_001	(1.0, 3.771440693375356)	(2.0, 0.5318504151766773)	(3.0, 0.35911267349536335)	(4.0, 0.24546942238923572)	(5.0, 0.18940541851021275)	(6.0, 0.22728650221225527)	(7.0, 0.1591005515485787)	(8.0, 0.18182920176980422)	(9.0, 0.1363719013273532)	('>10', 3.060033941450997)	('>50', 0.9924843929935148)	('>100', 2.024365113037154)	('>500', 0.5265470634583914)	('>1k', 6.545851263712953)	('>5k', 5.514728165343354)	('>10k+', 75.5341232801988)
1067R_R_M_S2_week9_S59_L001_R1_001	(1.0, 1.3122283277290248)	(2.0, 0.5267138704356781)	(3.0, 0.4292080155280352)	(4.0, 0.2988964524271667)	(5.0, 0.3462824753729371)	(6.0, 0.22417233932037509)	(7.0, 0.17222996801443452)	(8.0, 0.2551555081695326)	(9.0, 0.11481997867628967)	('>10', 1.5345781277053319)	('>50', 0.1275777540847663)	('>100', 1.2894465859281736)	('>500', 1.6831150842468814)	('>1k', 10.219889371861814)	('>5k', 18.353882464437703)	('>10k+', 63.11180367606186)
1067R_R_M_S2_week9_S59_L001_R2_001	(1.0, 3.5102107766751414)	(2.0, 0.5194237130594056)	(3.0, 0.37453183520599254)	(4.0, 0.2551555081695326)	(5.0, 0.19136663112714947)	(6.0, 0.2187047212881708)	(7.0, 0.2041244065356261)	(8.0, 0.1968342491593537)	(9.0, 0.18043139506274092)	('>10', 3.231362257032724)	('>50', 0.828344131878947)	('>100', 1.117216617913739)	('>500', 0.7800468392611426)	('>1k', 7.056872340231644)	('>5k', 0.0)	('>10k+', 81.3353745773987)
1075R_L_M_NS6_week9_S84_L001_R1_001	(1.0, 1.083628012103095)	(2.0, 0.43928402172724285)	(3.0, 0.33629834858371915)	(4.0, 0.22237614377893625)	(5.0, 0.2278444096095658)	(6.0, 0.19685756990266487)	(7.0, 0.11483358244322116)	(8.0, 0.17498450658014655)	(9.0, 0.1640479749188874)	('>10', 1.6486821479348182)	('>50', 0.7518865517115672)	('>100', 0.7445955306040611)	('>500', 2.0861434143851847)	('>1k', 11.620064890087857)	('>5k', 28.697459079144032)	('>10k+', 51.491013816485)
1075R_L_M_NS6_week9_S84_L001_R2_001	(1.0, 3.2235427071561373)	(2.0, 0.6343188363530312)	(3.0, 0.44019539936568114)	(4.0, 0.3900696292515767)	(5.0, 0.31898217345339214)	(6.0, 0.3609055448215523)	(7.0, 0.24880609529364586)	(8.0, 0.2916408443002443)	(9.0, 0.20505996864860926)	('>10', 2.4689220225292554)	('>50', 0.4101199372972185)	('>100', 1.0407932630964967)	('>500', 2.0478655535707775)	('>1k', 5.960409755386242)	('>5k', 23.467062812146843)	('>10k+', 58.491305457329304)
1076R_0_M_S5_week9_S76_L001_R1_001	(1.0, 1.2761144661872346)	(2.0, 0.4950811975843452)	(3.0, 0.38411472226371607)	(4.0, 0.3200956018864301)	(5.0, 0.2507415548110369)	(6.0, 0.2752822176223299)	(7.0, 0.2987558950940014)	(8.0, 0.17925353705640085)	(9.0, 0.16324875696207936)	('>10', 1.6036789654510146)	('>50', 0.5366936258295811)	('>100', 1.621817716224579)	('>500', 0.5505644352446598)	('>1k', 13.823862060135294)	('>5k', 24.074390217878406)	('>10k+', 54.1463050297689)
1076R_0_M_S5_week9_S76_L001_R2_001	(1.0, 4.442926954183649)	(2.0, 0.7340859136595463)	(3.0, 0.4449328866221378)	(4.0, 0.35423913275431596)	(5.0, 0.2720812616034656)	(6.0, 0.2752822176223299)	(7.0, 0.1717846396790508)	(8.0, 0.2560764815091441)	(9.0, 0.20166022918845095)	('>10', 3.6064104479204455)	('>50', 0.6722007639615032)	('>100', 2.477539958600969)	('>500', 0.0)	('>1k', 10.028595207101855)	('>5k', 24.54493075265146)	('>10k+', 51.51725315294168)
1121R_0_M_NS1_week5_S26_L001_R1_001	(1.0, 1.2081118965743272)	(2.0, 0.3993424966973569)	(3.0, 0.2632030091868943)	(4.0, 0.2621945685386687)	(5.0, 0.14118169075159082)	(6.0, 0.16941802890190896)	(7.0, 0.12000443713885219)	(8.0, 0.10487782741546746)	(9.0, 0.17244335084658594)	('>10', 2.1046156328469285)	('>50', 0.413460665772516)	('>100', 0.9005374988655044)	('>500', 1.7889737099523007)	('>1k', 15.492673678690641)	('>5k', 5.915512842491656)	('>10k+', 70.5434486653288)
1121R_0_M_NS1_week5_S26_L001_R2_001	(1.0, 3.862327682704234)	(2.0, 0.7502798422798826)	(3.0, 0.42959571614412634)	(4.0, 0.3065659570605972)	(5.0, 0.30253219446769464)	(6.0, 0.24807639946350957)	(7.0, 0.261186127890443)	(8.0, 0.20975565483093492)	(9.0, 0.1633673850125551)	('>10', 2.868005203553745)	('>50', 0.7936427901535856)	('>100', 1.4047578229783286)	('>500', 2.499924366951383)	('>1k', 13.927573792644434)	('>5k', 11.349999495779677)	('>10k+', 60.62240956808487)
1121R_0_M_NS1_week6_S27_L001_R1_001	(1.0, 1.1999401526108424)	(2.0, 0.438880853822752)	(3.0, 0.2663208817515336)	(4.0, 0.25135903446212154)	(5.0, 0.14961847289412)	(6.0, 0.1556032118098848)	(7.0, 0.1605904942396888)	(8.0, 0.1037354745399232)	(9.0, 0.134656625604708)	('>10', 2.0118697321829337)	('>50', 0.24836666500423918)	('>100', 0.8657922298139744)	('>500', 2.0028926238092866)	('>1k', 13.335993217295897)	('>5k', 11.938556680464815)	('>10k+', 66.73582364969329)
1121R_0_M_NS1_week6_S27_L001_R2_001	(1.0, 3.5459578075906437)	(2.0, 0.6862500623410304)	(3.0, 0.45484015759812474)	(4.0, 0.3351453792828288)	(5.0, 0.269313251209416)	(6.0, 0.1675726896414144)	(7.0, 0.19550147124831682)	(8.0, 0.2074709490798464)	(9.0, 0.1974963842202384)	('>10', 2.5185776270510196)	('>50', 0.6523365418183632)	('>100', 1.162036806144332)	('>500', 0.5904942396887936)	('>1k', 15.022692135055607)	('>5k', 16.79517231060795)	('>10k+', 57.19914218742207)
1121R_0_M_NS1_week7_S28_L001_R1_001	(1.0, 1.3556481513367082)	(2.0, 0.5923068976204415)	(3.0, 0.3856882124040084)	(4.0, 0.33518142268443585)	(5.0, 0.28123098821125614)	(6.0, 0.22728055373807637)	(7.0, 0.1607034218350035)	(8.0, 0.23875936958343374)	(9.0, 0.14463307965150315)	('>10', 1.5439007312005693)	('>50', 0.3202589620854713)	('>100', 1.1915010847480973)	('>500', 1.655245244900536)	('>1k', 15.973920130399346)	('>5k', 13.452024289174327)	('>10k+', 62.14171746042678)
1121R_0_M_NS1_week7_S28_L001_R2_001	(1.0, 3.777678294707118)	(2.0, 0.7507145562863735)	(3.0, 0.4648920417369744)	(4.0, 0.4407865284617239)	(5.0, 0.39601914666483007)	(6.0, 0.29615344881022077)	(7.0, 0.24909030384425543)	(8.0, 0.23875936958343374)	(9.0, 0.21694961947725475)	('>10', 2.3428263140374437)	('>50', 0.6772501348760862)	('>100', 0.7794115958997669)	('>500', 1.4853587703892466)	('>1k', 20.295694296176407)	('>5k', 22.02440396248723)	('>10k+', 45.564011616561636)
1121R_0_M_NS1_week9_S29_L001_R1_001	(1.0, 1.4021026441106592)	(2.0, 0.5037372408659386)	(3.0, 0.32120896937807825)	(4.0, 0.32222868039197694)	(5.0, 0.2753219737526385)	(6.0, 0.1957845146685429)	(7.0, 0.1784494274322657)	(8.0, 0.13868069789021792)	(9.0, 0.19272538162684696)	('>10', 1.8752485545596376)	('>50', 0.496599263768648)	('>100', 0.6424179387561565)	('>500', 3.481293401450029)	('>1k', 14.731765017793958)	('>5k', 10.720221889116624)	('>10k+', 64.52221440443779)
1121R_0_M_NS1_week9_S29_L001_R2_001	(1.0, 4.321535276902526)	(2.0, 0.7403101960904279)	(3.0, 0.5904126770473248)	(4.0, 0.3874901852814912)	(5.0, 0.33140607951706486)	(6.0, 0.28755850591942245)	(7.0, 0.2569671755024626)	(8.0, 0.2936767720028144)	(9.0, 0.2936767720028144)	('>10', 2.6828596775673774)	('>50', 0.6495559158534472)	('>100', 0.6312011176032712)	('>500', 4.104336830942111)	('>1k', 25.737505990802205)	('>5k', 5.26272854273099)	('>10k+', 53.42877828423425)
1136R_0_F_S5_week9_S69_L001_R1_001	(1.0, 1.0841263699146735)	(2.0, 0.32136837341693286)	(3.0, 0.24004249932774985)	(4.0, 0.21512005404235504)	(5.0, 0.20987322345595613)	(6.0, 0.18888590111036052)	(7.0, 0.20659395433945682)	(8.0, 0.17314540935116382)	(9.0, 0.10624831937457781)	('>10', 2.253513736858329)	('>50', 0.5587874574514832)	('>100', 1.0008329343555908)	('>500', 0.0)	('>1k', 8.956339810982929)	('>5k', 0.0)	('>10k+', 84.48512195601843)
