Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
2472R_0_F_NS1_week10_S73_L001_R2_001	2472R_0_F_NS1_week10_S73_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	122459.0	0.0	301.0	53.0	6.941098653426861	301.0	301	pass	fail	warn	pass	fail	fail	pass	pass	fail	fail	pass
2472R_R_F_NS1_week10_S74_L001_R1_001	2472R_R_F_NS1_week10_S74_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	109097.0	0.0	301.0	50.0	4.506081743769307	301.0	301	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
2472R_R_F_NS1_week10_S74_L001_R2_001	2472R_R_F_NS1_week10_S74_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	109097.0	0.0	301.0	52.0	6.760039231142928	301.0	301	pass	fail	warn	pass	fail	fail	pass	pass	fail	fail	pass
2506R_0_F_NS6_week10_S68_L001_R1_001	2506R_0_F_NS6_week10_S68_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	101978.0	0.0	301.0	51.0	4.470572084175018	301.0	301	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
2506R_0_F_NS6_week10_S68_L001_R2_001	2506R_0_F_NS6_week10_S68_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	101978.0	0.0	301.0	52.0	5.895389201592501	301.0	301	pass	fail	warn	pass	fail	fail	pass	pass	fail	fail	pass
2518R_L_M_S5_week10_S61_L001_R1_001	2518R_L_M_S5_week10_S61_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	114243.0	0.0	301.0	51.0	4.233082114440272	301.0	301	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
2518R_L_M_S5_week10_S61_L001_R2_001	2518R_L_M_S5_week10_S61_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	114243.0	0.0	301.0	53.0	6.8450583405547825	301.0	301	pass	fail	warn	pass	fail	fail	pass	pass	fail	fail	pass
2518R_R_M_S5_week10_S62_L001_R1_001	2518R_R_M_S5_week10_S62_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	103531.0	0.0	301.0	51.0	4.436352396866639	301.0	301	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
2518R_R_M_S5_week10_S62_L001_R2_001	2518R_R_M_S5_week10_S62_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	103531.0	0.0	301.0	53.0	6.979552018236084	301.0	301	pass	fail	warn	pass	fail	fail	pass	pass	fail	fail	pass
3752R_0_F_S5_week10_S59_L001_R1_001	3752R_0_F_S5_week10_S59_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	103483.0	0.0	301.0	51.0	4.37173255510567	301.0	301	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
3752R_0_F_S5_week10_S59_L001_R2_001	3752R_0_F_S5_week10_S59_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	103483.0	0.0	301.0	53.0	6.731540446256873	301.0	301	pass	fail	warn	pass	fail	fail	pass	pass	fail	fail	pass
3752R_L_F_S5_week10_S60_L001_R1_001	3752R_L_F_S5_week10_S60_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	92242.0	0.0	301.0	51.0	4.584679430194488	301.0	301	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
3752R_L_F_S5_week10_S60_L001_R2_001	3752R_L_F_S5_week10_S60_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	92242.0	0.0	301.0	53.0	6.926345916177013	301.0	301	pass	fail	warn	pass	fail	fail	pass	pass	fail	fail	pass
3795R_R_F_S2_week10_S51_L001_R1_001	3795R_R_F_S2_week10_S51_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	131470.0	0.0	301.0	50.0	4.249638700844299	301.0	301	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
3795R_R_F_S2_week10_S51_L001_R2_001	3795R_R_F_S2_week10_S51_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	131470.0	0.0	301.0	51.0	5.371567658020841	301.0	301	pass	fail	warn	pass	fail	fail	pass	pass	fail	fail	pass
3874R_0_F_NS1_week10_S75_L001_R1_001	3874R_0_F_NS1_week10_S75_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	107383.0	0.0	301.0	50.0	4.490468696162335	301.0	301	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
3874R_0_F_NS1_week10_S75_L001_R2_001	3874R_0_F_NS1_week10_S75_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	107383.0	0.0	301.0	52.0	6.640715942001993	301.0	301	pass	fail	warn	pass	fail	fail	pass	pass	fail	fail	pass
3874R_L_F_NS1_week10_S76_L001_R1_001	3874R_L_F_NS1_week10_S76_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	96065.0	0.0	301.0	50.0	4.70514755634206	301.0	301	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
3874R_L_F_NS1_week10_S76_L001_R2_001	3874R_L_F_NS1_week10_S76_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	96065.0	0.0	301.0	52.0	6.746473741737365	301.0	301	pass	fail	warn	pass	fail	fail	pass	pass	fail	fail	pass
3893R_RL_M_S5_week10_S64_L001_R1_001	3893R_RL_M_S5_week10_S64_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	96789.0	0.0	301.0	51.0	5.322918926737542	301.0	301	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
3893R_RL_M_S5_week10_S64_L001_R2_001	3893R_RL_M_S5_week10_S64_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	96789.0	0.0	301.0	53.0	7.708520596348759	301.0	301	pass	fail	warn	pass	fail	fail	pass	pass	fail	fail	pass
3893R_R_M_S5_week10_S63_L001_R1_001	3893R_R_M_S5_week10_S63_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	112915.0	0.0	301.0	51.0	4.318292520922818	301.0	301	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
3893R_R_M_S5_week10_S63_L001_R2_001	3893R_R_M_S5_week10_S63_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	112915.0	0.0	301.0	53.0	6.7307266527919225	301.0	301	pass	fail	warn	pass	fail	fail	pass	pass	fail	fail	pass
3894R_0_M_NS6_week10_S71_L001_R1_001	3894R_0_M_NS6_week10_S71_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	111647.0	0.0	301.0	50.0	4.727399751000923	301.0	301	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
3894R_0_M_NS6_week10_S71_L001_R2_001	3894R_0_M_NS6_week10_S71_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	111647.0	0.0	301.0	51.0	5.7887807106326195	301.0	301	pass	fail	warn	pass	fail	fail	pass	pass	fail	fail	pass
3896R_0_M_S2_week10_S52_L001_R1_001	3896R_0_M_S2_week10_S52_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	101311.0	0.0	301.0	51.0	4.659908598276593	301.0	301	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
3896R_0_M_S2_week10_S52_L001_R2_001	3896R_0_M_S2_week10_S52_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	101311.0	0.0	301.0	52.0	5.699282407635894	301.0	301	pass	fail	warn	pass	fail	fail	pass	pass	fail	fail	pass
3896R_L_M_S2_week10_S53_L001_R1_001	3896R_L_M_S2_week10_S53_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	137668.0	0.0	301.0	50.0	4.240636894557922	301.0	301	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
3896R_L_M_S2_week10_S53_L001_R2_001	3896R_L_M_S2_week10_S53_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	137668.0	0.0	301.0	52.0	5.6628991486765266	301.0	301	pass	fail	warn	pass	fail	fail	pass	pass	fail	fail	pass
3909R_R_M_S2_week10_S54_L001_R1_001	3909R_R_M_S2_week10_S54_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	122766.0	0.0	301.0	51.0	4.495544368962091	301.0	301	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
3909R_R_M_S2_week10_S54_L001_R2_001	3909R_R_M_S2_week10_S54_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	122766.0	0.0	301.0	53.0	5.756479807112719	301.0	301	pass	fail	warn	pass	fail	fail	pass	pass	fail	fail	pass
3974R_0_M_NS1_week10_S79_L001_R1_001	3974R_0_M_NS1_week10_S79_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	111460.0	0.0	301.0	51.0	4.5002691548537594	301.0	301	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
3974R_0_M_NS1_week10_S79_L001_R2_001	3974R_0_M_NS1_week10_S79_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	111460.0	0.0	301.0	52.0	6.791674143190382	301.0	301	pass	fail	warn	pass	fail	fail	pass	pass	fail	fail	pass
3974R_L_M_NS1_week10_S80_L001_R1_001	3974R_L_M_NS1_week10_S80_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	118563.0	0.0	301.0	50.0	4.412843804559601	301.0	301	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
3974R_L_M_NS1_week10_S80_L001_R2_001	3974R_L_M_NS1_week10_S80_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	118563.0	0.0	301.0	52.0	6.669871713772426	301.0	301	pass	fail	warn	pass	fail	fail	pass	pass	fail	fail	pass
Positive_control_S89_L001_R1_001	Positive_control_S89_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	144551.0	0.0	301.0	53.0	3.905887887320046	301.0	301	pass	warn	fail	pass	fail	warn	pass	pass	fail	fail	pass
Positive_control_S89_L001_R2_001	Positive_control_S89_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	144551.0	0.0	301.0	54.0	6.103036298607412	301.0	301	pass	fail	warn	pass	fail	fail	pass	pass	fail	fail	pass
T1D_NS1_defined_mouse_inocula_S81_L001_R1_001	T1D_NS1_defined_mouse_inocula_S81_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	115963.0	0.0	301.0	51.0	5.096453179031243	301.0	301	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
T1D_NS1_defined_mouse_inocula_S81_L001_R2_001	T1D_NS1_defined_mouse_inocula_S81_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	115963.0	0.0	301.0	53.0	7.201434940455146	301.0	301	pass	fail	warn	pass	fail	fail	pass	pass	fail	fail	pass
T1D_NS6_defined_mouse_inocula_S82_L001_R1_001	T1D_NS6_defined_mouse_inocula_S82_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	105121.0	0.0	301.0	51.0	5.447056249464902	301.0	301	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
T1D_NS6_defined_mouse_inocula_S82_L001_R2_001	T1D_NS6_defined_mouse_inocula_S82_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	105121.0	0.0	301.0	52.0	7.04521456226634	301.0	301	pass	fail	warn	pass	fail	fail	pass	pass	fail	fail	pass
T1D_S2_defined_mouse_inocula_S83_L001_R1_001	T1D_S2_defined_mouse_inocula_S83_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	108715.0	0.0	301.0	52.0	5.542933357862301	301.0	301	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
T1D_S2_defined_mouse_inocula_S83_L001_R2_001	T1D_S2_defined_mouse_inocula_S83_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	108715.0	0.0	301.0	53.0	6.7157246010210185	301.0	301	pass	fail	warn	pass	fail	fail	pass	pass	fail	fail	pass
T1D_S5_defined_mouse_inocula_S84_L001_R1_001	T1D_S5_defined_mouse_inocula_S84_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	98938.0	0.0	301.0	53.0	5.329600355778366	301.0	301	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
T1D_S5_defined_mouse_inocula_S84_L001_R2_001	T1D_S5_defined_mouse_inocula_S84_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	98938.0	0.0	301.0	54.0	6.706220057005398	301.0	301	pass	fail	warn	pass	fail	fail	pass	pass	fail	fail	pass
negative_control_S90_L001_R1_001	negative_control_S90_L001_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	6258.0	0.0	301.0	53.0	8.581016299137104	301.0	301	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
negative_control_S90_L001_R2_001	negative_control_S90_L001_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	6258.0	0.0	301.0	56.0	11.697027804410356	301.0	301	pass	fail	fail	pass	fail	fail	pass	pass	fail	fail	pass
