pathway	Plate1_1002R_0_M_NS6_week10_S69_L001	Plate1_1002R_L_M_NS6_week10_S70_L001	Plate1_1075R_0_M_NS6_week9_S72_L001	Plate1_184R_0_F_NS6_week10_S65_L001	Plate1_184R_L_F_NS6_week10_S66_L001	Plate1_2403R_L_F_NS6_week10_S67_L001	Plate1_2506R_0_F_NS6_week10_S68_L001	Plate1_3894R_0_M_NS6_week10_S71_L001	Plate2_016R_0_F_NS6_week9_S79_L001	Plate2_1075R_L_M_NS6_week9_S84_L001	Plate2_1184R_0_M_NS6_week9_S85_L001	Plate2_1186R_0_M_NS6_week9_S86_L001	Plate2_1186R_RR_M_NS6_week9_S87_L001	Plate2_184R_0_M_NS6_week9_S88_L001	Plate2_2403R_0_F_NS6_week9_S80_L001	Plate2_2476R_R_F_NS6_week9_S81_L001	Plate2_2562R_0_F_NS6_week9_S82_L001	Plate2_2562R_RL_F_NS6_week9_S83_L001	Plate3_016R_0_F_NS6_week5_S1_L001	Plate3_016R_R_F_NS6_Pellet_week9_S2_L001	Plate3_1075R_RL_M_NS6_Pellet_week9_S3_L001	Plate4_016R_R_F_NS6_week5_S1_L001	Plate4_1075R_0_M_NS6_week5_S2_L001	Plate4_1075R_RL_M_NS6_week5_S3_L001	Plate4_1184R_0_M_NS6_week5_S4_L001	Plate4_1186R_0_M_NS6_week5_S5_L001	Plate4_1186R_RR_M_NS6_week5_S6_L001	Plate4_184R_0_M_NS6_week5_S7_L001	Plate4_2403R_0_F_NS6_week5_S8_L001	Plate4_2476R_R_F_NS6_week5_S9_L001	Plate4_2562R_0_F_NS6_week5_S10_L001	Plate4_2562R_RL_F_NS6_week5_S11_L001
ILEUSYN-PWY	0.7312672632210242	0.9807498312909662	0.9679461051128163	0.9999137745671886	0.723875205652808	0.937065762864317	0.9999999111910703	0.7294064749474999	0.9648648943638195	0.8776908146887467	0.7716872978510844	0.8099139115150485	0.7729638622074892	0.7423728186494183	0.9999982041420076	0.9976850754027747	0.9993850469445218	0.9844595454578954	0.6681099286599834	0.9959614785467854	0.9469565139216425	0.9251684151506568	0.9903853625184954	0.9740863081098048	0.942421175592764	0.9961719035509617	0.9651811514775059	0.9980724211662376	0.6718949651902392	0.6683554471104862	0.9967708950622982	0.7861861646574226
NONOXIPENT-PWY	0.9999999991557134	0.9999999999865075	0.9999999997831701	1.0	1.0	0.9999999999999993	1.0	1.0	1.0	0.9999999999999383	0.9999999999999993	1.0	1.0	1.0	1.0	0.9999999993947224	0.9999999762447375	0.9999999999996909	0.9999992405068623	0.999999999999454	1.0	0.9999972983416209	0.9999999999980893	0.9999999999989735	0.9999999992893103	0.9999997339344473	0.9999999893203463	0.99999999422556	0.999999999935369	0.9996308145324589	0.999999592545943	0.9999988619734138
P108-PWY	0.7243625133133972	0.9591087441688866	0.16057208955759028	0.9999999893625532	7.742262638822553e-07	0.9925376330588642	0.0017181156956853376	0.9999999938022874	0.9999985515395196	0.9999219528607675	0.9999344741740874	0.8859563640776045	0.9999998928198423	0.3146286096894868	0.40744799436431606	0.5728897959375133	0.004625957869906093	0.8164915759803866	0.00811361585476784	0.9984898052028752	0.9999999770674789	0.5560127130317303	0.8940664555171626	0.9416377793753522	0.14459694577162233	0.00194935277779636	0.7513894870199496	0.7649131312163652	0.999652108478475	0.06419436946192256	0.0003010911432961028	0.142910558487002
P42-PWY	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PEPTIDOGLYCANSYN-PWY	0.0	0.0	0.0015652830238287632	0.0	1.156736868901268e-05	0.0	0.0	0.0003429222398293071	6.592849999648237e-11	0.028737768587828175	0.8934180837490258	3.706852320357128e-05	0.22790232417932457	0.3008868141808908	0.0	4.604774909712819e-06	0.0	0.0	0.0	6.029852208876025e-08	0.16943411684413884	0.0	0.038558536973752396	2.374109457520267e-06	9.499999999999928e-15	0.0	1.8347516457006278e-06	0.0	0.0	0.05577179534285202	0.009326260590422979	0.2900022549542002
PHOSLIPSYN-PWY	0.0	0.0	0.0	0.0009083427937835074	0.0	0.0	0.9985844974303945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3501344909013344e-09	0.0	0.0	0.0	0.0	0.0	3.0281584923071404e-09	0.0	0.0	0.00023100552526380256	0.0	0.0	9.219999918335414e-13	0.0
PWY-2942	0.8136743648644904	0.9871286371884092	0.9776325336872408	0.999935404593084	0.7768944445007536	0.9509883487988029	0.9999999616255791	0.7945138548808758	0.971709634207586	0.8994598070018224	0.7932104895042343	0.8340926425465895	0.8127701144907293	0.7676568475318616	0.9999990088138528	0.9985202543134816	0.9995802325634529	0.9873410556772827	0.7507261421989146	0.9966749546434296	0.9580628584367987	0.9477603076447101	0.9925727215225173	0.9829348274757709	0.9607625286236351	0.9977280066240248	0.9774644943459205	0.9985368245305296	0.7322143489357893	0.7323945290109757	0.9981217556580931	0.8145615936125329
PWY-3001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.2998622245790004e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5849999999997893e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.497999999986343e-12	0.0	1.263705116599811e-06
PWY-5097	0.9600910399755008	0.9962583584149436	0.9932213500283721	0.999987809861344	0.9058388239469558	0.9792091262736449	0.9999999999999998	0.9192214950098776	0.991775086099867	0.9552927205510517	0.8782625701886002	0.9321776741093828	0.9083772586706891	0.8910695530389627	0.9999998924051486	0.9997969774320689	0.9998951077128018	0.9960770512196583	0.9985098600585133	0.9989162500645045	0.9817832834719431	0.9979534978693642	0.998270075034049	0.9983090701719827	0.9998135323174583	0.9999866438423407	0.9977615301217464	0.999382353245342	0.935576138386159	0.9291120585217736	0.9999953114001111	0.9263984330706231
PWY-5100	0.0	0.0	0.9999857727622181	0.0	0.9916674881256264	0.0	6.146315712590863e-05	0.9999999999998961	0.41050211235834705	0.8084982698487124	0.9999999994761031	1.0	1.0	1.0	0.0031433937236303253	0.9973078728191547	1.0089770150982666e-07	0.0	0.0	5.716543183660567e-09	0.9999724749505138	2.1781487207833817e-07	0.999999999986239	0.6682150859402209	0.6684246648175458	0.3105972065600714	0.9316710545182499	2.7919999999996104e-13	0.0	0.9983741035567245	0.9999999999993592	0.9999999947620453
PWY-5101	0.7728027424128022	0.9845403448387655	0.9741914310590486	0.9999310184641581	0.7661879009701457	0.9490108172274612	0.999999928952855	0.7711395487058416	0.9716930016153581	0.8996991076655128	0.8086105078581023	0.8419214214791821	0.8097315258636743	0.7827018741863055	0.9999985633130901	0.9981472025049208	0.9995079770414129	0.9875288749760114	0.7156107491793466	0.9967665711830992	0.957110206302333	0.9392251565496534	0.9922934709181237	0.9791610436289012	0.9534003093936401	0.9969351763526649	0.9719495845486863	0.9984573422140909	0.7190818395923416	0.7158360740549112	0.9974150466327021	0.8213075480252395
PWY-5103	0.4737094876015291	0.8859088059722232	0.770309554728671	0.9945632768145771	0.669036883147062	0.9139723996229212	0.21674448159072565	0.6588158779971295	0.9468711557505737	0.8378546721628519	0.6586003680834949	0.6634364208408994	0.6599254273993114	0.646276874227136	0.06846593644175147	0.4797858366120478	0.741438156424945	0.9749500391405527	0.5098441083611424	0.9874444750439948	0.9311428158431354	0.8377185460121345	0.7858749482195876	0.9132944975756763	0.8893625102009085	0.7023466809998	0.6293146880030401	0.8629316059268797	0.6001932237054661	0.5458432865574797	0.7151708917462277	0.7318563463355999
PWY-5104	0.7728027424128022	0.9845403448387655	0.9741914310590486	0.9999310184641581	0.7661879009701457	0.9490108172274612	0.999999928952855	0.7711395487058416	0.9716930016153581	0.8996991076655128	0.8086105078581023	0.8419214214791821	0.8097315258636743	0.7827018741863055	0.9999985633130901	0.9981472025049208	0.9995079770414129	0.9875288749760114	0.7156107491793466	0.9967665711830992	0.957110206302333	0.9392251565496534	0.9922934709181237	0.9791610436289012	0.9534003093936401	0.9969351763526649	0.9719495845486863	0.9984573422140909	0.7190818395923416	0.7158360740549112	0.9974150466327021	0.8213075480252395
PWY-5659	0.9999999437708231	0.9999999946054219	1.0	1.0	1.0	0.9999999985464458	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999575222098	1.0	1.0	0.9999999999999973	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999999925	0.9999999999672027	1.0	0.9999999999962328	1.0	1.0	1.0
PWY-5667	0.9003865520531719	0.9973314523410225	0.9886751784667914	0.9999979746073155	0.9149026809366984	0.9934689448879689	1.0	0.9079330132544675	0.9983112835006716	0.9460640574001161	0.9357143650097933	0.9446151936374829	0.9497194989966733	0.9356622313701611	0.9999999343244806	0.9999813112303473	0.99998220422833	0.997642422044048	0.7629853655157123	0.9996729254384407	0.9793448749415784	0.9443957517384961	0.9976326829971186	0.9924172151364685	0.972863533919878	0.9981505832074421	0.9791222244686008	0.999534220003113	0.7551977527504916	0.84587216675613	0.9995890073860594	0.894844823253453
PWY-5686	0.9776310374210937	0.9983189400975695	1.0	0.9999999999999406	0.9999999998238788	0.9934323588410107	0.9999999999879755	1.0	0.999999366086932	0.9999999784837601	0.9999999998931911	0.9971826136192937	0.9938900512036799	1.0	0.9999999993784723	0.9998282563099657	0.9999999575923748	0.9999999978246669	0.9938704082222968	0.9999999990098231	0.9999999999990932	0.999998979851619	1.0	0.9999999999996091	0.9999999999999926	0.99997769781875	0.999909054109522	0.9999999999999933	0.9978035753901249	0.9999999999987077	1.0	1.0
PWY-5695	0.8824404903140118	0.9992149519956857	1.0	0.5373793592655391	1.0	0.999999999999994	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.1231443326305015	0.585612966846248	6.413454505931271e-05	0.9999999996319322	1.0	0.980776803892496	1.0	1.0	1.0	0.9963612924349536	1.0	0.9447088448127886	0.999999837097083	0.9999999999949556	1.0	1.0
PWY-5913	0.01718275993014752	1.5499999999998798e-13	0.0	0.16706483140045483	0.0	0.0	0.0032043442891158793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-16	3.3519999999994383e-13	0.2323891743505435	0.0	0.0	0.0	0.0	0.0	0.5273850018189419	0.0	0.0	0.33706635787862865	0.41537848453481513	0.0	0.0	0.0
PWY-5941	0.9998507443421172	0.9999999984639092	0.2742021363112346	0.9999874554084367	0.16919728042524895	0.999999999781445	1.0	2.489969972002438e-07	0.9999999451797107	0.5891914600343698	0.20106889496713898	0.9999943023762052	0.9999147325622804	0.0019575927130443893	1.0	1.0	0.9999999999999791	0.9738711834948222	0.9294635153965152	0.9999019388127224	0.631749129917658	0.622294186335816	0.23494609272702144	0.6393863171529678	0.3399510157858502	0.9999999924696937	0.9998879765884447	0.9982144667472077	0.5086473101207463	4.582250543494388e-05	0.8464147673541742	2.5823146096213234e-06
PWY-5973	0.7153866942610255	0.9767253655014894	0.9628041332356946	0.9998649416891945	0.7154299117111431	0.9298833252732492	0.9999998903482389	0.7154751282576288	0.971247165817519	0.8885135423713002	0.7940202843632168	0.8213170165143144	0.7927058775209632	0.7642844043513508	0.9999984484455421	0.9978107878755914	0.9993429162354824	0.9841150464379651	0.7885274188144796	0.9952400874229127	0.9472581665570472	0.9552717935283048	0.9875818065801671	0.9745193948393102	0.9324930667683443	0.9973790231829224	0.9783963230543333	0.9972623309201565	0.7157667147293448	0.7473010965226766	0.9954864901271371	0.7815528021168202
PWY-5989	0.9999987253200544	0.0	0.06094418170773037	0.0	0.0	0.0	0.0	0.16112470602914328	0.0	0.0	0.0	0.0	0.0	0.20943426236772267	0.0	0.0	3.959699999989547e-12	6.531906864438041e-05	0.9994187587773223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999998833	0.9999999999999819	0.0	8.844426547850746e-09
PWY-6121	0.9999999999629001	1.0	1.0	0.9999999999999926	0.9999999999419991	0.9999999999565862	1.0	1.0	1.0	0.9999999881605577	0.9999999999549306	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999994286405	0.999999625626702	0.9999999999852989	0.9999999999997662	0.9999993201377049	1.0	0.9999999999999009	0.9999999999999993	1.0	0.9999999999805784	0.9999999999999982	0.9996461529476459	0.9999999999999993	1.0	1.0
PWY-6122	0.9999999999536251	0.9999999999999998	1.0	0.9999999999999907	0.9999999999274989	0.9999999999457327	1.0	1.0	1.0	0.9999999852006973	0.9999999999436633	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999992858004	0.9999995320334215	0.9999999999816236	0.999999999999708	0.9999991501722755	1.0	0.9999999999998761	0.9999999999999991	1.0	0.999999999975723	0.9999999999999978	0.9995577303085138	0.9999999999999989	1.0	1.0
PWY-6123	0.8032175463765324	0.9870836737072318	0.9783999481446343	0.9999425147258943	0.7972559140917258	0.9571448226068281	0.9999999407940452	0.8017198775365953	0.9762990174001035	0.9149949076308125	0.8352536360532385	0.8647032653164375	0.8362502008145373	0.8121136706150264	0.9999988027606217	0.9984555251542464	0.9995899472419488	0.9895857495308956	0.7512170935874628	0.9973040231094	0.9640011748881886	0.9488360499115714	0.9935696331302216	0.9825736786323024	0.9608629621858016	0.9974446750238185	0.9765148591308351	0.9987141212332596	0.7543981487664444	0.7514240066864811	0.9978449437405961	0.8465186296200944
PWY-6163	0.6939688343995242	0.9769883930125144	0.9617803439032097	0.9998965312649537	0.6859913609590542	0.9254176718227085	0.9999998934292863	0.6919585730529602	0.9581320799950119	0.8567335384650492	0.7379888520572891	0.7802509416095949	0.7393902030051092	0.7059960634739388	0.9999978449711832	0.9972233760183602	0.9992621470824075	0.9814092363330084	0.6265226024174888	0.99515768541441	0.9370159949450294	0.9115262247447787	0.98848457834313	0.9690639034267426	0.9316920292420935	0.9954097986078837	0.9585063341064849	0.9976877967902784	0.6305196320273265	0.6267816997922049	0.9961275749681161	0.7539453742365599
PWY-6277	0.9999999999536251	0.9999999999999998	1.0	0.9999999999999907	0.9999999999274989	0.9999999999457327	1.0	1.0	1.0	0.9999999852006973	0.9999999999436633	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999992858004	0.9999995320334215	0.9999999999816236	0.999999999999708	0.9999991501722755	1.0	0.9999999999998761	0.9999999999999991	1.0	0.999999999975723	0.9999999999999978	0.9995577303085138	0.9999999999999989	1.0	1.0
PWY-6282	0.9999987253200544	0.0	0.060944181707730374	0.0	0.0	0.0	0.0	0.16112470602914328	0.0	0.0	0.0	0.0	0.0	0.20943426236772267	0.0	0.0	3.959699999989548e-12	6.531906864438042e-05	0.9994187587773222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999998833	0.9999999999999818	0.0	8.844426547850746e-09
PWY-6385	0.0	0.0	0.0015652830238287632	0.0	1.1567368689012684e-05	0.0	0.0	0.0003429222398293071	6.592849999648237e-11	0.02873776859090084	0.8934180837599603	3.706852320357128e-05	0.22790232417932457	0.3008868141808908	0.0	4.604774909712819e-06	0.0	0.0	0.0	6.029852208876025e-08	0.16943411684414147	0.0	0.038558536973752396	2.374109457520267e-06	9.499999999999928e-15	0.0	1.8347516457006278e-06	0.0	0.0	0.05577179534285202	0.009326260590422979	0.2900022549542002
PWY-6386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.83999999999999e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0079999999999728e-14
PWY-6387	0.0	0.0	0.0012526293474009029	0.0	9.253923538022037e-06	0.0	0.0	0.0002743626724732452	5.274279999790541e-11	0.023140436132721747	0.9843692731984207	2.9655086716394797e-05	0.19358669286678187	0.2615238728716215	0.0	3.6838233272477176e-06	0.0	0.0	0.0	4.823881825473962e-08	0.1405443640794971	0.0	0.031087552916239075	1.8992884823333753e-06	7.599999999999956e-15	0.0	1.4678018737170702e-06	0.0	0.0	0.045352431366714074	0.00747497384201592	0.24950930033458774
PWY-6507	0.9999819332473007	0.9999999999999785	1.0	5.999999999999998e-16	1.0	1.0	4.1702777536240954e-05	1.0	0.03443042791188694	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999328298907475	0.9999967472129889	0.9985066346607846	1.0	1.0	1.0	0.9954318602917186	1.0	0.930018615218052	0.999993140974867	0.9999999999999276	0.9393236804461362	0.9999999999639868	1.0	0.9999914301213924	1.0
PWY-6519	0.9999989570798028	0.0	0.07349201964296184	0.0	0.0	0.0	0.0	0.1901213936108939	0.0	0.0	0.0	0.0	0.0	0.24459168104904164	0.0	0.0	6.7116053550578924e-12	0.00011974290245370739	0.9988501408936782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999859593	0.9999999999999851	0.0	1.0809854648349362e-08
PWY-6572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.81435399835406e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9084962876172666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
