pathway	Plate1_1002R_0_M_NS6_week10_S69_L001	Plate1_1002R_L_M_NS6_week10_S70_L001	Plate1_1075R_0_M_NS6_week9_S72_L001	Plate1_184R_0_F_NS6_week10_S65_L001	Plate1_184R_L_F_NS6_week10_S66_L001	Plate1_2403R_L_F_NS6_week10_S67_L001	Plate1_2506R_0_F_NS6_week10_S68_L001	Plate1_3894R_0_M_NS6_week10_S71_L001	Plate2_016R_0_F_NS6_week9_S79_L001	Plate2_1075R_L_M_NS6_week9_S84_L001	Plate2_1184R_0_M_NS6_week9_S85_L001	Plate2_1186R_0_M_NS6_week9_S86_L001	Plate2_1186R_RR_M_NS6_week9_S87_L001	Plate2_184R_0_M_NS6_week9_S88_L001	Plate2_2403R_0_F_NS6_week9_S80_L001	Plate2_2476R_R_F_NS6_week9_S81_L001	Plate2_2562R_0_F_NS6_week9_S82_L001	Plate2_2562R_RL_F_NS6_week9_S83_L001	Plate3_016R_0_F_NS6_week5_S1_L001	Plate3_016R_R_F_NS6_Pellet_week9_S2_L001	Plate3_1075R_RL_M_NS6_Pellet_week9_S3_L001	Plate4_016R_R_F_NS6_week5_S1_L001	Plate4_1075R_0_M_NS6_week5_S2_L001	Plate4_1075R_RL_M_NS6_week5_S3_L001	Plate4_1184R_0_M_NS6_week5_S4_L001	Plate4_1186R_0_M_NS6_week5_S5_L001	Plate4_1186R_RR_M_NS6_week5_S6_L001	Plate4_184R_0_M_NS6_week5_S7_L001	Plate4_2403R_0_F_NS6_week5_S8_L001	Plate4_2476R_R_F_NS6_week5_S9_L001	Plate4_2562R_0_F_NS6_week5_S10_L001	Plate4_2562R_RL_F_NS6_week5_S11_L001
AST-PWY	208.41111111111113	93.81111111111112	89.36666666666667	71.5888888888889	95.71111111111112	64.92222222222223	573.8111111111111	108.73333333333333	89.36666666666667	62.544444444444444	26.98888888888889	77.77777777777779	67.45555555555556	67.3	101.11111111111111	127.3	73.81111111111112	69.84444444444445	470.00000000000006	49.84444444444445	50.15555555555556	222.85555555555555	65.07777777777778	151.5888888888889	302.3777777777778	229.20000000000002	149.52222222222224	28.88888888888889	138.4111111111111	124.60000000000001	267.3	60.0
BIOTIN-BIOSYNTHESIS-PWY	11266.607624999999	6498.987647727272	8372.370920454545	4957.942738636363	7091.549659090909	7593.700465909091	5100.624375	8939.793068181818	5674.768193181817	6589.15353409091	7186.172079545455	9339.427363636365	8898.826602272726	11129.098670454545	6061.314954545453	6351.027852272728	8738.467738636364	8912.881568181818	8192.410227272727	5560.611477272727	4242.885340909091	4969.8521249999985	4006.171670454545	5842.6651022727265	4542.747204545454	3688.355045454545	4488.976943181818	4129.361727272728	6808.558670454545	6029.776295454544	4907.852488636363	4561.782272727272
BRANCHED-CHAIN-AA-SYN-PWY	23043.977553224468	20582.21043058902	18679.785052040726	19590.922654501162	21411.50892259187	22425.55246008347	16819.755480705673	20330.712140109856	22307.441226525112	20889.426275074948	23345.41179583706	22471.75033604542	23273.678036756613	25140.46463587116	21361.077703530616	21342.06795547929	20787.961163171487	20377.10082319836	15958.08266106787	16688.282579821156	16625.098221384782	12393.919505612484	10511.204231513084	14093.508950079922	11136.258377209962	10905.422588763635	12119.459553240413	10867.266782939596	12797.896820121781	11781.546409453611	11979.708726927338	10976.477457510478
CALVIN-PWY	19369.94721979782	17228.358982296464	18299.223522642613	13833.367473913968	20605.463367863693	19766.73571824518	12443.919767440682	20213.926427738745	21612.45016331061	19506.668309578694	22727.061820996896	24674.343021042856	24799.66376265734	27126.952782577668	17536.814917214633	18778.829065503734	17292.44509866411	16694.332230768297	13211.999192994128	13640.156087639452	15637.20256247294	10814.846923838235	10378.21431319067	12833.735890899572	10455.094748148667	9688.155875404633	11386.386057511996	8309.69813447089	10939.132999255233	11337.524888545917	11486.741262702139	11358.47416510637
COA-PWY	18434.46142857143	16479.26	14187.657142857142	16183.024285714286	17100.49142857143	18165.47857142857	14480.72	15149.434285714284	17141.785714285714	17109.551428571427	18876.442857142858	16898.701428571425	17395.35857142857	19166.592857142852	18742.51857142857	17760.28428571429	16555.877142857145	16683.07428571429	12758.245714285711	13717.741428571428	13208.76	10164.254285714283	7915.215714285716	11202.255714285719	8458.558571428568	8740.685714285713	9871.345714285713	8775.725714285716	10421.34	8752.16142857143	8861.824285714283	7955.3314285714305
COBALSYN-PWY	19361.79712315271	17359.743320197045	15866.776591133003	16492.937901477828	17947.868167487683	18775.200660098522	15061.882453201972	16751.652325123145	18467.844719211826	17781.554443349753	19730.390384236445	18850.225842364525	19403.062748768465	20857.282689655174	19299.616433497533	18533.459714285713	17968.18923152709	17169.457793103447	13407.915812807878	14128.269615763546	14020.10401970443	10581.213556650247	8925.045034482759	11878.295389162566	9257.09874876847	9555.935733990145	10545.690374384234	9311.550177339903	10759.485349753691	9826.411359605909	10258.42466009852	9129.485241379309
COLANSYN-PWY	5534.737254901961	4762.296078431373	2417.2124183006536	6197.28888888889	2757.263398692811	4196.141176470588	5683.486928104576	2785.507189542484	3697.5901960784313	2463.634640522876	1838.1986928104575	2329.0196078431372	2289.2013071895426	2407.9254901960785	4910.392156862746	2952.566013071895	4541.486274509804	4352.841830065359	4880.235947712418	3071.6653594771246	2139.0281045751635	2490.4091503267973	1637.7947712418302	2517.5392156862745	2561.2758169934646	2460.8267973856214	1924.2398692810457	3020.2215686274512	3172.475163398693	1546.740522875817	2120.8013071895425	1251.3071895424837
COMPLETE-ARO-PWY	9891.153647934261	8818.974394603132	7063.065670809082	9859.907450477564	7587.462548510473	8101.690017012872	9945.359538596327	8793.70844442314	9067.035073251911	6198.71616756168	6665.558826078792	8416.041807686437	8575.876028704773	9581.820578397655	9819.914813005025	6920.485119804252	8695.070179551303	7624.1239913626705	7744.001168154191	5797.059818946495	6206.856409070505	4396.040005157372	4873.429499372189	5631.987765459866	5559.328768997889	4790.781670249628	4388.357379238508	5492.887646086365	5668.929952001619	4260.756283351501	5620.7136778059485	4247.046167828287
DAPLYSINESYN-PWY	9938.80540216353	7559.1285759336415	8925.26937976313	6041.744880342961	8391.481112378937	7928.000770780846	6805.203017434164	10462.510892861406	8434.717570288345	6897.50610865165	8659.50878606598	10364.40652397195	10667.69300634842	12834.827055451362	7539.857529303697	7783.401120434859	8249.259107664304	7438.282915160422	6759.800958477455	5619.6190868269105	6305.625178287955	4347.45964770723	4476.367695075951	5759.566925433445	5098.635601653442	3907.6118867325204	4107.6805301457925	4385.859562739021	5684.371818484365	5604.666122846668	5508.224227803483	5054.446578561014
DTDPRHAMSYN-PWY	25780.819830487035	22047.344343182434	20241.840812505652	21033.71859745188	24391.29501210806	24590.179918315716	17623.430341736694	23304.421333333332	26020.12047275685	23843.02636026024	26935.627864461916	26401.169063702902	27025.809353212262	29589.58914565826	22715.015126954	23442.646264479983	23378.792664949848	23506.655695942893	17438.862781693326	18198.114827866633	16883.069300623476	14177.771383120991	12751.98728255173	16349.683307671457	12856.937805819103	12300.89601409596	14352.621962049338	11531.668677238635	14295.614899159662	13847.507137074183	14127.295514231497	13127.7388016626
ECASYN-PWY	222.12236842105264	99.98289473684213	95.24605263157896	76.29868421052633	102.00789473684212	69.19342105263159	611.5618421052632	115.88684210526317	95.24605263157896	66.65921052631579	28.76447368421053	82.89473684210527	71.89342105263158	71.72763157894738	107.76315789473685	135.675	78.66710526315791	74.43947368421054	500.921052631579	53.12368421052632	53.45526315789474	237.51710526315793	69.35921052631579	161.56184210526317	322.271052631579	244.2789473684211	159.35921052631582	30.78947368421053	147.5171052631579	132.79736842105265	284.8855263157895	63.94736842105264
ENTBACSYN-PWY	202.3226966292135	91.07056179775283	86.7559550561798	69.49752808988767	92.91505617977529	63.0256179775281	557.0480898876406	105.55685393258429	86.7559550561798	60.717303370786524	26.200449438202252	75.5056179775281	65.48494382022473	65.33393258426968	98.15730337078654	123.58112359550563	71.65483146067417	67.80404494382023	456.2696629213484	48.38831460674158	48.690337078651694	216.3451685393259	63.17662921348316	147.16044943820228	293.5442696629214	222.50426966292142	145.15415730337082	28.044943820224724	134.36764044943823	120.96000000000002	259.49123595505625	58.24719101123596
FAO-PWY	375.14	168.86	160.86	128.86	172.28	116.86	1032.86	195.72	160.86	112.58	48.58	140.0	121.42	121.14	182.0	229.14	132.86	125.72	846.0	89.72	90.28	401.14	117.14	272.86	544.28	412.56	269.14	52.0	249.14	224.28	481.14	108.0
FASYN-ELONG-PWY	27526.028254647317	21995.877892029544	20533.018680926918	20359.46817417876	22956.688660809774	25053.949219760638	17338.600355233004	21417.49077387319	22467.377269926157	23230.581308887195	25594.38175706646	24044.466469315	24484.255892538837	27231.603310415085	22892.654010949835	24066.388974025973	24286.729708174178	24586.734955436725	18880.611688311685	19045.549745861983	16143.218868856638	14553.189374331552	10737.273900942197	15810.258066462948	11508.537348612173	11765.812351922583	13706.938825311943	11789.579436720142	15344.115583651645	13852.628435956198	12566.875709702064	11637.598774637128
FASYN-INITIAL-PWY	11000.960367892978	6783.27993311037	8271.02408026756	4841.116053511706	6655.621906354517	7524.832274247492	5132.065886287626	8363.676421404683	5261.412541806021	6067.040969899666	7055.213377926422	7944.450501672241	8035.683110367894	10466.573578595317	5817.887959866221	7030.942976588629	8102.763210702342	8182.833612040134	7507.319899665551	5418.324581939801	4228.69364548495	4724.424581939799	2317.6610367892977	5065.886789297659	3903.653678929766	3160.057023411371	3245.103010033445	3925.5707357859537	6413.144147157191	5387.661872909698	3707.283110367893	3905.0463210702346
FERMENTATION-PWY	369.70113092979125	183.3966110056926	165.25788235294118	127.4745806451613	175.34322960151803	127.62503605313093	915.0296280834915	202.3024819734345	141.1611081593928	113.94994686907022	58.93173055028463	126.58823529411765	126.33375332068312	112.16109297912713	172.31857685009484	211.97344592030362	129.75862239089184	119.65352561669829	738.0311195445921	86.83682732447818	98.49730929791272	358.88595066413666	144.64382542694497	272.66943833017075	509.8113700189753	361.39807210626185	239.10644402277038	81.49867172675522	219.29429981024666	200.90641745730548	449.3925920303605	113.41783681214422
FOLSYN-PWY	12809.753367022136	11474.194213161949	11354.653664646014	9639.240370103804	13207.663259569375	13531.009382856215	9331.890653839913	10708.840889627763	12276.918760339793	14311.19062059038	16057.822440596867	13350.93470369394	13790.05426769929	14551.243964500038	13817.327940759062	15008.451665517798	12431.061060031623	12260.878265651607	8333.052139830506	10540.805297927986	10054.808739254722	8064.152163753953	5741.416797299489	8370.099148893034	5641.597715919226	6726.533325662963	8087.408911685996	5602.479967865541	7008.879708458356	7088.917760927742	6778.705334320004	6272.018131639767
FUC-RHAMCAT-PWY	2309.8825	2207.7174999999997	656.4300000000001	1240.43	1837.2775	1835.2925	1883.7175000000002	2141.6475	2530.3424999999997	1350.65875	1713.29	3699.0250000000005	4014.35375	2389.7325	1571.5749999999998	2058.96375	1784.3424999999997	1100.335	1478.08125	778.2475	1496.99	639.60125	727.2887499999999	1006.805	964.70875	1189.2299999999998	1171.445	440.28125	1243.5887500000001	731.04	878.3325	666.80625
FUCCAT-PWY	7870.158571428571	7283.533333333335	5325.217142857144	7788.636666666666	6051.889047619048	5991.170952380952	7025.850476190476	7215.514285714285	6935.5142857142855	4952.374285714285	5323.888095238095	6978.099999999999	7196.319523809523	7184.07	6426.07619047619	5180.541428571429	6734.249047619047	6086.488571428572	6252.987142857142	4391.731428571427	4920.765238095238	3518.27	3835.241428571428	4524.988571428571	4583.168571428571	3659.8100000000004	3283.9904761904763	4268.427142857142	4691.895238095239	3611.0461904761905	4419.165238095238	3536.0428571428574
GALACT-GLUCUROCAT-PWY	12937.638329798834	9825.791008680402	9726.35915837183	8411.762169273941	12330.720541825085	11113.728517288233	6879.694093485802	13002.362465272026	14119.596314046334	11533.386846633508	13481.134542902355	15009.437380557505	15011.406697718368	17461.66942764858	8958.323070781822	10808.52336001818	11596.687108637392	11455.293508196557	8527.799188299427	8400.645591471504	7398.354456140025	6794.34177879566	6010.9596191233395	7751.558152590837	6196.805142310592	5854.319981580631	7065.661142585987	4764.594207437204	7289.837818095029	7062.478850615119	6802.953305204561	6794.794898255089
GALACTARDEG-PWY	5456.9696358543415	3577.3502521008404	4581.774901960784	2467.2735014005602	3533.045714285714	4255.2006722689075	2923.9939495798317	4361.263529411765	3688.6690196078434	3188.472605042017	3637.6462745098042	4588.866666666667	4476.029915966387	6007.238543417366	3206.4392156862746	3431.803809523809	4033.3278431372546	3983.8282352941173	4084.299159663866	2882.5077871148455	2460.5532773109244	2425.4032492997203	1427.9763585434173	2657.8611764705875	2368.766162464986	1789.6622969187672	1744.8531092436974	2025.5495798319328	3113.0245378151258	2777.3403921568624	2224.55675070028	2131.1378151260506
GALACTUROCAT-PWY	16277.979081035923	14730.040967000836	14484.88359231412	11714.739308688388	16587.623420144562	17124.553005430244	10678.905818713452	15639.330035505429	17474.218636173766	16733.312257727655	19207.309812030075	19590.199811212817	20356.429883676585	20790.75132005739	15301.223776106934	17169.312710944025	14877.306839835097	14013.91041562239	10840.109354636592	12412.898897243109	13640.430824979114	8946.479726399328	7573.871779357814	10173.8122111438	7525.932892285061	8070.193817878029	9492.424557226399	6739.607289055974	8920.806624895573	9060.336080963276	8689.178682121972	8227.674758454106
GLCMANNANAUT-PWY	4714.561198632286	4302.140240134261	5441.3572651985705	3648.865286404417	5356.022830478701	4630.923793368467	4494.521677175482	6570.18809335592	6695.014101731603	4094.879810057093	5310.20558002384	7209.978799799235	7310.400095363574	8903.521822416715	5054.069609134826	4027.939473461321	4185.581523307611	3516.6210494698544	3238.1804813664603	2695.9423947550035	4012.6435369220153	2220.9824372608064	3582.3484680657507	3566.2059046991653	3690.0702213125046	2602.9710573122534	2571.023796191731	2462.4819408369412	2635.3710998180563	3239.0218887634105	4083.206616318464	3646.900158102767
GLUCARDEG-PWY	608.9639215686274	254.03215686274507	537.8282352941176	271.4125490196078	306.8533333333333	997.5301960784312	941.5615686274509	315.70352941176463	1235.5223529411765	250.39450980392155	132.33960784313723	698.1333333333333	614.593725490196	1204.2423529411763	690.8392156862745	272.76	321.51450980392156	255.20156862745097	865.2705882352941	418.1192156862745	300.7513725490196	321.07372549019607	114.79921568627451	227.64784313725488	387.1356862745098	434.2870588235294	335.2854901960784	62.90196078431372	206.75215686274507	169.56705882352938	363.1129411764706	103.62352941176471
GLUCARGALACTSUPER-PWY	5456.9696358543415	3577.3502521008404	4581.774901960784	2467.2735014005602	3533.045714285714	4255.2006722689075	2923.9939495798317	4361.263529411765	3688.6690196078434	3188.472605042017	3637.6462745098042	4588.866666666667	4476.029915966387	6007.238543417366	3206.4392156862746	3431.803809523809	4033.3278431372546	3983.8282352941173	4084.299159663866	2882.5077871148455	2460.5532773109244	2425.4032492997203	1427.9763585434173	2657.8611764705875	2368.766162464986	1789.6622969187672	1744.8531092436974	2025.5495798319328	3113.0245378151258	2777.3403921568624	2224.55675070028	2131.1378151260506
GLUCONEO-PWY	17535.186095409088	15781.337394709617	14066.72950308816	12475.44700253307	17404.40200212578	18241.387241490484	11285.445949998768	15715.09735495474	18564.599295250526	17840.8759314251	20507.09414946017	20481.712532392707	21389.40021160344	20875.45564197602	16135.106066279894	18503.59926634611	15812.690623700322	15378.250203342091	11265.68991027483	13071.082689874069	13421.14201803215	9604.522847310374	7613.997598095369	10812.445009405574	7864.777537547595	8486.367023929943	10188.969434807843	6831.709924955625	9544.55655356855	9238.341371871707	8683.92435072397	8311.470159261858
GLUCOSE1PMETAB-PWY	32617.165912698416	29463.0809920635	30877.19900793651	26514.007976190467	31567.06976190476	33535.08543650794	24141.481388888893	28565.861428571425	28840.57845238095	32701.07281746032	36655.043373015884	30561.705476190462	31978.543055555554	36295.302976190476	32320.29238095237	33885.318134920635	29093.242896825403	29628.377460317453	22891.161666666667	25345.3069047619	26155.324285714283	19544.920753968254	14333.517579365078	21050.83075396826	15974.898571428568	15527.686190476192	17284.151626984127	15772.845714285715	18470.046547619047	18265.152301587303	17335.520595238097	16383.8473015873
GLUCUROCAT-PWY	13844.487500108586	10728.165770968164	10651.43354211006	9505.857761369063	13788.012710658904	11701.955206315422	8471.68012096599	14538.097408026755	15109.452856491333	12594.533032293793	14865.988160535117	16335.498855275158	16310.991012900144	19366.84722375451	10764.531672240804	11997.654556421838	12595.775184706596	12372.917732593492	9067.515651196629	9014.331830126395	8425.70006515224	7295.242740628935	6917.4237210615465	8620.63400881727	6972.817534530686	6469.785586587327	7744.15218216566	5467.601933609868	8012.171644985449	7614.754265734266	7679.13384267906	7471.941739781956
GLUTORN-PWY	20309.553841469922	18161.990473358735	16220.948765089202	17404.887992854514	18776.246382152905	19856.4717289226	14995.402938788593	17554.60760103977	19557.69253581645	18392.10071253071	20439.81875155788	19489.62451150755	20140.711403458783	21771.730109200103	18919.045212524776	18831.556638654467	18263.103064250008	17996.839281178418	14204.03895084808	14813.666445773837	14585.442652257	10968.48240548849	9081.85624031146	12337.15081769517	9727.767425251337	9616.868701230871	10667.555536445534	9559.352643117427	11276.902228038316	10215.937698726393	10391.706020368194	9432.749190376147
GLYCOCAT-PWY	23042.059401657007	20663.856218953493	16745.30535081857	18709.326403019735	20338.086731836742	22647.720010305336	17708.016748053997	18330.221320015964	22269.86366862283	20107.917465893213	22307.733118227567	23056.15656946177	23842.186363405537	23508.01039329839	22703.157188932608	22129.23821420472	21032.539719447603	19628.54134369055	15516.1688523598	16210.271003745518	15672.834045560257	11711.821013655055	9477.550620178552	13230.704282130608	10085.275065612197	11104.998198148656	12264.328213557403	10138.537283383206	12400.51389599119	10609.058251438828	10928.14706249824	9495.0599745069
GLYCOGENSYNTH-PWY	4974.215546315546	4621.9462566412585	5830.112357357357	3892.2514656964654	6354.562388542388	4673.907143682144	4914.270188265189	7152.813943173942	6679.626345576346	4376.449864864864	5661.271656271656	7733.431038346037	7578.330627165627	9649.432731577732	5403.657472857473	4470.225377685379	4829.181386001387	3889.1502795102797	3578.2379429429425	3183.7661226611226	4808.747885192886	2299.211921921922	3891.453551628552	3738.040513975514	3806.4434465234467	2871.600962115962	2864.851387156387	2780.230885885886	2807.766635481635	3419.397804342804	4398.71981981982	3790.096094941095
GLYCOL-GLYOXDEG-PWY	214.36571428571426	96.49142857142857	91.92	73.63428571428572	98.44571428571427	66.77714285714285	590.2057142857143	111.83999999999999	91.92	64.33142857142856	27.759999999999998	80.0	69.38285714285713	69.22285714285714	104.0	130.93714285714285	75.92	71.83999999999999	483.42857142857144	51.26857142857143	51.58857142857143	229.22285714285715	66.93714285714286	155.92000000000002	311.01714285714286	235.74857142857144	153.7942857142857	29.71428571428571	142.36571428571426	128.16	274.9371428571428	61.71428571428571
GLYCOLYSIS	16025.728591391497	11765.713945156813	10273.749869216344	9721.43308391584	13631.240567049254	13440.06487911595	9313.034185004253	13591.853718200839	15995.107088191571	13156.128234434658	15030.802336782337	18106.345240495706	17815.01298811803	18750.678172802993	12352.842657714014	13187.215450755395	14483.14296914695	13796.00657569938	10376.616031458407	9403.730622812262	7146.183291527695	8079.265724029907	7218.025259840441	9245.705722292774	7111.500943413612	7474.051605012105	9100.007660164469	5502.166966560356	8753.617188748545	8008.466353588575	8040.147923388306	7534.840175846003
GLYCOLYSIS-E-D	243.03089700996676	109.39435215946845	104.21162790697676	83.48073089700998	111.60996677740864	75.70664451827243	669.1285714285715	126.7953488372093	104.21162790697676	72.93388704318937	31.472093023255812	90.69767441860465	78.6607973421927	78.47940199335548	117.90697674418605	148.44617940199336	86.07209302325583	81.44651162790699	548.0730897009968	58.12425249169436	58.48704318936878	259.8747508305648	75.88803986710964	176.76976744186047	352.60664451827245	267.2730897009967	174.35980066445183	33.68770764119601	161.40299003322258	145.29767441860466	311.70199335548176	69.96677740863788
