pathway	Plate1_1002R_0_M_NS6_week10_S69_L001	Plate1_1002R_L_M_NS6_week10_S70_L001	Plate1_1075R_0_M_NS6_week9_S72_L001	Plate1_184R_0_F_NS6_week10_S65_L001	Plate1_184R_L_F_NS6_week10_S66_L001	Plate1_2403R_L_F_NS6_week10_S67_L001	Plate1_2506R_0_F_NS6_week10_S68_L001	Plate1_3894R_0_M_NS6_week10_S71_L001	Plate2_016R_0_F_NS6_week9_S79_L001	Plate2_1075R_L_M_NS6_week9_S84_L001	Plate2_1184R_0_M_NS6_week9_S85_L001	Plate2_1186R_0_M_NS6_week9_S86_L001	Plate2_1186R_RR_M_NS6_week9_S87_L001	Plate2_184R_0_M_NS6_week9_S88_L001	Plate2_2403R_0_F_NS6_week9_S80_L001	Plate2_2476R_R_F_NS6_week9_S81_L001	Plate2_2562R_0_F_NS6_week9_S82_L001	Plate2_2562R_RL_F_NS6_week9_S83_L001	Plate3_016R_0_F_NS6_week5_S1_L001	Plate3_016R_R_F_NS6_Pellet_week9_S2_L001	Plate3_1075R_RL_M_NS6_Pellet_week9_S3_L001	Plate4_016R_R_F_NS6_week5_S1_L001	Plate4_1075R_0_M_NS6_week5_S2_L001	Plate4_1075R_RL_M_NS6_week5_S3_L001	Plate4_1184R_0_M_NS6_week5_S4_L001	Plate4_1186R_0_M_NS6_week5_S5_L001	Plate4_1186R_RR_M_NS6_week5_S6_L001	Plate4_184R_0_M_NS6_week5_S7_L001	Plate4_2403R_0_F_NS6_week5_S8_L001	Plate4_2476R_R_F_NS6_week5_S9_L001	Plate4_2562R_0_F_NS6_week5_S10_L001	Plate4_2562R_RL_F_NS6_week5_S11_L001
ARO-PWY	18735.503061558462	16771.15940649904	15038.613930124937	16471.279719541344	16906.530381148532	17412.714997550764	15627.298165058495	16930.52858617047	18085.675750489998	15654.800434203406	17559.20878797742	18118.9447580176	18718.38462576997	20332.14187225326	18348.892218945537	16516.274733973743	16942.60523226765	15828.546770814588	13428.066437985051	12860.399437579983	13422.08843210233	9720.141794323405	9020.071709430033	11476.113817657724	9547.86621015256	9194.465788816366	9754.062858082027	9290.156729895827	10508.650485253038	9340.924647174694	10327.17255784819	8849.99129649786
ASPASN-PWY	19497.548890738344	17699.110265721556	18045.14353253205	14923.79484350758	20491.05257972208	20216.227662417212	14245.514636553697	18456.867892540417	19649.797479997043	20873.192226545874	23934.96908634931	21642.178180834533	22421.354212948787	24075.34935934789	20259.67164473858	21517.410784052245	18468.170288098336	17883.567812563644	12782.352147246396	15387.373343530975	16208.099446309136	11544.35047698374	9541.886386970724	12891.56697392491	9424.444031226038	9999.186994930114	11814.415924494198	8881.567143990427	10853.100660123391	11056.185550404534	10963.21277689439	10261.376662227729
AST-PWY	215.2198427005622	97.72035319817172	92.62432990497814	75.52815411200247	100.90770111923419	68.96751657050211	576.1980771110699	112.05904070116459	92.48789457966254	65.31887901284877	29.32266196686641	80.87580031147259	70.16940028049794	71.37705266740407	104.74107919930373	131.6561254674921	76.46960124781216	73.38161104451875	474.9811403761828	52.09738306821416	51.427110395981316	225.44103884290462	66.27894655994825	154.81598239082106	304.92946226652145	230.51512251778152	150.43241774210017	30.500851708148005	141.24233899544197	128.80584253084723	270.21979999578497	62.62257132152224
BIOTIN-BIOSYNTHESIS-PWY	24120.255572505885	19273.15226505138	18502.148024453076	17303.310513376433	20223.523278526714	21629.63851716071	15441.179729911832	20095.62462580534	19747.95528324515	20224.04712505534	22565.495375334172	22260.87258036693	22778.903859890277	24811.690264559104	20111.64258982146	20678.9845583349	21231.146997441418	21216.980601723906	16534.427425219736	16288.679550594035	14431.866146516744	12599.489275338641	10081.066034917558	14211.627331778838	10618.409093964761	10358.035015010748	12205.719026756113	10474.978134181933	13730.72073048891	12281.545190840488	11606.063796555462	10655.599381584232
BRANCHED-CHAIN-AA-SYN-PWY	24572.363512960106	22023.19125040176	20087.208751512047	20902.994275372905	22726.894157740702	23801.842631216874	18412.640160684623	21727.222901130834	23868.87618437805	22044.97098948835	24612.954672598724	23968.34522545193	24759.277669930216	26789.186437932913	23179.664738729356	22740.74342693519	22348.749976807438	21586.490342504523	17075.90045405548	17692.677416762977	17680.537758933453	13168.404090770793	11421.138744104723	15090.40684494248	12049.410768418074	11768.253385303915	12928.580848030082	11774.68090027018	13615.100986808393	12594.036180674757	13064.565621599973	11743.34429114138
CALVIN-PWY	25444.988081282583	22836.390752632637	22319.089484208882	19832.157767254863	25349.717562714904	25211.742334036968	18628.458986801696	24664.963012791504	26942.653082141715	23908.034470352715	27471.597588315126	29145.3561719401	29591.70344239894	32080.817403189292	24406.184845326978	24257.50459766853	23198.78644187344	21924.216336480888	17532.11086028455	18063.68279656368	19543.440945024606	13592.968654954311	12935.711802663402	16241.468643966567	13265.098311187452	12660.58355380677	14248.913710838526	11659.355017454822	14174.464175107423	13838.642358878235	14602.074229602793	13383.437545783201
CENTFERM-PWY	1165.4997946418928	556.8861450311757	537.5050969443395	425.4103405331408	569.3320756716156	391.7298212337642	2701.9145759003263	650.6815255969237	539.8081600940466	376.3551652935078	167.35187943988154	474.2958287658746	413.4650190962776	413.0732070906576	605.0944452962093	747.1358062333572	446.85516026111947	414.4653992310395	2081.4784975782823	299.61820574134066	304.8855364996787	1090.3971619923764	388.7937099666861	842.9561668253118	1491.0378474547797	1182.8241475793159	822.4921028592627	176.35537232954653	742.0309612281292	706.7578280845595	1418.518807699698	359.1505494408524
COA-PWY	19384.64242773845	17389.34062066772	15388.09194411525	16810.656344640192	18032.392908606384	18977.857478824568	15235.756079202456	16453.40832206627	18388.144594738646	17841.307274353443	19850.812518940154	18365.342782278185	18940.862166777617	20649.765474979868	19531.39342259584	18709.292374920595	17707.271046820904	17314.26902958185	13398.871089227194	14286.32263178973	13986.339271585972	10594.989629490903	8698.308524678227	11871.516063862297	9114.218293495625	9352.643322060845	10445.938809993568	9308.477920467476	10828.321520629199	9548.14510712157	9827.800982502491	8757.480956697498
COBALSYN-PWY	18922.546483969996	16928.2885645261	15140.209205676687	16268.795548024487	17524.828014592553	18435.037930373197	14747.806664517682	15973.673101965154	17799.27859675203	17480.357790288203	19300.393971806006	17964.573706567357	18457.59571236095	20037.68306390447	19010.071747228056	18099.663557907897	17334.964129360116	16924.679680232563	13129.224580807722	13899.483962060542	13650.282247593188	10404.059515647878	8427.12278410788	11558.05751575069	8892.485119849334	9223.76323422478	10266.422531256367	9050.245019504287	10610.791796183394	9336.535957578253	9596.263386363546	8599.72224903903
COLANSYN-PWY	14991.533135846126	13196.1075963758	9757.065863540753	14371.782809457056	10088.893082525572	12569.451586443773	14592.308625224188	9643.28846551354	11499.336090509638	9040.449382830342	8179.010410107928	8917.780371519266	8715.49542880716	9314.16974481081	16682.218895294653	12566.277779405571	14101.508803030807	12319.407351844375	11471.253053106642	9492.604055548054	7596.155876836347	7703.386588704424	6468.445321579756	8352.064079251562	7528.435292343099	7854.365875049053	7360.464524053831	8059.738015788709	8206.16675365664	5669.286813437938	8151.52053161663	4896.718374699064
COMPLETE-ARO-PWY	20517.128769184033	18365.536696204505	16443.64475231378	18038.02446010283	18504.478695441896	19090.37713196771	17059.70280937436	18469.300854264042	19773.679531140642	17183.16995917329	19251.063300359816	19803.884427789693	20454.168402435527	22210.83607432233	20086.109921714255	18114.771842637714	18556.148347126098	17365.72089205103	14696.319499920779	14108.162075020917	14677.636482265829	10661.125986215982	9838.88037862494	12555.802496710332	10421.118260256817	10059.524126076549	10681.007621676032	10162.06317182015	11508.32695196614	10217.667592021107	11264.30621786106	9667.364668624949
DAPLYSINESYN-PWY	19036.873579017352	17236.947079117486	17391.348187312087	15447.669245735518	19148.607820340854	18212.84536112575	14487.554814487057	20180.364096217836	20739.262554177705	17533.65882565224	20696.032784393865	21966.18315716821	22624.050453083553	24906.118739092635	17584.27802441226	16670.72615176785	16590.831541036685	15558.603619202155	13452.106411434388	13054.180982443084	15479.247332200783	9644.63530310634	10550.019462784534	12696.255567774127	10821.910312376833	9177.358866128987	10274.655036764281	9346.38846348583	11077.146083320993	10902.295303273975	11725.548473450346	10570.378974277564
DTDPRHAMSYN-PWY	26596.802171110317	22755.42541991614	20967.749136070623	21493.63958000999	25861.82522627107	25694.016209036192	17563.299608439604	24476.304933093517	27465.01865981819	25308.61960786391	28722.141329173453	27968.913236230772	28628.63628260583	31313.490995850043	23416.683460924458	24829.5608865957	24349.399857812285	24590.64587260934	17655.997493516345	19074.91186028188	17613.274777121933	14873.288923137576	13498.834859637822	17163.779652762696	13351.196309395855	12844.84155930749	15188.892495060054	11631.17659886519	14692.00178874638	14529.396280457795	14825.194446161524	13888.21971698637
ECASYN-PWY	454.0445893783262	207.3366413778395	197.14444548705274	158.66089456604757	212.14746829586264	144.57783455336548	1141.4218934517269	240.55942059655638	198.49899624105532	139.3297791724715	60.509183297919	172.23288320556966	150.18986896093924	150.01924718400628	222.86825338878958	280.2577274864984	164.00089817394078	155.46256216941458	946.6998628433644	111.21722733203165	111.68342361977734	465.6091363499893	142.7432639300652	328.8537308078262	615.3200596136281	471.21673926489746	321.3425692079643	64.32331797287499	298.6224357495611	271.2477043661105	557.2168249529053	131.09275908336807
ENTBACSYN-PWY	1069.4584025443764	514.2838833785437	482.87214876112193	394.00486762123097	590.8199716116075	363.05403336119895	2455.9302571600915	580.3521863732808	482.57257167870426	339.94021598090706	156.0925255319816	484.15227906986155	380.44294991356753	440.407596409617	553.1243047274397	660.9753867302579	451.78220709956474	436.88180537800343	1981.5283414935668	271.95529167547875	276.77099117555923	971.8670717583564	353.2826265302501	762.0133273036425	1293.4221229694344	1057.6132455783466	703.4203744257416	164.97796620709872	680.0996697281043	621.1508836523723	1198.8470019578717	348.3581291286958
FAO-PWY	541.731976411987	248.48116223398463	238.0107521078161	189.5297962221526	252.6826908088669	172.61367316616648	1460.293662235571	288.0381404905235	237.9140635435742	165.7178388658348	72.38736393103204	207.6532851310258	180.33874285234495	179.9902877660045	269.7848025989153	337.0908606303776	197.13806082616145	184.19113674913746	1162.9443249013068	132.32855562722543	133.4656982325908	559.3465856057835	173.05194633002108	393.4109894299277	765.8179982280867	589.7325558795267	388.12157934746347	77.32712955957271	351.9798341613939	325.7046311823882	692.7346774105844	159.29723195741605
FASYN-ELONG-PWY	28593.01629407085	22815.899867221964	22581.64370987922	21362.410639920585	23700.537487000813	25312.38636805346	18907.843701404676	24423.662051682953	24024.348304969855	23847.933602242232	26533.758739644498	26273.090853909045	26532.030394816185	30447.187827910995	24549.130266834873	24832.669534434735	24707.360566002662	24335.701675561842	19429.496566267324	19186.56867541653	17832.61415210239	14413.243132007978	11762.403015163576	16352.855873712906	12447.929247554974	12305.650257197083	13986.020614980056	12114.904744726004	16151.308316676657	15219.351424049108	13849.382560936834	12798.96906891168
FASYN-INITIAL-PWY	22565.497794004794	15965.229343142533	17234.014284114503	13426.505800842464	17665.34267957549	18398.501309958967	12676.270336809897	19364.343826251978	16246.095616546227	16447.430788197158	18870.131251417515	20532.666030551158	20516.975617512817	24653.119444405453	16037.600818812234	17175.59447436207	19307.28470417967	19414.59149256463	14999.64847481558	13687.493403199836	11086.314455400277	10940.84573926696	8880.92888203662	12797.326052612814	9722.541471362327	8582.961442697486	10250.672362108398	9203.165184732616	12779.55603077873	11626.259543566404	10615.47137594405	10001.635254538933
FERMENTATION-PWY	11609.961419757077	10159.533775377697	10686.58146990694	9553.520131934338	12510.008061691839	11021.157780134909	10887.433239610327	13501.795481831185	13443.589263820433	10481.116750818448	12741.426835900931	14346.436391254476	14790.656960325841	17178.92570077162	12063.88246060502	10240.7177647455	9657.924585965447	9120.115445813415	8584.139175347656	7602.495382048408	10143.39894741849	5842.126767856379	6891.4408001930615	7993.621891700983	7183.966879669833	6033.650981260515	6603.689144666487	5588.001804145321	6960.042660152376	6482.390396972368	7677.542637810681	6615.579670541347
FOLSYN-PWY	20923.689309839934	18770.232771010604	17479.71537072499	17659.819037907026	19641.17404374182	20765.21899002819	16135.436271176415	18097.130907990624	20438.85952899493	19566.47020974502	21837.843544764783	20494.64734185663	21110.23434955212	23040.737500373376	20922.258764191425	20570.861829263104	19490.294781720848	18705.040084614866	14458.64099555358	15632.599215591727	15219.45118294659	11597.899183987709	9728.053214378531	12976.04900179959	10026.809394950162	10305.696795206795	11441.172631263764	10019.657468765821	11453.476706336252	10866.904122033273	11251.864063413937	9970.978905223732
FUC-RHAMCAT-PWY	11667.740861449749	10256.132110673812	10718.81309860829	8147.378295765288	10627.61304260512	10865.594970086706	8095.472280713836	11697.709591217981	10508.267245135148	9435.566041267833	10906.801212999715	12953.674319112795	13388.113251088142	14338.311688215324	9823.315471742704	9532.713168715865	9736.744670285609	8918.146695293635	8354.950163150936	7410.133571161208	8904.000968763723	5468.293864791534	5488.71750061263	7139.739710965937	6167.4133596417305	5180.8493549858895	5442.0408255424	5354.921457823383	6702.556914438112	6543.792417377521	6491.141842011066	5976.014831590081
FUCCAT-PWY	12084.281050741667	10602.295497917668	9907.713985586692	10652.042485651033	10145.269318886794	10765.710848638259	9656.37961255231	11663.10720542142	12951.316843196908	8400.202369713608	10068.294186505784	14191.283762838822	14247.813028852184	15810.03635345194	9692.350679947587	8573.749371244287	10720.195643939742	9436.156597428248	9130.507498623387	7025.26121987576	8226.585307186891	5526.577437475247	5802.970081605405	6986.955083539204	6540.6963416737	5557.439733925669	5265.935145751012	6236.194700244353	6907.987850751419	6111.518406708316	6872.543842662401	5820.895192214436
GALACT-GLUCUROCAT-PWY	20567.25622657271	17067.10957739592	17231.725746543194	15984.035397169733	19598.675236153726	18749.313570830676	13593.01162649798	19796.534874448178	19734.276088001883	19201.32839972928	21915.156044998486	21094.50287416951	21789.866320602945	24606.489073378918	17921.902694468907	18538.81120875114	17941.1818787443	18023.535871467197	13920.649523709128	14539.190208926477	14962.346342701538	11150.359775293857	9644.19561105317	12888.044520716854	9902.25613750024	9179.207369643334	10903.136539950916	9191.11643909945	11962.477756423405	10934.368732555286	10723.69831562157	10130.57794875939
GALACTARDEG-PWY	7378.479764965617	6560.934306220828	7952.72681030626	5145.142292844348	7499.107249079819	6747.861802558815	6151.832341190088	8714.577675557392	9081.166471718116	6143.559270739841	7760.829724206136	10073.820177658677	10269.398149502606	11320.670655554872	7144.077034246006	6800.206230798368	7104.566926449252	5662.14298359137	5223.705138063677	4580.87839639032	6159.610153446959	3413.872973216353	4764.1827566805405	4927.655199605863	4636.289173184867	4062.761487635259	4062.4988608108506	3645.0143031248763	4107.103995457338	4883.3706858907335	5715.085736321211	4861.928683155271
GALACTUROCAT-PWY	21396.886849993472	18723.537099662106	18194.357778319263	16429.541563768114	20131.34720331878	21022.943053976596	14787.877732319583	19332.89502284678	20802.75902601855	19806.817095212344	22297.774922672506	22149.300907139306	23291.084862932075	24784.60756407587	19881.151104944885	20509.72771917074	19227.976130804094	18587.664978231234	14688.012911999018	15554.689323916886	16316.275210413443	11504.278441160368	9501.498264321455	13015.720832362169	9931.29696292586	10023.128331185291	11342.653922968413	9617.055949662126	12002.853601537816	11221.217181403346	10938.439475472725	10176.82185971878
GLCMANNANAUT-PWY	8523.670222777013	7476.018427240237	9108.996589623091	6421.587374553012	8680.690133942207	8720.084406074655	7847.213987755974	10297.772504835613	11344.657345774489	7067.120910973459	8805.16035475605	11605.056670948907	11729.056959228436	14320.474460145288	9131.649665787509	7146.977279202165	7528.316350652294	6194.872178161215	6198.384824590498	5168.859058555838	6664.22182074858	4101.469656368435	5595.282166191108	5942.149768407318	5771.861602023133	4583.348509377536	4594.498215526548	4269.6163911163085	4545.172263961338	5347.90394359369	6459.414297441553	5606.192479115551
GLUCARDEG-PWY	5893.868784816326	4220.523129400476	5369.274193579236	3131.4431205744168	4336.1006435819045	4999.164895010583	3764.3828598534124	5432.132406155368	4699.045820085454	3831.9713849435775	4461.4596137118115	5729.123557542969	5748.180310821816	7433.852482752674	4216.674474051894	4346.131315094248	4950.623632121134	4175.589413594326	4260.81723980077	3350.1439655783847	3074.335508455125	2643.0142387528117	1752.4364832253616	3158.298066156317	2681.7881990270503	2299.7676205180533	2293.8619094235632	2386.0034436468213	3105.9091138361127	3261.1082819578337	2718.6882681352863	2597.825708385903
GLUCARGALACTSUPER-PWY	7378.479764965617	6560.934306220828	7952.72681030626	5145.142292844348	7499.107249079819	6747.861802558815	6151.832341190088	8714.577675557392	9081.166471718116	6143.559270739841	7760.829724206136	10073.820177658677	10269.398149502606	11320.670655554872	7144.077034246006	6800.206230798368	7104.566926449252	5662.14298359137	5223.705138063677	4580.87839639032	6159.610153446959	3413.872973216353	4764.1827566805405	4927.655199605863	4636.289173184867	4062.761487635259	4062.4988608108506	3645.0143031248763	4107.103995457338	4883.3706858907335	5715.085736321211	4861.928683155271
GLUCONEO-PWY	23482.6063754014	20977.941571953495	19147.40712349495	19264.680839597713	22326.565723280422	23300.468023867525	17627.660998915973	20837.64636868185	23649.757741131318	22074.444099016666	24878.173112871813	24394.60123066344	25181.404778467357	26491.589821465433	22582.986674249092	22761.00605517434	21474.31116812752	20733.090728057978	16274.701730313853	17210.093214333243	17273.817606965356	12814.027428439776	10856.408242149864	14591.75111949474	11416.528879284555	11449.959842100536	12990.957730912041	10699.766364070674	12986.54492301272	12175.359161465345	12487.448448285257	11161.010077172798
GLUCOSE1PMETAB-PWY	31886.823755641715	28557.782165798377	33569.8001780739	25402.68785185963	34419.82484430963	33255.550299780625	22791.7110309929	32480.373717886316	29866.448575795534	34847.9930701498	40163.28500744461	32574.078310923152	34123.2936205772	41404.47546217152	31649.031239612534	34251.477559443694	28898.647017853018	30236.992892794948	22139.349398777165	26104.418835000786	28279.369864604658	20007.796368657942	16486.521596262603	22538.689657582676	17181.334981499163	15441.890299653194	18028.450735956987	16003.630525087327	18556.197369091686	20224.5918651404	19318.261914922376	18672.954820173465
GLUCUROCAT-PWY	21143.081111008803	17072.714143733672	17812.89478838832	16721.685324093847	20399.744373063142	18505.353645327305	13965.120842973936	21106.219536858523	19926.296493039743	19619.636856258265	22493.275478937798	21315.2584002607	21888.566955733255	26145.380035614427	18030.559467608753	18400.017492741503	18315.552252874575	19032.63683711283	14388.863848637446	14698.058056357233	15033.592729878885	11591.964315999343	10330.010727374583	13519.378496416126	10655.300958078009	9267.339988769112	11111.16394290368	9780.152419618136	12713.989804064084	11459.069071563154	11270.27279612616	10894.701245880262
GLUTORN-PWY	17744.30967406202	15749.063760113348	14761.328335720158	16120.468600480695	17179.07149039462	17554.91359342956	14320.136133980846	15595.070677039517	17481.96976082625	17035.836338681056	19270.156542121185	17928.419969589602	18385.231887667058	20185.152401933887	16112.23768517448	16959.72939306241	15371.845513551178	15591.029114743504	13261.422384721369	13118.525309499768	13291.413790034147	9720.078949472194	7999.16584793446	10962.965707822075	9084.674969231715	8333.923023004138	9418.430479112916	8732.855253484711	10037.528022197792	9284.20333979531	9268.638804997905	8555.515593585826
GLYCOCAT-PWY	24491.58150712868	21911.687106276706	19359.27782237394	20253.6225361211	22573.54799488239	23850.12013040428	19230.36082758948	20969.075992115013	23917.023350199714	21812.30922414664	24522.34127028467	24694.745221924593	25398.143522172984	26614.648885465056	24429.256883181304	23458.397133648996	22696.748357328805	21284.203632145323	16646.34210559874	17541.077978700876	17342.744671373737	12754.891759235707	11195.448207779478	14800.20101363166	11572.646568056518	11968.114429919258	13222.50161053991	11454.569506537417	13348.157956634877	12117.72889790842	12836.104645240803	11143.229354044606
GLYCOGENSYNTH-PWY	13661.423973644572	12695.118680797672	14657.585935303165	10413.956649992768	14661.048490126206	13266.826783169246	11566.299519679289	16363.696881951708	16654.950012843892	12217.840676998512	15170.769534262028	18194.75946279788	18556.247749281127	20894.92197175324	14011.959659055909	13128.762034030156	13645.324099590467	10603.573272810203	9347.007605756518	9303.132291274002	11878.385547302725	6608.957030062074	8889.228655729872	9437.717786537378	8518.853877347992	7509.522556161552	7880.6374931391665	7159.582614052743	7183.793092892234	8827.829088187618	10172.773948929116	8972.834121370457
GLYCOL-GLYOXDEG-PWY	695.7918728769489	321.7359480746117	309.166731535195	246.70408918253716	331.258344071372	227.34445691277332	1542.8357704027985	375.6397670120129	309.1056945868783	219.19881894324186	96.17968285616665	272.00766322244834	237.17414405000622	237.07968257953874	346.28611117210255	427.73105084708243	257.12064430284096	244.26288369464297	1355.8448276150066	174.72067516736698	175.70135170664665	686.8941080975779	223.9520375155235	503.89525917368627	900.5365939980338	688.160359693705	488.84265166157127	101.39314851379893	457.3883883427933	417.350993717523	826.0987585843587	206.96526042318703
