	feature	metadata	value	coef	stderr	N	N.not.0	pval	qval	Pathways	Names	Level 1	Level 1.1	Level 2.1	Level 1.2	Level 2.2	Level 1.3	Level 2.3
12	PWY-7198	Week_and_consortia	NS1_w9w10	-2.44814572284627	0.059058094277522	108	108	4.9936312872293806e-67	1.18694774442606e-65	PWY-7198	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis IV	Metabolic clusters	Biosynthesis	Nucleoside and nucleotide biosynthesis				
13	P221-PWY	Week_and_consortia	NS1_w9w10	-4.46915242158159	0.118386774035943	108	106	5.73965240401944e-63	1.26682328060143e-61	P221-PWY	octane oxidation	Degradation/utilization/assimilation						
14	PWY-6478	Week_and_consortia	NS1_w9w10	-1.74449999034078	0.0489282865187045	108	108	7.573471662108591e-61	1.56013516239437e-59	PWY-6478	GDP-D-<i>glycero</i>-&alpha;-D-<i>manno</i>-heptose biosynthesis	Biosynthesis						
15	CRNFORCAT-PWY	Week_and_consortia	NS1_w9w10	-2.03892764516517	0.0645316620207152	108	56	9.278904470973519e-56	1.79198842595676e-54	CRNFORCAT-PWY	creatinine degradation I // creatinine catabolism	Degradation/utilization/assimilation						
16	PWY-6471	Week_and_consortia	NS1_w9w10	1.07303503980128	0.0338691731930995	108	108	1.3174086615689099e-55	2.39458397896937e-54	PWY-6471	peptidoglycan biosynthesis IV (<i>Enterococcus faecium</i>)	Detoxification	Superpathways		Biosynthesis	Cell structure biosynthesis		
17	PWY0-1277	Week_and_consortia	NS1_w9w10	2.04734540190519	0.0683000946996444	108	52	1.40879331921248e-53	2.41842853131476e-52	PWY0-1277	3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation // 3-phenylpropionate and 3-(3-hydroxyphenyl)propionate degradation	Degradation/utilization/assimilation	Superpathways					
18	MET-SAM-PWY	Week_and_consortia	NS1_w9w10	1.02072196247241	0.0341230633915704	108	108	2.807531262996e-53	4.5659324224513804e-52	MET-SAM-PWY	superpathway of <i>S</i>-adenosyl-L-methionine biosynthesis from L-aspartate	Superpathways	Biosynthesis	Cofactor, carrier, and vitamin biosynthesis				
19	X3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	Week_and_consortia	NS1_w9w10	2.15165475677088	0.0740111838879599	108	52	2.5506122404954e-52	3.94069591156539e-51									
20	PWY-6612	Week_and_consortia	NS1_w9w10	0.249965520243808	0.0087948979425403	108	108	2.14218051252017e-51	3.15206561127968e-50	PWY-6612	superpathway of tetrahydrofolate biosynthesis // folic acid biosynthesis // folate biosynthesis // THF biosynthesis	Superpathways	Biosynthesis	Cofactor, carrier, and vitamin biosynthesis				
21	HOMOSER-METSYN-PWY	Week_and_consortia	NS1_w9w10	1.19031284565206	0.0424352659062872	108	108	1.17316080786664e-50	1.64775768013997e-49	HOMOSER-METSYN-PWY	L-methionine biosynthesis I // L-methionine biosynthesis from L-homoserine // L-methionine biosynthesis by transsulfuration	Biosynthesis						
22	ORNDEG-PWY	Week_and_consortia	NS1_w9w10	2.4291544374356	0.0876152650449987	108	52	2.18135746969374e-50	2.9306063397189898e-49	ORNDEG-PWY	superpathway of ornithine degradation	Degradation/utilization/assimilation	Superpathways					
23	PWY-5705	Week_and_consortia	NS1_w9w10	1.56774941865476	0.0563915911142053	108	108	3.00290026152629e-50	3.8662340867151e-49	PWY-5705	allantoin degradation to glyoxylate III	Degradation/utilization/assimilation	Superpathways					
24	NAD-BIOSYNTHESIS-II	Week_and_consortia	NS1_w9w10	2.05562795085661	0.0740910931599787	108	108	3.37642636146713e-50	4.17326298277338e-49	NAD-BIOSYNTHESIS-II	NAD salvage pathway III (to nicotinamide riboside) // nicotinamide adenine dinucleotide salvage	Biosynthesis						
25	PWY-5347	Week_and_consortia	NS1_w9w10	0.815392121418196	0.0298651126560173	108	108	1.4461647592844199e-49	1.71871119468802e-48	PWY-5347	superpathway of L-methionine biosynthesis (transsulfuration)	Superpathways	Biosynthesis	Amino acid biosynthesis				
26	PWY-5179	Week_and_consortia	NS1_w9w10	2.20300946475711	0.0818446762342705	108	52	4.5545938654767294e-49	5.21247964604559e-48	PWY-5179	toluene degradation V (aerobic) (<I>via</I> toluene-<I>cis</I>-diol)	Degradation/utilization/assimilation	Superpathways					
27	ARGDEG-PWY	Week_and_consortia	NS1_w9w10	2.30033778094968	0.0861487592802967	108	52	7.1635731889757e-49	7.63291074273618e-48	ARGDEG-PWY	superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation // L-arginine utilization // ADC pathway	Degradation/utilization/assimilation	Superpathways					
28	ORNARGDEG-PWY	Week_and_consortia	NS1_w9w10	2.30033778094968	0.0861487592802967	108	52	7.1635731889757e-49	7.63291074273618e-48	ORNARGDEG-PWY	superpathway of L-arginine and L-ornithine degradation	Degradation/utilization/assimilation	Superpathways					
29	FOLSYN-PWY	Week_and_consortia	NS1_w9w10	0.214398954958837	0.0080691810331786	108	108	1.13141557168197e-48	1.1653580388324202e-47	FOLSYN-PWY	superpathway of tetrahydrofolate biosynthesis and salvage	Superpathways	Biosynthesis	Cofactor, carrier, and vitamin biosynthesis				
30	PWY-5265	Week_and_consortia	NS1_w9w10	4.15647396239613	0.157190045033037	108	52	1.7647401932197698e-48	1.75904748291906e-47	PWY-5265	peptidoglycan biosynthesis II (staphylococci)	Superpathways	Biosynthesis	Cell structure biosynthesis				
31	PWY-6071	Week_and_consortia	NS1_w9w10	2.30861108997749	0.088843853290165	108	52	8.779157953781259e-48	8.477374399120031e-47	PWY-6071	superpathway of phenylethylamine degradation	Degradation/utilization/assimilation	Degradation/utilization/assimilation	Aromatic compound degradation	Superpathways			
32	PWY0-321	Week_and_consortia	NS1_w9w10	2.31846517042612	0.0898040601337128	108	52	1.5916630515999701e-47	1.49037540286179e-46	PWY0-321	phenylacetate degradation I (aerobic)	Degradation/utilization/assimilation						
33	HCAMHPDEG-PWY	Week_and_consortia	NS1_w9w10	2.34569720319874	0.0910683251512507	108	52	1.96522534806266e-47	1.73501323586104e-46	HCAMHPDEG-PWY	3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-hydroxypentadienoate // 3-phenylpropionate and 3-(3-hydroxyphenyl)propionate degradation to 2-oxopent-4-enoate	Degradation/utilization/assimilation						
34	PWY-6690	Week_and_consortia	NS1_w9w10	2.34569720319874	0.0910683251512507	108	52	1.96522534806266e-47	1.73501323586104e-46	PWY-6690	cinnamate and 3-hydroxycinnamate degradation to 2-hydroxypentadienoate	Degradation/utilization/assimilation						
35	GALLATE-DEGRADATION-II-PWY	Week_and_consortia	NS1_w9w10	1.65489389379976	0.0678073326981388	108	50	2.63102600048628e-45	2.2582973170840604e-44	GALLATE-DEGRADATION-II-PWY	gallate degradation I	Degradation/utilization/assimilation						
36	PWY-6151	Week_and_consortia	NS1_w9w10	0.785103493655929	0.032657549975238	108	108	1.60568128114901e-44	1.34096085371633e-43	PWY-6151	<i>S</i>-adenosyl-L-methionine salvage I // SAM cycle // activated methyl cycle // AMC // <i>S</i>-adenosyl-L-methionine cycle I	Biosynthesis						
37	PWY-6317	Week_and_consortia	NS1_w9w10	-1.13434200297473	0.048423467268298	108	108	1.03507552856368e-43	8.41679837700463e-43	PWY-6317	D-galactose degradation I (Leloir pathway) // Leloir pathway	Degradation/utilization/assimilation						
38	PWY0-862	Week_and_consortia	NS1_w9w10	-0.778844771487498	0.0338576718795792	108	108	7.84885391313317e-43	6.21870733117474e-42	PWY0-862	(5Z)-dodecenoate biosynthesis I // (5Z)-dodec-5-enoate biosynthesis I // <i>cis</i>-dodecenoate biosynthesis I	Biosynthesis						
39	PWY-6282	Week_and_consortia	NS1_w9w10	-0.783133207950136	0.0347646392798399	108	108	4.9169103099948195e-42	3.798313214471e-41	PWY-6282	palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate) // palmitoleic acid biosynthesis I // palmitoleate biosynthesis (anaerobic)	Biosynthesis						
40	PWY-7664	Week_and_consortia	NS1_w9w10	-0.708440292755501	0.0320324464440833	108	108	2.43020596288299e-41	1.8315454695874198e-40	PWY-7664	oleate biosynthesis IV (anaerobic) // <i>cis</i>-7-hexadecenoate biosynthesis // <i>cis</i>-9-octadecenoate biosynthesis // (7<i>Z</i>)-hexadec-7-enoate biosynthesis // (9<i>Z</i>)-octadec-9-enoate biosynthesis // (7<i>Z</i>)-hexadecenoate biosynthesis // (9<i>Z</i>)-octadecenoate biosynthesis	Biosynthesis						
41	PWYG-321	Week_and_consortia	NS1_w9w10	-0.703102458737217	0.0318013814813138	108	108	2.5019238125470996e-41	1.84070109065965e-40	PWYG-321	mycolate biosynthesis	Biosynthesis						
42	PWY-6147	Week_and_consortia	NS1_w9w10	0.635584059741146	0.0289139455674227	108	108	3.7399184914330297e-41	2.6875228229135e-40	PWY-6147	6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	Biosynthesis						
43	DTDPRHAMSYN-PWY	Week_and_consortia	NS1_w9w10	-0.181818098212832	0.0082767518677231	108	108	4.21010776793569e-41	2.95664386430029e-40	DTDPRHAMSYN-PWY	dTDP-L-rhamnose biosynthesis	Biosynthesis						
44	GLUCONEO-PWY	Week_and_consortia	NS1_w9w10	0.0948845509730802	0.004342453233286	108	108	4.72326546562813e-41	3.2433089530646496e-40	GLUCONEO-PWY	gluconeogenesis I	Biosynthesis						
45	PWY0-41	Week_and_consortia	NS1_w9w10	1.34681716381695	0.0617010763914575	108	108	7.83235112490714e-41	5.26129673390501e-40	PWY0-41	allantoin degradation IV (anaerobic)	Degradation/utilization/assimilation	Superpathways					
46	SO4ASSIM-PWY	Week_and_consortia	NS1_w9w10	0.995722747030969	0.0458997614087861	108	108	1.1768177044477299e-40	7.73695043987973e-40	SO4ASSIM-PWY	assimilatory sulfate reduction I	Degradation/utilization/assimilation	Superpathways					
47	PWY-5484	Week_and_consortia	NS1_w9w10	0.310753229507593	0.0144486063023065	108	108	2.62744793388782e-40	1.69141960744028e-39	PWY-5484	glycolysis II (from fructose 6-phosphate)	Generation of precursor metabolites and energy						
48	FASYN-INITIAL-PWY	Week_and_consortia	NS1_w9w10	-0.717037275256686	0.0335052261238604	108	108	4.23230148860398e-40	2.66894114281353e-39	FASYN-INITIAL-PWY	superpathway of fatty acid biosynthesis initiation	Superpathways	Biosynthesis	Fatty acid and lipid biosynthesis				
49	POLYAMINSYN3-PWY	Week_and_consortia	NS1_w9w10	1.51126715656644	0.0718386648044329	108	108	1.80484969662207e-39	1.11539711251244e-38	POLYAMINSYN3-PWY	superpathway of polyamine biosynthesis II // polyamn	Superpathways	Biosynthesis	Amide, amidine, amine, and polyamine biosynthesis				
50	SULFATE-CYS-PWY	Week_and_consortia	NS1_w9w10	0.554855472059352	0.0264410291254495	108	108	2.19429295069678e-39	1.3294833760104e-38	SULFATE-CYS-PWY	superpathway of sulfate assimilation and cysteine biosynthesis	Degradation/utilization/assimilation	Superpathways					
51	PWY-5941	Week_and_consortia	NS1_w9w10	0.410474773321786	0.0199812360100553	108	108	1.31258499466165e-38	7.79978391058556e-38	PWY-5941	glycogen degradation II // glycogenolysis II	Degradation/utilization/assimilation	Degradation/utilization/assimilation	Carbohydrate degradation	Glycan pathways			
52	PWY-7539	Week_and_consortia	NS1_w9w10	0.644501753773669	0.0314907514195344	108	108	1.70833588997573e-38	9.95992056608493e-38	PWY-7539	6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)	Biosynthesis						
53	PWY-6470	Week_and_consortia	NS1_w9w10	0.777042144415303	0.0379757232475472	108	108	1.84843094775788e-38	1.05771326455034e-37	PWY-6470	peptidoglycan biosynthesis V (&beta;-lactam resistance) // penicillin resistance // &beta;-lactam resistance	Detoxification	Superpathways		Biosynthesis	Cell structure biosynthesis		
54	PEPTIDOGLYCANSYN-PWY	Week_and_consortia	NS1_w9w10	0.243121004137506	0.0121710725298127	108	108	1.43067427659178e-37	8.03778820848835e-37	PEPTIDOGLYCANSYN-PWY	peptidoglycan biosynthesis I (<I>meso</I>-diaminopimelate containing)	Superpathways	Biosynthesis	Cell structure biosynthesis				
55	PWY-5971	Week_and_consortia	NS1_w9w10	-0.552223557407676	0.0278908554686993	108	108	2.94252155569228e-37	1.6236413584087798e-36	PWY-5971	palmitate biosynthesis II (type II fatty acid synthase) // palmitate biosynthesis II (bacteria and plant cytoplasm)	Biosynthesis						
56	HEXITOLDEGSUPER-PWY	Week_and_consortia	NS1_w9w10	-1.00691536899115	0.0510109892146023	108	108	3.65117478951619e-37	1.97932107010615e-36	HEXITOLDEGSUPER-PWY	superpathway of hexitol degradation (bacteria)	Degradation/utilization/assimilation	Degradation/utilization/assimilation	Carbohydrate degradation	Superpathways			
57	PWY-5989	Week_and_consortia	NS1_w9w10	-0.738403136083956	0.0380098857949399	108	108	1.4251811068799398e-36	7.59277520734312e-36	PWY-5989	stearate biosynthesis II (bacteria and plants) // stearic acid biosynthesis	Biosynthesis						
58	PWY-6385	Week_and_consortia	NS1_w9w10	0.252119795867777	0.013538883551947	108	108	4.56135630750253e-35	2.3490984983637998e-34	PWY-6385	peptidoglycan biosynthesis III (mycobacteria)	Superpathways	Biosynthesis	Cell structure biosynthesis				
59	PWY-7374	Week_and_consortia	NS1_w9w10	-1.5837778134051	0.0850814773874156	108	108	4.54859003789192e-35	2.3490984983637998e-34	PWY-7374	5,8-dihydroxy-2-naphthoate biosynthesis I // futalosine pathway // 1,4-dihydroxy-6-naphthoate biosynthesis I	Biosynthesis						
60	PWY-7371	Week_and_consortia	NS1_w9w10	-1.59705905835427	0.0866938911885667	108	108	1.0523259168597799e-34	5.33063456245366e-34	PWY-7371	5,8-dihydroxy-2-naphthoate biosynthesis II // modified futalosine pathway // 1,4-dihydroxy-6-naphthoate biosynthesis II	Biosynthesis						
61	PWY-5345	Week_and_consortia	NS1_w9w10	0.563736627187935	0.0307265623125238	108	108	1.11850510454194e-34	5.5744851177977096e-34	PWY-5345	superpathway of L-methionine biosynthesis (by sulfhydrylation)	Superpathways	Biosynthesis	Amino acid biosynthesis				
62	P161-PWY	Week_and_consortia	NS1_w9w10	-1.01191919483515	0.0552445624129663	108	108	1.2755373467407499e-34	6.25620698639509e-34	P161-PWY	acetylene degradation (anaerobic) // acetylene fermentation	Generation of precursor metabolites and energy						
63	PWY-6263	Week_and_consortia	NS1_w9w10	-1.45421936658222	0.0794184487315964	108	108	1.7533250223753e-34	8.46527237365576e-34	PWY-6263	superpathway of menaquinol-8 biosynthesis II // vitamin K<sub>2</sub> biosynthesis II // superpathway of menaquinone-8 biosynthesis II	Superpathways	Biosynthesis	Cofactor, carrier, and vitamin biosynthesis				
64	PWY-7111	Week_and_consortia	NS1_w9w10	-0.171839962135447	0.0094722154761029	108	108	3.3973742751242e-34	1.6150594630975e-33	PWY-7111	pyruvate fermentation to isobutanol (engineered) // isobutanol biosynthesis // pyruvic acid fermentation to isobutanol (engineered)	Generation of precursor metabolites and energy						
65	GLYCOLYSIS	Week_and_consortia	NS1_w9w10	0.133998235458948	0.007498280338888	108	108	1.1849129330143399e-33	5.54754691365803e-33	GLYCOLYSIS	glycolysis I (from glucose 6-phosphate) // Embden-Meyerhof pathway // Embden-Meyerhof-Parnas pathway // EMP pathway // glycolysis (plastidic)	Generation of precursor metabolites and energy						
66	PWY0-1296	Week_and_consortia	NS1_w9w10	-1.10937405696976	0.0633667992566919	108	108	5.8083703849440795e-33	2.67878574469809e-32	PWY0-1296	purine ribonucleosides degradation	Degradation/utilization/assimilation						
67	PWY0-1297	Week_and_consortia	NS1_w9w10	-1.11210139488022	0.0637918254705494	108	108	8.063151628801469e-33	3.66399096073479e-32	PWY0-1297	superpathway of purine deoxyribonucleosides degradation	Degradation/utilization/assimilation	Superpathways					
68	PWY0-1298	Week_and_consortia	NS1_w9w10	-1.04711228681208	0.0603872078971807	108	108	1.19067801936057e-32	5.33216678235385e-32	PWY0-1298	superpathway of pyrimidine deoxyribonucleosides degradation	Degradation/utilization/assimilation	Superpathways					
69	PWY0-1261	Week_and_consortia	NS1_w9w10	0.420882147105305	0.0244185579600048	108	108	1.61538646746637e-32	7.130777406387251e-32	PWY0-1261	peptidoglycan recycling I // 1,6-anhydro-<i>N</i>-acetylmuramic acid recycling I // cell wall recycling I // anhydromuropeptides recycling I	Degradation/utilization/assimilation						
70	PWY-6387	Week_and_consortia	NS1_w9w10	0.281866601902408	0.0163015877976763	108	108	1.65276873042835e-32	7.19303574228678e-32	PWY-6387	UDP-<i>N</i>-acetylmuramoyl-pentapeptide biosynthesis I (<i>meso</i>-diaminopimelate containing)	Biosynthesis						
71	FERMENTATION-PWY	Week_and_consortia	NS1_w9w10	-0.663307504156317	0.0385626400485837	108	108	1.89750073146375e-32	8.14344063919858e-32	FERMENTATION-PWY	mixed acid fermentation // fermentation	Superpathways	Generation of precursor metabolites and energy					
72	POLYAMSYN-PWY	Week_and_consortia	NS1_w9w10	0.888680053409816	0.0527270342550485	108	108	1.21245929764475e-31	5.13219072564696e-31	POLYAMSYN-PWY	superpathway of polyamine biosynthesis I // spermidine biosynthesis // putrescine biosynthesis // polyamine biosynthesis I // aminopropylcadaverine biosynthesis	Superpathways	Biosynthesis	Amide, amidine, amine, and polyamine biosynthesis				
73	ARG-POLYAMINE-SYN	Week_and_consortia	NS1_w9w10	0.847980725890171	0.0507719294600501	108	108	2.4378651502878e-31	1.0179734208634198e-30									
74	PWY-7228	Week_and_consortia	NS1_w9w10	-0.299353698541256	0.0184758600010158	108	108	1.90182712400261e-30	7.83552775089075e-30	PWY-7228	superpathway of guanosine nucleotides <i>de novo</i> biosynthesis I	Superpathways	Biosynthesis	Nucleoside and nucleotide biosynthesis				
75	PWY-7254	Week_and_consortia	NS1_w9w10	0.485380639655289	0.0299893875223716	108	108	2.5457166001083498e-30	1.03503477557037e-29	PWY-7254	TCA cycle VII (acetate-producers) // tricarboxylic acid cycle // citric acid cycle // Krebs cycle // Szent-Gyorgyi-Krebs cycle // TCA cycle VII (acetic acid-producers)	Generation of precursor metabolites and energy						
76	BIOTIN-BIOSYNTHESIS-PWY	Week_and_consortia	NS1_w9w10	-0.328069193144687	0.0209184269163369	108	108	2.70542878824043e-29	1.0856850591769999e-28	BIOTIN-BIOSYNTHESIS-PWY	superpathway of biotin biosynthesis I // vitamin H biosynthesis	Superpathways	Biosynthesis	Cofactor, carrier, and vitamin biosynthesis				
77	PWY-7013	Week_and_consortia	NS1_w9w10	-0.760008930369587	0.0496744179478887	108	108	1.36366141046206e-28	5.40219712606123e-28	PWY-7013	(<i>S</i>)-propane-1,2-diol degradation // propylene glycol degradation // L-1,2-propanediol degradation	Degradation/utilization/assimilation	Generation of precursor metabolites and energy					
78	PWY-6125	Week_and_consortia	NS1_w9w10	-0.331212118017139	0.0218522469435032	108	108	2.7067840279767797e-28	1.0587294489175e-27	PWY-6125	superpathway of guanosine nucleotides <i>de novo</i> biosynthesis II	Superpathways	Biosynthesis	Nucleoside and nucleotide biosynthesis				
79	PWY-5154	Week_and_consortia	NS1_w9w10	0.303804776679921	0.020068569387504	108	108	3.6302822099861e-28	1.40219650360713e-27	PWY-5154	L-arginine biosynthesis III (via <i>N</i>-acetyl-L-citrulline)	Biosynthesis						
80	PWY-7220	Week_and_consortia	NS1_w9w10	-0.427903624461637	0.0283599587958542	108	108	3.76467401195273e-28	1.41863935328462e-27	PWY-7220	adenosine deoxyribonucleotides <i>de novo</i> biosynthesis II	Biosynthesis						
81	PWY-7222	Week_and_consortia	NS1_w9w10	-0.427903624461637	0.0283599587958542	108	108	3.76467401195273e-28	1.41863935328462e-27	PWY-7222	guanosine deoxyribonucleotides <i>de novo</i> biosynthesis II	Biosynthesis						
82	PYRIDOXSYN-PWY	Week_and_consortia	NS1_w9w10	0.285701770724203	0.0189828754062221	108	108	4.51642750391577e-28	1.68141698639756e-27	PYRIDOXSYN-PWY	pyridoxal 5'-phosphate biosynthesis I // vitamin B<sub>6</sub> biosynthesis // deoxyxylulose-dependent pyridoxal 5'-phosphate biosynthesis	Biosynthesis						
83	PWY-5104	Week_and_consortia	NS1_w9w10	-0.0942646282079818	0.0063680375397427	108	108	1.73064628225541e-27	6.36630596686811e-27	PWY-5104	L-isoleucine biosynthesis IV	Biosynthesis						
84	PWY-6519	Week_and_consortia	NS1_w9w10	-0.409599574468457	0.0278048698330738	108	108	2.55295714605211e-27	9.28075009564824e-27	PWY-6519	8-amino-7-oxononanoate biosynthesis I // 7-keto-8-aminopelargonate biosynthesis I	Biosynthesis						
85	X1CMET2-PWY	Week_and_consortia	NS1_w9w10	0.113998541796426	0.0077828170224155	108	108	3.81261852498162e-27	1.3698827025806002e-26									
86	PWY-7229	Week_and_consortia	NS1_w9w10	-0.214086548066072	0.0147105913092844	108	108	5.03159597322371e-27	1.78708408704152e-26	PWY-7229	superpathway of adenosine nucleotides <i>de novo</i> biosynthesis I (from IMP and L-aspartate)	Superpathways	Biosynthesis	Nucleoside and nucleotide biosynthesis				
87	GLYCOLYSIS-E-D	Week_and_consortia	NS1_w9w10	-0.596027732125817	0.0409171032097848	108	108	5.39445404667216e-27	1.89418897775193e-26	GLYCOLYSIS-E-D	superpathway of glycolysis and the Entner-Doudoroff pathway	Superpathways	Generation of precursor metabolites and energy					
88	ARGORNPROST-PWY	Week_and_consortia	NS1_w9w10	1.11983925898237	0.077590658140829	108	108	9.06591431583021e-27	3.14760395909161e-26									
89	PWY-7294	Week_and_consortia	NS1_w9w10	-0.828531712187507	0.0574972484417832	108	108	1.19750480509384e-26	4.11143316415552e-26	PWY-7294	D-xylose degradation IV // Dahms pathway	Degradation/utilization/assimilation						
90	P4-PWY	Week_and_consortia	NS1_w9w10	-0.483575036613611	0.0340745442644353	108	108	2.95538709864842e-26	1.0035325422883101e-25	P4-PWY	superpathway of L-lysine, L-threonine and L-methionine biosynthesis I	Superpathways	Biosynthesis	Amino acid biosynthesis				
91	PWY-6126	Week_and_consortia	NS1_w9w10	-0.270355750025582	0.0194301691154463	108	108	1.16135134952033e-25	3.9006257282802403e-25	PWY-6126	superpathway of adenosine nucleotides <i>de novo</i> biosynthesis II (from IMP and L-aspartate)	Superpathways	Biosynthesis	Nucleoside and nucleotide biosynthesis				
92	PWY-6386	Week_and_consortia	NS1_w9w10	0.32103245167876	0.0236974873256272	108	108	8.494043611438751e-25	2.82221449025223e-24	PWY-6386	UDP-<i>N</i>-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	Biosynthesis						
93	FUCCAT-PWY	Week_and_consortia	NS1_w9w10	-0.326815652838305	0.0243560239483909	108	108	1.5535595395445501e-24	5.10691380552412e-24	FUCCAT-PWY	L-fucose degradation I // L-fucose catabolism	Degradation/utilization/assimilation						
94	PWY0-845	Week_and_consortia	NS1_w9w10	0.178319822269277	0.0134927140953137	108	108	4.36301490574293e-24	1.4191280061837502e-23	PWY0-845	superpathway of pyridoxal 5'-phosphate biosynthesis and salvage // vitamin B<sub>6</sub> biosynthesis and salvage	Superpathways	Biosynthesis	Cofactor, carrier, and vitamin biosynthesis				
95	PWY-7197	Week_and_consortia	NS1_w9w10	-0.389668001635691	0.0296375386420954	108	108	5.30961798577749e-24	1.70903328917213e-23	PWY-7197	pyrimidine deoxyribonucleotide phosphorylation	Metabolic clusters	Biosynthesis	Nucleoside and nucleotide biosynthesis				
96	PWY-7090	Week_and_consortia	NS1_w9w10	1.07591736728445	0.0821671150490604	108	108	7.870776395855051e-24	2.5072885632156802e-23	PWY-7090	UDP-2,3-diacetamido-2,3-dideoxy-&alpha;-D-mannuronate biosynthesis // UDP-ManNAc(3NAc)A biosynthesis // Wbp pathway	Biosynthesis						
97	PWY-7234	Week_and_consortia	NS1_w9w10	-0.8229405387939	0.0637252755307326	108	108	1.9691529190574102e-23	6.2088597141708e-23	PWY-7234	inosine-5'-phosphate biosynthesis III // IMP biosynthesis I	Biosynthesis						
98	P441-PWY	Week_and_consortia	NS1_w9w10	-0.498238422269123	0.0389037680199477	108	108	2.96047890446185e-23	9.24028264119911e-23	P441-PWY	superpathway of <i>N</i>-acetylneuraminate degradation // <i>N</i>-acetylneuraminate catabolism // sialic acid degradation	Degradation/utilization/assimilation	Superpathways					
